Column1,Time,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/8954,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/9395,NR/30092023/26122029/SH-06,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/4138,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/2069,GNA/NR/2025/04/01/8510,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/6363,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/3877,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/16/9317,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/7791,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8456,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/6957,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/2474
65,16:00-16:15,48,23,0,97.32,45,45.42,40.19,19.47,25,25,42,87.49,24.67,33,29.17,78.53,58.18,33,29.17,78.53,4.14,0,100.65,0,26.7,14.49,0,70.46,0,0,8.88,58.61,0,7.79,5.41,15.07,273.16,28.98,7.01,0,10.63,82.12,26.7,13.53,20.53,0,7.01,4.14,29.77,225.99,9.86,164.24,7.5,17.56

66,16:15-16:30,45,20,0,88.64,40,46.02,35.62,17.73,20,21,37,88.5,24,33,29.5,78.83,49.87,33,29.5,78.83,4.14,0,100.65,0,26.7,14.49,0,70.46,0,0,8.88,58.61,0,7.79,4.75,15.07,273.16,28.98,6.15,0,10.63,82.12,26.7,13.53,20.53,0,6.15,4.14,29.77,225.99,9.86,164.24,7.5,17.56

67,16:30-16:45,33,18,0,80.11,35,45.42,24.78,16.02,15,14,31,89.51,24.33,33,29.83,79.23,47.72,33,29.83,79.23,4.14,0,100.65,0,26.7,14.49,0,70.46,0,0,8.88,58.61,0,7.79,4.23,15.07,273.16,28.98,5.47,0,10.63,82.12,26.7,13.53,20.53,0,5.47,4.14,29.77,230.29,10.78,164.24,7.5,17.56

68,16:45-17:00,30,15,0,71.36,30,46.02,23.3,14.27,12,11,25,90.49,25,33,30.17,79.61,41.86,33,30.17,79.61,4.14,0,100.65,0,26.7,14.49,0,70.46,0,0,8.88,58.61,0,7.79,3.51,15.07,273.16,28.98,4.55,0,10.63,82.12,26.7,13.53,20.53,0,4.55,4.14,30.78,201.31,10.78,164.24,7.5,17.56

69,17:00-17:15,19,13,0,49.62,25,45.62,21.07,9.92,10,9,19,91.5,24.67,33,30.5,79.39,35.67,33,30.5,79.39,4.14,0,100.65,0,26.7,14.49,0,63.54,0,0,8.88,58.61,0,8.18,2.78,15.35,273.16,28.98,3.59,0,10.63,82.12,26.7,13.53,20.53,0,3.59,4.14,30.78,201.31,10.78,164.24,7.68,17.56

70,17:15-17:30,16,10,0,42.07,20,45.42,18.13,8.42,8,7,13,90,24.67,31.92,30,79.09,29.32,33,30,79.09,4.14,0,100.65,0,26.7,14.49,0,63.54,0,0,8.88,58.61,0,8.18,2.05,15.35,273.16,28.98,2.65,0,10.63,82.12,26.7,13.53,20.53,0,2.65,4.14,30.78,201.31,10.78,164.24,7.68,17.56

71,17:30-17:45,13,8,0,34.42,15,45.82,13.34,6.89,1,5,9,64.99,21.67,22.95,21.67,61.67,22.46,23.66,21.67,61.67,2.17,0,100.65,0,26.7,14.49,0,63.54,0,0,4.35,58.61,0,8.18,1.42,15.35,273.16,28.98,1.84,0,10.63,82.12,26.7,13.53,20.53,0,1.84,2.17,30.78,201.31,10.78,164.24,7.68,17.56

72,17:45-18:00,12,5,0,27.07,10,45.82,9.04,5.41,0,5,6,66,22,15.04,22,61,16.26,14.07,22,61,2.17,0,100.65,0,26.7,14.49,0,63.54,0,0,4.35,58.61,0,8.18,1.09,15.35,273.16,28.98,1.41,0,10.63,82.12,26.7,13.53,20.53,0,1.41,2.17,30.78,201.31,10.78,164.24,7.68,17.56

73,18:00-18:15,8,3,0,15.78,5,45.82,4.27,3.16,0,4,3,60,20,0,20,60.67,9.05,0,20,60.67,2.17,5.8,100.65,5.8,26.7,14.49,0,63.54,28.98,0,4.35,63.63,14.49,8.57,0.8,13.68,273.16,28.98,1.04,67.63,10.63,82.12,26.7,13.53,20.53,19.32,1.04,2.17,29.77,201.31,10.78,164.24,7.86,17.56

74,18:15-18:30,5,1,0,8.11,3,45.22,2.73,1.62,0,3,2,62.51,20.67,0,20.83,60,5.23,0,20.83,60,2.17,5.8,100.65,5.8,26.7,14.49,0,63.54,28.98,0,4.35,63.63,14.49,8.57,0.55,13.68,273.16,28.98,0.73,67.63,10.63,82.12,26.7,13.53,20.53,19.32,0.73,2.17,29.77,201.31,10.78,164.24,7.86,17.56

75,18:30-18:45,2,1,0,5.18,1,45.62,1.24,1.04,0,1,1,64.99,21.33,0,21.67,58.33,2.23,0,21.67,58.33,5.28,5.8,100.65,5.8,26.7,14.49,0,63.54,28.98,0,11.01,63.63,14.49,8.57,0,13.68,273.16,28.98,0,67.63,10.63,82.12,26.7,13.53,20.53,19.32,0,5.28,29.77,201.31,10.78,164.24,6.56,17.56

76,18:45-19:00,1,0,0,0,1,45.42,0.5,0,0,1,1,67.5,22,0,22.5,57.33,0.02,0,22.5,57.33,5.28,5.8,100.65,5.8,26.7,14.49,0,63.54,28.98,0,11.01,63.63,14.49,8.57,0,13.68,273.16,28.98,0,67.63,10.63,82.12,26.7,13.53,20.53,19.32,0,5.28,29.77,201.31,10.78,164.24,6.56,17.56

77,19:00-19:15,0,0,0,0,0,46.82,0,0,0,0,0,72.49,22.67,0,24.17,56.67,0,0,24.17,56.67,7.07,5.8,100.65,5.8,26.7,14.49,0,63.54,28.98,0,15.29,63.63,14.49,9.74,0,15.07,273.16,28.98,0,67.63,10.63,82.12,26.7,13.53,20.53,19.32,0,10.29,30.78,230.29,10.78,164.24,6.56,17.56

78,19:15-19:30,0,0,0,0,0,46.62,0,0,0,0,0,75,23,0,25,56,0,0,25,56,7.07,5.8,100.65,5.8,26.7,14.49,0,115.53,28.98,0,15.29,77.29,14.49,9.74,0,15.07,273.16,28.98,0,67.63,10.63,82.12,26.7,13.53,20.53,19.32,0,10.29,30.78,261.43,10.78,164.24,6.56,17.56

79,19:30-19:45,0,0,0,0,0,46.62,0,0,0,0,0,76.01,23.67,0,25.33,64.49,0,0,25.33,64.49,7.07,5.8,100.65,5.8,29,14.49,0,115.53,28.98,0,15.29,77.29,14.49,9.74,0,15.07,273.16,28.98,0,67.63,10.63,82.12,25.55,13.53,20.53,19.32,0,10.29,30.78,261.43,10.78,164.24,6.56,17.56

80,19:45-20:00,0,0,0,0,0,47.02,0,0,0,0,0,77.51,24,0,25.83,61.35,0,0,25.83,61.35,7.07,5.8,100.65,5.8,29,14.49,0,115.53,28.98,0,15.29,77.29,14.49,9.74,0,15.07,273.16,28.98,0,67.63,10.63,82.12,25.55,13.53,20.53,19.32,0,10.29,30.78,261.43,10.78,164.24,6.56,17.56

81,20:00-20:15,0,0,0,0,0,44.82,0,0,0,0,0,78.49,23.33,0,26.17,59.72,0,0,26.17,59.72,7.07,5.8,100.65,5.8,29.5,14.49,0,115.53,28.98,0,15.29,77.29,14.49,9.74,0,15.07,273.16,28.98,0,67.63,10.63,82.12,29.5,13.53,20.53,19.32,0,10.29,31.28,261.43,10.78,164.24,6.56,17.56

82,20:15-20:30,0,0,0,0,0,44.82,0,0,0,0,0,79.01,22.33,0,26.33,57.76,0,0,26.33,57.76,7.07,5.8,100.65,5.8,29.5,14.49,0,115.53,28.98,0,15.29,77.29,14.49,9.74,0,15.07,273.16,28.98,0,67.63,10.63,82.12,29.5,13.53,20.53,19.32,0,10.29,31.28,261.43,10.78,164.24,6.56,17.56

83,20:30-20:45,0,0,0,0,0,44.82,0,0,0,0,0,79.99,22.33,0,26.67,55.42,0,0,26.67,55.42,7.07,5.8,100.65,5.8,29.5,14.49,0,115.53,28.98,0,15.29,77.29,14.49,9.51,0,15.07,273.16,28.98,0,67.63,10.63,82.12,29.5,13.53,20.53,19.32,0,10.29,31.28,261.43,10.4,164.24,6.56,17.56

84,20:45-21:00,0,0,0,0,0,44.82,0,0,0,0,0,81,22.33,0,27,52.65,0,0,27,52.65,7.07,5.8,100.65,5.8,29.5,14.49,0,115.53,28.98,0,15.29,77.29,14.49,9.51,0,15.07,273.16,28.98,0,67.63,10.63,82.12,29.5,13.53,20.53,19.32,0,10.29,31.28,261.43,10.4,164.24,6.56,17.56

85,21:00-21:15,0,0,0,0,0,44.82,0,0,0,0,0,93,21,0,31,49.75,0,0,31,49.75,7.07,5.8,100.65,5.8,29.5,14.49,0,115.53,28.98,0,15.29,87.14,14.49,9.74,0,15.07,273.16,28.98,0,67.63,10.63,82.12,29.5,13.53,20.53,19.32,0,10.29,30.78,261.43,10.4,164.24,6.56,17.56

86,21:15-21:30,0,0,0,0,0,44.62,0,0,0,0,0,93,21.33,0,31,49.94,0,0,31,49.94,7.07,5.8,100.65,5.8,29.5,14.49,0,115.53,28.98,0,15.29,87.14,14.49,9.74,0,15.07,273.16,28.98,0,67.63,10.63,82.12,29.5,13.53,20.53,19.32,0,10.29,30.78,261.43,10.4,164.24,6.56,17.56

87,21:30-21:45,0,0,0,0,0,44.82,0,0,0,0,0,91.5,20.67,0,30.5,51.56,0,0,30.5,51.56,7.07,5.8,100.65,5.8,29.5,14.49,0,115.53,28.98,0,15.29,87.14,14.49,9.74,0,15.07,273.16,28.98,0,67.63,10.63,82.12,29.5,13.53,20.53,19.32,0,10.29,30.28,261.43,10.02,164.24,6.56,17.56

88,21:45-22:00,0,0,0,0,0,44.82,0,0,0,0,0,91.99,21,0,30.67,51.76,0,0,30.67,51.76,7.07,5.8,100.65,5.8,29.5,14.49,0,115.53,28.98,0,15.29,87.14,14.49,9.74,0,15.07,273.16,28.98,0,67.63,10.63,82.12,29.5,13.53,20.53,19.32,0,10.29,30.28,261.43,10.02,164.24,6.56,17.56

89,22:00-22:15,0,0,0,0,0,44.42,0,0,0,0,0,90.49,20,0,30.17,55.42,0,0,30.17,55.42,7.07,5.8,100.65,5.8,29.5,14.49,0,115.53,28.98,0,15.29,87.14,14.49,8.18,0,14.61,273.16,28.98,0,67.63,10.63,82.12,29.5,13.53,20.53,19.32,0,10.29,30.79,261.43,10.02,164.24,6.56,17.56

90,22:15-22:30,0,0,0,0,0,44.02,0,0,0,0,0,88.5,19,0,29.5,57.55,0,0,29.5,57.55,7.07,5.8,100.65,5.8,29.5,14.49,0,115.53,28.98,0,15.29,87.14,14.49,8.96,0,14.61,273.16,28.98,0,67.63,10.63,82.12,29.5,13.53,20.53,19.32,0,10.29,30.79,261.43,10.02,164.24,6.56,17.56

91,22:30-22:45,0,0,0,0,0,38.62,0,0,0,0,0,87,18.67,0,29,61.38,0,0,29,61.38,7.07,5.8,100.65,5.8,29.5,14.49,0,115.53,28.98,0,15.29,87.14,14.49,8.96,0,14.61,273.16,28.98,0,67.63,10.63,82.12,29.5,13.53,20.53,19.32,0,10.29,30.79,261.43,10.02,164.24,6.56,17.56

92,22:45-23:00,0,0,0,0,0,39.22,0,0,0,0,0,85.99,17.33,0,28.67,65.6,0,0,28.67,65.6,7.07,5.8,100.65,5.8,29.5,14.49,0,115.53,28.98,0,15.29,87.14,14.49,8.96,0,14.61,273.16,28.98,0,67.63,10.63,82.12,29.5,13.53,20.53,19.32,0,10.29,30.28,261.43,10.02,164.24,6.56,17.56

93,23:00-23:15,0,0,0,0,0,39.62,0,0,0,0,0,84.49,16.67,0,28.17,57.67,0,0,28.17,57.67,7.07,5.8,100.65,5.8,29.5,14.49,0,115.53,28.98,0,15.29,87.14,14.49,8.72,0,14.61,273.16,28.98,0,67.63,10.63,82.12,29.5,13.53,20.53,19.32,0,10.29,31.28,261.43,9.48,164.24,6.56,17.56

94,23:15-23:30,0,0,0,0,0,39.82,0,0,0,0,0,82.01,15.67,0,27.33,59,0,0,27.33,59,7.07,5.8,100.65,5.8,29.5,14.49,0,115.53,28.98,0,15.29,87.14,14.49,8.72,0,14.61,273.16,28.98,0,67.63,10.63,82.12,29.5,13.53,20.53,19.32,0,10.29,31.28,261.43,9.48,164.24,6.56,17.56

95,23:30-23:45,0,0,0,0,0,40.02,0,0,0,0,0,81.49,16.33,0,27.17,60.33,0,0,27.17,60.33,7.07,5.8,100.65,5.8,29.5,14.49,0,115.53,28.98,0,15.29,87.14,14.49,8.72,0,14.61,273.16,28.98,0,67.63,10.63,82.12,29.5,13.53,20.53,19.32,0,10.29,30.28,261.43,9.48,164.24,6.56,17.56

96,23:45-24:00,0,0,0,0,0,40.02,0,0,0,0,0,82.5,16.67,0,27.5,63.33,0,0,27.5,63.33,7.07,5.8,100.65,5.8,29.5,14.49,0,115.53,28.98,0,15.29,87.14,14.49,8.72,0,14.61,273.16,28.98,0,67.63,10.63,82.12,29.5,13.53,20.53,19.32,0,10.29,30.28,261.43,9.48,164.24,6.56,17.56

