Time,Block,NR/2023/13254/A,NR/2023/16191/A,NR/2023/13387/A,NR/2023/13148/A,NR/2023/17202/C,NR/2023/17209/C,NR/2023/16185/A,NR/2023/13242/A,NR/2023/13165/A,NR/2023/17237/C,NR/2023/17207/C,NR/2023/17198/C,NR/2023/13150/A,NR/2023/13253/A,NR/2023/17190/D,NR/2023/16077/A,NR/2023/15770/A,NR/2023/16993/F,NR/2023/17193/D,NR/2023/16291/F,NR/2023/13383/A,NR/2023/17212/C,NR/2023/16073/A,NR/2023/13385/A,NR/2023/17186/D,NR/2023/17205/C,Total

3,00:30-00:45,19.470000,77.740000,99.330000,36.210000,6.060000,0.000000,38.390000,29.370000,22.070000,0.000000,191.940000,11.730000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.860000,50.380000,119.000000,23.990000,49.660000,0,0,1224.19

4,00:45-01:00,19.470000,77.740000,99.330000,36.210000,6.060000,0.000000,38.390000,29.370000,22.070000,0.000000,191.940000,11.730000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.860000,50.380000,96.930000,23.990000,49.660000,0,0,1202.12

5,01:00-01:15,19.470000,77.740000,99.330000,36.210000,6.060000,0.000000,38.390000,29.370000,22.070000,0.000000,143.960000,11.730000,62.570000,47.980000,0.000000,117.560000,62.380000,131.570000,0.000000,0.620000,50.380000,66.220000,23.990000,49.660000,0,0,1097.26

6,01:15-01:30,19.470000,77.740000,99.330000,36.210000,6.060000,0.000000,38.390000,29.370000,22.070000,0.000000,143.960000,11.730000,62.570000,47.980000,0.000000,117.560000,62.380000,131.570000,0.000000,0.620000,50.380000,43.190000,23.990000,49.660000,0,0,1074.23

7,01:30-01:45,19.470000,77.740000,99.330000,36.210000,6.060000,0.000000,38.390000,29.370000,22.070000,0.000000,143.960000,11.730000,62.570000,47.980000,0.000000,117.560000,62.380000,131.570000,0.000000,0.620000,50.380000,17.270000,23.990000,49.660000,0,0,1048.31

8,01:45-02:00,19.470000,77.740000,99.330000,36.210000,6.060000,0.000000,38.390000,29.370000,22.070000,0.000000,143.960000,11.730000,62.570000,47.980000,0.000000,117.560000,62.380000,131.570000,0.000000,0.620000,50.380000,0.000000,23.990000,49.660000,0,0,1031.04

9,02:00-02:15,19.470000,77.740000,99.330000,36.210000,5.050000,0.000000,38.390000,29.370000,22.070000,0.000000,0.000000,11.630000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.620000,50.380000,0.000000,23.990000,49.660000,0,0,911.9

10,02:15-02:30,19.470000,77.740000,99.330000,36.210000,5.050000,0.000000,38.390000,29.370000,22.070000,0.000000,0.000000,11.630000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.620000,50.380000,0.000000,23.990000,49.660000,0,0,911.9

11,02:30-02:45,19.470000,77.740000,99.330000,36.210000,5.050000,0.000000,38.390000,29.370000,22.070000,0.000000,0.000000,11.630000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.620000,50.380000,0.000000,23.990000,49.660000,0,0,911.9

12,02:45-03:00,19.470000,77.740000,99.330000,36.210000,5.050000,0.000000,38.390000,29.370000,22.070000,0.000000,0.000000,11.630000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.620000,50.380000,0.000000,23.990000,49.660000,0,0,911.9

13,03:00-03:15,19.470000,77.740000,99.330000,0.000000,4.030000,0.000000,38.390000,29.370000,22.070000,0.000000,0.000000,11.630000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.620000,50.380000,0.000000,23.990000,49.660000,0,0,874.67

14,03:15-03:30,19.470000,77.740000,99.330000,0.000000,4.030000,0.000000,38.390000,29.370000,22.070000,0.000000,0.000000,11.630000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.620000,50.380000,0.000000,23.990000,49.660000,0,0,874.67

15,03:30-03:45,19.470000,77.740000,99.330000,0.000000,4.030000,0.000000,38.390000,29.370000,22.070000,0.000000,0.000000,11.630000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.620000,50.380000,0.000000,23.990000,49.660000,0,0,874.67

16,03:45-04:00,19.470000,77.740000,99.330000,0.000000,4.030000,0.000000,38.390000,29.370000,22.070000,0.000000,0.000000,11.630000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.620000,50.380000,0.000000,23.990000,49.660000,0,0,874.67

17,04:00-04:15,19.470000,77.740000,99.330000,0.000000,5.050000,0.000000,38.390000,29.370000,22.070000,0.000000,0.000000,11.550000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.580000,50.380000,0.000000,23.990000,49.660000,0,0,875.57

18,04:15-04:30,19.470000,77.740000,99.330000,0.000000,5.050000,0.000000,38.390000,29.370000,22.070000,0.000000,0.000000,11.550000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.580000,50.380000,0.000000,23.990000,49.660000,0,0,875.57

19,04:30-04:45,19.470000,77.740000,99.330000,0.000000,5.050000,0.000000,38.390000,29.370000,22.070000,0.000000,0.000000,11.550000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.580000,50.380000,0.000000,23.990000,49.660000,0,0,875.57

20,04:45-05:00,19.470000,77.740000,99.330000,0.000000,5.050000,0.000000,38.390000,29.370000,22.070000,0.000000,0.000000,11.550000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.580000,50.380000,0.000000,23.990000,49.660000,0,0,875.57

21,05:00-05:15,19.470000,77.740000,99.330000,0.000000,5.050000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.550000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.580000,50.380000,0.000000,23.990000,49.660000,0,0,846.2

22,05:15-05:30,19.470000,77.740000,99.330000,0.000000,5.050000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.550000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.580000,50.380000,0.000000,23.990000,49.660000,0,0,846.2

23,05:30-05:45,19.470000,77.740000,99.330000,0.000000,5.050000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.550000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.580000,50.380000,0.000000,23.990000,49.660000,0,0,846.2

24,05:45-06:00,19.470000,77.740000,99.330000,0.000000,5.050000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.550000,62.570000,47.980000,0.000000,117.560000,62.380000,157.500000,0.000000,0.580000,50.380000,0.000000,23.990000,49.660000,0,0,846.2

25,06:00-06:15,19.470000,77.740000,99.330000,0.000000,5.050000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.450000,62.570000,47.980000,0.000000,0.000000,62.380000,157.500000,0.000000,0.670000,0.000000,0.000000,23.990000,49.660000,0,0,678.25

26,06:15-06:30,19.470000,77.740000,99.330000,0.000000,5.050000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.450000,62.570000,47.980000,0.000000,0.000000,62.380000,157.500000,0.000000,0.670000,0.000000,0.000000,23.990000,49.660000,0,0,678.25

27,06:30-06:45,19.470000,77.740000,99.330000,0.000000,4.030000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.450000,62.570000,47.980000,0.000000,0.000000,62.380000,157.500000,0.000000,0.670000,0.000000,0.000000,23.990000,49.660000,0.1,0,677.33

28,06:45-07:00,19.470000,77.740000,99.330000,0.000000,4.030000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.450000,62.570000,47.980000,0.000000,0.000000,62.380000,157.500000,0.000000,0.670000,0.000000,0.000000,23.990000,49.660000,0.48,0,677.71

29,07:00-07:15,19.470000,77.740000,99.330000,0.000000,4.030000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.450000,62.570000,47.980000,0.000000,0.000000,62.380000,157.500000,0.000000,0.670000,0.000000,0.000000,23.990000,49.660000,0.83,0,678.06

30,07:15-07:30,19.470000,77.740000,99.330000,0.000000,4.030000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.450000,62.570000,47.980000,0.000000,0.000000,62.380000,157.500000,0.000000,0.670000,0.000000,0.000000,23.990000,49.660000,1.44,0,678.67

31,07:30-07:45,19.470000,77.740000,99.330000,0.000000,4.030000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.450000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.670000,0.000000,0.000000,23.990000,49.660000,2.09,0,573.26

32,07:45:08:00,19.470000,77.740000,99.330000,0.000000,4.030000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.450000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.670000,0.000000,0.000000,23.990000,49.660000,2.52,0,573.69

33,08:00-08:15,19.470000,77.740000,99.330000,0.000000,4.030000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.360000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.960000,0.000000,0.000000,23.990000,49.660000,3.11,0,574.48

34,08:15-08:30,19.470000,77.740000,99.330000,0.000000,4.030000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.360000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.960000,0.000000,0.000000,23.990000,49.660000,4.08,0,575.45

35,08:30-08:45,19.470000,77.740000,99.330000,0.000000,5.050000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.360000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.960000,0.000000,0.000000,23.990000,49.660000,4.68,0,577.07

36,08:45:09:00,19.470000,77.740000,99.330000,0.000000,5.050000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.360000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.960000,0.000000,0.000000,23.990000,49.660000,5.07,0,577.46

37,09:00:09:15,19.470000,77.740000,99.330000,0.000000,6.060000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.270000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,5.84,15.84,631.94

38,09:15-09:30,19.470000,77.740000,99.330000,0.000000,6.060000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.270000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,6.4,15.84,632.5

39,09:30-09:45,19.470000,77.740000,99.330000,0.000000,6.060000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.270000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,6.27,15.84,632.37

40,09:45-10:00,19.470000,77.740000,99.330000,0.000000,7.060000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.270000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,7.18,15.84,634.28

41,10:00-10:15,19.470000,77.740000,99.330000,0.000000,7.060000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.180000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,6.91,15.84,633.92

42,10:15-10:30,19.470000,77.740000,99.330000,0.000000,7.060000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.180000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,7.75,15.84,634.76

43,10:30-10:45,19.470000,77.740000,99.330000,0.000000,7.060000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.180000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,7.95,15.84,634.96

44,10:45-11:00,19.470000,77.740000,99.330000,0.000000,7.060000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.180000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,6.03,15.84,633.04

45,11:00-11:15,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.180000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,6.85,15.84,636.89

46,11:15-11:30,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.180000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,4.99,15.84,635.03

47,11:30-11:45,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.180000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,5.32,15.84,635.36

48,11:45-12:00,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.180000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,6.16,15.84,636.2

49,12:00-12:15,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.180000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,5.74,15.84,635.78

50,12:15-12:30,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.180000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,6.28,15.84,636.32

51,12:30-12:45,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.180000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,8.15,15.84,638.19

52,12:45-13:00,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.180000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,7.89,15.84,637.93

53,13:00-13:15,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.080000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,7.95,15.84,637.89

54,13:15-13:30,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.080000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,8.85,15.84,638.79

55,13:30-13:45,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.080000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,4.72,15.84,634.66

56,13:45-14:00,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.080000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,3.78,15.84,633.72

57,14:00-14:15,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.080000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,3.07,15.84,633.01

58,14:15-14:30,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.080000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,1.52,15.84,631.46

59,14:30-14:45,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.080000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,1.91,15.84,631.85

60,14:45-15:00,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.080000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.960000,0.000000,0.000000,23.990000,49.660000,0.91,15.84,630.85

61,15:00-15:15,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.180000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.860000,0.000000,23.030000,23.990000,49.660000,3.38,15.84,656.35

62,15:15-15:30,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.180000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.860000,0.000000,23.030000,23.990000,49.660000,6.47,15.84,659.44

63,15:30-15:45,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.180000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.860000,0.000000,160.270000,23.990000,49.660000,2.71,15.84,792.92

64,15:45-16:00,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.180000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.860000,0.000000,173.710000,23.990000,49.660000,0.94,15.84,804.59

65,16:00-16:15,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.270000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.820000,0.000000,178.500000,23.990000,49.660000,0.94,15.84,809.43

66,16:15-16:30,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.270000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.820000,0.000000,181.380000,23.990000,49.660000,1.44,15.84,812.81

67,16:30-16:45,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.270000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.820000,0.000000,201.540000,23.990000,49.660000,4.32,15.84,835.85

68,16:45-17:00,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,0.000000,11.270000,62.570000,47.980000,28.790000,0.000000,62.380000,51.440000,8.160000,0.820000,0.000000,209.210000,23.990000,49.660000,3.23,15.84,842.43

69,17:00-17:15,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,47.980000,11.360000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.820000,0.000000,168.910000,23.990000,49.660000,2.08,0,796.26

70,17:15-17:30,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,47.980000,11.360000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.820000,0.000000,174.670000,23.990000,49.660000,1.35,0,801.29

71,17:30-17:45,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,47.980000,11.360000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.820000,0.000000,196.740000,23.990000,49.660000,0.8,0,822.81

72,17:45-18:00,19.470000,77.740000,99.330000,0.000000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,47.980000,11.360000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.820000,0.000000,192.900000,23.990000,49.660000,0.28,0,818.45

73,18:00-18:15,19.470000,77.740000,99.330000,36.210000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,191.940000,11.450000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.820000,0.000000,143.960000,0.000000,49.660000,0.1,0,925.6

74,18:15-18:30,19.470000,77.740000,99.330000,36.210000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,191.940000,11.450000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.820000,0.000000,144.910000,0.000000,49.660000,0,0,926.45

75,18:30-18:45,19.470000,77.740000,99.330000,36.210000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,191.940000,11.450000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.820000,0.000000,150.670000,0.000000,49.660000,0,0,932.21

76,18:45-19:00,19.470000,77.740000,99.330000,36.210000,10.090000,0.000000,38.390000,0.000000,22.070000,0.000000,191.940000,11.450000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.820000,0.000000,168.910000,0.000000,49.660000,0,0,950.45

77,19:00-19:15,19.470000,77.740000,99.330000,36.210000,10.090000,47.980000,38.390000,0.000000,22.070000,0.000000,191.940000,11.550000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.820000,0.000000,125.720000,0.000000,49.660000,0,0,955.34

78,19:15-19:30,19.470000,77.740000,99.330000,36.210000,10.090000,47.980000,38.390000,0.000000,22.070000,0.000000,191.940000,11.550000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.820000,0.000000,134.360000,0.000000,49.660000,0,0,963.98

79,19:30-19:45,19.470000,77.740000,99.330000,36.210000,10.090000,47.980000,38.390000,0.000000,22.070000,0.000000,191.940000,11.550000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.820000,0.000000,143.000000,0.000000,49.660000,0,0,972.62

80,19:45-20:00,19.470000,77.740000,99.330000,36.210000,10.090000,47.980000,38.390000,0.000000,22.070000,0.000000,191.940000,11.550000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.820000,0.000000,147.790000,0.000000,49.660000,0,0,977.41

81,20:00-20:15,19.470000,77.740000,99.330000,36.210000,10.090000,47.980000,38.390000,29.370000,22.070000,0.000000,191.940000,11.630000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.770000,0.000000,156.430000,0.000000,49.660000,0,0,1015.45

82,20:15-20:30,19.470000,77.740000,99.330000,36.210000,10.090000,47.980000,38.390000,29.370000,22.070000,0.000000,191.940000,11.630000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.770000,0.000000,159.310000,0.000000,49.660000,0,0,1018.33

83,20:30-20:45,19.470000,77.740000,99.330000,36.210000,10.090000,47.980000,38.390000,29.370000,22.070000,0.000000,191.940000,11.630000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.770000,0.000000,194.820000,0.000000,49.660000,0,0,1053.84

84,20:45-21:00,19.470000,77.740000,99.330000,36.210000,10.090000,47.980000,38.390000,29.370000,22.070000,0.000000,191.940000,11.630000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.770000,0.000000,243.760000,0.000000,49.660000,0,0,1102.78

85,21:00-21:15,19.470000,77.740000,99.330000,36.210000,10.090000,47.980000,38.390000,29.370000,22.070000,0.000000,191.940000,11.630000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.770000,0.000000,273.510000,0.000000,49.660000,0,0,1132.53

86,21:15-21:30,19.470000,77.740000,99.330000,36.210000,10.090000,47.980000,38.390000,29.370000,22.070000,0.000000,191.940000,11.630000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.770000,0.000000,308.060000,0.000000,49.660000,0,0,1167.08

87,21:30-21:45,19.470000,77.740000,99.330000,36.210000,10.090000,47.980000,38.390000,29.370000,22.070000,0.000000,191.940000,11.630000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.770000,0.000000,331.100000,0.000000,49.660000,0,0,1190.12

88,21:45-22:00,19.470000,77.740000,99.330000,36.210000,10.090000,47.980000,38.390000,29.370000,22.070000,0.000000,191.940000,11.630000,62.570000,47.980000,0.000000,0.000000,62.380000,51.440000,0.000000,0.770000,0.000000,354.130000,0.000000,49.660000,0,0,1213.15

