Block,Time,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/02122045/L_NR_2021_13,NR/01022024/29022024/SJVN010224NR1468,NR/01022024/29022024/SJVN010224NR1469,NR/16022024/29022024/HP-45,NR/01022024/29022024/79,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,NR/01102023/31052040/LT-31,WR/01102023/29112042/L_NR_2019_05,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,SR/14022024/29022024/SJVN140224NR1518,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,NR/01102023/23072042/L_NR_2012_04,NR/16022024/29022024/HP-40,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01102023/22052037/LT-59,NR/16022024/29022024/HP-38,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/16022024/29022024/HP-36,NR/19022024/29022024/NVVN/OA/16907,NR/20122023/29022024/IEX_LDC_231218_00501,NR/30092023/31122025/SH-07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/01102023/30042040/GNA_LT_36,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/05012040/L_NR_2020_02,WR/01102023/24112044/L_NR_2020_07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01012024/31032024/ ChanjuII,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/20122023/29022024/IEX_LDC_231218_00502,WR/01102023/16072048/L_NR_2022_08,NR/30092023/26122029/SH-06,WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11
53,13:00-13:15,4.820000,46.33,0,0,0.000000,96.350000,32.5,231.67,145.180000,16.240000,33.050000,99.840000,153.465726,9.88,16.240000,32.5,6.740000,17.34,23.2,93.82,231.240000,39.110000,6.740000,29.65,6.01,97,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,47.99,16.650000,5.780000,1.390000,9.88,33.720000,0.000000,210,49,1.930000,18.310000,11.560000,10.75,30.830000,23.2,90,0.000000,0.950000

54,13:15-13:30,4.820000,46.33,0,0,0.000000,96.350000,32.5,231.67,111.770000,16.240000,33.050000,99.840000,150.202156,10.07,16.240000,32.5,6.740000,17.34,22.88,93.82,231.240000,39.110000,6.740000,30.21,6.01,97,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,47.77,16.650000,5.780000,1.390000,10.07,33.720000,0.000000,210,49,1.930000,18.310000,11.560000,10.7,30.830000,22.88,90,0.000000,0.950000

55,13:30-13:45,4.820000,46.33,0,0,0.000000,96.350000,32.5,231.67,111.770000,16.240000,33.050000,99.840000,133.036752,12.56,16.240000,32.5,6.740000,17.34,22.56,93.82,209.080000,39.110000,6.740000,37.66,6.01,97,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,47.35,16.650000,5.780000,1.390000,12.55,33.720000,0.000000,210,49,1.930000,18.310000,11.560000,10.42,30.830000,22.56,90,0.000000,0.950000

56,13:45-14:00,4.820000,46.33,0,0,0.000000,96.350000,32.5,231.67,111.770000,16.240000,33.050000,99.840000,127.542264,12.18,16.240000,32.5,6.740000,17.34,22.25,93.82,209.080000,39.110000,6.740000,36.54,6.01,97,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,47.09,16.650000,5.780000,1.390000,12.18,33.720000,0.000000,203,48,1.930000,18.310000,11.560000,10.09,30.830000,22.25,87,0.000000,0.950000

57,14:00-14:15,4.820000,46.33,0,0,0.000000,96.350000,32.5,231.67,111.770000,16.210000,33.050000,52.990000,123.616238,11.68,16.210000,32.5,6.740000,20.23,21.61,93.8,231.240000,39.110000,6.740000,35.06,6.43,95,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,46.25,16.620000,5.780000,1.440000,11.69,33.720000,0.000000,203,47,1.930000,18.310000,11.560000,9.75,30.830000,21.61,87,0.000000,0.950000

58,14:15-14:30,4.820000,46.33,0,0,0.000000,96.350000,32.5,231.67,111.770000,15.730000,33.050000,52.990000,120.674154,11.28,15.730000,32.5,6.740000,20.23,20.98,93.82,231.240000,39.110000,6.740000,33.79,6.88,93,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,46,16.120000,5.780000,1.440000,11.26,33.720000,0.000000,200,47,1.930000,18.310000,11.560000,9.41,30.830000,20.98,85,0.000000,0.950000

59,14:30-14:45,4.820000,46.33,0,0,0.000000,96.350000,32.5,231.67,111.770000,15.280000,33.050000,52.990000,117.478778,9.25,15.280000,32.5,6.740000,20.23,20.35,93.1,270.980000,39.110000,6.740000,27.7,7.31,92,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,45,15.660000,5.780000,1.440000,9.23,33.720000,0.000000,196,46,1.930000,18.310000,11.560000,9.21,30.830000,20.35,84,0.000000,0.950000

60,14:45-15:00,4.820000,46.33,0,0,0.000000,96.350000,32.5,231.67,111.770000,14.380000,33.050000,52.990000,113.211782,9.03,14.380000,32.5,6.740000,20.23,19.08,89.75,270.980000,39.110000,6.740000,27.12,7.74,88,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,43,14.750000,5.780000,1.440000,9.04,33.720000,0.000000,193,44,1.930000,18.310000,11.560000,9.12,30.830000,19.08,82,0.000000,0.950000

61,15:00-15:15,4.820000,46.33,0,0,0.000000,96.350000,32.5,231.67,117.340000,12.960000,33.050000,72.260000,112.257066,8.8,12.960000,32.5,6.740000,20.23,18.13,85.53,270.980000,39.110000,6.740000,26.4,8.11,83,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,41,13.280000,5.780000,1.440000,8.8,33.720000,0.000000,186,42,1.930000,18.310000,11.560000,9.1,30.830000,18.13,79,0.000000,0.950000

62,15:15-15:30,4.820000,44.32,0,0,0.000000,96.350000,32.5,221.63,174.090000,11.990000,33.050000,52.990000,102.320226,8.45,11.990000,32.5,6.740000,20.23,17.5,80.55,270.980000,39.110000,6.740000,25.33,8.94,79,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,38.72,12.290000,5.780000,1.440000,8.44,33.720000,0.000000,179,40,1.930000,18.310000,11.560000,9.07,30.830000,17.5,76,0.000000,0.950000

63,15:30-15:45,4.820000,41.51,0,0,0.000000,96.350000,32.5,207.55,200.760000,11.000000,33.050000,99.840000,90.337566,9.75,11.000000,32.5,6.740000,20.23,17.16,75.09,270.980000,39.110000,6.740000,29.24,9.74,75,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,36.17,11.280000,5.780000,1.440000,9.74,33.720000,22.160000,168,37,1.930000,18.310000,11.560000,8.86,30.830000,17.16,72,0.000000,0.950000

64,15:45-16:00,4.820000,38.17,0,0,0.000000,96.350000,32.5,190.87,200.760000,9.900000,33.050000,99.840000,79.10504,9.52,9.900000,32.5,6.740000,20.23,16.94,69.62,270.980000,39.110000,6.740000,28.56,10.51,69,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,33.5,10.150000,5.780000,1.440000,9.52,33.720000,22.160000,154,34,1.930000,18.310000,11.560000,8.66,30.830000,16.94,66,0.000000,0.950000

65,16:00-16:15,4.820000,34.31,0,0,0.000000,96.350000,32.5,171.56,200.760000,8.830000,33.050000,99.840000,68.992844,9.45,8.830000,32.5,6.740000,20.23,17.51,62.91,270.980000,39.110000,6.740000,28.4,14.13,58,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,29.88,9.060000,5.780000,1.440000,9.47,33.720000,22.160000,133,29,1.930000,18.310000,11.560000,12.38,30.830000,17.51,57,0.000000,0.950000

66,16:15-16:30,4.820000,30.14,0,0,0.000000,96.350000,32.5,150.69,200.760000,7.720000,33.050000,99.840000,59.689234,9.31,7.720000,32.5,6.740000,20.23,17.25,55.51,270.980000,39.110000,6.740000,27.91,15.05,50,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,26.48,7.920000,5.780000,1.440000,9.3,33.720000,22.160000,116,25,1.930000,18.310000,11.560000,12.38,30.830000,17.25,49,0.000000,0.950000

67,16:30-16:45,4.820000,26.11,0,20.23,0.000000,96.350000,32.5,130.53,260.720000,6.500000,47.210000,99.840000,53.600484,10.44,6.500000,32.5,6.740000,0,16.9,40.51,270.980000,39.110000,6.740000,31.33,18.36,42,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,22.86,6.670000,5.780000,1.440000,10.44,76.400000,23.120000,95,21,1.930000,18.310000,11.560000,12.16,30.830000,16.9,40,0.000000,0.950000

68,16:45-17:00,4.820000,21.94,0,20.23,0.000000,96.350000,33,109.68,260.720000,5.250000,57.790000,99.840000,41.247628,10.06,5.250000,29.86,6.740000,0,16.55,33.67,270.980000,39.110000,6.740000,30.2,18.17,35,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,33,18.04,5.390000,5.780000,1.440000,10.07,86.910000,23.120000,77,17,1.930000,18.310000,11.560000,11.92,30.830000,16.55,33,0.000000,0.950000

69,17:00-17:15,4.820000,17.87,0,0,0.000000,96.350000,20,89.36,260.720000,3.990000,57.790000,99.840000,29.235742,9.52,3.990000,17.64,6.740000,0,16.78,26.24,270.980000,39.110000,6.740000,28.53,16.87,25,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,14.82,13.43,4.090000,5.780000,1.440000,9.51,86.910000,24.090000,60,12,2.020000,18.310000,11.560000,11.76,30.830000,16.78,25,0.000000,0.950000

70,17:15-17:30,4.820000,13.53,0,0,0.000000,96.350000,7,67.64,260.720000,2.530000,57.790000,99.840000,18.743608,9.02,2.530000,10.24,6.740000,0,17.09,18.52,270.980000,39.110000,6.740000,27.07,16.47,18,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,10.98,9,2.600000,5.780000,1.440000,9.02,86.910000,24.090000,49,9,2.020000,18.310000,11.560000,11.62,30.830000,17.09,21,0.000000,0.950000

71,17:30-17:45,4.820000,9.12,0,0,0.000000,96.350000,1,45.58,260.720000,1.700000,57.790000,99.840000,11.563754,8.72,1.700000,5.25,6.740000,0,17.51,12.96,270.980000,39.110000,6.740000,26.16,16.07,10,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,4.83,5,1.750000,5.780000,1.440000,8.72,86.910000,25.050000,35,5,2.020000,18.310000,11.560000,11.44,30.830000,17.51,15,0.000000,0.950000

72,17:45-18:00,4.820000,5.15,0,0,0.000000,96.350000,0,25.75,260.720000,1.040000,57.790000,99.840000,6.52714,8.56,1.040000,1.12,6.740000,0,17.95,9.21,270.980000,39.110000,6.740000,25.66,16.13,5,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,1.06,3,1.070000,5.780000,1.440000,8.55,86.910000,25.050000,18,2,2.020000,18.310000,11.560000,11.29,30.830000,17.95,7,0.000000,0.950000

73,18:00-18:15,4.820000,2.85,0,0,0.000000,96.350000,0,14.26,260.720000,0.530000,57.790000,99.840000,1.792528,8.28,0.530000,0,6.740000,0,19.88,3.46,270.980000,0.000000,6.740000,24.83,18.97,1,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,2,0.540000,5.780000,1.440000,8.27,86.910000,26.010000,7,1,2.020000,18.310000,11.560000,11.1,30.830000,19.88,3,0.000000,0.950000

74,18:15-18:30,4.820000,1.22,0,0,0.000000,96.350000,0,6.11,260.720000,0.210000,57.790000,99.840000,0,8.1,0.210000,0,6.740000,0,21.55,0,270.980000,0.000000,6.740000,24.33,18.66,0,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,1,0.210000,5.780000,1.440000,8.11,86.910000,26.010000,1,0,2.020000,18.310000,11.560000,10.77,30.830000,21.55,1,0.000000,0.950000

75,18:30-18:45,4.820000,0.27,0,0,0.000000,96.350000,0,1.36,260.720000,0.010000,57.790000,99.840000,0,7.94,0.010000,0,6.740000,0,25.22,0,270.980000,0.000000,6.740000,23.83,20.54,0,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,0.02,0.010000,5.780000,1.440000,7.94,86.910000,26.010000,1,0,2.020000,18.310000,11.560000,10.4,30.830000,25.22,0,0.000000,0.950000

76,18:45-19:00,4.820000,0,0,0,0.000000,96.350000,0,0,260.720000,0.000000,57.790000,99.840000,0,7.76,0.000000,0,6.740000,0,26.22,0,270.980000,0.000000,6.740000,23.33,20.14,0,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.440000,7.78,86.910000,26.010000,0,0,2.020000,18.310000,11.560000,9.48,30.830000,26.22,0,0.000000,0.950000

77,19:00-19:15,4.820000,0,0,0,0.000000,96.350000,0,0,260.720000,0.000000,57.790000,99.840000,0,8.28,0.000000,0,6.740000,0,26.52,0,270.980000,0.000000,6.740000,24.83,19.74,0,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,8.27,86.910000,26.010000,0,0,2.020000,18.310000,11.560000,9.42,30.830000,26.52,0,0.000000,0.950000

78,19:15-19:30,4.820000,0,0,0,0.000000,96.350000,0,0,260.720000,0.000000,57.790000,99.840000,0,8.56,0.000000,0,6.740000,0,26.05,0,270.980000,0.000000,6.740000,25.66,19.65,0,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,8.55,86.910000,26.010000,0,0,2.020000,18.310000,11.560000,8.86,30.830000,26.05,0,0.000000,0.950000

79,19:30-19:45,4.820000,0,0,0,0.000000,96.350000,0,0,260.720000,0.000000,57.790000,99.840000,0,9.99,0.000000,0,6.740000,0,24.62,0,270.980000,0.000000,6.740000,30,17.13,0,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,10,86.910000,25.050000,0,0,2.020000,18.310000,11.560000,8.86,30.830000,24.62,0,0.000000,0.950000

80,19:45-20:00,4.820000,0,0,0,0.000000,96.350000,0,0,260.720000,0.000000,57.790000,99.840000,0,11.35,0.000000,0,6.740000,0,23.7,0,270.980000,0.000000,6.740000,34.04,16.73,0,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,11.35,86.910000,25.050000,0,0,2.020000,18.310000,11.560000,9.1,30.830000,23.7,0,0.000000,0.950000

81,20:00-20:15,4.820000,0,0,0,0.000000,0.000000,0,0,260.720000,0.000000,57.790000,99.840000,0,12.25,0.000000,0,6.740000,0,18.33,0,270.980000,0.000000,6.740000,36.74,14.09,0,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,12.25,86.910000,25.050000,0,0,2.020000,18.310000,11.560000,9.55,30.830000,18.33,0,0.000000,0.950000

82,20:15-20:30,4.820000,0,0,0,0.000000,0.000000,0,0,234.040000,0.000000,47.210000,99.840000,0,12.69,0.000000,0,6.740000,0,18,0,270.980000,0.000000,6.740000,38.1,13.08,0,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,12.7,67.960000,25.050000,0,0,2.020000,18.310000,11.560000,10.44,30.830000,18,0,0.000000,0.950000

83,20:30-20:45,4.820000,0,0,0,0.000000,0.000000,0,0,260.720000,0.000000,33.050000,99.840000,0,13.29,0.000000,0,6.740000,0,17.67,0,270.980000,0.000000,6.740000,39.9,10.12,0,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,13.3,86.910000,25.050000,0,0,2.020000,18.310000,11.560000,11.1,30.830000,17.67,0,0.000000,0.950000

84,20:45-21:00,4.820000,0,0,0,0.000000,0.000000,0,0,260.720000,0.000000,47.210000,99.840000,0,12.69,0.000000,0,6.740000,0,17.33,0,270.980000,0.000000,6.740000,38.1,9.66,0,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,12.7,86.910000,25.050000,0,0,2.020000,18.310000,11.560000,11.55,30.830000,17.33,0,0.000000,0.950000

85,21:00-21:15,4.820000,0,0,0,0.000000,0.000000,0,0,260.720000,0.000000,33.050000,99.840000,0,12.5,0.000000,0,6.740000,0,22.07,0,270.980000,0.000000,6.740000,37.49,9.32,0,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,12.5,86.910000,25.050000,0,0,2.020000,18.310000,11.560000,11.49,30.830000,22.07,0,0.000000,0.950000

86,21:15-21:30,4.820000,0,0,0,0.000000,0.000000,0,0,260.720000,0.000000,33.050000,99.840000,0,11.94,0.000000,0,6.740000,0,20.55,0,270.980000,0.000000,6.740000,35.85,8.72,0,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,11.95,86.910000,25.050000,0,0,2.020000,18.310000,11.560000,10.77,30.830000,20.55,0,0.000000,0.950000

87,21:30-21:45,4.820000,0,0,0,0.000000,0.000000,0,0,260.720000,0.000000,33.050000,99.840000,0,10.94,0.000000,0,6.740000,0,40.07,0,270.980000,0.000000,6.740000,32.8,8.17,0,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,10.93,86.910000,25.050000,0,0,2.020000,18.310000,11.560000,9.5,25.020000,40.07,0,0.000000,0.950000

88,21:45-22:00,4.820000,0,0,0,0.000000,0.000000,0,0,260.720000,0.000000,33.050000,99.840000,0,9.26,0.000000,0,6.740000,0,41.89,0,270.980000,0.000000,6.740000,27.83,7.77,0,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,9.28,86.910000,25.050000,0,0,2.020000,18.310000,11.560000,9.21,25.020000,41.89,0,0.000000,0.950000

89,22:00-22:15,4.820000,0,0,0,16.320000,0.000000,0,0,260.720000,0.000000,33.050000,99.840000,0,10.84,0.000000,0,6.740000,0,42.92,0,270.980000,0.000000,6.740000,32.5,7.8,0,0.000000,128.130000,96.350000,38.170000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.300000,10.83,86.910000,25.050000,0,0,2.020000,18.310000,11.560000,10.55,25.020000,42.92,0,0.000000,0.950000

90,22:15-22:30,4.820000,0,0,0,16.320000,0.000000,0,0,234.040000,0.000000,33.050000,99.840000,0,11.1,0.000000,0,6.740000,0,43.58,0,270.980000,0.000000,6.740000,33.33,7.51,0,0.000000,128.130000,96.350000,38.170000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.300000,11.11,67.960000,25.050000,0,0,2.020000,18.310000,11.560000,10.57,25.020000,43.58,0,0.000000,0.950000

91,22:30-22:45,4.820000,0,0,0,16.320000,0.000000,0,0,234.040000,0.000000,33.050000,99.840000,0,11.25,0.000000,0,6.740000,0,44.34,0,270.980000,0.000000,6.740000,33.75,7.21,0,0.000000,128.130000,96.350000,38.170000,48.180000,8.190000,25.890000,0,0,0.000000,5.780000,1.300000,11.25,67.960000,25.050000,0,0,2.020000,18.310000,11.560000,10.96,25.890000,44.34,0,0.000000,0.950000

92,22:45-23:00,4.820000,0,0,0,16.320000,0.000000,0,0,234.040000,0.000000,33.050000,99.840000,0,11.44,0.000000,0,6.740000,0,45.1,0,270.980000,0.000000,6.740000,34.33,7.21,0,0.000000,128.130000,96.350000,38.170000,48.180000,8.190000,25.890000,0,0,0.000000,5.780000,1.300000,11.44,67.960000,25.050000,0,0,2.020000,18.310000,11.560000,11.08,25.890000,45.1,0,0.000000,0.950000

93,23:00-23:15,4.820000,0,0,0,16.320000,0.000000,0,0,234.040000,0.000000,33.050000,99.840000,0,16.78,0.000000,0,6.740000,0,53.54,0,270.980000,0.000000,6.740000,50.33,7.21,0,0.000000,128.130000,96.350000,38.170000,48.180000,8.190000,25.890000,0,0,0.000000,5.780000,1.200000,16.77,57.440000,25.050000,0,0,2.020000,18.310000,11.560000,13.74,25.890000,53.54,0,0.000000,0.950000

94,23:15-23:30,4.820000,0,0,0,16.320000,0.000000,0,0,234.040000,0.000000,33.050000,99.840000,0,16.94,0.000000,0,6.740000,0,52.97,0,270.980000,0.000000,6.740000,50.8,7.21,0,0.000000,128.130000,96.350000,38.170000,48.180000,8.190000,25.890000,0,0,0.000000,5.780000,1.200000,16.93,57.440000,24.090000,0,0,2.020000,18.310000,11.560000,14.16,25.890000,52.97,0,0.000000,0.950000

95,23:30-23:45,4.820000,0,0,0,16.320000,0.000000,0,0,234.040000,0.000000,33.050000,99.840000,0,17.1,0.000000,0,6.740000,0,51.87,0,270.980000,0.000000,6.740000,51.33,7.21,0,0.000000,128.130000,96.350000,38.170000,48.180000,8.190000,25.890000,0,0,0.000000,5.780000,1.200000,17.11,57.440000,24.090000,0,0,2.020000,18.310000,11.560000,14.62,25.890000,51.87,0,0.000000,0.950000

96,23:45-24:00,4.820000,0,0,0,16.320000,0.000000,0,0,234.040000,0.000000,33.050000,99.840000,0,17.44,0.000000,0,6.740000,0,51.21,0,270.980000,0.000000,6.740000,52.33,7.21,0,0.000000,128.130000,96.350000,38.170000,48.180000,8.190000,25.890000,0,0,0.000000,5.780000,1.200000,17.44,57.440000,24.090000,0,0,2.020000,18.310000,11.560000,15.14,25.890000,51.21,0,0.000000,0.950000

