Block,Time,L_NR_2022_10,L_NR_2021_12,L_NR_2020_02,L_NR_2022_09,L_NR_2021_13,L_NR_2021_14,L_NR_2021_15,L_NR_2012_01,L_NR_2019_11,LT-59,L_NR_2020_07,L_NR_2019_19,L_NR_2012_07,L_NR_2012_02,LT-31,LT-36,L_NR_2021_17,SH-06,LT-05,L_NR_2019_06,LT-35,L_NR_2020_06,L_NR_2012_04,L_NR_2022_08,LT_MEJA_Delhi,L_NR_2023_04,L_NR_2018_61,L_NR_2019_05,L_NR_2021_16,L_NR_2019_07,L_NR_2020_05,SH-07
7,01:30-01:45,59.63,0,7.160000,59.63,0,0,0,101.310000,7.160000,6.380000,15.71,0.000000,87.240000,261.720000,0.000000,0.000000,0,0.000000,115.730000,0,0.000000,15.7,272.020000,16.78,3.690000,0.000000,37.53,0,0,0,47.11,30.950000

8,01:45-02:00,61.03,0,7.160000,61.03,0,0,0,101.310000,7.160000,6.380000,16.04,0.000000,87.240000,261.720000,0.000000,0.000000,0,0.000000,115.730000,0,0.000000,16.05,272.020000,16.88,3.690000,0.000000,36.33,0,0,0,48.15,30.950000

9,02:00-02:15,61.6,0,6.970000,61.6,0,0,0,101.310000,7.160000,6.380000,16.43,0.000000,87.240000,261.720000,0.000000,0.000000,0,19.060000,115.730000,0,0.000000,16.43,272.020000,17.53,3.690000,0.000000,35.09,0,0,0,49.28,30.950000

10,02:15-02:30,62.03,0,6.970000,62.03,0,0,0,101.310000,7.160000,6.380000,31.49,0.000000,87.240000,261.720000,0.000000,0.000000,0,19.060000,115.730000,0,0.000000,31.5,272.020000,18.09,3.690000,0.000000,34.01,0,0,0,94.5,30.950000

11,02:30-02:45,75.19,0,6.970000,75.19,0,0,0,101.310000,7.160000,6.380000,31.29,0.000000,87.240000,261.720000,0.000000,0.000000,0,19.060000,115.730000,0,0.000000,31.29,272.020000,18.09,3.690000,0.000000,32.87,0,0,0,93.86,30.950000

12,02:45-03:00,75.17,0,6.970000,75.17,0,0,0,101.310000,7.160000,6.380000,30.99,0.000000,87.240000,261.720000,0.000000,0.000000,0,19.060000,115.730000,0,0.000000,30.99,272.020000,17.78,3.690000,0.000000,31.86,0,0,0,92.97,30.950000

13,03:00-03:15,75.22,0,6.740000,75.22,0,0,0,101.310000,6.930000,6.230000,30.65,0.000000,87.240000,261.720000,0.000000,0.000000,0,20.820000,115.730000,0,0.000000,30.65,272.020000,17.26,3.690000,0.000000,30.66,0,0,0,91.95,20.820000

14,03:15-03:30,75.33,0,6.740000,75.33,0,0,0,101.310000,6.930000,6.230000,30.35,0.000000,87.240000,261.720000,0.000000,0.000000,0,20.820000,115.730000,0,0.000000,30.35,272.020000,16.6,3.690000,0.000000,29.64,0,0,0,91.05,20.820000

15,03:30-03:45,75.28,0,6.740000,75.28,0,0,0,101.310000,6.930000,6.230000,29.97,0.000000,87.240000,261.720000,0.000000,0.000000,0,20.820000,115.730000,0,0.000000,29.97,272.020000,15.92,3.690000,0.000000,28.68,0,0,0,89.92,20.820000

16,03:45-04:00,75.14,0,6.740000,75.14,0,0,0,101.310000,6.930000,6.230000,29.57,0.000000,87.240000,261.720000,0.000000,0.000000,0,20.820000,115.730000,0,0.000000,29.58,272.020000,15.19,3.690000,0.000000,28.04,0,0,0,88.73,20.820000

17,04:00-04:15,76.07,0,6.560000,76.07,0,0,0,101.310000,6.930000,6.230000,29.28,0.000000,63.430000,261.720000,0.000000,0.000000,0,20.820000,115.730000,0,0.000000,29.27,272.020000,15.6,3.690000,0.000000,27,0,0,0,87.82,20.820000

18,04:15-04:30,54.88,0,6.560000,54.88,0,0,0,101.310000,6.930000,6.230000,28.87,0.000000,63.430000,261.720000,0.000000,0.000000,0,20.820000,115.730000,0,0.000000,28.86,272.020000,15.75,3.690000,0.000000,38.17,0,0,0,86.6,20.820000

19,04:30-04:45,54.92,0,6.560000,54.92,0,0,0,101.310000,6.930000,6.230000,21.76,0.000000,63.430000,261.720000,0.000000,0.000000,0,20.820000,115.730000,0,0.000000,21.77,272.020000,15.76,3.690000,0.000000,38.19,0,0,0,65.3,20.820000

20,04:45-05:00,54.8,0,6.560000,54.8,0,0,0,101.310000,6.930000,6.230000,21.18,0.000000,63.430000,261.720000,0.000000,0.000000,0,20.820000,115.730000,0,0.000000,21.18,272.020000,16.84,3.690000,0.000000,38.13,0,0,0,63.54,20.820000

21,05:00-05:15,53.61,0,6.420000,53.61,0,0,0,101.310000,6.690000,6.060000,20.6,0.000000,62.960000,213.360000,0.000000,0.000000,0,20.820000,115.730000,0,0.000000,20.6,272.020000,15.69,3.630000,0.000000,38.1,0,0,0,61.81,20.820000

22,05:15-05:30,52.32,0,6.420000,52.32,0,0,0,101.310000,6.690000,6.060000,20.06,0.000000,62.960000,199.600000,0.000000,0.000000,0,20.820000,115.730000,0,0.000000,20.07,272.020000,14.76,0.390000,0.000000,37.67,0,0,0,60.2,20.820000

23,05:30-05:45,50.49,0,6.420000,50.49,0,0,0,101.310000,6.690000,6.060000,19.44,1.810000,62.960000,199.600000,0.000000,0.000000,0,20.820000,115.730000,0,0.000000,19.45,272.020000,14.13,0.390000,0.000000,37.07,0,0,0,58.35,20.820000

24,05:45-06:00,48.57,0.27,6.420000,48.57,0.05,0,0.37,101.310000,6.690000,6.060000,18.95,6.250000,62.960000,199.600000,0.000000,0.000000,0.31,20.820000,115.730000,0,0.000000,18.95,272.020000,13.65,0.390000,0.000000,42.44,0,0.62,0,56.85,20.820000

25,06:00-06:15,45.4,3.58,6.280000,45.4,0.72,0.03,0.8,101.310000,6.690000,6.060000,18.46,11.320000,62.960000,199.600000,1.350000,1.390000,1.3,20.820000,115.730000,20.59,1.350000,18.47,272.020000,13.34,0.390000,0.000000,42.53,14.54,2.6,1.44,55.4,20.820000

26,06:15-06:30,42.19,8.63,6.280000,42.19,1.73,0.03,2,101.310000,6.690000,6.060000,17.97,15.710000,62.960000,199.600000,2.600000,2.660000,2.74,21.760000,115.730000,27.8,2.600000,17.97,272.020000,13.39,0.390000,0.000000,42.46,23.88,5.48,3.98,53.92,21.760000

27,06:30-06:45,29.52,14.69,6.280000,29.52,2.94,1.27,3.3,101.310000,6.690000,6.060000,17.22,20.840000,62.960000,199.600000,3.640000,3.720000,4.63,21.760000,115.730000,32.72,3.640000,17.23,272.020000,13.27,0.390000,0.000000,42.46,32.71,9.25,11.52,51.69,21.760000

28,06:45-07:00,27.22,21.17,6.280000,27.22,4.23,3.7,5.05,101.310000,6.690000,6.060000,16.56,27.520000,43.930000,199.600000,4.720000,4.840000,7.09,21.760000,66.400000,29.57,4.720000,16.55,272.020000,13.09,0.390000,0.000000,42.25,29.56,14.19,17.82,49.65,21.760000

29,07:00-07:15,25.15,31.61,6.280000,25.15,6.32,7.27,7.32,101.310000,6.540000,5.910000,15.44,34.980000,43.930000,199.600000,5.870000,6.020000,11,21.760000,66.400000,25.65,5.870000,15.43,272.020000,12.92,0.390000,0.000000,42.09,25.65,22,25.65,46.29,21.760000

30,07:15-07:30,24.87,45,6.280000,24.87,9,12.1,9.98,101.310000,6.540000,5.910000,14.09,42.700000,43.930000,199.600000,7.110000,7.290000,14.33,21.760000,66.400000,25.65,7.110000,14.09,272.020000,13.04,0.390000,0.000000,41.34,25.65,28.67,25.65,42.27,21.760000

31,07:30-07:45,24.42,60.03,6.280000,24.42,12.01,18.1,12.81,101.310000,6.540000,5.910000,12.9,50.490000,43.930000,199.600000,8.330000,8.540000,19.33,21.760000,66.400000,25.65,8.330000,12.91,272.020000,13.22,0.390000,0.000000,40.01,25.65,38.67,25.65,38.72,21.760000

32,07:45:08:00,24.11,76.53,6.280000,24.11,15.3,24.93,15.81,101.310000,6.540000,5.910000,11.78,58.120000,43.930000,199.600000,9.490000,9.720000,24.33,21.760000,66.400000,25.65,9.490000,11.78,272.020000,8.12,0.390000,0.000000,38.29,25.65,48.67,25.65,35.33,21.760000

33,08:00-08:15,24.42,94.13,7.160000,24.42,18.82,32.47,19.87,101.310000,6.540000,5.910000,9.81,65.250000,43.930000,153.480000,10.610000,10.880000,25.66,21.760000,70.570000,30.83,10.610000,9.81,232.130000,8.23,0.390000,0.000000,35.78,30.84,51.34,30.83,29.43,21.760000

34,08:15-08:30,24.62,111.49,7.160000,24.62,22.3,40.7,23.2,101.310000,6.540000,5.910000,9.82,71.990000,43.930000,199.600000,11.260000,11.530000,27.66,21.760000,70.570000,30.83,11.260000,9.83,272.020000,8.94,0.390000,0.000000,33.84,30.84,55.34,30.83,29.49,21.760000

35,08:30-08:45,25.28,128.81,7.160000,25.28,25.76,46.73,26.27,101.310000,6.540000,5.910000,9.87,79.010000,43.930000,199.600000,9.400000,9.630000,31,21.760000,70.570000,30.83,9.400000,9.87,272.020000,8.92,0.390000,0.000000,33.36,30.84,62,30.83,29.61,21.760000

36,08:45:09:00,26.44,146.08,7.160000,26.44,29.21,53.97,29.13,101.310000,6.540000,5.910000,9.79,86.260000,43.930000,199.600000,10.510000,10.770000,34.66,21.760000,70.570000,30.83,10.510000,9.79,272.020000,9.09,0.390000,0.000000,32.95,30.84,69.34,30.83,29.38,21.760000

37,09:00:09:15,28.33,161.78,6.970000,28.33,32.35,59.8,31.77,101.310000,6.540000,5.910000,10.13,93.190000,43.930000,199.600000,11.150000,11.430000,37,21.760000,70.570000,30.83,11.150000,10.14,272.020000,9.37,0.390000,0.000000,33.53,30.84,74,30.83,30.41,21.760000

38,09:15-09:30,28.5,177.05,6.970000,28.5,35.41,66,34.09,101.310000,6.540000,5.910000,17.05,98.510000,43.930000,199.600000,11.350000,11.630000,39.33,21.760000,70.570000,30.83,11.350000,17.06,272.020000,17.38,0.390000,0.000000,33.66,30.84,78.67,30.83,51.18,21.760000

39,09:30-09:45,35.85,190.28,6.970000,35.85,38.05,71.5,34.99,101.310000,6.540000,5.910000,17.44,102.760000,43.930000,199.600000,11.370000,11.650000,41.66,21.760000,70.570000,30.83,11.370000,17.45,272.020000,16.72,0.390000,0.000000,33.57,30.84,83.34,30.83,52.34,21.760000

40,09:45-10:00,36.14,203.18,6.970000,36.14,40.63,76.3,37.06,101.310000,6.540000,5.910000,17.72,106.660000,43.930000,199.600000,11.410000,11.690000,44.33,21.760000,70.570000,30.83,11.410000,17.73,272.020000,16.05,0.390000,0.000000,33.5,30.84,88.67,30.83,53.17,21.760000

41,10:00-10:15,38.31,214.58,6.970000,38.31,42.91,80.9,38.76,101.310000,6.540000,6.060000,18.12,109.270000,43.930000,199.600000,11.410000,11.700000,46,21.760000,70.570000,30.83,11.410000,18.11,272.020000,15.69,0.390000,0.000000,34.05,30.84,92,30.83,54.34,21.760000

42,10:15-10:30,40.84,226.09,6.970000,40.84,45.22,85.23,40.19,101.310000,6.540000,6.060000,18.75,110.730000,43.930000,199.600000,11.430000,11.720000,45.66,21.760000,70.570000,30.83,11.430000,18.75,272.020000,15.86,0.390000,0.000000,35.16,30.84,91.34,30.83,56.25,21.760000

43,10:30-10:45,43.51,237.17,6.970000,43.51,47.43,88.2,41.38,101.310000,6.540000,6.060000,17.94,112.790000,43.930000,199.600000,11.440000,11.720000,45.66,21.760000,70.570000,30.83,11.440000,17.94,272.020000,16.75,0.390000,0.000000,36.77,30.84,91.34,30.83,53.82,21.760000

44,10:45-11:00,46.45,237.17,6.970000,46.45,47.43,89.63,42.41,101.310000,6.540000,6.060000,18.44,115.670000,43.930000,199.600000,11.440000,11.730000,45.33,21.760000,70.570000,30.83,11.440000,18.43,272.020000,17.62,0.390000,0.000000,38.11,30.84,90.67,30.83,55.31,21.760000

45,11:00-11:15,35.63,237.17,6.840000,35.63,47.43,90.67,40.46,101.310000,6.540000,6.060000,18.86,118.790000,43.930000,199.600000,11.440000,11.720000,45,21.760000,70.570000,31.17,11.440000,18.85,272.020000,11.22,0.390000,0.000000,22.62,31.16,90,31.17,56.56,21.760000

46,11:15-11:30,35.78,237.17,6.840000,35.78,47.43,91.2,41.08,101.310000,6.540000,6.060000,19.28,121.200000,43.930000,199.600000,11.440000,11.730000,45,21.760000,70.570000,31.17,11.440000,19.29,272.020000,11.62,0.390000,0.000000,21.61,31.16,90,31.17,57.86,21.760000

47,11:30-11:45,36.78,237.17,6.840000,36.78,47.43,91.27,41.72,101.310000,6.540000,6.060000,19.75,123.330000,43.930000,199.600000,11.440000,11.730000,44.66,21.760000,70.570000,31.17,11.440000,19.74,272.020000,11.84,0.390000,0.000000,21.8,31.16,89.34,31.17,59.24,21.760000

48,11:45-12:00,37.96,237.17,6.840000,37.96,47.43,91.27,42.42,101.310000,6.540000,6.060000,20.3,124.990000,43.930000,199.600000,11.440000,11.730000,44.66,21.760000,70.570000,31.17,11.440000,20.3,272.020000,12.17,0.390000,0.000000,21.98,31.16,89.34,31.17,60.9,21.760000

49,12:00-12:15,39.82,237.17,6.840000,39.82,47.43,91.27,43.2,101.310000,6.540000,5.830000,20.23,124.720000,44.400000,169.920000,11.420000,11.700000,44.33,21.760000,70.570000,31.17,11.420000,20.24,272.020000,12.83,0.390000,0.000000,18.86,31.16,88.67,31.17,60.71,21.760000

50,12:15-12:30,41.68,237.17,6.840000,41.68,47.43,91.27,43.8,101.310000,6.540000,5.830000,20.19,122.980000,44.400000,169.920000,11.430000,11.720000,44.33,21.760000,70.570000,31.17,11.430000,20.18,272.020000,13.17,0.390000,0.000000,19.33,31.16,88.67,31.17,60.55,21.760000

51,12:30-12:45,37.45,237.17,6.840000,37.45,47.43,83.97,42.21,101.310000,6.540000,5.830000,15.4,122.040000,44.400000,169.920000,11.440000,11.720000,44.66,21.760000,70.570000,31.17,11.440000,15.39,272.020000,13.18,0.390000,0.000000,20.29,31.16,89.34,31.17,46.17,21.760000

52,12:45-13:00,38.12,237.17,6.840000,38.12,47.43,83.93,42.19,101.310000,6.540000,5.830000,15.56,123.480000,44.400000,169.920000,11.430000,11.720000,45,21.760000,70.570000,31.17,11.430000,15.56,272.020000,12.85,0.390000,0.000000,21.49,31.16,90,31.17,46.67,21.760000

53,13:00-13:15,38.78,237.17,6.970000,38.78,47.43,83.84,42.17,101.310000,6.690000,5.830000,15.79,122.920000,44.400000,169.920000,11.430000,11.710000,45.33,21.760000,70.570000,31.17,11.430000,15.77,272.020000,12.76,0.390000,0.000000,23.08,31.16,90.67,31.17,47.32,21.760000

54,13:15-13:30,39.78,237.17,6.970000,39.78,47.43,83.81,42.2,101.310000,6.690000,5.830000,16.06,121.240000,44.400000,169.920000,11.420000,11.710000,45.33,21.760000,70.570000,31.17,11.420000,16.06,272.020000,13.15,0.390000,0.000000,24.91,31.16,90.67,31.17,48.17,21.760000

55,13:30-13:45,40.12,237.17,6.970000,40.12,47.43,83.84,42.08,101.310000,6.690000,5.830000,11.74,124.050000,63.430000,196.700000,11.410000,11.700000,45.66,21.760000,70.570000,31.17,11.410000,11.73,272.020000,13.41,0.390000,0.000000,26.3,31.16,91.34,31.17,35.2,21.760000

56,13:45-14:00,33.4,237.17,6.970000,33.4,47.43,83.63,41.81,101.310000,6.690000,5.830000,12.21,119.660000,44.400000,196.700000,11.410000,11.690000,46.33,21.760000,70.570000,31.17,11.410000,12.21,272.020000,13.62,0.390000,0.000000,41.09,31.16,92.67,31.17,36.62,21.760000

57,14:00-14:15,33.88,237.17,6.970000,33.88,47.43,82.8,37,101.310000,6.850000,5.830000,12.75,113.940000,63.430000,196.700000,11.310000,11.590000,47,21.760000,79.110000,31.17,11.310000,12.75,272.020000,14.12,0.390000,0.000000,42.09,31.16,94,31.17,38.25,21.760000

58,14:15-14:30,33.96,237.17,6.970000,33.96,47.43,82.28,36.1,101.310000,6.850000,5.830000,13.25,107.960000,63.430000,220.880000,11.290000,11.580000,46,21.760000,87.650000,31.17,11.290000,13.24,272.020000,14.14,0.390000,0.000000,43.03,31.16,92,31.17,39.73,21.760000

59,14:30-14:45,35.27,237.17,6.970000,35.27,47.43,81.3,35.06,101.310000,6.850000,5.990000,13.89,101.950000,87.240000,261.720000,11.350000,11.640000,45.33,21.760000,96.180000,31.17,11.350000,13.89,272.020000,14.68,3.710000,0.000000,43.06,31.16,90.67,31.17,41.67,21.760000

60,14:45-15:00,36.77,229.56,6.970000,36.77,45.91,79.64,34.22,101.310000,6.850000,5.990000,14.6,95.380000,87.240000,261.720000,11.310000,11.590000,44.33,21.760000,115.730000,31.17,11.310000,14.6,272.020000,15.24,3.710000,0.000000,43.07,31.16,88.67,31.17,43.79,21.760000

61,15:00-15:15,38.02,218.83,7.250000,38.02,43.76,75.87,33.54,101.310000,6.850000,5.990000,15.25,89.160000,87.240000,261.720000,11.300000,11.580000,42,21.330000,115.730000,31.17,11.300000,15.26,272.020000,15.78,3.710000,0.000000,43.14,31.16,84,31.17,45.78,21.330000

62,15:15-15:30,24.44,206.65,7.250000,24.44,41.33,71.51,32.61,101.310000,6.850000,5.990000,12.51,83.400000,87.240000,261.720000,11.330000,11.610000,39.33,18.890000,115.730000,31.17,11.330000,12.5,272.020000,16.37,3.710000,0.000000,43.19,31.16,78.67,31.17,37.51,18.890000

63,15:30-15:45,25.21,194.41,7.250000,25.21,38.88,67.47,28.72,101.310000,6.850000,5.990000,12.51,76.970000,87.240000,261.720000,11.300000,11.580000,33.33,18.890000,115.730000,31.17,11.300000,12.52,272.020000,16.91,3.710000,0.000000,43.4,31.16,66.67,31.17,37.56,18.890000

64,15:45-16:00,25.54,181.08,7.250000,25.54,36.22,62.25,27.01,101.310000,6.850000,5.990000,12.87,70.430000,87.240000,261.720000,11.040000,11.320000,31,18.890000,115.730000,31.17,11.040000,12.88,272.020000,10.24,3.710000,0.000000,43.27,31.16,62,31.17,38.63,18.890000

65,16:00-16:15,26.08,166.28,7.530000,26.08,33.26,56.98,25.29,101.310000,7.000000,5.990000,13.26,63.780000,87.240000,261.720000,10.230000,10.490000,28.66,18.890000,115.730000,31.17,10.230000,13.28,272.020000,10.75,3.710000,0.000000,43.32,31.16,57.34,31.17,39.83,18.890000

66,16:15-16:30,26.97,151.11,7.530000,26.97,30.22,51.67,23.59,101.310000,7.000000,5.990000,13.38,56.640000,87.240000,261.720000,9.270000,9.510000,24.66,18.890000,115.730000,31.17,9.270000,13.39,272.020000,10.88,3.710000,0.000000,43.36,31.16,49.34,31.17,40.16,18.890000

67,16:30-16:45,27.76,133.74,7.530000,27.76,26.75,45.85,21.62,101.310000,7.000000,6.540000,13.88,48.140000,87.240000,261.720000,8.100000,8.300000,22.66,16.610000,115.730000,31.17,8.100000,13.88,272.020000,11.4,3.710000,0.000000,43.4,31.16,45.34,31.17,41.65,16.610000

68,16:45-17:00,28.64,116.04,7.530000,28.64,23.21,39.59,19.44,101.310000,7.000000,6.540000,11.71,39.180000,87.240000,261.720000,7.130000,7.310000,19,16.610000,115.730000,31.17,7.130000,11.71,272.020000,11.93,3.710000,0.000000,43.28,31.16,38,31.17,35.12,16.610000

69,17:00-17:15,36.81,98.45,7.900000,36.81,19.69,33,15.79,101.310000,7.000000,6.540000,12.21,31.180000,87.240000,261.720000,6.060000,6.200000,17,18.890000,115.730000,33,6.060000,12.21,272.020000,12.48,3.710000,0.000000,43.28,33,34,24.75,36.62,18.890000

70,17:15-17:30,36.64,80.17,7.900000,36.64,16.03,26.74,13.25,101.310000,7.000000,6.540000,12.44,24.570000,87.240000,261.720000,5.000000,5.130000,15,18.890000,115.730000,33,5.000000,12.45,272.020000,13.32,3.710000,0.000000,43.41,33,30,14.85,37.34,18.890000

71,17:30-17:45,35.49,63.22,7.900000,35.49,12.64,20.36,10.74,101.310000,7.000000,5.460000,13.66,18.940000,87.240000,261.720000,4.080000,4.180000,11.33,20.250000,115.730000,32.62,4.080000,13.65,272.020000,14.21,3.710000,0.000000,43.25,21.74,22.67,8.65,40.97,20.250000

72,17:45-18:00,34.16,47.03,7.900000,34.16,9.4,14.35,8.4,101.310000,7.000000,5.460000,13.71,13.890000,87.240000,261.720000,3.220000,3.300000,7.33,20.250000,115.730000,24,3.220000,13.71,272.020000,15.22,3.710000,0.000000,43.32,12.44,14.67,2.67,41.12,20.250000

73,18:00-18:15,32.98,33.44,8.280000,32.98,6.69,9.2,6.3,101.310000,7.310000,6.860000,13.87,9.850000,87.240000,261.720000,2.430000,2.500000,5,16.610000,115.730000,0,2.430000,13.88,272.020000,16.02,3.710000,0.000000,43.32,0,10,0,41.62,16.610000

74,18:15-18:30,56.87,21.08,8.280000,56.87,4.22,5.31,4.53,101.310000,7.310000,6.860000,14.86,6.180000,87.240000,261.720000,1.810000,1.860000,4,16.610000,115.730000,0,1.810000,14.88,272.020000,16.49,3.710000,0.000000,43.32,0,8,0,44.63,16.610000

75,18:30-18:45,56.15,13.49,8.280000,56.15,2.7,2.64,3.64,101.310000,7.310000,6.860000,16.16,3.140000,87.240000,261.720000,1.250000,1.280000,2.67,16.610000,115.730000,0,1.250000,16.16,272.020000,15.77,3.710000,0.000000,43.36,0,5.33,0,48.49,16.610000

76,18:45-19:00,53.83,7.59,8.280000,53.83,1.52,0.83,2.45,101.310000,7.310000,6.860000,16.29,1.320000,87.240000,261.720000,0.000000,0.000000,1.67,9.670000,115.730000,0,0.000000,16.28,272.020000,15.77,3.710000,0.000000,43.27,0,3.33,0,48.85,9.670000

77,19:00-19:15,71.18,3.38,8.100000,71.18,0.67,0.03,1.31,101.310000,7.690000,7.240000,35.03,0.310000,87.240000,261.720000,0.000000,0.000000,0.67,9.670000,115.730000,0,0.000000,35.03,272.020000,15.53,3.710000,0.000000,43.28,0,1.33,0,105.08,9.670000

78,19:15-19:30,70.16,0.84,8.100000,70.16,0.17,0,0.18,101.310000,7.690000,7.240000,34.9,0.000000,87.240000,261.720000,0.000000,0.000000,0,9.670000,115.730000,0,0.000000,34.88,272.020000,33.41,3.710000,0.000000,43.33,0,0,0,104.65,9.670000

79,19:30-19:45,68.04,0,8.100000,68.04,0,0,0,101.310000,7.690000,7.240000,34.69,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,34.7,272.020000,32.76,3.710000,0.000000,43.37,0,0,0,104.1,14.510000

80,19:45-20:00,66.13,0,8.100000,66.13,0,0,0,101.310000,7.690000,7.240000,34.49,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,34.48,272.020000,32.64,3.710000,0.000000,31.14,0,0,0,103.45,14.510000

81,20:00-20:15,61.33,0,7.900000,61.33,0,0,0,101.310000,7.690000,7.240000,34.22,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,34.23,272.020000,31.9,3.710000,0.000000,31.6,0,0,0,102.68,14.510000

82,20:15-20:30,57.29,0,7.900000,57.29,0,0,0,101.310000,7.690000,7.240000,34.07,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,34.06,272.020000,31.63,3.710000,0.000000,32.33,0,0,0,102.19,14.510000

83,20:30-20:45,52.76,0,8.930000,52.76,0,0,0,101.310000,7.690000,7.240000,33.6,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,33.6,272.020000,31.09,3.710000,0.000000,32.8,0,0,0,100.79,14.510000

84,20:45-21:00,48.58,0,8.930000,48.58,0,0,0,101.310000,7.690000,7.240000,33.04,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,33.02,272.020000,30.56,3.710000,0.000000,16.08,0,0,0,99.07,14.510000

85,21:00-21:15,60.21,0,8.650000,60.21,0,0,0,101.310000,7.690000,7.010000,32.42,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,32.4,272.020000,29.91,3.710000,0.000000,16.98,0,0,0,97.21,14.510000

86,21:15-21:30,59.64,0,8.650000,59.64,0,0,0,101.310000,7.690000,7.010000,31.69,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,31.7,272.020000,29.38,3.710000,0.000000,17.94,0,0,0,95.09,14.510000

87,21:30-21:45,58.28,0,8.650000,58.28,0,0,0,101.310000,7.690000,7.010000,30.92,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,30.92,272.020000,31.09,3.710000,0.000000,18.33,0,0,0,92.77,14.510000

88,21:45-22:00,55.63,0,8.650000,55.63,0,0,0,101.310000,7.690000,7.010000,30.08,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,30.08,272.020000,29.86,3.710000,0.000000,19.2,0,0,0,90.25,14.510000

89,22:00-22:15,52.96,0,8.510000,52.96,0,0,0,101.310000,7.470000,7.240000,29.22,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,29.21,272.020000,28.65,3.710000,0.000000,20.42,0,0,0,87.64,14.510000

90,22:15-22:30,66.87,0,8.510000,66.87,0,0,0,101.310000,7.470000,7.240000,32.61,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,32.6,272.020000,27.2,3.710000,0.000000,21.36,0,0,0,97.81,14.510000

91,22:30-22:45,66.31,0,8.510000,66.31,0,0,0,101.310000,7.470000,7.240000,32.19,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,32.2,272.020000,29.43,3.740000,0.000000,15.53,0,0,0,96.59,14.510000

