Block,Time,L_NR_2022_08,LT-35,LT-31,L_NR_2021_12,L_NR_2021_16,L_NR_2020_02,L_NR_2012_07,L_NR_2019_06,L_NR_2019_07,L_NR_2021_13,L_NR_2020_07,LT-59,L_NR_2018_61,L_NR_2012_02,L_NR_2022_09,L_NR_2021_14,L_NR_2012_01,L_NR_2020_05,L_NR_2019_19,L_NR_2021_15,L_NR_2023_04,LT-36,L_NR_2019_05,L_NR_2012_04,LT-05,L_NR_2022_10,L_NR_2021_17,L_NR_2020_06,L_NR_2019_11,SH-06,SH-07
12,02:45-03:00,15.34,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,22.86,10.320000,21.19,261.020000,50.66,0,101.040000,68.56,0,0,28.940000,0.000000,0,271.290000,85.140000,50.66,0,22.85,7.370000,0.000000,0.000000

13,03:00-03:15,14.93,0.000000,0.000000,0,0,0.000000,55.950000,0,0,0,22.29,10.320000,21.62,200.990000,50.88,0,101.040000,66.85,0,0,28.940000,0.000000,0,271.290000,85.140000,50.88,0,22.28,7.370000,0.000000,0.000000

14,03:15-03:30,15.38,0.000000,0.000000,0,0,0.000000,55.950000,0,0,0,22.6,10.320000,21.94,200.990000,50.45,0,101.040000,67.8,0,0,28.940000,0.000000,0,271.290000,85.140000,50.45,0,22.6,7.370000,0.000000,0.000000

15,03:30-03:45,13.79,0.000000,0.000000,0,0,0.000000,55.950000,0,0,0,18.65,10.320000,23.36,200.990000,50,0,101.040000,55.97,0,0,28.940000,0.000000,0,271.290000,85.140000,50,0,18.66,7.370000,0.000000,0.000000

16,03:45-04:00,13.12,0.000000,0.000000,0,0,0.000000,55.950000,0,0,0,18.34,10.320000,24.54,200.990000,49.89,0,101.040000,54.97,0,0,28.940000,0.000000,0,271.290000,85.140000,49.89,0,18.32,7.370000,0.000000,0.000000

17,04:00-04:15,13.22,0.000000,0.000000,0,0,0.000000,55.950000,0,0,0,18.19,10.320000,24.06,200.990000,50.12,0,101.040000,54.55,0,0,28.940000,0.000000,0,271.290000,85.140000,50.12,0,18.18,7.220000,0.000000,0.000000

18,04:15-04:30,12.68,0.000000,0.000000,0,0,0.000000,55.950000,0,0,0,18.03,10.320000,21.97,200.990000,59.59,0,101.040000,54.04,0,0,28.940000,0.000000,0,271.290000,85.140000,59.59,0,18.01,7.220000,0.000000,0.000000

19,04:30-04:45,12.51,0.000000,0.000000,0,0,0.000000,55.950000,0,0,0,17.85,10.320000,16.26,200.990000,58.78,0,101.040000,53.54,0,0,28.940000,0.000000,0,271.290000,85.140000,58.78,0,17.85,7.220000,0.000000,0.000000

20,04:45-05:00,12.53,0.000000,0.000000,0,0,0.000000,55.950000,0,0,0,17.66,10.320000,15.65,200.990000,58.52,0,101.040000,53.03,0,0,28.940000,0.000000,0,271.290000,85.140000,58.52,0,17.68,7.220000,0.000000,0.000000

21,05:00-05:15,12.94,0.000000,0.000000,0,0,0.000000,55.950000,0,0,0,17.63,10.320000,14.96,200.990000,58,0,101.040000,52.88,0,0,28.940000,0.000000,0,271.290000,85.140000,58,0,17.62,7.220000,0.000000,0.000000

22,05:15-05:30,13.39,0.000000,0.000000,0,0,0.000000,55.950000,0,0,0,17.57,10.320000,14.94,200.990000,57.15,0,101.040000,52.76,0,0,28.940000,0.000000,0,271.290000,85.140000,57.15,0,17.59,7.220000,0.000000,0.000000

23,05:30-05:45,13.35,0.000000,0.000000,0,0,0.000000,55.950000,0,0,0,17.55,10.320000,14.65,200.990000,56.34,0.03,101.040000,52.63,0,0,31.830000,0.000000,0,271.290000,85.140000,56.34,0,17.54,7.220000,0.000000,0.000000

24,05:45-06:00,12.23,0.000000,0.000000,0.07,0.67,0.000000,55.950000,0,0,0.01,17.22,10.320000,13.11,200.990000,55.12,0.1,101.040000,51.64,0.839016,0,31.830000,0.000000,0,271.290000,115.790000,55.12,0.33,17.21,7.220000,0.000000,0.000000

25,06:00-06:15,11.43,0.000000,0.000000,1.24,4.67,0.000000,73.970000,25.79,1.17,0.25,17.04,10.320000,11.88,261.020000,40.05,1.27,101.040000,51.1,2.263392,0.46,31.830000,0.000000,4.45,271.290000,115.790000,40.05,2.33,17.03,6.980000,0.000000,0.000000

26,06:15-06:30,11.63,0.450000,0.450000,5.86,9.33,0.000000,73.970000,33,1.8,1.17,16.15,10.320000,11.5,261.020000,40.89,3,101.040000,48.42,4.838976,1.33,31.830000,0.460000,7.37,271.290000,115.790000,40.89,4.67,16.14,6.980000,0.000000,0.000000

27,06:30-06:45,11.65,0.890000,0.890000,11.93,12.67,0.000000,73.970000,33,5.09,2.39,18.04,10.320000,11.81,261.020000,41.44,4.93,101.040000,54.12,7.941384,2.5,31.830000,0.910000,10.96,271.290000,115.790000,41.44,6.33,18.04,7.370000,0.000000,0.000000

28,06:45-07:00,11.57,1.410000,1.410000,18.57,19.33,0.000000,55.950000,33,9.33,3.71,17.88,10.320000,11.51,261.020000,41.33,7.23,101.040000,53.69,11.765736,3.98,31.830000,1.450000,16.26,271.290000,115.790000,41.33,9.67,17.9,7.370000,0.000000,0.000000

29,07:00-07:15,12.69,2.100000,2.100000,26.74,22,0.000000,55.950000,32.49,14.42,5.35,18.13,10.320000,11.28,231.860000,40.72,10.33,101.040000,54.41,16.185204,6.01,31.830000,2.160000,22.7,271.290000,94.600000,40.72,11,18.14,7.290000,0.000000,0.000000

30,07:15-07:30,11.45,2.910000,2.910000,38.09,14,0.000000,55.950000,29.52,21.71,7.62,17.15,10.320000,11.48,214.500000,39.14,14.43,101.040000,51.42,21.063204,8.48,31.830000,2.980000,29.52,271.290000,94.600000,39.14,7,17.14,7.290000,0.000000,0.000000

31,07:30-07:45,10.04,3.810000,3.810000,51.61,16,0.000000,55.950000,27.27,27.26,10.32,14.35,10.320000,13.22,189.420000,50.17,19.43,101.040000,43.04,23.95098,11.17,31.830000,3.910000,27.27,271.290000,94.600000,50.17,8,14.35,7.290000,0.000000,0.000000

32,07:45:08:00,9.75,4.920000,4.920000,66.81,20,0.000000,55.950000,27.6,27.6,13.36,12.58,10.320000,15.32,172.060000,49,24.93,101.040000,37.76,28.555812,14.05,31.830000,5.040000,27.6,271.290000,94.600000,49,10,12.59,7.290000,0.000000,0.000000

33,08:00-08:15,9.35,5.950000,5.950000,84.3,22,0.000000,55.950000,28.93,28.94,16.86,13.4,10.320000,14.28,192.310000,46.66,30.77,101.040000,40.17,33.336252,17.66,30.870000,6.100000,28.93,271.290000,94.600000,46.66,11,13.39,7.290000,0.000000,0.000000

34,08:15-08:30,9.22,7.030000,7.030000,101.58,26,0.000000,40.980000,28.93,28.94,20.31,13.18,10.320000,14.69,186.820000,44.47,36.7,101.040000,39.49,38.24352,20.89,30.870000,7.200000,28.93,271.290000,77.590000,44.47,13,13.16,7.290000,0.000000,0.000000

35,08:30-08:45,9.65,8.080000,8.080000,118.69,29.33,0.000000,40.980000,28.93,28.94,23.74,13.22,10.320000,15.17,207.750000,40.16,42.47,101.040000,39.68,44.175168,23.93,30.870000,8.280000,28.93,271.290000,70.380000,40.16,14.67,13.23,7.290000,0.000000,0.000000

36,08:45:09:00,10.91,8.880000,8.880000,134.26,34.67,0.000000,40.980000,28.93,28.94,26.85,14.02,10.320000,15.74,214.500000,38.67,48.33,101.040000,42.08,50.301936,26.88,30.870000,9.100000,28.93,271.290000,70.380000,38.67,17.33,14.03,7.290000,0.000000,0.000000

37,09:00:09:15,11.61,9.490000,9.490000,153.22,38,0.000000,47.200000,28.93,28.94,30.64,14.93,10.320000,17.85,217.390000,38.49,53.87,101.040000,44.79,58.575024,29.56,31.830000,9.730000,28.93,271.290000,94.600000,38.49,19,14.93,7.220000,0.000000,0.000000

38,09:15-09:30,11.93,9.980000,9.980000,170.43,40.67,0.000000,47.200000,29.26,28.94,34.08,16.2,10.320000,12.91,230.900000,39.33,59.2,101.040000,48.62,64.896912,31.97,28.940000,10.230000,28.93,271.290000,94.600000,39.33,20.33,16.21,7.220000,0.000000,0.000000

39,09:30-09:45,16.89,10.300000,10.300000,185.14,38.34,0.000000,47.200000,29.26,29.27,37.03,17.06,10.320000,13.06,228.970000,39.04,64.2,101.040000,51.19,69.07248,36.73,30.870000,10.560000,29.27,271.290000,70.380000,39.04,19.16,17.06,7.220000,0.000000,0.000000

40,09:45-10:00,16.67,10.490000,10.490000,198.79,43.67,0.000000,47.200000,29.26,29.27,39.76,17.53,10.320000,13.01,242.470000,40.12,68.57,101.040000,52.54,72.87732,39.04,30.870000,10.740000,29.27,271.290000,70.380000,40.12,21.83,17.51,7.220000,0.000000,0.000000

41,10:00-10:15,16.3,10.690000,10.690000,211.37,48.34,0.000000,47.200000,29.26,29.27,42.27,17.84,10.320000,13.38,261.020000,39.46,72.77,101.040000,53.49,74.906568,41.02,30.870000,10.950000,29.27,271.290000,70.380000,39.46,24.16,17.83,7.220000,0.000000,0.000000

42,10:15-10:30,15.91,10.820000,10.820000,221.87,52.34,0.000000,47.200000,29.26,29.27,44.37,17.82,10.320000,13.52,261.020000,41.35,76.83,101.040000,53.44,75.013884,42.48,30.870000,11.090000,29.27,271.290000,94.600000,41.35,26.16,17.81,7.220000,0.000000,0.000000

43,10:30-10:45,15.8,10.820000,10.820000,232.27,58.34,0.000000,47.200000,29.26,29.27,46.45,18.31,10.320000,13.91,261.020000,42.64,77.87,101.040000,54.95,69.7554,43.44,30.870000,11.090000,29.27,271.290000,115.790000,42.64,29.16,18.32,7.220000,0.000000,0.000000

44,10:45-11:00,15.68,10.820000,10.820000,240.41,18,0.000000,47.200000,29.26,29.27,48.08,18.26,10.320000,14.05,261.020000,52.42,83.6,101.040000,54.78,71.238312,44.21,30.870000,11.090000,29.27,271.290000,115.790000,52.42,9.5,18.26,7.220000,0.000000,0.000000

45,11:00-11:15,18.9,10.820000,10.820000,247.62,30,0.000000,65.210000,29.6,29.6,49.52,20.06,10.320000,17.8,261.020000,52.61,83.8,101.040000,60.16,72.311472,47.48,30.870000,11.090000,29.6,271.290000,115.790000,52.61,15.5,20.05,7.220000,0.000000,0.000000

46,11:15-11:30,18.78,10.820000,10.820000,248.33,48.34,0.000000,65.210000,29.6,29.6,49.67,19.94,10.320000,18.94,261.020000,52.59,86.7,101.040000,59.83,72.97488,48.4,30.870000,11.090000,29.6,271.290000,115.790000,52.59,24.16,19.94,7.220000,0.000000,0.000000

47,11:30-11:45,18.69,10.820000,10.820000,248.33,65,0.000000,65.210000,29.6,29.6,49.67,20.06,10.320000,19.53,261.020000,53.62,87.03,101.040000,60.16,73.472436,49.04,30.870000,11.090000,29.6,271.290000,115.790000,53.62,32.5,20.05,7.220000,0.000000,0.000000

48,11:45-12:00,18.59,10.820000,10.820000,248.33,68.34,0.000000,65.210000,29.6,29.6,49.67,20.39,10.320000,20.21,261.020000,54.39,87.2,101.040000,61.15,73.628532,49.29,30.870000,11.090000,29.6,271.290000,115.790000,54.39,34.16,20.38,7.220000,0.000000,0.000000

49,12:00-12:15,18.9,10.820000,10.820000,248.33,70.34,0.000000,65.210000,29.6,29.6,49.67,20.38,10.320000,20.19,261.020000,55.45,87.53,101.040000,61.17,74.594376,49.02,30.870000,11.090000,29.6,271.290000,115.790000,55.45,35.16,20.39,7.220000,0.000000,0.000000

50,12:15-12:30,19.02,10.820000,10.820000,248.33,70.34,0.000000,65.210000,29.6,29.6,49.67,22.11,10.320000,20.17,261.020000,55.88,87.63,101.040000,66.31,72.97488,48.57,30.870000,11.090000,29.6,271.290000,115.790000,55.88,35.16,22.1,7.220000,0.000000,0.000000

51,12:30-12:45,19.47,10.820000,10.820000,248.33,70.34,0.000000,65.210000,29.6,29.6,49.67,22.3,10.320000,17.14,261.020000,59.87,91,101.040000,66.92,69.345648,49.6,31.830000,11.090000,29.6,271.290000,115.790000,59.87,35.16,22.31,7.220000,0.000000,0.000000

52,12:45-13:00,19.47,10.820000,10.820000,248.33,70.34,0.000000,65.210000,29.6,29.6,49.67,22.47,10.320000,17.52,261.020000,60.42,91,101.040000,67.43,65.404224,49.85,31.830000,11.090000,29.6,271.290000,115.790000,60.42,35.16,22.48,7.220000,0.000000,0.000000

53,13:00-13:15,19.69,10.820000,10.820000,248.33,70.34,0.000000,64.860000,29.6,29.27,49.67,22.76,10.320000,17.9,261.020000,61.22,91,101.040000,68.29,62.106696,49.85,30.870000,11.090000,29.27,271.290000,115.790000,61.22,35.16,22.76,7.510000,0.000000,0.000000

54,13:15-13:30,20.02,10.820000,10.820000,248.33,70.34,0.000000,64.860000,29.26,29.27,49.67,22.51,10.320000,18.94,261.020000,62.42,91,101.040000,67.53,59.540868,49.33,31.830000,11.090000,29.27,271.290000,115.790000,62.42,35.16,22.51,7.510000,0.000000,0.000000

55,13:30-13:45,20.37,10.820000,10.820000,248.33,75,0.000000,64.860000,29.26,29.27,49.67,22.87,10.320000,19.59,261.020000,63.94,91,101.040000,68.63,69.140772,47.14,30.870000,11.090000,29.27,271.290000,115.790000,63.94,37.5,22.88,7.510000,0.000000,0.000000

56,13:45-14:00,20.95,10.820000,10.820000,248.33,76.34,0.000000,64.860000,29.26,29.27,49.67,23.13,10.320000,15.2,261.020000,66.09,91,101.040000,69.42,67.99932,44.73,31.830000,11.090000,29.27,271.290000,115.790000,66.09,38.16,23.14,7.510000,0.000000,0.000000

57,14:00-14:15,20.11,10.820000,10.820000,248.33,77,0.000000,64.860000,29.26,29.27,49.67,22.68,10.320000,16.78,261.020000,59.1,91,101.040000,68.02,66.604212,45.93,31.830000,11.090000,29.27,271.290000,115.790000,59.1,38.5,22.67,7.820000,0.000000,0.000000

58,14:15-14:30,20.09,10.820000,10.820000,248.33,77.67,0.000000,64.860000,29.26,29.27,49.67,23.17,10.320000,17.61,261.020000,59.77,88.33,101.040000,69.46,64.935936,46.54,31.830000,11.090000,29.27,271.290000,115.790000,59.77,38.83,23.15,7.820000,0.000000,0.000000

59,14:30-14:45,21.04,10.820000,10.820000,243.58,78.34,0.000000,64.860000,29.26,29.27,48.72,24.44,10.320000,17.72,261.020000,60.64,81,101.040000,73.35,63.004248,43.85,31.830000,11.090000,29.27,271.290000,115.790000,60.64,39.16,24.45,7.820000,0.000000,0.000000

60,14:45-15:00,22.17,10.820000,10.820000,240.29,75,0.000000,64.860000,29.26,29.27,48.06,25.47,10.320000,18.43,261.020000,61.22,77.8,101.040000,76.42,60.740856,40.69,30.870000,11.090000,29.27,271.290000,115.790000,61.22,37.5,25.47,7.820000,0.000000,0.000000

61,15:00-15:15,18.77,10.820000,10.820000,227.3,68.67,0.000000,64.860000,29.26,29.27,45.46,21.71,10.320000,20.17,261.020000,62.95,74.33,101.040000,65.15,59.238432,36.99,30.870000,11.090000,29.27,271.290000,115.790000,62.95,34.33,21.72,8.050000,0.000000,0.000000

62,15:15-15:30,18.91,10.700000,10.700000,215.96,65.34,0.000000,64.860000,29.26,29.27,43.19,22.08,10.320000,21.91,261.020000,56.21,70.57,101.040000,66.29,56.038464,33.08,30.870000,10.960000,29.27,271.290000,115.790000,56.21,32.66,22.1,8.050000,0.000000,0.000000

63,15:30-15:45,19.26,10.540000,10.540000,203.4,62.67,0.000000,64.860000,29.26,29.27,40.68,22.5,10.320000,31.14,261.020000,57.21,66.57,101.040000,67.5,52.09704,34.18,30.870000,10.800000,29.27,271.290000,115.790000,57.21,31.33,22.5,8.050000,0.000000,0.000000

64,15:45-16:00,19.62,10.290000,10.290000,190.74,60,0.000000,64.860000,29.26,29.27,38.15,22.92,10.320000,32.08,261.020000,57.88,62.27,101.040000,68.74,47.95074,33.66,30.870000,10.540000,29.27,271.290000,115.790000,57.88,30,22.91,8.050000,0.000000,0.000000

65,16:00-16:15,20.04,9.800000,9.800000,175.18,60,0.000000,64.860000,29.26,29.27,35.04,23.21,10.320000,33.08,261.020000,58.54,57.1,101.040000,69.65,43.784928,32.49,30.870000,10.040000,29.27,271.290000,115.790000,58.54,30,23.22,7.820000,0.000000,0.000000

66,16:15-16:30,20.47,9.280000,9.280000,161.38,57.34,0.000000,64.860000,33,19.94,32.28,23.57,10.320000,34.46,261.020000,59.22,52.3,101.040000,70.69,39.580092,30.6,30.870000,9.520000,33,271.290000,115.790000,59.22,28.66,23.56,7.820000,0.000000,0.000000

67,16:30-16:45,20.95,8.670000,8.670000,147.07,51.34,0.000000,73.970000,32.79,7.23,29.41,23.93,10.320000,36.54,261.020000,59.88,47,101.040000,71.81,39.960576,26.05,29.900000,8.880000,32.8,271.290000,115.790000,59.88,25.66,23.94,7.820000,0.000000,0.000000

68,16:45-17:00,21.37,7.780000,7.780000,130.23,49.34,0.000000,73.970000,33,2.07,26.05,25.06,10.320000,39.15,261.020000,60.88,41.07,101.040000,75.16,33.70698,21.58,29.900000,7.970000,33,271.290000,115.790000,60.88,24.66,25.05,7.820000,0.000000,0.000000

69,17:00-17:15,23.44,6.880000,6.880000,111.02,47.34,0.000000,73.970000,33,0.71,22.2,25.22,10.320000,39.33,261.020000,57.13,35.2,101.040000,75.61,27.833868,19.75,29.900000,7.050000,33,271.290000,115.790000,57.13,23.66,25.2,7.980000,0.000000,0.000000

70,17:15-17:30,23.16,5.480000,5.480000,95.33,44.67,0.000000,73.970000,32.97,0,19.07,25.11,10.320000,39.53,261.020000,57.46,29.77,101.040000,75.31,22.380264,15.53,29.900000,5.620000,33,271.290000,115.790000,57.46,22.33,25.1,7.980000,0.000000,0.000000

71,17:30-17:45,23.49,4.250000,4.250000,78.04,36,0.000000,73.970000,17.91,0,15.61,25.36,10.320000,40.15,261.020000,57.41,24.27,101.040000,76.07,18.263232,13.34,30.870000,4.360000,33,271.290000,115.790000,57.41,18,25.36,7.980000,0.000000,0.000000

72,17:45-18:00,23.75,3.300000,3.300000,60.01,33.34,0.000000,73.970000,17.24,0,12,25.48,10.320000,40.89,261.020000,57.92,19.17,101.040000,76.44,14.302296,10.86,29.900000,3.380000,32.05,271.290000,115.790000,57.92,16.66,25.48,7.980000,0.000000,0.000000

73,18:00-18:15,29.44,2.520000,2.520000,47.13,26.67,0.000000,73.970000,0,0,9.43,31.17,10.320000,41.33,261.020000,63.53,14.43,101.040000,93.5,9.756,8.52,29.900000,2.580000,0,271.290000,115.790000,63.53,13.33,31.17,8.130000,0.000000,0.000000

74,18:15-18:30,29.61,1.830000,1.830000,37.13,20,0.000000,73.970000,0,0,7.43,30.88,10.320000,41.53,261.020000,63.01,10.47,101.040000,92.67,6.68286,6.37,28.940000,1.880000,0,271.290000,115.790000,63.01,10,30.89,8.130000,0.000000,0.000000

75,18:30-18:45,29.52,0.880000,0.880000,26.62,16,0.000000,73.970000,0,0,5.32,30.58,10.320000,41.81,261.020000,62.61,6.4,101.040000,91.69,3.326796,4.28,29.900000,0.900000,0,271.290000,115.790000,62.61,8,30.56,8.130000,0.000000,0.000000

76,18:45-19:00,29.12,0.560000,0.560000,17.05,10.67,0.000000,73.970000,0,0,3.41,30.37,10.320000,42.21,261.020000,62.3,0.33,101.040000,91.11,0.897552,2.56,29.900000,0.570000,0,271.290000,115.790000,62.3,5.33,30.37,8.130000,0.000000,0.000000

77,19:00-19:15,28.95,0.300000,0.300000,10.26,5.33,0.000000,73.970000,0,0,2.05,30.1,10.320000,42.12,261.020000,62.14,0.03,101.040000,90.32,0,1.32,29.900000,0.310000,0,271.290000,115.790000,62.14,2.67,30.11,8.130000,0.000000,0.000000

78,19:15-19:30,28.93,0.030000,0.030000,4.78,2.67,0.000000,73.970000,0,0,0.95,30,10.320000,42.2,261.020000,60.59,0,101.040000,89.98,0,0.37,29.900000,0.030000,0,271.290000,115.790000,60.59,1.33,29.99,8.130000,0.000000,0.000000

79,19:30-19:45,28.35,0.000000,0.000000,0.67,0.67,0.000000,73.970000,0,0,0.13,29.68,10.320000,42.06,261.020000,60.55,0,101.040000,89.06,0,0,30.870000,0.000000,0,271.290000,115.790000,60.55,0.33,29.69,8.130000,0.000000,0.000000

80,19:45-20:00,27.69,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,29.34,10.320000,41.74,261.020000,60.69,0,101.040000,88.02,0,0,30.870000,0.000000,0,271.290000,115.790000,60.69,0,29.34,8.130000,0.000000,0.000000

81,20:00-20:15,27.58,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,30.05,10.320000,41.82,261.020000,60.63,0,101.040000,90.18,0,0,30.870000,0.000000,0,271.290000,115.790000,60.63,0,30.06,8.130000,0.000000,0.000000

82,20:15-20:30,27.87,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,30.24,10.320000,41.5,261.020000,61.75,0,101.040000,90.74,0,0,30.870000,0.000000,0,271.290000,115.790000,61.75,0,30.25,8.130000,0.000000,0.000000

83,20:30-20:45,27.51,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,29.88,10.320000,41.41,261.020000,62.1,0,101.040000,89.67,0,0,31.830000,0.000000,0,271.290000,115.790000,62.1,0,29.89,8.130000,0.000000,0.000000

84,20:45-21:00,27.24,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,29.62,10.320000,41.6,261.020000,62.37,0,101.040000,88.88,0,0,31.830000,0.000000,0,271.290000,115.790000,62.37,0,29.63,8.130000,0.000000,0.000000

85,21:00-21:15,27.18,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,28.99,10.320000,34.08,261.020000,61.98,0,101.040000,86.97,0,0,31.830000,0.000000,0,271.290000,115.790000,61.98,0,28.99,7.980000,0.000000,0.000000

86,21:15-21:30,26.17,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,26.45,10.320000,33.74,261.020000,55.23,0,101.040000,79.32,0,0,30.870000,0.000000,0,271.290000,115.790000,55.23,0,26.44,7.980000,0.000000,0.000000

87,21:30-21:45,26.05,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,26.05,10.320000,32.67,261.020000,54.57,0,101.040000,78.18,0,0,30.870000,0.000000,0,271.290000,115.790000,54.57,0,26.06,7.980000,0.000000,0.000000

88,21:45-22:00,25.77,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,25.79,10.320000,32.07,261.020000,53.89,0,101.040000,77.39,0,0,30.870000,0.000000,0,271.290000,115.790000,53.89,0,25.8,7.980000,0.000000,0.000000

89,22:00-22:15,25.26,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,25.88,10.320000,20.28,261.020000,53.83,0,101.040000,77.64,0,0,29.900000,0.000000,0,271.290000,115.790000,53.83,0,25.88,7.900000,0.000000,0.000000

90,22:15-22:30,23.8,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,26.68,10.320000,20.93,261.020000,53.47,0,101.040000,80.02,0,0,29.900000,0.000000,0,271.290000,115.790000,53.47,0,26.67,7.900000,0.000000,0.000000

91,22:30-22:45,24.22,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,27,10.320000,21.05,261.020000,56.99,0,101.040000,80.97,0,0,29.900000,0.000000,0,271.290000,115.790000,56.99,0,26.99,7.900000,0.000000,0.000000

92,22:45-23:00,24.46,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,27.44,10.320000,21.17,261.020000,56.1,0,101.040000,82.29,0,0,29.900000,0.000000,0,271.290000,115.790000,56.1,0,27.43,7.900000,0.000000,0.000000

93,23:00-23:15,24.48,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,27.88,10.320000,21.29,261.020000,56.18,0,101.040000,83.66,0,0,30.870000,0.000000,0,271.290000,115.790000,56.18,0,27.89,7.750000,0.000000,0.000000

94,23:15-23:30,24.55,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,28.56,10.320000,21.41,261.020000,57.79,0,101.040000,85.66,0,0,30.870000,0.000000,0,271.290000,115.790000,57.79,0,28.55,7.750000,0.000000,0.000000

95,23:30-23:45,24.75,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,28.93,10.320000,21.53,261.020000,58.62,0,101.040000,86.81,0,0,30.870000,0.000000,0,271.290000,115.790000,58.62,0,28.94,7.750000,0.000000,0.000000

96,23:45-24:00,25.21,0.000000,0.000000,0,0,0.000000,73.970000,0,0,0,29.27,10.320000,21.65,261.020000,59.08,0,101.040000,87.81,0,0,30.870000,0.000000,0,271.290000,115.790000,59.08,0,29.27,7.750000,0.000000,0.000000

