Block,Time,JHAJJAR,KHSTPP-II,KISHANGANGA,NJPC,RSTPSU7,SASAN,SEWA2,SIMHST1,URI2,FSTPP I & II,KOTESHWR,MAPS,NTPL,RAMPUR,RIHAND2,TANAKPUR,TelanganaSTPP,AURY_CRF,DADRI_LF,BRBCL,DADRT2,DULHASTI,KOLDAM,KUDGI,PARBATI3,UNCHAHAR2,UNCHAHAR4,VALLURNTECL,DADRI_CRF,DADRI_RF,CHAMERA1,KHSTPP-I,KKNPPU2,NLCEXP,ANTA_LF,DADRI_GF,NAPP,RSTPSU1TO6,SALAL,SIMHST2,TALA,TALST2,CHAMERA2,CHAMERA3,KGSU1AND2,RAPPC,SINGRAULI,TANDA2,UNCHAHAR1,UNCHAHAR3,URI,ANTA_GF,ANTA_RF,AURY_LF,AURY_RF,KGSU3AND4,KKNP,NLCIIST2,NLCTS2EXP,NNTPP,RIHAND3,ANTA_CRF,AURY_GF,BSIUL,DHAULIGNGA,NLCIIST1,RAPPB,RIHAND1,SINGRAULI_HYDRO,TEHRI
63,15:30-15:45,472.31,148.3,0,46.78,0,388.12,0,0,4.84,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,1.79,0,2,0,0,51.9,138.75,0,20.56,0,3.31,0,41.16,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

64,15:45-16:00,472.31,148.3,0,46.78,0,388.12,0,0,4.84,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,1.65,0,2,0,0,51.9,138.75,0,20.56,0,3.31,0,41.16,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

65,16:00-16:15,472.31,148.3,0,46.78,0,388.12,0,0,4.84,20.8,8.87,0,0,0,118.76,10.63,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,1.41,0,2,0,0,51.9,138.75,0,20.56,0,3.31,0,40.11,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

66,16:15-16:30,472.31,148.3,0,46.78,0,388.12,0,0,4.84,20.8,8.87,0,0,0,118.76,10.63,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,1.2,0,2,0,0,51.9,138.75,0,20.56,0,3.31,0,40.11,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

67,16:30-16:45,472.31,148.3,0,46.78,0,388.12,0,0,4.84,20.8,8.87,0,0,0,118.76,10.63,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,1.12,0,2,0,0,51.9,138.75,0,20.56,0,29.81,0,40.11,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

68,16:45-17:00,472.31,148.3,0,46.78,0,388.12,0,0,4.84,20.8,8.87,0,0,0,118.76,10.63,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,0.82,0,2,0,0,51.9,138.75,0,20.56,0,29.81,0,40.11,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

69,17:00-17:15,472.31,148.3,0,46.78,0,388.12,0,0,4.84,20.8,8.87,0,0,0,118.76,10.63,0,0,21.92,13.73,341.57,49.43,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,0.56,0,2,0,0,51.9,138.75,0,20.56,0,5.52,0,40.11,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,14.93

70,17:15-17:30,472.31,148.3,0,46.78,0,388.12,0,0,4.84,20.8,8.87,0,0,0,118.76,10.63,0,0,21.92,13.73,341.57,49.43,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,0.33,0,2,0,0,51.9,138.75,0,20.56,0,3.31,0,40.11,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,14.93

71,17:30-17:45,472.31,148.3,0,70.17,0,388.12,0,0,4.84,20.8,8.87,0,0,0,118.76,10.63,0,0,21.92,13.73,341.57,49.43,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,0.82,0,2,0,0,51.9,138.75,0,20.56,0,3.31,0,40.11,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,29.87

72,17:45-18:00,472.31,148.3,0,93.56,0,388.12,0,0,4.84,20.8,8.87,0,0,0,118.76,10.63,0,0,21.92,13.73,341.57,49.43,0,0,0,42.4,0,0,0,65.76,14.05,44.92,0,0,0,0,41.65,0,12.78,0,0.61,0,11.33,9.68,0,51.9,138.75,0,20.56,0,3.31,0,40.11,0,68.96,0,0,0,0,0,124.32,0,0,1.1,18.23,0,0,66,0,46.69

73,18:00-18:15,472.31,148.3,0,116.95,0,388.12,2.67,0,4.84,20.8,8.87,0,0,0,118.76,10.63,0,0,21.92,13.73,341.57,49.43,0,0,3.82,42.4,0,0,0,65.76,28.1,44.92,0,0,0,0,41.65,0,12.78,0,0.56,0,12,19.36,0,51.9,138.75,0,20.56,0,3.31,0,40.63,0,69.29,0,0,0,0,0,124.32,0,0,3.3,27.48,0,0,66,0,46.69

74,18:15-18:30,472.31,148.3,0,140.34,0,388.12,7.19,0,4.84,20.8,19.72,0,0,0,118.76,13.06,0,0,21.92,13.73,341.57,49.43,0,0,33.1,42.4,0,0,0,65.76,42.15,44.92,0,0,0,0,41.65,0,12.78,0,0.65,0,40.79,30.56,0,51.9,138.75,0,20.56,0,3.31,0,40.63,0,69.29,0,0,0,0,0,124.32,0,0,19.56,37.65,0,0,66,0,62.24

75,18:30-18:45,472.31,148.3,0,140.34,0,388.12,15.81,0,4.84,20.8,19.72,0,0,0,118.76,13.06,0,0,21.92,13.73,341.57,49.43,0,0,49.01,42.4,0,0,0,65.76,42.15,44.92,0,0,0,0,41.65,0,2.33,0,0.88,0,40.79,30.56,0,51.9,138.75,0,20.56,0,5.52,0,40.63,0,69.29,0,0,0,0,0,124.32,0,0,19.56,37.65,0,0,66,0,62.24

76,18:45-19:00,472.31,148.3,0,140.34,0,388.12,15.81,0,4.84,20.8,19.72,0,0,0,118.76,12.56,0,0,21.92,13.73,341.57,49.43,0,0,49.01,42.4,0,0,0,65.76,42.15,44.92,0,0,0,0,41.65,0,2.33,0,1.14,0,40.79,30.56,0,51.9,138.75,0,20.56,0,5.52,0,40.95,0,69.29,0,0,0,0,0,124.32,0,0,19.56,37.65,0,0,66,0,62.24

77,19:00-19:15,472.31,148.3,0,140.34,0,388.12,15.81,0,4.84,20.8,19.72,0,0,0,118.76,12.56,0,0,21.92,14.06,341.57,49.43,0,0,49.01,42.4,0,0,0,65.76,42.15,45.53,0,0,0,0,41.65,0,2.33,0,1.2,0,40.79,30.56,0,51.9,138.75,0,20.56,0,5.52,0,41.16,0,69.29,0,0,0,0,0,124.32,0,0,19.56,37.65,0,0,66,0,62.24

78,19:15-19:30,472.31,148.3,0,140.34,0,388.12,15.81,0,4.84,20.8,19.72,0,0,0,118.76,12.56,0,0,21.92,14.06,341.57,49.43,0,0,49.01,42.4,0,0,0,65.76,42.15,45.53,0,0,0,0,41.65,0,26.14,0,1.29,0,40.79,30.56,0,51.9,138.75,0,20.56,0,44.16,0,41.16,0,69.29,0,0,0,0,0,124.32,0,0,19.56,37.65,0,0,66,0,62.24

79,19:30-19:45,472.31,148.3,0,140.34,0,388.12,15.81,0,4.84,20.8,19.72,0,0,0,118.76,12.56,0,0,21.92,14.06,341.57,49.43,0,0,49.01,42.4,0,0,0,65.76,42.15,45.53,0,0,0,0,41.65,0,79.38,0,1.39,0,40.79,30.56,0,51.9,138.75,0,20.56,0,44.16,0,41.16,0,69.29,0,0,0,0,0,124.32,0,0,19.56,37.65,0,0,66,0,62.24

80,19:45-20:00,472.31,148.3,0,140.34,0,388.12,15.81,0,4.84,20.8,19.72,0,0,0,118.76,12.56,0,0,21.92,14.06,341.57,49.43,0,0,5.09,42.4,0,0,0,65.76,42.15,45.53,0,0,0,0,41.65,0,79.38,0,1.55,0,40.79,30.56,0,51.9,138.75,0,20.56,0,44.16,0,41.16,0,69.29,0,0,0,0,0,124.32,0,0,19.56,37.65,0,0,66,0,62.24

81,20:00-20:15,472.31,148.3,0,140.34,0,367.88,12,0,4.84,20.8,19.72,0,0,0,118.76,11.78,0,0,21.92,14.06,341.57,49.43,0,0,2.55,42.4,0,0,0,65.76,42.15,45.53,0,0,0,0,41.65,0,79.38,0,1.62,0,40.79,30.56,0,51.9,138.75,0,20.56,0,6.63,0,41.16,0,69.29,0,0,0,0,0,124.32,0,0,19.56,37.65,0,0,66,0,62.24

82,20:15-20:30,472.31,148.3,0,116.95,0,360,8.84,0,4.84,20.8,9.86,0,0,0,118.76,9.99,0,0,21.92,14.06,341.57,49.43,0,0,0,42.4,0,0,0,65.76,42.15,45.53,0,0,0,0,41.65,0,26.14,0,1.62,0,26.34,19.36,0,51.9,138.75,0,20.56,0,5.52,0,41.16,0,69.29,0,0,0,0,0,124.32,0,0,6.52,27.48,0,0,66,0,62.24

83,20:30-20:45,472.31,148.3,0,93.56,0,360,8,0,4.84,20.8,8.87,0,0,0,118.76,9.99,0,0,21.92,14.06,341.57,49.43,0,0,0,42.4,0,0,0,65.76,42.15,45.53,0,0,0,0,41.65,0,12.78,0,4.65,0,11.33,9.68,0,51.9,138.75,0,20.56,0,5.52,0,41.16,0,69.29,0,0,0,0,0,124.32,0,0,6.52,18.23,0,0,66,0,62.24

84,20:45-21:00,472.31,148.3,0,70.17,0,360,8,0,4.84,20.8,8.87,0,0,0,118.76,9.99,0,0,21.92,14.06,341.57,49.43,0,0,0,42.4,0,0,0,65.76,42.15,45.53,0,0,0,0,41.65,0,12.78,0,4.8,0,11.33,9.68,0,51.9,138.75,0,20.56,0,5.52,0,41.16,0,69.29,0,0,0,0,0,124.32,0,0,6.52,18.23,0,0,66,0,62.24

85,21:00-21:15,472.31,148.3,0,70.17,0,360,8,0,5.38,20.8,8.87,0,0,0,118.76,9.99,0,0,21.92,14.06,341.57,49.43,0,0,0,42.4,0,0,0,65.76,42.15,45.53,0,0,0,0,41.65,0,12.78,0,4.8,0,11.33,9.68,0,51.9,138.75,0,20.56,0,11.04,0,41.16,0,69.29,0,0,0,0,0,124.32,0,0,1.1,18.23,0,0,66,0,62.24

86,21:15-21:30,472.31,148.3,0,46.78,0,360,8,0,5.38,20.8,8.87,0,0,0,118.76,9.99,0,0,21.92,14.06,341.57,49.43,0,0,0,42.4,0,0,0,65.76,42.15,45.53,0,0,0,0,41.65,0,12.78,0,5,0,11.33,9.68,0,51.9,138.75,0,20.56,0,29.81,0,41.16,0,69.29,0,0,0,0,0,124.32,0,0,0,18.23,0,0,66,0,62.24

87,21:30-21:45,472.31,148.3,0,46.78,0,360,8,0,5.38,20.8,8.87,0,0,0,118.76,9.99,0,0,21.92,14.06,341.57,49.43,0,0,0,42.4,0,0,0,65.76,28.1,45.53,0,0,0,0,41.65,0,26.14,0,5,0,11.33,9.68,0,51.9,138.75,0,20.56,0,29.81,0,41.16,0,69.29,0,0,0,0,0,124.32,0,0,0,18.23,0,0,66,0,62.24

88,21:45-22:00,472.31,148.3,0,46.78,0,360,8,0,5.38,20.8,8.87,0,0,0,118.76,9.99,0,0,21.92,14.06,341.57,49.43,0,0,0,42.4,0,0,0,65.76,28.1,45.53,0,0,0,0,41.65,0,26.14,0,5.15,0,11.33,9.68,0,51.9,138.75,0,20.56,0,29.81,0,41.16,0,69.29,0,0,0,0,0,124.32,0,0,0,18.23,0,0,66,0,62.24

89,22:00-22:15,472.31,148.3,0,46.78,0,360,8,0,5.38,20.8,8.87,0,0,0,118.76,9.22,0,0,21.92,14.06,341.57,32.96,0,0,0,42.4,0,0,0,65.76,12.48,45.53,0,0,0,0,41.65,0,26.14,0,2.45,0,11.33,9.68,0,51.9,138.75,0,20.56,0,11.04,0,41.68,0,69.5,0,0,0,0,0,124.32,0,0,0,18.23,0,0,66,0,60.98

90,22:15-22:30,472.31,148.3,0,46.78,0,360,8,0,5.38,20.8,8.87,0,0,0,118.76,9.22,0,0,21.92,14.06,341.57,32.96,0,0,0,42.4,0,0,0,65.76,11.85,45.53,0,0,0,0,41.65,0,26.14,0,2.45,0,11.33,9.68,0,51.9,138.75,0,20.56,0,6.63,0,41.68,0,69.5,0,0,0,0,0,124.32,0,0,0,18.23,0,0,66,0,46.69

91,22:30-22:45,472.31,148.3,0,46.78,0,360,2.67,0,5.38,20.8,8.87,0,0,0,118.76,9.22,0,0,21.92,14.06,341.57,32.96,0,0,0,42.4,0,0,0,65.76,11.85,45.53,0,0,0,0,41.65,0,26.14,0,0,0,12.66,9.68,0,51.9,138.75,0,20.56,0,6.63,0,41.68,0,69.5,0,0,0,0,0,124.32,0,0,0,18.23,0,0,66,0,46.69

92,22:45-23:00,472.31,148.3,0,46.78,0,360,0,0,5.38,20.8,8.87,0,0,0,118.76,9.22,0,0,21.92,14.06,341.57,32.96,0,0,0,42.4,0,0,0,65.76,11.85,45.53,0,0,0,0,41.65,0,26.14,0,0,0,12.66,9.68,0,51.9,138.75,0,20.56,0,6.63,0,41.68,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,46.69

93,23:00-23:15,472.31,148.3,0,46.78,0,360,0,0,5.38,20.8,8.87,0,0,0,118.76,9.22,0,0,21.92,14.06,341.57,32.96,0,0,0,42.4,0,0,0,65.76,11.85,45.53,0,0,0,0,41.65,0,26.14,0,0,0,12.66,9.68,0,51.9,138.75,0,20.84,0,3.31,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,46.69

94,23:15-23:30,472.31,148.3,0,46.78,0,360,0,0,5.38,20.8,8.87,0,0,0,118.76,9.22,0,0,21.92,14.06,341.57,32.96,0,0,0,42.4,0,0,0,65.76,11.85,45.53,0,0,0,0,41.65,0,26.14,0,0,0,12.66,9.68,0,51.9,138.75,0,20.84,0,3.31,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,46.69

95,23:30-23:45,472.31,148.3,0,46.78,0,360,0,0,4.71,20.8,8.87,0,0,0,118.76,9.22,0,0,21.92,14.06,341.57,32.96,0,0,0,42.4,0,0,0,65.76,11.85,45.53,0,0,0,0,41.65,0,26.14,0,0,0,12.66,9.68,0,51.9,138.75,0,20.84,0,3.31,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,46.69

96,23:45-24:00,472.31,148.3,0,46.78,0,360,0,0,4.71,20.8,8.87,0,0,0,118.76,9.22,0,0,21.92,14.06,341.57,32.96,0,0,0,42.4,0,0,0,65.76,11.85,45.53,0,0,0,0,41.65,0,26.14,0,0,0,12.66,9.68,0,51.9,138.75,0,20.84,0,3.31,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,46.69

