Block,Time,BSIUL,DHAULIGNGA,KKNP,NJPC,NLCTS2EXP,RIHAND3,TelanganaSTPP,AURY_RF,DADRI_RF,CHAMERA1,KHSTPP-II,SIMHST2,AURY_GF,DADRI_CRF,DADRI_LF,CHAMERA2,CHAMERA3,DULHASTI,KOLDAM,NLCIIST2,RAPPB,RIHAND2,TALST2,TEHRI,UNCHAHAR1,UNCHAHAR3,ANTA_CRF,BRBCL,FSTPP I & II,MAPS,NNTPP,NTPL,RAMPUR,UNCHAHAR4,VALLURNTECL,ANTA_LF,DADRT2,KGSU3AND4,KISHANGANGA,KOTESHWR,NAPP,UNCHAHAR2,JHAJJAR,RSTPSU7,SINGRAULI_HYDRO,URI,ANTA_GF,AURY_CRF,DADRI_GF,KGSU1AND2,NLCIIST1,PARBATI3,RAPPC,RIHAND1,RSTPSU1TO6,SIMHST1,TANDA2,AURY_LF,KHSTPP-I,KKNPPU2,KUDGI,NLCEXP,SALAL,SASAN,SEWA2,SINGRAULI,TALA,TANAKPUR,URI2,ANTA_RF
65,16:00-16:15,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,16.48,0,0,0,118.76,0,35.91,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,101.25,15.81,139.69,0,1.54,24.21,40.95

66,16:15-16:30,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,16.48,0,0,0,118.76,0,35.91,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,101.25,15.81,139.69,0,1.54,24.21,40.95

67,16:30-16:45,6.52,0,0,23.39,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,35.91,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,101.25,15.81,139.69,0,1.54,28.25,40.95

68,16:45-17:00,6.52,0,0,46.78,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,35.91,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,101.25,15.81,139.69,0,1.54,28.25,40.95

69,17:00-17:15,6.52,0,0,70.17,0,62.16,0,70.04,59.73,13.99,148.3,0,0,0,0,13.17,9.68,16.48,0,0,0,118.76,0,47.88,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,39.75,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,123.75,15.81,139.69,0,1.54,28.25,40.95

70,17:15-17:30,6.52,9.11,0,93.56,0,62.16,0,70.04,59.73,28.05,148.3,0,0,0,0,26.34,19.35,32.96,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,17.75,23.39,42.39,434.65,0,0,39.75,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,123.75,15.81,139.69,0,1.54,28.25,40.95

71,17:30-17:45,19.56,18.23,0,116.95,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,39.51,29.06,49.43,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,39.05,23.39,42.39,434.65,0,0,39.75,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,135,15.81,139.69,0,1.54,32.28,41.48

72,17:45-18:00,19.56,27.41,0,140.35,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,39.51,29.06,49.43,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,39.05,23.39,42.39,434.65,0,0,39.75,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,146.25,15.81,139.69,0,1.54,32.28,41.48

73,18:00-18:15,19.56,27.41,0,140.35,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,39.51,29.06,49.43,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,39.05,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,157.5,15.81,139.69,0,1.54,32.28,42

74,18:15-18:30,19.56,27.41,0,140.35,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,39.51,29.06,49.43,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,39.05,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,168.75,15.81,139.69,0,1.54,32.28,42

75,18:30-18:45,19.56,27.41,0,140.35,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,39.51,29.06,49.43,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,39.05,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,180,15.81,139.69,0,1.54,32.28,42

76,18:45-19:00,19.56,18.23,0,116.95,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,39.51,29.06,49.43,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,39.05,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,191.25,15.81,139.69,0,1.54,32.28,42

77,19:00-19:15,6.52,18.23,0,93.56,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,39.51,19.35,32.96,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,17.75,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,3.82,25.51,58.5,0,0,0,0,45.53,0,0,0,4.18,202.5,15.81,139.69,0,1.54,28.25,42

78,19:15-19:30,6.52,18.23,0,70.17,0,62.16,0,70.04,59.73,28.09,148.3,0,0,0,0,26.34,9.68,16.48,0,0,0,118.76,0,35.91,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,16.54,25.51,58.5,0,0,0,0,45.53,0,0,0,41.83,213.75,15.81,139.69,0,1.54,28.25,42.32

79,19:30-19:45,6.52,9.11,0,46.78,0,62.16,0,70.04,59.73,13.99,148.3,0,0,0,0,13.17,0,0,0,0,0,118.76,0,35.91,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,16.54,25.51,58.5,0,0,0,0,45.53,0,0,0,41.83,225,15.81,139.69,0,1.54,28.25,42.32

80,19:45-20:00,6.52,9.11,0,46.78,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,12.47,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,16.54,25.51,58.5,0,0,0,0,45.53,0,0,0,41.83,236.25,15.81,139.69,0,1.54,28.25,42.32

81,20:00-20:15,6.52,0,0,23.39,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,12.47,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,16.54,25.51,58.5,0,0,0,0,45.53,0,0,0,41.83,247.5,15.81,139.69,0,1.54,24.21,42.32

82,20:15-20:30,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,12.47,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,16.54,25.51,58.5,0,0,0,0,45.53,0,0,0,41.83,247.5,15.81,139.69,0,1.54,24.21,42.32

83,20:30-20:45,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,9.64,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,16.54,25.51,63,0,0,0,0,45.53,0,0,0,41.83,270,15.81,139.69,0,1.54,24.21,42.52

84,20:45-21:00,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,3.57,25.51,67.5,0,0,0,0,45.53,0,0,0,4.18,286.88,15.81,139.69,0,1.54,24.21,42.52

85,21:00-21:15,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,72,0,0,0,0,45.53,0,0,0,1.4,303.75,15.81,139.69,0,1.54,24.21,42.52

86,21:15-21:30,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,72,0,0,0,0,45.53,0,0,0,1.4,320.62,15.81,139.69,0,1.54,24.21,42.52

87,21:30-21:45,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,72,0,0,0,0,45.53,0,0,0,1.4,337.5,15.81,139.69,0,1.03,24.21,42.52

88,21:45-22:00,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,72,0,0,0,0,45.53,0,0,0,1.4,343.12,15.81,139.69,0,1.03,24.21,42.52

89,22:00-22:15,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,72,0,0,0,0,45.53,0,0,0,1.4,343.12,15.81,139.69,0,0.51,24.21,42.73

90,22:15-22:30,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,72,0,0,0,0,45.53,0,0,0,1.4,343.12,15.81,139.69,0,0.51,24.21,42.73

91,22:30-22:45,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,72,0,0,0,0,45.53,0,0,0,1.4,343.12,15.81,139.69,0,0.51,24.21,42.73

92,22:45-23:00,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,72,0,0,0,0,45.53,0,0,0,1.4,343.12,15.81,139.69,0,0.51,24.21,42.73

93,23:00-23:15,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,72,0,0,0,0,45.53,0,0,0,1.4,343.12,15.81,139.69,0,0,24.21,42.73

94,23:15-23:30,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,72,0,0,0,0,45.53,0,0,0,1.4,343.12,15.81,139.69,0,0,24.21,42.73

95,23:30-23:45,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,72,0,0,0,0,45.53,0,0,0,1.4,343.12,15.81,139.69,0,0,24.21,42.73

96,23:45-24:00,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,72,0,0,0,0,45.53,0,0,0,1.4,343.12,15.81,139.69,0,0,24.21,42.73

