Block,Time,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/IEPL01,NR/01062024/30062024/R2,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/30092023/31122025/SH-07,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/06022042/L_NR_2012_02,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01102023/25122043/GNA_MEJA_DELHI
26,06:15-06:30,7.21,2,1,19.17,8.92,15,2.04,19.16,57,1.78,3.79,24.75,2,57.5,57,10.462908,1,4,1,24.690000,273.080000,38.630000,24.140000,48.290000,100.620000,14.010000,24.140000,12.950000,24.140000,262.210000,0.000000,0.120000,48.290000,48.290000,87.120000,115.470000,16.110000,6.220000,8.300000,7.990000,0.120000,30.910000,24.140000,24.140000,28.760000,0.120000,0.000000,24.140000,0.000000

27,06:30-06:45,7.21,5,3,19.5,15.02,12,5.85,19.5,50.67,3,6.53,33,5,58.5,50.67,16.045074,5,7,3,24.690000,273.080000,38.630000,24.140000,48.290000,100.620000,14.010000,24.140000,12.950000,24.140000,262.210000,0.000000,0.960000,48.290000,48.290000,87.120000,115.470000,16.110000,7.380000,8.300000,7.990000,0.930000,30.910000,24.140000,24.140000,28.260000,0.930000,0.000000,24.140000,0.000000

28,06:45-07:00,7.21,6,6,19.83,22.53,12,13.04,19.84,51,4.5,9.48,33,8,59.5,51,22.562472,12,14,4,24.690000,273.080000,38.630000,24.140000,48.290000,100.620000,14.010000,24.140000,12.950000,24.140000,225.560000,0.000000,1.580000,48.290000,48.290000,68.120000,85.180000,16.110000,7.380000,8.300000,7.990000,1.540000,30.910000,24.140000,24.140000,28.260000,1.540000,0.000000,24.140000,0.000000

29,07:00-07:15,7.21,8,9,20.17,32.72,12,22.31,20.16,51.67,6.54,13.19,31.38,11,60.5,51.67,30.00536,20,21,5,24.690000,273.080000,38.630000,24.140000,48.290000,100.620000,13.730000,24.140000,21.920000,24.140000,262.210000,0.000000,2.320000,48.290000,48.290000,68.120000,66.250000,7.670000,7.380000,7.910000,7.800000,2.260000,21.920000,24.140000,24.140000,28.260000,2.260000,0.000000,24.140000,0.000000

30,07:15-07:30,7.21,11.46,15,20.33,45.15,11.66,26.99,20.34,51.33,9.03,17.08,26.98,16,61,51.33,38.013284,26.98,35,8,24.690000,273.080000,38.630000,24.140000,48.290000,100.620000,13.730000,24.140000,21.920000,24.140000,262.210000,0.000000,3.180000,48.290000,48.290000,57.660000,66.250000,7.670000,7.380000,7.910000,7.800000,3.100000,21.920000,24.140000,24.140000,27.250000,3.100000,0.000000,24.140000,0.000000

31,07:30-07:45,7.21,16.11,21,20.83,59.98,11.66,28.65,20.84,50.67,12,21.85,28.65,25,62.5,50.67,46.186822,28.65,49,13,24.690000,273.080000,38.630000,24.140000,48.290000,100.620000,13.730000,24.140000,21.920000,24.140000,213.920000,0.000000,4.180000,48.290000,48.290000,57.660000,59.630000,3.860000,7.380000,7.910000,7.800000,4.090000,21.920000,24.140000,24.140000,27.250000,4.090000,0.000000,24.140000,0.000000

32,07:45:08:00,7.21,20.21,27,21.83,76.06,12.34,29.81,21.84,51.67,15.21,26.28,29.82,32,65.5,51.67,54.379844,29.82,63,16,24.690000,273.080000,38.630000,24.140000,48.290000,100.620000,13.730000,24.140000,21.920000,24.140000,201.720000,0.000000,5.280000,48.290000,48.290000,57.660000,51.110000,3.860000,7.380000,7.910000,7.800000,5.150000,21.920000,24.140000,24.140000,27.250000,5.150000,0.000000,24.140000,0.000000

33,08:00-08:15,7.21,23.37,33,22.33,93.41,13.66,30.49,22.34,53.33,18.68,31.98,30.48,39,67,53.33,62.73848,30.48,77,19,24.690000,273.080000,38.630000,24.140000,48.290000,53.120000,13.550000,24.140000,21.920000,24.140000,153.430000,0.000000,6.340000,48.290000,48.290000,57.660000,70.420000,3.860000,7.610000,7.680000,7.620000,6.190000,21.920000,24.140000,24.140000,26.240000,6.190000,0.000000,24.140000,0.000000

34,08:15-08:30,7.21,26.63,39,22.67,110.98,14.34,32,22.66,55.33,22.2,37.37,32,45,68,55.33,71.175052,32,91,23,24.690000,273.080000,38.630000,24.140000,48.290000,53.120000,13.550000,24.140000,21.920000,24.140000,115.900000,0.000000,7.360000,48.290000,48.290000,57.660000,70.420000,3.860000,7.610000,7.680000,7.620000,7.180000,21.920000,24.140000,24.140000,26.240000,7.180000,0.000000,24.140000,0.000000

35,08:30-08:45,7.21,29.73,46,19.5,128.18,10,32,19.5,46.67,25.63,45.64,32,52,58.5,46.67,79.309622,32,109,26,24.690000,273.080000,38.630000,24.140000,48.290000,53.120000,13.550000,24.140000,21.920000,24.140000,110.100000,0.000000,8.330000,48.290000,48.290000,57.660000,70.420000,3.860000,7.610000,7.680000,7.620000,8.130000,21.920000,24.140000,24.140000,27.250000,8.130000,0.000000,24.140000,0.000000

36,08:45:09:00,7.21,32.53,52,20,146.03,10.66,32,20,47.33,29.2,52.61,32,59,60,47.33,87.278578,32,123,29,24.690000,231.790000,38.630000,24.140000,48.290000,53.120000,13.550000,24.140000,21.920000,24.140000,110.100000,0.000000,9.340000,48.290000,48.290000,57.660000,70.420000,3.860000,7.610000,7.680000,7.620000,9.110000,21.920000,24.140000,24.140000,28.260000,9.110000,0.000000,24.140000,0.000000

37,09:00:09:15,7.21,33.52,58,21.33,162.29,15,32,21.34,53.33,32.46,59.16,32,64,64,53.33,94.88708,32,137,32,29.040000,273.080000,0.000000,24.140000,48.290000,53.120000,13.370000,24.140000,21.920000,0.000000,129.420000,0.000000,10.290000,0.000000,0.000000,57.660000,66.250000,3.860000,8.080000,7.680000,7.620000,10.040000,21.920000,24.140000,24.140000,29.270000,10.040000,0.000000,24.140000,0.000000

38,09:15-09:30,7.21,36.21,64,22.5,177.98,15.66,32,22.5,55,35.6,65.28,32,68,67.5,55,101.85261,32,151,34,29.040000,273.080000,0.000000,24.140000,48.290000,53.120000,13.370000,24.140000,21.920000,0.000000,110.100000,0.000000,11.190000,0.000000,0.000000,57.660000,66.250000,3.860000,8.080000,7.680000,7.620000,10.930000,21.920000,24.140000,24.140000,30.280000,10.930000,0.000000,24.140000,0.000000

39,09:30-09:45,7.01,38.84,69,27.5,191.73,16.34,32,27.5,56.67,38.35,70.96,32,71,82.5,56.67,108.408976,32,161,36,29.040000,273.080000,0.000000,24.140000,48.290000,53.120000,13.370000,24.140000,21.920000,0.000000,129.420000,0.000000,12.040000,0.000000,0.000000,57.660000,66.250000,3.860000,8.080000,7.680000,7.620000,11.750000,21.920000,24.140000,24.140000,30.280000,11.750000,0.000000,24.140000,0.000000

40,09:45-10:00,7.01,41.04,73,28,204.9,17.34,31.9,28,58.33,40.98,76.01,31.9,77,84,58.33,114.71205,31.9,172,39,29.040000,231.790000,0.000000,24.140000,48.290000,53.120000,13.370000,24.140000,21.920000,0.000000,110.100000,0.000000,12.760000,0.000000,0.000000,57.660000,66.250000,3.860000,8.080000,7.680000,7.620000,12.450000,21.920000,24.140000,24.140000,31.290000,12.450000,0.000000,24.140000,0.000000

41,10:00-10:15,7.01,42.96,76,28.67,216.79,21.66,31.9,28.66,60,43.36,80.39,31.9,83,86,60,119.77789,31.9,179,42,29.040000,231.790000,0.000000,24.140000,48.290000,53.120000,13.180000,24.140000,21.920000,0.000000,110.100000,0.000000,13.520000,0.000000,0.000000,57.660000,66.250000,3.860000,8.080000,7.520000,7.430000,13.200000,21.920000,24.140000,24.140000,27.250000,13.200000,0.000000,24.140000,0.000000

42,10:15-10:30,7.01,43.5,79,29.67,227.83,22.34,31.9,29.66,61.67,45.56,84.36,31.9,87,89,61.67,123.596754,31.9,186,43,29.040000,273.080000,0.000000,24.140000,48.290000,53.120000,13.180000,24.140000,21.920000,0.000000,110.100000,0.000000,14.110000,0.000000,0.000000,57.660000,66.250000,3.860000,8.080000,7.520000,7.430000,13.770000,21.920000,24.140000,24.140000,27.250000,13.770000,0.000000,24.140000,0.000000

43,10:30-10:45,7.01,44,82,26.33,231.67,23,31.9,26.34,63.33,46.33,86.58,31.9,91,79,63.33,125.116506,31.9,193,46,29.040000,273.080000,0.000000,24.140000,48.290000,53.120000,13.180000,24.140000,21.920000,0.000000,110.100000,0.000000,14.610000,0.000000,0.000000,57.660000,66.250000,12.300000,7.920000,7.520000,7.430000,14.260000,21.920000,24.140000,24.140000,27.760000,14.260000,0.000000,24.140000,0.000000

44,10:45-11:00,7.01,44.5,84,26.5,233.33,23.66,31.9,26.5,65,46.67,87.37,31.9,93,79.5,65,128.477496,31.9,196,47,29.040000,273.080000,0.000000,24.140000,48.290000,53.120000,13.180000,24.140000,21.920000,0.000000,110.100000,0.000000,15.170000,0.000000,0.000000,57.660000,66.250000,12.300000,7.920000,7.520000,7.430000,14.800000,21.920000,24.140000,24.140000,27.760000,14.800000,0.000000,24.140000,0.000000

45,11:00-11:15,7.01,44.5,85,26.67,230,24.34,31.56,26.66,66.67,46,87.47,31.57,93,80,66.67,131.37087,31.57,200,47,29.040000,273.080000,0.000000,24.140000,48.290000,82.090000,13.180000,24.140000,21.920000,0.000000,145.760000,0.000000,15.570000,0.000000,0.000000,57.660000,66.250000,12.300000,7.770000,7.520000,7.430000,15.180000,21.920000,24.140000,24.140000,27.760000,15.180000,0.000000,24.140000,0.000000

46,11:15-11:30,7.01,44.5,85,27,230,25,31.4,27,68.33,46,87.43,31.4,93,81,68.33,133.329012,31.4,200,47,29.040000,273.080000,0.000000,24.140000,48.290000,100.620000,13.180000,24.140000,21.920000,0.000000,145.760000,0.000000,15.990000,0.000000,0.000000,57.660000,66.250000,12.300000,7.770000,7.520000,7.430000,15.600000,21.920000,24.140000,24.140000,27.760000,15.600000,0.000000,24.140000,0.000000

47,11:30-11:45,7.01,44.5,85,31.83,230,25.66,31.4,31.84,70,46,87.51,31.4,93,95.5,70,133.825854,31.4,200,47,29.040000,273.080000,0.000000,24.140000,48.290000,68.570000,13.180000,24.140000,21.920000,0.000000,225.560000,0.000000,16.240000,0.000000,0.000000,57.660000,66.250000,12.300000,7.770000,7.520000,7.430000,15.830000,21.920000,24.140000,24.140000,27.760000,15.830000,0.000000,24.140000,0.000000

48,11:45-12:00,7.01,44.5,85,32.17,230,26.66,31.4,32.16,71.67,46,87.68,31.4,93,96.5,71.67,133.864822,31.4,200,47,29.040000,273.080000,0.000000,24.140000,48.290000,68.570000,13.180000,24.140000,21.920000,0.000000,262.210000,0.000000,16.420000,0.000000,0.000000,57.660000,66.250000,12.300000,7.770000,7.520000,7.430000,16.020000,21.920000,24.140000,24.140000,27.760000,16.020000,0.000000,24.140000,0.000000

49,12:00-12:15,7.01,44.5,85,32.5,230,27.66,31.4,32.5,76.67,46,87.78,31.4,93,97.5,76.67,130.29925,31.4,200,47,29.040000,273.080000,0.000000,24.140000,48.290000,63.740000,13.000000,24.140000,21.920000,0.000000,262.210000,0.000000,16.570000,0.000000,0.000000,57.660000,66.250000,7.670000,7.920000,7.520000,7.240000,16.170000,21.920000,24.140000,24.140000,27.250000,16.170000,0.000000,24.140000,0.000000

50,12:15-12:30,7.01,44.5,85,32.67,230,28.66,31.4,32.66,76.67,46,87.74,31.4,93,98,76.67,129.90957,31.4,200,47,29.040000,273.080000,0.000000,24.140000,48.290000,78.230000,13.000000,24.140000,21.920000,0.000000,262.210000,0.000000,16.630000,0.000000,0.000000,76.580000,66.250000,7.670000,7.920000,7.520000,7.240000,16.220000,21.920000,24.140000,24.140000,27.250000,16.220000,0.000000,24.140000,0.000000

51,12:30-12:45,7.01,44.5,85,30,230,29.66,31.4,30,76.67,46,87.69,31.4,93,90,76.67,128.54569,31.4,200,47,29.040000,273.080000,0.000000,24.140000,48.290000,73.400000,13.000000,24.140000,22.980000,0.000000,262.210000,0.000000,16.710000,0.000000,0.000000,76.580000,66.250000,7.670000,7.920000,7.520000,7.240000,16.300000,22.980000,24.140000,24.140000,28.260000,16.300000,0.000000,24.140000,0.000000

52,12:45-13:00,7.01,44.5,85,30.33,230,30.34,31.4,30.34,76.67,46,87.64,31.4,93,91,76.67,126.753162,31.4,200,47,29.040000,273.080000,0.000000,24.140000,48.290000,58.910000,13.000000,24.140000,22.980000,0.000000,262.210000,0.000000,16.570000,0.000000,0.000000,76.580000,66.250000,7.670000,7.920000,7.520000,7.240000,16.170000,22.980000,24.140000,24.140000,28.260000,16.170000,0.000000,24.140000,0.000000

53,13:00-13:15,7.01,44.5,85,30.67,233.33,31.34,31.4,30.66,70,46.67,87.54,31.4,93,92,70,124.054628,31.4,200,47,29.040000,273.080000,0.000000,24.140000,48.290000,54.080000,12.820000,24.140000,22.980000,0.000000,262.210000,0.000000,16.540000,0.000000,0.000000,57.660000,66.250000,7.670000,8.240000,7.830000,7.240000,16.130000,22.980000,24.140000,24.140000,28.260000,16.130000,0.000000,24.140000,0.000000

