Block,Time Block,SINGRAULI,UNCHAHAR1,TANDA2,TALST2,TelanganaSTPP,TANAKPUR,SINGRAULI_HYDRO,UNCHAHAR2,TALA,TEHRI,KHSTPP-I,KHSTPP-II,KOTESHWR,KISHANGANGA,KKNP,KKNPPU2,KUDGI,KOLDAM,SIMHST2,RSTPSU1TO6,SALAL,SEWA2,RIHAND3,RSTPSU7,RIHAND2,SASAN,SIMHST1,RAPPB,NLCIIST2,NLCTS2EXP,NLCEXP,NNTPP,RAMPUR,NTPL,RAPPC,NJPC,NLCIIST1,RIHAND1,PARBATI3,NAPP,DADRT2,CHAMERA3,CHAMERA2,MAPS,CHAMERA1,BSIUL,BRBCL,KGSU1AND2,KGSU3AND4,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,UNCHAHAR4,URI,UNCHAHAR3,AURY_RF,DADRI_LF,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,URI2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,134.28,12.76,0,0,0,0,0.62,27.07,0,24.71,35.12,102.92,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,361.59,0,0,0,0,0,14.42,0,0,0,14.92,0,229.81,0,0.63,16.86,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,134.28,12.76,0,0,0,0,0.62,27.07,0,24.71,35.12,102.92,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,361.59,0,0,0,0,0,14.42,0,0,0,14.92,0,229.81,0,0.63,16.86,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,134.28,12.76,0,0,0,0,0.62,27.07,0,37.06,35.12,102.92,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,361.59,0,0,0,0,0,14.42,0,0,0,14.92,0,248.84,0,0.63,16.86,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,134.28,14.99,0,0,0,0,0.62,32.69,0,37.06,43.77,142.56,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,403.89,0,0,0,0,0,14.42,0,0,0,19.83,0,304.6,0,0.63,20.37,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,134.28,15.41,0,0,0,0,0.62,32.69,0,37.06,43.77,142.56,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,18.21,0,88.44,0,41.68,403.89,0,0,0,0,0,14.42,0,0,0,20,0,362.28,0,0.63,20.37,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,134.28,19.21,0,0,0,0,0.62,40.75,0,37.06,43.77,142.56,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,40.06,0,88.44,0,41.68,483.95,0,0,0,0,0,14.42,0,0,0,20,0,417.83,0,0.63,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,134.28,19.21,0,0,0,0,0.62,40.75,0,37.91,43.77,142.56,17.06,0,0,0,0,0,0,0,1.35,5.07,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,60.09,0,88.44,0,41.68,541.63,0,2.56,0,0,0,14.42,0,0,0,20,15.84,417.83,0,0.63,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,134.28,19.21,0,0,0,0,0.62,40.75,0,49.3,43.77,142.56,25.59,0,0,0,0,0,0,0,1.35,10.12,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,80.11,0,88.44,0,41.68,580.08,9.31,5.12,0,12.69,2.11,14.42,0,0,7.61,20,31.68,417.83,0,0.63,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,134.28,19.21,0,0,0,0,0.62,40.75,0,49.3,43.77,142.56,37.54,0,0,0,0,0,0,0,1.35,10.12,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,112.42,0,88.44,0,41.68,618.53,18.63,37.98,0,23.16,12.54,14.42,0,0,17.56,20,31.68,417.83,0,0.63,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,134.28,19.21,0,0,0,0,0.62,40.75,0,49.3,43.77,142.56,37.54,0,0,0,0,0,0,0,1.35,10.12,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,112.42,0,88.44,0,41.68,655.63,18.63,37.98,0,23.16,18.8,14.42,0,0,17.56,20,31.68,417.83,0,0.63,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,134.28,19.21,0,0,0,0,0.62,40.75,0,49.3,43.77,142.56,37.54,0,0,0,0,0,0,0,1.35,10.12,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,112.42,0,88.44,0,41.68,656.37,18.63,37.98,0,23.16,18.8,14.42,0,0,26.35,20,31.68,417.83,0,3.18,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,134.28,19.21,0,0,0,0,0.62,40.75,0,49.3,43.77,142.56,37.54,0,0,0,0,0,0,0,1.35,10.12,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,112.42,0,88.44,0,41.68,656.37,18.63,37.98,0,23.16,18.8,14.42,0,0,26.35,20,31.68,417.83,0,3.18,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,134.28,19.21,0,0,0,0,0.62,40.75,0,49.3,43.77,142.56,37.54,0,0,0,0,0,0,0,1.35,10.12,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,71.01,0,88.44,0,41.68,656.37,18.63,37.98,0,23.16,12.54,14.42,0,0,26.35,20,31.68,417.83,0,3.18,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,134.28,19.21,0,0,0,0,0.62,40.75,0,49.3,43.77,142.56,37.54,0,0,0,0,0,0,0,1.35,10.12,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,58.81,0,88.44,0,41.68,656.37,18.63,37.98,0,12.69,12.54,14.42,0,0,26.35,20,31.68,417.83,0,3.18,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,134.28,19.21,0,0,0,0,0.62,40.75,0,37.06,43.77,142.56,17.06,0,0,0,0,0,0,0,1.35,5.07,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,58.26,0,88.44,3.67,41.68,656.37,9.31,12.66,0,0,2.11,14.42,0,0,17.56,20,31.68,417.83,0,3.18,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,134.28,19.21,0,0,0,0,0.62,40.75,0,37.06,43.77,142.56,8.53,0,0,0,0,0,0,0,1.35,5.07,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,58.26,0,88.44,15.9,41.68,656.37,0,0,0,0,0,14.42,0,0,8.79,20,15.84,417.83,0,3.18,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,134.28,19.21,0,0,0,0,0.62,40.75,0,24.71,43.77,142.56,8.53,0,0,0,0,0,0,0,1.35,5.07,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,40.06,0,88.44,15.9,41.68,656.36,0,0,0,0,0,14.42,0,0,7.75,20,15.84,417.83,0,6.37,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,134.28,19.21,0,0,0,0,0.62,40.75,0,24.71,43.77,142.56,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,18.21,0,88.44,15.9,41.68,656.36,0,0,0,0,0,14.42,0,0,0,20,15.84,417.83,0,25.46,25.38,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,134.28,19.21,0,0,0,0,0.62,40.75,0,24.71,43.77,142.56,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,15.9,41.68,656.36,0,0,0,0,0,14.42,0,0,0,20,15.84,417.83,0,25.46,22.04,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,134.28,19.21,0,0,0,0,0.62,40.75,0,24.71,43.77,142.56,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,15.9,41.68,656.36,0,0,0,0,0,14.42,0,0,0,20,15.84,417.83,0,25.46,18.73,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,134.28,19.21,0,0,0,0,0.62,40.75,0,24.71,43.77,142.56,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,15.9,41.68,656.36,0,0,0,0,0,14.42,0,0,0,20,15.84,417.83,0,25.46,15.4,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,134.28,19.21,0,0,0,0,0.62,40.75,0,24.71,43.77,142.56,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,3.43,41.68,577.74,0,0,0,0,0,14.42,0,0,0,20,15.84,417.83,0,6.37,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,134.28,19.21,0,0,0,0,0.62,40.75,0,12.35,43.77,142.56,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,486.5,0,0,0,0,0,14.42,0,0,0,20,15.84,364.99,0,4.24,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,134.28,19.21,0,0,0,0,0.62,40.75,0,12.35,43.77,142.56,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,525.98,0,0,0,0,0,14.42,0,0,0,20,15.84,303.74,0,4.24,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,134.28,19.21,0,0,0,0,0.62,40.75,0,12.35,43.77,142.56,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,487.52,0,0,0,0,0,14.42,0,0,0,20,15.84,248.7,0,4.24,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,134.28,19.21,0,0,0,0,0.62,40.75,0,12.35,43.77,142.56,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,429.85,0,0,0,0,0,14.42,0,0,0,20,15.84,248.73,0,4.24,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,134.28,19.21,0,0,0,0,0.62,40.75,0,12.35,43.77,142.56,8.53,0,0,0,0,0,0,0,8.93,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,351.11,0,0,0,0,0,14.42,0,0,0,20,15.84,248.72,0,4.24,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,134.28,19.21,0,0,0,0,0.62,40.75,0,12.35,43.77,142.56,8.53,0,0,0,0,0,0,0,53.61,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,284.69,0,0,0,0,0,14.42,0,0,0,20,15.84,248.72,0,4.24,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,134.28,16.66,0,0,0,0,0.62,35.89,0,12.35,43.77,142.56,8.53,0,0,0,0,0,0,0,53.61,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,284.69,0,0,0,0,0,14.42,0,0,0,16.16,15.84,248.57,0,4.24,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,134.28,16.55,0,0,0,0,0.62,35.13,0,12.35,43.77,142.56,8.53,0,0,0,0,0,0,0,53.61,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,284.69,0,0,0,0,0,14.42,0,0,0,17.24,15.84,248.57,0,4.24,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,134.28,16.55,0,0,0,0,0,35.13,0,12.35,43.77,142.56,8.53,0,0,0,0,0,0,0,53.61,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,284.69,0,0,0,0,0,14.42,0,0,0,17.24,15.84,248.57,0,3.18,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,134.28,16.55,0,0,0,0,0,35.13,0,12.35,43.77,142.56,8.53,0,0,0,0,0,0,0,8.93,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,284.69,0,0,0,0,0,14.42,0,0,0,17.24,15.84,248.57,0,3.18,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,134.28,16.55,0,0,0,0.24,0,35.13,0,12.35,43.77,142.56,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,284.69,0,0,0,0,0,14.42,0,0,0,17.24,15.84,248.57,0,3.18,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,134.28,16.55,0,0,0,0.24,0,35.13,0,12.35,43.77,142.56,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,284.69,0,0,0,0,0,14.42,0,0,0,17.24,15.84,248.57,0,3.18,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

