Block,Time,SH-07,LT-05,L_NR_2020_02,LT-59,L_NR_2019_19,L_NR_2012_01,LT-36,L_NR_2019_11,L_NR_2012_07,LT-31,LT-35,L_NR_2012_04,L_NR_2012_02,LT_MEJA_Delhi,SH-06,L_NR_2019_06,L_NR_2020_06,L_NR_2021_14,L_NR_2021_15,L_NR_2020_05,L_NR_2021_12,L_NR_2022_10,L_NR_2021_17,L_NR_2018_61,L_NR_2021_13,L_NR_2019_05,L_NR_2022_08,L_NR_2021_16,L_NR_2020_07,L_NR_2019_07,L_NR_2022_09
31,07:30-07:45,26.090000,116.080000,7.430000,7.930000,53.210000,101.270000,4.010000,7.460000,56.070000,3.910000,3.910000,271.910000,201.450000,5.220000,26.090000,26.48,30.06,17.83,13.22,90.18,62.71,57.02,17.33,7.3,12.54,26.49,14.88,34.67,30.07,26.48,57.02

32,07:45:08:00,26.090000,116.080000,7.430000,7.930000,61.340000,101.270000,5.230000,7.460000,56.070000,5.110000,5.110000,271.910000,201.450000,5.220000,26.090000,26.48,30.07,24.55,16.41,90.22,80.68,58.68,19.66,7.25,16.14,26.49,14.11,39.34,30.08,26.48,58.68

33,08:00-08:15,25.600000,116.080000,7.250000,6.850000,68.680000,101.270000,6.420000,7.460000,56.070000,6.260000,6.260000,271.910000,201.450000,5.220000,30.450000,32,28.42,31.99,23.08,85.27,99.3,55.12,23,7.24,19.86,32,5.12,46,28.43,32,55.12

34,08:15-08:30,25.600000,116.080000,7.250000,6.850000,76.550000,77.340000,7.600000,7.460000,46.920000,7.420000,7.420000,271.910000,201.450000,5.220000,30.450000,32,28.92,40.11,26.92,86.75,118.13,56.21,26,7.15,23.63,32,4.1,52,28.91,32,56.21

35,08:30-08:45,25.600000,66.390000,7.250000,6.850000,84.640000,77.340000,8.630000,7.460000,46.920000,8.420000,8.420000,271.910000,201.450000,5.220000,30.450000,32,29.33,46.04,30.49,87.99,136.71,56.78,27.33,7.2,27.34,32,4.24,54.67,29.32,32,56.78

36,08:45:09:00,25.600000,66.390000,7.250000,6.850000,92.700000,77.340000,9.870000,7.460000,46.920000,9.630000,9.630000,271.910000,201.450000,5.220000,30.450000,32,29.53,53.16,33.67,88.58,154.66,57.76,31.33,7.13,30.93,32,4.33,62.67,29.52,32,57.76

37,09:00:09:15,25.170000,66.390000,7.070000,6.850000,100.330000,46.410000,10.910000,7.460000,46.600000,10.650000,10.650000,271.910000,201.450000,5.220000,30.450000,32,29.62,58.92,36.21,88.87,171.62,60.21,33.66,7.2,34.32,32,4.43,67.34,29.63,32,60.21

38,09:15-09:30,25.170000,66.390000,7.070000,6.850000,106.860000,87.010000,11.670000,7.460000,46.600000,11.380000,11.380000,271.910000,201.450000,5.220000,30.450000,32,36.75,65.02,38.32,110.26,187.48,62.13,36.66,7.17,37.49,32,4.53,73.34,36.76,32,62.13

39,09:30-09:45,25.170000,66.390000,7.070000,6.850000,112.450000,67.680000,12.500000,7.460000,46.600000,12.200000,12.200000,271.910000,201.450000,5.220000,30.450000,32,36.42,71.14,42.58,109.26,202.58,62.09,38.33,7.15,40.52,32,5.51,76.67,36.42,32,62.09

40,09:45-10:00,25.170000,66.390000,7.070000,6.850000,117.730000,87.010000,13.340000,7.460000,33.820000,13.020000,13.020000,271.910000,153.110000,5.220000,30.450000,32,36.25,75.91,44.99,108.76,216.24,61.88,41,7.19,43.25,32,5.62,82,36.26,32,61.88

41,10:00-10:15,25.260000,66.390000,6.880000,6.850000,122.060000,46.410000,14.090000,7.310000,33.820000,13.750000,13.750000,271.910000,145.680000,5.220000,29.970000,32,36.09,80.51,46.67,108.26,228.6,61.55,44.33,7.16,45.72,32,9.17,88.67,36.08,32,61.55

42,10:15-10:30,25.260000,66.390000,6.880000,6.850000,124.760000,46.410000,14.740000,7.310000,33.820000,14.370000,14.370000,271.910000,145.680000,5.220000,29.970000,32,35.59,84.82,47.51,106.76,239.5,61.11,45.33,7.25,47.9,32,9.29,90.67,35.58,32,61.11

43,10:30-10:45,25.260000,66.390000,6.880000,6.850000,127.680000,46.410000,15.280000,7.310000,33.820000,14.900000,14.900000,271.910000,145.680000,5.220000,29.970000,32,38.34,87.76,48.09,115.03,249.6,61.54,47,7.14,49.92,32,9.41,94,38.35,32,61.54

44,10:45-11:00,25.260000,66.390000,6.880000,6.850000,130.800000,46.410000,15.760000,7.310000,33.820000,15.370000,15.370000,271.910000,145.680000,5.220000,29.970000,32,38.38,89.19,48.4,115.13,250,70.09,48.33,7.11,50,32,9.55,96.67,38.37,32,70.09

45,11:00-11:15,25.260000,66.390000,6.880000,7.310000,133.330000,46.410000,16.170000,7.310000,33.820000,15.780000,15.780000,271.910000,145.680000,5.220000,29.970000,32,38.38,90.5,49.04,115.14,250,70.09,48,7.28,50,32,10.37,96,38.38,32,70.09

46,11:15-11:30,25.260000,66.390000,6.880000,7.310000,133.650000,67.680000,16.500000,7.310000,33.820000,16.090000,16.090000,271.910000,145.680000,5.220000,29.970000,32,38.4,90.5,49.82,115.18,250,70.12,48,7.12,50,32,10.94,96,38.39,32,70.12

47,11:30-11:45,25.260000,66.390000,6.880000,7.310000,134.470000,67.680000,16.730000,7.310000,33.820000,16.320000,16.320000,271.910000,194.020000,5.220000,29.970000,32,38.4,90.5,50,115.2,250,70.13,47.66,7.2,50,32,11.05,95.34,38.4,32,70.13

48,11:45-12:00,25.260000,66.390000,6.880000,7.310000,133.350000,67.680000,17.090000,7.310000,33.820000,16.660000,16.660000,271.910000,201.450000,5.220000,29.970000,32,38.41,90.5,50,115.22,250,70.15,47.66,7.23,50,32,11.16,95.34,38.41,32,70.15

49,12:00-12:15,25.820000,66.390000,7.150000,7.460000,136.360000,75.410000,17.100000,7.310000,46.920000,16.690000,16.690000,271.910000,201.450000,4.250000,25.820000,32,38.42,90.5,50,115.26,250,70.18,47.33,7.12,50,32,16.84,94.67,38.43,32,70.18

50,12:15-12:30,25.820000,70.570000,7.150000,7.460000,127.700000,75.410000,17.140000,7.310000,46.920000,16.730000,16.730000,271.910000,201.450000,4.250000,25.820000,32,38.43,90.5,50,115.3,250,70.2,47.33,7.2,50,32,18.84,94.67,38.44,32,70.2

51,12:30-12:45,25.820000,70.570000,7.150000,7.460000,126.340000,75.410000,17.110000,7.310000,46.920000,16.700000,16.700000,271.910000,201.450000,4.250000,25.820000,32,38.44,90.5,50,115.33,250,70.22,47.66,7.23,50,32,20.51,95.34,38.45,32,70.22

52,12:45-13:00,25.820000,70.570000,7.150000,7.460000,125.680000,75.410000,17.170000,7.310000,46.920000,16.750000,16.750000,271.910000,201.450000,4.250000,25.820000,32,38.45,90.5,50,115.36,250,70.24,48,7.91,50,32,21.84,96,38.46,32,70.24

53,13:00-13:15,25.820000,70.570000,7.430000,7.620000,125.380000,75.410000,17.090000,7.530000,33.820000,16.670000,16.670000,271.910000,230.460000,4.250000,25.820000,32,38.46,90.5,49.69,115.39,250,70.26,47,9.06,50,32,22.84,94,38.47,32,70.26

54,13:15-13:30,25.820000,66.390000,7.430000,7.620000,125.690000,75.410000,16.980000,7.530000,33.820000,16.570000,16.570000,271.910000,261.620000,4.250000,25.820000,32,38.47,90.5,48.82,115.4,250,70.27,47,10.26,50,32,23.36,94,38.46,32,70.27

55,13:30-13:45,25.820000,74.930000,7.430000,7.620000,122.960000,101.270000,16.780000,7.530000,56.070000,16.360000,16.360000,271.910000,261.620000,4.250000,25.820000,32,38.49,90.5,47.8,115.46,250,70.31,47.33,12.62,50,32,23.36,94.67,38.49,32,70.31

56,13:45-14:00,25.820000,83.460000,7.430000,7.620000,116.280000,101.270000,16.350000,7.530000,56.070000,15.960000,15.960000,271.910000,261.620000,4.250000,25.820000,32,38.5,82.55,46.69,115.49,250,70.33,46.33,15.28,50,32,23.39,92.67,38.49,32,70.33

57,14:00-14:15,29.490000,92.000000,7.810000,7.770000,110.310000,101.270000,16.090000,7.530000,69.620000,15.700000,15.700000,271.910000,261.620000,5.990000,23.720000,32,38.49,83.28,41.15,115.46,250,70.31,45.33,18.53,50,32,20.55,90.67,38.49,32,70.31

58,14:15-14:30,29.490000,100.540000,7.810000,7.770000,105.490000,101.270000,15.800000,7.530000,69.620000,15.410000,15.410000,271.910000,261.620000,6.640000,23.720000,32,38.49,83.62,40.13,115.46,250,70.31,45.33,20.11,50,32,20.57,90.67,38.48,32,70.31

59,14:30-14:45,29.490000,116.080000,7.810000,7.770000,99.780000,101.270000,15.060000,7.530000,74.130000,14.700000,14.700000,271.910000,261.620000,6.640000,23.720000,32,38.48,83.51,39,115.44,250,70.29,43,23.48,50,32,20.57,86,38.48,32,70.29

60,14:45-15:00,29.490000,116.080000,7.810000,7.770000,93.320000,101.270000,13.520000,7.530000,74.130000,13.190000,13.190000,271.910000,261.620000,6.640000,23.720000,32,38.47,81.82,37.84,115.42,245.83,70.28,40.33,38.18,49.17,32,20.6,80.67,38.47,32,70.28

61,15:00-15:15,29.490000,116.080000,7.900000,7.930000,86.630000,101.270000,12.920000,8.070000,74.130000,12.600000,12.600000,271.910000,261.620000,6.640000,5.750000,32,38.46,77.94,36.64,115.38,230.36,70.25,40,37.89,46.07,32,20.61,80,38.45,32,70.25

62,15:15-15:30,29.490000,116.080000,7.900000,7.930000,79.090000,101.270000,12.150000,8.070000,74.130000,11.850000,11.850000,271.910000,261.620000,6.640000,5.750000,32,38.46,73.48,35.19,115.37,219.57,70.25,37.66,37.42,43.91,32,20.64,75.34,38.45,32,70.25

63,15:30-15:45,29.490000,116.080000,7.900000,7.930000,71.750000,101.270000,11.520000,8.070000,74.130000,11.250000,11.250000,271.910000,261.620000,6.640000,5.750000,32,37.52,69.33,36.72,112.56,205.62,70.23,34.33,37.33,41.12,32,25.16,68.67,37.52,32,70.23

64,15:45-16:00,29.490000,116.080000,7.900000,7.930000,61.500000,101.270000,10.710000,8.070000,74.130000,10.440000,10.440000,271.910000,261.620000,6.640000,5.750000,32,37.58,63.95,34.48,112.75,189.25,70.23,32,37.06,37.85,32,25.28,64,37.58,32,70.23

65,16:00-16:15,28.640000,116.080000,8.360000,8.250000,54.550000,101.270000,9.680000,8.460000,74.130000,9.440000,9.440000,271.910000,261.620000,6.640000,0.000000,32,37.65,58.54,31.82,112.96,173.72,70.22,29,37.14,34.74,32,25.19,58,37.65,32,70.22

66,16:15-16:30,28.640000,116.080000,8.360000,8.250000,47.070000,101.270000,8.980000,8.460000,74.130000,8.750000,8.750000,271.910000,261.620000,6.640000,0.000000,32,37.59,53.1,28.76,112.76,158.43,70.22,24.66,16.1,31.69,32,25.1,49.34,37.58,32,70.22

67,16:30-16:45,28.640000,116.080000,9.300000,8.250000,40.030000,101.270000,7.800000,8.460000,74.130000,7.620000,7.620000,271.910000,261.620000,6.640000,0.000000,32,37.65,47.12,25.47,112.95,140.23,70.19,22.66,16.54,28.05,32,25.19,45.34,37.65,32,70.19

68,16:45-17:00,28.640000,116.080000,9.300000,8.250000,32.460000,101.270000,6.730000,8.460000,74.130000,6.570000,6.570000,271.910000,261.620000,6.640000,0.000000,32,37.54,40.67,22.13,112.61,123.41,70.18,20.66,16.94,24.68,32,25.23,41.34,37.54,32,70.18

69,17:00-17:15,28.640000,116.080000,9.300000,8.480000,25.690000,101.270000,5.670000,8.850000,74.130000,5.520000,5.520000,271.910000,261.620000,6.640000,0.000000,33,37.6,33.92,19.7,112.79,104.86,70.18,17,17.6,20.97,33,25.13,34,37.6,24.75,70.18

70,17:15-17:30,28.640000,116.080000,9.300000,8.480000,19.900000,101.270000,4.590000,8.850000,74.130000,4.470000,4.470000,271.910000,261.620000,6.640000,0.000000,33,37.5,27.47,16.34,112.5,88.37,70.15,13.4,18.81,17.67,33,25.22,26.81,37.51,14.85,70.15

71,17:30-17:45,28.640000,116.080000,9.300000,8.480000,15.150000,101.270000,3.550000,8.850000,74.130000,3.460000,3.460000,271.910000,261.620000,6.640000,0.000000,29.19,37.53,20.93,12.85,112.58,70.35,70.14,10.16,18.11,14.07,21.31,25.11,20.33,37.52,8.65,70.14

72,17:45-18:00,28.640000,116.080000,9.300000,8.480000,10.980000,101.270000,2.620000,8.850000,74.130000,2.550000,2.550000,271.910000,261.620000,6.640000,0.000000,17.89,37.6,14.73,9.55,112.79,52.08,70.11,7.27,17.07,10.42,12.2,25.06,14.55,37.58,2.67,70.11

73,18:00-18:15,28.640000,116.080000,9.760000,9.330000,7.090000,101.270000,1.760000,9.220000,74.130000,1.710000,1.710000,271.910000,261.620000,6.640000,0.000000,0,37.63,9.45,6.75,112.9,37.4,70.1,4.75,14.09,7.48,0,25.16,9.5,37.65,0,70.1

74,18:15-18:30,28.640000,116.080000,9.760000,9.330000,3.940000,101.270000,1.230000,9.220000,74.130000,1.200000,1.200000,271.910000,261.620000,6.640000,0.000000,0,37.65,5.46,4.53,112.96,24.98,70.09,2.99,24.06,4.99,0,25.22,5.97,37.66,0,70.09

75,18:30-18:45,28.020000,116.080000,9.760000,9.560000,1.920000,101.270000,0.000000,9.220000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,37.63,2.72,2.23,112.89,15.83,70.09,1.74,22.48,3.17,0,24.54,3.48,37.64,0,70.09

76,18:45-19:00,28.020000,116.080000,9.760000,9.560000,0.640000,101.270000,0.000000,9.220000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,37.63,0.84,0.83,112.88,8.83,70.07,1.02,21.68,1.77,0,24.24,2.04,37.62,0,70.07

77,19:00-19:15,27.230000,116.080000,10.230000,9.720000,0.000000,101.270000,0.000000,9.220000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,37.63,0.03,0.04,112.89,3.71,70.03,0.42,22.03,0.74,0,23.89,0.85,37.64,0,70.03

78,19:15-19:30,27.230000,116.080000,10.230000,9.720000,0.000000,101.270000,0.000000,9.220000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,37.63,0,0,112.89,0.1,70.02,0.06,21.74,0.02,0,23.15,0.12,37.63,0,70.02

79,19:30-19:45,27.230000,116.080000,10.230000,9.720000,0.000000,101.270000,0.000000,9.220000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,37.59,0,0,112.76,0,70.01,0,20.45,0,0,22.42,0,37.58,0,70.01

80,19:45-20:00,27.230000,116.080000,10.230000,9.720000,0.000000,101.270000,0.000000,9.220000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,31.57,0,0,94.71,0,70,0,16.42,0,0,18.23,0,31.56,0,70

81,20:00-20:15,28.100000,116.080000,10.230000,10.110000,0.000000,101.270000,0.000000,10.000000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,31.19,0,0,93.58,0,63.56,0,12.66,0,0,17.34,0,31.21,0,63.56

82,20:15-20:30,28.100000,116.080000,10.230000,10.110000,0.000000,101.270000,0.000000,10.000000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,30.93,0,0,92.79,0,63.12,0,9.74,0,0,16.54,0,30.93,0,63.12

83,20:30-20:45,28.100000,116.080000,10.230000,10.110000,0.000000,101.270000,0.000000,10.000000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,29.36,0,0,88.07,0,62.01,0,8.01,0,0,16.59,0,29.35,0,62.01

84,20:45-21:00,28.100000,116.080000,10.230000,10.110000,0.000000,101.270000,0.000000,10.000000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,28.24,0,0,84.71,0,58.76,0,7.31,0,0,15.91,0,28.22,0,58.76

85,21:00-21:15,28.100000,116.080000,9.950000,10.110000,0.000000,101.270000,0.000000,10.000000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,27.81,0,0,83.44,0,57.53,0,7.3,0,0,15.23,0,27.83,0,57.53

86,21:15-21:30,28.100000,116.080000,9.950000,10.110000,0.000000,101.270000,0.000000,10.000000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,27.17,0,0,81.5,0,56.44,0,7.25,0,0,14.97,0,27.16,0,56.44

87,21:30-21:45,28.100000,116.080000,9.480000,10.110000,0.000000,101.270000,0.000000,10.000000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,27.68,0,0,83.04,0,56.29,0,7.24,0,0,15.05,0,27.68,0,56.29

88,21:45-22:00,28.100000,116.080000,9.480000,10.110000,0.000000,101.270000,0.000000,10.000000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,26.55,0,0,79.64,0,54.01,0,7.3,0,0,13.87,0,26.53,0,54.01

89,22:00-22:15,28.100000,116.080000,9.480000,10.110000,0.000000,101.270000,0.000000,10.770000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,24.84,0,0,74.51,0,50.58,0,7.25,0,0,12.69,0,24.84,0,50.58

90,22:15-22:30,28.100000,116.080000,9.480000,10.110000,0.000000,101.270000,0.000000,10.770000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,23.14,0,0,69.42,0,50.16,0,7.24,0,0,10.99,0,23.13,0,50.16

91,22:30-22:45,28.100000,116.080000,9.480000,10.110000,0.000000,101.270000,0.000000,10.770000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,22.77,0,0,68.31,0,49.73,0,7.15,0,0,11.01,0,22.77,0,49.73

92,22:45-23:00,28.100000,116.080000,9.480000,10.110000,0.000000,101.270000,0.000000,10.770000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,22.5,0,0,67.5,0,48.55,0,7.2,0,0,10.58,0,22.5,0,48.55

93,23:00-23:15,28.100000,116.080000,9.300000,10.110000,0.000000,101.270000,0.000000,10.770000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,22.1,0,0,66.31,0,48.92,0,7.13,0,0,10.67,0,22.1,0,48.92

94,23:15-23:30,28.100000,116.080000,9.300000,10.110000,0.000000,101.270000,0.000000,10.770000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,22.84,0,0,68.52,0,49.75,0,7.2,0,0,11.09,0,22.84,0,49.75

95,23:30-23:45,28.100000,116.080000,9.300000,10.110000,0.000000,101.270000,0.000000,10.770000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,22.97,0,0,68.9,0,49.37,0,7.17,0,0,10.95,0,22.96,0,49.37

96,23:45-24:00,28.100000,116.080000,9.300000,10.110000,0.000000,101.270000,0.000000,10.770000,74.130000,0.000000,0.000000,271.910000,261.620000,6.640000,0.000000,0,23.35,0,0,70.04,0,49.4,0,7.15,0,0,10.98,0,23.34,0,49.4

