Block,Time Block,BRBCL,CHAMERA3,CHAMERA1,BSIUL,CHAMERA2,DHAULIGNGA,DADRT2,DULHASTI,FSTPP I & II,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,KOTESHWR,KOLDAM,KUDGI,MAPS,NJPC,NAPP,NLCEXP,NLCIIST2,NLCTS2EXP,NLCIIST1,NNTPP,NTPL,RAMPUR,PARBATI3,RAPPB,SEWA2,SIMHST1,SASAN,RIHAND1,RAPPC,RIHAND2,RSTPSU1TO6,RIHAND3,RSTPSU7,SALAL,UNCHAHAR1,TALST2,SINGRAULI_HYDRO,TANDA2,SIMHST2,TALA,SINGRAULI,TelanganaSTPP,TANAKPUR,TEHRI,URI2,UNCHAHAR3,UNCHAHAR2,URI,UNCHAHAR4,ANTA_LF,DADRI_LF,AURY_GF,ANTA_GF,DADRI_GF,AURY_CRF,DADRI_CRF,VALLURNTECL,AURY_RF,ANTA_CRF,ANTA_RF,DADRI_RF,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
16,03:45-04:00,19.18,0,0,12.51,0,0,264.87,0,19.95,231.33,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,194.23,88.25,24.47,113.91,0,59.62,0,12.81,19.42,0,0.7,0,0,0,133.99,0,0,0,28.39,24.77,39.78,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,18.63,0,0,12.51,0,0,268.58,0,19.95,267.51,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,201.97,88.25,24.47,113.91,0,59.62,0,12.81,16.62,0,0.7,0,0,0,133.99,0,0,0,28.39,21.77,36.09,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,19.18,0,0,12.51,0,0,335.05,0,19.95,277.86,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,207.36,88.25,24.47,113.91,0,59.62,0,12.81,16.62,0,0.7,0,0,0,133.99,0,0,0,28.39,21.77,36.09,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,19.18,0,0,12.51,0,0,335.05,0,19.95,297.05,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,220.85,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0,11.61,28.39,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,19.18,0,0,12.51,0,0,402.19,0,19.95,354.6,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,237.04,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0,11.61,28.39,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,19.18,0,0,12.51,0,0,377.01,0,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,19.99,19.98,0,0,0,0,0,0,0,0,0,15.86,0,253.23,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0,23.2,23.22,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,19.18,0,0,12.51,0,0,456.19,0,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,19.99,19.98,0,0,0,0,0,0,0,0,0,15.86,0,269.41,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0,34.81,23.22,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,19.18,0,13.42,12.51,0,0,523.64,0,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,43.61,19.98,0,0,0,0,0,0,0,0,0,15.86,0,285.6,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0,34.81,23.22,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,19.18,0,26.91,12.51,2.55,0,578.81,0,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,43.61,19.98,0,0,0,0,0,0,0,0,0,15.86,0,301.79,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0,34.81,23.22,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,19.18,9.29,40.43,12.51,12.63,0,626.77,15.81,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,43.61,19.98,0,0,0,0,0,0,0,3.66,0,15.86,0,317.98,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0,34.81,23.22,25.32,40.66,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,19.18,18.56,40.43,12.51,15.35,7.73,654.92,31.62,19.95,416.92,0,0,43.67,142.25,0,0,0,17.03,0,0,0,59.04,19.98,0,0,0,0,0,0,0,15.87,0,15.86,0,329.39,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0,46.41,23.22,25.32,40.66,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,19.18,27.87,40.43,18.76,37.9,26.29,654.98,47.41,19.95,416.92,0,0,43.67,142.25,0,0,0,37.46,0,0,0,86.3,19.98,0,0,0,0,0,0,0,15.87,0,16.24,0,334.74,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0,47.37,23.22,25.32,40.66,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,19.18,27.87,40.43,18.76,37.9,26.29,654.98,47.41,19.95,416.92,0,0,43.67,142.25,0,0,0,37.46,0,0,0,112.18,19.98,0,0,0,0,0,0,0,15.87,0,16.24,0,334.74,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0,47.37,23.22,25.32,40.66,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,18.96,27.87,40.43,18.76,37.9,26.29,654.98,47.41,19.95,416.92,0,0,43.67,142.25,0,0,0,37.46,0,0,0,112.18,19.98,0,0,0,0,0,0,0,15.87,0,16.24,0,334.74,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,5.52,47.37,23.22,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,18.72,27.87,40.43,18.76,37.9,26.29,654.98,47.41,19.95,416.92,0,0,43.67,142.25,0,0,0,37.46,0,0,0,112.18,19.98,0,0,0,0,0,0,0,15.87,0,16.24,0,334.74,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,5.52,47.37,23.22,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,18.01,27.87,40.43,18.76,37.9,26.29,654.98,47.41,19.95,416.92,0,0,43.67,142.25,0,0,0,37.46,0,0,0,112.18,19.98,0,0,0,0,0,0,0,15.87,0,16.24,0,334.74,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,5.52,47.37,27.1,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,18.55,27.87,40.43,18.76,37.9,26.29,654.98,47.41,19.95,416.92,0,0,43.67,142.25,0,0,0,37.46,0,0,0,112.18,19.98,0,0,0,0,0,0,0,3.42,0,16.24,0,334.74,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,5.52,47.37,27.1,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,19.18,18.56,40.43,6.25,25.27,15.2,654.98,31.62,19.95,416.92,0,0,43.67,142.25,0,0,0,17.03,0,0,0,79.93,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,2.34,46.65,28.39,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,19.18,9.29,40.43,6.25,25.27,7.73,654.98,15.81,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,59.96,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,2.34,46.65,28.39,25.32,40.66,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,19.18,9.29,40.43,6.25,12.63,1.27,626.78,15.81,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,39.97,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,1.48,46.65,28.39,25.32,40.66,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,19.18,9.29,40.43,6.25,12.63,0,578.9,15.81,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,39.97,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,1.48,34.81,28.39,25.32,40.66,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,19.18,9.29,40.43,6.25,12.63,0,530.86,31.62,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,19.99,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,1.48,34.81,28.39,25.32,40.66,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,19.18,9.29,40.43,6.25,12.63,0,408.75,31.62,19.95,354.6,0,0,43.67,142.25,0,0,0,8.51,0,0,0,19.99,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,1.48,34.81,28.39,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,19.18,9.29,40.43,6.25,12.63,0,360.79,31.62,19.95,276.57,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,66.88,19.71,0,0.7,0,0,0,133.99,0,1.48,34.81,28.39,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,19.18,9.29,40.43,6.25,12.63,0,360.79,31.62,19.95,230.52,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,66.88,15.66,0,0.7,0,0,0,133.99,0,1.48,34.81,28.39,20.81,33.21,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,18.15,9.29,26.91,6.25,12.63,0,360.79,31.62,19.95,230.52,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,66.88,11.77,0,0.7,0,0,0,133.99,0,1.48,34.81,28.39,15.81,25.17,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,17.2,9.29,26.91,6.25,12.63,0,360.79,31.62,19.95,229.67,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,66.88,11.77,0,0.7,0,0,0,133.99,0,1.48,23.82,28.39,15.81,25.17,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,14.88,0,13.42,12.51,12.63,0,360.79,31.62,13.99,229.31,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,11.77,0,0.7,0,0,0,133.99,0,1.48,23.82,28.39,15.81,25.17,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,16.9,0,13.42,12.51,12.63,0,360.79,31.62,12.86,229.31,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,11.77,0,0.7,0,0,0,133.99,0,1.48,23.82,28.39,15.81,25.17,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,17.89,0,0,12.51,12.63,0,360.79,31.62,12.86,229.31,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,11.7,0,0.7,0,0,0,133.99,0,1.48,23.82,28.39,13.93,22.36,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,18.6,0,0,12.51,12.63,0,360.79,31.62,12.86,229.31,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,11.7,0,0.7,0,0,0,133.99,0,0.74,23.82,28.39,13.93,22.36,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,19.18,0,0,12.51,12.63,0,360.79,31.62,12.86,229.31,0,0,35.04,125.78,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,11.7,0,0.7,0,0,0,133.99,0,0.74,23.82,28.39,13.93,22.36,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,19.18,0,0,12.51,12.63,0,360.79,31.62,12.86,229.31,0,0,35.93,114.14,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,11.7,0,0.7,0,0,0,133.99,0,0.74,23.82,28.39,13.93,22.36,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,19.18,0,0,12.51,12.63,0,360.79,31.62,14.42,229.31,0,0,24.48,96.24,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,11.7,0,0.7,0,0,0,133.99,0,0.74,11.9,28.39,13.93,22.36,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,19.18,0,0,6.25,12.63,0,322.43,31.62,14.42,229.31,0,0,24.48,96.24,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,11.72,0,0.7,0,0,0,133.99,0,0.74,11.9,28.39,13.93,22.36,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,17.12,0,0,6.25,0,0,264.87,31.62,16.81,229.31,0,0,24.48,96.24,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,11.72,0,0.7,0,0,0,133.99,0,0.74,0,28.39,13.93,22.36,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,18.98,0,0,6.25,0,0,264.87,31.62,16.81,229.31,0,0,24.48,78.24,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,11.72,0,0.7,0,0,0,133.99,0,0.74,0,28.39,13.93,22.36,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,18.62,0,0,6.25,0,0,264.87,31.62,16.81,229.31,0,0,24.48,78.24,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,11.72,0,0.7,0,0,0,133.99,0,0.74,0,28.39,13.93,22.36,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,19.04,0,0,6.25,0,0,264.87,31.62,16.81,229.31,0,0,24.48,78.24,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,11.72,0,0.7,0,0,0,133.99,0,0.74,0,28.39,13.93,22.36,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,19.18,0,0,6.25,0,0,264.87,31.62,16.81,229.31,0,0,24.48,78.24,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,11.72,0,0.7,0,0,0,133.99,0,0.74,0,28.39,13.93,22.36,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,16.38,0,0,6.25,0,0,264.87,31.62,16.81,229.31,0,0,24.48,78.24,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,319.41,88.25,24.47,113.91,0,59.62,0,12.81,11.72,0,0.7,0,0,0,133.99,0,0.74,0,28.39,13.93,22.36,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,19.18,0,0,6.25,0,0,264.87,31.62,16.81,229.31,0,0,24.48,78.24,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,338.3,61.61,24.47,113.91,0,59.62,0,12.81,11.72,0,0.7,0,0,0,122.14,0,0.74,11.9,28.39,13.93,22.36,27.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,19.18,0,0,6.25,0,0,264.87,31.62,16.81,229.31,0,0,24.48,78.24,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,351.79,61.61,24.47,113.91,0,59.62,0,12.81,11.72,0,0.7,0,0,0,122.14,0,0.74,11.9,28.39,13.93,22.36,27.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,18.53,0,0,6.25,0,0,264.87,31.62,11.45,229.31,0,0,28.3,94.5,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,357.19,61.61,24.47,113.91,0,59.62,0,12.81,11.72,0,0.7,0,0,0,122.14,0,0.74,11.9,28.39,13.93,22.36,27.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,19.18,0,0,6.25,0,0,332.02,31.62,11.45,229.31,0,0,29.01,114.14,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,362.58,61.61,24.47,113.91,0,59.62,0,12.81,11.72,0,0.7,0,0,0,122.14,0,0.74,23.82,28.39,13.93,22.36,27.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

