Block,Time Block,BRBCL,BSIUL,CHAMERA3,CHAMERA2,DADRT2,CHAMERA1,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KOTESHWR,KUDGI,MAPS,NAPP,NLCEXP,NJPC,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,SIMHST1,SINGRAULI_HYDRO,RAMPUR,RSTPSU1TO6,SIMHST2,RAPPC,NTPL,RSTPSU7,SINGRAULI,PARBATI3,SALAL,SEWA2,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,TelanganaSTPP,TANAKPUR,TALA,TEHRI,TANDA2,TALST2,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,UNCHAHAR2,AURY_LF,DADRI_GF,URI2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,URI,AURY_CRF,AURY_RF,DADRI_LF,VALLURNTECL,ANTA_CRF,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,19.18,6.25,0,12.63,360.79,0,0,16.81,0,228.72,0,0,29.01,114.14,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,134.88,88.25,0,1.1,0,23.82,0,0,11.39,0,13.93,22.36,0,0,30.96,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,19.18,6.25,0,12.63,360.79,0,0,16.81,0,228.72,0,0,29.01,114.14,0,0,0,0,8.51,0,0,20.09,0,2.64,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,134.88,88.25,0,1.1,0,23.82,0,0,11.39,0,13.93,22.36,0,0,30.96,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,19.18,6.25,0,12.63,360.79,0,0,16.81,0,228.72,0,0,35.04,114.14,0,0,0,0,8.51,0,0,20.09,0,19.99,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,134.88,88.25,0,0,0,23.82,0,0,11.39,0,13.93,22.36,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,19.18,6.25,0,0,360.79,0,0,16.81,0,228.72,0,0,35.04,114.14,0,0,0,0,8.51,0,0,20.09,0,19.99,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,134.88,88.25,0,0,0,23.82,0,0,11.39,0,13.93,22.36,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,19.18,6.25,0,0,360.79,0,0,16.81,0,262.77,0,0,35.04,114.14,0,0,0,0,8.51,0,0,20.09,0,19.99,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,134.88,88.25,0,0,0,34.99,0,0,11.39,0,13.93,22.36,0,0,25.8,0,0,0,0,0,33.89,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,19.18,6.25,0,0,393.41,13.42,0,19.71,0,332.32,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,19.99,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,134.88,88.25,0,0,0,34.99,0,0,15.68,0,20.33,32.62,0,0,25.8,0,0,0,0,0,33.89,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,19.18,12.51,0,0,435.02,37.13,0,19.95,0,402.88,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,19.99,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,134.88,88.25,0,0,0,34.99,0,0,18.9,0,23.53,32.62,0,0,25.8,0,0,0,0,0,33.89,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,19.18,12.51,0,0,482.98,40.43,0,19.95,0,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,39.97,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,134.88,88.25,0,0,0,34.99,0,0,19.71,0,25.32,39.79,0,0,25.8,0,0,0,0,0,33.89,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,19.18,12.51,0,2.55,540.53,40.43,1.27,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,59.96,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,13.38,15.86,59.62,0,113.91,134.88,88.25,0,0,0,34.99,0,0,19.71,0,25.32,40.66,0,0,25.8,0,0,0,0,0,33.89,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,19.18,12.51,9.29,12.63,568.76,40.43,15.2,19.95,31.62,416.92,0,0,43.67,142.25,0,0,0,0,17.03,0,0,20.09,0,79.93,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,66.88,15.86,59.62,0,113.91,134.88,88.25,0,0,0,46.65,0,0,19.71,0,25.32,40.66,0,0,25.8,0,0,0,0,0,33.89,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,19.18,18.76,27.87,37.9,578.9,40.43,26.29,19.95,47.41,416.92,0,0,43.67,142.25,0,0,0,0,37.46,0,0,20.09,0,109,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,66.88,16.24,59.62,0,113.91,134.88,88.25,0,0,0,47.61,0,0,19.71,0,25.32,40.66,0,0,25.8,0,0,0,0,0,38.13,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,19.18,18.76,27.87,37.9,646.04,40.43,26.29,19.95,47.41,416.92,0,0,43.67,142.25,0,0,0,0,37.46,0,0,20.09,0,109,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,66.88,16.24,59.62,0,113.91,134.88,88.25,0,0,0,47.61,0,0,19.71,0,25.32,40.66,0,0,25.8,0,0,0,0,0,38.13,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,19.18,18.76,27.87,37.9,655.27,40.43,26.29,19.95,47.41,416.92,0,0,43.67,142.25,0,0,0,0,37.46,0,0,20.09,0,109,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,66.88,16.24,59.62,0,113.91,134.88,88.25,0,0,0,47.61,0,0,19.71,0,25.32,40.66,0,0,25.8,0,0,0,0,0,38.13,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,19.18,18.76,27.87,37.9,655.27,40.43,26.29,19.95,47.41,416.92,0,0,43.67,142.25,0,0,0,0,37.46,0,0,20.09,0,109,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,12.81,16.24,59.62,0,113.91,134.88,88.25,0,0,0,47.61,0,0,19.71,0,25.32,40.66,0,0,25.8,0,0,0,0,0,38.13,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,19.18,18.76,27.87,37.9,655.27,40.43,15.32,19.95,47.41,416.92,0,0,43.67,142.25,0,0,0,0,37.46,0,0,20.09,0,109,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,12.81,16.24,59.62,0,113.91,134.88,88.25,0,0,0,47.61,0,0,19.71,0,25.32,40.66,0,0,25.8,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,19.18,18.76,27.87,37.9,655.27,40.43,15.2,19.95,47.41,416.92,0,0,43.67,142.25,0,0,0,0,37.46,0,0,20.09,0,109,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,3.42,12.81,16.24,59.62,0,113.91,134.88,88.25,0,0,0,47.61,0,0,19.71,0,25.32,40.66,0,0,25.8,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,19.18,6.25,9.29,25.27,655.27,40.43,1.27,19.95,31.62,416.92,0,0,43.67,142.25,0,0,0,0,17.03,0,0,20.09,0,79.93,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,6.11,12.81,15.86,59.62,0,113.91,134.88,88.25,0,0.24,0,47.61,0,0,19.71,0,25.32,40.66,0,0,23.22,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,19.18,6.25,9.29,12.63,655.27,40.43,1.27,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,17.03,0,0,20.09,0,59.96,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,31.75,12.81,15.86,59.62,0,113.91,134.88,88.25,0,0.24,0,35.71,0,0,19.71,0,25.32,40.66,0,0,23.22,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,19.18,6.25,9.29,12.63,655.27,36.75,0,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,17.03,0,0,20.09,0,39.97,0,0,0,0,0,0.7,0,0,0,24.47,0,0,120.82,31.75,12.81,15.86,59.62,0,113.91,134.88,88.25,0,0.24,0,35.54,0,0,19.71,0,25.32,40.66,0,0,23.22,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,19.18,6.25,9.29,12.63,655.27,26.91,0,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,17.03,0,0,20.09,0,18.17,0,0,0,0,0,0.7,0,0,0,24.47,0,0,120.82,31.75,12.81,15.86,59.62,0,113.91,134.88,88.25,0,0.24,0,23.33,0,0,19.71,0,25.32,40.66,0,0,23.22,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,19.18,6.25,9.29,12.63,655.27,26.91,0,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,17.03,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,120.82,31.75,12.81,15.86,59.62,0,113.91,134.88,88.25,0,0.24,0,11.9,0,0,19.71,0,25.32,40.66,0,0,23.22,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,19.18,6.25,9.29,12.63,655.27,23.79,0,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,120.82,31.75,12.81,15.86,59.62,0,113.91,134.88,88.25,0,0.24,0,11.72,0,0,19.71,0,25.32,40.66,0,0,23.22,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,19.18,6.25,0,12.63,655.27,13.42,0,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,120.82,31.75,12.81,15.86,59.62,0,113.91,134.88,88.25,0,0.74,0,11.54,0,0,19.71,0,25.32,40.66,0,0,25.8,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,19.18,6.25,0,12.63,655.27,13.42,0,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,120.82,6.11,12.81,15.86,59.62,0,113.91,134.88,88.25,0,0.74,0,0,0,0,19.71,0,25.32,40.66,0,0,25.8,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,19.18,6.25,0,12.63,582.92,0,0,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,120.82,3.42,25.64,15.86,59.62,0,113.91,134.88,88.25,0,1.1,0,0,0,0,19.71,0,25.32,40.66,0,0,25.8,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,19.18,6.25,0,12.63,446.02,0,0,19.95,15.81,395.43,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,120.82,0,25.64,15.86,59.62,0,113.91,134.88,88.25,0,1.1,0,0,0,0,19.71,0,25.32,40.66,0,0,25.8,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,19.18,6.25,0,12.63,344.37,0,0,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,120.82,0,25.64,15.86,59.62,0,113.91,134.88,88.25,0,1.1,0,0,0,0,19.71,0,25.32,40.66,0,0,25.8,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,19.18,6.25,0,12.63,277.23,0,0,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,120.82,0,25.64,15.86,59.62,0,113.91,134.88,88.25,0,1.1,0,0,0,0,19.71,0,25.32,40.66,0,0,25.8,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,19.18,6.25,0,0,277.23,0,0,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,120.82,0,25.64,15.86,59.62,0,113.91,134.88,88.25,0,1.1,0,0,0,0,19.71,0,25.32,40.66,0,0,25.8,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,19.18,6.25,0,0,277.23,0,0,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,120.82,0,25.64,15.86,59.62,0,113.91,134.88,88.25,0,1.1,0,0,0,0,19.71,0,25.32,40.66,0,0,25.8,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,18.49,6.25,0,0,277.23,0,0,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,120.82,0,25.64,15.86,59.62,0,113.91,134.88,88.25,0,1.1,0,0,0,0,19.71,0,25.32,40.66,0,0,23.22,0,0,0,0,0,33.89,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,19.18,6.25,0,0,276.64,0,0,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,120.82,0,25.64,15.86,59.62,0,113.91,134.88,88.25,0,1.1,0,0,0,0,19.71,0,25.32,40.66,0,0,23.22,0,0,0,0,0,33.89,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,19.18,6.25,0,0,581.04,0,0,19.95,15.81,356.34,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,126.75,0,38.45,15.86,59.62,0,113.91,134.88,88.25,0,1.1,0,0,0,0,14.85,0,19.37,31.87,0,0,25.8,0,0,0,0,0,33.89,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,17.91,6.25,0,0,581.04,0,0,19.95,15.81,297.05,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,129.43,0,38.45,15.86,59.62,0,113.91,134.88,88.25,0,1.1,0,0,0,0,14.85,0,19.37,31.87,0,0,25.8,0,0,0,0,0,33.89,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,16.83,6.25,0,0,581.04,0,0,19.95,15.81,251,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,130.87,0,38.45,15.86,59.62,0,113.91,134.88,88.25,0,0.74,0,0,0,0,14.85,0,19.37,31.87,0,0,25.8,0,0,0,0,0,33.89,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,17.23,6.25,0,0,581.04,0,0,19.95,15.81,251,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,131.63,0,38.45,15.86,59.62,0,113.91,134.88,88.25,0,0.74,0,0,0,0,14.85,0,19.37,31.87,0,0,25.8,0,0,0,0,0,33.89,0,0,0,0,0,0,0,0,0,0,0

