Column1,Time,NR/01102023/22052037/LT-59,GNA/NR/2024/10/01/4083,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2024/10/06/7115,GNA/NR/2024/10/06/1802,GNA/NR/2024/10/01/8106,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/9582,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/6101,NR/01102023/31052040/LT-31,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/NR/2024/10/01/3642,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07
1,00:00-00:15,4.35,54.36,273.25,0,0,6.46,197.15,115.54,0,96.64,8.78,32,0,8.78,4.09,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,10,31,30,9,6.8,10,0,31,0,0,26.35,4.08,90.47,87.17

2,00:15-00:30,4.35,54.36,273.25,0,0,6.46,197.15,115.54,0,96.64,8.78,32,0,8.78,4.09,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,9.67,30.33,29,8.66,6.8,9.66,0,30.33,0,0,26.35,4.08,90.47,87.17

3,00:30-00:45,4.35,54.36,273.25,0,0,6.46,197.15,115.54,0,96.64,8.78,32,0,8.78,4.09,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,9.33,30,28,8.66,6.8,9.34,0,30,0,0,26.35,4.08,90.47,87.17

4,00:45-01:00,4.35,54.36,273.25,0,0,6.46,197.15,115.54,0,96.64,8.78,32,0,8.78,4.09,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,9.17,29.67,27.5,8.34,6.8,9.16,0,29.67,0,0,26.35,4.08,90.47,87.17

5,01:00-01:15,4.35,54.36,273.25,0,0,6.46,197.15,115.54,30.92,96.64,8.78,32,0,8.78,4.09,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,9,29.33,27,8.34,6.8,9,0,29.33,0,0,26.35,4.08,90.47,87.17

6,01:15-01:30,4.35,54.36,273.25,0,0,6.46,197.15,115.54,37.11,96.64,8.78,32,0,8.78,4.09,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,8.83,29.33,26.5,8.34,6.8,8.84,0,29.33,0,0,26.35,4.08,90.47,87.17

7,01:30-01:45,4.35,54.36,273.25,9.17,0,6.46,197.15,115.54,43.29,96.64,8.78,9.17,0,8.78,4.09,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,8.67,29,26,8.34,6.8,8.66,0,29,0,0,26.35,4.08,90.47,87.17

8,01:45-02:00,4.35,54.36,273.25,9.17,0,6.46,197.15,115.54,49.48,96.64,8.78,9.17,0,8.78,4.09,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,8.33,28.67,25,8,6.8,8.34,0,28.67,0,0,26.35,4.08,90.47,87.17

9,02:00-02:15,4.19,54.36,273.25,9.17,0,6.46,197.15,70.46,60.32,96.64,8.78,9.17,0,8.78,3.95,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,10.83,35.67,32.5,11,6.8,10.84,0,35.67,0,0,26.35,3.92,100.68,87.17

10,02:15-02:30,4.19,54.36,273.25,18.98,0,6.46,197.15,70.46,85.04,96.64,8.78,18.98,0,8.78,3.95,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,10.5,34.67,31.5,10.34,6.8,10.5,0,34.67,0,0,26.35,3.92,100.68,87.17

11,02:30-02:45,4.19,54.36,273.25,18.98,0,6.46,197.15,70.46,93.55,96.64,8.78,18.98,0,8.78,3.95,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,10,20,30,6.66,6.8,10,0,20,0,0,26.35,3.92,100.68,87.17

12,02:45-03:00,4.19,54.36,273.25,18.98,0,6.46,197.15,70.46,96.64,96.64,8.78,18.98,0,8.78,3.95,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,9.67,19,29,6.66,6.8,9.66,0,19,0,0,26.35,3.92,100.68,87.17

13,03:00-03:15,4.04,54.36,273.25,18.98,0,6.37,197.15,70.46,96.64,96.64,8.78,18.98,0,8.78,3.95,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.5,18.33,22.5,6.66,6.8,7.5,0,18.33,0,0,26.35,3.92,100.68,87.17

14,03:15-03:30,4.04,54.36,273.25,18.98,0,6.37,197.15,70.46,96.64,96.64,8.78,18.98,0,8.78,3.95,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.5,18.33,22.5,6.66,6.8,7.5,0,18.33,0,0,26.35,3.92,100.68,87.17

15,03:30-03:45,4.04,54.36,273.25,18.98,0,6.37,197.15,70.46,96.64,96.64,8.78,18.98,0,8.78,3.95,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.5,18.33,22.5,6.66,6.8,7.5,0,18.33,0,0,26.35,3.92,100.68,87.17

16,03:45-04:00,4.04,54.36,273.25,18.98,0,6.37,197.15,70.46,96.64,96.64,8.78,18.98,0,8.78,3.95,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.5,18.33,22.5,6.66,6.8,7.5,0,18.33,0,0,26.35,3.92,100.68,87.17

17,04:00-04:15,4.04,54.36,273.25,18.98,0,6.37,197.15,70.46,96.64,96.64,8.78,18.98,0,8.78,3.81,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.5,18.33,22.5,6.66,6.8,7.5,0,18.33,0,0,26.35,3.92,100.68,87.17

18,04:15-04:30,4.04,54.36,273.25,18.98,0,6.37,197.15,70.46,96.64,96.64,8.78,18.98,0,8.78,3.81,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.5,18.33,22.5,6.66,6.8,7.5,0,18.33,0,0,26.35,3.92,100.68,87.17

19,04:30-04:45,4.04,54.36,273.25,20.28,0,6.37,197.15,70.46,96.64,96.64,8.78,20.28,0,8.78,3.81,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.5,18.33,22.5,6.66,6.8,7.5,0,18.33,0,0,26.35,3.92,100.68,87.17

20,04:45-05:00,4.04,54.36,273.25,24.08,0,6.37,197.15,70.46,96.64,96.64,8.78,24.08,0,8.78,3.81,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.5,18.33,22.5,6.66,6.8,7.5,0,18.33,0,0,26.35,3.92,100.68,87.17

21,05:00-05:15,3.88,54.36,273.25,24.08,0,6.37,197.15,70.46,96.64,96.64,8.78,24.08,0,8.78,3.81,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.5,18.33,22.5,6.66,6.8,7.5,0,18.33,0,0,26.35,3.85,100.68,87.17

22,05:15-05:30,3.88,54.36,273.25,24.08,0,6.37,197.15,70.46,96.64,96.64,8.78,24.08,0,8.78,3.81,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.5,18.33,22.5,6.66,6.8,7.5,0,18.33,0,0,26.35,3.85,100.68,87.17

23,05:30-05:45,3.88,54.36,273.25,26.87,0,6.37,197.15,70.46,96.64,96.64,8.78,26.87,0,8.78,3.81,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.5,23,22.5,6.66,6.8,7.5,0,23,0,0,26.35,3.85,100.68,87.17

24,05:45-06:00,3.88,54.36,273.25,26.87,0,6.37,197.15,70.46,96.64,96.64,8.78,26.87,0,8.78,3.81,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.5,22.67,22.5,6.66,6.8,7.5,0,22.67,0,0,26.35,3.85,100.68,87.17

25,06:00-06:15,3.88,0,273.25,26.87,0,6.37,159.87,70.46,96.64,96.64,8.78,26.87,0,8.78,3.72,31.29,26.35,26.35,0,0,17.16,0,0,8.33,0,0,0,1,7.5,21.67,22.5,6.66,6.8,7.5,0,21.67,0,3.71,26.35,3.85,100.68,68.16

26,06:15-06:30,3.88,0,273.25,26.87,0,6.37,159.87,70.46,96.64,96.64,8.78,26.87,0,8.78,3.72,31.29,26.35,26.35,0,0,32.28,0,1,17.84,0,0,0,2,7.5,21,22.5,6.66,6.8,7.5,0.13,21,1,9.89,26.35,3.85,100.68,68.16

27,06:30-06:45,3.88,0,231.94,25.43,0.4,6.37,159.87,70.46,96.64,96.64,8.78,25.43,0.39,8.78,3.72,31.29,26.35,26.35,0.39,2,27.8,2,4,27.8,0.19,1,0.93,5,7.5,20,22.5,6.66,6.8,7.5,4.57,20,3,13.6,26.35,3.85,100.68,68.16

28,06:45-07:00,3.88,0,231.94,26.54,0.72,6.37,159.87,70.46,96.64,96.64,8.78,26.54,0.7,8.78,3.72,31.29,26.35,26.35,0.7,3,28.45,3,7,28.45,0.59,3,2.98,8,7.5,19.33,22.5,6.66,6.8,7.5,10.32,19.33,4,17.3,26.35,3.85,100.68,68.16

29,07:00-07:15,3.88,0,231.94,24.8,1.2,6.37,159.87,70.46,96.64,96.64,8.78,24.8,1.17,8.78,3.72,31.29,26.35,26.35,1.17,5,27.85,7,14,27.84,1.94,6,9.7,10,7.5,18.33,22.5,6.66,6.8,7.5,17.91,18.33,5,21.01,26.35,3.85,0,68.16

30,07:15-07:30,3.88,0,231.94,24.8,1.88,6.37,159.87,70.46,96.64,96.64,8.78,24.8,1.84,8.78,3.72,31.29,26.35,26.35,1.84,7,26.23,10,25,26.24,3.45,10,17.24,15,7.5,18.33,22.5,6.66,6.8,7.5,26.65,18.33,7,26.23,26.35,3.85,0,68.16

31,07:30-07:45,3.88,0,231.94,26.87,2.87,6.37,159.87,70.46,96.64,96.64,8.78,26.87,2.79,8.78,3.72,31.29,26.35,26.35,2.79,8,28.47,15,39,28.46,6.19,16,30.97,18,7.5,18.33,22.5,6.66,6.8,7.5,35.64,18.33,9,28.47,26.35,3.85,0,68.16

32,07:45-08:00,3.88,0,231.94,26.87,3.53,6.37,159.87,70.46,96.64,96.64,8.78,26.87,3.45,8.78,3.72,30.79,26.35,26.35,3.45,12,29.13,21,53,29.14,9.46,22,47.29,25,7.5,18.33,22.5,6.66,6.8,7.5,44.92,18.33,12,29.13,26.35,3.85,0,68.16

33,08:00-08:15,4.19,0,273.25,26.87,4.52,6.37,159.87,70.46,96.64,96.64,8.78,26.87,4.41,8.78,3.72,30.79,26.35,26.35,4.41,17,29.8,28,67,29.8,12.5,28,62.49,32,7.5,18.33,22.5,6.66,6.8,7.5,54.38,18.33,15,29.8,26.35,3.85,0,68.16

34,08:15-08:30,4.19,0,231.94,26.87,5.59,6.37,159.87,70.46,96.64,96.64,8.78,26.87,5.44,8.78,3.72,30.79,26.35,26.35,5.44,21,31.57,36,81,31.56,16.63,34,83.15,39,7.5,18.33,22.5,6.66,6.8,7.5,63.65,18.33,19,31.57,26.35,3.85,0,68.16

35,08:30-08:45,4.19,0,193.28,26.87,6.6,6.37,206.37,70.46,96.64,96.64,8.78,26.87,6.44,8.78,3.72,30.79,26.35,26.35,6.44,25,32.5,44,95,32.5,20.92,40,104.58,46,7.5,18.33,22.5,6.66,6.8,7.5,72.54,18.33,22,32.5,26.35,3.85,0,68.16

36,08:45-09:00,4.19,0,193.28,26.87,7.63,6.37,206.37,70.46,96.64,96.64,8.78,26.87,7.44,8.78,3.72,30.79,26.35,26.35,7.44,28,32.5,51,109,32.5,24.65,46,123.24,53,7.5,18.33,22.5,6.66,6.8,7.5,81.18,18.33,25,32.5,26.35,3.85,0,68.16

37,09:00-09:15,4.19,0,150.28,26.87,8.54,6.27,206.37,70.46,96.64,96.64,8.78,26.87,8.33,8.78,3.62,30.79,26.35,26.35,8.33,31,32.83,59,123,32.84,27.93,52,139.66,60,6.67,13.33,20,6.66,6.8,6.66,89.58,13.33,28,32.83,26.35,3.85,0,68.16

38,09:15-09:30,4.19,0,150.28,26.87,9.44,6.27,206.37,70.46,96.64,96.64,8.78,26.87,9.22,8.78,3.62,30.79,26.35,26.35,9.22,34,32.83,64,137,32.84,31.1,58,155.48,66,6.67,13.33,20,6.66,6.8,6.66,97.11,13.33,32,32.83,26.35,3.85,0,68.16

39,09:30-09:45,4.51,0,150.28,26.87,10.34,6.27,206.37,70.46,96.64,96.64,8.78,26.87,10.09,8.78,3.62,30.79,26.35,26.35,10.09,37,33,73,151,33,33.93,64,169.67,72,6.67,13.33,20,6.66,6.8,6.66,104.21,13.33,35,33,26.35,3.85,0,68.16

40,09:45-10:00,4.51,0,150.28,26.87,11.5,6.27,206.37,70.46,96.64,96.64,8.78,26.87,11.21,8.78,3.62,30.79,26.35,26.35,11.21,39,33,81,161,33,36.53,69,182.65,77,6.67,13.33,20,6.66,6.8,6.66,110.92,13.33,37,33,26.35,3.85,0,68.16

41,10:00-10:15,4.51,0,150.28,26.87,12.13,6.27,206.37,70.46,96.64,96.64,8.78,26.87,11.83,8.78,3.62,30.79,26.35,26.35,11.83,41,33,85,172,33,42.29,73,211.48,83,6.67,13.33,20,6.66,6.8,6.66,116.31,13.33,39,33,26.35,3.85,0,68.16

42,10:15-10:30,4.51,0,150.28,26.87,13.26,6.27,206.37,70.46,96.64,96.64,8.78,26.87,12.93,8.78,3.62,30.79,26.35,26.35,12.93,42,33,89,179,33,44.66,76,223.32,87,6.67,13.33,20,6.66,6.8,6.66,120.25,13.33,41,33,26.35,3.85,0,68.16

43,10:30-10:45,4.51,0,150.28,26.87,13.76,6.27,206.37,70.46,96.64,96.64,8.78,26.87,13.43,8.78,3.62,30.79,26.35,26.35,13.43,44,33,91,186,33,46,79,230,90,6.67,13.33,20,6.66,6.8,6.66,117.38,13.33,43,33,26.35,3.85,0,68.16

44,10:45-11:00,4.51,0,150.28,26.87,14.68,6.27,206.37,70.46,96.64,96.64,8.78,26.87,14.32,8.78,3.62,30.79,26.35,26.35,14.32,45,33,91,193,33,46,82,230,93,6.67,13.33,20,6.66,6.8,6.66,118.63,13.33,44,33,26.35,3.85,0,68.16

45,11:00-11:15,4.35,0,150.28,26.87,14.96,6.27,206.37,70.46,96.64,96.64,8.78,26.87,14.6,8.78,3.62,30.79,26.35,26.35,14.6,46,33,92,196,33,46,84,230,95,6.67,13.33,20,6.66,6.8,6.66,119.28,13.33,45,33,26.35,4,0,68.16

46,11:15-11:30,4.35,0,150.28,26.87,15.66,6.27,206.37,70.46,96.64,96.64,8.78,26.87,15.28,8.78,3.62,30.79,26.35,26.35,15.28,47,33,92,196,33,46,84,230,95,6.67,13.33,20,6.66,6.8,6.66,119.37,13.33,45,33,26.35,4,0,68.16

47,11:30-11:45,4.35,0,150.28,26.87,15.66,6.27,206.37,70.46,96.64,96.64,8.78,26.87,15.28,8.78,3.62,30.79,26.35,26.35,15.28,47,33,92,196,33,46,84,230,95,6.67,13.33,20,6.66,6.8,6.66,122.68,13.33,45,33,26.35,4,0,68.16

48,11:45-12:00,4.35,0,150.28,26.87,15.66,6.27,206.37,70.46,96.64,96.64,8.78,26.87,15.28,8.78,3.62,30.79,26.35,26.35,15.28,47,33,92,196,33,46,84,230,95,6.67,13.33,20,6.66,6.8,6.66,125.25,13.33,45,33,26.35,4,0,68.16

49,12:00-12:15,4.51,0,150.28,26.87,15.66,6.18,206.37,70.46,96.64,96.64,8.78,26.87,15.28,8.78,3.72,30.79,26.35,26.35,15.28,46,33,91,196,33,46,84,230,95,6.67,13.33,20,6.66,6.8,6.66,128.18,13.33,45,33,26.35,4.08,0,68.16

50,12:15-12:30,4.51,0,150.28,26.87,15.66,6.18,206.37,70.46,96.64,96.64,8.78,26.87,15.28,8.78,3.72,30.79,26.35,26.35,15.28,46,33,91,196,33,46,84,230,95,6.67,13.33,20,6.66,6.8,6.66,129.47,13.33,45,33,26.35,4.08,0,68.16

51,12:30-12:45,4.51,0,193.28,26.87,15.66,6.18,206.37,70.46,96.64,96.64,8.78,26.87,15.28,8.78,3.72,31.29,26.35,26.35,15.28,46,33,91,196,33,46,84,230,95,6.67,13.33,20,6.66,6.8,6.66,126.57,13.33,45,33,26.35,4.08,0,68.16

52,12:45-13:00,4.51,0,231.94,26.87,15.66,6.18,206.37,70.46,96.64,96.64,8.78,26.87,15.28,8.78,3.72,31.29,26.35,26.35,15.28,46,33,91,196,33,46,84,230,95,6.67,13.33,20,6.66,6.8,6.66,123.27,13.33,45,33,26.35,4.08,0,68.16

53,13:00-13:15,4.67,0,273.25,26.87,15.66,6.18,206.37,70.46,96.64,96.64,8.78,26.87,15.28,8.78,3.81,31.29,26.35,26.35,15.28,46,33,90,196,33,45,84,225,95,6.67,14.33,20,6.66,6.8,6.66,119.02,14.33,45,33,26.35,0,0,68.16

54,13:15-13:30,4.67,0,273.25,26.87,15.66,6.18,206.37,70.46,96.64,96.64,8.78,26.87,15.28,8.78,3.81,31.29,26.35,26.35,15.28,46,33,90,196,33,45,84,225,95,6.67,15.33,20,6.66,6.8,6.66,113.9,15.33,45,33,26.35,0,0,68.16

55,13:30-13:45,4.67,0,273.25,26.87,15.66,6.18,206.37,70.46,96.64,96.64,8.78,26.87,15.28,8.78,3.81,31.29,26.35,26.35,15.28,45,33,91,193,33,45,82,225,93,6.67,13.33,20,6.66,6.8,6.66,116.02,13.33,45,33,26.35,0,0,68.16

56,13:45-14:00,4.67,0,273.25,26.87,14.96,6.18,206.37,70.46,96.64,96.64,8.78,26.87,14.6,8.78,3.81,31.29,26.35,26.35,14.6,44,33,91,189,33,44.74,81,223.69,91,6.67,13.33,20,6.66,6.8,6.66,110.64,13.33,43,33,26.35,0,0,68.16

57,14:00-14:15,4.9,0,273.25,24.8,14.76,6.37,206.37,70.46,96.64,96.64,8.78,24.8,14.4,8.78,3.9,31.29,26.35,26.35,14.4,42,33,91,186,33,46,79,230,87,6.67,13.33,20,6.66,7,6.66,104.81,13.33,41,33,26.35,4.76,0,68.16

58,14:15-14:30,4.9,0,273.25,24.8,14.36,6.37,206.37,70.46,96.64,96.64,8.78,24.8,14.01,8.78,3.9,31.29,26.35,26.35,14.01,41,33,89,179,33,46,76,230,83,6.67,13.33,20,6.66,7.2,6.66,98.71,13.33,40,33,26.35,4.76,0,68.16

59,14:30-14:45,4.9,0,273.25,24.8,13.98,6.37,206.37,70.46,96.64,96.64,8.78,24.8,13.64,8.78,3.9,31.29,26.35,26.35,13.64,39,33,83,172,33,45.6,73,228.02,79,6.67,13.33,20,6.66,7.2,6.66,92.56,13.33,38,33,26.35,4.08,0,68.16

60,14:45-15:00,4.9,0,273.25,24.8,13.31,6.37,206.37,70.46,96.64,96.64,8.78,24.8,12.99,8.78,3.9,31.29,26.35,26.35,12.99,37,33,80,165,33,43.35,70,216.76,74,6.67,13.33,20,6.66,7.2,6.66,86.67,13.33,36,33,26.35,4.08,0,68.16

61,15:00-15:15,5.13,0,273.25,24.8,12.41,6.6,206.37,70.46,96.64,96.64,8.78,24.8,12.1,8.78,4.04,31.29,26.35,26.35,12.1,35,33,76,153,33,37.88,65,189.4,69,6.67,13.33,20,6.66,7.4,6.66,91.07,13.33,33,33,26.35,4.3,0,68.16

62,15:15-15:30,5.13,0,273.25,24.8,11.49,6.6,206.37,70.46,96.64,96.64,8.78,24.8,11.2,8.78,4.04,31.29,26.35,26.35,11.2,33,33,72,139,33,35.29,59,176.46,65,6.67,13.33,20,6.66,7.4,6.66,83.5,13.33,31,33,26.35,4.3,0,68.16

63,15:30-15:45,5.13,0,273.25,24.8,10.57,6.6,206.37,70.46,96.64,96.64,8.78,24.8,10.31,8.78,4.04,31.29,26.35,26.35,10.31,30,33,62,125,33,32.5,53,162.53,59,6.67,13.33,20,6.66,7.4,6.66,74.48,13.33,28,33,26.35,4.3,0,68.16

64,15:45-16:00,5.13,0,273.25,24.8,9.66,6.6,206.37,70.46,96.64,96.64,8.78,24.8,9.43,8.78,4.04,31.29,26.35,26.35,9.43,28,33,56,111,33,29.54,47,147.7,53,6.67,13.33,20,6.66,7.4,6.66,65.33,13.33,25,33,26.35,4.3,0,68.16

