Block,Time Block,NLCTS2EXP,NAPP,NNTPP,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,DADRI_CRF,AURY_RF,AURY_LF,DADRI_RF,DADRI_LF,DADRI_GF,URI2,UNCHAHAR3,ANTA_CRF,ANTA_RF,UNCHAHAR2,URI,ANTA_LF,AURY_GF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_GF,AURY_CRF,SINGRAULI_HYDRO,TEHRI,TANDA2,TALST2,TANAKPUR,TelanganaSTPP,TALA,TEHRIPSP,KUDGI,SASAN,SINGRAULI,RIHAND3,SIMHST1,SIMHST2,RIHAND2,SALAL,SEWA2,RSTPSU1TO6,RSTPSU7,KHSTPP-II,KHSTPP-I,KKNP,KKNPPU2,KISHANGANGA,KOLDAM,KOTESHWR,FSTPP I & II,DULHASTI,JHAJJAR,KGSU3AND4,KGSU1AND2,CHAMERA3,DADRT2,DHAULIGNGA,BSIUL,BRBCL,CHAMERA2,CHAMERA1,RAPPC,RIHAND1,RAMPUR,RAPPB,NTPL,PARBATI3,RAPPD,PARBATI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,15.44,0,0,28.79,46.62,0,0,12.86,0.59,0,0,0,0,72.52,4.19,0,11.43,0,21.44,0,0,366.19,60.05,69.29,0,0,66.57,79.18,17.6,0,0,67.5,24.49,0,0,4.45,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,21.12,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

54,13:15-13:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,15.44,0,0,28.79,46.62,0,0,12.86,0.59,0,0,0,0,72.52,4.19,0,11.43,0,21.44,0,0,366.19,60.05,69.29,0,0,66.57,79.18,17.6,0,0,67.5,24.49,0,0,4.45,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,19.09,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

55,13:30-13:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.93,15.44,0,0,28.79,42.38,0,0,12.86,0.59,0,0,0,0,72.52,4.19,0,11.43,0,21.44,0,0,366.19,60.05,69.29,0,0,66.57,79.18,17.6,0,0,67.5,24.49,0,0,4.45,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,19.88,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

56,13:45-14:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.93,15.44,0,0,28.79,42.38,0,0,12.86,0.59,0,0,0,0,72.52,4.19,0,11.43,0,21.44,0,0,366.19,60.05,69.29,0,0,66.57,79.18,17.6,0,0,67.5,29.06,0,0,4.45,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,22.08,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

57,14:00-14:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.93,15.44,0,0,28.79,42.38,0,0,12.86,0.59,0,0,0,0,72.52,4.19,0,11.43,0,21.44,0,0,366.19,60.05,69.29,0,0,66.57,79.18,11.73,0,0,67.5,24.49,0,0,4.45,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,20.16,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

58,14:15-14:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.93,15.44,0,0,28.79,42.38,0,0,12.86,0.59,0,0,0,0,72.52,4.19,0,11.43,0,21.44,0,0,366.19,60.05,69.29,0,0,66.57,79.18,11.73,0,0,67.5,24.49,0,0,4.45,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,16.57,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

59,14:30-14:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.93,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,72.52,4.19,0,11.43,0,19.13,0,0,366.19,60.05,70.5,0,0,80.22,79.18,11.73,0,0,67.5,24.49,0,0,4.45,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,18.19,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

60,14:45-15:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.93,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,72.52,4.19,0,11.43,0,21.44,0,0,366.19,60.05,70.5,0,0,80.25,79.18,11.73,0,0,67.5,24.49,0,0,4.45,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,14.97,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

61,15:00-15:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.93,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,72.52,4.19,0,11.43,0,21.18,0,0,366.19,60.05,70.5,0,0,80.25,79.18,11.73,0,0,61.35,24.49,0,0,2.23,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,16.21,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

62,15:15-15:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.93,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,72.52,4.19,0,11.43,0,19.64,0,0,366.19,60.05,70.5,0,0,80.25,79.18,11.73,0,0,60.35,24.49,0,0,2.23,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,17.19,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

63,15:30-15:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.93,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,54.39,4.19,0,11.43,0,19.64,0,0,366.19,60.05,69.29,0,0,66.57,79.18,11.73,0,0,55.54,24.49,0,0,2.23,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,23.99,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

64,15:45-16:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.93,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,54.39,4.19,0,11.43,0,19.64,0,0,366.19,60.05,69.29,0,0,66.57,79.18,11.73,0,0,53.53,24.49,0,0,2.23,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,23.99,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

65,16:00-16:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.93,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,54.39,2.93,0,11.43,0,19.35,0,0,366.19,60.05,69.29,0,0,66.57,79.18,11.73,0,0,52.19,24.49,0,0,2.23,8.27,41.11,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,23.99,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

66,16:15-16:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.93,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,54.39,2.93,0,11.43,0,19.16,0,0,366.19,60.05,69.29,0,0,66.57,79.18,11.73,0,0,52.19,24.49,0,0,2.23,8.27,41.11,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,23.99,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

67,16:30-16:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.93,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,54.39,2.93,0,11.43,0,19.1,0,0,366.19,60.05,69.29,0,0,66.57,79.18,11.73,0,0,52.19,24.49,0,0,2.23,8.27,41.11,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,23.04,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

68,16:45-17:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.93,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,54.39,2.93,0,11.43,0,18.94,0,0,366.19,60.05,69.29,0,0,66.57,79.18,11.73,0,0,52.19,24.49,0,0,2.23,8.27,41.11,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,18.63,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

69,17:00-17:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.93,15.44,0,0,28.79,38.15,0,0,12.86,0.59,0,0,0,0,72.52,2.93,0,11.43,0,18.65,0,0,383.17,70.71,84.79,0,0,84.31,79.18,11.73,0,0,61.93,30.57,0,0,2.23,8.27,41.11,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,23.04,45.23,40.46,62.79,28.89,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

70,17:15-17:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.93,16.4,0,0,28.79,38.15,0,0,12.86,0.59,0,0,0,0,72.52,2.93,0,11.43,0,18.53,0,0,390.19,89.82,92.24,0,0,96.03,79.18,11.73,0,0,61.93,30.57,0,0,2.23,8.27,41.11,12.17,51.71,237.07,0,0,32.58,4.94,40.75,18.77,23.99,45.23,40.46,62.79,28.89,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

71,17:30-17:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,25.43,15.44,0,0,28.79,38.15,0,0,12.86,0.59,0,0,0,0,72.52,2.93,0,11.43,0,18.31,0,0,390.19,91.84,92.24,0,0,96.03,79.18,11.73,0,0,61.93,30.57,0,0,2.23,8.27,41.11,12.17,51.71,237.07,0,0,32.58,4.94,40.75,18.77,22.08,45.23,40.46,62.79,28.89,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

72,17:45-18:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,25.43,15.44,0,0,28.79,38.15,0,0,12.86,0.59,0,0,0,0,72.52,2.93,0,11.43,0,18.03,0,0,390.19,91.84,92.24,0,0,96.03,79.18,11.73,0,0,63.31,30.57,0,0,2.23,8.27,41.11,12.17,51.71,237.07,0,0,32.58,4.94,40.75,18.77,22.08,45.23,40.46,62.79,28.89,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

73,18:00-18:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,25.43,14.62,0,0,23.76,42.38,0,0,11.83,1.43,0,0,0,0,72.52,3.33,0,11.43,0,17.88,0,0,390.19,91.84,92.24,0,0,96.03,79.18,11.73,0,0,60.57,29.66,0,0,4.45,8.27,41.11,12.17,51.71,244.82,0,0,32.58,8.12,40.75,18.77,23.04,45.23,40.46,62.79,28.89,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

74,18:15-18:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,25.43,14.62,0,0,23.76,42.38,0,0,11.83,2.22,0,0,0,0,72.52,3.38,0,11.43,0,17.8,0,0,390.19,91.84,92.24,0,0,96.03,79.18,11.73,0,0,60.57,29.66,0,0,4.45,8.27,41.11,12.17,51.71,244.82,0,0,32.58,8.12,40.75,18.77,20.16,45.23,40.46,62.79,28.89,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

75,18:30-18:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,25.43,14.62,0,0,23.76,42.38,0,0,11.83,2.22,0,0,0,0,72.52,3.38,0,11.43,0,17.75,0,0,390.19,91.84,92.24,0,0,96.03,79.18,11.73,0,0,60.57,28.06,0,0,6.68,8.27,41.11,12.17,51.71,140.39,0,0,32.58,8.12,40.75,18.77,21.12,45.23,40.46,62.79,28.89,5.44,0,0,35.68,23.09,41.2,0,0,0,0,0

76,18:45-19:00,0,23.13,0,0,0,0,170.31,0,0,0,0,0,0,0,25.43,14.62,0,0,23.76,42.38,0,0,11.83,2.22,0,0,0,0,73.12,3.38,0,11.43,0,17.75,0,0,390.19,91.84,92.24,0,0,96.03,79.18,17.6,0,0,60.57,28.06,0,0,6.89,8.27,42.85,12.17,55.35,232.61,0,0,34.26,8.12,43.01,19.64,21.12,47.6,40.65,62.79,28.89,5.61,0,0,37.1,23.09,54.03,0,0,0,0,0

77,19:00-19:15,0,23.13,0,0,0,0,170.31,0,0,0,0,0,0,0,23.94,14.62,0,0,23.76,40.26,0,0,11.83,2.22,0,0,0,0,73.12,3.38,0,11.43,0,17.88,0,0,390.19,78.41,118.99,0,0,104.46,79.18,17.6,0,0,60.57,28.06,0,0,6.89,8.27,42.85,12.17,55.35,232.63,0,0,34.26,8.12,43.01,19.64,18.97,47.6,40.65,62.79,38.89,5.61,0,0,37.1,23.09,54.03,0,0,0,0,0

78,19:15-19:30,0,23.13,0,0,0,0,170.31,0,0,0,0,0,0,0,23.94,14.62,0,0,23.76,40.26,0,0,11.83,2.22,0,0,0,0,73.12,3.38,0,11.43,0,18.03,0,0,390.19,78.41,125.58,0,0,104.46,79.18,17.6,0,0,60.57,28.06,0,0,6.89,8.27,42.85,12.17,55.35,232.61,0,0,34.26,8.12,43.01,19.64,18.06,47.6,40.65,62.79,38.89,5.61,0,0,37.1,23.09,54.03,0,0,0,0,0

79,19:30-19:45,0,23.13,0,0,0,0,170.31,0,0,0,0,0,0,0,25.43,14.62,0,0,23.76,36.02,0,0,11.83,2.22,0,0,0,0,73.12,5.33,0,11.43,0,18.91,0,0,390.19,106.81,125.58,0,0,119.32,79.18,17.6,0,0,81.14,37.66,0,0,6.89,8.27,42.85,12.17,55.35,232.61,0,0,34.26,8.12,43.01,19.64,21.12,47.6,40.65,62.79,44.84,5.61,0,0,37.1,23.09,54.03,0,0,0,0,0

80,19:45-20:00,0,23.13,0,0,0,0,170.31,0,0,0,0,0,0,0,25.43,14.62,0,0,23.76,36.02,0,0,11.83,2.22,0,0,0,0,73.12,5.33,0,11.43,0,19.05,0,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,6.89,8.27,42.85,12.17,55.35,232.61,0,0,34.26,8.12,43.01,19.64,23.99,47.6,40.65,62.79,45.13,5.61,0,0,37.1,23.09,54.03,0,0,0,0,0

81,20:00-20:15,0,23.13,0,0,0,0,170.31,0,0,0,0,0,0,0,28.42,14.62,0,0,23.76,36.02,0,0,11.83,3.09,0,0,0,0,73.12,5.33,0,11.43,0,19.19,85.03,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,6.89,8.27,42.85,12.17,55.35,232.61,0,0,34.26,8.12,43.01,19.64,23.99,47.6,40.65,62.79,45.13,5.61,0,0,37.1,23.09,54.03,0,0,0,0,0

82,20:15-20:30,0,23.13,0,0,0,0,170.31,0,0,0,0,0,0,0,28.42,14.62,0,0,23.76,36.02,0,0,11.83,3.09,0,0,0,0,73.12,5.33,0,11.43,0,19.19,170.06,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,6.89,8.27,42.85,12.17,55.35,232.61,0,0,34.26,8.12,43.01,19.64,23.99,47.6,40.65,62.79,45.13,5.61,0,0,37.1,23.09,54.03,0,0,0,0,0

83,20:30-20:45,0,23.13,0,0,0,0,170.31,0,0,0,0,0,0,0,28.42,14.62,0,0,23.76,38.15,0,0,11.83,3.09,0,0,0,0,73.12,5.33,0,11.43,0,19.19,170.06,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,6.89,8.27,42.85,12.17,55.35,232.61,0,0,34.26,8.12,43.01,19.64,23.99,47.6,40.65,62.79,45.13,5.61,0,0,37.1,23.09,54.03,0,0,0,0,0

84,20:45-21:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,14.62,0,0,23.76,38.15,0,0,11.83,3.09,0,0,0,0,73.12,5.33,0,11.43,0,19.19,170.06,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,6.68,8.27,41.11,12.17,51.71,232.61,0,0,32.58,8.12,40.75,12.52,23.99,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,43.9,0,0,0,0,0

85,21:00-21:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,14.62,0,0,23.76,38.15,0,0,11.83,2.65,0,0,0,0,73.12,5.33,0,11.43,0,19.19,170.06,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,6.68,8.27,41.11,12.17,51.71,232.61,0,0,32.58,8.12,40.75,12.52,20.16,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,43.9,0,0,0,0,0

86,21:15-21:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,14.62,0,0,23.76,38.15,0,0,11.83,2.65,0,0,0,0,73.12,5.33,0,11.43,0,19.19,170.06,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,6.68,8.27,41.11,12.17,51.71,232.61,0,0,32.58,8.12,40.75,12.52,23.99,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,43.9,0,0,0,0,0

87,21:30-21:45,0,23.13,0,0,0,0,170.31,0,0,0,0,0,0,0,28.42,14.62,0,0,23.76,38.15,0,0,11.83,2.65,0,0,0,0,73.12,5.33,0,11.43,0,19.05,170.06,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,6.89,8.27,42.85,12.17,55.35,232.61,0,0,34.26,8.12,43.01,19.64,23.99,47.6,40.65,62.79,45.13,5.61,0,0,37.1,23.09,37.14,0,0,0,0,0

88,21:45-22:00,0,23.13,0,0,0,0,170.31,0,0,0,0,0,0,0,28.42,14.62,0,0,23.76,38.15,0,0,11.83,2.65,0,0,0,0,73.12,5.33,0,11.43,0,19.05,170.06,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,6.89,8.27,42.85,12.17,55.35,232.61,0,0,34.26,8.12,43.01,19.64,21.73,47.6,40.65,62.79,45.13,5.61,0,0,37.1,23.09,37.14,0,0,0,0,0

89,22:00-22:15,0,23.13,0,0,0,0,170.31,0,0,0,0,0,0,0,28.42,14.62,0,0,23.76,38.15,0,0,11.83,2.65,0,0,0,0,73.12,5.33,0,11.43,0,19.19,170.06,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,6.89,8.27,42.85,12.17,55.35,232.61,0,0,34.26,8.12,43.01,19.64,21.71,47.6,40.65,62.79,45.13,5.61,0,0,37.1,23.09,37.14,0,0,0,0,0

90,22:15-22:30,0,23.13,0,0,0,0,170.31,0,0,0,0,0,0,0,28.42,14.62,0,0,23.76,38.15,0,0,11.83,2.65,0,0,0,0,73.12,5.33,0,11.43,0,19.19,170.06,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,6.89,8.27,42.85,12.17,55.35,232.61,0,0,34.26,8.12,43.01,19.64,20.16,47.6,40.65,62.79,45.13,5.61,0,0,37.1,23.09,37.14,0,0,0,0,0

91,22:30-22:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,14.62,0,0,23.76,40.26,0,0,11.83,2.65,0,0,0,0,72.52,5.33,0,11.43,0,19.22,170.06,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,4.45,8.27,41.32,12.17,51.71,232.61,0,0,32.58,8.12,40.75,12.52,23.99,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,37.14,0,0,0,0,0

92,22:45-23:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,14.62,0,0,23.76,40.26,0,0,11.83,2.65,0,0,0,0,72.52,5.33,0,11.43,0,19.22,170.06,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,2.23,8.27,41.11,12.17,51.71,232.61,0,0,32.58,8.12,40.75,12.52,22.08,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,37.14,0,0,0,0,0

93,23:00-23:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,14.62,0,0,23.76,40.26,0,0,11.83,2.65,0,0,0,0,72.52,5.33,0,11.43,0,19.22,85.03,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,2.23,8.27,41.11,12.17,51.71,232.61,0,0,32.58,8.12,40.75,12.52,23.04,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,37.14,0,0,0,0,0

94,23:15-23:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,14.62,0,0,23.76,40.26,0,0,11.83,2.65,0,0,0,0,72.52,5.33,0,11.43,0,19.22,0,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,2.23,8.27,41.11,12.17,51.71,232.61,0,0,32.58,8.12,40.75,12.52,18.17,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,37.14,0,0,0,0,0

95,23:30-23:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,14.62,0,0,23.76,40.26,0,0,11.83,2.65,0,0,0,0,72.52,5.33,0,11.43,0,19.22,0,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,2.23,8.27,41.11,12.17,51.71,232.61,0,0,32.58,8.12,40.75,18.77,16.98,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,37.14,0,0,0,0,0

96,23:45-24:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,14.62,0,0,23.76,40.26,0,0,11.83,2.65,0,0,0,0,72.52,5.33,0,11.43,0,19.22,0,0,390.19,108.27,125.58,0,0,120.23,79.18,17.6,0,0,81.14,37.66,0,0,2.23,8.27,41.11,12.17,51.71,232.61,0,0,32.58,8.12,40.75,18.77,16.66,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,37.14,0,0,0,0,0

