Block,Time,CHAMERA2,KHSTPP-I,KKNPPU2,KOLDAM,PARBATI2,RAMPUR,SIMHST1,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,TEHRI,ANTA_CRF,BRBCL,KHSTPP-II,NAPP,RAPPD,SALAL,ANTA_LF,ANTA_RF,DADRI_LF,BSIUL,KGSU1AND2,NLCEXP,NLCIIST2,NNTPP,SEWA2,TALA,URI,AURY_GF,AURY_LF,FSTPP I & II,KUDGI,NJPC,NLCIIST1,RAPPB,RIHAND1,RSTPSU7,DADRI_CRF,KKNP,KOTESHWR,VALLURNTECL,AURY_CRF,AURY_RF,CHAMERA1,CHAMERA3,DADRT2,DULHASTI,UNCHAHAR3,UNCHAHAR4,DHAULIGNGA,MAPS,PARBATI3,RIHAND2,TALST2,TANAKPUR,TEHRIPSP,TelanganaSTPP,UNCHAHAR1,UNCHAHAR2,ANTA_GF,DADRI_RF,JHAJJAR,KGSU3AND4,KISHANGANGA,NLCTS2EXP,NTPL,RAPPC,RIHAND3,RSTPSU1TO6,SASAN,TANDA2,URI2,DADRI_GF
54,13:15-13:30,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,49.3,0,6.52,0,0,0,0,0,2.47,52.99,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,0,35.09,690.85,39.74,27.99,3.98,21.92,0,58.4,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

55,13:30-13:45,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,49.3,0,6.52,0,0,0,0,0,1.59,52.99,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,0,35.09,690.85,39.74,27.99,3.98,21.92,0,67.63,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

56,13:45-14:00,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,49.3,0,6.52,0,0,0,0,0,1.59,52.99,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,0,35.09,690.85,39.74,27.99,3.98,21.92,0,67.63,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

57,14:00-14:15,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,48.64,0,6.52,0,0,0,0,0,1.59,50.79,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.22,0,35.09,490.85,39.74,27.99,3.98,21.92,0,73.77,96.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,92.37,0,418.77,7.07,38.16,0

58,14:15-14:30,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,48.64,0,6.52,0,0,0,0,0,1.59,50.79,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.22,14.05,35.09,490.85,39.74,27.99,3.98,21.92,0,73.77,96.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,92.37,0,418.77,7.07,38.16,0

59,14:30-14:45,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,48.64,0,6.52,0,0,0,0,0,1.59,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.22,28.1,35.09,490.85,39.74,27.99,3.98,21.92,0,73.77,96.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,92.37,0,418.77,7.07,38.16,0

60,14:45-15:00,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,48.64,0,6.52,0,0,0,0,0,1.59,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.22,28.1,35.09,490.85,39.74,27.99,3.98,21.92,0,73.77,96.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,92.37,0,418.77,7.07,38.16,0

61,15:00-15:15,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,48.64,0,6.52,0,0,0,0,0,1.59,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.22,28.1,35.09,490.85,39.74,27.99,3.98,21.92,0,73.77,96.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,92.37,0,418.77,7.07,38.16,0

62,15:15-15:30,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,48.64,0,6.52,0,0,0,0,0,1.59,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.22,42.15,35.09,490.85,39.74,27.99,3.98,21.92,0,73.77,96.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,92.37,0,418.77,7.07,38.16,0

63,15:30-15:45,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,48.64,0,6.52,0,0,0,0,0,1.59,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.22,42.15,35.09,490.85,39.74,27.99,3.98,21.92,0,67.63,96.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,92.37,0,418.77,7.07,38.16,0

64,15:45-16:00,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,48.64,0,6.52,0,0,0,0,0,1.59,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.22,42.15,35.09,490.85,39.74,27.99,3.98,21.92,0,67.63,96.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,92.37,0,418.77,7.07,38.16,0

65,16:00-16:15,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,47.989999999999995,0,6.52,0,0,0,0,0,0.71,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.22,42.15,35.09,490.85,39.74,27.99,3.98,21.92,0,67.63,96.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,92.37,0,418.77,7.07,38.16,0

66,16:15-16:30,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,47.989999999999995,0,6.52,0,0,0,0,0,0.71,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.22,42.15,35.09,490.85,39.74,27.99,3.98,21.92,0,67.63,96.8,0,10.25,0,0,21.83,45.62,0,71.89,670.85,0,8.71,0,0,68.22,92.37,0,418.77,7.07,38.16,0

67,16:30-16:45,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,47.32,0,6.52,0,0,0,0,0,0,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.22,42.15,35.09,490.85,39.74,27.99,3.98,21.92,0,67.63,96.8,0,10.25,0,0,21.83,45.62,0,71.89,670.85,0,8.71,0,0,68.22,92.37,0,418.77,7.07,38.16,0

68,16:45-17:00,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,9.73,0,20,148.3,23.97,25.64,83.08,0,47.32,0,6.52,0,0,0,0,0,0,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.22,42.15,35.09,490.85,39.74,27.99,3.98,21.92,0,67.63,96.8,0,10.25,0,0,21.83,45.62,0,71.89,670.85,0,8.71,0,0,68.22,92.37,0,418.77,7.07,38.16,0

69,17:00-17:15,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,24.13,0,20,148.3,23.97,25.64,83.08,0,47.32,0,6.52,0,0,0,0,0,0,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.24000000000001,42.15,35.09,490.85,39.74,27.99,3.98,21.92,0,67.63,96.8,0,10.25,0,0,20.64,45.62,0,71.89,670.85,0,8.71,0,0,68.22,92.37,0,418.77,7.07,38.16,0

70,17:15-17:30,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,148.3,23.97,25.64,83.08,0,47.32,0,6.52,0,0,0,0,0,0,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.24000000000001,42.15,35.09,490.85,39.74,27.99,2.39,21.92,0,67.63,96.8,0,10.25,0,0,20.64,45.1,0,71.89,670.85,0,8.71,0,0,68.22,92.37,0,418.77,6.61,38.16,0

71,17:30-17:45,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,148.3,23.97,25.64,83.08,0,47.32,0,6.52,0,0,0,0,6.31,0,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.24000000000001,42.15,35.09,490.85,39.74,27.99,2.39,21.92,0,67.63,96.8,0,10.25,0,0,20.64,45.62,0,71.89,670.85,0,8.71,0,0,68.22,92.37,0,418.77,6.87,38.16,0

72,17:45-18:00,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,148.3,23.97,25.64,83.08,0,47.32,0,6.52,0,0,0,0,6.31,0,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.22,42.15,35.09,490.85,39.74,27.99,2.95,21.92,0,67.63,96.8,0,10.25,0,0,20.64,45.62,0,71.9,670.85,0,8.71,0,0,68.22,92.37,0,418.77,7.07,38.16,0

73,18:00-18:15,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,148.3,23.97,25.64,83.08,0,47.32,0,6.52,0,0,0,0,12.62,0,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.22,42.15,35.09,490.85,39.74,27.99,2.39,32.89,0,67.63,96.8,0,8.2,0,0,20.64,45.1,0,71.9,670.85,0,8.71,0,0,68.22,92.37,0,418.77,6.87,38.16,0

74,18:15-18:30,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,148.3,23.97,25.64,83.08,0,47.32,0,6.52,0,0,0,0,18.93,0,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.22,42.15,35.09,490.85,39.74,27.99,2.39,32.89,0,67.63,96.8,0,8.2,0,0,20.64,45.1,0,71.9,518.85,0,8.71,0,0,68.22,92.37,0,418.77,6.87,38.16,0

75,18:30-18:45,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,148.3,23.97,25.64,83.08,0,47.32,0,6.52,0,0,0,0,18.93,0,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,10.44,0,0,78.22,42.15,35.09,490.85,39.74,27.99,2.48,32.89,0,67.63,96.8,0,8.2,0,0,20.64,45.1,0,71.9,518.85,0,8.71,0,0,68.22,92.37,0,418.77,6.87,38.16,0

76,18:45-19:00,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,148.3,23.97,25.64,83.08,0,47.32,0,6.52,0,0,0,0,18.93,0,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,20.88,0,0,78.22,42.15,35.09,490.85,39.74,27.99,2.48,32.89,0,47.64,96.8,0,8.2,51.99,0,20.64,45.1,0,71.9,518.85,0,8.71,0,0,68.22,92.37,0,418.77,6.87,38.16,0

77,19:00-19:15,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,47.6,0,13.04,0,0,0,0,18.93,0,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,31.32,0,0,78.22,42.15,35.09,490.85,39.74,27.99,2.48,32.89,0,50.72,96.8,0,8.2,51.99,0,20.64,45.12,0,71.9,518.85,0,8.71,0,0,68.22,92.37,0,418.77,6.67,38.16,0

78,19:15-19:30,51.47,33.99,0,10.65,61.07,7.22,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,47.6,0,20.46,0,0,0,0,20.12,0,50.23,0,0,19.32,0,182.87,0,0,64.81,0,0,0,34.81,0,0,78.22,42.89,36.89,490.85,39.74,27.99,2.48,46.04,0,78.97,96.8,0,8.2,51.99,0,20.64,45.12,0,71.9,518.85,0,8.87,0,0,68.22,92.37,0,418.77,6.67,40.23,0

79,19:30-19:45,51.47,33.99,0,10.65,61.07,7.22,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,47.99,0,20.46,0,0,0,0,20.12,0,50.23,0,0,19.32,0,182.87,0,0,64.81,0,0,0,34.81,0,0,78.22,42.89,36.89,490.85,39.74,27.99,2.48,46.04,0,78.97,96.8,0,8.2,51.99,0,20.64,45.12,0,71.9,518.85,0,8.87,0,0,68.22,92.37,0,418.77,6.67,40.23,0

80,19:45-20:00,51.47,33.99,0,10.65,61.07,7.22,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,47.99,0,20.46,0,0,0,0,20.12,0,50.23,0,0,19.32,0,182.87,0,0,64.81,0,0,0,34.81,0,0,78.22,42.89,36.89,490.85,39.74,27.99,2.48,46.04,0,78.97,96.8,0,8.2,51.99,0,20.64,45.12,0,71.9,518.85,0,8.87,0,0,68.22,92.37,0,418.77,6.67,40.23,0

81,20:00-20:15,51.47,35.81,0,10.65,61.07,7.22,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,47.99,0,20.46,0,0,0,0,20.12,0,50.23,0,0,19.32,0,182.87,0,0,64.81,0,0,0,34.81,0,0,78.22,42.89,36.89,550.85,39.74,27.99,2.48,46.04,0,78.97,96.8,0,8.2,51.99,0,20.64,45.12,0,71.9,518.85,0,8.87,0,0,68.22,92.37,0,418.77,6.67,40.23,0

82,20:15-20:30,51.47,35.81,0,10.65,61.07,7.22,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,47.99,0,20.46,0,0,0,0,20.12,0,50.23,0,0,19.32,0,182.87,0,0,64.81,0,0,0,34.81,0,0,78.22,42.89,36.89,550.85,39.74,27.99,2.48,46.04,0,78.97,96.8,0,8.2,51.99,0,20.64,45.12,0,71.9,518.85,0,8.87,0,0,68.22,92.37,0,418.77,6.67,40.23,0

83,20:30-20:45,51.47,37.63,0,10.65,61.07,7.22,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,47.99,0,20.46,0,0,0,0,20.12,0,50.23,0,0,19.32,0,182.87,0,0,64.81,0,0,0,34.81,0,0,78.22,42.89,36.89,550.85,39.74,27.99,2.48,46.04,0,78.97,96.8,0,9.61,51.99,0,20.64,45.12,0,71.9,518.85,0,8.87,0,0,68.22,92.37,0,418.77,6.67,40.23,0

84,20:45-21:00,51.47,39.45,0,10.65,61.07,7.22,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,47.99,0,20.46,0,0,0,0,20.12,0,50.23,0,0,19.32,0,182.87,0,0,64.81,0,0,0,34.81,0,0,78.22,42.89,36.89,550.85,39.74,27.99,2.48,46.04,0,78.97,96.8,0,9.61,51.99,0,20.64,45.12,0,71.9,518.85,0,8.87,0,0,68.22,92.37,0,418.77,6.67,40.23,0

85,21:00-21:15,51.47,39.45,0,10.65,61.07,7.22,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,48.64,0,20.46,0,0,0,0,20.12,0,50.23,0,0,19.32,0,182.87,0,0,64.81,0,0,0,34.81,0,0,78.22,42.89,36.89,550.85,39.74,27.99,2.48,46.04,0,78.97,96.8,0,9.61,51.99,0,20.64,45.12,0,71.9,518.85,0,8.87,0,0,68.22,92.37,0,418.77,6.67,40.23,0

86,21:15-21:30,48.9,41.27,0,10.65,58.05,7.04,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,48.64,0,6.52,0,0,0,0,18.93,0,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,31.32,0,0,78.22,42.15,35.09,550.85,39.74,27.99,2.48,43.85,0,78.97,96.8,0,9.61,51.99,0,20.64,45.12,0,71.9,518.85,0,8.71,0,0,68.22,92.37,0,418.77,6.67,38.16,0

87,21:30-21:45,48.9,41.27,0,10.65,58.05,7.04,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,48.64,0,6.52,0,0,0,0,18.93,0,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,31.32,0,0,78.22,42.15,35.09,550.85,39.74,27.99,2.48,43.85,0,78.97,96.8,0,9.61,51.99,0,20.64,45.12,0,71.9,518.85,0,8.71,0,0,68.22,92.37,0,418.77,6.67,38.16,0

88,21:45-22:00,51.47,43.1,0,10.65,61.07,7.22,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,48.64,0,20.46,0,0,0,0,20.12,0,50.23,0,0,19.32,0,182.87,0,0,64.81,0,0,0,34.81,0,0,78.22,42.89,36.89,550.85,39.74,27.99,2.48,46.04,0,78.97,96.8,0,9.61,51.99,0,20.64,45.12,0,71.9,518.85,0,8.87,0,0,68.22,92.37,0,418.77,6.67,40.23,0

89,22:00-22:15,51.47,44.92,0,10.65,61.07,7.22,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,48.91,0,20.46,0,0,0,0,20.12,0,50.23,0,0,19.32,0,182.87,0,0,64.81,0,0,0,34.81,0,0,78.22,42.89,36.89,550.85,39.74,27.99,2.48,46.04,0,78.97,96.8,0,7.68,51.99,0,20.64,45.12,0,71.9,518.85,0,8.87,0,0,68.22,92.37,0,418.77,6.67,40.23,0

90,22:15-22:30,51.47,45.83,0,10.65,61.07,7.22,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,48.91,0,20.46,0,0,0,0,20.12,0,50.23,0,0,19.32,0,182.87,0,0,64.81,0,0,0,34.81,0,0,78.22,42.89,36.89,550.85,39.74,27.99,2.48,46.04,0,78.97,96.8,0,7.68,51.99,0,20.64,45.12,0,71.9,518.85,0,8.87,0,0,68.22,92.37,0,418.77,6.67,40.23,0

91,22:30-22:45,51.47,45.83,0,10.65,61.07,7.22,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,48.91,0,20.46,0,0,0,0,20.12,1.47,50.23,0,0,19.32,0,182.87,0,0,64.81,0,0,0,34.81,0,0,78.22,42.89,36.89,550.85,39.74,27.99,2.48,46.04,0,78.97,96.8,0,7.05,51.99,0,20.64,45.12,0,71.9,518.85,0,8.87,0,0,68.22,92.37,0,418.77,6.67,40.23,0

92,22:45-23:00,48.9,45.83,0,10.65,58.05,7.04,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,48.91,0,6.52,0,0,0,0,12.62,1.47,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,21.11,0,0,78.22,42.15,35.09,550.85,39.74,27.99,2.48,43.85,0,78.39,96.8,0,7.05,51.99,0,20.64,45.12,0,71.9,518.85,0,8.71,0,0,68.22,92.37,0,418.77,6.67,38.16,0

93,23:00-23:15,48.9,45.83,0,10.65,58.05,7.04,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,49.3,0,6.52,0,0,0,0,6.31,1.47,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,20.88,0,0,78.22,42.15,35.09,550.85,39.74,27.99,2.48,43.85,0,78.39,96.8,0,7.05,51.99,0,20.64,45.12,0,71.9,518.85,0,8.71,0,0,68.22,92.37,0,418.77,6.87,38.16,0

94,23:15-23:30,48.9,45.83,0,10.65,58.05,7.04,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,49.3,0,6.52,0,0,0,0,0,1.47,50.23,0,0,19.32,0,181.16,0,0,64.81,0,0,0,20.88,0,0,78.22,42.15,35.09,550.85,39.74,27.99,2.48,43.85,0,78.39,96.8,0,7.05,51.99,0,20.64,45.12,0,71.9,518.85,0,8.71,0,0,68.22,92.37,0,418.77,6.87,38.16,0

95,23:30-23:45,48.9,45.83,0,10.65,58.05,7.04,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,49.3,0,13.04,0,0,0,0,0,1.47,50.79,0,0,19.32,0,181.16,0,0,64.81,0,0,0,20.88,0,0,78.22,42.15,35.09,550.85,39.74,27.99,2.48,43.85,0,78.39,96.8,0,7.05,51.99,0,20.64,45.12,0,71.9,518.85,0,8.71,0,0,68.22,92.37,0,418.77,6.87,38.16,0

96,23:45-24:00,48.9,45.83,0,10.65,58.05,7.04,0,0,153.28,1.22,29.43,0,20,148.3,23.97,25.64,83.08,0,49.3,0,13.04,0,0,0,0,0,1.47,50.79,0,0,19.32,0,181.16,0,0,64.81,0,0,0,20.88,0,0,78.22,42.15,35.09,550.85,39.74,27.99,2.48,43.85,0,78.39,96.8,0,7.05,51.99,0,20.64,45.12,0,71.9,518.85,0,8.71,0,0,68.22,92.37,0,418.77,6.87,38.16,0

