Block,Time Block,KHSTPP-I,KGSU1AND2,KISHANGANGA,KGSU3AND4,KHSTPP-II,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_LF,ANTA_LF,DADRI_GF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_RF,SIMHST2,UNCHAHAR2,URI,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,DULHASTI,FSTPP I & II,JHAJJAR,PARBATI3,RAPPB,RAPPC,RAMPUR,NNTPP,NTPL,RIHAND1,SALAL,SEWA2,RSTPSU1TO6,RSTPSU7,RIHAND3,SASAN,SIMHST1,RIHAND2,BSIUL,BRBCL,CHAMERA2,CHAMERA1,NLCTS2EXP,NLCIIST2,NLCIIST1,NAPP,KKNPPU2,KUDGI,KOLDAM,MAPS,KOTESHWR,NJPC,NLCEXP,TelanganaSTPP,UNCHAHAR1,TALST2,SINGRAULI,TEHRI,TANAKPUR,TALA,TANDA2,SINGRAULI_HYDRO,CHAMERA3,DADRT2,DHAULIGNGA,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,29.68,26.75,0,0.86,22.92,0,52.13,17.17,237.87,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,14.92,0,123.06,74.53,11.42,11.68,2.71,0,10.36,585.92,39.16,0,0,0,0,0,0

58,14:15-14:30,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,29.68,26.75,0,0.86,22.92,0,52.13,17.17,237.87,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,14.92,0,123.06,74.53,11.42,11.68,2.71,0,10.36,585.92,39.16,0,0,0,0,0,0

59,14:30-14:45,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,29.68,26.75,0,0.86,22.92,0,52.13,20.01,237.87,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,14.92,0,123.06,74.53,11.42,11.68,2.71,0,10.36,585.92,39.16,0,0,0,0,0,0

60,14:45-15:00,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,29.68,40.66,0,0.86,22.92,0,52.13,20.16,237.87,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,14.92,0,123.06,74.53,11.42,11.68,2.71,0,10.36,585.92,39.16,0,0,0,0,0,0

61,15:00-15:15,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,29.68,26.75,0,0.86,20.04,0,52.13,20.16,237.87,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,14.92,0,123.06,74.53,11.42,12.17,2.71,0,10.36,585.92,39.16,0,0,0,0,0,0

62,15:15-15:30,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,29.68,26.75,0,0.86,20.04,0,52.13,20.16,237.87,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,14.92,0,123.06,74.53,11.42,12.17,2.71,0,10.36,585.92,39.16,0,0,0,0,0,0

63,15:30-15:45,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,29.68,26.75,0,0.86,20.04,0,52.13,20.16,237.87,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,10.85,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,14.92,0,123.06,74.53,11.42,11.97,2.71,0,10.36,585.92,39.16,0,0,0,0,0,0

64,15:45-16:00,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,29.68,26.75,0,0.86,20.04,0,52.13,20.16,237.87,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,10.85,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,14.92,0,123.06,74.53,11.42,11.97,2.71,0,10.36,585.92,39.16,0,0,0,0,0,0

65,16:00-16:15,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,29.68,26.75,0,0.86,20.04,0,52.13,20.16,237.87,3.82,0,58.67,2.13,0,0,45.87,37.17,0,0,0,123.67,149.37,0,117.96,6.32,14.54,10.85,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,14.92,0,123.06,74.53,11.42,11.97,2.71,0,10.36,585.92,39.16,0,0,0,0,0,0

66,16:15-16:30,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.47,26.75,0,0.86,20.04,0,52.13,20.16,296.02,3.82,0,58.67,2.13,0,0,45.87,37.17,0,0,0,123.67,149.37,0,117.96,6.32,14.54,10.85,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,14.92,0,123.06,74.53,11.42,11.97,2.71,0,10.36,585.92,39.16,0,0,0,0,0,0

67,16:30-16:45,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.47,34.24,0,0.86,25.78,0,52.13,20.16,296.02,14.98,0,58.67,2.66,0,0,45.87,37.17,0,0,0,123.67,149.37,0,117.96,6.32,14.54,10.85,0,0,0,0,43.94,0,0,2.36,0,28.09,123.84,0,0,14.92,0,123.06,74.53,11.42,11.12,2.71,0,10.36,518.45,39.16,0,0,0,0,0,0

68,16:45-17:00,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.47,34.24,0,0.86,25.78,0,52.13,20.16,296.02,14.98,0,58.67,2.66,0,0,45.87,37.17,0,0,0,123.67,149.37,0,117.96,6.32,14.54,10.85,0,0,0,0,43.94,0,0,2.36,0,28.09,123.84,0,0,14.92,0,123.06,74.53,11.42,11.12,2.71,0,10.36,521.26,39.16,0,0,0,0,0,0

69,17:00-17:15,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,41.08,34.24,0,0.86,25.78,0,52.13,20.16,318.29,3.82,0,58.67,2.66,0,0,45.87,49.56,0,0,0,123.67,149.37,0,117.96,6.32,14.54,10.85,0,0,0,0,43.94,0,0,2.36,0,37.45,123.84,0,0,10.16,0,123.06,74.53,11.42,11.49,2.71,0,10.36,453.04,39.16,0,0,0,0,0,0

70,17:15-17:30,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,41.08,34.24,0,0.86,25.78,0,52.13,20.16,318.29,3.82,0,58.67,2.66,0,0,45.87,49.56,0,0,0,123.67,149.37,0,117.96,6.32,14.54,10.85,0,0,0,0,43.94,0,0,2.36,0,37.45,123.84,0,0,10.16,0,123.06,74.53,11.42,11.22,2.71,0,10.36,455.84,39.16,0,0,0,0,0,0

71,17:30-17:45,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,41.08,28.36,0,0.86,25.78,0,52.13,20.16,318.29,3.82,0,58.67,2.66,0,0,45.87,49.56,0,0,0,123.67,149.37,0,117.96,1.07,14.54,10.85,13.02,0,0,0,43.94,0,0,2.36,0,37.45,123.84,0,0,9.96,0,123.06,74.53,11.42,13.28,2.71,0,10.36,526.49,39.16,0,0,0,0,0,0

72,17:45-18:00,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,41.08,28.36,0,0.86,25.78,0,52.13,20.16,318.29,5.45,0,58.67,3.19,0,0,45.87,49.56,0,0,0,123.67,149.37,0,117.96,1.07,14.54,10.85,13.62,0,0,0,43.94,0,0,2.36,0,37.45,148.62,0,0,9.96,0,123.06,74.53,11.42,12.79,2.71,0,10.36,638.81,39.16,0,0,0,0,0,0

73,18:00-18:15,40.6,0,1.4,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,40.46,19.26,0,0.86,25.78,0,52.13,20.16,318.29,20.43,0,58.67,3.19,0,0,45.87,37.17,5.53,0,0,123.67,149.37,0,117.96,1.07,14.54,14.29,27.23,0,0,0,43.94,0,0,3.53,0,37.45,148.62,0,0,9.96,0,123.06,74.53,11.42,12.68,2.71,0,10.36,657.82,39.16,0,0,0,0,0,0

74,18:15-18:30,40.6,0,2.79,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,40.46,19.26,0,0.86,25.78,0,52.13,20.16,297.81,52.44,0,58.67,3.19,0,0,45.87,37.17,11.21,0,0,123.67,149.37,0,117.96,6.32,14.54,28.57,40.85,0,0,0,43.94,0,0,3.53,0,37.45,148.62,0,0,9.96,0,123.06,74.53,11.42,12.63,2.71,0,20.71,657.49,39.16,0,0,0,0,0,0

75,18:30-18:45,40.6,0,4.19,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,40.46,28.36,0,0.86,25.78,0,53.38,20.16,380.66,52.44,0,58.67,3.19,0,0,45.87,37.17,16.84,0,0,123.67,149.37,0,117.96,18.96,14.54,44.24,40.85,0,0,0,43.94,0,0,3.89,0,41.62,148.62,0,0,9.96,0,123.06,74.53,12.05,13.2,2.71,0,32.7,661.74,40.14,0,0,0,0,0,0

76,18:45-19:00,40.6,0,4.19,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,40.46,48.79,0,0.86,25.78,0,53.38,20.16,380.66,52.44,0,58.67,3.19,0,0,45.87,49.56,16.84,0,0,123.67,149.37,0,117.96,18.96,14.54,44.24,40.85,0,0,0,43.94,0,0,3.89,0,41.62,148.62,0,0,9.96,0,123.06,74.53,10.05,13.2,2.71,0,32.7,661.74,40.14,0,0,0,0,0,0

77,19:00-19:15,40.6,0,4.19,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,48.79,0,0.86,25.78,0,53.38,20.16,381.53,52.44,0,58.67,3.19,0,0,45.87,76.94,16.84,0,0,123.67,149.37,0,117.96,18.96,14.54,44.24,40.85,0,0,0,43.94,0,0,3.89,0,41.62,148.62,0,0,9.96,0,123.06,74.53,10.05,10.92,2.71,0,32.7,661.74,40.14,0,0,0,0,0,0

78,19:15-19:30,40.6,0,4.19,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,19.26,0,0.86,25.78,0,53.38,20.16,381.53,52.44,0,58.67,3.19,0,0,45.87,76.94,16.84,0,0,123.67,149.37,0,117.96,18.96,14.54,44.24,40.85,0,0,0,43.94,0,0,3.89,0,41.62,148.62,0,0,9.96,0,123.06,74.53,10.05,10.92,2.71,0,32.7,661.74,40.14,0,0,0,0,0,0

79,19:30-19:45,40.6,0,4.19,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,19.26,0,0.86,25.78,0,53.38,20.16,381.53,52.44,0,58.67,3.19,0,0,45.87,76.94,16.84,0,0,123.67,149.37,0,117.96,18.96,14.54,44.24,40.85,0,0,0,43.94,0,0,3.89,0,41.62,148.62,0,0,9.96,0,123.06,74.53,10.05,10.92,2.71,0,32.7,661.74,40.14,0,0,0,0,0,0

80,19:45-20:00,40.6,0,4.19,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,28.36,0,0.86,25.78,0,53.38,20.16,381.53,6.81,0,58.67,3.19,0,0,45.87,76.94,16.84,0,0,123.67,149.37,0,117.96,18.96,14.54,44.24,40.85,0,0,0,43.94,0,0,3.89,0,41.62,148.62,0,0,9.96,0,123.06,74.53,10.05,11.19,2.71,0,32.7,661.74,40.14,0,0,0,0,0,0

81,20:00-20:15,40.6,0,4.19,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,48.79,0,0.86,25.78,0,53.38,20.16,381.53,3.4,0,58.67,3.19,0,0,45.87,76.94,16.84,0,0,123.67,149.37,0,117.96,18.96,14.54,44.24,40.85,0,0,0,43.94,0,0,3.89,0,41.62,148.62,0,0,9.96,0,123.06,74.53,10.05,11.19,2.71,0,32.7,661.74,40.14,0,0,0,0,0,0

82,20:15-20:30,40.6,0,4.19,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,48.79,0,0.86,25.78,0,53.38,20.16,381.53,14.98,0,58.67,3.19,0,0,45.87,76.94,16.84,0,0,123.67,149.37,0,117.96,18.96,14.54,44.24,40.85,0,0,0,43.94,0,0,3.89,0,41.62,148.62,0,0,9.96,0,123.06,74.53,10.05,11.19,2.71,0,32.7,661.74,40.14,0,0,0,0,0,0

83,20:30-20:45,40.6,0,2.82,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,20.32,0,0.86,25.78,0,52.13,20.16,381.53,14.98,0,58.67,2.85,0,0,45.87,49.56,16.84,0,0,123.67,149.37,0,117.96,1.07,14.54,42.86,40.85,0,0,0,43.94,0,0,3.89,0,37.45,132.36,0,0,9.96,0,123.06,74.53,9.19,13.77,2.71,0,31.09,661.74,39.16,0,0,0,0,0,0

84,20:45-21:00,40.6,0,2.82,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,20.32,0,0.86,25.78,0,52.13,20.16,381.53,14.98,0,58.67,2.85,0,0,45.87,37.17,16.84,0,0,123.67,149.37,0,117.96,1.07,14.54,42.86,40.85,0,0,0,43.94,0,0,3.89,0,37.45,132.36,0,0,9.96,0,123.06,74.53,9.19,13.93,2.71,0,31.09,661.74,39.16,0,0,0,0,0,0

85,21:00-21:15,40.6,0,2.82,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,21.4,0,0.86,25.05,0,52.13,20.16,381.53,14.98,0,58.67,2.85,0,0,45.87,37.17,16.84,0,0,123.67,149.37,0,117.96,1.07,14.54,42.86,40.85,0,0,0,43.94,0,0,3.89,0,37.45,132.36,0,0,9.96,0,117.02,74.53,9.19,14.07,2.71,0,31.09,661.74,39.16,0,0,0,0,0,0

86,21:15-21:30,40.6,0,2.82,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,26.75,0,0.86,25.05,0,52.13,20.16,381.53,14.98,0,58.67,2.85,0,0,45.87,37.17,16.84,0,0,123.67,149.37,0,117.96,1.07,14.54,42.86,40.85,0,0,0,43.94,0,0,3.89,0,37.45,132.36,0,0,9.96,0,117.02,74.53,9.19,11.68,2.71,0,31.09,661.74,39.16,0,0,0,0,0,0

87,21:30-21:45,40.6,0,2.82,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,26.75,0,0.86,25.05,0,52.13,20.16,381.53,14.98,0,58.67,2.85,0,0,45.87,37.17,16.84,0,0,123.67,149.37,0,117.96,1.07,14.54,42.86,40.85,0,0,0,43.94,0,0,3.89,0,37.45,132.36,0,0,9.96,0,117.02,74.53,9.19,11.68,2.71,0,31.09,661.74,39.16,0,0,0,0,0,0

88,21:45-22:00,40.6,0,2.82,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,26.75,0,0.86,25.05,0,52.13,20.16,381.53,14.98,0,58.67,2.85,0,0,45.87,37.17,16.84,0,0,123.67,149.37,0,117.96,2.13,14.54,42.86,40.85,0,0,0,43.94,0,0,3.89,0,37.45,132.36,0,0,9.96,0,117.02,74.53,9.19,11.68,2.71,0,31.09,661.74,39.16,0,0,0,0,0,0

89,22:00-22:15,40.6,0,4.19,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,48.79,0,0.86,21.48,0,53.38,20.16,381.53,14.98,0,58.67,3.19,0,0,45.87,37.17,16.84,0,0,123.67,149.37,0,117.96,18.96,14.54,44.24,40.85,0,0,0,43.94,0,0,3.89,0,41.62,148.62,0,0,9.96,0,124.14,74.53,11.3,11.68,2.71,0,32.7,661.74,40.14,0,0,0,0,0,0

90,22:15-22:30,40.6,0,4.19,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,48.79,0,0.86,21.48,0,53.38,20.16,381.53,14.98,0,58.67,3.19,0,0,45.87,37.17,16.84,0,0,123.67,149.37,0,117.96,18.96,14.54,44.24,40.85,0,0,0,43.94,0,0,3.89,0,41.62,148.62,0,0,9.96,0,126.08,74.53,10.05,11.68,2.71,0,32.7,661.74,40.14,0,0,0,0,0,0

91,22:30-22:45,40.6,0,4.19,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,28.36,0,0.86,20.04,0,53.38,20.16,381.53,14.98,0,58.67,3.19,0,0,45.87,37.17,16.84,0,0,123.67,149.37,0,117.96,18.96,14.54,44.24,40.85,0,0,0,43.94,0,0,3.89,0,41.62,148.62,0,0,9.96,0,127.54,74.53,12.05,6.7,2.71,0,32.7,661.74,40.14,0,0,0,0,0,0

92,22:45-23:00,40.6,0,4.19,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,28.36,0,0.86,20.04,0,53.38,20.16,381.53,14.98,0,58.67,3.19,0,0,45.87,37.17,16.84,0,0,123.67,149.37,0,117.96,18.96,14.54,44.24,40.85,0,0,0,43.94,0,0,3.89,0,41.62,148.62,0,0,9.96,0,128.33,74.53,12.05,6.7,2.71,0,32.7,661.74,40.14,0,0,0,0,0,0

93,23:00-23:15,40.6,0,2.79,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,28.36,0,0.86,20.04,0,52.13,20.16,381.53,14.98,0,58.67,2.36,0,0,45.87,37.17,16.84,0,0,123.67,149.37,0,117.96,6.32,14.54,42.86,40.85,0,0,0,43.94,0,0,3.89,0,37.45,110.3,0,0,9.96,0,128.35,74.53,9.19,6.7,2.71,0,31.09,661.74,39.16,0,0,0,0,0,0

94,23:15-23:30,40.6,0,1.4,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,28.36,0,0.86,20.04,0,52.13,20.16,381.53,14.98,0,58.67,2.36,0,0,45.87,37.17,11.21,0,0,123.67,149.37,0,117.96,6.32,14.54,42.86,40.85,0,0,0,43.94,0,0,3.89,0,37.45,110.3,0,0,9.96,0,128.35,74.53,9.19,6.7,2.71,0,31.09,661.74,39.16,0,0,0,0,0,0

95,23:30-23:45,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,26.75,0,0.86,20.04,0,52.13,20.16,381.53,14.98,0,58.67,2.36,0,0,45.87,37.17,11.21,0,0,123.67,149.37,0,117.96,6.32,14.54,42.86,40.85,0,0,0,43.94,0,0,3.89,0,37.45,110.3,0,0,9.96,0,128.35,74.53,9.19,6.7,2.71,0,31.09,661.74,39.16,0,0,0,0,0,0

96,23:45-24:00,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,26.75,0,0.86,20.04,0,52.13,20.16,381.53,14.98,0,58.67,2.36,0,0,45.87,37.17,11.21,0,0,123.67,149.37,0,117.96,6.32,14.54,42.86,40.85,0,0,0,43.94,0,0,3.89,0,37.45,110.3,0,0,9.96,0,128.35,74.53,9.19,6.7,2.71,0,31.09,661.74,39.16,0,0,0,0,0,0

