Block,Time Block,BRBCL,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,KHSTPP-II,TANDA2,TelanganaSTPP,TEHRI,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,MAPS,NLCEXP,NJPC,NAPP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,RAMPUR,RAPPC,RIHAND3,RAPPB,RIHAND2,RIHAND1,SASAN,RSTPSU1TO6,RSTPSU7,SALAL,SEWA2,SIMHST1,SIMHST2,SINGRAULI_HYDRO,SINGRAULI,TALA,TALST2,TANAKPUR,UNCHAHAR2,URI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,ANTA_GF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,19.24,0,0,0,0,360.81,0,11.65,0,229.93,0,0,22.45,113.66,0,0,28.48,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,1.35,0,0,0,0.37,114.88,0,0,0,27.89,1.07,6.88,0,0,4.15,18.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,19.24,0,0,0,0,360.81,0,11.65,0,229.93,0,0,32.4,142.63,0,0,43.81,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,1.35,0,0,0,0.37,114.88,0,0,0,27.89,1.07,6.88,0,0,4.15,18.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,19.24,0,0,0,0,360.81,0,11.65,0,229.93,0,0,32.4,142.63,0,0,43.81,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,1.35,0,0,0,0.37,114.88,0,0,0,27.89,1.07,6.88,0,0,4.15,18.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,19.24,0,0,0,0,360.81,0,13.18,0,231.09,0,0,32.4,142.63,0,0,43.81,0,0,0,0,8.53,0,0,0,22.5,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,8.94,0,0,0,0.37,114.88,0,0,0.49,36.18,1.07,8.34,0,0,4.15,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,19.24,0,0,0,0,370.43,0,13.18,0,231.09,0,0,32.4,142.63,0,0,43.81,0,0,0,0,8.53,0,0,0,22.5,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,26.82,0,0,0,0.37,114.88,0,0,0.49,36.18,1.07,8.34,0,0,4.15,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,19.24,0,0,9.31,0,418.52,0,14.39,0,231.09,0,0,32.4,142.63,0,0,43.81,0,0,0,0,8.53,0,0,0,40.44,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,26.82,0,0,0,0.37,114.88,0,0,0.49,36.18,1.07,8.34,0,0,4.15,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,19.24,0,0,9.31,0,437.75,0,14.44,0,231.09,0,0,32.4,142.63,0,0,43.81,0,0,0,0,8.53,0,0,0,40.98,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,80.6,378.71,0,0,26.82,0,0,0,0.37,114.88,0,0,0.49,40.77,1.07,9.77,0,0,4.15,25.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,19.24,0,0,9.31,0,576.41,7.62,14.44,15.85,264.97,0,0,31.53,142.63,0,0,43.81,0,0,0,0,17.07,0,0,0,67.49,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,84.45,378.71,0,0,26.82,0,0,0,0.37,114.88,0,0,0.49,40.77,1.07,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,19.24,12.73,2.12,9.31,3.6,589.23,15.49,14.44,31.7,332.77,0,0,31.53,142.63,0,0,43.81,0,0,0,0,25.6,0,0,0,89.99,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,26.82,0,0,0,0.37,114.88,0,0,0.49,40.77,1.07,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,19.24,23.17,12.54,18.64,25.33,641.94,26.36,14.44,31.7,400.47,0,0,31.53,142.63,0,0,58.17,0,0,0,0,37.56,0,0,0,89.99,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,26.82,7.6,0,0,0.37,123.87,0,0,0.49,40.77,1.07,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,19.24,23.17,12.54,18.64,25.33,656.71,26.36,14.44,31.7,418.05,0,0,31.53,142.63,0,0,58.17,0,0,0,0,37.56,0,0,0,89.99,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,7.82,7.6,0,0,0.37,123.87,0,0,0.49,40.77,1.07,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,19.24,23.17,12.54,18.64,38,656.71,26.36,14.44,31.7,418.05,0,0,31.53,142.63,0,0,58.17,0,0,0,0,37.56,0,0,0,89.99,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,7.82,7.6,0,0,0.37,123.87,0,0,0,40.77,1.07,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,19.24,12.73,12.54,18.64,38,656.71,26.36,14.44,31.7,418.05,0,0,31.53,142.63,0,0,58.17,0,0,0,0,37.56,0,0,0,89.99,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,7.82,7.6,0,0,0.37,123.87,0,0,0,40.77,1.07,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,19.24,0,12.54,18.64,38,656.71,15.24,14.44,31.7,418.05,0,0,31.53,142.63,0,0,58.17,0,0,0,0,37.56,0,0,0,89.99,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,7.82,7.6,0,0,0.56,123.87,0,0,0,40.77,3.18,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,19.24,0,12.54,18.64,38,656.71,8.76,14.44,31.7,418.05,0,0,31.53,142.63,0,0,58.17,0,0,0,0,37.56,0,0,0,89.99,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,7.82,0,0,0,0.56,123.87,0,0,0,40.77,3.18,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,19.24,0,2.12,9.31,2.56,656.71,0,15.11,15.85,418.05,0,0,31.53,142.63,0,0,58.17,0,0,0,0,37.56,0,0,0,67.49,42.12,0,0,0,0,0,3.67,0,51.38,119.58,0,114.22,88.49,386.52,0,0,1.35,0,0,0,0.37,123.87,0,0,0,40.77,25.48,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,19.24,0,0,9.31,0,656.71,0,16.45,15.85,418.05,0,0,31.53,142.63,0,0,58.17,0,0,0,0,37.56,0,0,0,67.49,42.12,0,0,0,0,0,15.91,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.37,123.87,0,0,0,40.77,25.48,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,19.24,0,0,0,0,656.71,0,18.3,15.85,418.05,0,0,31.53,142.63,0,0,43.81,0,0,0,0,37.56,0,0,0,44.99,42.12,0,0,0,0,0,15.91,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.37,123.87,0,0,0,40.77,25.48,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,19.24,0,0,0,0,656.71,0,18.72,15.85,418.05,0,0,31.53,142.63,0,0,43.81,0,0,0,0,37.56,0,0,0,22.4,42.12,0,0,0,0,0,15.91,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.37,123.87,0,0,0,40.77,4.24,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,19.24,0,0,0,0,643.73,0,18.72,15.85,418.05,0,0,31.53,142.63,0,0,43.81,0,0,0,0,37.56,0,0,0,0,42.12,0,0,0,0,0,15.91,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.37,123.87,0,0,0,40.77,2.13,9.89,0,0,10.35,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,19.24,0,0,0,0,553.36,0,18.72,15.85,394.03,0,0,31.53,142.63,0,0,43.81,0,0,0,0,37.56,0,0,0,0,42.12,0,0,0,0,0,15.91,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.37,123.87,0,0,0,40.77,2.13,9.89,0,0,10.35,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,19.24,0,0,0,0,421.4,0,18.72,15.85,315.73,0,0,31.53,142.63,0,0,43.81,0,0,0,0,18.97,0,0,0,0,42.12,0,0,0,0,0,15.91,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.37,123.87,0,0,0,40.77,25.48,9.89,0,0,10.35,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,19.24,0,0,0,0,354.08,0,18.72,15.85,267.64,0,0,31.53,142.63,0,0,43.81,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,3.43,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.37,123.87,0,0,0,40.77,25.48,9.89,0,0,10.35,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,19.24,0,0,0,0,354.08,0,18.72,15.85,247.61,0,0,31.53,142.63,0,0,43.81,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.56,123.87,0,0,0,37.49,25.48,8.63,0,0,10.35,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,19.24,0,0,0,0,354.08,0,18.72,15.85,231.09,0,0,31.53,142.63,0,0,43.81,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.56,123.87,0,0,0,36.18,5.31,8.34,0,0,10.35,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,19.24,0,0,0,0,354.08,0,16.31,15.85,231.09,0,0,31.53,142.63,0,0,14.6,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.56,123.87,0,0,0,36.18,3.18,8.34,0,0,4.15,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,19.24,0,0,0,0,320.41,0,15.53,15.85,231.09,0,0,31.53,142.63,0,0,14.6,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.56,123.87,0,0,0,36.18,3.18,8.34,0,0,4.15,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,19.24,0,0,0,0,280.55,0,15.53,15.85,231.09,0,0,31.53,142.63,0,0,14.6,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.56,123.87,0,0,0,36.18,7.96,8.34,0,0,4.15,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,19.24,0,0,0,0,280.55,0,15.53,15.85,231.09,0,0,31.53,142.63,0,0,0,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.56,123.87,0,0,0,36.18,7.96,8.34,0,0,4.15,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,19.24,0,0,0,0,280.55,0,15.53,15.85,231.09,0,0,32.1,142.63,0,0,0,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.56,123.87,0,0,0,36.18,7.96,8.34,0,0,4.15,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,19.24,0,0,0,0,280.55,0,15.53,15.85,231.09,0,0,32.1,142.63,0,0,0,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.56,123.87,0,0,0,36.18,7.96,8.34,0,0,4.15,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,19.24,0,0,0,0,280.55,0,15.53,15.85,231.09,0,0,28.33,123.72,0,0,0,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.56,123.87,0,0,0,36.18,3.18,8.34,0,0,4.15,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,19.24,0,0,0,0,280.55,0,15.53,15.85,231.09,0,0,28.33,123.72,0,0,0,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.56,123.87,0,0,0,36.18,3.18,8.34,0,0,4.15,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,19.24,0,0,0,0,280.55,0,15.53,15.85,231.09,0,0,28.33,123.72,0,0,0,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.56,123.87,0,0,0,36.18,3.18,8.34,0,0,4.15,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,19.24,0,0,0,0,280.55,0,15.53,15.85,231.09,0,0,28.33,123.72,0,0,0,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,389.53,0,0,1.35,0,0,0,0.56,123.87,0,0,0,36.18,3.18,8.34,0,0,4.15,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

