Block,Time,KGSU1AND2,KGSU3AND4,KISHANGANGA,KKNP,SIMHST2,UNCHAHAR1,UNCHAHAR3,URI2,CHAMERA2,CHAMERA3,FSTPP I & II,JHAJJAR,KHSTPP-II,KKNPPU2,RAPPB,SASAN,TALST2,TANAKPUR,UNCHAHAR4,VALLURNTECL,AURY_LF,DADRT2,KOLDAM,NAPP,NLCIIST1,RSTPSU7,DADRI_LF,CHAMERA1,DHAULIGNGA,RAMPUR,AURY_CRF,BRBCL,BSIUL,NLCTS2EXP,RIHAND1,RSTPSU1TO6,SINGRAULI,SINGRAULI_HYDRO,TALA,TANDA2,ANTA_GF,ANTA_RF,DADRI_RF,NLCIIST2,RAPPC,RIHAND2,SEWA2,TEHRI,ANTA_LF,DADRI_CRF,DADRI_GF,DULHASTI,NNTPP,PARBATI3,SALAL,TelanganaSTPP,UNCHAHAR2,URI,ANTA_CRF,AURY_GF,AURY_RF,KHSTPP-I,KOTESHWR,KUDGI,MAPS,NJPC,NLCEXP,NTPL,RIHAND3,SIMHST1
57,14:00-14:15,0,0,2.88,0,0,20.96,27.05,29.56,44.22,25.31,20.8,413.81,98.87,0,0,376.88,0,3.85,1.62,0,0,686.07,5.35,45.1,0,0,0,40.29,40.4,3.54,0,20.01,13.04,0,78.18,0,127.75,0,11.03,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,17.56,79.01,0,43.71,40.85,0,0,61.87,44.31,10.19,0,0,167.1,0,0,127.6,0

58,14:15-14:30,0,0,2.88,0,0,20.96,27.05,29.56,44.22,25.31,20.8,413.81,98.87,0,0,376.88,0,3.85,1.62,0,0,686.07,5.35,45.1,0,0,0,40.29,40.4,3.54,0,20.01,13.04,0,78.18,0,127.75,0,11.03,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,17.56,79.01,0,43.71,40.85,0,0,61.87,44.31,10.19,0,0,167.1,0,0,127.6,0

59,14:30-14:45,0,0,2.88,0,0,20.96,27.05,32.51,44.22,25.31,20.8,413.81,98.87,0,0,376.88,0,7.68,1.62,0,0,686.07,5.35,45.1,0,0,0,40.29,40.4,3.54,0,20.01,13.04,0,78.18,0,128.54,0,12.05,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,17.56,79.01,0,43.71,46.37,0,0,61.87,44.31,10.19,0,0,167.1,0,0,127.6,0

60,14:45-15:00,0,0,2.88,0,0,20.96,27.05,32.51,44.22,25.31,20.8,413.81,98.87,0,0,376.88,0,7.68,1.62,0,0,686.07,5.35,45.1,0,0,0,40.29,40.4,3.54,0,20.01,13.04,0,78.18,0,128.54,0,9.27,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,17.56,79.01,0,43.71,46.37,0,0,61.87,44.31,10.19,0,0,167.1,0,0,127.6,0

61,15:00-15:15,0,0,2.88,0,0,20.96,27.05,32.51,44.22,25.31,20.8,413.81,98.87,0,0,376.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,41.08,40.4,3.54,0,20.01,13.04,0,78.18,0,128.54,0,9.27,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,17.56,79.01,0,43.71,40.85,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

62,15:15-15:30,0,0,2.88,0,0,20.96,27.05,32.51,44.22,25.31,20.8,413.81,98.87,0,0,376.88,0,12.94,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,78.18,0,128.54,0,9.27,2.89,0,31.47,70.29,0,60.23,121.71,5.79,17,0,0,0,53.79,0,17.56,79.01,0,43.71,40.85,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

63,15:30-15:45,0,0,2.88,0,0,20.96,27.05,32.51,31.33,25.31,20.8,413.81,98.87,0,0,376.88,0,12.94,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,78.18,0,128.54,0,9.27,2.89,0,31.47,70.29,0,60.23,121.71,5.79,17,0,0,0,53.79,0,17.56,79.01,0,43.71,40.85,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

64,15:45-16:00,0,0,2.88,0,0,20.96,27.05,32.51,31.33,25.31,20.8,413.81,98.87,0,0,376.88,0,12.94,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,78.18,0,128.54,0,9.27,2.89,0,31.47,70.29,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,17.56,79.01,0,43.71,40.85,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

65,16:00-16:15,0,0,2.88,0,0,20.96,27.05,32.51,31.33,25.31,20.8,413.81,98.87,0,0,376.88,0,12.94,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,78.18,0,128.54,0,8.96,2.89,0,31.47,70.29,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,17.56,79.01,0,43.71,40.85,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

66,16:15-16:30,0,0,2.88,0,0,20.96,27.05,32.51,31.33,25.31,20.8,413.81,98.87,0,0,376.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,78.18,0,128.54,0,8.96,2.89,0,31.47,70.29,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,17.56,79.01,0,43.71,40.85,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

67,16:30-16:45,0,0,2.88,0,0,20.96,27.05,32.51,31.33,25.31,20.8,413.81,98.87,0,0,376.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,78.18,0,128.54,0,9.85,2.89,0,31.47,70.29,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,17.56,79.01,0,43.71,40.85,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

68,16:45-17:00,0,0,2.88,0,0,20.96,27.05,32.51,31.33,25.31,20.8,413.81,98.87,0,0,376.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,78.18,0,128.54,0,9.5,2.89,0,31.47,70.28999999999999,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,17.56,79.01,0,43.71,40.85,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

69,17:00-17:15,0,0,2.88,0,0,20.96,27.05,32.51,31.33,25.31,20.8,413.81,98.87,0,0,376.88,0,12.94,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,78.18,0,128.54,0,9.38,2.89,0,44.95,70.28999999999999,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,17.56,79.01,0,43.71,40.85,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

70,17:15-17:30,0,0,2.88,0,0,20.96,27.05,32.51,31.33,25.31,20.8,413.81,98.87,0,0,376.88,0,12.94,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,6.52,0,78.18,0,128.54,0,9.27,2.89,0,44.95,70.28999999999999,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,17.56,79.01,0,43.71,40.85,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

71,17:30-17:45,0,0,2.88,0,0,20.96,27.05,32.51,31.33,25.31,20.8,413.81,98.87,0,0,376.88,0,11.78,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,6.52,0,78.18,0,128.54,0,9.08,2.89,0,44.95,70.28999999999999,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,3.94,79.01,0,43.71,40.85,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

72,17:45-18:00,0,0,2.88,0,0,20.96,27.05,32.51,31.33,25.31,20.8,413.81,98.87,0,0,376.88,0,11.78,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20,6.52,0,78.18,0,128.54,0,8.73,2.89,0,44.95,70.28999999999999,0,60.23,121.71,5.79,51.01,0,0,0,53.79,0,16.87,79.01,0,43.71,40.85,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

73,18:00-18:15,0,0,2.88,0,0,20.96,27.05,32.51,31.33,25.31,20.8,413.81,98.87,0,0,376.88,0,11.78,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20,6.52,0,78.18,0,128.54,0,8.64,2.89,0,44.95,70.28999999999999,0,60.23,121.71,9.82,51.01,0,0,0,53.79,0,18.27,79.01,0,43.71,40.85,0,0,61.49,44.31,19.32,0,0,167.1,0,0,127.6,0

74,18:15-18:30,0,0,2.88,0,0,20.96,27.05,32.51,31.33,25.31,20.8,413.81,98.87,0,0,376.88,0,11.78,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20,6.52,0,78.18,0,128.54,0,8.47,2.89,0,44.95,70.28999999999999,0,60.23,121.71,11.58,53.16,0,0,0,53.79,0,36.54,79.01,0,43.71,40.85,0,0,60.89,44.31,28.98,0,0,167.1,0,0,127.6,0

75,18:30-18:45,0,0,2.88,0,0,20.96,27.05,32.51,31.33,25.31,20.8,413.81,98.87,0,0,376.88,0,11.78,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20,13.04,0,78.18,0,128.54,0,8.09,2.89,0,44.95,70.28999999999999,0,60.23,121.71,17.37,53.16,0,0,0,53.79,0,36.54,79.01,0,43.71,40.85,0,0,60.89,44.31,38.64,0,0,167.1,0,0,127.6,0

76,18:45-19:00,0,0,4.32,0,0,20.96,27.05,32.51,45.65,33.74,20.8,413.81,98.87,0,0,376.88,0,12.68,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,41.42,3.62,0,20,20.21,0,78.18,0,128.54,0,8.09,2.89,0,44.95,70.29,0,60.23,121.71,17.37,70.87,0,0,0,54.53,0,36.54,79.01,0,43.71,40.85,0,0,60.89,44.31,42.51,0,0,168.66,0,0,127.6,0

77,19:00-19:15,0,0,4.32,0,0,20.57,26.42,32.51,45.65,33.74,20.8,406.41,98.87,0,0,376.88,0,12.68,0,0,0,682.83,5.35,45.1,0,0,0,42.15,41.42,3.62,0,20,20.21,0,78.18,0,128.54,0,8.09,2.89,0,46.48,70.29,0,60.23,121.71,17.37,70.87,0,0,0,54.53,0,36.54,79.01,0,43.06,40.85,0,0,60.89,44.31,42.51,0,0,168.66,0,0,127.6,0

78,19:15-19:30,0,0,4.32,0,0,20.57,26.42,32.51,45.65,33.74,20.8,406.41,98.87,0,0,376.88,0,12.68,0,0,0,682.83,5.35,45.1,0,0,0,42.15,41.42,3.62,0,20,20.21,0,78.18,0,128.54,0,8.17,2.89,0,46.48,70.29,0,60.23,121.71,17.37,70.87,0,0,0,54.53,0,36.54,79.01,0,43.06,40.85,0,0,60.89,44.31,42.51,0,0,168.66,0,0,127.6,0

79,19:30-19:45,0,0,4.32,0,0,20.57,26.42,32.51,45.65,33.74,20.8,406.41,98.87,0,0,376.88,0,12.68,0,0,0,682.83,5.35,45.1,0,0,0,42.15,41.42,3.62,0,20,20.21,0,78.18,0,128.54,0,8.37,2.89,0,46.48,70.29,0,60.23,121.71,17.37,70.87,0,0,0,54.53,0,36.54,79.01,0,43.06,40.85,0,0,60.89,44.31,42.51,0,0,168.66,0,0,127.6,0

80,19:45-20:00,0,0,4.32,0,0,20.57,26.42,32.51,45.65,33.74,20.8,406.41,98.87,0,0,376.88,0,12.68,0,0,0,682.83,5.35,45.1,0,0,0,42.15,41.42,3.62,0,20,20.21,0,78.18,0,128.54,0,8.53,2.89,0,46.48,70.29,0,60.23,121.71,17.37,70.87,0,0,0,54.53,0,30.92,79.01,0,43.06,40.85,0,0,60.89,44.31,42.51,0,0,168.66,0,0,127.6,0

81,20:00-20:15,0,0,4.32,0,0,20.57,26.42,32.51,45.65,33.74,20.8,406.41,98.87,0,0,376.88,0,12.68,0,0,0,682.83,5.35,45.1,0,0,0,42.15,41.42,3.62,0,20,20.21,0,78.18,0,128.54,0,8.68,2.89,0,46.83,70.29,0,60.23,121.71,17.37,70.87,0,0,0,54.53,0,30.92,79.01,0,43.06,40.85,0,0,60.89,44.31,42.51,0,0,168.66,0,0,127.6,0

82,20:15-20:30,0,0,4.32,0,0,20.57,26.42,32.51,45.65,33.74,20.8,406.41,98.87,0,0,376.88,0,12.68,0,0,0,682.83,5.35,45.1,0,0,0,42.15,41.42,3.62,0,20,20.21,0,78.18,0,128.54,0,8.82,2.89,0,46.83,70.29,0,60.23,121.71,17.37,70.87,0,0,0,54.53,0,30.92,79.01,0,43.06,40.85,0,0,60.89,44.31,42.51,0,0,168.66,0,0,127.6,0

83,20:30-20:45,0,0,4.32,0,0,20.57,26.42,32.51,45.65,33.74,20.8,406.41,98.87,0,0,397.12,0,12.68,0,0,0,682.83,5.35,45.1,0,0,0,42.15,41.42,3.62,0,20,20.21,0,78.18,0,128.54,0,8.94,2.89,0,46.83,70.29,0,60.23,121.71,17.37,70.87,0,0,0,54.53,0,30.92,79.01,0,43.06,40.85,0,0,60.89,44.31,42.51,0,0,168.66,0,0,127.6,0

84,20:45-21:00,0,0,4.32,0,0,20.57,26.42,32.51,44.22,32.08,20.8,406.41,98.87,0,0,412.88,0,11.78,0,0,0,682.83,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20,6.52,0,78.18,0,128.54,0,9.08,2.89,0,46.83,70.29,0,60.23,121.71,17.37,70.87,0,0,0,53.79,0,30.92,79.01,0,43.06,40.85,0,0,60.89,44.31,38.64,0,0,167.1,0,0,127.6,0

85,21:00-21:15,0,0,4.32,0,0,20.57,26.42,32.51,44.22,32.08,20.8,406.41,98.87,0,0,343.12,0,11.78,0,0,0,682.83,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20,6.52,0,78.18,0,128.54,0,9.15,2.89,0,46.83,70.29,0,60.23,121.71,17.37,70.87,0,0,0,53.79,0,21.08,79.01,0,43.06,40.85,0,0,60.89,44.31,38.64,0,0,167.1,0,0,127.6,0

86,21:15-21:30,0,0,4.32,0,0,20.57,26.42,32.51,44.22,32.08,20.8,406.41,98.87,0,0,343.12,0,11.78,0,0,0,682.83,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20,6.52,0,78.18,0,128.54,0,9.23,2.89,0,46.83,70.29,0,60.23,121.71,17.37,70.87,0,0,0,53.79,0,21.08,79.01,0,43.06,40.85,0,0,60.89,44.31,38.64,0,0,167.1,0,0,127.6,0

87,21:30-21:45,0,0,4.32,0,0,20.57,26.42,32.51,44.22,32.08,20.8,406.41,98.87,0,0,343.12,0,11.78,0,0,0,682.83,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20,6.52,0,78.18,0,128.54,0,9.58,2.89,0,46.83,70.29,0,60.23,121.71,17.37,70.87,0,0,0,53.79,0,21.08,79.01,0,43.06,40.85,0,0,60.89,44.31,38.64,0,0,167.1,0,0,127.6,0

88,21:45-22:00,0,0,4.32,0,0,20.57,26.42,32.51,45.65,33.74,20.8,406.41,98.87,0,0,343.12,0,12.68,0,0,0,682.83,5.35,45.1,0,0,0,28.1,41.42,3.62,0,20,20.21,0,78.18,0,128.54,0,9.74,2.89,0,46.83,70.29,0,60.23,121.71,17.37,70.87,0,0,0,54.53,0,21.08,79.01,0,43.06,40.85,0,0,60.89,44.31,42.51,0,0,168.66,0,0,127.6,0

89,22:00-22:15,0,0,4.32,0,0,20.57,26.42,32.51,45.65,33.74,20.8,406.41,98.87,0,0,343.12,0,12.68,0,0,0,682.83,5.35,45.1,0,0,0,28.1,41.42,3.62,0,20,20.21,0,78.18,0,128.54,0,9.88,2.89,0,46.83,70.29,0,60.23,121.71,17.37,53.16,0,0,0,54.53,0,21.08,79.01,0,43.06,40.85,0,0,60.89,44.31,42.51,0,0,168.66,0,0,127.6,0

90,22:15-22:30,0,0,4.32,0,0,20.57,26.42,32.51,45.65,33.74,20.8,406.41,98.87,0,0,343.12,0,12.68,0,0,0,682.83,5.35,45.1,0,0,0,28.1,41.42,3.62,0,20,20.21,0,78.18,0,128.54,0,10.05,2.89,0,46.83,70.29,0,60.23,121.71,17.37,53.16,0,0,0,54.53,0,21.08,79.01,0,43.06,40.85,0,0,60.89,44.31,42.51,0,0,168.66,0,0,127.6,0

91,22:30-22:45,0,0,4.32,0,0,20.57,26.42,32.51,45.65,33.74,20.8,406.41,98.87,0,0,343.12,0,12.68,0,0,0,682.83,5.35,45.1,0,0,0,28.1,41.42,3.62,0,20,20.21,0,78.18,0,128.54,0,10.21,2.89,0,46.83,70.29,0,60.23,121.71,17.37,53.16,0,0,0,54.53,0,21.08,79.01,0,43.06,40.85,0,0,60.89,44.31,42.51,0,0,168.66,0,0,127.6,0

92,22:45-23:00,0,0,2.88,0,0,20.57,26.42,32.51,44.22,32.08,20.8,406.41,98.87,0,0,343.12,0,11.53,0,0,0,682.83,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20,13.04,0,78.18,0,128.54,0,10.26,2.89,0,46.83,70.29,0,60.23,121.71,17.37,53.16,0,0,0,53.79,0,21.08,79.01,0,43.06,40.85,0,0,60.89,44.31,38.64,0,0,167.1,0,0,127.6,0

93,23:00-23:15,0,0,2.88,0,0,20.57,26.42,32.51,44.22,32.08,20.8,406.41,98.87,0,0,343.12,0,11.53,0,0,0,682.83,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20,19.56,0,78.18,0,128.54,0,10.37,2.89,0,47.31,70.29,0,60.23,121.71,17.37,53.16,0,0,0,53.79,0,21.08,79.01,0,43.06,40.85,0,0,60.89,44.31,28.98,0,0,167.1,0,0,127.6,0

94,23:15-23:30,0,0,2.88,0,0,20.57,26.42,32.51,44.22,32.08,20.8,406.41,98.87,0,0,343.12,0,11.53,0,0,0,682.83,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20,19.56,0,78.18,0,128.54,0,10.47,2.89,0,47.31,70.29,0,60.23,121.71,17.37,53.16,0,0,0,53.79,0,21.08,79.01,0,43.06,40.85,0,0,60.89,44.31,28.98,0,0,167.1,0,0,127.6,0

95,23:30-23:45,0,0,2.88,0,0,20.57,26.42,32.51,44.22,32.08,20.8,406.41,98.87,0,0,343.12,0,11.53,0,0,0,682.83,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20,13.04,0,78.18,0,128.54,0,10.53,2.89,0,47.31,70.29,0,60.23,121.71,17.37,53.16,0,0,0,53.79,0,21.08,79.01,0,43.06,40.85,0,0,60.89,44.31,28.98,0,0,167.1,0,0,127.6,0

96,23:45-24:00,0,0,2.88,0,0,20.57,26.42,32.51,44.22,32.08,20.8,406.41,98.87,0,0,343.12,0,11.53,0,0,0,682.83,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20,13.04,0,78.18,0,128.54,0,10.58,2.89,0,47.31,70.29,0,60.23,121.71,17.37,53.16,0,0,0,53.79,0,21.08,79.01,0,43.06,40.85,0,0,60.89,44.31,28.98,0,0,167.1,0,0,127.6,0

