Block,Time Block,JHAJJAR,KGSU1AND2,KGSU3AND4,DHAULIGNGA,FSTPP I & II,KHSTPP-I,DULHASTI,CHAMERA2,BSIUL,BRBCL,CHAMERA1,CHAMERA3,DADRT2,TelanganaSTPP,UNCHAHAR2,URI,TALA,TEHRI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TANDA2,URI2,UNCHAHAR3,TALST2,TANAKPUR,NJPC,NLCEXP,NAPP,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SEWA2,SINGRAULI,PARBATI3,PARBATI2,RAPPD,RAMPUR,RAPPC,SASAN,RIHAND2,RSTPSU1TO6,RIHAND1,RSTPSU7,RAPPB,SALAL,RIHAND3,NLCTS2EXP,NTPL,NNTPP,NLCIIST1,NLCIIST2,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,KOTESHWR,KHSTPP-II,MAPS,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,218.51,0,0,21.14,10.03,28.04,56.7,47.16,6.3,19.32,19.84,33.84,7.37,0,23.79,51.19,16.39,0,10.77,1.05,0,3.96,36.81,14.28,0,6.81,174.76,0,24.77,0,1.07,0,0,95.04,7.41,5.08,18.49,6.74,65.74,329.32,78.69,0,62.75,0,0,38.73,100.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.9,0,0,0,2.32,8.34,0,0,0,0,0,0

55,13:30-13:45,218.51,0,0,21.14,10.03,29.92,56.7,47.16,6.3,19.32,17.71,33.84,7.37,0,23.79,49.07,16.39,0,10.77,1.05,0,3.96,36.81,14.28,0,6.81,174.76,0,24.77,0,1.09,0,0,95.04,7.41,5.08,18.49,6.74,65.74,329.32,78.22,0,62.75,0,0,38.73,123.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.89,0,0,0,2.32,8.34,0,0,0,0,0,0

56,13:45-14:00,218.51,0,0,21.14,10.03,28.04,56.7,47.16,6.3,19.32,18.32,33.84,7.37,0,23.79,49.07,16.39,0,10.77,1.05,0,3.96,36.81,14.28,0,6.81,174.76,0,24.77,0,1.09,0,0,95.04,7.41,5.08,18.49,6.74,65.74,329.32,78.22,0,62.75,0,0,38.73,123.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.89,0,0,0,2.32,8.34,0,0,0,0,0,0

57,14:00-14:15,218.51,0,0,21.14,10.03,28.04,56.7,47.16,6.3,19.32,27.15,33.84,7.37,0,23.79,49.07,16.39,9.77,10.77,1.05,0,3.96,36.81,14.28,0,7.18,174.76,0,24.77,0,1.09,0,0,136.11,7.41,5.08,18.49,6.74,65.74,329.32,108.28,0,87.51,0,0,38.73,123.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.9,0,0,0,2.32,8.34,0,0,0,0,0,0

58,14:15-14:30,218.51,0,0,21.14,10.03,28.04,56.7,47.16,6.3,19.32,27.15,33.84,7.37,0,23.79,49.07,16.39,19.38,10.77,1.05,0,3.96,36.81,14.28,0,7.18,174.76,0,24.77,0,1.09,0,0,140.83,7.41,5.08,18.49,6.74,65.74,329.32,117.95,0,91.76,0,0,38.73,123.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.89,0,0,0,2.32,8.34,0,0,0,0,0,0

59,14:30-14:45,218.51,0,0,21.14,10.03,29.21,56.7,47.16,6.3,19.32,27.15,33.84,7.37,0,23.79,49.07,16.39,28.61,10.77,1.05,0,3.96,36.81,14.28,0,7.18,174.76,0,24.77,0,1.09,0,0,140.83,37.95,13.8,18.49,6.74,65.74,329.32,117.95,0,91.76,0,0,81.38,123.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.08,114.4,0,0,0,2.32,8.34,0,0,0,0,0,0

60,14:45-15:00,218.51,0,0,21.14,10.03,29.21,56.7,47.16,6.3,19.32,27.15,33.84,7.37,0,23.79,49.07,16.39,28.61,10.77,1.05,0,3.96,36.81,14.28,0,7.18,174.76,0,24.77,0,1.09,0,0,140.83,37.95,26.86,18.49,6.74,65.74,329.32,117.95,0,91.76,0,0,81.38,123.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,2.32,8.34,0,0,0,0,0,0

61,15:00-15:15,218.51,0,0,21.14,12.35,33.49,56.7,47.16,6.3,19.32,27.15,33.84,7.37,0,27.45,49.07,16.39,28.61,13.22,1.05,0,3.96,36.81,16.61,0,7.18,174.76,0,24.77,0,1.09,0,0,140.83,37.95,26.86,18.49,6.74,65.74,329.32,117.95,0,91.76,0,0,81.38,123.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,2.32,8.34,0,0,0,0,0,0

62,15:15-15:30,218.51,0,0,21.14,12.35,35.29,56.7,47.16,6.3,19.32,27.15,33.84,7.37,0,28.08,49.07,16.39,28.61,13.22,1.05,0,3.96,36.81,17.26,0,7.18,174.76,0,24.77,0,1.09,0,0,140.83,37.95,26.86,18.49,6.74,65.74,329.32,117.95,0,91.76,0,0,81.38,123.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,2.32,8.34,0,0,0,0,0,0

63,15:30-15:45,218.51,0,0,21.14,12.35,35.29,38.27,47.16,6.3,19.32,40.79,33.84,0,0,28.08,49.07,16.39,28.61,13.22,1.05,0,3.96,36.81,17.26,0,7.18,174.76,0,24.77,0,1.09,0,0,140.83,8.15,26.86,18.49,6.74,65.74,329.32,117.95,0,91.76,0,0,81.38,123.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,2.32,8.34,0,0,0,0,0,0

64,15:45-16:00,218.51,0,0,21.14,12.35,35.29,38.27,47.16,6.3,19.32,40.79,33.84,7.37,0,28.08,49.07,16.39,28.61,13.22,1.05,0,3.96,36.81,17.26,0,7.18,174.76,0,24.77,0,1.09,0,0,140.83,8.15,26.86,18.49,6.74,65.74,329.32,117.95,0,91.76,0,0,81.38,123.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,2.32,8.34,0,0,0,0,0,0

65,16:00-16:15,218.51,0,0,21.14,12.35,35.29,38.27,47.16,6.3,19.32,40.79,33.84,7.37,0,28.08,49.07,16.39,28.61,13.22,1.05,0,2.94,36.81,17.26,0,7.18,174.76,0,24.77,0,1.09,0,0,134.18,8.15,26.86,18.49,6.74,65.74,329.32,117.95,0,91.76,0,0,81.38,123.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,4.63,8.34,0,0,0,0,0,0

66,16:15-16:30,218.51,0,0,21.14,12.35,35.29,38.27,47.16,6.3,19.32,40.79,33.84,7.37,0,28.08,49.07,16.39,28.61,13.22,1.05,0,2.94,36.81,17.26,0,7.18,174.76,0,24.77,0,1.09,0,0,140.83,32.62,26.86,18.49,6.74,65.74,329.32,117.95,0,91.76,0,0,81.38,123.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,4.63,8.34,0,0,0,0,0,0

67,16:30-16:45,218.51,0,0,21.14,15.52,35.29,38.27,47.16,12.6,19.32,40.79,33.84,7.37,0,28.08,49.07,16.39,28.61,13.55,1.05,0,2.94,36.81,17.26,0,7.18,174.76,0,24.77,0,1.09,0,0,140.83,32.62,26.86,18.49,6.74,65.74,329.32,117.95,0,91.76,0,0,81.38,123.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,4.63,8.34,0,0,0,0,0,0

68,16:45-17:00,218.51,0,0,21.14,15.52,35.29,38.27,47.16,12.6,19.32,40.79,33.84,7.37,0,28.67,49.07,16.39,28.61,13.55,1.05,0,2.94,36.81,17.81,0,7.18,174.76,0,24.77,0,1.09,0,6.09,140.83,32.62,26.86,18.49,6.74,65.74,329.32,117.95,0,91.76,0,0,76.9,123.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,4.63,8.34,0,0,0,0,0,0

69,17:00-17:15,175.04,0,0,21.14,15.52,35.29,38.27,47.16,12.6,19.32,40.79,33.84,7.37,0,28.67,49.07,10.7,28.61,13.55,1.05,0,2.94,36.81,17.81,0,7.18,174.76,0,24.77,0,1.09,0,6.09,140.83,22.24,26.86,18.49,6.74,65.74,329.32,117.95,0,91.76,0,0,76.9,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,4.63,8.34,0,0,0,0,0,0

70,17:15-17:30,175.04,0,0,21.14,15.52,35.29,38.27,47.16,12.6,19.32,40.79,33.84,7.37,0,28.67,49.07,10.7,28.61,13.55,1.05,0,2.94,36.81,17.81,0,7.18,174.76,0,24.77,0,1.09,0,12.18,140.83,22.24,26.86,18.49,6.74,65.74,329.32,117.95,0,91.76,0,0,76.9,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

71,17:30-17:45,175.04,0,0,42.3,15.52,35.29,38.27,47.16,12.6,19.32,40.79,33.84,7.37,0,28.08,49.07,10.7,28.61,13.22,1.05,0,2.94,36.81,17.26,0,5.94,174.76,0,24.77,0,1.09,0,12.18,140.83,22.24,26.86,18.49,6.74,65.74,329.32,117.95,0,91.76,0,0,76.9,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

72,17:45-18:00,175.04,0,0,42.3,15.52,35.29,38.27,47.16,12.6,19.32,40.79,33.84,7.37,0,28.08,49.07,10.7,28.61,13.22,1.05,0,2.94,36.81,17.26,0,5.94,174.76,0,24.77,0,1.09,0,12.18,140.83,32.62,26.86,18.49,6.74,65.74,329.32,117.95,0,91.76,0,0,76.9,89.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

73,18:00-18:15,175.04,0,0,42.3,12.35,35.29,38.27,47.16,12.6,19.32,40.79,33.84,7.37,0,24.85,51.19,7.7,28.61,10.77,1.05,0,2.94,36.81,14.78,0,5.94,174.76,0,24.77,0,1.09,0,18.26,126.18,32.62,37.75,18.49,6.74,65.74,329.32,93.83,0,62.75,0,0,76.33,54.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

74,18:15-18:30,175.04,0,0,42.3,12.35,35.29,38.27,47.16,12.6,19.32,40.79,33.84,7.37,0,23.79,51.19,7.7,28.61,10.77,1.05,0,2.94,36.81,14.28,0,5.94,174.76,0,24.77,0,1.09,0,18.26,126.18,32.62,37.75,18.49,6.74,65.74,329.32,93.83,0,62.75,0,0,76.33,54.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

75,18:30-18:45,175.26,0,0,42.3,12.35,35.29,38.27,47.16,12.6,19.32,40.79,33.81,7.37,0,23.79,51.19,7.7,28.61,10.77,1.05,0,3.82,36.81,14.28,0,5.94,174.76,0,24.77,0,1.09,0,18.26,130.6,14.83,37.75,18.49,6.74,65.74,342.91,96.23,0,64.91,0,0,76.33,56.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.22,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

76,18:45-19:00,175.26,0,0,42.3,12.35,35.29,38.27,49.32,19.77,19.32,41.51,35.59,7.37,0,23.79,51.19,7.7,28.61,10.77,1.05,0,3.96,38.8,14.28,0,5.94,176.4,0,24.77,0,1.09,0,19.41,130.6,76.16,37.75,18.49,6.91,65.74,358.1,96.23,0,64.91,0,0,76.33,56.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.58,114.96,0,0,0,9.26,8.39,0,0,0,0,0,0

77,19:00-19:15,238.7,0,0,42.3,12.35,35.29,38.27,49.32,19.77,19.32,41.51,35.59,38.05,0,28.45,51.19,3.73,28.61,13.11,1.05,0,3.96,38.8,17.81,0,5.94,176.4,0,24.77,0,1.09,0,19.41,130.6,76.16,37.75,18.49,6.91,65.74,366.61,96.23,0,64.91,0,0,76.33,56.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.58,114.96,0,0,0,9.26,8.39,0,0,0,0,0,0

78,19:15-19:30,309.79,0,0,42.3,12.35,35.29,38.27,49.32,19.77,19.32,41.51,35.59,45.17,0,28.54,51.19,3.73,28.61,13.55,1.05,0,3.96,38.8,17.81,0,4.96,176.4,0,24.77,0,1.09,0,19.41,130.6,76.16,37.75,18.49,6.91,65.74,375.21,96.23,0,64.91,0,0,76.33,56.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.58,114.96,0,0,0,9.26,8.39,0,0,0,0,0,0

79,19:30-19:45,362.93,0,0,42.3,15.52,35.29,38.27,49.32,19.77,19.32,41.51,35.59,45.17,0,33.99,49.07,3.73,28.61,16.73,1.05,0,3.96,38.8,21.38,0,5.82,176.4,0,24.77,0,0,0,19.41,130.6,76.16,43.55,18.49,6.91,65.74,386.08,96.23,0,64.91,0,0,75.78,56.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.58,114.96,0,0,0,9.26,8.39,0,0,0,0,0,0

80,19:45-20:00,362.93,0,0,42.3,15.52,35.29,38.27,49.32,19.77,19.32,41.51,35.59,45.17,0,33.99,49.07,3.73,28.61,16.73,1.05,0,3.96,38.8,21.38,0,5.82,176.4,0,24.77,0,0,0,19.41,130.6,76.16,43.55,18.49,6.91,65.74,395.23,96.23,0,64.91,0,0,75.78,56.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.58,114.96,0,0,0,9.26,8.39,0,0,0,0,0,0

81,20:00-20:15,356.67,0,0,42.3,20.01,43.99,57.48,49.32,19.77,19.32,41.51,35.59,45.17,0,42.28,49.07,3.73,28.61,20.91,1.64,0,5.33,38.8,26.25,0,5.82,176.4,0,24.77,0,0,0,19.41,144.85,76.16,43.55,18.49,6.91,65.74,396.7,118.25,0,90.82,0,0,75.78,87.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.58,143.27,0,0,0,9.26,8.39,0,0,0,0,0,0

82,20:15-20:30,356.67,0,0,42.3,20.09,43.99,57.48,49.32,19.77,19.32,41.51,35.59,45.17,0,42.52,49.07,3.73,28.61,20.91,1.64,0,5.33,38.8,26.74,0,6.81,176.4,0,24.77,0,0,0,19.41,145.24,76.16,43.55,18.49,6.91,65.74,396.7,120.36,0,93.93,0,0,75.78,92.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.58,143.27,0,0,0,9.26,8.39,0,0,0,0,0,0

83,20:30-20:45,356.67,0,0,42.3,20.09,43.99,56.7,47.16,12.6,19.32,40.79,33.84,45.17,0,42.52,49.07,3.73,28.61,20.91,1.64,0,5.33,36.81,26.74,0,6.81,174.76,0,24.77,0,0,0,18.26,145.24,13.34,43.55,18.49,6.74,65.74,396.7,120.36,0,93.93,0,0,75.78,92.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.22,143.27,0,0,0,9.26,8.34,0,0,0,0,0,0

84,20:45-21:00,356.67,0,0,42.3,20.09,43.99,56.7,47.16,12.6,19.32,40.79,33.84,45.17,0,42.52,49.07,3.73,28.61,20.91,1.64,0,5.33,36.81,26.74,0,6.81,174.76,0,24.77,0,0,0,18.26,145.24,11.86,43.55,18.49,6.74,65.74,396.7,120.36,0,93.93,0,0,75.78,92.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.22,143.27,0,0,0,9.26,8.34,0,0,0,0,0,0

85,21:00-21:15,356.67,0,0,42.3,20.09,43.99,56.7,47.16,12.6,19.32,40.79,33.84,50.02,0,42.52,49.07,3.73,28.61,20.91,1.64,0,5.33,36.81,26.74,0,6.81,174.76,0,24.77,0,0,0,18.26,145.24,14.83,43.55,18.49,6.74,65.74,396.7,120.36,0,93.93,0,0,75.78,91.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.22,143.27,0,0,0,9.26,8.34,0,0,0,0,0,0

86,21:15-21:30,356.67,0,0,42.3,20.09,43.99,57.48,49.32,19.77,19.32,41.51,35.59,50.02,0,42.52,49.07,3.73,28.61,20.91,1.64,0,5.33,38.8,26.74,0,6.81,176.4,0,24.77,0,0,0,19.41,132.88,76.16,43.55,18.49,6.91,65.74,396.7,120.36,0,93.93,0,0,75.78,91.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.58,143.27,0,0,0,9.26,8.39,0,0,0,0,0,0

87,21:30-21:45,380.59,0,0,42.3,20.09,43.99,57.48,49.32,19.77,19.32,41.51,35.59,86.25,0,42.52,49.07,7.38,28.61,20.91,1.64,0,5.33,38.8,26.74,0,6.81,176.4,0,24.77,0,1.09,0,19.41,132.88,76.16,43.55,18.49,6.91,65.74,396.7,120.36,0,93.93,0,0,74.09,92.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.58,143.27,0,0,0,9.26,8.39,0,0,0,0,0,0

88,21:45-22:00,380.59,0,0,42.3,20.09,43.99,57.48,49.32,19.77,19.32,41.51,35.59,90.6,0,42.52,49.07,7.38,28.61,20.91,1.64,0,5.33,38.8,26.74,0,6.81,176.4,0,24.77,0,1.09,0,19.41,132.88,76.16,43.55,18.49,6.91,65.74,396.7,120.36,0,93.93,0,0,74.09,92.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.58,143.27,0,0,0,9.26,8.39,0,0,0,0,0,0

89,22:00-22:15,380.59,0,0,42.3,20.09,43.99,57.48,49.32,19.77,19.32,41.51,35.59,129.35,0,42.52,49.07,18.46,28.61,20.91,1.64,0,5.33,38.8,26.74,0,4.96,176.4,0,24.77,0,1.09,0,19.41,132.88,76.16,43.55,18.49,6.91,65.74,396.7,120.36,0,93.93,0,0,74.09,92.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.58,143.27,0,0,0,9.26,8.39,0,0,0,0,0,0

90,22:15-22:30,380.59,0,0,42.3,20.09,43.99,57.48,49.32,19.77,19.32,41.51,35.59,198.52,0,42.52,49.07,18.46,28.61,20.91,1.64,0,5.33,38.8,26.74,0,4.96,176.4,0,24.77,0,1.09,0,19.41,132.88,76.16,43.55,18.49,6.91,65.74,396.7,120.36,0,93.93,0,0,74.09,92.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.58,143.27,0,0,0,9.26,8.39,0,0,0,0,0,0

91,22:30-22:45,380.59,0,0,42.3,20.09,43.99,56.7,47.16,18.9,19.32,40.79,33.84,235.52,0,42.52,49.07,18.46,28.61,20.91,1.64,0,5.33,36.81,26.74,0,4.96,174.76,0,24.77,0,1.09,0,18.26,145.24,51.88,43.55,18.49,6.74,65.74,396.7,120.36,0,93.93,0,0,74.09,92.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.38,143.27,0,0,0,9.26,8.34,0,0,0,0,0,0

92,22:45-23:00,380.59,0,0,42.3,20.09,43.99,56.7,47.16,18.9,19.32,40.79,33.84,235.52,0,42.52,49.07,18.46,28.61,20.91,1.64,0,5.33,36.81,26.74,0,4.96,174.76,0,24.77,0,1.09,0,18.26,145.24,51.88,43.55,18.49,6.74,65.74,396.7,120.36,0,93.93,0,0,74.09,92.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.08,143.27,0,0,0,9.26,8.34,0,0,0,0,0,0

93,23:00-23:15,380.59,0,0,42.3,20.09,43.99,56.7,47.16,18.9,19.32,40.79,33.84,235.52,0,42.52,49.07,18.46,28.61,20.91,1.64,0,5.33,36.81,26.74,0,4.96,174.76,0,24.77,0,1.09,0,18.26,138.81,59.3,43.55,18.49,6.74,65.74,396.7,120.36,0,93.93,0,0,74.09,92.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.08,143.27,0,0,0,8.87,8.34,0,0,0,0,0,0

94,23:15-23:30,380.59,0,0,42.3,20.09,43.99,56.7,47.16,18.9,19.32,40.79,33.84,240.35,0,42.52,49.07,18.46,28.61,20.91,1.64,0,5.33,36.81,26.74,0,4.96,174.76,0,24.77,0,1.09,0,18.26,138.81,59.3,43.55,18.49,6.74,65.74,396.7,120.36,0,93.93,0,0,74.09,92.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.08,143.27,0,0,0,6.95,8.34,0,0,0,0,0,0

95,23:30-23:45,380.59,0,0,42.3,20.09,43.99,56.7,47.16,12.6,19.03,40.79,33.84,235.52,0,42.52,49.07,18.46,28.61,20.91,1.64,0,5.33,36.81,26.74,0,4.96,174.76,0,24.77,0,1.09,0,18.26,138.81,59.3,43.55,18.49,6.74,65.74,396.7,120.36,0,93.93,0,0,74.09,92.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.08,143.27,0,0,0,6.95,8.34,0,0,0,0,0,0

96,23:45-24:00,380.59,0,0,42.3,20.09,43.99,56.7,47.16,12.6,17.53,40.79,33.84,235.52,0,42.52,49.07,18.46,28.61,20.91,1.64,0,5.33,36.81,26.74,0,4.96,174.76,0,24.77,0,1.09,0,18.26,138.81,59.3,43.55,18.49,6.74,65.74,396.7,120.36,0,93.93,0,0,74.09,92.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.08,143.27,0,0,0,6.95,8.34,0,0,0,0,0,0

