Block,Time,BRBCL,DHAULIGNGA,KHSTPP-I,KKNPPU2,KUDGI,NTPL,RAPPB,RAPPC,TALA,VALLURNTECL,AURY_LF,DADRI_CRF,DADRI_LF,BSIUL,FSTPP I & II,KISHANGANGA,RAMPUR,TANAKPUR,UNCHAHAR2,CHAMERA2,DADRT2,NAPP,NLCEXP,SIMHST2,URI2,ANTA_CRF,DULHASTI,KHSTPP-II,KKNP,KOLDAM,KOTESHWR,NLCIIST2,NLCTS2EXP,SIMHST1,TANDA2,TEHRI,ANTA_LF,DADRI_GF,CHAMERA3,RIHAND2,RSTPSU7,SASAN,SINGRAULI,SINGRAULI_HYDRO,TALST2,TelanganaSTPP,URI,DADRI_RF,CHAMERA1,MAPS,RIHAND1,RSTPSU1TO6,UNCHAHAR1,JHAJJAR,NLCIIST1,NNTPP,PARBATI3,SALAL,ANTA_RF,AURY_GF,AURY_RF,KGSU1AND2,KGSU3AND4,NJPC,RIHAND3,SEWA2,UNCHAHAR3,UNCHAHAR4,ANTA_GF,AURY_CRF
57,14:00-14:15,20.01,40.4,44.31,0,0,0,0,60.23,9.64,0,0,0,0,6.52,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,76.88,14.05,0,90.54,0,20.96,413.81,0,0,21.08,79.01,2.36,0,61.87,0,0,167.1,127.6,11.58,27.05,1.62,0,0

58,14:15-14:30,20.01,40.4,44.31,0,0,0,0,60.23,9.62,0,0,0,0,6.52,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,76.88,14.05,0,90.54,0,20.96,413.81,0,0,21.08,79.01,4.73,0,61.87,0,0,167.1,127.6,11.58,27.05,1.62,0,0

59,14:30-14:45,20.01,40.4,44.31,0,0,0,0,60.23,9.76,0,0,0,0,6.52,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,127.75,0,0,0,47.47,2.47,14.05,0,90.54,0,20.96,413.81,0,0,21.08,79.01,4.73,0,61.87,0,0,167.1,127.6,11.58,27.05,1.62,0,0

60,14:45-15:00,20.01,40.4,44.31,0,0,0,0,60.23,9.62,0,0,0,0,6.52,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,127.75,0,0,0,47.47,2.47,14.05,0,90.54,0,20.96,413.81,0,0,21.08,79.01,4.73,0,61.87,0,0,167.1,127.6,11.58,27.05,1.62,0,0

61,15:00-15:15,20.01,40.4,44.31,0,0,0,0,60.23,9.58,0,0,0,0,6.52,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,3.08,14.05,0,90.54,0,20.96,413.81,0,0,21.08,79.01,4.73,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

62,15:15-15:30,20.01,40.4,44.31,0,0,0,0,60.23,9.67,0,0,0,0,6.52,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,2.89,17,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,3.08,14.05,0,90.54,0,20.96,413.81,0,0,21.08,79.01,4.73,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

63,15:30-15:45,20.01,40.4,44.31,0,0,0,0,60.23,9.74,0,0,0,0,6.52,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,0.19,17,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,3.08,14.05,0,90.54,0,20.96,413.81,0,0,21.08,79.01,4.73,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

64,15:45-16:00,20.01,40.4,44.31,0,0,0,0,60.23,9.9,0,0,0,0,6.52,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,0.19,34.01,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,3.08,18.17,0,90.54,0,20.96,413.81,0,0,21.08,79.01,4.73,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

65,16:00-16:15,20.01,40.4,44.31,0,0,0,0,60.23,9.53,0,0,0,0,6.52,18.48,2.88,3.54,12.94,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,0.19,34.01,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,3.7,29.79,0,90.54,0,20.96,413.81,0,0,21.08,79.01,4.73,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

66,16:15-16:30,20.01,40.4,44.31,0,0,0,0,60.23,9.43,0,0,0,0,6.52,18.48,2.88,3.54,12.94,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,0.19,34.01,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,3.7,42.15,0,90.54,0,20.96,413.81,0,0,21.08,79.01,4.73,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

67,16:30-16:45,20.01,40.4,44.31,0,0,0,0,60.23,9.38,0,0,0,0,13.04,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,0.19,34.01,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,3.7,42.15,0,90.54,0,20.96,413.81,0,0,7.03,79.6,4.73,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

68,16:45-17:00,20.01,40.4,44.31,0,0,0,0,60.23,9.2,0,0,0,0,13.04,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,0.19,34.01,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,3.7,42.15,0,90.54,0,20.96,413.81,0,0,7.03,79.6,4.73,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

69,17:00-17:15,20.01,40.4,44.31,0,0,0,0,60.23,9.08,0,0,0,0,13.04,18.48,2.88,3.54,2.56,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,0.19,34.01,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,6.78,42.15,0,90.54,0,20.96,413.81,0,0,7.03,79.6,4.73,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

70,17:15-17:30,20.01,40.4,44.31,0,0,0,0,60.23,9,0,0,0,0,13.04,18.48,2.88,3.54,2.56,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,0.19,34.01,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,6.78,42.15,0,90.54,0,20.96,413.81,0,0,7.03,79.6,4.73,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

71,17:30-17:45,20.01,40.4,44.31,0,0,0,0,60.23,8.82,0,0,0,0,19.56,18.48,2.88,3.54,2.56,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,0.19,34.01,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,10.48,42.15,0,90.54,0,20.96,413.81,0,0,18.27,79.6,4.73,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

72,17:45-18:00,20.01,40.4,44.31,0,0,0,0,60.23,8.7,0,0,0,0,19.56,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,0.19,53.16,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,11.09,42.15,0,90.54,0,20.96,413.81,0,0,18.27,79.6,4.73,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

73,18:00-18:15,20.01,40.4,44.31,0,0,0,0,60.23,8.58,0,0,0,0,19.56,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,19.32,0,0,0,2.89,53.16,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,13.56,42.15,0,90.54,0,20.96,413.81,0,0,18.27,79.6,17.74,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

74,18:15-18:30,20.01,40.4,44.31,0,0,0,0,60.23,8.49,0,0,0,0,19.56,18.48,2.88,3.54,12.94,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,28.98,0,0,0,2.89,53.16,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,14.18,42.15,0,90.54,0,20.96,413.81,0,0,36.54,79.6,17.74,0,60.89,0,0,167.1,127.6,11.58,27.05,1.62,0,0

75,18:30-18:45,20.01,40.4,44.31,0,0,0,0,60.23,8.21,0,0,0,0,19.56,18.48,2.88,3.54,12.94,43.06,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,38.64,0,0,0,2.89,53.16,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,16.03,42.15,0,90.54,0,20.96,413.81,0,0,36.54,79.6,17.74,0,60.89,0,0,167.1,127.6,11.58,27.05,1.62,0,0

76,18:45-19:00,20.01,41.42,44.31,0,0,0,0,60.23,8.11,0,0,0,0,20.21,18.48,4.32,3.62,12.94,43.06,45.65,685.72,44.62,0,0,32.51,0,54.53,148.3,0,5.35,42.51,0,0,0,2.89,70.87,0,0,33.74,121.71,0,410.62,127.75,0,0,0,39.75,16.65,42.15,0,90.54,0,20.96,413.81,0,0,36.54,79.6,17.74,0,60.89,0,0,168.66,127.6,11.58,27.05,1.62,0,0

77,19:00-19:15,20.01,41.42,44.31,0,0,0,0,60.23,8.11,0,0,0,0,0,18.48,4.32,3.62,12.94,43.06,45.65,685.72,44.62,0,0,32.51,0,54.53,148.3,0,5.35,42.51,0,0,0,2.89,70.87,0,0,33.74,121.71,0,410.62,127.75,0,0,0,39.75,18.5,42.15,0,90.54,0,20.96,413.81,0,0,36.54,79.6,14.19,0,60.89,0,0,168.66,127.6,11.58,27.05,1.62,0,0

78,19:15-19:30,20.01,41.42,44.31,0,0,0,0,60.23,8.35,0,0,0,0,0,18.48,4.32,3.62,12.17,43.06,45.65,685.72,44.62,0,0,32.51,0,54.53,148.3,0,5.35,42.51,0,0,0,2.89,70.87,0,0,33.74,121.71,0,410.62,127.75,0,0,0,39.75,19.12,42.15,0,90.54,0,20.96,413.81,0,0,36.54,79.6,14.19,0,60.89,0,0,168.66,127.6,11.58,27.05,1.62,0,0

79,19:30-19:45,20.01,41.42,44.31,0,0,0,0,60.23,8.61,0,0,0,0,0,18.48,4.32,3.62,12.68,43.06,45.65,685.72,44.62,0,0,32.51,0,54.53,148.3,0,5.35,42.51,0,0,0,2.89,70.87,0,0,33.74,121.71,0,410.62,127.75,0,0,0,39.75,11.72,42.15,0,90.54,0,20.96,413.81,0,0,36.54,79.6,14.19,0,60.89,0,0,168.66,127.6,11.58,27.05,1.62,0,0

80,19:45-20:00,20.01,41.42,44.31,0,0,0,0,60.23,8.7,0,0,0,0,0,18.48,4.32,3.62,12.68,43.06,45.65,685.72,44.62,0,0,32.51,0,54.53,148.3,0,5.35,42.51,0,0,0,2.89,70.87,0,0,33.74,121.71,0,410.62,127.75,0,0,0,39.75,3.7,42.15,0,90.54,0,20.96,413.81,0,0,21.08,79.6,14.19,0,60.89,0,0,168.66,127.6,11.58,27.05,1.62,0,0

81,20:00-20:15,20.01,41.42,44.31,0,0,0,0,60.23,8.84,0,0,0,0,0,18.48,4.32,3.62,12.68,43.06,45.65,685.72,44.62,0,0,32.51,0,54.53,148.3,0,5.35,42.51,0,0,0,2.89,70.87,0,0,33.74,121.71,0,410.62,127.75,0,0,0,39.75,4.31,42.15,0,90.54,0,20.96,413.81,0,0,30.92,79.6,14.19,0,60.89,0,0,168.66,127.6,11.58,27.05,1.62,0,0

82,20:15-20:30,20.01,41.42,44.31,0,0,0,0,60.23,8.96,0,0,0,0,0,18.48,4.32,3.62,12.94,43.06,45.65,685.72,44.62,0,0,32.51,0,54.53,148.3,0,5.35,42.51,0,0,0,2.89,70.87,0,0,33.74,121.71,0,410.62,127.75,0,0,0,39.75,4.31,42.15,0,90.54,0,20.96,413.81,0,0,30.92,79.6,14.19,0,60.89,0,0,168.66,127.6,11.58,27.05,1.62,0,0

83,20:30-20:45,20.01,41.42,44.31,0,0,0,0,60.23,9.08,0,0,0,0,0,18.48,4.32,3.62,11.53,43.06,45.65,685.72,44.62,0,0,29.56,0,54.53,148.3,0,5.35,42.51,0,0,0,2.89,70.87,0,0,33.74,121.71,0,410.62,127.75,0,0,0,39.75,5.55,42.15,0,90.54,0,20.96,413.81,0,0,30.92,79.6,14.19,0,60.89,0,0,168.66,127.6,11.58,27.05,1.62,0,0

84,20:45-21:00,20.01,40.4,44.31,0,0,0,0,60.23,9.23,0,0,0,0,0,18.48,4.32,3.54,11.53,43.06,44.22,685.72,44.62,0,0,29.56,0,53.79,148.3,0,5.35,38.64,0,0,0,2.89,70.87,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,5.55,42.15,0,90.54,0,20.96,413.81,0,0,30.92,79.6,14.19,0,60.89,0,0,167.1,127.6,11.58,27.05,1.62,0,0

85,21:00-21:15,20.01,40.4,44.31,0,0,0,0,60.23,9.29,0,0,0,0,0,18.48,4.32,3.54,2.56,43.06,44.22,685.72,44.62,0,0,29.56,0,53.79,148.3,0,5.35,38.64,0,0,0,2.89,70.87,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,5.55,42.15,0,90.54,0,20.96,413.81,0,0,30.92,79.6,14.19,0,60.89,0,0,167.1,127.6,11.58,27.05,1.62,0,0

86,21:15-21:30,20.01,40.4,44.31,0,0,0,0,60.23,9.38,0,0,0,0,0,18.48,4.32,3.54,2.56,43.06,44.22,685.72,44.62,0,0,29.56,0,53.79,148.3,0,5.35,38.64,0,0,0,2.89,70.87,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,5.55,42.15,0,90.54,0,20.96,413.81,0,0,21.08,79.6,14.19,0,60.89,0,0,167.1,127.6,11.58,27.05,1.62,0,0

87,21:30-21:45,20.01,40.4,44.31,0,0,0,0,60.23,9.5,0,0,0,0,0,18.48,4.32,3.54,2.56,43.06,44.22,685.72,44.62,0,0,29.56,0,53.79,148.3,0,5.35,38.64,0,0,0,2.89,70.87,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,6.78,42.15,0,90.54,0,20.96,413.81,0,0,21.08,79.6,14.19,0,60.89,0,0,167.1,127.6,11.58,27.05,1.62,0,0

88,21:45-22:00,20.01,41.42,44.31,0,0,0,0,60.23,9.62,0,0,0,0,0,18.48,4.32,3.62,12.68,43.06,45.65,685.72,44.62,0,0,29.56,0,54.53,148.3,0,5.35,42.51,0,0,0,2.89,70.87,0,0,33.74,121.71,0,410.62,127.75,0,0,0,39.75,6.78,42.15,0,90.54,0,20.96,413.81,0,0,21.08,79.6,14.19,0,60.89,0,0,168.66,127.6,11.58,27.05,1.62,0,0

89,22:00-22:15,20.01,41.42,44.31,0,0,0,0,60.23,9.9,0,0,0,0,0,19.18,4.32,3.62,12.68,43.06,45.65,685.72,44.62,0,0,29.56,0,54.53,148.3,0,5.35,42.51,0,0,0,2.89,70.87,0,0,33.74,121.71,0,410.62,127.75,0,0,0,39.75,7.4,42.15,0,90.54,0,20.96,413.81,0,0,21.08,79.6,14.19,0,60.89,0,0,168.66,127.6,11.58,27.05,1.62,0,0

90,22:15-22:30,20.01,41.42,44.31,0,0,0,0,60.23,9.9,0,0,0,0,0,19.88,4.32,3.62,12.68,43.06,45.65,685.72,44.62,0,0,29.56,0,54.53,140.88,0,5.35,42.51,0,0,0,2.89,70.87,0,0,33.74,121.71,0,410.62,127.75,0,0,0,39.75,7.4,42.15,0,90.54,0,20.96,413.81,0,0,21.08,79.6,5.32,0,60.89,0,0,168.66,127.6,11.58,27.05,1.62,0,0

91,22:30-22:45,20.01,41.42,44.31,0,0,0,0,60.23,10.05,0,0,0,0,0,20.15,4.32,3.62,12.94,43.06,45.65,685.72,44.62,0,0,29.56,0,54.53,133.54,0,5.35,42.51,0,0,0,2.89,70.87,0,0,33.74,121.71,0,410.62,127.75,0,0,0,39.75,0,42.15,0,90.54,0,20.96,413.81,0,0,21.08,79.6,5.32,0,60.89,0,0,168.66,127.6,11.58,27.05,1.62,0,0

92,22:45-23:00,20.01,40.4,44.31,0,0,0,0,60.23,10.21,0,0,0,0,0,20.15,2.88,3.54,11.53,43.06,44.22,685.72,44.62,0,0,29.56,0,53.79,126.92,0,5.35,28.98,0,0,0,2.89,52.22,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,0,42.15,0,90.54,0,20.96,413.81,0,0,21.08,79.6,5.32,0,60.89,0,0,167.1,127.6,11.58,27.05,1.62,0,0

93,23:00-23:15,20.01,40.4,44.31,0,0,0,0,60.23,10.35,0,0,0,0,0,20.15,2.88,3.54,11.53,43.06,44.22,685.72,44.62,0,0,29.56,0,53.79,126.19,0,5.35,28.98,0,0,0,2.89,51.01,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,0,42.15,0,90.54,0,20.96,413.81,0,0,21.08,79.6,5.32,0,60.89,0,0,167.1,127.6,11.58,27.05,1.62,0,0

94,23:15-23:30,20.01,40.4,44.31,0,0,0,0,60.23,10.35,0,0,0,0,0,20.15,2.88,3.54,11.53,43.06,44.22,685.72,44.62,0,0,29.56,0,53.79,119.59,0,5.35,28.98,0,0,0,2.89,51.01,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,0,42.15,0,90.54,0,20.96,413.81,0,0,21.08,79.6,5.32,0,60.89,0,0,167.1,127.6,11.58,27.05,1.62,0,0

95,23:30-23:45,20.01,40.4,44.31,0,0,0,0,60.23,10.35,0,0,0,0,0,20.15,2.88,3.54,11.53,43.06,44.22,685.72,44.62,0,0,29.56,0,53.79,112.24,0,5.35,28.98,0,0,0,2.89,51.01,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,0,42.15,0,90.54,0,20.96,413.81,0,0,21.08,79.6,5.32,0,60.89,0,0,167.1,127.6,11.58,27.05,1.62,0,0

96,23:45-24:00,20.01,40.4,44.31,0,0,0,0,60.23,10.49,0,0,0,0,0,20.15,2.88,3.54,11.53,43.06,44.22,685.72,44.62,0,0,29.56,0,53.79,98.87,0,5.35,28.98,0,0,0,2.89,51.01,0,0,32.08,121.71,0,410.62,127.75,0,0,0,39.75,0,42.15,0,90.54,0,20.96,413.81,0,0,21.08,79.6,5.32,0,60.89,0,0,167.1,127.6,11.58,27.05,1.62,0,0

