Block,Time,NR/01102023/13082046/L_NR_2021_12,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,SR/01032024/15032024/BYPL-APPCPL-KSEB,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01032024/22032024/HP-59,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/02012046/L_NR_2021_17,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01032024/31032024/NVVN/OA/16997,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/14032024/14032024/DD20240314NR23255,NR/01032024/22032024/HP-56,NR/01102023/06022042/L_NR_2012_02,NR/01012024/31032024/ ChanjuII,NR/01102023/31052040/LT-31,NR/26072023/31072042/L_NR_2023_07,SR/01032024/31032024/SJVN010324NR1590,NR/01032024/31032024/SJVN010324NR1588,WR/01102023/01102023/L_NR_2022_09,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_07,NR/22102023/11042047/L_NR_2021_17,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,NR/01032024/15032024/HP-62,WR/01102023/30052048/L_NR_2022_10,NR/01032024/31032024/SJVN010324NR1589
59,14:30-14:45,246.58,1.430000,32.05,18.5,96.26,6.66,49.31,1.090000,52.940000,25.980000,25.980000,0.000000,126.82099,92.56,0.000000,0,22.140000,48.130000,93,0,57.740000,1.150000,32.05,6.16,48.13,0.000000,0.000000,180.210000,5.050000,15.590000,196,0,24.07,13,96.26,133.800000,15.590000,15.980000,47.8,52.630000,47,144.390000,84,32.05,6.17,6.01,0.000000,13,28.88

60,14:45-15:00,246.58,1.430000,32.05,18.5,96.26,6.66,49.31,1.090000,52.940000,25.980000,25.980000,0.000000,121.049321,92.52,0.000000,0,23.100000,48.130000,89,0,57.740000,1.150000,32.05,6.16,48.13,0.000000,0.000000,180.210000,5.050000,14.710000,189,0,24.07,13,96.26,133.800000,14.710000,15.080000,46.2,52.630000,45,144.390000,81,32.05,6.17,6.01,0.000000,13,28.88

61,15:00-15:15,246.58,1.430000,32.05,18.5,96.26,6.66,49.31,1.090000,52.940000,25.980000,25.980000,0.000000,116.776534,92.52,0.000000,0,23.100000,48.130000,85,0,57.740000,1.150000,32.05,6.16,48.13,0.000000,0.000000,180.210000,4.970000,14.050000,182,0,24.07,13,96.26,133.800000,14.050000,14.400000,43.6,52.630000,43,144.390000,78,32.05,6.17,6.01,0.000000,13,28.88

62,15:15-15:30,237.82,1.430000,32.05,18.5,96.26,6.66,47.56,1.090000,52.940000,25.980000,25.980000,0.000000,108.902537,90.82,0.000000,0,23.100000,48.130000,79,0,57.740000,1.150000,32.05,6.16,48.13,0.000000,0.000000,189.830000,4.970000,13.390000,175,0,24.07,13,96.26,133.800000,13.390000,13.720000,41.5,52.630000,39,144.390000,75,32.05,6.17,6.83,0.000000,13,28.88

63,15:30-15:45,221.76,1.430000,32.05,18.5,96.26,6.66,44.35,1.090000,52.940000,25.980000,25.980000,0.000000,99.76325,84.66,0.000000,0,23.100000,48.130000,73,0,57.740000,1.150000,32.05,6.16,48.13,0.000000,0.000000,214.070000,4.970000,12.630000,161,0,24.07,13,96.26,133.800000,12.630000,12.940000,39.3,52.630000,36,144.390000,69,32.05,6.17,7.95,0.000000,13,28.88

64,15:45-16:00,207.18,1.430000,32.05,18.5,96.26,6.66,41.44,1.090000,52.940000,25.980000,25.980000,0.000000,89.962119,78.5,0.000000,0,23.100000,48.130000,65,0,57.740000,1.150000,32.05,6.16,48.13,0.000000,0.000000,214.070000,4.970000,11.360000,147,0,24.07,13,96.26,133.800000,11.360000,11.650000,36.2,76.320000,33,144.390000,63,32.05,6.17,9.13,0.000000,13,28.88

65,16:00-16:15,188.34,1.430000,32.05,20,96.26,6.66,37.67,1.090000,81.820000,24.860000,30.800000,0.000000,79.596474,70.93,0.000000,0,24.060000,48.130000,60,0,57.740000,1.150000,32.05,6.66,48.13,0.000000,0.000000,243.200000,4.970000,10.420000,133,0,24.07,13,96.26,133.800000,10.420000,10.680000,33.4,76.320000,30,144.390000,57,32.05,6.67,10.19,0.000000,13,28.88

66,16:15-16:30,169.83,1.430000,32.05,20,96.26,6.66,33.97,1.090000,99.740000,24.860000,30.800000,0.000000,68.81231,62.59,0.000000,0,24.060000,48.130000,53,0,57.740000,1.150000,32.05,6.66,48.13,0.000000,0.000000,243.200000,4.970000,9.290000,119,0,24.07,13,96.26,133.800000,9.290000,9.520000,30,76.320000,27,144.390000,51,32.05,6.67,11.35,0.000000,13,28.88

67,16:30-16:45,153.33,1.430000,33,20,96.26,7,30.67,1.090000,99.740000,24.860000,30.800000,0.000000,58.991713,53.73,0.000000,0,25.030000,48.130000,45,0,57.740000,1.150000,20.87,6.66,48.13,0.000000,0.000000,243.200000,4.970000,8.000000,102,5.29,18.77,13,96.26,133.800000,8.000000,8.200000,26.3,86.830000,23,144.390000,43,33,6.67,12.19,0.000000,13,28.88

68,16:45-17:00,132.15,1.430000,33,20,96.26,7,26.43,1.090000,99.740000,24.860000,30.800000,0.000000,47.487307,44.65,0.000000,0,25.030000,48.130000,38,0,57.740000,1.150000,10.97,6.66,48.13,0.000000,0.000000,243.200000,4.970000,6.880000,84,12.71,11.36,13,96.26,133.800000,6.880000,7.050000,22.5,86.830000,19,144.390000,36,30,6.67,12.82,0.000000,13,28.88

69,17:00-17:15,112.8,1.390000,33,20.5,96.26,7,22.56,1.090000,99.740000,24.860000,30.800000,0.000000,35.418387,34.8,0.000000,0,25.030000,48.130000,31,0,57.740000,1.180000,4.08,6.84,48.13,0.000000,0.000000,243.200000,5.050000,5.550000,67,0,0,13,96.26,133.800000,5.550000,5.690000,17.5,86.830000,15,144.390000,28,17,6.83,12.94,0.000000,13,0

70,17:15-17:30,89.78,1.390000,29.55,21.5,96.26,7,17.96,1.090000,99.740000,24.860000,30.800000,0.000000,24.303301,24.56,0.000000,0,25.030000,48.130000,23,0,57.740000,1.180000,0.58,7.16,48.13,0.000000,0.000000,243.200000,5.050000,4.140000,49,0,0,13,96.26,133.800000,4.140000,4.240000,12,86.830000,11,144.390000,21,7,7.17,12.8,0.000000,13,0

71,17:30-17:45,68.73,1.390000,14.34,21.5,96.26,7,13.75,1.090000,99.740000,8.080000,30.800000,0.000000,14.521636,17.19,0.000000,0,25.990000,48.130000,15,0,57.740000,1.180000,0,7.16,48.13,0.000000,0.000000,243.200000,5.050000,3.100000,35,0,0,13,96.26,133.800000,3.100000,3.180000,8,86.830000,7,144.390000,15,1,7.17,12.35,0.000000,13,0

72,17:45-18:00,47.58,1.390000,4.71,21.5,96.26,8,9.51,1.090000,99.740000,8.080000,30.800000,0.000000,8.019992,12.22,0.000000,0,25.990000,48.130000,9,0,57.740000,1.180000,0,7.16,48.13,0.000000,0.000000,243.200000,5.050000,2.080000,18,0,0,13.67,96.26,133.800000,2.080000,2.130000,4,86.830000,5,144.390000,7,0,7.17,11.89,0.000000,13.67,0

73,18:00-18:15,29,1.390000,0,21.5,96.26,8,5.8,1.010000,99.740000,8.080000,30.800000,0.000000,3.718006,4.58,0.000000,0,26.950000,48.130000,7,0,57.740000,1.180000,0,7.16,96.26,0.000000,0.000000,243.200000,5.050000,1.140000,7,0,0,14,96.26,133.800000,1.140000,1.170000,3,86.830000,3,144.390000,3,0,7.17,12.11,0.000000,14,0

74,18:15-18:30,14.97,1.390000,0,21.5,96.26,8.34,2.99,1.010000,99.740000,8.080000,30.800000,0.000000,1.216625,0,0.000000,0,26.950000,48.130000,1,0,57.740000,1.180000,0,7.16,96.26,0.000000,0.000000,243.200000,5.050000,0.520000,1,0,0,14,96.26,133.800000,0.520000,0.530000,2,86.830000,0,144.390000,1,0,7.17,11.91,0.000000,14,0

75,18:30-18:45,4.94,1.390000,0,21.5,96.26,8.34,0.99,1.010000,99.740000,30.320000,30.320000,0.000000,0,0,0.000000,0,26.950000,48.130000,0,0,57.740000,1.180000,0,7.16,96.26,0.000000,0.000000,243.200000,5.050000,0.080000,1,0,0,18.67,96.26,133.800000,0.080000,0.080000,1,86.830000,0,144.390000,0,0,7.17,11.55,0.000000,18.67,0

76,18:45-19:00,0.47,1.390000,0,21.5,96.26,8.34,0.09,1.010000,99.740000,30.320000,30.320000,0.000000,0,0,0.000000,0,26.950000,48.130000,0,0,57.740000,1.180000,0,7.16,96.26,0.000000,0.000000,243.200000,5.050000,0.000000,0,0,0,19.33,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,7.17,11.45,0.000000,19.33,0

77,19:00-19:15,0,1.390000,0,21.5,96.26,8.34,0,1.010000,99.740000,30.320000,30.320000,0.000000,0,0,0.000000,0,26.950000,48.130000,0,0,57.740000,1.150000,0,7.16,96.26,0.000000,0.000000,243.200000,5.150000,0.000000,0,0,0,20.67,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,7.17,10.99,0.000000,20.67,0

78,19:15-19:30,0,1.390000,0,22,96.26,8.34,0,1.010000,99.740000,30.320000,30.320000,0.000000,0,0,0.000000,0,26.950000,48.130000,0,0,57.740000,1.150000,0,7.34,96.26,0.000000,0.000000,243.200000,5.150000,0.000000,0,0,0,21.33,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,7.33,10.47,0.000000,21.33,0

79,19:30-19:45,0,1.390000,0,22,96.26,8.34,0,1.010000,99.740000,30.320000,30.320000,0.000000,0,0,0.000000,0,26.950000,48.130000,0,0,57.740000,1.150000,0,7.34,96.26,0.000000,0.000000,243.200000,5.150000,0.000000,0,0,0,26,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,7.33,7.01,0.000000,26,0

80,19:45-20:00,0,1.390000,0,22,96.26,8.34,0,1.010000,99.740000,30.320000,30.320000,0.000000,0,0,0.000000,0,26.950000,48.130000,0,0,57.740000,1.150000,0,7.34,96.26,0.000000,0.000000,243.200000,5.150000,0.000000,0,0,0,26.33,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,7.33,7.01,0.000000,26.33,0

81,20:00-20:15,0,1.340000,0,30,96.26,10,0,1.090000,99.740000,30.800000,30.800000,0.000000,0,0,0.000000,0,26.950000,48.130000,0,0,57.740000,1.110000,0,10,96.26,0.000000,0.000000,243.200000,5.150000,0.000000,0,0,0,28.33,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,10,7.01,0.000000,28.33,0

82,20:15-20:30,0,1.340000,0,30.5,96.26,10.34,0,1.090000,99.740000,30.800000,30.800000,0.000000,0,0,0.000000,0,26.950000,48.130000,0,0,57.740000,1.110000,0,10.16,96.26,0.000000,0.000000,243.200000,5.150000,0.000000,0,0,0,29.33,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,10.17,7.01,0.000000,29.33,0

83,20:30-20:45,0,1.340000,0,40,96.26,10.66,0,1.090000,99.740000,30.800000,30.800000,0.000000,0,0,0.000000,0,26.950000,48.130000,0,0,57.740000,1.110000,0,13.34,96.26,0.000000,0.000000,243.200000,5.150000,0.000000,0,0,0,26.67,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,13.33,6.81,0.000000,26.67,0

84,20:45-21:00,0,1.340000,0,40.5,96.26,11,0,1.090000,99.740000,30.800000,30.800000,0.000000,0,0,0.000000,0,26.950000,48.130000,0,0,57.740000,1.110000,0,13.5,96.26,0.000000,0.000000,243.200000,5.150000,0.000000,0,0,0,26.67,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,13.5,6.01,0.000000,26.67,0

85,21:00-21:15,0,1.340000,0,41,96.26,11,0,1.090000,99.740000,30.800000,8.080000,0.000000,0,0,0.000000,0,26.950000,48.130000,0,0,57.740000,1.070000,0,13.66,96.26,0.000000,0.000000,243.200000,5.240000,0.000000,0,0,0,29.33,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,13.67,6.01,0.000000,29.33,0

86,21:15-21:30,0,1.340000,0,41.5,96.26,11,0,1.090000,99.740000,30.800000,8.080000,0.000000,0,0,0.000000,0,25.990000,48.130000,0,0,57.740000,1.070000,0,13.84,96.26,0.000000,0.000000,243.200000,5.240000,0.000000,0,0,0,28.33,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,13.83,6.01,0.000000,28.33,0

87,21:30-21:45,0,1.340000,0,42,96.26,11,0,1.090000,99.740000,30.800000,8.080000,0.000000,0,0,0.000000,0,25.990000,48.130000,0,0,57.740000,1.150000,0,14,96.26,0.000000,0.000000,243.200000,5.240000,0.000000,0,0,0,28.33,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,14,6.01,0.000000,28.33,0

88,21:45-22:00,0,1.340000,0,42.5,96.26,11,0,1.090000,99.740000,30.800000,8.080000,0.000000,0,0,0.000000,0,25.990000,48.130000,0,0,57.740000,1.150000,0,14.16,96.26,0.000000,0.000000,243.200000,5.240000,0.000000,0,0,0,28.33,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,14.17,6.01,0.000000,28.33,0

89,22:00-22:15,0,1.300000,0,38.5,96.26,11,0,1.090000,99.740000,30.800000,8.080000,32.760000,0,0,0.000000,0,25.030000,48.130000,0,0,57.740000,1.110000,0,12.84,96.26,0.000000,76.520000,243.200000,5.240000,0.000000,0,0,0,27.67,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,12.83,9.01,98.190000,27.67,0

90,22:15-22:30,0,1.300000,0,37.5,96.26,11,0,1.090000,99.740000,30.800000,8.080000,32.760000,0,0,0.000000,0,25.030000,48.130000,0,0,57.740000,1.110000,0,12.5,96.26,0.000000,76.520000,243.200000,5.240000,0.000000,0,0,0,27.33,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,12.5,8.81,98.190000,27.33,0

91,22:30-22:45,0,1.300000,0,40.5,96.26,11,0,1.010000,99.740000,30.800000,8.080000,32.760000,0,0,0.000000,0,25.030000,48.130000,0,0,57.740000,1.110000,0,13.5,96.26,0.000000,76.520000,243.200000,5.240000,0.000000,0,0,0,31.67,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,13.5,8.61,98.190000,31.67,0

92,22:45-23:00,0,1.300000,0,40,96.26,11,0,1.010000,99.740000,30.800000,8.080000,32.760000,0,0,0.000000,0,25.030000,48.130000,0,0,57.740000,1.110000,0,13.34,96.26,0.000000,76.520000,243.200000,5.240000,0.000000,0,0,0,30.67,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,13.33,8.41,98.190000,30.67,0

93,23:00-23:15,0,1.300000,0,40.5,96.26,8.34,0,1.010000,99.740000,30.800000,0.000000,32.760000,0,0,0.000000,0,25.030000,48.130000,0,0,57.740000,1.070000,0,13.5,96.26,0.000000,76.520000,243.200000,5.240000,0.000000,0,0,0,30.33,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,13.5,8.41,98.190000,30.33,0

94,23:15-23:30,0,1.300000,0,41.5,96.26,8.34,0,1.010000,99.740000,30.800000,0.000000,32.760000,0,0,0.000000,0,25.030000,48.130000,0,0,57.740000,1.070000,0,13.84,96.26,0.000000,76.520000,243.200000,5.240000,0.000000,0,0,0,30,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,13.83,8.21,98.190000,30,0

95,23:30-23:45,0,1.300000,0,42.5,96.26,8.34,0,1.010000,99.740000,30.800000,11.930000,32.760000,0,0,0.000000,0,25.030000,48.130000,0,0,57.740000,1.070000,0,14.16,96.26,0.000000,76.520000,243.200000,5.240000,0.000000,0,0,0,30,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,14.17,8.01,98.190000,30,0

96,23:45-24:00,0,1.300000,0,44,96.26,8.34,0,1.010000,99.740000,30.800000,11.930000,32.760000,0,0,0.000000,0,25.030000,48.130000,0,0,57.740000,1.070000,0,14.66,96.26,0.000000,76.520000,243.200000,5.240000,0.000000,0,0,0,30,96.26,133.800000,0.000000,0.000000,0,86.830000,0,144.390000,0,0,14.67,7.81,98.190000,30,0

