Block,Time,URI,DADRI_RF,CHAMERA1,UNCHAHAR4,AURY_CRF,ANTA_GF,TEHRI,TANDA2,DADRI_CRF,RAPPB,ANTA_CRF,ANTA_RF,BSIUL,RAPPC,RAMPUR,DADRI_LF,RIHAND2,DADRI_GF,UNCHAHAR3,RIHAND1,UNCHAHAR1,AURY_LF,SEWA2,AURY_RF,CHAMERA2,PARBATI3,KOLDAM,CHAMERA3,UNCHAHAR2,ANTA_LF,SINGRAULI_HYDRO,NAPP,NJPC,DHAULIGNGA,DULHASTI,DADRT2,SALAL,SINGRAULI,KOTESHWR,URI2,KISHANGANGA,RIHAND3,JHAJJAR,AURY_GF,TANAKPUR,KHSTPP-I,SASAN,TALA,FSTPP I & II,KHSTPP-II,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,31.987296,64.327605,40.706616,1.651518,0.000000,0.000000,0.000000,5.174842,0.000000,0.000000,0.000000,46.577228,12.595577,65.341319,6.514819,0.000000,120.126204,0.000000,26.055256,76.415731,21.447327,0.000000,12.105090,35.363926,46.841134,0.000000,8.957605,33.640024,34.364516,0.000000,1.108590,47.052240,173.807738,21.023601,57.151604,662.362542,80.802691,144.841799,0.000000,36.594663,5.370267,126.114261,398.835416,0.000000,1.113471,42.794598,399.841200,0.000000,20.088640,143.228140,19.316000,0,0,0,0,0

2,00:15-00:30,31.987296,51.258324,40.706616,1.651518,0.000000,0.000000,0.000000,5.174842,0.000000,0.000000,0.000000,17.641197,12.595577,65.341319,6.514819,0.000000,120.126204,0.000000,26.055256,59.094831,21.447327,0.000000,12.105090,4.829000,46.841134,0.000000,8.957605,33.640024,34.364516,0.000000,1.108590,47.052240,173.807738,21.023601,57.151604,662.362542,80.802691,144.841799,0.000000,36.594663,5.370267,126.114261,398.835416,0.000000,1.113471,42.794598,399.841200,0.000000,20.088640,143.228140,19.316000,0,0,0,0,0

3,00:30-00:45,31.987296,41.660243,40.706616,1.651518,0.000000,0.000000,0.000000,5.174842,0.000000,0.000000,0.000000,17.641197,12.595577,65.341319,6.514819,0.000000,120.126204,0.000000,26.055256,59.087547,21.447327,0.000000,12.105090,6.165474,46.841134,0.000000,8.957605,33.640024,34.364516,0.000000,1.108590,47.052240,173.807738,21.023601,57.151604,662.362542,80.802691,144.841799,0.000000,36.594663,5.370267,126.114261,398.835416,0.000000,1.113471,42.794598,399.841200,0.000000,20.088640,143.228140,19.316000,0,0,0,0,0

4,00:45-01:00,31.987296,32.948460,40.706616,1.651518,0.000000,0.000000,0.000000,5.174842,0.000000,0.000000,0.000000,21.069506,12.595577,65.341319,6.514819,0.000000,120.126204,0.000000,26.055256,59.087547,21.447327,0.000000,12.105090,34.582980,46.841134,0.000000,8.957605,33.640024,34.364516,0.000000,1.108590,47.052240,173.807738,21.023601,57.151604,662.362542,80.802691,144.841799,0.000000,36.594663,5.370267,126.114261,398.835416,0.000000,1.113471,42.794598,399.841200,0.000000,20.088640,143.228140,19.316000,0,0,0,0,0

5,01:00-01:15,31.987296,32.948460,40.706616,1.651518,0.000000,0.000000,0.000000,5.174842,0.000000,0.000000,0.000000,21.069506,12.595577,65.341319,6.514819,0.000000,120.126204,0.000000,26.055256,59.087547,21.447327,0.000000,12.105090,35.160432,46.841134,0.000000,8.957605,33.640024,34.364516,0.000000,1.108590,47.052240,173.807738,21.023601,57.151604,662.362542,80.802691,144.841799,0.000000,36.594663,5.370267,126.114261,398.835416,0.000000,1.113471,42.794598,399.841200,0.000000,20.088640,143.228140,19.316000,0,0,0,0,0

6,01:15-01:30,31.987296,33.827724,40.706616,1.651518,0.000000,0.000000,0.000000,5.174842,0.000000,0.000000,0.000000,21.069506,12.595577,65.341319,6.514819,0.000000,120.126204,0.000000,26.055256,59.087547,21.447327,0.000000,12.105090,35.160432,46.841134,0.000000,8.957605,33.640024,34.364516,0.000000,1.108590,47.052240,173.807738,21.023601,57.151604,662.362542,80.802691,144.841799,0.000000,36.594663,5.370267,126.114261,398.835416,0.000000,1.113471,42.794598,399.841200,0.000000,20.088640,143.228140,19.316000,0,0,0,0,0

7,01:30-01:45,31.987296,0.000000,40.706616,1.651518,0.000000,0.000000,0.000000,5.174842,0.000000,0.000000,0.000000,5.745549,12.595577,65.341319,6.514819,0.000000,120.126204,0.000000,26.055256,59.087547,21.447327,0.000000,12.105090,9.697220,46.841134,0.000000,8.957605,33.640024,34.364516,0.000000,1.108590,47.052240,173.807738,21.023601,57.151604,662.362542,80.802691,144.841799,0.000000,36.594663,5.370267,126.114261,398.835416,0.000000,1.113471,42.794598,399.841200,0.000000,20.088640,143.228140,19.316000,0,0,0,0,0

8,01:45-02:00,31.987296,0.000000,40.706616,1.651518,0.000000,0.000000,0.000000,5.174842,0.000000,0.000000,0.000000,0.000000,12.595577,65.341319,6.514819,0.000000,120.126204,0.000000,26.055256,59.087547,21.447327,0.000000,12.105090,0.000000,46.841134,0.000000,8.957605,33.640024,34.364516,0.000000,1.108590,47.052240,173.807738,21.023601,57.151604,662.362542,80.802691,144.841799,0.000000,36.594663,5.370267,126.114261,398.835416,0.000000,1.113471,42.794598,399.841200,0.000000,20.088640,143.228140,19.316000,0,0,0,0,0

9,02:00-02:15,31.987296,0.000000,40.706616,1.651518,0.000000,0.000000,0.000000,5.174842,0.000000,0.000000,0.000000,0.000000,12.595577,65.341319,6.514819,0.000000,120.126204,0.000000,26.055256,59.087547,21.447327,0.000000,12.105090,0.000000,46.841134,0.000000,8.957605,33.640024,34.364516,0.000000,1.108590,47.052240,173.807738,21.023601,57.151604,662.362542,80.802691,144.841799,0.000000,36.594663,5.370267,126.114261,398.835416,0.000000,1.732066,42.794598,399.841200,0.000000,20.088640,143.228140,19.316000,0,0,0,0,0

10,02:15-02:30,31.987296,0.000000,40.706616,1.651518,0.000000,0.000000,0.000000,5.174842,0.000000,0.000000,0.000000,0.000000,12.595577,65.341319,6.514819,0.000000,120.126204,0.000000,26.055256,59.087547,21.447327,0.000000,12.105090,0.000000,46.841134,0.000000,8.957605,33.640024,34.364516,0.000000,1.108590,47.052240,173.807738,21.023601,57.151604,662.362542,80.802691,144.841799,0.000000,36.594663,5.370267,126.114261,398.835416,0.000000,1.732066,42.794598,399.841200,0.000000,20.088640,143.228140,19.316000,0,0,0,0,0

11,02:30-02:45,31.987296,0.000000,40.706616,1.651518,0.000000,0.000000,0.000000,5.174842,0.000000,0.000000,0.000000,0.000000,12.595577,65.341319,6.514819,0.000000,120.126204,0.000000,26.055256,59.087547,21.447327,0.000000,12.105090,0.000000,46.841134,0.000000,8.957605,33.640024,34.364516,0.000000,1.108590,47.052240,173.807738,21.023601,57.151604,662.362542,80.802691,144.841799,0.000000,36.594663,5.370267,126.114261,301.739872,0.000000,2.350661,42.794598,399.841200,0.000000,20.088640,143.228140,19.316000,0,0,0,0,0

12,02:45-03:00,31.987296,0.000000,40.706616,1.651518,0.000000,0.000000,0.000000,5.174842,0.000000,0.000000,0.000000,0.000000,12.595577,65.341319,6.514819,0.000000,120.126204,0.000000,26.055256,59.087547,21.447327,0.000000,12.105090,0.000000,46.841134,0.000000,8.957605,33.640024,34.364516,0.000000,1.108590,47.052240,173.807738,21.023601,57.151604,662.362542,80.802691,144.841799,0.000000,36.594663,5.370267,126.114261,292.081872,0.000000,2.350661,42.794598,399.841200,0.000000,20.088640,143.228140,19.316000,0,0,0,0,0

