Block,Time,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/22052037/LT-59,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,WR/01102023/30052048/L_NR_2022_10,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01
6,01:15-01:30,0.000000,26.130000,72.030000,2.980000,0.000000,0,0,0,272.310000,0,23.17,0,2.730000,22.94,0,0,7.65,0,7.64,26.130000,209.260000,23.17,2.310000,27.110000,8.51,0,0,0,5.84,73.730000,0.000000,0,0,0,0.000000,101.410000

7,01:30-01:45,0.000000,26.130000,72.030000,2.980000,0.000000,0,0,0,272.310000,0,22.84,0,2.730000,22.21,0,0,7.4,0,7.41,26.130000,209.260000,22.84,2.310000,27.110000,8.62,0,0,0,5.84,64.560000,0.000000,0,0,0,0.000000,101.410000

8,01:45-02:00,0.000000,26.130000,72.030000,2.980000,0.000000,0,0,0,272.310000,0,22.75,0,2.730000,21.21,0,0,7.07,0,7.06,26.130000,209.260000,22.75,2.310000,27.110000,8.49,0,0,0,5.84,64.560000,0.000000,0,0,0,0.000000,101.410000

9,02:00-02:15,0.000000,26.130000,72.030000,2.980000,0.000000,0,0,0,272.310000,0,18.51,0,2.730000,26.63,0,0,8.88,0,8.86,26.130000,182.910000,18.51,2.310000,27.110000,8.41,0,0,0,5.84,64.560000,0.000000,0,0,0,0.000000,101.410000

10,02:15-02:30,0.000000,26.130000,72.030000,2.980000,0.000000,0,0,0,272.310000,0,17.67,0,2.730000,26.26,0,0,8.75,0,8.76,26.130000,182.910000,17.67,2.310000,27.110000,8.38,0,0,0,5.84,64.560000,0.000000,0,0,0,0.000000,101.410000

11,02:30-02:45,0.000000,26.130000,72.030000,2.980000,0.000000,0,0,0,272.310000,0,17.34,0,2.730000,26.01,0,0,8.67,0,8.67,26.130000,182.910000,17.34,2.310000,27.110000,8.34,0,0,0,5.84,64.560000,0.000000,0,0,0,0.000000,101.410000

12,02:45-03:00,0.000000,26.130000,72.030000,2.980000,0.000000,0,0,0,272.310000,0,17.08,0,2.730000,25.51,0,0,8.5,0,8.51,26.130000,182.910000,17.08,2.310000,27.110000,8.29,0,0,0,5.84,64.560000,0.000000,0,0,0,0.000000,101.410000

13,03:00-03:15,0.000000,26.130000,72.030000,2.980000,0.000000,0,0,0,272.310000,0,16.84,0,2.730000,24.75,0,0,8.25,0,8.25,26.130000,182.910000,16.84,2.310000,26.140000,8.08,0,0,0,5.84,64.560000,0.000000,0,0,0,0.000000,101.410000

14,03:15-03:30,0.000000,26.130000,72.030000,2.980000,0.000000,0,0,0,272.310000,0,16.62,0,2.730000,24.51,0,0,8.17,0,8.17,26.130000,182.910000,16.62,2.310000,26.140000,8.01,0,0,0,5.84,64.560000,0.000000,0,0,0,0.000000,101.410000

15,03:30-03:45,0.000000,26.130000,72.030000,2.980000,0.000000,0,0,0,272.310000,0,16.42,0,2.730000,24.26,0,0,8.09,0,8.08,26.130000,182.910000,16.42,2.310000,26.140000,7.74,0,0,0,5.84,64.250000,0.000000,0,0,0,0.000000,101.410000

16,03:45-04:00,0.000000,26.130000,72.030000,2.980000,0.000000,0,0,0,272.310000,0,16.28,0,2.730000,24.01,0,0,8,0,8.01,26.130000,182.910000,16.28,2.310000,26.140000,7.51,0,0,0,5.84,64.250000,0.000000,0,0,0,0.000000,101.410000

17,04:00-04:15,0.000000,26.130000,87.140000,2.980000,0.000000,0,0,0,272.310000,0,16.08,0,2.640000,23.76,0,0,7.92,0,7.92,26.130000,182.910000,16.08,2.690000,26.140000,7,0,0,0,5.84,64.250000,0.000000,0,0,0,0.000000,101.410000

18,04:15-04:30,0.000000,26.130000,87.140000,2.980000,0.000000,0,0,0,272.310000,0,15.84,0,2.640000,23.26,0,0,7.75,0,7.76,26.130000,182.910000,15.84,2.690000,26.140000,7,0,0,0,5.84,64.250000,0.000000,0,0,0,0.000000,101.410000

19,04:30-04:45,0.000000,26.130000,87.140000,2.980000,0.000000,0,0,0,272.310000,0,15.68,0,2.640000,23.01,0,0,7.67,0,7.67,26.130000,182.910000,15.68,2.690000,26.140000,7,0,0,0,5.84,64.560000,0.000000,0,0,0,0.000000,101.410000

20,04:45-05:00,0.000000,26.130000,87.140000,2.980000,0.000000,0,0,0,272.310000,0,15.51,0,2.640000,22.76,0,0,7.59,0,7.58,26.130000,209.260000,15.51,2.690000,26.140000,7,0,0,0,5.84,73.730000,0.000000,0,0,0,0.000000,101.410000

21,05:00-05:15,0.000000,26.130000,96.820000,2.980000,0.000000,0,0,0,272.310000,0,15.42,0,2.640000,22.51,0,0,7.5,0,7.51,26.130000,209.260000,15.42,2.610000,26.140000,7,0,0,0,5.84,73.730000,0.000000,0,0,0,0.000000,101.410000

22,05:15-05:30,0.000000,26.130000,96.820000,2.980000,0.000000,0,0,0,272.310000,0,15.35,0,2.640000,22,0,0,7.33,0,7.34,26.130000,209.260000,15.35,2.610000,26.140000,7,0,0,0,5.84,73.730000,0.000000,0,0,0,0.000000,101.410000

23,05:30-05:45,0.000000,24.700000,116.180000,2.980000,0.000000,0,0,0,272.310000,0,15.15,0,2.640000,22,0,0,7.33,0,7.34,24.710000,209.260000,15.15,2.610000,26.140000,7,0,0,0,5.84,73.730000,0.000000,0,0,0,0.000000,101.410000

24,05:45-06:00,0.000000,24.700000,116.180000,2.980000,0.000000,0,0,0,272.310000,0,14.91,0,2.640000,22,0,0,7.33,0,7.34,24.710000,209.260000,14.91,2.610000,26.140000,7,0,0,0,5.84,73.730000,0.000000,0,0,0,0.000000,101.410000

25,06:00-06:15,0.000000,26.130000,87.140000,2.980000,0.000000,0,0,0,272.310000,0,14.68,0,2.640000,22,0,0,7.33,0,7.34,26.130000,209.260000,14.68,2.610000,26.140000,7,0,0,0,5.84,73.730000,0.000000,3.5,0,0,0.000000,101.410000

26,06:15-06:30,0.000000,26.130000,72.030000,2.980000,0.000000,0,0,0,272.310000,0,14.67,0,2.640000,22,0,0,7.33,0,7.34,26.130000,209.260000,14.67,2.610000,26.140000,7,0.535425,0,0,5.84,59.210000,0.000000,10,0,0,0.000000,101.410000

27,06:30-06:45,0.000000,26.130000,72.030000,2.980000,0.000000,0,0,0,272.310000,3,14.67,0,2.640000,22,0.32,0,7.33,0,7.34,26.130000,209.260000,14.67,2.610000,26.140000,7,6.38616,0,1,5.84,50.040000,0.000000,18,0,0,0.000000,101.410000

28,06:45-07:00,0.110000,26.130000,72.030000,2.980000,0.000000,0.33,3.5,0,272.310000,15,14.67,1.5,2.640000,22,1.08,1,7.33,0.09,7.34,26.130000,209.260000,14.67,2.610000,26.140000,7,16.3548,0.46,7.64,5.84,50.040000,0.110000,30.65,2,0,0.110000,101.410000

29,07:00-07:15,0.520000,26.130000,72.030000,2.980000,0.000000,2.33,7,0,272.310000,29.77,14.67,3,2.640000,22,2.55,3,7.33,1.46,7.34,26.130000,209.260000,14.67,2.540000,26.140000,7,25.943775,7.28,20,4.66,50.040000,0.530000,29.78,5,0,0.520000,101.410000

30,07:15-07:30,1.320000,26.130000,72.030000,2.980000,0.000000,5,10.5,0,272.310000,26.85,14.67,4.5,2.640000,22,4.69,5,7.33,3.6,7.34,26.130000,209.260000,14.67,2.540000,26.140000,7,35.39646,18,26.85,4.66,50.040000,1.350000,26.85,10,0,1.320000,101.410000

31,07:30-07:45,2.360000,26.130000,72.030000,2.980000,0.000000,10.08,21,0,272.310000,27.51,14.67,9,2.640000,22,7.47,8,7.33,6.53,7.34,26.130000,209.260000,14.67,2.540000,25.170000,7,45.666885,32.66,27.52,4.66,59.210000,2.420000,27.52,16,0,2.360000,101.410000

32,07:45:08:00,3.470000,26.130000,72.030000,2.980000,0.000000,16.58,36.4,0,272.310000,27.69,14.67,15.6,2.640000,22,11.72,12,7.33,10.05,7.34,26.130000,209.260000,14.67,2.540000,25.170000,7,56.6577,50.23,27.68,4.66,59.210000,3.550000,27.68,23,0,3.470000,101.410000

33,08:00-08:15,4.690000,26.130000,72.030000,2.980000,0.000000,23.66,58.1,0,272.310000,30.21,14.67,24.9,2.640000,22,15.27,16,7.33,13.87,7.34,26.130000,209.260000,14.67,2.540000,25.170000,7,67.706925,69.34,30.22,4.66,59.210000,4.800000,30.22,31,0,4.690000,101.410000

34,08:15-08:30,5.850000,26.130000,72.030000,2.980000,0.000000,31.07,72.8,0,272.310000,30.21,14.67,31.2,2.640000,22,18.99,17,7.33,17.96,7.34,26.130000,209.260000,14.67,2.540000,25.170000,3.34,77.91894,89.8,30.22,4.66,59.210000,6.010000,30.22,35,0,5.850000,101.410000

35,08:30-08:45,7.010000,26.130000,67.770000,3.120000,0.000000,38.7,88.9,0,272.310000,30.71,14.67,38.1,2.640000,22,22.66,20,7.33,22.04,7.34,26.130000,180.210000,14.67,2.540000,25.170000,3.34,87.215865,110.18,30.72,4.66,49.730000,7.180000,30.72,41,0,7.010000,101.410000

36,08:45:09:00,8.070000,26.130000,67.770000,3.120000,0.000000,46.21,108.5,0,272.310000,30.71,14.67,46.5,2.640000,22,26.01,24,7.33,26.19,7.34,26.130000,180.210000,14.67,2.540000,25.170000,3.34,95.802135,130.93,30.72,4.66,49.730000,8.270000,30.72,48,0,8.070000,101.410000

37,09:00:09:15,9.030000,26.130000,67.770000,3.070000,0.000000,53.12,122.5,0,272.310000,30.71,14.67,52.5,2.570000,22,29.02,28,7.33,30,7.34,26.130000,180.210000,14.67,2.390000,26.140000,3.34,96.444645,149.98,30.72,5.79,49.730000,9.260000,30.72,57,0,9.030000,101.410000

38,09:15-09:30,9.220000,26.130000,67.770000,3.070000,0.000000,59.5,137.2,0,272.310000,30.81,14.67,58.8,2.570000,22,31.75,30,7.33,33.58,7.34,26.130000,209.260000,14.67,2.390000,26.140000,3.34,104.154765,167.9,30.82,5.79,49.730000,9.440000,30.82,61,0,9.220000,101.410000

39,09:30-09:45,9.410000,26.130000,67.770000,3.070000,0.000000,65.62,147,0,272.310000,32,14.67,63,2.570000,11,34.19,34,3.67,36.87,3.66,26.130000,209.260000,14.67,2.390000,27.110000,3.34,111.261315,184.33,32,5.01,49.730000,9.650000,32,67,0,9.410000,101.410000

40,09:45-10:00,9.410000,26.130000,67.770000,3.070000,0.000000,70.95,161,0,272.310000,32,14.67,69,2.570000,11,36.33,36,3.67,39.85,3.66,26.130000,209.260000,14.67,2.390000,27.110000,3.34,117.28728,199.27,32,5.01,49.730000,9.650000,32,71,0,9.410000,101.410000

41,10:00-10:15,9.600000,26.130000,67.770000,3.070000,0.000000,75.88,171.5,0,272.310000,32,14.67,73.5,2.570000,11,38.19,37,3.67,42.59,3.66,26.130000,209.260000,14.67,2.390000,26.140000,3.34,123.0504,212.97,32,5.01,50.040000,9.840000,32,74,0,9.600000,101.410000

42,10:15-10:30,9.600000,26.130000,67.770000,3.070000,0.000000,78.88,179.9,0,272.310000,32,8.15,77.1,2.570000,11,39.8,39,3.67,44.97,3.66,26.130000,209.260000,8.15,2.390000,26.140000,3.34,127.849755,224.86,32,5.01,50.040000,9.840000,32,79,0,9.600000,101.410000

43,10:30-10:45,9.600000,23.510000,67.770000,3.070000,0.000000,81.96,189,0,272.310000,32,8.15,81,2.570000,11,40.25,41,3.67,46.92,3.66,23.510000,209.260000,8.15,2.390000,26.140000,3.34,128.180745,234.59,32,5.01,50.040000,9.840000,32,83,0,9.600000,101.410000

44,10:45-11:00,10.890000,23.510000,67.770000,3.070000,0.000000,84.56,189,0,272.310000,31.96,8.17,81,2.570000,11,42,41,3.67,47.71,3.66,23.510000,209.260000,8.17,2.390000,26.140000,3.34,131.880045,238.58,31.97,5.01,50.040000,9.840000,31.97,83,0,10.890000,101.410000

45,11:00-11:15,10.890000,23.510000,67.770000,3.070000,0.000000,86.72,189,0,272.310000,31.96,8.07,81,2.570000,11,43,41,3.67,47.71,3.66,23.510000,209.260000,8.07,2.540000,25.170000,3.34,134.88816,238.58,31.97,5.01,50.040000,11.160000,31.97,82,0,10.890000,101.410000

46,11:15-11:30,10.890000,23.510000,67.770000,3.070000,0.000000,88.62,189,0,272.310000,31.96,8.03,81,2.570000,11,44.47,41,3.67,47.71,3.66,23.510000,209.260000,8.03,2.540000,25.170000,3.34,137.331645,238.58,31.97,6.01,50.040000,11.160000,31.97,82,0,10.890000,101.410000

47,11:30-11:45,10.890000,23.510000,67.770000,3.070000,0.000000,89.69,189,0,272.310000,31.96,8,81,2.570000,11,45.5,40,3.67,47.71,3.66,23.510000,209.260000,8,2.540000,25.170000,3.34,139.13262,238.58,31.97,6.61,50.040000,11.160000,31.97,81,0,10.890000,101.410000

48,11:45-12:00,10.890000,23.510000,67.770000,3.070000,0.000000,90.27,189,0,272.310000,31.96,7.97,81,2.570000,11,45.5,40,3.67,47.71,3.66,23.510000,209.260000,7.97,2.540000,25.170000,3.34,140.135325,238.58,31.97,6.61,50.040000,11.160000,31.97,80,0,10.890000,101.410000

49,12:00-12:15,10.890000,23.510000,67.770000,3.070000,0.000000,90.67,189,0,272.310000,31.96,7.46,81,2.640000,11,46,40,3.67,47.71,3.66,23.510000,189.890000,7.46,2.610000,25.170000,3.34,143.620455,238.58,31.97,6.61,50.040000,11.160000,31.97,80,0,10.890000,101.410000

50,12:15-12:30,10.890000,23.510000,67.770000,3.070000,0.000000,90.34,189,0,272.310000,31.96,7.23,81,2.640000,11,46,40,3.67,47.71,3.66,23.510000,189.890000,7.23,2.610000,26.140000,3.34,142.3257,238.58,31.97,6.61,50.040000,11.160000,31.97,81,0,10.890000,101.410000

51,12:30-12:45,10.890000,23.510000,67.770000,3.070000,0.000000,90.55,189,0,272.310000,31.96,6.97,81,2.640000,11,46,41,3.67,47.71,3.66,23.510000,163.550000,6.97,2.610000,26.140000,3.34,140.485785,238.58,31.97,7.41,50.040000,11.160000,31.97,81,0,10.890000,101.410000

52,12:45-13:00,10.890000,23.510000,67.770000,3.070000,0.000000,89.89,189,0,272.310000,31.96,6.96,81,2.640000,11,46,41,3.67,47.71,3.66,23.510000,153.870000,6.96,2.610000,26.140000,3.34,136.65993,238.58,31.97,7.41,50.040000,11.160000,31.97,83,0,10.890000,101.410000

53,13:00-13:15,10.890000,23.510000,67.770000,3.070000,0.000000,88.86,189,0,272.310000,31.96,6.98,81,2.640000,11,45.5,42,3.67,47.71,3.66,23.510000,153.870000,6.98,2.690000,26.140000,3.34,132.425205,238.58,31.97,7.41,50.040000,11.160000,31.97,84,0,10.890000,101.410000

54,13:15-13:30,10.890000,23.510000,67.770000,3.070000,0.000000,87.34,189,0,272.310000,31.96,6.98,81,2.640000,11,45.5,43,3.67,47.71,3.66,23.510000,153.870000,6.98,2.690000,27.110000,3.34,127.60638,238.58,31.97,7.41,50.040000,11.160000,31.97,87,0,10.890000,101.410000

55,13:30-13:45,10.890000,23.510000,67.770000,3.070000,0.000000,85.31,189,0,272.310000,32.3,6.98,81,2.640000,11,44.5,44,3.67,47.71,3.66,23.510000,153.870000,6.98,2.690000,27.110000,3.34,123.08934,238.58,32.3,16.15,50.040000,11.160000,32.3,87,0,10.890000,72.360000

56,13:45-14:00,10.890000,23.510000,67.770000,3.070000,0.000000,83.97,189,0,272.310000,32.3,6.98,81,2.640000,11,42.5,41,3.67,47.71,3.66,23.510000,153.870000,6.98,2.690000,27.110000,3.34,116.615565,238.58,32.3,15.27,50.040000,11.160000,32.3,83,0,10.890000,48.410000

57,14:00-14:15,10.860000,23.510000,67.770000,3.070000,0.000000,81.85,179.9,0,272.310000,32.3,6.92,77.1,2.730000,11,41.5,37,3.67,47.58,3.66,23.510000,153.870000,6.92,2.690000,27.110000,3.34,110.579865,237.91,32.3,11.74,50.040000,11.130000,32.3,75,0,10.860000,48.410000

58,14:15-14:30,10.700000,23.510000,67.770000,3.070000,0.000000,79,173.6,0,272.310000,32.46,6.92,74.4,2.730000,11,39.5,35,3.67,46.3,3.66,23.510000,209.260000,6.92,2.690000,27.110000,3.34,103.882185,231.53,32.47,10.68,50.040000,10.960000,32.47,71,0,10.700000,77.460000

59,14:30-14:45,10.550000,23.510000,96.820000,3.070000,0.000000,75.45,165.2,0,272.310000,32.46,5.26,70.8,2.730000,11,38,34,3.67,44.01,3.66,23.510000,209.260000,5.26,2.690000,27.110000,3.34,97.35,220.03,32.47,9.68,50.040000,10.820000,32.47,67,0,10.550000,101.410000

60,14:45-15:00,10.300000,23.510000,96.820000,3.070000,0.000000,71.68,154,0,272.310000,32.46,5.26,66,2.730000,11,35,32,3.67,41.51,3.66,23.510000,209.260000,5.26,2.690000,27.110000,3.34,89.493855,207.54,32.47,9.2,50.040000,10.560000,32.47,63,0,10.300000,101.410000

61,15:00-15:15,9.950000,23.510000,96.820000,3.120000,0.000000,66.68,143.5,0,272.310000,32.66,5.26,61.5,2.810000,11,33,27,3.67,38.69,3.66,23.510000,209.260000,5.26,2.690000,28.080000,3.34,84.01305,193.48,32.67,9.32,73.730000,10.200000,32.67,54,0,9.950000,101.410000

62,15:15-15:30,9.370000,23.510000,96.820000,3.120000,0.000000,61.33,134.4,0,272.310000,32.66,5.26,57.6,2.810000,11,31.5,25,3.67,35.5,3.66,23.510000,209.260000,5.26,2.690000,28.080000,3.34,75.79671,177.53,32.67,9.2,73.730000,9.610000,32.67,50,0,9.370000,101.410000

63,15:30-15:45,8.520000,23.510000,96.820000,3.120000,0.000000,55.49,119,0,272.310000,32.66,5.26,51,2.810000,11,28,22,3.67,32.16,3.66,23.510000,209.260000,5.26,2.690000,27.110000,3.34,66.344025,160.83,32.67,10.48,73.730000,8.740000,32.67,44,0,8.520000,101.410000

64,15:45-16:00,7.490000,23.510000,105.530000,3.120000,0.000000,49.19,99.4,0,272.310000,32.66,5.26,42.6,2.810000,11,25,20,3.67,28.7,3.66,23.510000,209.260000,5.26,2.690000,27.110000,3.34,56.239095,143.49,32.67,10.87,73.730000,7.680000,32.67,41,0,7.490000,101.410000

65,16:00-16:15,6.470000,23.510000,96.820000,3.120000,0.000000,42.4,84,0,272.310000,32.66,5.26,36,2.810000,11,22,18,3.67,25.11,3.66,23.510000,209.260000,5.26,2.690000,27.110000,3.34,45.61821,125.54,32.67,10.8,73.730000,6.640000,32.67,36,0,6.470000,101.410000

66,16:15-16:30,5.320000,23.510000,116.180000,3.120000,0.000000,35.56,70,0,272.310000,32.66,5.26,30,2.810000,11,19,14,3.67,21.32,3.66,23.510000,209.260000,5.26,2.690000,27.110000,3.34,33.907005,106.61,32.67,9.22,73.730000,5.450000,32.67,29,0,5.320000,101.410000

67,16:30-16:45,4.240000,23.510000,116.180000,3.120000,0.000000,28.33,52.5,0,272.310000,24.41,5.29,22.5,2.890000,11,14,11,3.67,17.31,3.66,23.510000,209.260000,5.29,2.690000,28.080000,5.66,21.84534,86.54,30.27,7.52,73.730000,4.350000,33,23,0,4.240000,101.410000

68,16:45-17:00,3.170000,15.380000,116.180000,3.120000,0.000000,21.59,36.4,0,272.310000,12.88,5.48,15.6,2.890000,11,12,8,3.67,13.44,3.66,15.380000,209.260000,5.48,2.690000,28.080000,5.66,13.541385,67.2,14.06,7.41,73.730000,3.250000,33,16,0,3.170000,101.410000

69,17:00-17:15,2.110000,9.290000,116.180000,3.170000,0.000000,14.48,28,0,272.310000,0.6,13.33,12,2.890000,11,8.5,5,3.67,9.7,3.66,9.290000,209.260000,13.33,2.690000,28.080000,5.66,7.369395,48.51,4.85,7.64,73.730000,2.170000,24,11,0,2.110000,101.410000

70,17:15-17:30,1.230000,9.290000,116.180000,3.170000,0.000000,8.03,21,0,272.310000,1,13.33,9,2.890000,11.15,7,3,3.72,6.32,3.71,9.290000,209.260000,13.33,2.690000,28.080000,5.66,3.03732,31.59,1,8.02,73.730000,1.260000,16,6,0,1.230000,101.410000

71,17:30-17:45,0.560000,21.190000,116.180000,3.170000,0.000000,2.73,7,0,272.310000,0,13.33,3,2.890000,22.5,6,1,7.5,3.5,7.5,21.200000,209.260000,13.33,2.690000,29.050000,5.66,0.788535,17.49,0.1,8.16,73.730000,0.570000,8.82,3,0,0.560000,101.410000

72,17:45-18:00,0.130000,21.190000,116.180000,3.170000,0.000000,1,3.5,0,272.310000,0,13.33,1.5,2.890000,22.5,4,0,7.5,1.48,7.5,21.200000,209.260000,13.33,2.690000,29.050000,5.66,0.146025,7.42,0,8.92,73.730000,0.140000,2.73,1,0,0.130000,101.410000

73,18:00-18:15,0.000000,21.190000,116.180000,3.120000,0.000000,0.33,0,0,272.310000,0,13.33,0,2.890000,22.5,1,0,7.5,0.28,7.5,21.200000,209.260000,13.33,2.690000,29.050000,6.34,0,1.43,0,11,73.730000,0.000000,0,0,0,0.000000,101.410000

74,18:15-18:30,0.000000,21.190000,116.180000,3.120000,0.000000,0,0,0,272.310000,0,13.33,0,2.890000,22.5,0,0,7.5,0.19,7.5,21.200000,209.260000,13.33,2.690000,29.050000,6.66,0,0.93,0,10.5,73.730000,0.000000,0,0,0,0.000000,101.410000

75,18:30-18:45,0.000000,9.290000,116.180000,3.120000,0.000000,0,0,0,272.310000,0,13.33,0,2.890000,22.5,0,0,7.5,0,7.5,9.290000,209.260000,13.33,2.690000,29.050000,6.66,0,0,0,10.04,73.730000,0.000000,0,0,0,0.000000,101.410000

76,18:45-19:00,0.000000,9.290000,116.180000,3.120000,0.000000,0,0,0,272.310000,0,13.33,0,2.890000,22.5,0,0,7.5,0,7.5,9.290000,209.260000,13.33,2.690000,29.050000,6.66,0,0,0,9.64,73.730000,0.000000,0,0,0,0.000000,101.410000

77,19:00-19:15,0.000000,9.290000,116.180000,3.120000,0.000000,0,0,0,272.310000,0,13.33,0,2.810000,22.5,0,0,7.5,0,7.5,9.290000,209.260000,13.33,2.690000,30.010000,6.66,0,0,0,9.26,73.730000,0.000000,0,0,0,0.000000,101.410000

78,19:15-19:30,0.000000,9.290000,116.180000,3.120000,0.000000,0,0,0,272.310000,0,13.62,0,2.810000,22.5,0,0,7.5,0,7.5,9.290000,209.260000,13.62,2.690000,30.010000,7,0,0,0,8.84,73.730000,0.000000,0,0,0,0.000000,101.410000

79,19:30-19:45,0.000000,23.510000,116.180000,3.120000,0.000000,0,0,0,272.310000,0,22.82,0,2.330000,22.5,0,0,7.5,0,7.5,23.510000,209.260000,22.82,2.690000,30.010000,7,0,0,0,8.44,73.730000,0.000000,0,0,0,0.000000,101.410000

80,19:45-20:00,0.000000,23.510000,72.030000,3.120000,0.000000,0,0,0,272.310000,0,23.07,0,2.330000,22.5,0,0,7.5,0,7.5,23.510000,209.260000,23.07,2.690000,30.010000,7,0,0,0,8.04,73.730000,0.000000,0,0,0,0.000000,101.410000

81,20:00-20:15,0.000000,23.510000,118.510000,3.120000,0.000000,0,0,0,272.310000,0,35.15,0,2.640000,22.5,0,0,7.5,0,7.5,23.510000,209.260000,35.15,2.690000,30.010000,6.66,0,0,0,7.64,73.730000,0.000000,0,0,0,0.000000,101.410000

82,20:15-20:30,0.000000,23.510000,118.510000,3.120000,0.000000,0,0,0,272.310000,0,35.99,0,2.640000,23.5,0,0,7.83,0,7.84,23.510000,209.260000,35.99,2.690000,30.010000,6.66,0,0,0,7.21,73.730000,0.000000,0,0,0,0.000000,101.410000

83,20:30-20:45,0.000000,23.510000,118.510000,3.120000,0.000000,0,0,0,272.310000,0,36.44,0,2.640000,24.5,0,0,8.17,0,8.16,23.510000,209.260000,36.44,2.690000,30.010000,6.66,0,0,0,7.21,73.730000,0.000000,0,0,0,0.000000,101.410000

