Block,Time Block,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,MAPS,CHAMERA1,BSIUL,BRBCL,DADRT2,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,NLCTS2EXP,NNTPP,RAMPUR,NTPL,PARBATI3,RAPPC,RIHAND1,RAPPB,RIHAND3,RIHAND2,RSTPSU1TO6,SIMHST1,RSTPSU7,SALAL,SEWA2,SASAN,TALST2,TALA,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,VALLURNTECL,URI2,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,TANAKPUR,TelanganaSTPP,TEHRI,TANDA2,ANTA_LF,DADRI_GF,AURY_GF,ANTA_GF,DADRI_CRF,DADRI_RF,AURY_CRF,ANTA_CRF,AURY_RF,ANTA_RF,DADRI_LF,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
19,04:30-04:45,41.18,0,0,0,0,0,0,0,17.6,306.16,0,0,0,11.54,0,230.15,0,0,69.18,32.13,0,0,0,0,8.51,0,0,0,0,0,0,50.28,43.17,0,119.26,84.57,0,0,0,2.24,0,390.5,0,0,11.3,0.63,11.52,0,14.26,0,4.38,0,0,116.87,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,41.18,0,0,0,0,0,0,0,18.01,314.79,0,0,0,11.54,0,230.15,0,0,69.18,32.13,0,0,0,0,8.51,0,0,0,0,0,0,50.28,43.17,0,119.26,99.11,0,0,0,2.24,0,390.5,0,0,11.3,0.63,11.52,0,14.26,0,4.38,0,0,116.87,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,41.18,0,0,0,0,0,0,0,19.19,312.88,0,0,0,11.54,0,231.19,0,0,81.76,35.79,0,0,0,0,8.51,0,0,0,0,0,0,50.28,43.17,0,119.26,99.11,0,0,0,1.34,0,390.5,0,0,14.21,0.63,14.87,0,17.57,0,4.38,0,0,116.87,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,41.18,0,0,0,0,0,0,0,19.19,346.45,0,0,0,11.54,0,231.19,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.28,43.17,0,119.26,99.11,0,0,0,1.34,0,390.5,0,0,15.24,0.63,14.87,0,19.23,0,4.38,0,0,116.87,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,41.18,18.17,0,0,0,0,0,0,19.19,400.17,0,0,0,11.54,0,231.19,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.52,43.17,0,119.26,110.44,0,0,0,1.34,0,401.05,0,0,15.24,0.63,14.87,0,19.23,0,4.38,0,0,134,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,41.18,38.16,0,0,0,0,0,0,19.19,461.57,0,1.79,0,11.54,0,231.19,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.52,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.24,0.63,14.87,0,19.23,0,4.38,0,0,134,7.99,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,41.18,54.51,0,0,0,0,0,1.06,19.19,532.19,9.29,3.84,8.76,11.54,15.81,231.19,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,3.66,50.52,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.24,0.63,14.87,0,19.23,0,4.38,0,0,134,6.01,0,27.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,41.18,89.75,0,0,0,0,0,6.25,19.19,532.19,18.57,7.67,17.53,11.54,31.62,277.24,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,15.88,50.52,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.24,0.63,14.87,0,19.23,0,4.38,0,0,134,1.1,0,44.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,41.18,112.19,0,0,0,0,11.37,12.51,19.19,532.19,27.88,37.9,35.06,12.29,31.62,334.8,0,0,94.85,43.38,0,0,0,0,18.92,0,0,0,0,0,15.88,50.64,43.17,0,119.26,113.93,0,0,0,1.34,5.06,401.05,0,0,15.24,2.12,14.87,0,19.23,0,4.38,0,0,134,1.72,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,41.18,112.19,0,0,0,0,26.91,12.51,19.19,536.23,27.88,37.9,35.06,14.19,31.62,405.78,0,0,94.85,43.38,0,0,0,0,18.92,0,0,0,0,0,15.88,50.64,43.17,0,119.26,113.93,0,0,0,1.34,10.11,401.05,0,0,20.33,38.13,17.59,0,25.32,0,4.38,0,0,134,1.72,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,41.18,134.63,0,0,0,0,26.91,12.51,19.19,554.25,27.88,37.9,35.06,14.26,31.62,383.3,0,0,94.85,43.38,0,0,0,0,18.92,0,0,0,0,0,15.88,50.64,43.17,0,119.26,113.93,0,0,0,13.38,10.11,401.05,0,0,20.33,38.13,17,0,25.32,0,4.38,0,0,134,1.1,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,41.18,134.63,0,0,0,0,26.91,12.51,19.19,568.64,27.88,37.9,35.06,14.26,31.62,383.3,0,0,94.85,43.38,0,0,0,0,18.92,0,0,0,0,0,15.88,50.64,43.17,0,119.26,113.93,0,0,0,53.5,10.11,401.05,0,0,20.33,2.12,17,0,25.32,0,4.38,0,0,134,1.1,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,41.18,134.63,0,0,0,0,26.91,12.51,19.19,568.64,27.88,37.9,35.06,11.75,31.62,383.3,0,0,94.85,43.38,0,0,0,0,18.92,0,0,0,0,0,15.88,50.77,43.17,0,119.26,113.93,0,0,0,53.5,5.06,401.05,0,0,20.33,1.28,17,0,25.32,0,4.38,0,0,134,1.1,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,41.18,112.19,0,0,0,0,26.91,12.51,19.19,563.85,27.88,37.9,35.06,11.75,31.62,383.3,0,0,94.85,43.38,0,0,0,0,18.92,0,0,0,0,0,3.42,50.77,43.17,0,119.26,113.93,0,0,0,53.5,0,401.05,0,0,20.33,1.28,17,0,25.32,0,4.38,0,0,134,1.1,0,59.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,41.18,89.75,0,0,0,0,12.05,6.25,19.19,568.64,9.29,3.84,17.49,11.75,15.81,383.59,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,0,50.77,43.17,0,119.26,113.93,0,0,0,53.5,0,401.05,0,0,20.33,1.28,17,0,25.32,0,4.38,0,0,134,1.1,0,44.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,41.18,67.31,0,0,0,0,12.05,1.06,19.19,548.5,0,0,8.74,11.75,15.81,383.59,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,0,50.77,43.17,0,119.26,113.93,0,0,0,12.26,0,401.05,0,0,20.33,1.28,17,0,25.32,0,4.38,0,0,134,1.1,0,44.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,41.18,67.31,0,0,0,0,0,0,19.19,553.3,0,0,0,11.75,15.81,383.59,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,20.33,1.28,17,0,25.32,0,4.38,0,0,134,1.1,0,29.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,41.18,44.88,0,0,0,0,0,0,19.19,543.7,0,0,0,11.75,15.81,383.59,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,20.33,2.12,17,0,25.32,0,4.38,0,0,134,1.1,0,29.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,41.18,44.88,0,0,0,0,0,0,19.19,532.19,0,0,0,11.75,15.81,363.85,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,20.33,38.13,15.01,0,25.32,0,4.38,0,0,134,3.07,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,41.18,44.88,0,0,0,0,0,0,19.19,532.19,0,0,0,11.75,15.81,363.85,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,20.33,38.13,14.87,0,25.32,0,4.38,0,0,134,3.07,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,41.18,20.26,0,0,0,0,0,0,19.19,532.19,0,0,0,11.75,15.81,363.85,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,18.04,3.18,14.87,0,22.73,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,41.18,0,0,0,0,0,0,0,19.19,532.19,0,0,0,11.75,15.81,296.7,0,0,94.85,43.38,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.24,1.06,14.87,0,19.23,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,41.18,0,0,0,0,0,0,0,19.19,484.59,0,0,0,11.75,15.81,231.47,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,2.12,14.87,0,19.08,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,41.18,0,0,0,0,0,0,0,19.19,448.14,0,0,0,11.75,15.81,231.47,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,2.12,14.87,0,19.08,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,41.18,0,0,0,0,0,0,0,19.19,418.4,0,0,0,11.54,15.81,231.47,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,4.23,14.87,0,19.08,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,41.18,0,0,0,0,0,0,0,19.19,395.38,0,0,0,11.54,15.81,231.47,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,4.23,14.87,0,19.08,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,41.18,0,0,0,0,0,0,0,19.19,366.6,0,0,0,10.02,15.81,231.47,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,4.23,14.87,0,19.08,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,41.18,0,0,0,0,0,0,0,16.52,348.37,0,0,0,10.02,15.81,231.47,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,4.23,14.87,0,19.08,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,41.18,0,0,0,0,0,0,0,18.85,338.78,0,0,0,10.02,15.81,231.47,0,0,74.93,32.13,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,2.12,14.87,0,19.08,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,41.18,0,0,0,0,0,0,0,19.19,324.39,0,0,0,10.02,15.81,231.47,0,0,69.18,32.13,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,2.12,14.87,0,19.08,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,41.18,0,0,0,0,0,0,0,19.19,307.12,0,0,0,10.02,15.81,231.47,0,0,69.18,32.13,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,2.12,14.87,0,19.08,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,41.18,0,0,0,0,0,0,0,19.19,297.53,0,0,0,10.02,15.81,231.47,0,0,69.18,32.13,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,2.12,14.87,0,19.08,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,41.18,0,0,0,0,0,0,0,19.19,286.97,0,0,0,10.02,15.81,231.47,0,0,69.18,32.13,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,1.06,14.87,0,19.08,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,41.18,0,0,0,0,0,0,0,19.19,262.99,0,0,0,10.02,15.81,231.47,0,0,69.18,32.13,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,1.06,14.87,0,19.08,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,41.18,0,0,0,0,0,0,0,19.19,216.95,0,0,0,10.02,15.81,231.47,0,0,69.18,32.13,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,1.06,14.87,0,19.08,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,41.18,0,0,0,0,0,0,0,19.19,195.84,0,0,0,10.02,15.81,231.47,0,0,69.18,32.13,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,1.06,14.87,0,19.08,0,4.38,0,0,134,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,41.18,0,0,0,0,0,0,0,19.19,195.84,0,0,0,10.02,15.81,231.47,0,0,69.18,32.13,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,26.48,14.87,0,19.08,0,18.06,0,0,134,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,41.18,0,0,0,0,0,0,0,19.19,195.84,0,0,0,10.02,15.81,231.47,0,0,69.18,32.13,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,26.48,14.87,0,19.08,0,18.06,0,0,134,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,41.18,0,0,0,0,0,0,0,19.19,201.6,0,0,0,10.02,0,231.47,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,2.12,14.87,0,19.08,0,18.06,0,0,134,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,41.18,0,0,0,0,0,0,0,19.19,204.47,0,0,0,10.02,0,231.47,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,1.34,0,401.05,0,0,15.13,1.06,14.87,0,19.08,0,18.06,0,0,134,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,41.18,0,0,0,0,0,0,0,19.19,235.17,0,0,0,10.02,0,231.47,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,12.26,0,401.05,0,0,15.13,1.06,14.87,0,19.08,0,10.32,0,0,134,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,41.18,0,0,0,0,0,0,0,19.19,254.36,0,0,0,10.02,0,231.47,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,12.26,0,401.05,0,0,15.13,1.06,14.87,0,19.08,0,10.32,0,0,134,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,41.18,0,0,0,0,0,0,0,19.19,283.14,0,0,0,10.02,0,231.47,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,12.26,0,401.05,0,0,15.13,1.06,14.87,0,19.08,0,4.38,0,0,134,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,41.18,0,0,0,0,0,0,0,19.19,311.92,0,0,0,10.02,0,231.47,0,0,81.76,37.39,0,0,0,0,8.51,0,0,0,0,0,0,50.88,43.17,0,119.26,113.93,0,0,0,12.26,0,401.05,0,0,15.13,1.06,14.87,0,19.08,0,4.38,0,0,134,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

