Time,Block,NR/2024/18694/C,NER/2024/1934/A/5496,NR/2024/18388/A/5387,NER/2024/1922/A/5497,NR/2024/18693/C,NR/2024/18436/A/5369,NR/2024/18445/A/5486,WR/2024/21355/A/5487,NR/2024/18692/C,WR/2024/21351/A/5500,SR/2024/11849/C,Total
24,05:45-06:00,0.000000,20.000000,0.390000,25.000000,0.000000,7.720000,0.000000,0.000000,0,0.000000,150.00,203.11

25,06:00-06:15,0.000000,20.000000,0.430000,25.000000,0.000000,7.720000,132.980000,0.000000,0,0.000000,0.00,186.13

26,06:15-06:30,0.000000,20.000000,0.430000,25.000000,0.000000,7.720000,132.980000,0.000000,0,0.000000,0.00,186.13

27,06:30-06:45,0.000000,20.000000,0.430000,25.000000,0.000000,7.720000,132.980000,0.000000,0,0.000000,0.00,186.13

28,06:45-07:00,0.000000,20.000000,0.430000,25.000000,0.000000,7.720000,132.980000,0.000000,0,0.000000,0.00,186.13

29,07:00-07:15,0.000000,20.000000,0.480000,25.000000,0.000000,7.720000,132.980000,0.000000,0.12,0.000000,0.00,186.3

30,07:15-07:30,0.000000,20.000000,0.480000,25.000000,0.000000,7.720000,132.980000,0.000000,0.42,0.000000,0.00,186.6

31,07:30-07:45,0.000000,20.000000,0.480000,25.000000,0.000000,7.720000,132.980000,0.000000,0.77,0.000000,0.00,186.95

32,07:45:08:00,0.000000,20.000000,0.480000,25.000000,0.000000,7.720000,132.980000,0.000000,1.13,0.000000,0.00,187.31

33,08:00-08:15,0.000000,20.000000,0.870000,25.000000,0.000000,7.720000,132.980000,0.000000,1.6,0.000000,0.00,188.17

34,08:15-08:30,0.000000,20.000000,0.870000,25.000000,0.000000,7.720000,132.980000,0.000000,2.13,0.000000,0.00,188.7

35,08:30-08:45,0.000000,20.000000,0.870000,25.000000,0.000000,7.720000,132.980000,0.000000,2.7,0.000000,0.00,189.27

36,08:45:09:00,0.000000,20.000000,0.870000,25.000000,0.000000,7.720000,132.980000,0.000000,3.32,0.000000,0.00,189.89

37,09:00:09:15,5.020000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,3.94,0.000000,0.00,199.68

38,09:15-09:30,5.020000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,4.52,0.000000,0.00,200.26

39,09:30-09:45,5.020000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,5.06,0.000000,0.00,200.8

40,09:45-10:00,5.020000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,5.57,0.000000,0.00,201.31

41,10:00-10:15,4.530000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,6.04,0.000000,0.00,201.29

42,10:15-10:30,4.530000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,6.44,0.000000,0.00,201.69

43,10:30-10:45,4.530000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,6.84,0.000000,0.00,202.09

44,10:45-11:00,4.530000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,7.17,0.000000,0.00,202.42

45,11:00-11:15,4.440000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,7.41,0.000000,50.00,252.57

46,11:15-11:30,4.440000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,7.64,0.000000,50.00,252.8

47,11:30-11:45,4.440000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,7.84,0.000000,0.00,203

48,11:45-12:00,4.440000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,7.98,0.000000,0.00,203.14

49,12:00-12:15,4.050000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,8.09,0.000000,0.00,202.86

50,12:15-12:30,4.050000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,8.05,0.000000,0.00,202.82

51,12:30-12:45,4.050000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,8.04,0.000000,0.00,202.81

52,12:45-13:00,4.050000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,8.14,0.000000,0.00,202.91

53,13:00-13:15,3.670000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,8.04,0.000000,0.00,202.43

54,13:15-13:30,3.670000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,7.81,0.000000,0.00,202.2

55,13:30-13:45,3.670000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,7.95,0.000000,0.00,202.34

56,13:45-14:00,3.670000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,5.45,0.000000,0.00,199.84

57,14:00-14:15,2.990000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,7.06,0.000000,0.00,200.77

58,14:15-14:30,2.990000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,4.33,0.000000,0.00,198.04

59,14:30-14:45,2.990000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,6.6,0.000000,0.00,200.31

60,14:45-15:00,2.990000,20.000000,0.870000,25.000000,4.150000,7.720000,132.980000,0.000000,3.83,0.000000,0.00,197.54

61,15:00-15:15,2.510000,20.000000,0.680000,25.000000,4.150000,7.720000,132.980000,0.000000,6.53,0.000000,0.00,199.57

62,15:15-15:30,2.510000,20.000000,0.680000,25.000000,4.150000,7.720000,132.980000,0.000000,5.77,0.000000,100.00,298.81

63,15:30-15:45,2.510000,20.000000,0.680000,25.000000,4.150000,7.720000,132.980000,0.000000,4.81,0.000000,100.00,297.85

64,15:45-16:00,2.510000,20.000000,0.680000,25.000000,4.150000,7.720000,132.980000,0.000000,3.41,0.000000,100.00,296.45

65,16:00-16:15,0.000000,20.000000,0.530000,25.000000,4.150000,7.720000,132.980000,0.000000,3.5,0.000000,100.00,293.88

66,16:15-16:30,0.000000,20.000000,0.530000,25.000000,4.150000,7.720000,132.980000,0.000000,2.3,0.000000,100.00,292.68

67,16:30-16:45,0.000000,20.000000,0.530000,25.000000,4.150000,7.720000,132.980000,0.000000,2.66,0.000000,100.00,293.04

68,16:45-17:00,0.000000,20.000000,0.530000,25.000000,4.150000,7.720000,132.980000,0.000000,2.12,0.000000,100.00,292.5

69,17:00-17:15,0.000000,20.000000,0.530000,25.000000,0.000000,7.720000,132.980000,0.000000,1.66,0.000000,0.00,187.89

70,17:15-17:30,0.000000,20.000000,0.530000,25.000000,0.000000,7.720000,132.980000,0.000000,1.23,0.000000,0.00,187.46

71,17:30-17:45,0.000000,20.000000,0.530000,25.000000,0.000000,7.720000,132.980000,0.000000,0.78,0.000000,0.00,187.01

72,17:45-18:00,0.000000,20.000000,0.530000,25.000000,0.000000,7.720000,132.980000,0.000000,0.44,0.000000,0.00,186.67

73,18:00-18:15,0.000000,20.000000,0.530000,25.000000,0.000000,7.720000,132.980000,25.000000,0.26,55.000000,0.00,266.49

74,18:15-18:30,0.000000,20.000000,0.530000,25.000000,0.000000,7.720000,132.980000,25.000000,0,55.000000,0.00,266.23

75,18:30-18:45,0.000000,20.000000,0.530000,25.000000,0.000000,7.720000,132.980000,25.000000,0,55.000000,0.00,266.23

76,18:45-19:00,0.000000,20.000000,0.530000,25.000000,0.000000,7.720000,132.980000,25.000000,0,55.000000,0.00,266.23

77,19:00-19:15,0.000000,20.000000,0.630000,25.000000,0.000000,7.720000,132.980000,25.000000,0,55.000000,0.00,266.33

78,19:15-19:30,0.000000,20.000000,0.630000,25.000000,0.000000,7.720000,132.980000,25.000000,0,55.000000,0.00,266.33

79,19:30-19:45,0.000000,20.000000,0.630000,25.000000,0.000000,7.720000,132.980000,25.000000,0,55.000000,0.00,266.33

80,19:45-20:00,0.000000,20.000000,0.630000,25.000000,0.000000,7.720000,132.980000,25.000000,0,55.000000,0.00,266.33

81,20:00-20:15,0.000000,20.000000,0.630000,25.000000,0.000000,7.720000,132.980000,25.000000,0,55.000000,0.00,266.33

82,20:15-20:30,0.000000,20.000000,0.630000,25.000000,0.000000,7.720000,132.980000,25.000000,0,55.000000,0.00,266.33

83,20:30-20:45,0.000000,20.000000,0.630000,25.000000,0.000000,7.720000,132.980000,25.000000,0,55.000000,0.00,266.33

84,20:45-21:00,0.000000,20.000000,0.630000,25.000000,0.000000,7.720000,132.980000,25.000000,0,55.000000,0.00,266.33

85,21:00-21:15,0.000000,20.000000,0.580000,25.000000,0.000000,7.720000,132.980000,25.000000,0,55.000000,0.00,266.28

86,21:15-21:30,0.000000,20.000000,0.580000,25.000000,0.000000,7.720000,132.980000,25.000000,0,55.000000,0.00,266.28

87,21:30-21:45,0.000000,20.000000,0.580000,25.000000,0.000000,7.720000,132.980000,25.000000,0,55.000000,0.00,266.28

88,21:45-22:00,0.000000,20.000000,0.580000,25.000000,0.000000,7.720000,132.980000,25.000000,0,55.000000,0.00,266.28

89,22:00-22:15,0.000000,20.000000,0.530000,25.000000,0.000000,7.720000,0.000000,0.000000,0,55.000000,150.00,258.25

90,22:15-22:30,0.000000,20.000000,0.530000,25.000000,0.000000,7.720000,0.000000,0.000000,0,55.000000,150.00,258.25

91,22:30-22:45,0.000000,20.000000,0.530000,25.000000,0.000000,7.720000,0.000000,0.000000,0,55.000000,150.00,258.25

92,22:45-23:00,0.000000,20.000000,0.530000,25.000000,0.000000,7.720000,0.000000,0.000000,0,55.000000,150.00,258.25

93,23:00-23:15,0.000000,20.000000,0.480000,25.000000,0.000000,7.720000,0.000000,0.000000,0,0.000000,150.00,203.2

94,23:15-23:30,0.000000,20.000000,0.480000,25.000000,0.000000,7.720000,0.000000,0.000000,0,0.000000,150.00,203.2

95,23:30-23:45,0.000000,20.000000,0.480000,25.000000,0.000000,7.720000,0.000000,0.000000,0,0.000000,150.00,203.2

96,23:45-24:00,0.000000,20.000000,0.480000,25.000000,0.000000,7.720000,0.000000,0.000000,0,0.000000,150.00,203.2

