Block,Time,RAPPC,RIHAND3,RIHAND2,PARBATI3,RAMPUR,RIHAND1,UNCHAHAR1,UNCHAHAR4,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SINGRAULI,TANDA2,UNCHAHAR2,SEWA2,DADRT2,NJPC,DULHASTI,KOLDAM,CHAMERA3,DHAULIGNGA,NAPP,KISHANGANGA,CHAMERA2,JHAJJAR,KOTESHWR,SALAL,RAPPB,TANAKPUR,URI,CHAMERA1,BSIUL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,KGSU1AND2,NTPL,MAPS,KGSU3AND4,KKNP,KKNPPU2,FSTPP I & II,KHSTPP-II,KHSTPP-I,TALA,BRBCL,SASAN
1,00:00-00:15,69.669668,130.580717,124.384996,0,0.86244,86.506384,22.630299,3.094586,0.779669,41.434281,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.415947,22.286372,39.450269,1.873698,23.197435,0,52.132639,5.560434,48.499828,554.443799,9.222505,49.966,0,0,34.776,42.14808,19.5624,0,99.122758,0,0,0,81.591624,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20.0018,418.77

2,00:15-00:30,69.669668,130.580717,124.384996,0,0.86244,86.506384,22.630299,3.094586,0.779669,31.075711,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.415947,22.286372,39.450269,1.873698,23.197435,0,52.132639,5.560434,48.499828,554.443799,9.222505,49.966,0,0,34.776,42.14808,19.5624,0,99.122758,0,0,0,81.591624,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20.0018,418.77

3,00:30-00:45,69.669668,130.580717,124.384996,0,0.86244,86.506384,22.630299,3.094586,0.779669,20.717141,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.415947,22.286372,39.450269,0,23.197435,0,52.132639,5.560434,48.499828,554.443799,9.222505,62.748,0,0,34.776,28.09872,19.5624,0,99.122758,0,0,0,81.591624,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20.0018,418.77

4,00:45-01:00,69.669668,130.580717,124.384996,0,0.86244,86.506384,22.630299,3.094586,0.779669,10.35857,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.415947,22.286372,39.450269,0,23.197435,0,52.132639,5.560434,48.499828,554.443799,9.222505,62.748,0,0,34.776,28.09872,19.5624,0,99.122758,0,0,0,81.591624,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20.0018,418.77

5,01:00-01:15,69.669668,130.580717,124.384996,0,0.86244,86.506384,22.630299,3.094586,0.779669,10.35857,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.415947,22.286372,39.450269,0,23.197435,0,52.132639,5.560434,48.499828,554.443799,9.222505,62.748,0,0,34.776,28.09872,19.5624,0,99.122758,0,0,0,81.591624,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20.0018,418.77

6,01:15-01:30,69.669668,130.580717,124.384996,0,0.86244,86.506384,22.630299,3.094586,0.779669,10.35857,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.415947,22.286372,39.450269,0,23.197435,0,52.132639,5.560434,48.499828,554.443799,9.222505,62.748,0,0,34.776,28.09872,19.5624,0,99.122758,0,0,0,81.591624,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20.0018,418.77

7,01:30-01:45,69.669668,130.580717,124.384996,0,0.86244,86.506384,22.630299,3.094586,0.779669,10.35857,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.415947,22.286372,39.450269,0,23.197435,0,52.132639,5.560434,32.333219,554.443799,9.222505,62.748,0,0,34.776,28.09872,19.5624,0,99.122758,0,0,0,81.591624,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20.0018,418.77

8,01:45-02:00,69.669668,130.580717,124.384996,0,0.86244,86.506384,22.630299,3.094586,0.779669,10.35857,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.415947,22.286372,39.450269,0,23.197435,0,52.132639,5.560434,32.333219,554.443799,9.222505,62.748,0,0,34.776,28.09872,19.5624,0,99.122758,0,0,0,81.591624,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20.0018,418.77

9,02:00-02:15,69.669668,130.580717,124.384996,0,0.86244,86.506384,22.630299,3.094586,0.779669,10.35857,35.154834,27.638981,149.98895,4.557523,22.453313,18.800617,688.415947,22.286372,39.450269,0,23.197435,0,52.132639,5.560434,32.333219,554.443799,9.222505,62.748,0,0,34.776,28.09872,19.5624,0,99.122758,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20.0018,418.77

10,02:15-02:30,69.669668,130.580717,124.384996,0,0.86244,86.506384,22.630299,3.094586,0.779669,10.35857,35.154834,27.638981,149.98895,4.557523,22.453313,18.800617,688.415947,22.286372,39.450269,0,23.197435,0,52.132639,5.560434,32.333219,554.443799,9.222505,62.748,0,0,34.776,28.09872,19.5624,0,99.122758,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20.0018,418.77

11,02:30-02:45,69.669668,130.580717,124.384996,0,0.86244,86.506384,22.630299,3.094586,0.779669,10.199208,35.154834,27.638981,149.98895,4.557523,22.453313,18.800617,688.415947,22.286372,39.450269,0,23.197435,0,52.132639,5.560434,32.333219,554.443799,9.222505,62.748,0,0,34.776,28.09872,19.5624,0,99.122758,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20.0018,418.77

