Block,Time,DHAULIGNGA,DULHASTI,JHAJJAR,KOLDAM,KISHANGANGA,CHAMERA3,CHAMERA2,DADRT2,PARBATI3,RAMPUR,RIHAND1,TEHRI,UNCHAHAR3,SINGRAULI_HYDRO,NJPC,RAPPC,URI2,TANDA2,UNCHAHAR2,RIHAND3,SINGRAULI,NAPP,SEWA2,UNCHAHAR1,RIHAND2,UNCHAHAR4,KOTESHWR,CHAMERA1,BSIUL,SALAL,URI,RAPPB,TANAKPUR,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
15,03:30-03:45,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,20.2705,59.0625,0,9.0712,0,0,1.3944,1.7664,0,7.0455,0,70.144,23.016,0,0,53.214,18.0276,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

16,03:45-04:00,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,20.2705,59.0625,0,9.0712,0,0,1.3944,1.7664,0,7.0455,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

17,04:00-04:15,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,20.2705,59.0625,0,9.0712,0,0,1.3944,1.7664,0,0,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

18,04:15-04:30,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,1.7664,0,0,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

19,04:30-04:45,0,0,435.435,0,0,0,0,679.493168,0,0,92,15.498,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,1.7664,0,0,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

20,04:45-05:00,0,0,435.435,0,0,0,0,679.493168,0,0,92,15.498,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,1.7664,0,0,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

21,05:00-05:15,0,0,435.435,0,0,0,0,679.493168,0,0,92,15.498,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,1.7664,0,0,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

22,05:15-05:30,0,0,435.435,0,0,0,0,679.493168,0,0,92,30.996,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,1.7664,0,0,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

23,05:30-05:45,0,0,435.435,0,0,0,0,679.493168,0,0,92,30.996,26.39091,0.87998,20.6446,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,1.7664,0,0,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

24,05:45-06:00,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,46.494,26.39091,0.87998,39.4899,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,1.7664,0,0,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

25,06:00-06:15,0,32.957704,435.435,0,0,0,0,679.193168,0,0,92,46.494,26.39091,0.87998,39.4899,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,1.7664,0,0,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

26,06:15-06:30,0,32.957704,435.435,0,0,0,3.3325,679.193168,0,0,92,46.494,26.39091,0.87998,66.29,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,17.748,6.557,0,1.3944,1.7664,0,0,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

27,06:30-06:45,8.5865,32.957704,435.435,0,0,0,13.17004,679.193168,0,0,92,46.494,26.39091,0.87998,87.8816,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,5.27868,21.82362,59.0625,0,26.622,14.04146,1.1,1.3944,1.7664,0,0,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

28,06:45-07:00,15.852,32.957704,435.435,0,0,0,26.34008,679.193168,0,0,92,46.494,26.39091,0.87998,116.9545,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,7.998,21.82362,59.0625,0,38.96672,28.09872,13.0416,1.3944,1.7664,0,0,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

29,07:00-07:15,18.272072,32.957704,435.435,0,0,0,26.34008,679.193168,0,0,92,46.494,26.39091,0.87998,116.9545,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,7.998,21.82362,59.0625,0,38.96672,28.09872,13.0416,6.972,1.7664,0,0,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

30,07:15-07:30,18.272072,32.957704,435.435,0,0,0,26.34008,679.193168,0,0,92,46.494,26.39091,0.87998,116.9545,54.4401,8.34024,0,42.392196,123.665625,139.3125,21.7872,7.998,21.82362,59.0625,0,38.96672,28.09872,13.0416,41.832,26.496,0,0,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

31,07:30-07:45,27.408108,32.957704,435.435,0,0,0,26.34008,679.193168,0,0,92,46.494,26.39091,0.87998,116.9545,54.4401,8.34024,0,42.392196,123.665625,139.3125,21.7872,7.998,21.82362,59.0625,0,38.96672,28.09872,13.0416,41.832,26.496,0,0,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

32,07:45:08:00,27.408108,32.957704,435.435,0,0,0,26.34008,679.193168,0,0,92,46.494,26.39091,0.87998,116.9545,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,7.998,21.82362,59.0625,0,38.96672,14.04936,13.0416,41.832,2.208,0,0,0,70.144,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

33,08:00-08:15,18.272072,32.957704,435.435,0,0,0,26.34008,679.193168,0,0,92,46.494,26.39091,0.87998,116.9545,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,7.998,21.82362,59.0625,0,38.96672,14.04936,13.0416,41.832,2.208,0,0,0,69.596,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

34,08:15-08:30,15.852,32.957704,435.435,0,0,0,13.17004,679.193168,0,0,92,46.494,26.39091,0.87998,87.8816,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,5.27868,21.82362,59.0625,0,17.748,8.69,0,41.832,2.208,0,0,0,69.596,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

35,08:30-08:45,8.5865,32.957704,435.435,0,0,0,13.17004,679.193168,0,0,92,46.494,26.39091,0.87998,70.078,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,41.832,2.208,0,0,0,69.596,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

36,08:45:09:00,0,16.478852,435.435,0,0,0,0,679.193168,0,0,92,46.494,26.39091,0.87998,43.562,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,6.972,2.208,0,0,0,69.596,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

37,09:00:09:15,0,16.478852,435.435,0,0,0,0,679.193168,0,0,92,46.494,26.39091,0.87998,20.6446,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,2.208,0,0,0,69.596,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

38,09:15-09:30,0,16.478852,435.435,0,0,0,0,679.193168,0,0,92,46.494,26.39091,0.87998,20.6446,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,2.208,0,0,0,69.596,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

39,09:30-09:45,0,16.478852,435.435,0,0,0,0,679.193168,0,0,92,46.494,26.39091,0.87998,20.6446,54.4401,8.34024,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,36.432,0,0,0,69.596,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

40,09:45-10:00,0,16.478852,435.435,0,0,0,0,679.193168,0,0,92,46.494,26.39091,0.87998,20.6446,54.4401,8.34024,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,36.432,0,0,0,69.596,23.016,0,0,53.214,17.919,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

41,10:00-10:15,0,16.478852,435.435,0,0,0,0,679.193168,0,0,92,46.494,26.39091,0.87998,0,54.4401,8.34024,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,4.968,0,0,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

42,10:15-10:30,0,16.478852,435.435,0,0,0,0,679.193168,0,0,92,46.494,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,2.208,0,0,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

43,10:30-10:45,0,0,435.435,0,0,0,0,679.193168,0,0,92,46.494,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,2.208,0,0,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

44,10:45-11:00,0,0,435.435,0,0,0,0,679.193168,0,0,92,38.745,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,2.208,0,0,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

45,11:00-11:15,0,0,435.435,0,0,0,0,679.193168,0,0,92,30.996,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,2.208,0,0,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

46,11:15-11:30,0,0,435.435,0,0,0,0,679.193168,0,0,92,15.498,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,2.208,0,0,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

47,11:30-11:45,0,0,435.435,0,0,0,0,679.193168,0,0,92,15.498,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,2.208,0,0.2562,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

48,11:45-12:00,0,0,435.435,0,0,0,0,679.193168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,2.208,0,0.2562,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

49,12:00-12:15,0,0,435.435,0,0,0,0,679.193168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,2.208,0,0.2562,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

50,12:15-12:30,0,0,435.435,0,0,0,0,679.193168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,59.0625,0,9.0712,0,0,1.3944,2.208,0,0.2562,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

51,12:30-12:45,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,56.7,0,9.0712,0,0,1.3944,3.312,0,0.2562,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

52,12:45-13:00,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,56.7,0,9.0712,0,0,1.3944,26.496,0,0.2562,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

53,13:00-13:15,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,8.34024,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,56.7,0,9.0712,0,0,1.3944,26.496,0,0.2562,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

54,13:15-13:30,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,8.34024,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,56.7,0,9.0712,0,0,1.3944,4.416,0,0.2562,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

55,13:30-13:45,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,56.7,0,9.0712,0,0,1.3944,2.208,0,0.2562,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

56,13:45-14:00,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,56.7,0,9.0712,0,0,1.3944,2.208,0,0.2562,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

57,14:00-14:15,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,123.665625,139.3125,21.7872,0,21.82362,56.7,0,9.0712,0,0,1.3944,2.208,0,0.2562,0,69.596,23.016,0,0,53.214,17.8104,0,0,45.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

