Block,Time Block,DADRI_RF,TelanganaSTPP,UNCHAHAR1,UNCHAHAR2,URI2,DADRI_CRF,UNCHAHAR3,ANTA_GF,AURY_CRF,AURY_RF,URI,ANTA_CRF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,UNCHAHAR4,VALLURNTECL,ANTA_LF,AURY_GF,NAPP,NLCEXP,NJPC,NLCIIST2,NLCIIST1,FSTPP I & II,DULHASTI,SIMHST2,TANDA2,SINGRAULI,TALST2,TANAKPUR,SINGRAULI_HYDRO,TEHRIPSP,TALA,TEHRI,KHSTPP-I,KOTESHWR,KHSTPP-II,KKNP,KGSU1AND2,KKNPPU2,KUDGI,KOLDAM,KGSU3AND4,KISHANGANGA,DHAULIGNGA,DADRT2,CHAMERA3,JHAJJAR,CHAMERA2,BRBCL,CHAMERA1,BSIUL,MAPS,SALAL,SEWA2,SASAN,RSTPSU1TO6,SIMHST1,RSTPSU7,RAPPC,RIHAND3,RIHAND2,RIHAND1,RAPPD,PARBATI3,RAPPB,NNTPP,RAMPUR,NTPL,PARBATI2,NLCTS2EXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,0,0,10.11,23.4,28.02,0,13.01,0,0,0,51.26,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,127.94,0,8.67,1.15,0,17.4,0,28.11,0,97.22,0,0,0,0,10.3,0,8.43,31.82,4.98,33.95,121.89,47.31,20.32,0,12.61,0,80.37,0,376.16,0,0,0,66.16,81.32,80.52,53.11,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

54,13:15-13:30,0,0,10.11,23.4,28.02,0,13.01,0,0,0,51.26,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,127.94,0,8.67,1.15,0,17.4,0,28.11,0,97.22,0,0,0,0,10.3,0,8.43,31.82,4.98,33.95,121.89,47.31,20.62,0,12.61,0,80.37,0,376.16,0,0,0,66.16,81.32,80.52,53.11,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

55,13:30-13:45,0,0,10.11,23.4,28.02,0,13.01,0,0,0,51.26,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,104.26,0,8.43,1.15,0,17.4,0,28.11,0,97.22,0,0,0,0,10.3,0,8.43,31.82,4.98,33.95,121.89,47.31,19.31,0,12.61,0,80.37,0,376.16,0,0,0,66.16,81.32,80.52,53.11,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

56,13:45-14:00,0,0,10.11,23.4,28.02,0,13.01,0,0,0,51.26,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,105.11,0,8.43,1.15,0,17.4,9.57,28.11,0,108.76,0,0,0,0,10.3,0,8.43,31.82,4.98,33.95,121.89,47.31,18.65,0,12.61,0,80.37,0,376.16,0,0,0,66.16,81.32,80.52,53.11,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

57,14:00-14:15,0,0,10.11,23.4,28.02,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,104.38,0,8.43,1.15,0,17.4,19.14,28.11,10.1,93.71,0,0,0,0,10.3,0,8.43,21.21,0,33.95,121.89,47.31,17.93,13.59,12.61,0,80.37,0,376.16,0,0,0,66.16,51.78,96,59.31,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

58,14:15-14:30,0,0,10.11,23.4,28.02,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,104.5,0,8.43,1.15,0,17.4,28.71,28.11,20.2,93.77,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,121.89,47.31,19.02,27.18,12.61,0,80.37,0,376.16,0,0,0,66.16,51.78,96,59.31,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

59,14:30-14:45,0,0,10.11,23.4,28.02,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,104.47,0,11.65,1.15,0,17.4,28.71,28.11,20.2,93.77,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,121.89,47.31,20.43,27.18,6.31,0,80.37,0,376.16,0,0,0,66.16,51.78,96,59.31,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

60,14:45-15:00,0,0,10.11,23.4,28.02,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,104.44,0,11.65,1.15,0,17.4,28.71,28.11,30.3,93.77,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,160.59,47.31,19.56,40.78,6.31,0,80.37,0,376.16,0,0,0,66.16,51.78,96,59.31,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

61,15:00-15:15,0,0,10.11,23.4,28.02,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,128.76,0,9.3,1.15,0,22.32,28.71,25.16,30.3,88.59,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,160.59,47.31,18.92,40.78,6.31,0,80.37,0,376.16,0,0,0,66.16,51.78,96,59.31,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

62,15:15-15:30,0,0,10.11,23.4,28.02,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,128.76,0,9.3,1.15,0,22.32,28.71,25.16,30.3,88.59,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,160.59,47.31,20.7,40.78,6.31,0,80.37,0,376.16,0,0,0,66.16,51.78,96,59.31,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

63,15:30-15:45,0,0,10.11,23.4,28.02,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,38.44,0,1.93,128.75,0,9.92,1.15,0,22.32,28.71,23.81,30.3,88.64,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,160.59,47.31,22.46,40.78,6.31,0,80.37,0,376.16,0,0,0,66.16,51.78,96,59.31,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

64,15:45-16:00,0,0,10.11,23.4,28.02,0,13.01,0,0,0,49.13,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,38.44,0,1.93,128.78,0,9.92,1.15,0,22.32,28.71,23.81,30.3,88.64,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,160.59,47.31,20.46,40.78,6.31,0,80.37,0,376.16,0,0,0,66.16,51.78,96,59.31,25.09,71.37,0,0,6.81,0,56.16,0,0,0,0,0,0

65,16:00-16:15,0,0,10.11,23.4,28.02,0,13.01,0,0,0,48.59,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,128.81,0,9.92,1.15,0,22.32,28.71,24.24,30.3,94.49,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,160.59,47.31,18.31,40.78,6.31,0,80.37,0,402.38,0,0,0,66.16,51.78,96,59.31,25.09,65.43,0,0,6.81,0,56.16,0,0,0,0,0,0

66,16:15-16:30,0,0,10.11,23.4,28.02,0,13.01,0,0,0,48.59,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,128.86,0,9.92,1.15,0,22.32,28.71,24.24,30.3,94.49,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,315.37,47.31,20.25,40.78,6.31,0,80.37,0,402.38,0,0,0,66.16,51.78,96,59.31,25.09,65.43,0,0,6.81,0,56.16,0,0,0,0,0,0

67,16:30-16:45,0,0,10.11,23.4,28.02,0,13.01,0,0,0,48.59,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,129.38,0,9.92,1.15,0,21.9,28.71,24.24,30.3,107.06,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,315.37,47.31,17.94,40.78,6.31,0,80.37,0,405.12,0,0,0,66.16,51.78,96,59.31,25.09,65.43,0,0,6.81,0,56.16,0,0,0,0,0,0

68,16:45-17:00,0,0,10.11,23.4,28.02,0,13.01,0,0,0,48.59,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,129.38,0,9.92,1.15,0,21.84,28.71,24.24,30.3,107.06,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,315.37,47.31,17.35,40.78,6.31,0,80.37,0,405.12,0,0,0,66.16,51.78,96,59.31,25.09,65.43,0,0,6.81,0,56.16,0,0,0,0,0,0

69,17:00-17:15,0,0,10.11,23.4,28.02,0,13.01,0,0,0,48.59,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,129.38,0,9.92,1.15,0,20.91,28.71,24.24,30.3,106.09,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,315.37,47.31,23.87,40.78,6.31,0,80.37,0,405.12,0,0,0,66.16,51.78,96,59.31,25.09,56.5,0,0,6.81,0,56.16,0,0,0,0,0,0

70,17:15-17:30,0,0,10.11,23.4,28.02,0,13.01,0,0,0,48.59,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,129.38,0,9.92,1.15,0,20.76,28.71,24.24,30.3,105.13,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,315.37,47.31,21.81,40.78,6.31,0,80.37,0,405.12,0,0,0,66.16,51.78,96,59.31,25.09,56.5,0,0,6.81,0,56.16,0,0,0,0,0,0

71,17:30-17:45,0,0,10.11,23.4,28.02,0,13.01,0,0,0,48.59,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,129.38,0,9.92,1.15,0,19.57,28.71,24.24,30.3,104.16,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,315.37,47.31,20.39,40.78,6.31,0,80.37,0,405.12,0,0,0,66.16,51.78,96,59.31,25.09,56.5,0,0,6.81,0,56.16,0,0,0,0,0,0

72,17:45-18:00,0,0,10.11,23.4,28.02,0,13.01,0,0,0,48.59,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,129.38,0,9.92,1.15,0,19.45,28.71,24.24,30.3,103.19,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,315.37,47.31,22.05,40.78,6.31,0,80.37,0,405.12,0,0,0,66.16,51.78,96,59.31,25.09,56.5,0,0,6.81,0,56.16,0,0,0,0,0,0

73,18:00-18:15,0,0,10.11,23.4,28.02,0,13.01,0,0,0,48.59,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,129.38,0,9.92,1.15,0,19.28,28.71,24.24,30.3,114.32,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,315.37,47.31,19.83,40.78,6.31,0,80.37,6.1,405.12,0,0,0,66.16,51.78,96,59.31,25.09,56.5,0,0,6.81,0,56.16,0,0,0,0,0,0

74,18:15-18:30,0,0,10.11,23.4,28.02,0,13.01,0,0,0,48.59,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,129.38,0,9.92,1.15,0,19.12,28.71,24.24,30.3,114.32,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,315.37,47.31,17.66,40.78,6.31,0,80.37,12.21,405.12,0,0,0,66.16,51.78,96,59.31,25.09,56.5,0,0,6.81,0,56.16,0,0,0,0,0,0

75,18:30-18:45,0,0,10.11,23.4,28.02,0,13.01,0,0,0,48.59,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,129.38,0,9.92,1.15,0,19.73,28.71,24.24,30.3,114.32,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,315.37,47.31,20.17,40.78,6.31,0,80.37,18.31,405.12,0,0,0,66.16,51.78,96,59.31,25.09,65.43,0,0,6.81,0,56.16,0,0,0,0,0,0

76,18:45-19:00,0,0,10.11,23.4,28.02,0,13.01,0,0,0,48.59,0,0,0,0,0,0.59,0,0,0,24.34,0,175.25,0,0,10.04,56.87,0,1.93,129.38,0,9.92,1.15,0,19.57,28.71,24.24,30.3,114.32,0,0,0,0,10.3,0,8.43,21.21,4.98,33.95,81.26,47.31,20.19,40.78,6.31,0,80.37,18.31,405.12,0,0,0,66.16,51.78,96,59.31,25.09,65.43,0,0,6.81,0,56.16,0,0,0,0,0,0

77,19:00-19:15,0,0,12.18,27.01,28.02,0,17.08,0,0,0,48.59,0,0,0,0,0,0,0,0,0,24.34,0,175.25,0,0,20.12,56.87,0,3.44,150.47,0,9.92,1.15,0,19.47,28.71,31.71,30.3,141.01,0,0,0,0,10.3,0,8.43,31.82,63.49,33.95,116.7,47.31,20.14,40.78,12.61,0,80.37,18.31,395.61,0,0,0,66.16,84.29,120.5,92.14,25.09,77.31,0,0,6.81,0,56.16,0,0,0,0,0,0

78,19:15-19:30,0,0,15.28,31.73,28.02,0,20.19,0,0,0,48.59,0,0,0,0,0,0.71,0,0,0,24.34,0,176.91,0,0,20.12,57.67,0,6.21,150.47,0,9.92,1.15,0,19.47,29.17,31.71,33.68,143.47,0,0,0,0,10.3,0,8.58,44.54,95.4,35.69,157.69,49.79,22.63,40.89,19.79,0,80.37,19.46,395.61,0,0,0,66.16,89.36,122.67,96.56,25.09,77.31,0,0,6.98,0,59.08,0,0,0,0,0,0

79,19:30-19:45,0,0,15.28,31.73,36.92,0,20.19,0,0,0,48.59,0,0,0,0,0,0.97,0,0,0,24.34,0,176.91,0,0,20.12,57.67,0,6.21,150.47,0,9.92,1.15,0,19.59,29.17,31.71,33.68,143.47,0,0,0,0,10.3,0,8.58,44.54,95.4,35.69,239.92,49.79,24.18,40.89,19.79,0,80.37,19.46,395.61,0,0,0,66.16,89.36,122.67,96.56,25.09,77.31,0,0,6.98,0,59.08,0,0,0,0,0,0

80,19:45-20:00,0,0,15.28,31.73,38.92,0,20.19,0,0,0,48.59,0,0,0,0,0,0.97,0,0,0,24.34,0,176.91,0,0,20.12,57.67,0,6.21,150.47,0,9.92,1.15,0,19.71,29.17,31.71,33.68,143.47,0,0,0,0,10.3,0,8.58,44.54,95.4,35.69,212.32,49.79,24.18,40.89,19.79,0,80.37,19.46,395.61,0,0,0,66.16,89.36,122.67,96.56,25.09,77.31,0,0,6.98,0,59.08,0,0,0,0,0,0

81,20:00-20:15,0,0,15.28,31.73,38.92,0,20.19,0,0,0,48.59,0,0,0,0,0,0.97,0,0,0,24.34,0,176.91,0,0,20.12,57.67,0,6.21,150.47,0,9.92,1.15,0,19.77,29.17,31.71,33.68,143.47,0,0,0,0,10.3,0,8.58,44.54,95.4,35.69,121.89,49.79,24.18,40.89,19.79,0,80.37,19.46,395.61,0,0,0,66.16,89.36,122.67,96.56,25.09,77.31,0,0,6.98,0,59.08,0,0,0,0,0,0

82,20:15-20:30,0,0,15.28,31.73,38.92,0,20.19,0,0,0,48.59,0,0,0,0,0,0.97,0,0,0,24.34,0,176.91,0,0,20.12,57.67,0,6.21,150.47,0,9.92,1.15,50.3,19.91,29.17,31.71,33.68,143.47,0,0,0,0,10.3,0,8.58,44.54,95.4,35.69,140.29,49.79,23.24,40.89,19.79,0,80.37,19.46,395.61,0,0,0,66.16,89.36,122.67,96.56,25.09,77.31,0,0,6.98,0,59.08,0,0,0,0,0,0

83,20:30-20:45,0,0,15.28,31.73,38.92,0,20.19,0,0,0,48.59,0,0,0,0,0,0.97,0,0,0,24.34,0,176.91,0,0,20.12,57.67,0,6.21,150.47,0,9.92,1.15,50.3,16.24,29.17,31.71,33.68,143.47,0,0,0,0,10.3,0,8.58,44.54,95.4,35.69,144.28,49.79,24.18,40.89,19.79,0,80.37,19.46,395.61,0,0,0,66.16,89.36,122.67,96.56,25.09,77.31,0,0,6.98,0,59.08,0,0,0,0,0,0

84,20:45-21:00,0,0,15.28,31.73,38.92,0,20.19,0,0,0,48.59,0,0,0,0,0,0.97,0,0,0,24.34,0,176.91,0,0,20.12,57.67,0,6.21,150.47,0,9.92,1.15,50.3,16.33,29.17,31.71,33.68,143.47,0,0,0,0,10.3,0,8.58,44.54,95.4,35.69,144.28,49.79,24.18,40.89,19.79,0,80.37,19.46,395.61,0,0,0,66.16,89.36,122.67,96.56,25.09,77.31,0,0,6.98,0,59.08,0,0,0,0,0,0

85,21:00-21:15,0,0,15.28,31.74,38.92,0,20.19,0,0,0,48.59,0,0,0,0,0,0.97,0,0,0,24.34,0,176.91,0,0,20.12,57.67,0,6.21,150.47,0,9.92,1.15,50.3,16.44,29.17,31.71,33.68,143.47,0,0,0,0,10.3,0,8.58,44.54,125.91,35.69,197.85,49.79,22.06,40.89,19.79,0,80.37,19.46,395.61,0,0,0,66.16,89.36,122.67,96.56,25.09,77.31,0,0,6.98,0,59.08,0,0,0,0,0,0

86,21:15-21:30,0,0,15.28,31.73,38.92,0,20.19,0,0,0,48.59,0,0,0,0,0,0.97,0,0,0,24.34,0,175.25,0,0,20.12,57.67,0,6.43,150.47,0,9.92,1.15,50.3,16.49,29.17,31.71,30.3,143.47,0,0,0,0,10.3,0,8.43,42.42,163.19,33.95,303.23,47.31,24.18,40.78,6.31,0,80.37,18.31,395.61,0,0,0,66.16,89.36,122.67,96.56,25.09,76.42,0,0,6.81,0,56.16,0,0,0,0,0,0

87,21:30-21:45,0,0,20.79,42.42,38.92,0,26.27,0,0,0,48.59,0,0,0,0,0,1.93,0,0,0,24.34,0,175.25,0,0,20.12,57.67,0,6.43,150.47,0,9.92,1.15,50.3,16.63,29.17,31.71,30.3,143.47,0,0,0,0,10.3,0,8.43,42.42,221.23,33.95,381.51,47.31,19.84,40.78,6.31,0,80.37,18.31,395.61,0,0,0,66.16,89.36,122.67,96.56,25.09,76.42,0,0,6.81,0,56.16,0,0,0,0,0,0

88,21:45-22:00,0,0,20.79,42.54,38.92,0,26.45,0,0,0,48.59,0,0,0,0,0,1.93,0,0,0,24.34,0,176.91,0,0,20.12,57.67,0,6.37,150.47,0,9.92,1.15,50.3,16.75,29.17,31.71,33.68,143.47,0,0,0,0,10.3,0,8.58,44.54,279.28,35.69,381.51,49.79,20.33,40.89,19.79,0,80.37,19.46,395.61,0,0,0,66.16,89.36,122.67,96.56,25.09,77.31,0,0,6.98,0,59.08,0,0,0,0,0,0

89,22:00-22:15,0,0,20.79,42.54,38.92,0,26.45,0,0,0,48.59,0,0,0,0,0,1.93,0,0,0,24.34,0,176.91,0,0,20.12,57.67,0,4.87,150.47,0,9.92,1.15,50.3,16.83,29.17,31.71,33.68,143.47,0,0,0,0,10.3,0,8.58,44.54,266.36,35.69,382.26,49.79,20.11,40.89,19.79,0,80.37,19.46,395.61,0,0,0,66.16,88.84,122.67,96.56,25.09,77.31,0,0,6.98,0,59.08,0,0,0,0,0,0

90,22:15-22:30,0,0,20.79,42.54,38.92,0,26.45,0,0,0,48.59,0,0,0,0,0,1.93,0,0,0,24.34,0,176.91,0,0,20.12,57.67,0,4.87,150.47,0,9.92,1.15,50.3,16.93,29.17,31.71,33.68,143.47,0,0,0,0,10.3,0,8.58,44.54,199.43,35.69,382.26,49.79,19.45,40.89,19.79,0,80.37,19.46,395.61,0,0,0,66.16,88.84,122.67,96.56,25.09,77.31,0,0,6.98,0,59.08,0,0,0,0,0,0

91,22:30-22:45,0,0,20.79,42.54,38.92,0,26.45,0,0,0,48.59,0,0,0,0,0,1.93,0,0,0,24.34,0,176.91,0,0,20.12,57.67,0,4.87,150.47,0,9.92,1.15,50.3,17.06,29.17,31.71,33.68,143.47,0,0,0,0,10.3,0,8.58,44.54,180.08,35.69,382.26,49.79,19.35,40.89,19.79,0,80.37,19.46,395.61,0,0,0,66.16,88.84,122.67,96.56,25.09,77.31,0,0,6.98,0,59.08,0,0,0,0,0,0

92,22:45-23:00,0,0,20.79,42.54,36.92,0,26.45,0,0,0,48.59,0,0,0,0,0,1.93,0,0,0,24.34,0,148.12,0,0,20.12,56.87,0,4.95,150.47,0,9.92,1.15,50.3,17.12,28.71,31.71,30.3,143.47,0,0,0,0,10.3,0,8.43,42.42,180.08,33.95,382.26,47.31,21.11,40.78,12.61,0,80.37,18.31,395.61,0,0,0,66.16,88.84,122.67,96.56,25.09,76.42,0,0,5.68,0,56.16,0,0,0,0,0,0

93,23:00-23:15,0,0,20.79,42.53,36.92,0,26.45,0,0,0,48.59,0,0,0,0,0,1.93,0,0,0,24.34,0,148.12,0,0,20.12,56.87,0,4.78,150.47,0,9.3,1.15,50.3,17.18,28.71,31.71,30.3,143.47,0,0,0,0,10.3,0,8.43,42.42,199.43,33.95,382.26,47.31,23.48,40.78,12.61,0,80.37,12.21,395.61,0,0,0,66.16,88.84,122.67,96.56,25.09,76.42,0,0,5.68,0,56.16,0,0,0,0,0,0

94,23:15-23:30,0,0,20.79,42.52,36.92,0,26.45,0,0,0,48.59,0,0,0,0,0,1.93,0,0,0,24.34,0,148.12,0,0,20.12,56.87,0,4.78,150.47,0,9.3,1.15,50.3,17.35,28.71,31.71,30.3,143.47,0,0,0,0,10.3,0,8.43,42.42,199.43,33.95,382.26,47.31,19.07,40.78,12.61,0,80.37,6.1,395.61,0,0,0,66.16,88.84,122.67,96.56,25.09,76.42,0,0,5.68,0,56.16,0,0,0,0,0,0

95,23:30-23:45,0,0,20.79,42.52,36.92,0,26.45,0,0,0,48.59,0,0,0,0,0,1.93,0,0,0,24.34,0,148.12,0,0,20.12,56.87,0,4.78,150.47,0,5.57,1.15,50.3,17.4,28.71,31.71,30.3,143.47,0,0,0,0,10.3,0,8.43,42.42,279.28,33.95,324.21,47.31,17.88,40.78,12.61,0,80.37,6.1,395.61,0,0,0,66.16,88.84,122.67,96.56,25.09,76.42,0,0,5.68,0,56.16,0,0,0,0,0,0

96,23:45-24:00,0,0,17.95,36.86,36.92,0,22.93,0,0,0,48.59,0,0,0,0,0,1.93,0,0,0,24.34,0,148.12,0,0,20.12,56.87,0,4.78,150.47,0,5.57,1.15,50.3,17.5,28.71,31.71,30.3,143.47,0,0,0,0,10.3,0,8.43,42.42,279.28,33.95,237.15,47.31,18.33,40.78,12.61,0,80.37,6.1,395.61,0,0,0,66.16,88.84,122.67,96.56,25.09,76.42,0,0,5.68,0,56.16,0,0,0,0,0,0

