Time,Block,NR/2023/17525/A,WR/2023/20256/A/2000,WR/2023/20577/A/1997,WR/2023/19446/A,NR/2023/18174/C,NER/2023/1756/C,NR/2023/17270/A,NR/2023/18074/A/1891,NR/2023/18105/A/1900,NR/2023/18173/C,NR/2023/18062/A/1902,Total
20,04:45-05:00,59.650000,0.000000,0.000000,75.000000,0,40.000000,0.000000,0.380000,0.960000,1.840000,4.800000,182.63

21,05:00-05:15,59.650000,0.000000,0.000000,75.000000,0,0.000000,0.000000,0.380000,0.960000,1.840000,4.800000,142.63

22,05:15-05:30,59.650000,0.000000,0.000000,75.000000,0,0.000000,0.000000,0.380000,0.960000,1.840000,4.800000,142.63

23,05:30-05:45,59.650000,0.000000,0.000000,75.000000,0,0.000000,0.000000,0.380000,0.960000,1.840000,4.800000,142.63

24,05:45-06:00,59.650000,0.000000,0.000000,75.000000,0,0.000000,0.000000,0.380000,0.960000,1.840000,4.800000,142.63

25,06:00-06:15,0.000000,0.000000,0.000000,75.000000,0,0.000000,100.000000,0.380000,0.960000,1.840000,4.800000,182.98

26,06:15-06:30,0.000000,0.000000,0.000000,75.000000,0,0.000000,100.000000,0.380000,0.960000,1.840000,4.800000,182.98

27,06:30-06:45,0.000000,0.000000,0.000000,75.000000,0,0.000000,100.000000,0.380000,0.960000,1.840000,4.800000,182.98

28,06:45-07:00,0.000000,0.000000,0.000000,75.000000,0,0.000000,100.000000,0.380000,0.960000,1.840000,4.800000,182.98

29,07:00-07:15,0.000000,0.000000,0.000000,75.000000,0,0.000000,100.000000,0.530000,0.960000,1.840000,4.800000,183.13

30,07:15-07:30,0.000000,0.000000,0.000000,75.000000,0.18,0.000000,100.000000,0.530000,0.960000,1.840000,4.800000,183.31

31,07:30-07:45,0.000000,0.000000,0.000000,75.000000,0.31,0.000000,100.000000,0.530000,0.960000,1.840000,4.800000,183.44

32,07:45:08:00,0.000000,0.000000,0.000000,75.000000,0.52,0.000000,100.000000,0.530000,0.960000,1.840000,4.800000,183.65

33,08:00-08:15,0.000000,0.000000,0.000000,75.000000,1.05,0.000000,50.000000,0.770000,0.960000,1.840000,4.800000,134.42

34,08:15-08:30,0.000000,0.000000,0.000000,75.000000,1.58,0.000000,50.000000,0.770000,0.960000,1.840000,4.800000,134.95

35,08:30-08:45,0.000000,0.000000,0.000000,75.000000,1.85,0.000000,50.000000,0.770000,0.960000,1.840000,4.800000,135.22

36,08:45:09:00,0.000000,0.000000,0.000000,75.000000,2.25,0.000000,50.000000,0.770000,0.960000,1.840000,4.800000,135.62

37,09:00:09:15,0.000000,0.000000,0.000000,75.000000,2.82,0.000000,50.000000,0.770000,0.960000,1.840000,4.800000,136.19

38,09:15-09:30,0.000000,0.000000,0.000000,75.000000,3.17,0.000000,50.000000,0.770000,0.960000,1.840000,4.800000,136.54

39,09:30-09:45,0.000000,0.000000,0.000000,75.000000,3.59,0.000000,50.000000,0.770000,0.960000,1.840000,4.800000,136.96

40,09:45-10:00,0.000000,0.000000,0.000000,75.000000,3.58,0.000000,50.000000,0.770000,0.960000,1.840000,4.800000,136.95

41,10:00-10:15,0.000000,0.000000,0.000000,75.000000,3.83,0.000000,50.000000,0.770000,0.960000,1.840000,4.800000,137.2

42,10:15-10:30,0.000000,0.000000,0.000000,75.000000,4.49,0.000000,50.000000,0.770000,0.960000,1.840000,4.800000,137.86

43,10:30-10:45,0.000000,0.000000,0.000000,75.000000,4.88,0.000000,50.000000,0.770000,0.960000,1.840000,4.800000,138.25

44,10:45-11:00,0.000000,0.000000,0.000000,75.000000,5.32,0.000000,50.000000,0.770000,0.960000,1.840000,4.800000,138.69

45,11:00-11:15,0.000000,0.000000,0.000000,75.000000,5.8,0.000000,100.000000,0.770000,0.960000,1.840000,4.800000,189.17

46,11:15-11:30,0.000000,0.000000,0.000000,75.000000,6.04,0.000000,100.000000,0.770000,0.960000,1.840000,4.800000,189.41

47,11:30-11:45,0.000000,0.000000,0.000000,75.000000,6.07,0.000000,100.000000,0.770000,0.960000,1.840000,4.800000,189.44

48,11:45-12:00,0.000000,0.000000,0.000000,75.000000,6.02,0.000000,100.000000,0.770000,0.960000,1.840000,4.800000,189.39

49,12:00-12:15,0.000000,0.000000,0.000000,75.000000,5.88,0.000000,100.000000,0.770000,0.960000,1.840000,4.800000,189.25

50,12:15-12:30,0.000000,0.000000,0.000000,75.000000,5.66,0.000000,100.000000,0.770000,0.960000,1.840000,4.800000,189.03

51,12:30-12:45,0.000000,0.000000,0.000000,75.000000,4.17,0.000000,100.000000,0.770000,0.960000,1.840000,4.800000,187.54

52,12:45-13:00,0.000000,0.000000,0.000000,75.000000,3.32,0.000000,100.000000,0.770000,0.960000,1.840000,4.800000,186.69

53,13:00-13:15,0.000000,0.000000,0.000000,75.000000,3.98,0.000000,100.000000,0.770000,0.960000,1.840000,4.800000,187.35

54,13:15-13:30,0.000000,0.000000,0.000000,75.000000,5.01,0.000000,100.000000,0.770000,0.960000,1.840000,4.800000,188.38

55,13:30-13:45,0.000000,0.000000,0.000000,75.000000,5.7,0.000000,100.000000,0.770000,0.960000,1.840000,4.800000,189.07

56,13:45-14:00,0.000000,0.000000,0.000000,75.000000,4.76,0.000000,100.000000,0.770000,0.960000,1.840000,4.800000,188.13

57,14:00-14:15,0.000000,0.000000,0.000000,75.000000,3.86,0.000000,100.000000,0.770000,0.960000,1.840000,4.800000,187.23

58,14:15-14:30,0.000000,0.000000,0.000000,75.000000,4.28,0.000000,100.000000,0.770000,0.960000,1.840000,4.800000,187.65

59,14:30-14:45,0.000000,0.000000,0.000000,75.000000,4.53,0.000000,100.000000,0.770000,0.960000,1.840000,4.800000,187.9

60,14:45-15:00,0.000000,0.000000,0.000000,75.000000,4,0.000000,100.000000,0.770000,0.960000,1.840000,4.800000,187.37

61,15:00-15:15,0.000000,0.000000,0.000000,75.000000,3.52,0.000000,100.000000,0.620000,0.960000,1.840000,4.800000,186.74

62,15:15-15:30,0.000000,0.000000,0.000000,75.000000,3.36,0.000000,100.000000,0.620000,0.960000,1.840000,4.800000,186.58

63,15:30-15:45,0.000000,0.000000,0.000000,75.000000,2.97,0.000000,100.000000,0.620000,0.960000,1.840000,4.800000,186.19

64,15:45-16:00,0.000000,0.000000,0.000000,75.000000,2.43,0.000000,100.000000,0.620000,0.960000,1.840000,4.800000,185.65

65,16:00-16:15,0.000000,0.000000,0.000000,75.000000,1.93,0.000000,100.000000,0.480000,0.960000,1.840000,4.800000,185.01

66,16:15-16:30,0.000000,0.000000,0.000000,75.000000,1.46,0.000000,100.000000,0.480000,0.960000,1.840000,4.800000,184.54

67,16:30-16:45,0.000000,0.000000,0.000000,75.000000,1.23,0.000000,100.000000,0.480000,0.960000,1.840000,4.800000,184.31

68,16:45-17:00,0.000000,0.000000,0.000000,75.000000,0.85,0.000000,100.000000,0.480000,0.960000,1.840000,4.800000,183.93

69,17:00-17:15,0.000000,0.000000,0.000000,75.000000,0.53,0.000000,100.000000,0.480000,0.960000,1.840000,4.800000,183.61

70,17:15-17:30,0.000000,0.000000,0.000000,75.000000,0.28,0.000000,100.000000,0.480000,0.960000,1.840000,4.800000,183.36

71,17:30-17:45,0.000000,0.000000,0.000000,75.000000,0.12,0.000000,100.000000,0.480000,0.960000,1.840000,4.800000,183.2

72,17:45-18:00,0.000000,0.000000,0.000000,75.000000,0,0.000000,100.000000,0.480000,0.960000,1.840000,4.800000,183.08

73,18:00-18:15,0.000000,25.000000,55.000000,75.000000,0,0.000000,100.000000,0.530000,0.960000,1.840000,4.800000,263.13

74,18:15-18:30,0.000000,25.000000,55.000000,75.000000,0,0.000000,100.000000,0.530000,0.960000,1.840000,4.800000,263.13

75,18:30-18:45,0.000000,25.000000,55.000000,75.000000,0,0.000000,100.000000,0.530000,0.960000,1.840000,4.800000,263.13

76,18:45-19:00,0.000000,25.000000,55.000000,75.000000,0,0.000000,100.000000,0.530000,0.960000,1.840000,4.800000,263.13

77,19:00-19:15,0.000000,25.000000,55.000000,75.000000,0,0.000000,100.000000,0.530000,0.960000,1.840000,4.800000,263.13

78,19:15-19:30,0.000000,25.000000,55.000000,75.000000,0,0.000000,100.000000,0.530000,0.960000,1.840000,4.800000,263.13

79,19:30-19:45,0.000000,25.000000,55.000000,75.000000,0,0.000000,100.000000,0.530000,0.960000,1.840000,4.800000,263.13

80,19:45-20:00,0.000000,25.000000,55.000000,75.000000,0,0.000000,100.000000,0.530000,0.960000,1.840000,4.800000,263.13

81,20:00-20:15,0.000000,25.000000,55.000000,75.000000,0,0.000000,0.000000,0.530000,0.960000,1.840000,4.800000,163.13

82,20:15-20:30,0.000000,25.000000,55.000000,75.000000,0,0.000000,0.000000,0.530000,0.960000,1.840000,4.800000,163.13

83,20:30-20:45,0.000000,25.000000,55.000000,75.000000,0,0.000000,0.000000,0.530000,0.960000,1.840000,4.800000,163.13

84,20:45-21:00,0.000000,25.000000,55.000000,75.000000,0,0.000000,0.000000,0.530000,0.960000,1.840000,4.800000,163.13

85,21:00-21:15,0.000000,25.000000,55.000000,75.000000,0,0.000000,0.000000,0.530000,0.960000,1.840000,4.800000,163.13

86,21:15-21:30,0.000000,25.000000,55.000000,75.000000,0,0.000000,0.000000,0.530000,0.960000,1.840000,4.800000,163.13

87,21:30-21:45,0.000000,25.000000,55.000000,75.000000,0,0.000000,0.000000,0.530000,0.960000,1.840000,4.800000,163.13

88,21:45-22:00,0.000000,25.000000,55.000000,75.000000,0,0.000000,0.000000,0.530000,0.960000,1.840000,4.800000,163.13

89,22:00-22:15,59.650000,0.000000,55.000000,75.000000,0,0.000000,0.000000,0.480000,0.960000,1.840000,4.800000,197.73

90,22:15-22:30,59.650000,0.000000,55.000000,75.000000,0,0.000000,0.000000,0.480000,0.960000,1.840000,4.800000,197.73

91,22:30-22:45,59.650000,0.000000,55.000000,75.000000,0,0.000000,0.000000,0.480000,0.960000,1.840000,4.800000,197.73

92,22:45-23:00,59.650000,0.000000,55.000000,75.000000,0,0.000000,0.000000,0.480000,0.960000,1.840000,4.800000,197.73

93,23:00-23:15,59.650000,0.000000,0.000000,75.000000,0,0.000000,0.000000,0.430000,0.960000,1.840000,4.800000,142.68

94,23:15-23:30,59.650000,0.000000,0.000000,75.000000,0,0.000000,0.000000,0.430000,0.960000,1.840000,4.800000,142.68

95,23:30-23:45,59.650000,0.000000,0.000000,75.000000,0,0.000000,0.000000,0.430000,0.960000,1.840000,4.800000,142.68

96,23:45-24:00,59.650000,0.000000,0.000000,75.000000,0,0.000000,0.000000,0.430000,0.960000,1.840000,4.800000,142.68

