Block,Time,RIHAND2,DADRI_RF,NAPP,KISHANGANGA,AURY_CRF,AURY_GF,JHAJJAR,DADRT2,TANAKPUR,RIHAND1,URI,RAPPB,CHAMERA1,TEHRI,ANTA_GF,CHAMERA3,RAPPC,BSIUL,AURY_LF,DHAULIGNGA,URI2,PARBATI3,RIHAND3,UNCHAHAR1,DADRI_GF,SALAL,KOLDAM,UNCHAHAR4,UNCHAHAR3,DADRI_CRF,SEWA2,NJPC,KOTESHWR,ANTA_RF,ANTA_LF,RAMPUR,DADRI_LF,AURY_RF,SINGRAULI,TANDA2,SINGRAULI_HYDRO,CHAMERA2,ANTA_CRF,UNCHAHAR2,DULHASTI,KHSTPP-I,NLCIIST2,SOLAPUR,GANDHAR-ComGas,MOUDA_II,NLCTS2EXP,TALA,RSTPSU7,VSTPS V,KAWAS-RLNG,SIPAT II,VSTPS III,KUDGI,FSTPP I & II,GADARWARA-I,NLCIIST1,KHARGONE-I,MOUDA,SASAN,TAPS-II,LARA-I,TALST2,KHSTPP-II,KGSU1AND2,GANDHAR-RLNG,VALLURNTECL,KAWAS-APM,NTPL,GANDHAR-APM,KAWAS-ComGas,GANDHAR-NAPM,NNTPP,KGSU3AND4,KSTPS7,VSTPS IV,KAPS,KAWAS-zLIQ,SIMHST2,KAWAS-NAPM,RSTPSU1TO6,VSTPS I,KSTPS I&II,NLCEXP,VSTPS II,MAPS,BRBCL,SIPAT I,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,177.035763,1.238086,42.912503,48.549228,0.000000,27.105492,0.000000,0.000000,21.563004,62.775129,18.924070,0.000000,30.317720,35.283775,0.000000,64.587136,3.983526,0.000000,47.169066,1.723588,0.000000,11.733260,0.000000,17.502089,77.038104,8.831140,0.000000,0.000000,2.369737,0.000000,0.000000,104.179035,0.000000,1.038763,29.821813,0.000000,18.927743,54.974040,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.83,1.700152,1.860319,337.284338,1.316072,4.005491,0.00,43.492500,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

28,06:45-07:00,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,177.035763,1.238086,42.912503,48.549228,0.000000,27.105492,0.000000,0.000000,21.563004,62.775129,18.924070,0.000000,30.317720,35.283775,0.000000,64.587136,3.983526,0.000000,47.169066,1.723588,0.000000,11.733260,0.000000,17.502089,77.038104,8.831140,0.000000,0.000000,2.369737,0.000000,0.000000,104.179035,0.000000,1.038763,29.821813,0.000000,20.189891,54.974040,12.564500,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.83,1.700152,1.860319,337.284338,1.316072,4.005491,0.00,43.492500,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

29,07:00-07:15,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,176.431754,5.819007,42.912503,48.549228,0.000000,27.105492,0.000000,0.000000,21.563004,62.775129,18.924070,0.000000,30.317720,35.283775,0.000000,64.587136,3.983526,0.000000,47.169066,1.723588,0.000000,11.733260,0.000000,17.502089,77.038104,8.831140,0.000000,0.000000,2.369737,0.000000,0.000000,104.179035,0.000000,1.038763,29.821813,0.000000,21.663657,54.974040,12.564500,0.40,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,4.832500,0.000000,0.80,1.700152,1.860319,337.284338,1.316072,4.005491,0.00,43.492500,1.93,0.000000,0.44,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

30,07:15-07:30,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,176.431754,5.819007,42.912503,48.549228,0.000000,27.105492,0.000000,0.000000,21.563004,62.775129,18.924070,0.000000,20.211813,35.283775,0.000000,64.587136,3.983526,0.000000,47.169066,1.723588,0.000000,11.733260,0.000000,17.502089,51.358735,8.831140,0.000000,0.000000,1.579825,0.000000,0.000000,104.179035,0.000000,1.038763,29.821813,0.000000,21.663657,54.974040,12.564500,0.40,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,4.832500,0.000000,0.80,1.700152,1.860319,337.284338,1.316072,4.005491,0.00,43.492500,1.93,0.000000,0.44,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

31,07:30-07:45,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,176.431754,5.819007,42.912503,51.216768,0.000000,27.105492,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,10.105907,35.283775,0.000000,64.587136,3.983526,0.000000,47.169066,1.723588,0.000000,10.675424,0.000000,17.502089,25.679369,8.831140,0.000000,0.000000,0.789913,0.000000,0.000000,104.179035,0.000000,1.038763,29.821813,0.000000,18.960066,54.974040,12.564500,0.40,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,4.832500,0.000000,0.80,1.700152,1.860319,337.284338,1.316072,4.005491,0.00,43.492500,1.93,0.000000,0.44,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

32,07:45:08:00,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,176.431754,5.819007,42.912503,51.216768,0.000000,27.105492,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,10.105907,35.283775,3.545580,64.587136,3.983526,0.000000,47.169066,0.000000,0.000000,10.675424,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.038763,29.821813,0.000000,18.927743,54.974040,12.564500,0.40,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.80,1.700152,1.860319,337.284338,1.316072,4.005491,0.00,43.492500,1.93,0.000000,0.44,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

33,08:00-08:15,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,181.953196,5.819007,42.912503,48.549228,0.000000,27.105492,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,10.105907,35.283775,3.545580,64.587136,3.983526,0.000000,47.169066,0.000000,0.000000,13.122977,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,29.821813,0.000000,18.927743,54.974040,12.564500,0.40,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.80,1.700152,1.860319,337.284338,1.316072,4.032741,0.00,43.492500,1.93,0.000000,1.41,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

34,08:15-08:30,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.073344,5.819007,42.912503,48.549228,0.000000,13.514570,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,10.105907,35.283775,7.091160,64.587136,3.983526,0.000000,47.169066,0.000000,0.000000,13.122977,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,29.821813,0.000000,18.927743,54.974040,12.564500,0.40,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.80,1.700152,1.860319,337.284338,1.316072,4.032741,2.89,43.492500,1.93,0.000000,1.91,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

35,08:30-08:45,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.073344,0.866661,42.912503,48.549228,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,10.105907,35.283775,36.874036,124.145681,3.983526,0.000000,47.169066,0.000000,0.000000,13.122977,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,29.821813,0.000000,18.927743,54.974040,12.564500,0.40,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.80,1.700152,1.860319,337.284338,1.316072,4.032741,2.93,43.492500,1.93,0.000000,1.91,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

36,08:45:09:00,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.073344,0.866661,42.912503,48.549228,0.000000,0.000000,0.000000,0.000000,21.563004,62.775129,12.668495,0.000000,10.105907,35.283775,36.874036,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.122977,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,29.821813,0.000000,18.927743,54.974040,12.564500,0.40,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,9.046440,0.000000,0.80,1.700152,1.860319,337.284338,1.316072,4.032741,2.93,43.492500,1.93,0.000000,1.91,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

37,09:00:09:15,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.097905,0.866661,42.912503,48.549228,0.000000,0.000000,0.000000,0.000000,10.781503,62.775129,12.668495,0.000000,0.000000,35.283775,36.874036,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.122977,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,29.821813,0.000000,18.927743,54.974040,12.564500,0.40,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,9.046440,0.000000,0.80,1.700152,1.860319,337.284338,1.316072,4.085658,2.93,43.492500,1.93,0.000000,1.91,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

38,09:15-09:30,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.097905,0.866661,42.912503,48.549228,0.000000,0.000000,0.000000,0.000000,10.781503,62.775129,12.668495,0.000000,0.000000,35.283775,36.874036,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.122977,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,29.821813,0.000000,18.927743,54.974040,12.564500,0.40,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.832500,0.000000,0.80,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,43.492500,1.93,0.000000,1.91,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

39,09:30-09:45,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.385175,0.866661,42.912503,48.549228,0.000000,0.000000,0.000000,0.000000,10.781503,62.775129,19.002743,0.000000,0.000000,35.283775,36.874036,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.122977,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,14.835217,0.000000,18.927743,54.974040,12.564500,0.40,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.832500,0.000000,0.80,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,43.492500,1.93,0.000000,1.91,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

40,09:45-10:00,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.385175,0.866661,42.912503,48.549228,0.000000,0.000000,0.000000,0.000000,10.781503,62.775129,19.002743,0.000000,0.000000,35.283775,36.874036,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.122977,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,14.835217,0.000000,18.927743,54.974040,12.564500,0.41,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.832500,0.000000,0.83,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,43.492500,1.93,0.000000,1.91,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.278575,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

41,10:00-10:15,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.385175,2.476173,42.912503,48.549228,0.000000,0.000000,0.000000,0.000000,10.781503,62.775129,19.002743,0.000000,0.000000,35.283775,7.091160,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.122977,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,29.821813,0.000000,18.802098,54.974040,12.467850,0.41,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.764845,0.000000,0.83,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,64.378565,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.268218,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

42,10:15-10:30,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.385175,2.476173,42.912503,48.549228,0.000000,0.000000,0.000000,0.000000,10.781503,62.775129,19.002743,0.000000,0.000000,35.283775,3.545580,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.122977,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,29.821813,0.000000,18.802098,54.974040,12.467850,0.43,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.764845,0.000000,0.88,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,71.521000,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.19,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.268218,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

43,10:30-10:45,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.385175,2.476173,42.912503,48.549228,0.000000,0.000000,0.000000,0.000000,10.639641,62.775129,19.002743,0.000000,0.000000,35.283775,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.122977,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,29.821813,0.000000,18.802098,54.974040,12.467850,0.43,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.832500,0.000000,0.88,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,43.492500,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.268218,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

44,10:45-11:00,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.385175,2.476173,42.912503,48.549228,0.000000,0.000000,0.000000,0.000000,10.781503,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.122977,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,29.821813,0.000000,18.802098,54.974040,12.467850,0.43,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.832500,0.000000,0.88,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,43.492500,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.546886,0.000000,1.78,0.000000,7.68,2.268218,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

45,11:00-11:15,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.385175,2.476173,42.912503,51.216768,0.000000,0.000000,0.000000,0.000000,10.781503,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.122977,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,29.821813,0.000000,18.802098,36.554168,12.467850,0.43,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.832500,0.000000,0.88,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,43.492500,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.546886,0.000000,0.00,0.000000,7.68,2.268218,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

46,11:15-11:30,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.385175,2.476173,42.912503,51.216768,0.000000,0.000000,0.000000,0.000000,10.781503,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.122977,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,14.835217,0.000000,18.802098,36.554168,12.467850,0.43,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.832500,0.000000,0.88,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,43.492500,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.546886,0.000000,0.00,0.000000,7.68,2.268218,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

47,11:30-11:45,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.385175,2.476173,42.912503,48.549228,0.000000,0.000000,11.726308,0.000000,10.781503,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.122977,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,0.000000,0.000000,22.663809,36.554168,12.467850,0.43,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.832500,0.000000,0.88,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,43.492500,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.546886,0.000000,0.00,0.000000,7.68,2.278575,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

48,11:45-12:00,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.385175,2.476173,42.912503,48.549228,0.000000,0.000000,23.452616,0.000000,10.781503,62.775129,12.668495,0.000000,0.000000,35.283775,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.205458,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,0.000000,0.000000,22.663809,36.554168,12.467850,0.43,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.832500,0.000000,0.88,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,43.492500,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.546886,0.000000,0.00,0.000000,7.68,2.278575,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

49,12:00-12:15,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.385175,2.476173,42.912503,48.549228,0.000000,0.000000,35.178923,0.000000,10.781503,62.775129,6.334248,0.000000,8.787745,35.283775,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.205458,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,0.000000,0.000000,22.663809,36.554168,12.467850,0.43,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.832500,0.000000,0.88,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,43.492500,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.546886,0.000000,0.00,0.000000,7.68,2.278575,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

50,12:15-12:30,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.385175,2.476173,42.912503,48.549228,0.000000,0.000000,35.178923,0.000000,0.000000,62.775129,6.334248,0.000000,8.787745,35.283775,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.205458,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,104.179035,0.000000,1.059132,0.000000,0.000000,22.663809,36.554168,12.467850,0.43,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.832500,0.000000,0.88,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,43.492500,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.546886,0.000000,0.00,0.000000,7.68,2.278575,2.598688,1.67,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

51,12:30-12:45,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.385175,2.476173,42.912503,48.549228,0.000000,0.000000,35.178923,0.000000,0.000000,62.775129,6.334248,0.000000,8.787745,35.283775,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.205458,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,116.597980,0.000000,1.059132,0.000000,0.000000,22.663809,36.554168,12.467850,0.43,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.832500,0.000000,0.88,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,43.492500,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.546886,0.000000,0.00,0.000000,7.68,2.278575,2.598688,1.77,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

52,12:45-13:00,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.385175,2.476173,43.923716,51.216768,0.000000,0.000000,35.178923,0.000000,0.000000,62.775129,6.334248,0.000000,8.787745,35.283775,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.205458,0.000000,17.502089,0.000000,8.831140,0.000000,0.000000,0.000000,0.000000,0.000000,116.597980,0.000000,1.059132,0.000000,0.000000,22.663809,36.554168,12.467850,0.42,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.832500,0.000000,0.82,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,43.492500,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.546886,0.000000,0.00,0.000000,7.68,2.278575,2.598688,1.77,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

53,13:00-13:15,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.385175,2.476173,43.923716,51.216768,0.000000,0.000000,35.178923,0.000000,0.000000,62.775129,6.334248,0.000000,8.787745,35.283775,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.205458,0.000000,17.502089,5.198253,8.831140,0.000000,0.000000,0.160272,0.000000,0.000000,116.597980,0.000000,1.059132,0.000000,0.000000,22.663809,36.554168,12.467850,0.42,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.832500,0.000000,0.82,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,43.492500,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.546886,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.77,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

54,13:15-13:30,74.944536,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,182.385175,2.476173,46.779716,48.549228,0.000000,13.514570,35.178923,0.000000,0.000000,62.775129,12.668495,0.000000,8.787745,35.283775,0.000000,124.147022,3.983526,0.000000,47.169066,0.000000,0.000000,13.205458,0.000000,17.502089,20.793010,8.831140,0.000000,0.000000,0.641088,0.000000,0.000000,116.597980,0.000000,1.059132,0.000000,0.000000,22.663809,36.554168,12.467850,0.42,1.700152,0.000000,3.370763,0.93,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,9.02,4.832500,0.000000,0.82,1.700152,1.860319,337.284338,1.316072,4.087237,2.93,43.492500,1.93,0.000000,1.35,0.000000,3.65,0.000000,0.000000,0.000000,0.18,2.11,1.287995,2.575988,0.546886,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.77,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

