Block,Time,L_NR_2012_01,L_NR_2023_04,L_NR_2012_07,LT-35,SH-07,LT-05,LT-59,L_NR_2019_11,SH-06,L_NR_2020_02,LT-36,LT-31,L_NR_2012_04,L_NR_2012_02,L_NR_2020_05,L_NR_2021_16,L_NR_2021_14,L_NR_2022_09,L_NR_2021_15,L_NR_2019_06,L_NR_2018_61,L_NR_2021_17,L_NR_2021_13,L_NR_2022_10,L_NR_2020_06,L_NR_2023_07,L_NR_2023_10,L_NR_2019_05,L_NR_2019_07,L_NR_2021_12,L_NR_2022_08,L_NR_2019_19,L_NR_2020_07
12,02:45-03:00,101.320000,29.730000,74.170000,0.000000,30.950000,116.090000,9.410000,8.310000,13.920000,7.300000,0.000000,0.000000,272.050000,223.450000,95.61,0,0,63.13,0,0,8.65,0,0,63.13,31.87,0,0,0,0,0,25.3,0,31.88

13,03:00-03:15,101.320000,29.730000,74.170000,0.000000,30.950000,116.090000,9.330000,8.310000,13.920000,7.160000,0.000000,0.000000,272.050000,223.450000,95.18,0,0,73.03,0,0,8.6,0,0,73.03,31.73,0,0,0,0,0,25.13,0,31.71

14,03:15-03:30,101.320000,29.730000,74.170000,0.000000,30.950000,116.090000,9.330000,8.310000,13.920000,7.160000,0.000000,0.000000,272.050000,223.450000,102.59,0,0,73.08,0,0,8.31,0,0,73.08,34.2,0,0,0,0,0,28.59,0,34.19

15,03:30-03:45,101.320000,29.730000,74.170000,0.000000,22.440000,116.090000,9.330000,8.310000,22.440000,7.160000,0.000000,0.000000,272.050000,223.450000,102.16,0,0,73.29,0,0,8.17,0,0,73.29,34.05,0,0,0,0,0,28.37,0,34.06

16,03:45-04:00,101.320000,29.730000,74.170000,0.000000,22.440000,116.090000,9.330000,8.310000,22.440000,7.160000,0.000000,0.000000,272.050000,223.450000,101.89,0,0,73.27,0,0,8.18,0,0,73.27,33.96,0,0,0,0,0,28.06,0,33.96

17,04:00-04:15,101.320000,29.730000,74.170000,0.000000,22.440000,116.090000,9.330000,8.310000,22.440000,7.160000,0.000000,0.000000,272.050000,223.450000,101.54,0,0,73.33,0,0,8.33,0,0,73.33,33.85,0,0,0,0,0,28.04,0,33.83

18,04:15-04:30,101.320000,29.730000,74.170000,0.000000,22.440000,116.090000,9.330000,8.310000,22.440000,7.160000,0.000000,0.000000,272.050000,223.450000,102.46,0,0,73.1,0,0,8.01,0,0,73.1,34.15,0,0,0,0,0,28.06,0,34.15

19,04:30-04:45,101.320000,29.730000,56.100000,0.000000,22.440000,116.090000,9.330000,8.310000,22.440000,7.160000,0.000000,0.000000,272.050000,223.450000,101.67,0,0,72.98,0,0,7.38,0,0,72.98,33.89,0,0,0,0,0,28,0,33.89

20,04:45-05:00,101.320000,29.730000,56.100000,0.000000,22.440000,116.090000,9.330000,8.310000,22.440000,7.160000,0.000000,0.000000,272.050000,223.450000,110,0,0,72.92,0,0,7,0,0,72.92,36.67,0,0,0,0,0,31.36,0,36.66

21,05:00-05:15,101.320000,29.730000,56.100000,0.000000,22.440000,112.860000,9.260000,8.310000,22.440000,7.020000,0.000000,0.000000,272.050000,223.450000,110,0,0,73.79,0,0,7,0,0,73.79,36.67,0,0,0,0,0,31.33,0,36.66

22,05:15-05:30,101.320000,29.730000,56.100000,0.000000,22.440000,112.860000,9.260000,8.310000,22.440000,7.020000,0.000000,0.000000,272.050000,223.450000,110,0,0,75.06,0,0,7,0,0,75.06,36.67,0,0,0,0,0,31.46,0,36.66

23,05:30-05:45,101.320000,29.730000,56.100000,0.000000,22.440000,116.090000,9.260000,8.310000,22.440000,7.020000,0.000000,0.000000,272.050000,223.450000,110,0,0,76.3,0,0,7,0,0,76.3,36.67,0,0,0,0,0,31.53,0,36.66

24,05:45-06:00,101.320000,29.730000,56.100000,0.000000,22.440000,116.090000,9.260000,8.310000,22.440000,7.020000,0.000000,0.000000,272.050000,223.450000,110,0.67,0.18,77.4,0,0,7,0.33,0,77.4,36.67,0,0,0,0,0,31.57,0,36.66

25,06:00-06:15,101.320000,25.870000,56.100000,0.000000,22.440000,116.090000,9.260000,8.080000,22.440000,7.020000,0.000000,0.000000,272.050000,223.450000,110,3.33,1.66,77.99,0,4.05,7,1.67,0,77.99,36.67,0,0,4.32,1.45,0,31.88,1.94025,36.66

26,06:15-06:30,101.320000,25.870000,56.100000,0.040000,22.440000,116.090000,9.260000,8.080000,22.440000,7.020000,0.040000,0.040000,272.050000,223.450000,110,6,3.79,78.6,0.27,8.65,7,3,0.02,78.6,36.67,1.59,0.68,8.64,3,0.09,32.42,6.357,36.66

27,06:30-06:45,101.320000,25.870000,56.100000,0.260000,22.440000,116.090000,8.330000,8.080000,22.440000,7.020000,0.270000,0.260000,272.050000,223.450000,95,6.67,6.53,71.67,0.79,14.96,7,3.33,0.86,71.67,31.67,5.5,2.36,15.55,8,4.29,28.37,11.84625,31.66

28,06:45-07:00,101.320000,25.870000,56.100000,0.630000,22.440000,116.090000,8.790000,8.080000,22.440000,7.020000,0.640000,0.630000,272.050000,223.450000,95,7.33,9.75,73.45,2.05,22.27,7.15,3.67,1.92,73.45,31.67,11.58,4.96,22.28,15,9.58,28.06,18.5055,31.66

29,07:00-07:15,101.320000,25.870000,56.100000,1.150000,22.440000,116.090000,8.790000,8.080000,22.440000,6.930000,1.170000,1.150000,272.050000,223.450000,95,10,13.28,75,3.94,20.51,7.3,5,3.55,75,31.67,19.73,8.45,20.52,20.52,17.75,28.04,26.33475,31.66

30,07:15-07:30,101.320000,25.870000,56.100000,1.830000,22.440000,116.090000,8.790000,8.080000,22.440000,6.930000,1.880000,1.830000,272.050000,223.450000,95,12,14.43,74.54,6.69,21.01,7.35,6,5.41,74.54,31.67,29.62,12.69,21.02,21.02,27.04,28.06,35.48025,31.66

31,07:30-07:45,101.320000,25.870000,56.100000,2.560000,26.110000,116.090000,8.790000,8.080000,26.110000,7.440000,2.630000,2.560000,272.050000,170.880000,95,16.67,19.43,74.67,10.08,21.51,7,8.33,7.04,74.67,31.67,41.06,17.6,21.52,21.52,35.18,28,45.81525,31.66

32,07:45:08:00,101.320000,25.870000,56.100000,3.430000,26.110000,107.550000,8.790000,8.080000,26.110000,7.440000,3.510000,3.430000,272.050000,170.880000,97.5,21.33,24.93,76,13.86,22.35,7,10.67,8.43,76,32.5,52.5,22.5,22.35,22.35,42.17,29.21,56.6475,32.5

33,08:00-08:15,101.320000,25.870000,56.100000,4.520000,26.110000,99.010000,8.790000,8.080000,26.110000,7.440000,4.630000,4.520000,272.050000,170.880000,92.64,25.33,30.77,78.33,17,24.35,7,12.67,10.73,78.33,30.88,63,27,24.35,24.35,53.65,26.75,67.10925,30.87

34,08:15-08:30,101.320000,25.870000,56.100000,6.170000,26.110000,90.480000,8.790000,8.080000,26.110000,7.440000,6.330000,6.170000,272.050000,170.880000,92.96,29.33,36.7,78.33,19,26.15,7,14.67,12.72,78.33,30.99,73.5,31.5,26.15,26.15,63.62,27.22,77.07375,30.98

35,08:30-08:45,101.320000,25.870000,56.100000,7.370000,26.110000,81.950000,8.560000,8.080000,26.110000,7.440000,7.550000,7.370000,272.050000,170.880000,94.3,33.34,42.47,78.33,23.5,27.15,7,16.66,15.72,78.33,31.43,84,36,27.15,27.15,78.59,26.97,86.463,31.44

36,08:45:09:00,101.320000,25.870000,56.100000,8.550000,26.110000,70.560000,8.560000,8.080000,26.110000,7.440000,8.760000,8.550000,272.050000,170.880000,97.11,38.67,48.33,78.33,28,27.81,7,19.33,18.95,78.33,32.37,94.5,40.5,27.82,27.82,94.73,27.55,95.16975,32.38

37,09:00:09:15,101.320000,29.900000,56.100000,9.380000,26.110000,70.560000,9.490000,8.080000,26.110000,7.440000,9.610000,9.380000,272.050000,170.880000,97.95,44,53.87,78.33,32,27.81,7,22,22.03,78.33,32.65,105,45,27.82,27.82,110.14,28.55,103.077,32.65

38,09:15-09:30,101.320000,29.900000,56.100000,10.700000,26.110000,70.560000,9.490000,8.080000,26.110000,7.440000,10.960000,10.700000,272.050000,170.880000,99.52,48.67,59.2,78.33,34,28.81,7,24.33,29.08,78.33,33.17,115.5,49.5,28.82,28.82,145.4,29.64,110.136,33.18

39,09:30-09:45,101.320000,29.900000,56.100000,11.600000,26.110000,70.560000,9.490000,8.080000,26.110000,7.440000,11.900000,11.600000,272.050000,170.880000,115,54,59.2,78.33,35.5,28.81,7,27,33.23,78.33,38.33,126,54,28.82,28.82,166.18,35.33,116.22975,38.34

40,09:45-10:00,101.320000,29.900000,56.100000,12.290000,26.110000,70.560000,9.490000,8.080000,26.110000,7.440000,12.600000,12.290000,272.050000,170.880000,115,57.34,63.57,78.33,37.5,28.81,7,28.66,37.11,78.33,38.33,136.5,58.5,28.82,28.82,185.55,35.33,121.37775,38.34

41,10:00-10:15,101.320000,29.900000,56.100000,13.110000,26.110000,70.560000,9.490000,8.080000,26.110000,7.350000,13.440000,13.110000,272.050000,170.880000,115,60.67,67.77,78.33,39.5,28.81,7,30.33,40.27,78.33,38.33,150.5,64.5,28.82,28.82,201.33,35.33,125.99925,38.34

42,10:15-10:30,101.320000,29.900000,56.100000,13.770000,26.110000,70.560000,9.490000,8.080000,26.110000,7.350000,14.110000,13.770000,272.050000,170.880000,115,64.67,71.83,78.33,42,28.81,7,32.33,41.36,78.33,38.33,157.5,67.5,28.82,28.82,206.8,35.33,130.455,38.34

43,10:30-10:45,101.320000,28.930000,56.100000,14.320000,26.110000,70.560000,9.490000,8.080000,26.110000,7.350000,14.680000,14.320000,272.050000,170.880000,115,66,74.33,78.33,44.5,28.81,7,33,42.89,78.33,38.33,164.5,70.5,28.82,28.82,214.47,35.33,134.8425,38.34

44,10:45-11:00,101.320000,28.930000,56.100000,14.680000,26.110000,70.560000,9.490000,8.080000,26.110000,7.350000,15.040000,14.680000,272.050000,170.880000,115,68.67,77.33,80,45,28.81,7,34.33,44.23,80,38.33,171.5,73.5,28.82,28.82,221.13,38.33,139.08375,38.34

45,11:00-11:15,101.320000,28.930000,46.940000,14.920000,26.110000,70.560000,8.950000,8.460000,26.110000,7.350000,15.290000,14.920000,272.050000,155.100000,115,72,80,80,45.5,29.65,7,36,45.83,80,38.33,175,75,29.65,29.65,229.17,38.33,142.9545,38.34

46,11:15-11:30,101.320000,28.930000,33.840000,14.920000,26.110000,70.560000,8.950000,8.460000,26.110000,7.350000,15.290000,14.920000,272.050000,126.080000,115,75.34,82,80,46,29.65,7,37.66,45.83,80,38.33,178.5,76.5,29.65,29.65,229.17,38.33,146.12325,38.34

47,11:30-11:45,101.320000,28.930000,33.840000,14.920000,26.110000,70.560000,8.950000,8.460000,26.110000,7.350000,15.290000,14.920000,272.050000,170.880000,115,75.34,84,80,46,29.99,7,37.66,45.83,80,38.33,178.5,76.5,29.98,29.98,229.17,38.33,148.52175,38.34

48,11:45-12:00,101.320000,28.930000,33.840000,14.920000,26.110000,70.560000,8.950000,8.460000,26.110000,7.350000,15.290000,14.920000,272.050000,170.880000,115,75.34,86,80,46,29.99,7,37.66,45.83,80,38.33,178.5,76.5,29.98,29.98,229.17,38.33,150.111,38.34

49,12:00-12:15,101.320000,28.890000,33.840000,14.920000,26.110000,70.560000,8.950000,8.460000,26.110000,7.160000,15.290000,14.920000,272.050000,170.880000,115,75.34,87.33,80,46,29.99,8.13,37.66,45.83,80,38.33,178.5,76.5,29.98,29.98,229.17,38.33,150.76425,38.34

50,12:15-12:30,101.320000,28.890000,33.840000,14.920000,26.110000,70.560000,8.950000,8.460000,26.110000,7.160000,15.290000,14.920000,272.050000,170.880000,115,75.34,87.63,80,46,29.99,12.07,37.66,45.83,80,38.33,178.5,76.5,29.98,29.98,229.17,38.33,150.1695,38.34

51,12:30-12:45,101.320000,28.890000,33.840000,14.920000,26.110000,70.560000,8.790000,8.460000,26.110000,7.160000,15.290000,14.920000,272.050000,170.880000,115,75.34,87.33,80,46,29.99,12.92,37.66,45.83,80,38.33,182,78,29.98,29.98,229.17,38.33,148.93125,38.34

52,12:45-13:00,101.320000,28.890000,33.840000,14.920000,26.110000,70.560000,8.790000,8.460000,26.110000,7.160000,15.290000,14.920000,232.150000,126.080000,115,75.34,87.67,80,46,29.99,14.12,37.66,45.83,80,38.33,182,78,29.98,29.98,229.17,38.33,146.3865,38.34

53,13:00-13:15,101.320000,29.860000,33.840000,14.920000,26.110000,70.560000,8.790000,8.460000,26.110000,7.160000,15.290000,14.920000,193.460000,126.080000,115,75.34,87.3,80,46,29.99,15.33,37.66,45.83,80,38.33,182,78,29.98,29.98,229.17,38.33,143.15925,38.34

54,13:15-13:30,101.320000,29.860000,33.840000,14.920000,26.110000,70.560000,8.790000,8.460000,26.110000,7.160000,15.290000,14.920000,193.460000,126.080000,115,75.34,86.97,80,46,29.99,16.13,37.66,45.83,80,38.33,182,78,29.98,29.98,229.17,38.33,139.45425,38.34

55,13:30-13:45,101.320000,29.860000,33.840000,15.210000,26.110000,66.400000,8.790000,8.230000,26.110000,7.160000,15.600000,15.210000,232.150000,126.080000,115,75.34,86.53,80,46,29.99,16.92,37.66,45.83,80,38.33,182,78,29.98,29.98,229.17,38.33,135.408,38.34

56,13:45-14:00,101.320000,29.860000,33.840000,14.980000,26.110000,66.400000,8.790000,8.230000,26.110000,7.160000,15.360000,14.980000,272.050000,126.080000,115,77.34,85.3,80,46,29.99,18.14,38.66,45.83,80,38.33,182,78,29.98,29.98,229.17,38.33,130.026,38.34

57,14:00-14:15,101.320000,29.860000,33.840000,14.670000,26.110000,66.400000,8.950000,8.230000,26.110000,7.350000,15.040000,14.670000,272.050000,126.080000,115,76,84.67,80,45.5,29.99,26.05,38,45.83,80,38.33,178.5,76.5,29.98,29.98,229.17,40,124.73175,38.34

58,14:15-14:30,101.320000,29.860000,33.840000,14.420000,26.110000,66.400000,8.950000,8.230000,26.110000,7.350000,14.770000,14.420000,272.050000,170.880000,115,74,83.13,80,45,29.99,26.12,37,45.83,80,38.33,175,75,29.98,29.98,229.17,40,119.21325,38.34

59,14:30-14:45,101.320000,29.860000,56.100000,14.030000,26.110000,83.440000,8.950000,8.230000,26.110000,7.350000,14.380000,14.030000,272.050000,170.880000,115,72.67,81,80,44.5,29.99,25.68,36.33,45.83,80,38.33,168,72,29.98,29.98,229.17,40,113.178,38.34

60,14:45-15:00,101.320000,29.860000,56.100000,13.410000,26.110000,116.090000,8.950000,8.230000,26.110000,7.350000,13.750000,13.410000,272.050000,170.880000,115,71.34,77.8,80,41,29.99,25.28,35.66,44.75,80,38.33,161,69,29.98,29.98,223.77,40,106.77225,38.34

61,15:00-15:15,101.320000,29.820000,56.100000,12.970000,26.110000,116.090000,9.100000,8.460000,26.110000,7.350000,13.290000,12.970000,272.050000,170.880000,115,64,74.33,80,38.6,29.99,24.88,32,42.05,80,38.33,154,66,29.98,29.98,210.25,40,100.61025,38.34

62,15:15-15:30,101.320000,29.820000,56.100000,12.560000,26.110000,116.090000,9.100000,8.460000,26.110000,7.350000,12.870000,12.560000,272.050000,170.880000,117.5,60.67,70.57,80,37.3,29.99,24.48,30.33,39.25,80,39.17,143.5,61.5,29.98,29.98,196.26,40,93.39525,39.16

63,15:30-15:45,101.320000,28.850000,56.100000,11.760000,26.110000,116.090000,9.100000,8.460000,26.110000,7.350000,12.050000,11.760000,272.050000,170.880000,117.5,57.34,66.57,80,35.4,29.99,27.28,28.66,36.9,80,39.17,133,57,29.98,29.98,184.52,38.33,85.82925,39.16

64,15:45-16:00,101.320000,28.850000,56.100000,10.770000,26.110000,116.090000,9.100000,8.460000,26.110000,7.350000,11.040000,10.770000,272.050000,170.880000,117.5,54.67,62.27,80,32.7,29.99,27.34,27.33,33.44,80,39.17,122.5,52.5,29.98,29.98,167.22,38.33,77.6685,39.16

65,16:00-16:15,101.320000,28.730000,56.100000,10.140000,26.110000,116.090000,9.260000,8.620000,26.110000,7.540000,10.400000,10.140000,272.050000,170.880000,117.5,50,57.1,80,31,29.99,26.86,25,29.78,80,39.17,108.5,46.5,29.98,29.98,148.88,38.33,69.00075,39.16

66,16:15-16:30,101.320000,28.730000,56.100000,9.220000,26.110000,116.090000,9.260000,8.620000,26.110000,7.540000,9.440000,9.220000,272.050000,170.880000,117.5,45.34,52.3,80,28,29.99,26.74,22.66,27.1,80,39.17,94.5,40.5,29.98,29.98,135.49,38.33,60.06975,39.16

67,16:30-16:45,101.320000,28.730000,56.100000,8.010000,26.110000,116.090000,9.260000,8.620000,26.110000,7.540000,8.210000,8.010000,272.050000,170.880000,117.5,41.34,47,80,24.5,29.99,26.54,20.66,23.74,80,39.17,84,36,29.98,29.98,118.7,38.33,51.0315,39.16

68,16:45-17:00,101.320000,28.730000,56.100000,6.920000,26.110000,116.090000,9.260000,8.620000,26.110000,7.540000,7.100000,6.920000,272.050000,170.880000,117.5,36.67,41.07,80,23,32.47,30.14,18.33,20.01,80,39.17,73.5,31.5,32.48,25,100.04,38.33,42.11025,39.16

69,17:00-17:15,101.320000,29.700000,56.100000,5.790000,26.110000,116.090000,9.490000,8.770000,26.110000,7.720000,5.930000,5.790000,272.050000,174.110000,117.5,35.34,35.2,80,20,31.97,29.94,17.66,16.08,80,39.17,63,27,31.1,20,80.38,38.33,33.15,39.16

70,17:15-17:30,101.320000,29.700000,56.100000,4.930000,26.110000,116.090000,9.490000,8.770000,26.110000,7.720000,5.050000,4.930000,272.050000,174.110000,117.5,31.33,29.77,80,14,30.1,29.72,15.67,12.36,80,39.17,56,24,21.6,15,61.82,38.33,24.63825,39.16

71,17:30-17:45,101.320000,29.700000,56.100000,3.930000,26.110000,116.090000,9.490000,8.770000,26.110000,7.720000,4.020000,3.930000,272.050000,174.110000,117.5,26.67,24.27,80,11.5,18.62,29.34,13.33,10.44,80,39.17,45.5,19.5,12.96,8.74,52.22,38.33,17.1795,39.16

72,17:45-18:00,101.320000,29.700000,56.100000,3.030000,26.110000,116.090000,9.490000,8.770000,26.110000,7.720000,3.100000,3.030000,272.050000,174.110000,117.5,21.33,19.17,80,8,9.72,28.94,10.67,8.53,80,39.17,35,15,8.64,2.7,42.67,38.33,11.271,39.16

73,18:00-18:15,101.320000,29.660000,56.100000,2.170000,26.110000,116.090000,9.640000,8.930000,26.110000,8.000000,2.220000,2.170000,272.050000,174.110000,117.5,14.67,14.43,80,6,0,28.54,7.33,6.03,80,39.17,24.5,10.5,0,0,30.16,38.33,6.54225,39.16

74,18:15-18:30,101.320000,29.660000,56.100000,1.680000,26.110000,116.090000,9.640000,8.930000,26.110000,8.000000,1.720000,1.680000,272.050000,174.110000,117.5,10.67,10.47,80,3.94,0,28.07,5.33,3.93,80,39.17,14,6,0,0,19.66,38.33,3.12975,39.16

75,18:30-18:45,101.320000,29.660000,56.100000,0.690000,26.110000,116.090000,9.640000,8.930000,26.110000,8.000000,0.700000,0.690000,272.050000,174.110000,117.5,8.67,6.4,80,2.35,0,20.96,4.33,2.1,80,39.17,7,3,0,0,10.5,38.33,0.975,39.16

76,18:45-19:00,101.320000,29.660000,56.100000,0.360000,24.690000,116.090000,9.640000,8.930000,24.690000,8.000000,0.370000,0.360000,272.050000,174.110000,117.5,6,0.33,80,1.22,0,20.31,3,0.75,80,39.17,3.5,1.5,0,0,3.73,38.33,0,39.16

77,19:00-19:15,101.320000,29.660000,56.100000,0.080000,13.920000,116.090000,9.640000,9.080000,30.950000,8.180000,0.080000,0.080000,272.050000,174.110000,117.5,3.33,0.03,80,0.25,0,19.99,1.67,0.49,80,39.17,0.7,0.3,0,0,2.45,38.33,0,39.16

78,19:15-19:30,101.320000,29.660000,56.100000,0.000000,13.920000,116.090000,9.640000,9.080000,30.950000,8.180000,0.000000,0.000000,272.050000,174.110000,117.5,0.67,0,80,0,0,19.51,0.33,0.11,80,39.17,0,0,0,0,0.53,38.33,0,39.16

79,19:30-19:45,101.320000,29.660000,74.170000,0.000000,13.920000,116.090000,9.640000,9.080000,30.950000,8.180000,0.000000,0.000000,272.050000,174.110000,117.5,0,0,80,0,0,11.56,0,0,80,39.17,0,0,0,0,0,38.3,0,39.16

80,19:45-20:00,101.320000,29.660000,74.170000,0.000000,13.920000,116.090000,9.640000,9.080000,30.950000,8.180000,0.000000,0.000000,272.050000,174.110000,115.39,0,0,77.92,0,0,11.33,0,0,77.92,38.46,0,0,0,0,0,37.14,0,38.46

81,20:00-20:15,101.320000,29.660000,74.170000,0.000000,0.000000,116.090000,10.000000,9.080000,30.900000,7.820000,0.000000,0.000000,272.050000,174.110000,111.57,0,0,75.91,0,0,11.18,0,0,75.91,37.19,0,0,0,0,0,35.04,0,37.18

82,20:15-20:30,101.320000,29.660000,74.170000,0.000000,0.000000,116.090000,10.000000,9.080000,30.900000,7.820000,0.000000,0.000000,272.050000,174.110000,110.23,0,0,74.41,0,0,11.08,0,0,74.41,36.74,0,0,0,0,0,33.79,0,36.75

83,20:30-20:45,101.320000,29.660000,74.170000,0.000000,0.000000,116.090000,10.000000,9.080000,29.500000,7.820000,0.000000,0.000000,272.050000,174.110000,107.22,0,0,73.93,0,0,11,0,0,73.93,35.74,0,0,0,0,0,32.62,0,35.75

84,20:45-21:00,101.320000,29.660000,74.170000,0.000000,0.000000,116.090000,10.000000,9.080000,29.500000,7.820000,0.000000,0.000000,272.050000,174.110000,105.95,0,0,72.39,0,0,10.98,0,0,72.39,35.32,0,0,0,0,0,32.53,0,35.31

85,21:00-21:15,101.320000,29.660000,74.170000,0.000000,0.000000,116.090000,10.000000,8.850000,29.500000,7.670000,0.000000,0.000000,272.050000,174.110000,107,0,0,72.52,0,0,16.94,0,0,72.52,35.67,0,0,0,0,0,32.05,0,35.67

86,21:15-21:30,101.320000,29.660000,74.170000,0.000000,0.000000,116.090000,10.000000,8.850000,29.500000,7.670000,0.000000,0.000000,272.050000,174.110000,106.42,0,0,71.1,0,0,16.45,0,0,71.1,35.47,0,0,0,0,0,31.9,0,35.48

87,21:30-21:45,101.320000,29.660000,74.170000,0.000000,0.000000,116.090000,10.000000,8.850000,29.500000,7.820000,0.000000,0.000000,272.050000,174.110000,104.81,0,0,72.74,0,0,15.96,0,0,72.74,34.94,0,0,0,0,0,32.88,0,34.92

88,21:45-22:00,101.320000,29.660000,74.170000,0.000000,0.000000,116.090000,10.000000,8.850000,29.500000,7.820000,0.000000,0.000000,272.050000,174.110000,102.69,0,0,72.06,0,0,15.48,0,0,72.06,34.23,0,0,0,0,0,33.08,0,34.23

89,22:00-22:15,101.320000,29.660000,74.170000,0.000000,29.500000,116.090000,9.890000,8.850000,29.500000,7.820000,0.000000,0.000000,272.050000,174.110000,102.71,0,0,72.09,0,0,14.99,0,0,72.09,34.24,0,0,0,0,0,33.12,0,34.22

90,22:15-22:30,101.320000,29.700000,74.170000,0.000000,29.500000,116.090000,9.890000,8.850000,29.500000,7.820000,0.000000,0.000000,272.050000,174.110000,103.34,0,0,71.95,0,0,20.51,0,0,71.95,34.45,0,0,0,0,0,33.28,0,34.44

91,22:30-22:45,101.320000,29.700000,74.170000,0.000000,13.920000,116.090000,9.890000,8.850000,30.950000,7.820000,0.000000,0.000000,272.050000,174.110000,104.68,0,0,72.04,0,0,19.62,0,0,72.04,34.9,0,0,0,0,0,33.97,0,34.89

92,22:45-23:00,101.320000,29.730000,74.170000,0.000000,13.920000,116.090000,9.890000,8.850000,30.950000,7.820000,0.000000,0.000000,272.050000,174.110000,112.5,0,0,81.67,0,0,18.74,0,0,81.67,37.5,0,0,0,0,0,34.67,0,37.5

93,23:00-23:15,101.320000,29.730000,74.170000,0.000000,13.920000,116.090000,9.890000,8.620000,30.950000,7.720000,0.000000,0.000000,272.050000,174.110000,112.5,0,0,81.67,0,0,17.85,0,0,81.67,37.5,0,0,0,0,0,36.27,0,37.5

94,23:15-23:30,101.320000,29.780000,74.170000,0.000000,13.920000,116.090000,9.890000,8.620000,30.950000,7.720000,0.000000,0.000000,272.050000,174.110000,112.5,0,0,81.67,0,0,21.01,0,0,81.67,37.5,0,0,0,0,0,37.45,0,37.5

