Block,Time,FSTPP I & II,TALA,BRBCL,KHSTPP-II,KHSTPP-I,SASAN,ANTA_CRF,BSIUL,RIHAND3,ANTA_LF,RAPPC,SINGRAULI,TANDA2,DHAULIGNGA,AURY_GF,JHAJJAR,NAPP,DADRT2,UNCHAHAR1,URI2,KISHANGANGA,CHAMERA1,AURY_LF,KOTESHWR,UNCHAHAR3,TANAKPUR,DADRI_GF,RAMPUR,DADRI_CRF,NJPC,SINGRAULI_HYDRO,TEHRI,DADRI_RF,UNCHAHAR2,ANTA_GF,DADRI_LF,CHAMERA3,SALAL,DULHASTI,AURY_RF,ANTA_RF,RIHAND2,KOLDAM,CHAMERA2,UNCHAHAR4,RIHAND1,RAPPB,URI,AURY_CRF,PARBATI3,SEWA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,17.462848,0.000000,14.877269,143.317120,42.821184,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,5.178057,21.036662,0.000000,408.246016,46.193142,664.995251,21.869632,36.617398,7.327641,40.731905,0.000000,27.294924,26.710311,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,40.966138,0.000000,43.397762,0.000000,0.000000,33.660923,77.484019,57.187109,0.000000,0.000000,120.200832,8.963170,46.870234,0.000000,93.794863,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

7,01:30-01:45,17.462848,0.000000,14.789633,143.317120,42.821184,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,5.178057,21.036662,0.000000,408.246016,46.193142,664.995251,21.869632,36.617398,7.327641,40.731905,0.000000,27.294924,26.710311,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,40.966138,0.000000,43.397762,0.000000,0.000000,33.660923,77.484019,57.187109,0.000000,0.000000,120.200832,8.963170,46.870234,0.000000,93.794863,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

8,01:45-02:00,17.462848,0.000000,13.382009,143.317120,42.821184,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,5.178057,21.036662,0.000000,408.246016,46.193142,664.995251,21.869632,36.617398,7.327641,40.731905,0.000000,27.294924,26.710311,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,40.966138,0.000000,43.397762,0.000000,0.000000,33.660923,77.484019,57.187109,0.000000,0.000000,120.200832,8.963170,46.870234,0.000000,93.794863,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

9,02:00-02:15,17.462848,0.000000,12.222771,143.317120,42.821184,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,5.178057,21.036662,0.000000,408.246016,46.193142,664.995251,21.869632,36.617398,7.327641,40.731905,0.000000,27.294924,26.710311,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,40.966138,0.000000,43.397762,0.000000,0.000000,33.660923,77.484019,57.187109,0.000000,0.000000,120.200832,8.963170,46.870234,0.000000,93.794863,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

10,02:15-02:30,17.462848,0.000000,9.682534,143.317120,42.821184,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,5.178057,21.036662,0.000000,408.246016,46.193142,664.995251,21.869632,36.617398,7.327641,40.731905,0.000000,27.294924,26.710311,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,40.966138,0.000000,43.397762,0.000000,0.000000,33.660923,77.484019,57.187109,0.000000,0.000000,120.200832,8.963170,46.870234,0.000000,93.794863,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

11,02:30-02:45,17.462848,0.000000,8.662162,143.317120,42.821184,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,5.178057,21.036662,0.000000,408.246016,46.193142,664.995251,21.869632,36.617398,7.327641,40.731905,0.000000,27.294924,26.710311,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,40.966138,0.000000,43.397762,0.000000,0.000000,33.660923,77.484019,57.187109,0.000000,0.000000,120.200832,8.963170,46.870234,0.000000,93.794863,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

12,02:45-03:00,17.462848,0.000000,8.799453,143.317120,42.821184,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,5.178057,21.036662,0.000000,408.246016,46.193142,664.995251,21.869632,36.617398,7.327641,40.731905,0.000000,27.294924,26.710311,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,40.966138,0.000000,43.397762,0.000000,0.000000,33.660923,77.484019,57.187109,0.000000,0.000000,120.200832,8.963170,46.870234,0.000000,93.794863,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

13,03:00-03:15,17.462848,0.000000,11.140985,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,465.329911,46.193142,663.272791,21.837548,36.617398,7.327641,40.731905,0.000000,27.294924,26.670514,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,40.966138,0.000000,43.327674,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

14,03:15-03:30,17.462848,0.000000,14.953711,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,465.329911,46.193142,663.879110,21.837548,36.617398,7.327641,40.731905,0.000000,27.294924,26.670514,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,30.724603,0.000000,43.327674,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

15,03:30-03:45,17.462848,0.000000,17.574728,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,465.329911,46.193142,664.716303,21.837548,36.617398,7.327641,40.731905,0.000000,27.294924,26.670514,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,30.724603,0.000000,43.327674,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

16,03:45-04:00,17.462848,0.000000,18.168214,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,465.329911,46.193142,664.716303,21.837548,36.617398,7.327641,40.731905,0.000000,27.294924,26.670514,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,20.483069,0.000000,43.327674,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

17,04:00-04:15,17.462848,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,440.820847,46.193142,664.716303,21.837548,36.617398,7.694024,40.731905,0.000000,18.939336,26.670514,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,10.241534,0.000000,43.327674,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

18,04:15-04:30,17.462848,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,440.820847,46.193142,664.716303,21.837548,36.617398,7.694024,40.731905,0.000000,18.939336,26.670514,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,43.327674,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,18.431024,12.259727,0,0,0,0,0

19,04:30-04:45,17.462848,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,463.202671,46.193142,664.716303,21.837548,36.617398,7.694024,40.731905,0.000000,18.939336,26.670514,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,43.327674,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,18.431024,12.259727,0,0,0,0,0

20,04:45-05:00,17.462848,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,463.202671,46.193142,664.716303,21.837548,36.617398,7.694024,40.731905,0.000000,18.939336,26.670514,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,43.327674,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

21,05:00-05:15,17.462848,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,395.874743,46.193142,664.716303,21.837548,36.617398,7.694024,40.731905,0.000000,18.939336,26.670514,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,43.327674,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

22,05:15-05:30,17.462848,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,455.316847,46.193142,664.716303,21.837548,36.617398,7.694024,40.731905,0.000000,18.939336,26.670514,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,43.327674,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

23,05:30-05:45,17.462848,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,435.988847,46.193142,664.716303,21.837548,36.617398,7.694024,40.731905,0.000000,18.939336,26.670514,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,43.327674,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

24,05:45-06:00,17.462848,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,435.988847,46.193142,641.338314,21.837548,36.617398,7.694024,40.731905,0.000000,9.469669,26.670514,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,43.327674,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,4.128549,12.259727,0,0,0,0,0

25,06:00-06:15,17.462848,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,435.988847,46.193142,659.699914,21.837548,36.617398,7.694024,40.731905,0.000000,9.469669,26.670514,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,43.327674,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,5.897928,12.259727,0,0,0,0,0

26,06:15-06:30,17.719927,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,435.988847,46.193142,659.699914,21.837548,36.617398,7.694024,40.731905,0.000000,9.469669,26.670514,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,43.327674,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,8.846891,12.259727,0,0,0,0,0

27,06:30-06:45,17.731507,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,341.670720,46.193142,566.664682,21.837548,36.617398,7.694024,40.731905,0.000000,9.469669,26.670514,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,43.327674,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,57.504794,12.259727,0,0,0,0,0

28,06:45-07:00,17.731507,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,254.694720,46.193142,504.460800,21.837548,36.617398,7.694024,40.731905,0.000000,9.469669,26.670514,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,43.327674,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,57.504794,12.259727,0,0,0,0,0

29,07:00-07:15,17.731507,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,219.441034,46.193142,431.980800,19.231940,36.617398,7.694024,40.731905,0.000000,9.469669,22.712333,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,37.523572,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,57.504794,12.259727,0,0,0,0,0

30,07:15-07:30,17.731507,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,4.896728,21.036662,0.000000,177.382720,46.193142,366.265600,17.121552,36.617398,7.694024,40.731905,0.000000,9.469669,20.097738,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,32.914424,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,57.504794,12.259727,0,0,0,0,0

31,07:30-07:45,17.731507,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,3.836241,21.036662,0.000000,177.382720,46.193142,366.265600,12.456896,36.617398,7.694024,40.731905,0.000000,9.469669,14.698944,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,24.391936,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,57.504794,10.727261,0,0,0,0,0

32,07:45:08:00,17.731507,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,3.836241,21.036662,0.000000,177.382720,46.193142,366.265600,12.456896,36.617398,7.694024,40.731905,0.000000,9.469669,14.698944,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,24.391936,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,8.963170,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,57.504794,0.000000,0,0,0,0,0

33,08:00-08:15,15.014280,0.000000,19.327956,124.309772,37.743042,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,3.836241,21.036662,0.000000,177.382720,46.193142,366.265600,12.456896,36.617398,7.694024,40.731905,0.000000,9.469669,14.698944,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,24.391936,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,6.722377,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,5.897928,0.000000,0,0,0,0,0

34,08:15-08:30,15.014280,0.000000,19.327956,124.309772,37.743042,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,3.836241,21.036662,0.000000,177.382720,46.193142,366.265600,12.456896,36.617398,7.694024,40.731905,0.000000,9.469669,14.698944,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,24.391936,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,6.722377,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,4.128549,0.000000,0,0,0,0,0

35,08:30-08:45,11.065280,0.000000,19.327956,96.155254,29.566332,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,3.836241,21.036662,0.000000,177.382720,46.193142,366.265600,12.456896,36.617398,7.694024,40.731905,0.000000,9.469669,14.698944,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,24.391936,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,4.481585,46.870234,0.000000,93.417732,0.000000,32.007168,0.000000,4.128549,0.000000,0,0,0,0,0

36,08:45:09:00,11.065280,0.000000,19.327956,96.155254,29.566332,399.002400,0.000000,12.603402,125.603008,0.000000,65.381912,100.389632,3.836241,21.036662,0.000000,177.382720,46.193142,366.265600,12.456896,36.617398,7.694024,40.731905,0.000000,9.469669,14.698944,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,24.391936,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,119.734061,4.481585,46.870234,0.000000,93.417732,0.000000,37.341696,0.000000,4.128549,0.000000,0,0,0,0,0

37,09:00:09:15,11.065280,0.000000,19.327956,96.155254,29.566332,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,4.113760,21.036662,0.000000,178.282825,46.193142,367.128209,12.488980,36.617398,7.694024,40.731905,0.000000,9.469669,14.739823,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,24.465286,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,120.200832,4.481585,46.870234,0.000000,93.794863,0.000000,37.341696,0.000000,4.128549,0.000000,0,0,0,0,0

38,09:15-09:30,11.065280,0.000000,19.327956,96.155254,29.566332,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,4.113760,21.036662,0.000000,178.282825,46.193142,367.128209,12.488980,36.617398,7.694024,40.731905,0.000000,9.469669,14.739823,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,24.465286,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,120.200832,4.481585,46.870234,0.000000,93.794863,0.000000,37.341696,0.000000,4.128549,0.000000,0,0,0,0,0

39,09:30-09:45,11.065280,0.000000,19.327956,96.155254,29.566332,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,4.113760,21.036662,0.000000,178.282825,46.193142,367.128209,12.488980,36.617398,7.694024,40.731905,0.000000,9.469669,14.739823,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,24.465286,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,120.200832,4.481585,46.870234,0.000000,93.794863,0.000000,32.007168,0.000000,4.128549,0.000000,0,0,0,0,0

40,09:45-10:00,11.065280,0.000000,19.327956,96.155254,29.566332,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,4.113760,21.036662,0.000000,178.282825,46.193142,367.128209,12.488980,36.617398,7.694024,40.731905,0.000000,9.469669,14.739823,2.352121,0.000000,6.518867,0.000000,173.915716,1.046488,0.000000,0.000000,24.465286,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,120.200832,4.481585,46.870234,0.000000,93.794863,0.000000,32.007168,0.000000,4.128549,0.000000,0,0,0,0,0

41,10:00-10:15,11.065280,0.000000,19.327956,96.155254,29.566332,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,4.113760,21.036662,0.000000,178.282825,46.193142,367.273169,12.189396,36.617398,7.694024,40.731905,0.000000,0.000000,15.184367,2.352121,0.000000,5.820245,0.000000,150.762849,1.046488,0.000000,0.000000,24.619910,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,120.200832,4.481585,46.870234,0.000000,93.794863,0.000000,37.341696,0.000000,4.128549,0.000000,0,0,0,0,0

42,10:15-10:30,11.065280,0.000000,19.327956,96.155254,29.566332,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,4.113760,21.036662,0.000000,178.282825,46.193142,367.273169,12.189396,36.617398,7.694024,40.731905,0.000000,0.000000,15.184367,2.352121,0.000000,5.820245,0.000000,150.762849,1.046488,0.000000,0.000000,24.619910,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,120.200832,4.481585,46.870234,0.000000,93.794863,0.000000,37.341696,0.000000,4.128549,0.000000,0,0,0,0,0

43,10:30-10:45,11.848934,0.000000,19.327956,111.225497,33.812193,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,4.113760,21.036662,0.000000,178.282825,46.193142,367.273169,12.189396,36.617398,7.694024,40.731905,0.000000,0.000000,15.184367,0.000000,0.000000,5.820245,0.000000,150.762849,1.046488,0.000000,0.000000,24.619910,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,120.200832,4.481585,46.870234,0.000000,93.794863,0.000000,37.341696,0.000000,4.128549,0.000000,0,0,0,0,0

44,10:45-11:00,11.848934,0.000000,19.327956,115.162602,34.644474,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,4.113760,21.036662,0.000000,178.282825,46.193142,367.273169,12.189396,36.617398,7.694024,40.731905,0.000000,0.000000,15.184367,0.000000,0.000000,5.820245,0.000000,150.762849,1.046488,0.000000,0.000000,24.619910,0.000000,0.000000,33.660923,72.992192,57.187109,0.000000,0.000000,120.200832,4.481585,46.870234,0.000000,93.794863,0.000000,32.007168,0.000000,4.128549,0.000000,0,0,0,0,0

45,11:00-11:15,15.242212,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,4.113760,21.036662,0.000000,178.282825,46.193142,367.273169,12.189396,36.617398,7.694024,40.731905,0.000000,0.000000,15.184367,0.000000,0.000000,5.820245,0.000000,150.762849,1.046488,0.000000,0.000000,24.619910,0.000000,0.000000,33.660923,72.992192,38.124740,0.000000,0.000000,120.200832,4.481585,46.870234,0.000000,93.794863,0.000000,32.007168,0.000000,4.128549,0.000000,0,0,0,0,0

46,11:15-11:30,17.731507,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,100.389632,4.113760,21.036662,0.000000,178.282825,46.193142,367.273169,12.189396,36.617398,7.694024,40.731905,0.000000,0.000000,15.184367,0.000000,0.000000,5.820245,0.000000,150.762849,1.046488,0.000000,0.000000,24.619910,0.000000,0.000000,33.660923,72.992192,38.124740,0.000000,0.000000,120.200832,4.481585,46.870234,0.000000,93.794863,0.000000,32.007168,0.000000,4.128549,0.000000,0,0,0,0,0

47,11:30-11:45,17.731507,0.000000,19.327956,143.317120,42.821184,399.002400,0.000000,12.603402,126.192609,0.000000,65.381912,106.612569,5.178057,21.036662,0.000000,178.282825,46.193142,367.273169,16.507755,36.617398,7.694024,40.731905,0.000000,0.000000,20.583160,0.000000,0.000000,5.820245,0.000000,150.762849,1.046488,0.000000,0.000000,37.751546,0.000000,0.000000,33.660923,72.992192,38.124740,0.000000,0.000000,120.200832,1.810742,46.870234,0.000000,93.794863,0.000000,37.341696,0.000000,4.128549,0.000000,0,0,0,0,0

