Block,Time Block,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,CHAMERA1,CHAMERA3,JHAJJAR,DHAULIGNGA,FSTPP I & II,BSIUL,DULHASTI,CHAMERA2,DADRT2,BRBCL,KISHANGANGA,KHSTPP-I,KUDGI,KGSU1AND2,KOTESHWR,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,PARBATI3,NLCEXP,NLCIIST1,MAPS,NLCIIST2,NJPC,NLCTS2EXP,NNTPP,NAPP,NTPL,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPB,RIHAND2,RIHAND1,SASAN,RAMPUR,RAPPC,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,TANDA2,TALST2,TANAKPUR,TALA,TelanganaSTPP,ANTA_CRF,UNCHAHAR2,URI,TEHRI,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,ANTA_LF,URI2,ANTA_GF,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,18.83,49.07,42.58,457.5,14.44,4.16,27.9189,0,0,27.9,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,5.58,123.01,122.8699,0,117.19,81.1163,373.72,3.41,58.14,0,0.87,0,0,0,1.48,0,6.79,9.48,0,0,30.6205,29.76,63.27,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,18.83,49.07,42.58,457.5,14.44,4.16,27.9189,0,0,27.9,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,5.58,123.01,122.8699,0,117.19,81.1163,373.72,3.41,58.14,0,0.87,0,0,0,1.48,0,6.79,9.48,0,0,30.6205,29.76,63.27,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,18.83,49.07,42.58,505.65,14.44,4.16,27.9189,0,0,27.9,0,123.3834,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,5.58,123.01,122.8699,0,117.19,81.1163,373.72,3.41,58.14,0,0.87,0,0,0,1.48,0,6.79,9.48,0,0,30.6205,29.76,63.27,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,18.83,49.07,42.58,553.79,14.44,4.16,30.98,0,0,27.9,0,142.3216,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,5.58,123.01,122.8699,0,117.19,81.1163,368.31,3.41,58.14,0,0.87,0,0,0,1.48,0,6.79,9.48,0,0,30.6205,31.89,63.27,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.2978,12.56,49.07,42.58,582.3028,14.44,4.16,30.98,0,0,27.9,0,142.3216,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,5.58,123.01,122.8699,0,117.19,81.1163,368.31,3.41,58.14,0,0.87,0,0,0,1.48,0,6.79,9.48,0,0,30.6205,31.89,63.83,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.3,12.56,49.07,42.58,582.3028,14.44,4.16,27.92,0,0,27.9,0,123.38,0,0,5.15,6.77,0,0,0,0,160.9,0,0,43.43,0,76.65,5.58,123.01,122.8699,0,117.19,81.1163,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,6.79,9.48,0,0,30.6205,31.89,63.83,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.3,12.56,49.07,42.58,582.3028,14.44,4.16,27.92,0,0,27.9,0,123.38,0,0,5.15,6.77,0,0,0,0,160.9,0,0,43.43,0,76.65,11.15,123.01,122.8699,0,117.19,81.1163,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,6.79,9.48,0,0,30.6205,31.89,63.83,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.3,12.56,49.07,42.58,582.3028,14.44,4.16,27.92,0,0,27.9,0,123.38,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,11.15,123.01,122.8699,0,117.19,81.1163,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,6.79,9.48,0,0,30.6205,37.21,63.83,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,12.3,12.56,49.07,42.58,582.3028,14.44,4.16,27.92,0,0,27.9,0,123.38,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,76.65,11.15,123.01,122.8699,0,117.19,81.1163,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,6.79,9.48,0,0,30.6205,37.21,63.83,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,13.77,12.56,49.07,42.58,582.3028,14.44,4.16,30.98,0,0,27.9,0,142.32,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,77.21,11.15,123.01,122.8699,0,117.19,81.1163,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,6.79,9.73,0,0,30.6205,31.89,63.83,0,14.9317,0,0,22.77,0,19.3136,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,13.77,12.56,49.07,42.58,582.3028,14.44,4.16,30.98,0,0,27.9,0,142.32,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,77.21,15.52,123.01,122.8699,0,117.19,81.1163,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,6.79,9.73,0,0,30.6205,31.89,63.83,0,14.9317,0,0,22.77,0,19.3136,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,13.77,12.56,49.07,42.58,582.3028,14.44,4.16,30.98,0,0,27.9,0,142.32,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,77.21,15.52,123.01,122.8699,0,117.19,81.1163,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,0,9.18,0,0,30.6205,31.89,63.83,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,13.77,12.56,49.07,42.58,582.3028,14.44,4.16,30.98,0,0,27.9,0,142.32,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,77.21,16.09,123.01,122.8699,0,117.19,81.1163,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,0,9.18,0,0,30.6205,31.89,63.83,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,13.77,12.56,49.07,42.58,582.3028,14.44,4.16,30.98,0,0,27.9,0,142.32,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.8699,0,117.19,81.1163,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,0,9.6,0,0,30.6205,31.89,63.83,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,13.77,12.56,49.07,42.58,582.3028,14.44,4.16,30.98,0,0,27.9,0,142.32,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.8699,0,117.19,81.1163,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,0,9.6,0,0,30.6205,31.89,63.83,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,13.77,1.06,51.79,42.58,582.3028,14.44,4.16,30.98,0,0,37.21,0,142.32,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.8699,0,117.19,81.1163,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,0,9.31,0,0,30.6205,31.89,63.83,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,13.77,1.06,51.79,42.58,582.3028,14.44,4.16,30.98,0,0,37.21,0,142.32,0,0,5.15,20.3,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.8699,0,117.19,81.1163,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,0,9.31,0,0,30.6205,29.76,63.83,0,14.9317,0,0,28.46,0,19.3136,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,0,0,40.59,30.89,110.84,38.9,13.77,1.06,51.79,42.58,582.3028,14.44,4.16,30.98,0,0,37.21,0,142.32,0,0,5.15,33.84,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.8699,0,117.19,81.1163,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,0,8.74,0,0,30.6205,29.76,63.83,0,14.9317,0,0,22.77,0,19.3136,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,0,0,40.59,30.89,215.9746,38.9,13.77,1.06,51.79,42.58,586.3534,14.44,4.16,30.98,0,0,37.21,0,142.32,0,0,5.15,33.84,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.8699,0,117.19,81.1163,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,0,8.74,0,0,36.2286,29.76,63.83,0,17.6607,0,0,22.77,0,22.8097,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,0,0,40.59,30.89,254.4846,38.9,13.77,1.06,51.79,42.58,605.6134,14.44,4.16,30.98,0,0,37.21,0,142.32,0,0,5.15,33.84,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.8699,0,117.19,89.7598,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,0,8.74,0,0,40.8244,37.74,63.83,0,19.8018,0,0,22.77,0,25.4154,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,0,0,40.59,30.89,254.4846,38.9,13.77,1.06,51.79,42.58,595.9834,14.44,4.16,30.98,0,0,37.21,0,142.32,0,0,5.15,51.42,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.8699,0,117.19,91.1398,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,0,8.55,0,0,40.8244,37.74,63.83,0,19.8018,0,0,22.77,0,25.4154,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,0,0,40.59,30.89,254.4846,38.9,13.77,6.28,51.79,42.58,624.8634,14.44,4.16,30.98,0,0,37.21,0,131.31,0,0,5.15,51.42,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.8699,0,117.19,91.1398,368.31,3.41,58.14,0,0.92,0,0,0,1.48,0,0,8.26,0,0,39.6035,31.89,63.83,0,19.8018,0,0,19.91,0,25.4154,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,0,0,40.59,30.89,282.0638,39.88,13.77,18.83,52.51,43.96,657.78,14.44,4.16,30.98,0,0,40.93,0,131.31,0,0,5.15,51.42,0,0,0,0,162.4,0,0,43.43,0,77.21,16.73,123.01,122.8699,0,117.19,91.1398,368.31,3.49,58.14,0,0.92,0,0,0,1.48,0,0,7.91,0,0,39.6035,31.89,63.83,0,19.8018,0,0,19.91,0,25.4154,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,0,0,40.59,30.89,370.0969,39.88,13.77,18.83,52.51,43.96,613.7034,14.44,4.16,30.98,0,0,40.93,0,131.31,0,0,5.15,51.42,0,0,0,0,162.4,0,0,43.43,0,77.21,16.73,123.01,122.8699,0,117.19,91.1398,368.31,3.49,58.14,0,0.92,0,0,0,2.47,0,0,7.53,0,0,36.3893,31.89,63.83,0,18.0389,1.56,0,19.91,0,23.4443,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,0,0,40.59,30.89,370.0969,39.88,13.77,18.83,52.51,43.96,589.1734,14.44,4.16,30.98,0,0,40.93,0,131.31,0,0,5.15,51.42,0,0,0,0,162.4,0,0,43.43,0,77.21,16.73,123.01,122.8699,0,117.19,91.1398,368.31,3.49,58.14,0,0.92,0,0,0,2.7,0,0,7.53,0,0,36.3893,31.89,63.83,0,18.0389,1.56,0,19.91,0,23.4443,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,39.88,13.77,18.83,52.51,43.96,644.83,14.44,4.16,30.98,0,0,40.93,0,131.31,0,0,5.15,51.42,0,0,0,0,162.4,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.49,58.14,0,0.92,0,0,0,2.7,0,0,7.61,0,0,40.8151,31.89,63.83,0,20.18,1.56,0,19.91,0,26.05,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,39.88,13.77,18.83,52.51,43.96,660.62,14.44,4.16,30.98,0,0,40.93,0,131.31,0,0,5.15,29.77,0,0,0,0,162.4,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.49,58.14,0,0.92,0,0,0,2.7,0,0,7.72,0,0,40.8151,31.89,63.83,0,20.18,1.56,0,19.91,0,26.05,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,39.88,13.77,18.83,52.51,43.96,660.62,14.44,4.16,30.98,0,0,40.93,0,131.31,0,0,5.15,29.77,0,0,0,0,162.4,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.49,58.14,0,0.92,0,0,0,2.7,0,0,8.21,0,0,40.8151,31.89,63.83,0,20.18,1.56,0,19.91,0,26.05,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,39.88,13.77,18.83,52.51,43.96,660.62,14.44,4.16,30.98,0,0,40.93,0,131.31,0,0,5.15,29.77,0,0,0,0,162.4,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.49,58.14,0,0.92,0,0,0,2.7,0,0,8.41,0,0,40.8151,31.89,63.83,0,20.18,1.56,0,19.91,0,26.05,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,39.88,13.77,18.83,52.51,43.96,660.62,14.44,4.16,30.98,0,0,40.93,0,131.31,0,0,5.15,32.48,0,0,0,0,162.4,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.49,58.14,0,0.92,0,0,0,2.7,0,5.43,8.49,0,0,40.8151,31.89,63.83,0,20.18,1.56,0,19.91,0,26.05,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,38.9,13.77,3.18,51.79,42.58,660.62,14.44,4.16,30.98,0,0,37.21,0,131.31,0,0,5.15,32.48,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.41,58.14,0,0.92,0,0,0,2.7,0,5.43,8.63,0,0,40.8924,31.89,63.83,0,20.18,1.56,0,19.91,0,26.05,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,38.9,13.77,3.18,51.79,42.58,660.62,14.44,4.16,30.98,0,0,37.21,0,131.31,0,0,5.15,33.84,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.41,58.14,0,0.92,0,0,0,2.7,0,5.43,8.74,0,0,40.8924,31.89,63.83,0,20.18,1.56,0,21.34,0,26.05,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,38.9,13.77,6.28,51.79,42.58,660.62,14.44,4.16,30.98,0,0,37.21,0,131.31,0,0,5.15,33.84,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.41,58.14,0,0.92,0,0,0,2.7,0,5.43,8.86,0,0,40.8924,31.89,63.83,0,20.18,1.56,0,21.34,0,26.05,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,38.9,13.77,6.28,51.79,42.58,660.62,14.44,4.16,30.98,0,0,37.21,0,131.31,0,0,5.15,33.84,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.41,58.14,0,0.92,0,0,0,2.7,0,5.43,9.28,0,0,40.8924,31.89,63.83,0,20.18,1.56,0,21.34,0,26.05,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,39.88,13.77,18.83,52.51,43.96,660.62,14.44,4.16,30.98,0,0,40.93,0,131.31,0,0,5.15,33.84,0,0,0,0,162.4,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.49,58.14,0,0.92,0,0,0,2.7,0,5.43,9.4,0,0,40.8924,31.89,63.83,0,20.18,1.56,0,21.34,0,26.05,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,39.88,13.77,18.83,52.51,43.96,660.62,14.44,4.16,30.98,0,0,40.93,0,131.31,0,0,5.15,33.84,0,0,0,0,162.4,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.49,58.14,0,0.92,0,0,0,2.7,0,9.13,9.51,0,0,40.8924,31.89,63.83,0,20.18,1.56,0,21.34,0,26.05,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,39.88,13.77,18.83,52.51,43.96,660.62,14.44,4.16,30.98,0,0,40.93,0,131.31,0,0,5.15,33.84,0,0,0,0,162.4,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.49,58.14,0,0.92,0,0,0,2.7,0,5.43,9.68,0,0,40.8924,31.89,63.83,0,20.18,1.56,0,21.34,0,26.05,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,39.88,13.77,18.83,52.51,43.96,660.62,14.44,4.16,30.98,0,0,40.93,0,131.31,0,0,5.15,33.84,0,0,0,0,162.4,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.49,58.14,0,0.92,0,0,0,2.7,0,6.66,9.76,0,0,40.8924,31.89,63.83,0,20.18,1.56,0,25.61,0,26.05,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,38.9,13.77,12.56,51.79,42.58,660.62,14.44,4.16,30.98,0,0,37.21,0,131.31,0,0,5.15,33.84,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.41,58.14,0,0.92,0,0,0,2.7,0,9.13,9.83,0,0,40.8924,31.89,63.83,0,20.18,1.56,0,25.61,0,26.05,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,38.9,13.77,18.83,51.79,42.58,660.62,14.44,4.16,30.98,0,0,37.21,0,131.31,0,0,5.15,33.84,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.41,58.14,0,0.92,0,0,0,2.7,0,7.27,9.85,0,0,40.8924,31.89,63.83,0,20.18,1.56,0,25.61,0,26.05,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,38.9,13.77,18.83,51.79,42.58,660.62,14.44,4.16,30.98,0,0,37.21,0,131.31,0,0,5.15,33.84,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.41,58.14,0,0.92,0,0,0,2.7,0,7.27,9.88,0,0,40.8924,31.89,63.83,0,20.18,1.56,0,25.61,0,26.05,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,38.9,13.77,18.83,51.79,42.58,660.62,14.44,4.16,30.98,0,0,37.21,0,131.31,0,0,5.15,33.84,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.41,58.14,0,0.92,0,0,0,2.7,0,6.66,9.99,0,0,40.8924,31.89,63.83,0,20.18,1.56,0,23.48,0,26.05,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,40.59,30.89,398.48,38.9,13.77,18.83,51.79,42.58,660.62,14.44,4.16,30.98,0,0,37.21,0,131.31,0,0,5.15,33.84,0,0,0,0,160.9,0,0,43.43,0,77.21,16.73,123.01,122.87,0,117.19,91.14,368.31,3.41,58.14,0,0.92,0,0,0,2.7,0,9.74,9.99,0,0,40.8924,31.89,63.83,0,20.18,1.56,0,23.48,0,26.05,0,0,0,0,0

