Block,Time Block,DHAULIGNGA,FSTPP I & II,DULHASTI,URI2,UNCHAHAR3,TALST2,URI,TANAKPUR,UNCHAHAR2,UNCHAHAR1,TALA,TelanganaSTPP,VALLURNTECL,TEHRI,UNCHAHAR4,TANDA2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,NTPL,PARBATI3,NLCTS2EXP,PARBATI2,NNTPP,RIHAND2,SASAN,RIHAND1,RAPPB,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,RAPPD,RSTPSU7,SINGRAULI,SALAL,SEWA2,RAMPUR,RIHAND3,RAPPC,KOLDAM,KUDGI,MAPS,NLCIIST2,NJPC,NLCEXP,NAPP,KOTESHWR,NLCIIST1,KKNPPU2,KISHANGANGA,KHSTPP-I,KKNP,KHSTPP-II,CHAMERA2,CHAMERA3,DADRT2,BRBCL,CHAMERA1,BSIUL,KGSU3AND4,KGSU1AND2,JHAJJAR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,10.74,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,119.44,64.5,0,1.03,123.58,66.18,0,0,0,0,25.95,0,24.88,0,0,0,8.33,28.01,0,97.78,15.71,11.27,49.84,19.31,0,12.59,0,0,150.22,0,0,0,0,0

56,13:45-14:00,0,12.94,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,119.44,64.5,0,1.03,123.58,66.18,0,0,0,0,25.95,0,24.88,0,0,0,8.33,29.9,0,97.78,15.71,11.27,49.84,19.31,0,12.59,0,0,150.22,0,0,0,0,0

57,14:00-14:15,0,10.74,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,119.44,64.5,0,1.03,123.58,66.18,0,0,0,0,25.95,0,24.88,0,0,0,8.33,28.01,0,88.98,15.71,11.27,49.84,19.31,0,12.59,0,0,179.18,0,0,0,0,0

58,14:15-14:30,0,10.74,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,119.44,64.5,0,1.03,123.58,66.18,0,0,0,0,25.95,0,24.88,0,0,0,8.33,28.01,0,97.78,15.71,11.27,49.84,19.31,0,12.59,0,0,179.18,0,0,0,0,0

59,14:30-14:45,0,12.94,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,121.25,64.5,0,1.03,123.58,66.18,0,0,0,0,25.95,0,24.88,0,0,0,8.33,29.9,0,97.78,15.71,11.27,49.84,19.31,0,12.59,0,0,179.18,0,0,0,0,0

60,14:45-15:00,0,12.94,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,121.25,64.5,0,2.11,123.58,66.18,0,0,0,0,53.41,0,24.88,0,0,0,8.33,29.9,0,97.78,15.71,11.27,49.84,19.31,0,6.29,0,0,179.18,0,0,0,0,0

61,15:00-15:15,0,12.94,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,121.25,64.5,0,3.2,123.58,66.18,0,0,0,0,80.33,0,24.88,0,0,0,8.33,28.67,0,97.78,15.71,11.27,49.84,19.31,0,6.29,0,0,227.44,0,0,0,0,0

62,15:15-15:30,0,12.94,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,0,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,121.25,64.5,0,4.25,123.58,66.18,0,0,0,0,106.83,0,24.88,0,0,0,8.33,28.67,0,97.78,15.71,11.27,49.84,19.31,0,6.29,0,0,227.44,0,0,0,0,0

63,15:30-15:45,0,12.94,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,11.08,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,121.25,64.5,0,5.23,123.58,66.18,0,0,0,0,133.53,0,24.88,10.07,0,0,8.33,28.67,0,114.84,15.71,11.27,49.84,19.31,0,6.29,0,0,227.44,0,0,0,0,0

64,15:45-16:00,0,12.94,57.44,36.78,16.36,0,46.88,0,29.07,13.11,0,0,0,11.08,0.97,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,121.25,64.5,0,5.23,123.58,66.18,0,0,0,0,133.53,0,24.88,10.07,0,0,8.33,28.67,0,114.84,15.71,11.27,49.84,19.31,0,6.29,0,0,239.03,0,0,0,0,0

65,16:00-16:15,0,12.94,57.44,36.78,16.36,0,46.88,2.96,23.89,11.9,0,0,0,11.08,0.97,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,121.25,64.5,0,5.23,123.58,66.18,0,0,0,0,133.53,0,24.88,10.07,0,0,8.33,29.1,0,114.84,15.71,11.27,49.84,19.31,0,6.29,0,0,239.03,0,0,0,0,0

66,16:15-16:30,0,12.94,57.44,36.78,16.36,0,46.88,2.96,23.89,11.9,0,0,0,11.08,0.97,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,121.25,64.5,0,5.23,123.58,66.18,0,0,0,0,133.53,0,24.88,20.13,0,0,8.33,29.65,0,114.84,15.71,11.27,49.84,19.31,12.2,6.29,0,0,239.03,0,0,0,0,0

67,16:30-16:45,0,12.94,57.44,36.78,14.69,0,46.88,2.96,23.89,11.9,0,0,0,22.15,0.97,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,121.25,76.63,6.08,5.23,123.58,66.18,0,0,0,0,133.53,0,24.88,30.19,0,0,8.33,29.55,0,114.84,15.71,11.27,49.84,19.31,12.2,6.29,0,0,239.03,0,0,0,0,0

68,16:45-17:00,0,12.94,57.44,36.78,14.69,0,46.88,2.96,23.89,11.9,0,0,0,32.07,0.97,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,121.25,76.63,6.08,5.23,123.58,66.18,0,0,0,0,133.53,0,24.88,30.19,0,0,8.33,29.55,0,114.84,15.71,11.27,49.84,19.31,12.2,6.29,0,0,239.03,0,0,0,0,0

69,17:00-17:15,0,12.94,57.44,36.78,14.69,0,46.88,2.96,23.89,11.9,0,0,0,32.07,0.97,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,7.26,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,121.25,76.63,6.08,5.23,123.58,66.18,0,0,0,0,133.53,0,24.88,30.19,0,0,8.33,34.79,0,114.84,31.4,11.27,49.84,19.31,12.2,12.59,0,0,239.03,0,0,0,0,0

70,17:15-17:30,0,12.94,57.44,36.78,14.69,0,46.88,2.96,23.89,11.9,0,0,0,32.07,0.97,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,14.5,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,121.25,76.63,12.17,5.23,123.58,66.18,0,0,0,0,133.53,0,24.88,30.19,0,0,8.33,34.79,0,114.84,31.4,11.27,49.84,19.31,12.2,12.59,0,0,239.03,0,0,0,0,0

71,17:30-17:45,0,13.56,57.44,36.78,17.08,0,46.88,2.96,27.71,13.21,0,0,0,32.07,0.97,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,21.76,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,121.25,76.63,12.17,5.23,123.58,66.18,0,0,0,0,133.53,0,24.88,30.19,0,0,8.33,34.79,0,114.84,31.4,11.27,49.84,19.31,13.56,12.59,0,0,205.24,0,0,0,0,0

72,17:45-18:00,10.57,15.89,57.44,36.78,17.08,0,46.88,2.96,27.71,13.21,0,0,0,32.23,0.97,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,21.76,0,93.25,404.24,62.58,0,0.92,0,0,0,21.26,0,121.25,76.63,18.24,5.23,123.58,66.18,0,0,0,0,133.53,0,24.88,30.19,0,0,8.33,34.79,0,114.84,31.4,11.27,49.84,19.31,24.4,12.59,0,0,205.24,0,0,0,0,0

73,18:00-18:15,21.12,15.89,57.44,36.78,17.62,0,47.96,2.96,28.3,13.54,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,29.02,0,95.65,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,76.63,18.24,5.23,126.22,66.18,1.86,0,0,0,133.53,0,24.88,30.19,0,0,8.33,34.79,0,114.84,31.4,11.27,49.84,19.31,25.17,12.59,0,0,207.8,0,0,0,0,0

74,18:15-18:30,21.12,15.89,57.44,36.78,17.62,0,47.96,2.96,28.3,13.54,0,0,0,33.24,0.84,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,36.27,0,95.65,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,76.63,18.24,5.23,126.25,66.18,4.62,0,0,0,133.53,0,24.88,30.19,0,0,8.33,34.79,0,114.84,47.12,11.27,49.84,19.31,27.12,12.59,0,0,207.8,0,0,0,0,0

75,18:30-18:45,42.26,15.89,57.44,36.78,17.62,0,47.96,4.2,28.17,13.54,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,36.27,0,95.65,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,18.24,5.23,126.25,66.18,6.94,0,0,0,133.53,0,24.88,30.19,0,0,8.33,34.79,0,114.84,47.12,22.52,50.8,19.31,40.69,12.59,0,0,207.8,0,0,0,0,0

76,18:45-19:00,42.26,15.89,58.14,38.77,17.62,0,47.96,4.2,28.17,13.54,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,57.76,0,42.79,0,95.65,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,19.39,5.23,126.25,66.18,9.26,0,0,0,133.53,0,24.88,33.55,0,0,8.38,34.79,0,114.84,48.64,35.56,50.8,19.31,41.56,19.51,0,0,207.8,0,0,0,0,0

77,19:00-19:15,42.26,15.89,58.14,38.77,17.62,0,47.96,4.2,28.17,13.54,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,57.76,0,42.79,0,95.65,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,19.39,5.23,126.25,66.18,9.26,0,0,0,133.53,0,24.88,33.55,0,0,8.38,34.79,0,114.84,48.64,35.56,0,19.31,41.56,19.51,0,0,243.1,0,0,0,0,0

78,19:15-19:30,42.26,15.89,58.14,38.77,17.62,0,47.96,4.2,28.17,13.54,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,57.76,0,42.79,0,95.65,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,19.39,5.23,126.25,66.18,9.26,0,0,0,133.53,0,24.88,33.55,0,0,8.38,34.79,0,114.84,48.64,35.56,45.52,19.31,41.56,19.51,0,0,316.88,0,0,0,0,0

79,19:30-19:45,42.26,15.89,58.14,38.77,17.62,0,47.96,4.2,28.17,13.54,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,57.76,0,42.79,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,19.39,5.23,126.25,66.18,9.26,0,0,0,133.53,0,24.88,33.55,0,0,8.38,34.79,0,114.84,48.64,35.56,45.52,19.31,41.56,19.75,0,0,374.8,0,0,0,0,0

80,19:45-20:00,42.26,15.89,58.14,38.77,17.62,0,47.96,4.2,28.17,13.54,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,57.76,0,42.79,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,19.39,5.23,126.25,66.18,9.26,0,0,0,133.53,0,24.88,33.55,0,0,8.38,34.79,0,114.84,48.64,35.56,45.52,19.31,41.56,19.75,0,0,374.8,0,0,0,0,0

81,20:00-20:15,42.26,15.89,58.14,38.77,21.19,0,47.96,1.49,33.61,16.8,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,57.76,0,42.79,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,19.39,5.23,126.25,66.18,9.26,0,0,0,133.53,0,24.88,33.55,0,0,8.38,34.79,0,114.84,48.64,35.56,45.52,19.31,41.56,19.75,0,0,316.88,0,0,0,0,0

82,20:15-20:30,42.26,15.89,58.14,38.77,21.19,0,47.96,1.49,33.61,16.8,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,57.76,0,42.79,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,19.39,5.23,126.25,66.18,9.26,0,0,0,133.53,0,24.88,33.55,0,0,8.38,34.79,0,114.84,48.64,35.56,45.52,19.31,41.56,19.75,0,0,278.27,0,0,0,0,0

83,20:30-20:45,21.12,15.89,57.44,36.78,21.19,0,47.96,1.49,33.61,16.8,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,29.02,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,18.24,5.23,126.25,66.18,9.26,0,0,0,133.53,0,24.88,30.19,0,0,8.33,34.79,0,114.84,31.4,19.26,45.52,19.31,40.69,12.59,0,0,220.35,0,0,0,0,0

84,20:45-21:00,21.12,15.89,57.44,36.78,21.19,0,47.96,1.49,33.61,16.8,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,8.88,0,29.02,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,18.24,5.23,126.25,66.18,9.26,0,0,0,133.53,0,24.88,30.19,0,0,8.33,34.79,0,114.84,31.4,19.26,45.52,19.31,40.69,12.59,0,0,241.6,0,0,0,0,0

85,21:00-21:15,21.12,15.89,57.44,36.78,21.19,0,46.88,1.49,33.61,16.8,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,29.02,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,18.24,5.23,126.25,66.18,9.26,0,0,0,133.53,0,24.88,30.19,0,0,8.33,34.79,0,114.84,31.4,19.26,45.52,19.31,40.69,12.59,0,0,241.6,0,0,0,0,0

86,21:15-21:30,31.69,15.89,58.14,38.77,21.19,0,46.88,1.49,33.61,16.8,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,57.76,0,42.79,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,19.39,5.23,126.25,66.18,9.26,0,0,0,133.53,0,24.88,33.55,0,0,8.38,34.79,0,114.84,48.64,35.56,45.52,19.31,41.56,19.75,0,0,241.6,0,0,0,0,0

87,21:30-21:45,42.26,15.89,58.14,38.77,19.82,0,46.88,1.49,32.11,16.79,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,57.76,0,42.79,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,19.39,5.23,126.25,66.18,9.26,0,0,0,133.53,0,24.88,33.55,0,0,8.38,34.79,0,114.84,48.64,35.56,45.52,19.31,41.56,19.75,0,0,241.6,0,0,0,0,0

88,21:45-22:00,42.26,15.89,58.14,38.77,17.52,0,46.88,1.49,27.99,14.86,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,57.76,0,42.79,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,19.39,5.23,126.25,66.18,9.26,0,0,0,133.53,0,24.88,33.55,0,0,8.38,34.79,0,114.84,48.64,35.56,45.52,19.31,41.56,19.75,0,0,241.6,0,0,0,0,0

89,22:00-22:15,42.26,15.89,58.14,38.77,17.52,0,46.88,1.49,27.99,13.48,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,57.76,0,42.79,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,19.39,5.23,126.25,66.18,9.26,0,0,0,133.53,0,24.88,33.55,0,0,8.38,34.79,0,114.84,48.64,35.56,45.52,19.31,41.56,19.75,0,0,241.6,0,0,0,0,0

90,22:15-22:30,42.26,15.89,58.14,38.77,17.52,0,46.88,1.49,27.99,13.48,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,57.76,0,42.79,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,19.39,5.23,126.25,66.18,9.26,0,0,0,133.53,0,24.88,33.55,0,0,8.38,34.79,0,114.84,48.64,35.56,45.52,19.31,41.56,19.75,0,0,241.6,0,0,0,0,0

91,22:30-22:45,42.26,15.89,57.44,36.78,17.52,0,46.88,1.49,27.99,13.48,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,29.02,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,18.24,5.23,126.25,66.18,6.66,0,0,0,133.53,0,24.88,20.35,0,0,8.33,34.79,0,114.84,47.12,33.81,45.52,19.31,40.69,18.88,0,0,241.6,0,0,0,0,0

92,22:45-23:00,42.26,15.89,57.44,36.78,17.52,0,46.88,1.49,27.99,13.48,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,21.76,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,18.24,5.23,126.25,66.18,4.09,0,0,0,133.53,0,24.88,10.07,0,0,8.33,34.79,0,114.84,47.12,22.52,45.52,19.31,40.69,18.88,0,0,241.6,0,0,0,0,0

93,23:00-23:15,42.26,15.89,57.44,36.78,21.19,0,46.88,0,33.61,16.8,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,17.77,0,21.76,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,18.24,3.65,126.25,66.18,1.86,0,0,0,91.91,0,24.88,10.07,0,0,8.33,34.79,0,114.84,47.12,22.52,45.52,19.31,40.69,6.29,0,0,261.87,0,0,0,0,0

94,23:15-23:30,42.26,15.89,57.44,36.78,21.19,0,46.88,0,33.61,16.8,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,17.77,0,21.76,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,18.24,3.65,126.25,66.18,1.86,0,0,0,91.91,0,24.88,10.07,0,0,8.33,34.79,0,114.84,47.12,22.52,45.52,19.31,40.69,6.29,0,0,261.87,0,0,0,0,0

95,23:30-23:45,21.12,15.89,57.44,36.78,21.19,0,46.88,0,33.61,16.8,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,17.77,0,21.76,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,18.24,3.65,126.25,66.18,1.86,0,0,0,91.91,0,24.88,10.07,0,0,8.33,34.79,0,114.84,47.12,22.52,45.52,19.31,40.69,6.29,0,0,261.87,0,0,0,0,0

96,23:45-24:00,10.57,15.89,57.44,36.78,21.19,0,46.88,0,33.61,16.8,0,0,0,33.24,0.97,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,17.77,0,21.76,0,120.26,404.24,64.74,0,0.92,0,0,0,21.26,0,125.47,64.5,18.24,3.65,126.25,66.18,1.86,0,0,0,91.91,0,24.88,10.07,0,0,8.33,34.79,0,114.84,47.12,22.52,45.52,19.31,40.69,6.29,0,0,261.87,0,0,0,0,0

