Block,Time,LT-36,LT-59,L_NR_2023_04,L_NR_2012_01,L_NR_2018_61,LT-05,SH-07,SH-06,L_NR_2012_04,L_NR_2012_02,LT-31,L_NR_2020_02,LT-35,L_NR_2019_11,L_NR_2012_07,L_NR_2019_05,L_NR_2021_14,L_NR_2021_12,L_NR_2021_16,L_NR_2020_06,L_NR_2019_19,L_NR_2022_09,L_NR_2023_07,L_NR_2022_08,L_NR_2021_13,L_NR_2021_15,L_NR_2020_05,L_NR_2019_07,L_NR_2019_06,L_NR_2020_07,L_NR_2023_10,L_NR_2021_17,L_NR_2022_10
9,02:00-02:15,0.000000,10.380000,29.710000,0.000000,25.46,58.000000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,33.48,0,71.17,0,30.64,0,0,100.44,0,0,33.48,0,0,71.17

10,02:15-02:30,0.000000,10.380000,29.710000,0.000000,25.68,58.000000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,33.88,0,70.81,0,31.01,0,0,101.62,0,0,33.87,0,0,70.81

11,02:30-02:45,0.000000,10.380000,29.710000,0.000000,25.76,58.000000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,34.31,0,70.38,0,31.53,0,0,102.92,0,0,34.29,0,0,70.38

12,02:45-03:00,0.000000,10.380000,29.710000,0.000000,25.48,58.000000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,34.88,0,71.17,0,32.12,0,0,104.65,0,0,34.89,0,0,71.17

13,03:00-03:15,0.000000,10.380000,29.710000,0.000000,18.09,58.000000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,35.6,0,70.99,0,32.69,0,0,106.78,0,0,35.59,0,0,70.99

14,03:15-03:30,0.000000,10.380000,29.710000,0.000000,17.7,58.000000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,35.58,0,70.79,0,33,0,0,106.75,0,0,35.59,0,0,70.79

15,03:30-03:45,0.000000,10.380000,29.710000,0.000000,17.43,58.000000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,35.58,0,73.33,0,31.52,0,0,106.75,0,0,35.59,0,0,73.33

16,03:45-04:00,0.000000,10.380000,29.710000,0.000000,17.08,58.000000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,35.58,0,73.33,0,31.76,0,0,106.75,0,0,35.59,0,0,73.33

17,04:00-04:15,0.000000,10.380000,29.710000,0.000000,16.39,58.000000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,35.58,0,73.33,0,32.13,0,0,106.75,0,0,35.59,0,0,73.33

18,04:15-04:30,0.000000,10.380000,29.710000,0.000000,15.68,58.000000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,35.58,0,73.33,0,32.39,0,0,106.75,0,0,35.59,0,0,73.33

19,04:30-04:45,0.000000,10.380000,29.710000,0.000000,14.69,58.000000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,57.990000,0,0,0,0,35.58,0,73.33,0,32.44,0,0,106.75,0,0,35.59,0,0,73.33

20,04:45-05:00,0.000000,10.380000,29.710000,0.000000,13.81,58.000000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,57.990000,0,0,0,0,35.58,0,73.33,0,32.79,0,0,106.75,0,0,35.59,0,0,73.33

21,05:00-05:15,0.000000,10.380000,28.780000,0.000000,15.08,58.000000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,57.990000,0,0,0,0,35.58,0,73.33,0,33.26,0,0,106.75,0,0,35.59,0,0,73.33

22,05:15-05:30,0.000000,10.380000,28.780000,0.000000,14.87,58.000000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,57.990000,0,0,0,0,35.58,0,73.33,0,33.7,0,0,106.75,0,0,35.59,0,0,73.33

23,05:30-05:45,0.000000,10.380000,28.780000,0.000000,14.47,33.170000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,57.990000,0,0,0,0,35.58,0,73.33,0,33.77,0,0,106.75,0,0,35.59,0,0,73.33

24,05:45-06:00,0.000000,10.380000,28.780000,0.000000,14.19,33.170000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,57.990000,0,0.18,0.05,0.67,35.58,0,73.33,0,34.25,0.01,0,106.75,0,0,35.59,0,0.33,73.33

25,06:00-06:15,0.000000,10.380000,28.780000,0.000000,14.04,33.170000,26.060000,26.060000,213.600000,261.530000,0.000000,11.900000,0.000000,10.770000,57.990000,0,1.66,2.19,2.67,35.58,0.88725,73.33,1.16,34.42,0.44,0.13,106.75,1.45,0,35.59,0.5,1.33,73.33

26,06:15-06:30,0.170000,10.380000,28.780000,0.000000,13.85,33.170000,26.060000,26.060000,213.600000,261.530000,0.170000,11.900000,0.170000,10.770000,57.990000,0,3.79,5.91,4,35.58,3.50025,74.22,4.33,34.59,1.18,0.86,106.75,3,0,35.59,1.86,2,74.22

27,06:30-06:45,0.520000,10.380000,28.780000,0.000000,10.65,33.170000,26.060000,26.060000,226.160000,261.530000,0.510000,11.900000,0.510000,10.770000,57.990000,0,6.53,10.45,4,35.58,7.02975,80,9.16,34.67,2.09,2,106.75,8,0,35.59,3.93,2,80

28,06:45-07:00,1.080000,10.380000,28.780000,0.000000,10.49,33.170000,26.060000,26.060000,226.160000,230.380000,1.050000,11.900000,1.050000,10.770000,57.990000,22.67,9.75,16.08,7.33,35.58,11.39775,80,15.55,34.67,3.22,4,106.75,15,20.24,35.59,6.67,3.67,80

29,07:00-07:15,1.640000,10.380000,29.750000,0.000000,10.4,33.170000,26.060000,26.060000,226.160000,193.960000,1.600000,11.900000,1.600000,10.770000,42.990000,22.35,13.28,24.15,9.33,35.58,16.21425,80,23.91,34.67,4.83,6,106.75,22,22.35,35.59,10.24,4.67,80

30,07:15-07:30,2.270000,10.380000,29.750000,0.000000,9.72,33.170000,26.060000,26.060000,226.160000,184.290000,2.220000,11.900000,2.220000,10.770000,42.990000,22.73,15.01,34.43,10.67,35.58,21.099,80,34.12,34.67,6.88,10,106.75,22.73,22.74,35.59,14.62,5.33,80

31,07:30-07:45,3.340000,10.380000,28.740000,0.000000,8.13,33.170000,26.060000,26.060000,226.160000,160.130000,3.270000,11.900000,3.270000,10.770000,42.990000,23.07,20.21,46.57,14,31.2,28.431,76.67,45.67,31.21,9.31,14,93.6,23.07,23.06,31.2,19.57,7,76.67

32,07:45:08:00,4.290000,10.380000,28.740000,0.000000,7.73,35.250000,26.060000,26.060000,193.300000,160.130000,4.180000,11.900000,4.180000,10.770000,42.990000,23.9,25.93,46.58,18.67,31.7,33.99825,77.61,58.51,31.77,9.31,18,95.1,23.9,23.9,31.69,25.08,9.33,77.61

33,08:00-08:15,5.440000,10.380000,27.780000,0.000000,7.2,35.250000,26.060000,26.060000,193.300000,160.130000,5.310000,11.900000,5.310000,10.770000,33.830000,25.23,32,57.48,22,31.93,39.80925,77.01,70,32.11,11.49,22,95.78,25.23,25.24,31.92,30,11,77.01

34,08:15-08:30,6.400000,10.380000,27.780000,0.000000,7.2,35.250000,26.060000,26.060000,193.300000,160.130000,6.240000,11.900000,6.240000,10.770000,33.830000,26.7,38.17,74.99,26,32.29,45.77625,78.16,80.5,32.81,15,26,96.88,26.7,26.7,32.3,34.5,13,78.16

35,08:30-08:45,7.450000,10.380000,27.780000,0.000000,7.2,35.250000,26.060000,26.060000,193.300000,160.130000,7.270000,11.900000,7.270000,10.770000,33.830000,27.82,44.17,117.29,30.67,33.12,51.0315,76.81,91,33.33,23.46,28,99.36,27.82,27.81,33.11,39,15.33,76.81

36,08:45:09:00,8.490000,10.380000,28.740000,0.000000,7.2,35.250000,26.060000,26.060000,193.300000,160.130000,8.290000,11.900000,8.290000,10.770000,33.830000,28.48,50.27,132.07,36.67,33.46,56.199,77.72,101.5,33.33,26.41,32,100.37,28.48,28.49,33.45,43.5,18.33,77.72

37,09:00:09:15,9.380000,10.380000,28.740000,0.000000,7.2,35.250000,26.060000,26.060000,212.630000,160.130000,9.150000,11.900000,9.150000,10.770000,33.830000,28.48,56.02,146.83,42,33.63,60.177,76.42,112,33.33,29.36,36,100.88,28.48,28.49,33.62,48,21,76.42

38,09:15-09:30,10.220000,10.380000,28.740000,0.000000,7.2,35.250000,26.060000,26.060000,241.620000,184.290000,9.970000,11.900000,9.970000,10.770000,33.830000,28.48,61.57,161.49,49.34,34.51,64.974,76.93,122.5,33.33,32.3,38,103.54,28.48,28.49,34.52,52.5,24.66,76.93

39,09:30-09:45,11.140000,10.380000,28.740000,0.000000,7.4,35.250000,26.060000,26.060000,241.620000,201.390000,10.860000,11.900000,10.860000,10.770000,48.840000,28.82,46.67,174.72,52,34.98,70.97025,77.45,133,36.67,34.94,34,104.93,28.82,28.81,34.98,57,26,77.45

40,09:45-10:00,11.690000,10.380000,28.740000,0.000000,7.4,35.250000,26.060000,26.060000,241.620000,201.390000,11.410000,11.900000,11.410000,10.770000,48.840000,28.82,51.67,190.29,56.67,35,76.908,77.96,143.5,36.67,38.06,36,105,28.82,28.81,35,61.5,28.33,77.96

41,10:00-10:15,10.290000,10.420000,29.710000,0.000000,7.4,52.120000,26.060000,26.060000,253.220000,201.390000,10.040000,11.900000,10.040000,10.770000,48.840000,28.82,56.67,205.38,62,35,82.3485,77.42,154,36.67,41.07,38,105,28.82,28.81,35,66,31,77.42

42,10:15-10:30,10.870000,10.420000,29.710000,0.000000,7.4,58.000000,26.060000,26.060000,253.220000,201.390000,10.600000,11.900000,10.600000,10.770000,48.840000,28.82,61.67,205.38,70,35,87.204,76.91,161,36.67,41.07,40,105,28.82,28.81,35,69,35,76.91

43,10:30-10:45,11.780000,10.420000,29.710000,0.000000,7.4,58.000000,26.060000,26.060000,253.220000,201.390000,11.490000,11.900000,11.490000,10.770000,48.840000,28.82,66.67,205.38,72.01,37.5,81.549,76.4,168,36.67,41.07,42,112.5,28.82,28.81,37.5,72,36,76.4

44,10:45-11:00,12.240000,10.420000,29.710000,0.000000,7.4,58.000000,26.060000,26.060000,253.220000,201.390000,11.950000,11.900000,11.950000,10.770000,48.840000,29.67,85.63,205.38,74.67,37.5,86.697,78.33,175,39,41.07,44,112.5,29.67,29.66,37.5,75,37.33,78.33

45,11:00-11:15,12.580000,10.420000,25.840000,0.000000,7.4,58.000000,26.060000,26.060000,253.220000,165.940000,12.270000,11.900000,12.270000,10.770000,48.840000,30.5,88.4,212.97,74,37.5,91.64025,78.33,175,39,42.59,45,112.5,30.5,30.5,37.5,75,37,78.33

46,11:15-11:30,12.820000,10.420000,25.840000,0.000000,7.4,58.000000,26.060000,26.060000,253.220000,165.940000,12.500000,11.900000,12.500000,10.770000,48.840000,30.5,89.44,212.97,73.34,37.5,96.26175,78.33,175,39,42.59,45,112.5,30.5,30.5,37.5,75,36.66,78.33

47,11:30-11:45,8.120000,10.420000,25.840000,0.000000,7.4,58.000000,26.060000,26.060000,253.220000,165.940000,7.920000,11.900000,7.920000,10.770000,48.840000,30.83,90.51,212.97,73.34,37.5,98.85525,78.33,175,39,42.59,45,112.5,30.83,30.84,37.5,75,36.66,78.33

48,11:45-12:00,8.120000,10.420000,25.840000,0.000000,7.4,58.000000,26.060000,26.060000,253.220000,165.940000,7.920000,11.900000,7.920000,10.770000,48.840000,30.83,90.69,225.47,72.67,37.5,100.932,78.33,178.5,39,45.09,32,112.5,30.83,30.84,37.5,76.5,36.33,78.33

49,12:00-12:15,8.120000,10.420000,25.840000,0.000000,7.4,58.000000,26.060000,26.060000,253.220000,165.940000,7.920000,11.900000,7.920000,10.770000,48.840000,30.83,91.03,225.47,72.67,37.5,89.856,78.33,178.5,39,45.09,34,112.5,30.83,30.84,37.5,76.5,36.33,78.33

50,12:15-12:30,8.120000,10.420000,25.840000,0.000000,7.4,58.000000,26.060000,26.060000,253.220000,165.940000,7.920000,11.900000,7.920000,10.770000,48.840000,30.83,91.14,225.47,72.67,37.5,91.377,78.33,178.5,39,45.09,36,112.5,30.83,30.84,37.5,76.5,36.33,78.33

51,12:30-12:45,8.120000,10.420000,25.840000,0.000000,7.4,58.000000,26.060000,26.060000,253.220000,165.940000,7.920000,11.900000,7.920000,10.770000,48.840000,30.83,90.83,225.47,76,37.5,95.784,78.33,178.5,39,45.09,38,112.5,30.83,30.84,37.5,76.5,38,78.33

52,12:45-13:00,12.730000,10.420000,25.840000,0.000000,7.4,58.000000,26.060000,26.060000,253.220000,165.940000,12.420000,11.900000,12.420000,10.770000,48.840000,30.83,91.17,225.47,76,37.5,99.77175,78.33,178.5,39,45.09,40,112.5,30.83,30.84,37.5,76.5,38,78.33

53,13:00-13:15,12.730000,10.420000,25.840000,0.000000,7.4,58.000000,26.060000,26.060000,253.220000,165.940000,12.420000,11.900000,12.420000,10.770000,48.840000,30.83,90.79,225.47,76.67,37.5,102.4725,78.33,178.5,39,45.09,40,112.5,30.83,30.84,37.5,76.5,38.33,78.33

54,13:15-13:30,12.630000,10.420000,25.840000,0.000000,7.4,58.000000,26.060000,26.060000,253.220000,165.940000,12.320000,11.900000,12.320000,10.770000,48.840000,30.83,90.45,229.17,76.67,37.5,103.038,78.33,182,30.44,45.83,45,112.5,30.83,30.84,37.5,78,38.33,78.33

55,13:30-13:45,10.080000,10.420000,25.840000,0.000000,7.4,58.000000,26.060000,26.060000,253.220000,165.940000,9.830000,11.900000,9.830000,10.770000,48.840000,30.83,89.99,229.17,77.34,37.5,84.7665,78.33,182,30.49,45.83,45,112.5,30.83,30.84,37.5,78,38.66,78.33

56,13:45-14:00,9.830000,10.420000,25.840000,0.000000,8.25,58.000000,26.060000,26.060000,253.220000,165.940000,9.590000,11.900000,9.590000,10.770000,48.840000,30.83,88.71,229.17,78,37.5,79.17,78.33,182,30.49,45.83,45,112.5,30.83,30.84,37.5,78,39,78.33

57,14:00-14:15,9.480000,10.420000,25.840000,0.000000,11.4,58.000000,26.060000,26.060000,253.220000,165.940000,9.250000,11.900000,9.250000,10.770000,48.840000,30.83,88.05,229.17,78.67,37.5,73.8855,78.33,182,30.49,45.83,45,112.5,30.83,30.84,37.5,78,39.33,78.33

58,14:15-14:30,9.260000,10.420000,25.840000,0.000000,14.43,58.000000,26.060000,26.060000,253.220000,165.940000,9.040000,11.900000,9.040000,10.770000,48.840000,30.83,86.46,229.17,76.68,37.5,68.55225,78.33,178.5,30.49,45.83,45,112.5,30.83,30.84,37.5,76.5,38.33,78.33

59,14:30-14:45,9.080000,10.420000,25.840000,0.000000,16.13,58.000000,26.060000,26.060000,253.220000,165.940000,8.860000,11.900000,8.860000,10.770000,48.840000,30.83,84.24,229.17,75.34,37.5,65.52975,78.33,175,30.49,45.83,45,112.5,30.83,30.84,37.5,75,37.66,78.33

60,14:45-15:00,8.750000,10.420000,25.840000,0.000000,17.73,58.000000,26.060000,26.060000,253.220000,165.940000,8.540000,11.900000,8.540000,10.770000,48.840000,30.83,80.91,229.17,73.34,37.5,62.283,78.33,168,30.49,45.83,45,112.5,30.83,30.84,37.5,72,36.66,78.33

61,15:00-15:15,8.490000,10.420000,25.840000,0.000000,19.13,58.000000,26.060000,26.060000,271.830000,194.930000,8.290000,11.900000,8.290000,10.770000,48.840000,30.83,77.31,223.62,68.67,37.5,46.176,78.33,161,30.49,44.72,45,112.5,30.83,30.84,37.5,69,34.33,78.33

62,15:15-15:30,8.050000,10.420000,25.840000,0.000000,29.12,58.000000,26.060000,26.060000,271.830000,226.080000,7.860000,11.900000,7.860000,10.770000,48.840000,30.83,73.39,206.12,63.34,37.5,42.22725,78.33,150.5,31.89,41.22,40,112.5,30.83,30.84,37.5,64.5,31.66,78.33

63,15:30-15:45,7.620000,10.420000,25.840000,0.000000,28.52,58.000000,26.060000,26.060000,271.830000,226.080000,7.440000,11.900000,7.440000,10.770000,48.840000,30.83,69.23,188.44,60.67,37.5,36.68925,80,140,33.54,37.69,40,112.5,30.83,30.84,37.5,60,30.33,80

64,15:45-16:00,7.160000,10.420000,25.840000,0.000000,27.72,58.000000,26.060000,26.060000,271.830000,226.080000,6.990000,11.900000,6.990000,10.770000,48.840000,30.83,64.76,176.62,56.67,37.5,31.4535,80,126,35.22,35.32,40,112.5,30.83,30.84,37.5,54,28.33,80

65,16:00-16:15,6.610000,10.420000,25.840000,0.000000,27.31,58.000000,26.060000,26.060000,271.830000,226.080000,6.450000,11.900000,6.450000,5.420000,48.840000,30.83,59.38,166.64,54.67,37.5,27.4365,80,115.5,36.01,33.33,38.14,112.5,30.83,30.84,37.5,49.5,27.33,80

66,16:15-16:30,5.980000,10.420000,26.810000,0.000000,26.71,58.000000,26.060000,26.060000,271.830000,226.080000,5.840000,11.900000,5.840000,5.420000,48.840000,30.83,54.39,153.17,50,37.5,24.40425,80,105,36.67,30.63,34.77,112.5,30.83,30.84,37.5,45,25,80

67,16:30-16:45,5.280000,10.420000,26.810000,0.000000,26.31,58.000000,26.060000,26.060000,271.830000,226.080000,5.160000,11.900000,5.160000,10.770000,64.950000,30.83,48.88,138.52,46,37.5,23.95575,80,94.5,36.67,27.7,31.29,112.5,30.83,30.84,37.5,40.5,23,80

68,16:45-17:00,6.590000,10.420000,27.780000,0.000000,25.71,58.000000,26.060000,26.060000,271.830000,226.080000,6.430000,11.900000,6.430000,10.770000,64.950000,33,42.71,123.79,42,37.5,20.8065,80,84,36.67,24.76,27.86,112.5,25,33,37.5,36,21,80

69,17:00-17:15,5.770000,10.420000,28.740000,0.000000,27.66,58.000000,26.060000,26.060000,271.830000,226.080000,5.620000,11.900000,5.620000,10.770000,64.950000,20.24,36.61,109.09,38,38.33,17.65725,80,73.5,36.67,21.82,24.31,115,20,32.15,38.34,31.5,19,80

70,17:15-17:30,4.750000,10.420000,28.740000,0.000000,27.54,58.000000,26.060000,26.060000,271.830000,226.080000,4.630000,11.900000,4.630000,10.770000,64.950000,0,30.96,92.65,38,38.33,14.5275,80,59.58,36.67,18.53,20.52,115,15,12.14,38.34,25.54,19,80

71,17:30-17:45,3.840000,10.420000,29.710000,0.000000,27.31,58.000000,26.060000,26.060000,271.830000,226.080000,3.740000,11.900000,3.740000,10.770000,64.950000,0,25.24,76.14,34,38.33,11.55375,80,45.56,36.67,15.23,16.27,115,8.74,0,38.34,19.53,17,80

72,17:45-18:00,2.830000,10.420000,29.710000,0.000000,27.14,58.000000,26.060000,26.060000,271.830000,226.080000,2.750000,11.900000,2.750000,10.770000,64.950000,0,19.93,62.51,28,38.33,8.62875,80,33.84,36.67,12.5,11.95,115,2.7,0,38.34,14.5,14,80

73,18:00-18:15,2.060000,10.420000,27.690000,0.000000,26.71,58.000000,26.090000,26.090000,271.830000,261.530000,2.020000,11.900000,2.020000,10.770000,64.950000,0,15.01,48.88,22.67,38.33,6.81525,80,24.2,36.67,9.77,8.44,115,0,0,38.34,10.37,11.33,80

74,18:15-18:30,1.460000,10.420000,27.690000,0.000000,20.27,58.000000,26.090000,26.090000,271.830000,261.530000,1.420000,11.900000,1.420000,10.770000,64.950000,0,10.89,35.52,18,38.33,4.18275,80,16.14,36.67,7.1,5.78,115,0,0,38.34,6.92,9,80

75,18:30-18:45,0.830000,10.420000,27.690000,0.000000,21.11,58.000000,26.090000,26.090000,271.830000,261.530000,0.810000,11.900000,0.810000,10.770000,64.950000,0,6.66,20.86,12.67,38.33,1.599,80,9.66,36.67,4.17,3.67,115,0,0,38.34,4.14,6.33,80

76,18:45-19:00,0.360000,10.420000,26.690000,0.000000,21.71,58.000000,26.090000,26.090000,271.830000,261.530000,0.350000,11.900000,0.350000,10.770000,74.110000,0,0.35,10.85,8.67,38.33,0.078,80,5.13,36.67,2.17,2.06,115,0,0,38.34,2.2,4.33,80

77,19:00-19:15,0.130000,10.420000,27.650000,0.000000,22.31,58.000000,24.670000,24.670000,271.830000,261.530000,0.130000,11.900000,0.130000,10.770000,74.110000,0,0.03,3.49,6,38.33,0,80,2.11,36.67,0.7,0.92,115,0,0,38.34,0.9,3,80

78,19:15-19:30,0.000000,10.420000,26.690000,0.000000,22.91,58.000000,24.670000,24.670000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,1.08,3.33,38.33,0,80,0.39,36.67,0.22,0.21,115,0,0,38.34,0.17,1.67,80

79,19:30-19:45,0.000000,10.420000,26.690000,0.000000,23.51,58.000000,23.360000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0.67,38.33,0,80,0,36.67,0,0,115,0,0,38.34,0,0.33,80

80,19:45-20:00,0.000000,10.420000,27.650000,0.000000,34.15,58.000000,23.360000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,38.33,0,80,0,36.67,0,0,115,0,0,38.34,0,0,80

81,20:00-20:15,0.000000,10.420000,28.660000,0.000000,34.15,58.000000,23.360000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,38.33,0,80,0,36.67,0,0,115,0,0,38.34,0,0,80

82,20:15-20:30,0.000000,10.420000,28.660000,0.000000,34.15,58.000000,23.360000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,38.33,0,80,0,36.67,0,0,115,0,0,38.34,0,0,80

83,20:30-20:45,0.000000,10.420000,28.660000,0.000000,33.81,58.000000,23.360000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,38.33,0,80,0,36.67,0,0,115,0,0,38.34,0,0,80

84,20:45-21:00,0.000000,10.420000,28.660000,0.000000,33.47,58.000000,23.360000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,38.33,0,80,0,36.67,0,0,115,0,0,38.34,0,0,80

85,21:00-21:15,0.000000,10.420000,28.660000,0.000000,32.96,58.000000,13.910000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,38.33,0,80,0,36.67,0,0,115,0,0,38.34,0,0,80

86,21:15-21:30,0.000000,10.420000,28.660000,0.000000,32.33,58.000000,13.910000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,38.33,0,80,0,38.33,0,0,115,0,0,38.34,0,0,80

87,21:30-21:45,0.000000,10.420000,28.660000,0.000000,35.02,58.000000,13.910000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,38.33,0,80,0,38.33,0,0,115,0,0,38.34,0,0,80

88,21:45-22:00,0.000000,10.420000,30.680000,0.000000,34.73,58.000000,13.910000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,38.33,0,80,0,38.33,0,0,115,0,0,38.34,0,0,80

89,22:00-22:15,0.000000,10.420000,30.680000,0.000000,33.45,58.000000,13.910000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,38.33,0,80,0,38.33,0,0,115,0,0,38.34,0,0,80

90,22:15-22:30,0.000000,10.420000,30.680000,0.000000,32.35,58.000000,13.910000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,38.33,0,80,0,38.33,0,0,115,0,0,38.34,0,0,80

91,22:30-22:45,0.000000,10.420000,30.680000,0.000000,32.28,58.000000,13.910000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,38.33,0,80,0,38.33,0,0,115,0,0,38.34,0,0,80

92,22:45-23:00,0.000000,10.420000,29.710000,0.000000,29.12,58.000000,13.910000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,38.33,0,80,0,38.33,0,0,115,0,0,38.34,0,0,80

93,23:00-23:15,0.000000,10.420000,30.720000,0.000000,28.66,58.000000,13.910000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,38.33,0,80,0,38.33,0,0,115,0,0,38.34,0,0,80

94,23:15-23:30,0.000000,10.420000,29.750000,0.000000,28.12,58.000000,13.910000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,38.33,0,80,0,38.33,0,0,115,0,0,38.34,0,0,80

95,23:30-23:45,0.000000,10.420000,29.750000,0.000000,27.72,58.000000,13.910000,30.930000,271.830000,261.530000,0.000000,11.900000,0.000000,10.770000,74.110000,0,0,0,0,38.33,0,80,0,38.33,0,0,115,0,0,38.34,0,0,80

