Block,Time,CHAMERA2,JHAJJAR,KGSU1AND2,KUDGI,NLCEXP,NLCTS2EXP,RSTPSU1TO6,SIMHST1,SINGRAULI_HYDRO,TANDA2,TelanganaSTPP,ANTA_LF,DADRI_RF,KGSU3AND4,KKNPPU2,MAPS,NTPL,RAMPUR,RAPPC,TANAKPUR,UNCHAHAR1,UNCHAHAR3,DADRI_CRF,KHSTPP-II,KISHANGANGA,RIHAND3,TEHRI,ANTA_GF,DADRI_LF,CHAMERA1,FSTPP I & II,KHSTPP-I,NAPP,UNCHAHAR2,AURY_GF,AURY_LF,CHAMERA3,DADRT2,KOLDAM,NLCIIST2,NNTPP,PARBATI3,RAPPB,SEWA2,AURY_RF,BRBCL,DHAULIGNGA,KOTESHWR,RIHAND1,SALAL,SINGRAULI,URI2,DADRI_GF,BSIUL,DULHASTI,KKNP,NJPC,NLCIIST1,RIHAND2,SASAN,SIMHST2,TALA,TALST2,URI,ANTA_CRF,AURY_CRF,RSTPSU7,UNCHAHAR4,VALLURNTECL,ANTA_RF
18,04:15-04:30,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,44.67,5.76,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,2.33,125.96,4.31,0,0,16.48,0,0,0,118.75,405,0,0,0,2.21,0,0,0,0,0,45.05

19,04:30-04:45,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,44.67,5.76,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,2.33,125.96,4.31,0,0,16.48,0,0,0,118.75,405,0,0,0,5.52,0,0,0,0,0,45.25

20,04:45-05:00,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,44.67,5.76,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,2.33,125.96,4.31,0,0,16.48,0,0,0,118.75,405,0,0,0,5.52,0,0,0,0,0,45.25

21,05:00-05:15,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,44.67,5.76,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,2.33,125.96,4.31,0,0,16.48,0,0,0,118.75,405,0,0,0,5.52,0,0,0,0,0,45.25

22,05:15-05:30,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,44.67,5.76,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,2.33,125.96,4.31,0,0,16.48,0,0,0,118.75,405,0,0,0,5.52,0,0,0,0,0,45.25

23,05:30-05:45,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,44.67,5.76,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,2.33,125.96,4.31,0,0,16.48,0,23.39,0,118.75,405,0,0,0,5.52,0,0,0,0,0,45.25

24,05:45-06:00,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,44.67,5.76,10.27,26.39,0,148.3,0,124.32,14.93,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,2.33,125.96,4.31,0,0,16.48,0,23.39,0,118.75,405,0,0,0,5.52,0,0,0,0,0,45.25

25,06:00-06:15,3.33,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,45.94,0,10.27,26.39,0,148.3,0,124.32,14.93,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,2.33,125.96,4.31,0,0,16.48,0,46.79,0,118.75,405,0,0,0,5.52,0,0,0,0,0,45.25

26,06:15-06:30,13.17,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,45.94,0,10.27,26.39,0,148.3,0,124.32,29.86,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,7.92,8.88,92,2.33,125.96,4.31,0,0,16.48,0,70.17,0,118.75,405,0,0,0,5.52,0,0,0,0,0,45.47

27,06:30-06:45,13.17,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,45.94,0,10.27,26.39,0,148.3,0,124.32,44.79,0,23.57,12.01,20.8,33.69,44.21,42.39,0,0,9.67,683.14,0,0,0,0,0,0,71.24,20,10.57,8.88,92,2.33,125.96,4.31,0,2.2,32.95,0,93.56,0,118.75,405,0,0,0,5.52,0,0,0,0,0,45.47

28,06:45-07:00,26.34,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,45.94,0,10.27,26.39,0,148.3,0,124.32,62.24,0,23.57,12.25,20.8,33.69,44.21,42.39,0,0,19.38,683.14,0,0,0,0,0,0,71.24,20,16.59,9.86,92,9.29,125.96,4.31,0,13.04,32.95,0,93.56,0,118.75,405,0,0,0,5.52,0,0,0,0,0,45.47

29,07:00-07:15,26.34,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,45.94,0,10.27,26.39,0,148.3,0,124.32,62.24,0,23.57,28.1,20.8,33.69,44.21,42.39,0,0,19.38,682.79,0,0,0,0,0,7.9,71.24,20,19.81,9.86,92,41.83,125.96,4.31,0,13.04,32.95,0,93.56,0,118.75,405,0,0,0,5.52,0,0,0,0,0,45.47

30,07:15-07:30,26.34,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,45.94,0,10.27,26.39,0,148.3,0,124.32,62.24,0,23.57,28.1,20.8,33.69,44.21,42.39,0,0,19.38,682.79,0,0,0,0,0,7.9,71.24,20,27.41,9.86,92,41.83,125.96,4.31,0,13.04,32.95,0,93.56,0,118.75,405,0,0,0,5.52,0,0,0,0,0,45.47

31,07:30-07:45,26.34,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,45.94,0,10.27,26.39,0,148.3,0,124.32,62.24,0,23.57,28.1,20.8,33.69,44.21,42.39,0,0,19.38,682.79,0,0,0,0,0,8.19,71.24,20,27.41,9.86,92,41.83,125.96,4.31,0,13.04,32.95,0,93.56,0,118.75,405,0,0,0,5.52,0,0,0,0,0,45.47

32,07:45-08:00,26.34,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,45.94,0,10.27,26.39,0,148.3,0,124.32,62.24,0,23.57,28.1,20.8,33.69,44.21,42.39,0,0,19.38,682.79,0,0,0,0,0,8.19,71.24,20,27.41,9.86,92,41.83,125.96,4.31,0,13.04,32.95,0,103.04,0,118.75,405,0,0,0,5.52,0,0,0,0,0,45.47

33,08:00-08:15,26.34,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,47.59,0,10.27,26.39,0,148.3,0,124.32,62.24,0,23.57,28.1,20.8,33.69,44.21,42.39,0,0,19.38,682.79,0,0,0,0,0,8.19,71.24,20,27.41,9.86,92,41.83,125.96,4.31,0,13.04,32.95,0,103.04,0,118.75,405,0,0,0,26.49,0,0,0,0,0,45.47

34,08:15-08:30,26.34,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,47.59,0,10.27,26.39,0,148.3,0,124.32,62.24,0,23.57,28.1,20.8,33.69,44.21,42.39,0,0,19.38,682.79,0,0,0,0,0,8.19,71.24,20,27.41,9.86,92,41.83,125.96,4.31,0,13.04,32.95,0,103.04,0,118.75,405,0,0,0,26.49,0,0,0,0,0,45.47

35,08:30-08:45,13.17,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,47.59,0,10.27,26.39,0,148.3,0,124.32,62.24,0,23.57,12.01,20.8,33.69,44.21,42.39,0,0,9.67,682.79,0,0,0,0,0,0,71.24,20,16.25,8.88,92,9.29,125.96,4.31,0,2.2,16.48,0,103.04,0,118.75,405,0,0,0,26.49,0,0,0,0,0,45.25

36,08:45-09:00,13.17,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,47.59,0,10.27,26.39,0,148.3,0,124.32,44.79,0,23.57,0,20.8,33.69,44.21,42.39,0,0,9.67,682.79,0,0,0,0,0,0,71.24,20,9.12,8.88,92,1.4,125.96,4.31,0,0,16.48,0,103.04,0,118.75,405,0,0,0,2.21,0,0,0,0,0,45.05

37,09:00-09:15,13.17,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,47.59,0,10.27,26.39,0,148.3,0,124.32,44.79,0,23.57,0,20.8,33.69,44.21,42.39,0,0,9.67,682.79,0,0,0,0,0,0,71.24,20,9.12,8.88,92,1.4,125.96,4.31,0,0,16.48,0,70.17,0,118.75,405,0,0,0,2.21,0,0,0,0,0,44.83

38,09:15-09:30,13.17,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,47.59,0,10.27,26.39,0,148.3,0,124.32,31.12,0,23.57,0,20.8,33.69,44.21,42.39,0,0,9.67,682.79,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,16.48,0,70.17,0,118.75,405,0,0,0,2.21,0,0,0,0,0,44.83

39,09:30-09:45,13.17,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,47.59,0,10.27,26.39,0,148.3,0,124.32,31.12,0,23.57,0,20.8,33.69,44.21,42.39,0,0,9.67,682.79,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,70.17,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,44.63

40,09:45-10:00,13.17,624.8,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,47.59,0,10.27,26.39,0,148.3,0,124.32,14.93,0,23.57,0,20.8,33.69,44.21,42.39,0,0,9.67,682.79,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,46.79,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,44.41

41,10:00-10:15,13.17,624.8,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,48.86,1.15,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,9.67,682.79,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,23.39,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,44.31

42,10:15-10:30,0,574.8,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,48.86,1.15,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,682.78,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,44.31

43,10:30-10:45,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,48.86,1.15,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,682.78,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,44.1

44,10:45-11:00,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,48.86,1.15,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,43.89

45,11:00-11:15,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,48.86,1.15,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,43.68

46,11:15-11:30,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,48.86,1.15,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,2.21,0,0,0,0,0,43.68

47,11:30-11:45,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,48.86,1.15,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,10.76,0,0,0,0,0,0,118.75,416.25,0,0,0,1.11,0,0,0,0,0,43.47

48,11:45-12:00,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,48.86,1.15,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,10.76,0,0,0,0,0,0,118.75,416.25,0,0,0,1.11,0,0,0,0,0,43.47

49,12:00-12:15,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,51.4,1.15,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,1.11,0,0,0,0,0,43.36

50,12:15-12:30,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,51.4,1.15,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,1.11,0,0,0,0,0,43.16

51,12:30-12:45,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,51.4,1.15,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,1.11,0,0,0,0,0,43.16

52,12:45-13:00,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,51.4,1.15,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,1.11,0,0,0,0,0,42.94

53,13:00-13:15,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,51.4,1.15,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,10.76,0,0,0,0,0,0,118.75,416.25,0,0,0,26.49,0,0,0,0,0,42.94

54,13:15-13:30,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,51.4,1.15,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,10.76,0,0,0,0,0,0,118.75,416.25,0,0,0,26.49,0,0,0,0,0,42.94

55,13:30-13:45,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,51.4,1.15,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,10.76,0,0,0,0,0,0,118.75,416.25,0,0,0,1.11,0,0,0,0,0,42.94

56,13:45-14:00,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,51.4,1.15,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,10.76,0,0,0,0,0,0,118.75,416.25,0,0,0,1.11,0,0,0,0,0,42.74

57,14:00-14:15,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,51.64,5.76,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,1.11,0,0,0,0,0,42.94

58,14:15-14:30,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,51.64,5.76,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,1.11,0,0,0,0,0,42.94

59,14:30-14:45,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,51.9,5.76,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,1.11,0,0,0,0,0,42.94

60,14:45-15:00,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,51.9,5.76,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,1.11,0,0,0,0,0,42.94

61,15:00-15:15,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,1.11,0,0,0,0,0,42.94

62,15:15-15:30,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.27,26.39,0,148.3,0,124.32,0,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,1.11,0,0,0,0,0,42.94

63,15:30-15:45,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.27,26.39,0,148.3,0,124.32,15.06,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,26.49,0,0,0,0,0,42.94

64,15:45-16:00,0,654.3,0,0,0,0,0,0,0,0,0,0,69.05,0,0,0,0,0,52.29,0.51,10.27,26.39,0,148.3,0,124.32,15.56,0,23.57,0,20.8,33.69,44.21,42.39,0,0,0,683.14,0,0,0,0,0,0,71.24,20,0,8.88,92,1.4,125.96,4.31,0,0,0,0,0,0,118.75,416.25,0,0,0,26.49,0,0,0,0,0,42.94

