Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,SR/01112023/30112023/KSEB_BYPL-NOV23,SR/01102023/07102043/L_NR_2018_61,NR/03112023/30112023/IEX-231101-05680,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/31102037/L_NR_2019_11,NR/03112023/30112023/HPX-TAMDLY-011123-05147,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01112023/30112023/HP-09,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,WR/01102023/16072048/L_NR_2022_08,NR/01112023/30112023/HP-10,NR/01102023/23072042/L_NR_2012_04,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/31052040/LT-31,NR/22102023/11042047/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/30042040/GNA_LT_36
72,17:45-18:00,0,7.19,144.68,7.21,48.220000,0,1.920000,48.220000,15.98,0,7.2,21.59,0,0.000000,0,15.98,0.000000,1.940000,2.310000,6.34,203.780000,271.270000,0,1,0.040000,1,260.990000,0.000000,0,0.46,30.860000,101.020000,111.880000,87.000000,0,0.040000,26.040000,2.31,4,1,0.040000

73,18:00-18:15,0,8.7,144.68,7.21,48.220000,0,2.000000,48.220000,17.18,0,8.7,26.1,0,0.000000,0,17.18,0.000000,1.170000,2.310000,7.9,73.790000,271.270000,0,0,0.000000,0,260.990000,0.000000,0,0.18,30.380000,101.020000,114.780000,87.000000,0,0.000000,26.040000,0.89,0,0,0.000000

74,18:15-18:30,0,10.12,144.68,7.21,48.220000,0,2.000000,48.220000,19.82,0,10.12,30.35,0,0.000000,0,19.82,0.000000,1.170000,2.310000,8.92,73.790000,271.270000,0,0,0.000000,0,260.990000,0.000000,0,0,30.380000,101.020000,114.780000,87.000000,0,0.000000,26.040000,0,0,0,0.000000

75,18:30-18:45,0,11.27,144.68,9.61,48.220000,0,2.000000,48.220000,22.56,0,11.28,33.83,0,0.000000,0,22.56,0.000000,1.780000,2.310000,9.21,73.790000,271.270000,0,0,0.000000,0,260.990000,0.000000,0,0,30.860000,101.020000,114.780000,87.000000,0,0.000000,27.010000,0,0,0,0.000000

76,18:45-19:00,0,13.37,144.68,9.21,48.220000,0,2.000000,48.220000,26.75,0,13.37,40.11,0,0.000000,0,26.75,0.000000,1.780000,2.310000,9.55,73.790000,271.270000,0,0,0.000000,0,260.990000,0.000000,0,0,30.860000,101.020000,114.780000,87.000000,0,0.000000,26.040000,0,0,0,0.000000

77,19:00-19:15,0,14.05,144.68,8.81,48.220000,0,2.000000,48.220000,28.86,0,14.04,42.12,0,0.000000,0,28.86,0.000000,1.780000,2.310000,9.88,73.790000,271.270000,0,0,0.000000,0,260.990000,0.000000,0,0,30.860000,101.020000,114.780000,87.000000,0,0.000000,26.040000,0,0,0,0.000000

78,19:15-19:30,0,14.9,144.68,8.41,48.220000,0,2.000000,48.220000,30.15,0,14.89,44.68,0,0.000000,0,30.15,0.000000,1.780000,2.310000,10.14,73.790000,271.270000,0,0,0.000000,0,260.990000,0.000000,0,0,30.860000,101.020000,114.780000,87.000000,0,0.000000,26.040000,0,0,0,0.000000

79,19:30-19:45,0,15.5,144.68,8.01,48.220000,0,2.000000,48.220000,34.25,0,15.5,46.5,0,0.000000,0,34.25,0.000000,1.780000,2.310000,9.95,73.790000,271.270000,0,0,0.000000,0,260.990000,15.330000,0,0,15.330000,101.020000,117.670000,87.000000,0,0.000000,26.040000,0,0,0,0.000000

80,19:45-20:00,0,16.05,144.68,7.61,48.220000,0,2.000000,48.220000,37.48,0,16.04,48.13,0,0.000000,0,37.48,0.000000,1.780000,2.310000,12.88,73.790000,271.270000,0,0,0.000000,0,260.990000,15.330000,0,0,15.330000,101.020000,117.670000,87.000000,0,0.000000,26.040000,0,0,0,0.000000

81,20:00-20:15,0,17.15,144.68,12.41,48.220000,0,2.000000,48.220000,41.85,0,17.14,51.43,0,0.000000,0,41.85,0.000000,1.780000,2.310000,13.47,73.790000,271.270000,0,0,0.000000,0,260.990000,15.330000,0,0,15.330000,101.020000,117.670000,87.000000,0,0.000000,25.080000,0,0,0,0.000000

82,20:15-20:30,0,17.44,144.68,12.21,48.220000,0,2.000000,48.220000,43.77,0,17.44,52.32,0,0.000000,0,43.77,0.000000,1.780000,2.310000,16.33,73.790000,271.270000,0,0,0.000000,0,260.990000,15.330000,0,0,15.330000,101.020000,117.670000,87.000000,0,0.000000,25.080000,0,0,0,0.000000

83,20:30-20:45,0,16.74,144.68,12.01,48.220000,0,2.000000,48.220000,44.89,0,16.74,50.22,0,0.000000,0,44.89,0.000000,1.780000,2.310000,16.52,73.790000,271.270000,0,0,0.000000,0,260.990000,26.030000,0,0,26.030000,101.020000,117.670000,87.000000,0,0.000000,25.080000,0,0,0,0.000000

84,20:45-21:00,0,16.83,144.68,11.61,48.220000,0,2.000000,48.220000,45.19,0,16.81,50.44,0,0.000000,0,45.19,0.000000,1.780000,2.310000,17.42,73.790000,271.270000,0,0,0.000000,0,260.990000,26.030000,0,0,26.030000,101.020000,108.990000,87.000000,0,0.000000,25.080000,0,0,0,0.000000

85,21:00-21:15,0,17.4,144.68,11.21,48.220000,0,1.920000,48.220000,35.11,0,17.41,52.22,0,0.000000,0,35.11,0.000000,1.710000,2.280000,14.55,73.790000,271.270000,0,0,0.000000,0,260.990000,26.030000,0,0,26.030000,101.020000,86.800000,87.000000,0,0.000000,25.080000,0,0,0,0.000000

86,21:15-21:30,0,17.21,144.68,10.81,48.220000,0,1.920000,48.220000,33.74,0,17.2,51.6,0,0.000000,0,33.74,0.000000,1.710000,2.280000,14.83,73.790000,271.270000,0,0,0.000000,0,260.990000,26.030000,0,0,26.030000,101.020000,71.760000,68.030000,0,0.000000,25.080000,0,0,0,0.000000

87,21:30-21:45,0,17.05,144.68,10.41,48.220000,0,1.920000,48.220000,33.24,0,17.04,51.13,0,0.000000,0,33.24,0.000000,1.710000,2.280000,14.31,73.790000,271.270000,0,0,0.000000,0,260.990000,26.030000,0,0,26.030000,69.530000,71.760000,55.570000,0,0.000000,25.080000,0,0,0,0.000000

88,21:45-22:00,0,16.83,144.68,9.01,48.220000,0,1.920000,48.220000,41.22,0,16.81,50.44,0,0.000000,0,41.22,0.000000,1.710000,2.280000,13.88,73.790000,271.270000,0,0,0.000000,0,260.990000,26.030000,0,0,26.030000,49.350000,71.760000,55.570000,0,0.000000,25.080000,0,0,0,0.000000

89,22:00-22:15,0,15.89,144.68,9.01,48.220000,0,1.920000,48.220000,40.11,0,15.88,47.65,0,0.000000,0,40.11,172.780000,1.710000,2.230000,12.58,73.790000,271.270000,0,0,0.000000,0,234.290000,26.030000,0,0,26.030000,76.260000,71.760000,55.570000,0,0.000000,25.080000,0,0,0,0.000000

90,22:15-22:30,0,14.87,144.68,9.01,48.220000,0,1.920000,48.220000,38.4,0,14.86,44.59,0,0.000000,0,38.4,172.780000,1.710000,2.230000,10.9,73.790000,271.270000,0,0,0.000000,0,205.350000,26.030000,0,0,26.030000,49.350000,71.760000,55.570000,0,0.000000,25.080000,0,0,0,0.000000

91,22:30-22:45,0,13.96,144.68,9.01,48.220000,0,1.920000,48.220000,37.88,0,13.95,41.86,0,0.000000,0,37.88,172.780000,1.710000,2.230000,9.62,73.790000,271.270000,0,0,0.000000,0,205.350000,26.030000,0,0,26.030000,49.350000,71.760000,55.570000,0,0.000000,25.080000,0,0,0,0.000000

92,22:45-23:00,0,12.73,144.68,9.01,48.220000,0,1.920000,48.220000,36.77,0,12.75,38.24,0,0.000000,0,36.77,172.780000,1.710000,2.230000,9.05,73.790000,271.270000,0,0,0.000000,0,205.350000,26.030000,0,0,26.030000,49.350000,71.760000,55.570000,0,0.000000,25.080000,0,0,0,0.000000

93,23:00-23:15,0,12.05,144.68,9.01,48.220000,0,1.840000,48.220000,34.55,0,12.04,36.12,0,0.000000,0,34.55,172.780000,1.710000,2.230000,8.68,73.790000,271.270000,0,0,0.000000,0,205.350000,26.030000,0,0,26.030000,49.350000,71.760000,55.570000,0,0.000000,25.080000,0,0,0,0.000000

94,23:15-23:30,0,11.83,144.68,9.01,48.220000,0,1.840000,48.220000,34.22,0,11.81,35.44,0,0.000000,0,34.22,172.780000,1.710000,2.230000,8.38,73.790000,271.270000,0,0,0.000000,0,205.350000,26.030000,0,0,26.030000,49.350000,71.760000,55.570000,0,0.000000,25.080000,0,0,0,0.000000

95,23:30-23:45,0,11.53,144.68,9.01,48.220000,0,1.840000,48.220000,33.51,0,11.53,34.59,0,0.000000,0,33.51,172.780000,1.710000,2.230000,8,73.790000,231.480000,0,0,0.000000,0,205.350000,26.030000,0,0,26.030000,49.350000,71.760000,55.570000,0,0.000000,25.080000,0,0,0,0.000000

96,23:45-24:00,0,11.45,144.68,9.01,48.220000,0,1.840000,48.220000,32.77,0,11.46,34.37,0,0.000000,0,32.77,172.780000,1.710000,2.230000,7.47,73.790000,192.900000,0,0,0.000000,0,205.350000,26.030000,0,0,26.030000,49.350000,71.760000,55.570000,0,0.000000,25.080000,0,0,0,0.000000

