Block,Time Block,KOTESHWR,NAPP,KKNPPU2,KUDGI,KOLDAM,MAPS,UNCHAHAR2,URI,TEHRI,TANDA2,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,TALST2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,TALA,JHAJJAR,KGSU1AND2,KGSU3AND4,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KKNP,KISHANGANGA,KHSTPP-I,KHSTPP-II,RIHAND3,SALAL,SEWA2,SINGRAULI,RIHAND2,SASAN,RSTPSU1TO6,SIMHST1,SINGRAULI_HYDRO,RSTPSU7,SIMHST2,NJPC,NLCEXP,NLCTS2EXP,RAMPUR,RIHAND1,NNTPP,RAPPB,NTPL,RAPPC,PARBATI3,NLCIIST1,NLCIIST2,CHAMERA3,CHAMERA1,BSIUL,BRBCL,CHAMERA2,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,ANTA_RF,ANTA_LF,AURY_RF,ANTA_GF,AURY_CRF,ANTA_CRF,AURY_GF,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,8.53,41.8,0,0,0,0,35,1.6,5.27,0,15.42,0,0,4.27,0,22.4,0.49,0,0,377.79,0,0,0,15.18,15.85,375.56,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,8.53,41.8,0,0,0,0,35,1.6,14.97,0,15.42,0,0,4.27,0,22.4,0.49,0,0,377.79,0,0,0,15.18,15.85,375.56,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,8.53,41.8,0,0,0,0,40.78,1.6,29.94,0,17.64,0,0,4.27,0,25.38,0.49,0,0,377.79,0,0,0,17.04,15.85,375.56,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.87,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,8.53,41.8,0,0,0,0,40.78,1.6,29.94,0,17.64,0,0,4.27,0,25.38,0.49,0,0,377.79,0,0,0,17.04,15.85,421.82,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.87,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,8.53,41.8,0,0,0,0,40.78,1.6,44.91,0,17.64,0,0,4.27,0,25.38,0.49,0,0,437.38,0,0,0,17.04,15.85,499.17,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.87,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,8.53,41.8,0,0,0,0,40.78,1.6,59.86,0,19.58,0,0,4.27,0,25.38,0.49,0,0,466.27,0,0,0,17.04,15.85,614.28,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,378.71,0,0,0,0,0,22.5,0,0,0,88.49,0,0,0,51.87,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,8.53,41.8,0,0,0,0,40.78,25.48,59.86,0,19.77,0,0,4.27,0,25.38,1.11,0,0,552.83,0,0,0,17.04,15.85,656.71,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,386.52,0,0,0,0,0,44.99,0,0,0,88.49,0,0,0,51.87,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,8.53,41.8,0,0,0,0,40.78,25.48,59.86,0,19.77,0,0,4.27,0,25.38,1.11,0,0,629.32,0,0,7.75,17.04,15.85,656.71,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,67.49,0,0,0,88.49,0,0,0,51.87,0,0,0,0,0,0,19.24,12.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,25.6,41.8,0,0,0,0,40.78,6.38,59.86,0,19.77,0,0,4.27,0,25.38,1.11,0,0,629.32,0,0,15.37,17.04,15.85,656.71,0,0,43.49,95.09,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,89.99,0,0,0,88.49,0,0,0,51.87,0,0,0,6.12,11.4,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,38.31,41.8,0,0,0,0,40.78,3.18,59.86,0,19.77,0,0,4.27,0,25.38,1.11,0,0,629.32,0,0,15.37,17.04,31.7,656.71,0,0,43.49,95.09,119.57,1.35,5.07,121.16,114.22,389.53,0,0,0,0,0,112.48,0,0,0,88.49,0,0,0,51.87,0,0,0,27.95,26.98,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,38.31,41.8,0,0,0,0,40.78,3.18,59.86,0,19.77,0,0,4.27,0,25.38,1.11,0,0,629.32,0,0,32.15,17.04,31.7,656.71,0,0,43.49,95.09,119.57,1.35,5.07,121.16,114.22,389.53,0,0,0,0,0,134.98,0,0,0,88.49,0,0,0,51.87,0,0,0,27.95,26.98,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,38.31,41.8,0,0,0,0,40.78,3.18,59.86,0,19.77,0,0,4.27,0,25.38,1.11,0,0,629.32,0,0,32.15,17.04,31.7,656.71,0,0,43.49,95.09,119.57,1.35,5.07,121.16,114.22,389.53,0,0,0,0,0,134.98,0,0,0,88.49,0,0,0,51.87,0,0,0,27.95,26.98,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,38.31,41.8,0,0,0,0,40.78,3.18,59.86,0,19.77,0,0,4.27,0,25.38,1.72,0,0,629.32,0,0,32.15,17.04,31.7,656.71,0,0,43.49,95.09,119.57,1.35,5.07,121.16,114.22,389.53,0,0,0,0,0,134.98,0,0,0,88.49,0,0,0,51.87,0,0,0,27.95,26.98,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,38.31,41.8,0,0,0,0,40.78,3.18,59.86,0,19.77,0,0,4.27,0,25.38,1.72,0,0,629.32,0,0,32.15,17.04,31.7,656.71,0,0,43.49,95.09,119.57,1.35,5.07,121.16,114.22,389.53,0,0,0,0,0,134.98,0,0,0,88.49,0,0,0,51.87,0,0,0,27.95,26.98,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,38.31,41.8,0,0,0,0,40.78,3.18,59.86,0,19.77,0,0,4.27,0,25.38,1.72,0,0,629.32,0,0,15.37,17.04,31.7,656.71,0,0,43.49,95.09,119.57,1.35,5.07,121.16,114.22,389.53,0,0,0,0,0,112.48,0,0,0,88.49,0,0,0,51.87,3.67,0,0,27.95,26.59,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,18.97,41.8,0,0,0,0,40.78,3.18,59.86,0,19.77,0,0,4.27,0,25.38,1.72,0,0,629.32,0,0,15.37,17.04,31.7,656.71,0,0,43.49,95.09,119.57,8.94,0,121.16,114.22,389.53,0,0,0,0,0,92.17,0,0,0,88.49,0,0,0,51.87,15.92,0,0,1.84,11.4,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,8.53,41.8,0,0,0,0,40.78,7.96,59.86,0,19.77,0,0,4.27,0,25.38,1.72,0,0,629.32,0,0,7.63,17.04,31.7,575.57,0,0,43.49,95.09,119.57,40.23,0,121.16,114.22,389.53,0,0,0,0,0,67.49,0,0,0,88.49,0,0,0,51.99,15.92,0,0,0,3.65,0,19.24,25.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,8.53,41.8,0,0,0,0,40.78,7.96,59.86,0,19.77,0,0,4.27,0,25.38,1.72,0,0,543.22,0,0,0,17.04,31.7,495.33,0,0,43.49,95.09,119.57,40.23,0,121.16,114.22,389.53,0,0,0,0,0,44.99,0,0,0,88.49,0,0,0,51.99,15.92,0,0,0,0,0,19.24,12.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,8.53,41.8,0,0,0,0,36.98,7.96,59.86,0,17.07,0,0,4.27,0,21.87,1.72,0,0,474.42,0,0,0,14.76,31.7,437.62,0,0,42.98,93.98,119.57,40.23,0,121.16,114.22,389.53,0,0,0,0,0,17.12,0,0,0,88.49,0,0,0,51.99,15.92,0,0,0,0,0,19.24,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,8.53,41.8,0,0,0,0,35.14,7.96,59.86,0,17.03,0,0,4.27,0,21.87,1.72,0,0,377.79,0,0,0,14.76,31.7,399.15,0,0,42.98,93.98,119.57,40.23,0,121.16,114.22,389.53,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,15.92,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,8.53,41.8,0,0,0,0,35.14,7.96,59.86,0,17.03,0,0,4.27,0,21.87,1.72,0,0,377.79,0,0,0,14.76,31.7,379.91,0,0,42.98,93.98,119.57,40.23,0,121.16,114.22,389.53,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,15.92,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,8.53,41.8,0,0,0,0,35.14,7.96,59.86,0,17.03,0,0,4.27,0,21.87,1.72,0,0,377.79,0,0,0,14.76,31.7,361.38,0,0,42.98,93.98,119.57,40.23,0,121.16,114.22,389.53,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,3.42,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,8.53,41.8,0,0,0,0,35.14,7.96,59.86,0,17.03,0,0,4.27,0,21.87,1.11,0,0,377.79,0,0,0,14.76,31.7,360.68,0,0,42.98,93.98,119.57,8.94,0,121.16,114.22,389.53,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,8.53,41.8,0,0,0,0,35.14,7.96,59.86,0,17.03,0,0,4.27,0,21.87,1.11,0,0,377.79,0,0,0,14.76,31.7,360.68,0,0,42.98,93.98,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,8.53,41.8,0,0,0,0,27.33,7.96,44.91,0,17.03,0,0,4.27,0,21.87,1.11,0,0,373.52,0,0,0,14.76,31.7,297.2,0,0,42.98,93.98,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,8.53,41.8,0,0,0,0,27.33,7.96,44.91,0,17.03,0,0,4.27,0,21.87,1.11,0,0,373.52,0,0,0,14.76,31.7,297.2,0,0,42.98,93.98,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,8.53,41.8,0,0,0,0,27.33,7.96,44.91,0,17.03,0,0,4.27,0,21.87,1.11,0,0,373.52,0,0,0,14.76,31.7,297.2,0,0,37.49,84.01,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,8.53,41.8,0,0,0,0,27.33,7.96,44.91,0,17.03,0,0,4.27,0,21.87,1.11,0,0,373.52,0,0,0,14.76,31.7,297.2,0,0,37.49,81.96,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,8.53,41.8,0,0,0,0,27.33,7.96,29.94,0,17.03,0,0,4.27,0,21.87,1.11,0,0,373.52,0,0,0,14.76,31.7,297.2,0,0,37.49,81.96,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,8.53,41.8,0,0,0,0,27.33,7.96,29.94,0,17.03,0,0,4.27,0,21.87,1.11,0,0,373.52,0,0,0,14.76,31.7,297.2,0,0,37.49,81.96,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,8.53,41.8,0,0,0,0,27.33,7.96,29.94,0,17.03,0,0,4.27,0,21.87,1.11,0,0,373.52,0,0,0,14.76,31.7,297.2,0,0,37.49,81.96,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,8.53,41.8,0,0,0,0,27.33,4.78,14.97,0,17.03,0,0,4.27,0,21.87,1.11,0,0,373.52,0,0,0,14.76,31.7,297.2,0,0,37.49,81.96,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,8.53,41.8,0,0,0,0,27.33,2.13,0,0,17.03,0,0,4.27,0,21.87,0.24,0,0,373.52,0,0,0,14.76,15.85,297.2,0,0,37.49,81.96,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,8.53,41.8,0,0,0,0,27.33,3.18,0,0,17.03,0,0,4.27,0,21.87,0.24,0,0,373.52,0,0,0,14.76,15.85,297.2,0,0,37.49,81.96,119.57,1.35,0,121.16,114.22,389.53,0,0,0,0,0,0,0,0,0,88.49,0,0,0,51.99,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

