Block,Time,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01032024/31032024/SJVN010324NR1589,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,SR/01032024/31032024/SJVN010324NR1590,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/01032024/31032024/SJVN010324NR1588,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,NR/01032024/22032024/HP-56,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01012024/31032024/ ChanjuII,NR/01032024/31032024/NVVN/OA/16997,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/16032024/22032024/HP-63,NR/01032024/22032024/HP-59,NR/01102023/06022042/L_NR_2012_07
24,05:45-06:00,0,0,0,22.17,37.33,7.01,0,0,0,0,48.13,0,12.34,0,0,0,0.18,37.33,48.13,0,0,192.520000,66.5,0,0,0,22.16,76.520000,0.000000,0.000000,133.800000,1.300000,0.000000,99.740000,1.160000,0.000000,1.340000,25.030000,5.420000,48.130000,24.380000,30.800000,260.480000,0.000000,78.560000,32.760000,86.830000

25,06:00-06:15,0,0,0,21.83,37,7.01,0,0,0,0,48.13,0,11.66,0,0,0,1.66,37,48.13,0,0,96.260000,65.5,0,0,0,21.84,0.000000,0.000000,0.000000,115.510000,1.300000,0.000000,99.740000,1.160000,0.000000,1.300000,25.030000,5.330000,48.130000,30.800000,30.800000,233.830000,0.000000,0.000000,0.000000,67.890000

26,06:15-06:30,0.01,0.5,0,21.5,36.67,7.01,0,0,0.88,0,48.13,0,11,0,2.04,0,3.79,36.67,48.13,0,0,96.260000,64.5,0,0,0,21.5,0.000000,0.000000,0.000000,115.510000,1.300000,0.000000,99.740000,1.160000,0.000000,1.300000,24.060000,5.330000,48.130000,30.800000,30.800000,233.830000,0.000000,0.000000,0.000000,67.890000

27,06:30-06:45,0.01,5,0,20.67,25.33,7.01,0,0,5.98,0,48.13,0,10.34,1.790872,5.85,0,6.53,25.33,48.13,0,0,96.260000,62,0,0,0,20.66,0.000000,0.000000,0.000000,133.800000,1.300000,0.000000,99.740000,1.160000,0.000000,1.300000,23.100000,5.330000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

28,06:45-07:00,0.01,15,0.5,19.83,24.67,7.01,0,1,15.12,0,48.13,0,9.66,6.365382,13.04,0,9.75,24.67,48.13,0,0,96.260000,59.5,0,0,1,19.84,0.000000,0.040000,0.040000,133.800000,1.300000,0.000000,99.740000,1.160000,0.040000,1.300000,22.140000,5.330000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

29,07:00-07:15,3.58,25,1,18.83,24,7.01,1,1,27.4,0,48.13,0,9,11.455741,22.31,0.71,2.61,24,48.13,0,0,96.260000,56.5,2,0,4,18.84,0.000000,0.230000,0.220000,133.800000,1.300000,0.000000,99.740000,1.160000,0.220000,1.300000,22.140000,5.240000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

30,07:15-07:30,11.73,26.32,3,17.67,22.67,7.01,3,4,26.32,0,48.13,0,8.66,16.984085,26.31,2.34,6.83,22.67,48.13,0,0,96.260000,53,6,0,11,17.66,0.000000,0.660000,0.640000,133.800000,1.300000,0.000000,99.740000,1.160000,0.640000,1.300000,21.180000,5.240000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

31,07:30-07:45,26.04,26.98,6,16.83,20.67,7.01,5,10,26.98,0,48.13,0,8.34,23.398132,26.99,5.21,11.85,20.67,48.13,0,0,96.260000,50.5,9,0,25,16.84,0.000000,1.370000,1.340000,133.800000,1.300000,0.000000,99.740000,1.160000,1.340000,1.300000,21.180000,5.240000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

32,07:45:08:00,42.6,27.15,9,16,19.67,7.01,10,16,27.15,0,48.13,0,7.66,30.775746,27.15,8.52,16.86,19.67,48.13,0,0,96.260000,48,20,0,38,16,0.000000,2.360000,2.300000,133.800000,1.300000,0.000000,99.740000,1.160000,2.300000,1.300000,20.210000,5.240000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

33,08:00-08:15,61.95,29.18,13.7,15.33,17.67,7.01,16,25,29.18,0,48.13,0,7,38.932,29.19,12.39,21.8,17.67,48.13,0,0,96.260000,46,31,0,58,15.34,0.000000,3.420000,3.330000,133.800000,1.340000,0.000000,99.740000,1.090000,3.330000,1.260000,20.210000,5.240000,48.130000,30.800000,30.800000,233.830000,0.000000,0.000000,0.000000,67.890000

34,08:15-08:30,83.12,29.18,18.5,14.33,17.33,7.01,20,33,29.18,0,48.13,0,7,47.98369,29.19,16.62,27.56,17.33,48.13,0,0,96.260000,43,40,0,76,14.34,0.000000,4.910000,4.780000,133.800000,1.340000,0.000000,99.740000,1.090000,4.780000,1.260000,20.210000,5.240000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

35,08:30-08:45,105.28,29.68,24.1,13.5,16.67,7.01,24,37,29.68,0,48.13,0,7,57.220307,29.69,21.05,33.54,16.67,48.13,0,0,96.260000,40.5,49,0,85,13.5,0.000000,6.360000,6.210000,133.800000,1.340000,0.000000,99.740000,1.090000,6.210000,1.260000,20.210000,5.240000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

36,08:45:09:00,127.01,29.68,28.1,12,15.67,7.01,29,44,29.68,0,48.13,0,7,66.252531,29.69,25.4,44.16,15.67,48.13,0,0,96.260000,36,57,0,103,12,0.000000,7.730000,7.540000,133.800000,1.340000,0.000000,99.740000,1.090000,7.540000,1.260000,20.210000,5.240000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

37,09:00:09:15,140.7,29.68,31.4,10.17,15.67,7.01,32,52,29.68,28.88,48.13,0,7,82.759699,29.69,28.14,56.67,15.67,48.13,0,0,96.260000,30.5,63,24.07,123,10.16,0.000000,9.140000,8.920000,133.800000,1.340000,0.000000,99.740000,1.010000,8.920000,1.260000,20.210000,5.150000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

38,09:15-09:30,160.42,29.68,34.5,9.83,15.33,7.01,35,59,29.68,28.88,48.13,0,7,91.723792,29.69,32.08,66.33,15.33,48.13,0,0,96.260000,29.5,70,24.07,138,9.84,0.000000,10.440000,10.190000,133.800000,1.340000,0.000000,99.740000,1.010000,10.190000,1.260000,20.210000,5.150000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

39,09:30-09:45,178.91,30.53,37.5,9.5,15.33,6.01,38,67,30.53,0,48.13,22.43,7,99.607522,30.54,35.78,73.33,15.33,48.13,0,0,96.260000,28.5,77,0,158,9.5,0.000000,11.640000,11.350000,133.800000,1.340000,0.000000,99.740000,1.010000,11.350000,1.260000,20.210000,5.150000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

40,09:45-10:00,195.44,30.53,40.5,9,15.33,6.01,42,73,30.53,0,48.13,22.43,7,106.897539,30.54,39.09,80,15.33,48.13,0,0,96.260000,27,85,0,172,9,0.000000,12.690000,12.390000,133.800000,1.340000,0.000000,99.740000,1.010000,12.390000,1.260000,20.210000,5.150000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,86.830000

41,10:00-10:15,222.17,30.53,43.1,6.83,15,6.01,46,79,30.53,28.88,48.13,0,7,112.883334,30.54,44.43,86.67,15,48.13,0,0,96.260000,20.5,91,24.07,186,6.84,0.000000,13.720000,13.390000,133.800000,1.390000,0.000000,99.740000,1.010000,13.390000,1.220000,20.210000,5.150000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,76.320000

42,10:15-10:30,236.9,30.53,45.2,6.83,15,6.01,46,85,30.53,28.88,48.13,0,7,119.112454,30.54,47.38,92.19,15,48.13,0,0,96.260000,20.5,92,24.07,200,6.84,0.000000,14.580000,14.230000,133.800000,1.390000,0.000000,99.740000,1.010000,14.230000,1.220000,20.210000,5.150000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,76.320000

43,10:30-10:45,241.67,30.53,46.8,6.83,15,6.01,47,87,30.53,28.88,48.13,0,7,130.869918,30.54,48.33,92.78,15,48.13,0,0,96.260000,20.5,94,24.07,203,6.84,0.000000,15.370000,14.990000,133.800000,1.390000,0.000000,99.740000,1.010000,14.990000,1.220000,20.210000,5.150000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,76.320000

44,10:45-11:00,241.67,30.5,48,6.83,14.33,6.01,47,90,30.5,28.88,48.13,0,7,135.619622,30.5,48.33,92.59,14.33,48.13,0,0,96.260000,20.5,94,24.07,210,6.84,0.000000,16.490000,16.090000,133.800000,1.390000,0.000000,99.740000,1.010000,16.090000,1.220000,20.210000,5.150000,48.130000,30.800000,30.800000,260.480000,0.000000,0.000000,0.000000,76.320000

45,11:00-11:15,241.67,30.5,48.2,6.83,13.67,6.01,47,90,30.5,0,48.13,22.43,7,138.714716,30.5,48.33,92.55,13.67,48.13,0,0,96.260000,20.5,94,0,210,6.84,0.000000,16.840000,16.430000,148.240000,1.390000,0.000000,70.870000,1.010000,16.430000,1.220000,22.140000,5.050000,48.130000,30.800000,30.800000,226.130000,0.000000,0.000000,0.000000,76.320000

46,11:15-11:30,241.67,30.5,48.2,6.83,13,6.01,47,90,30.5,0,48.13,22.43,7,141.245296,30.5,48.33,92.66,13,48.13,0,0,96.260000,20.5,94,0,210,6.84,0.000000,16.840000,16.430000,155.940000,1.390000,0.000000,52.940000,1.010000,16.430000,1.220000,22.140000,5.050000,48.130000,30.800000,30.800000,226.130000,0.000000,0.000000,0.000000,76.320000

47,11:30-11:45,241.67,30.5,48.2,6.83,12.67,6.01,47,90,30.5,28.88,48.13,0,7,142.714979,30.5,48.33,92.78,12.67,48.13,0,0,96.260000,20.5,94,24.07,210,6.84,0.000000,16.840000,16.430000,155.940000,1.390000,0.000000,52.940000,1.090000,16.430000,1.220000,22.140000,5.050000,48.130000,30.800000,30.800000,226.130000,0.000000,0.000000,0.000000,76.320000

48,11:45-12:00,241.67,30.5,48.2,6.83,12.67,6.01,47,90,30.5,28.88,48.13,0,7,143.56175,30.5,48.33,92.6,12.67,48.13,0,0,96.260000,20.5,94,24.07,210,6.84,0.000000,16.840000,16.430000,163.640000,1.390000,0.000000,52.940000,1.090000,16.430000,1.220000,22.140000,5.050000,48.130000,30.800000,30.800000,226.130000,0.000000,0.000000,0.000000,76.320000

49,12:00-12:15,241.67,30.5,48.2,6.83,12.67,6.01,47,90,30.5,0,48.13,22.43,7,136.388529,30.5,48.33,92.89,12.67,48.13,0,0,96.260000,20.5,94,0,210,6.84,0.000000,16.840000,16.430000,172.310000,1.390000,0.000000,52.940000,1.090000,16.430000,1.260000,22.140000,5.050000,48.130000,30.800000,30.800000,226.130000,0.000000,0.000000,0.000000,76.320000

50,12:15-12:30,241.67,30.5,48.2,6.83,12.67,6.41,47,90,30.5,0,48.13,22.43,7,136.836247,30.5,48.33,92.78,12.67,48.13,0,0,96.260000,20.5,94,0,210,6.84,0.000000,16.840000,16.430000,180.010000,1.390000,0.000000,52.940000,1.090000,16.430000,1.260000,22.140000,5.050000,48.130000,30.800000,30.800000,226.130000,0.000000,0.000000,0.000000,76.320000

51,12:30-12:45,241.67,30.5,48.2,6.83,12.67,6.61,47,90,30.5,0,48.13,22.43,7,137.001708,30.5,48.33,92.78,12.67,48.13,0,0,96.260000,20.5,94,0,210,6.84,0.000000,16.840000,16.430000,187.710000,1.390000,0.000000,52.940000,1.090000,16.430000,1.260000,22.140000,5.050000,48.130000,30.800000,30.800000,213.440000,0.000000,0.000000,0.000000,57.390000

52,12:45-13:00,241.67,30.5,48.2,6.83,12.67,6.61,47,90,30.5,0,48.13,22.43,7,137.04064,30.5,48.33,92.45,12.67,48.13,0,0,96.260000,20.5,94,0,210,6.84,0.000000,16.840000,16.430000,187.710000,1.390000,0.000000,52.940000,1.090000,16.430000,1.260000,22.140000,5.050000,48.130000,30.800000,30.800000,162.750000,0.000000,0.000000,0.000000,33.690000

53,13:00-13:15,241.67,30.5,48.2,6.83,12.67,6.61,47,90,30.5,28.88,48.13,0,7,136.573456,30.5,48.33,92.67,12.67,48.13,0,0,96.260000,20.5,94,24.07,210,6.84,0.000000,16.840000,16.430000,168.460000,1.390000,0.000000,52.940000,1.090000,16.430000,1.220000,22.140000,4.970000,48.130000,30.800000,30.800000,112.620000,0.000000,0.000000,0.000000,33.690000

54,13:15-13:30,241.67,30.5,48.2,6.83,12.67,6.61,47,90,30.5,28.88,48.13,0,7,135.512559,30.5,48.33,92.77,12.67,48.13,0,0,96.260000,20.5,94,24.07,210,6.84,0.000000,16.840000,16.430000,153.050000,1.390000,0.000000,52.940000,1.090000,16.430000,1.220000,22.140000,4.970000,48.130000,30.800000,30.800000,112.620000,0.000000,0.000000,0.000000,33.690000

55,13:30-13:45,241.67,30.83,48,6.83,12.67,6.61,47,90,30.83,28.88,48.13,0,7,138.082071,30.84,48.33,92.89,12.67,48.13,0,0,96.260000,20.5,94,24.07,210,6.84,0.000000,16.840000,16.430000,153.050000,1.390000,0.000000,52.940000,1.090000,16.430000,1.220000,21.180000,4.970000,48.130000,30.800000,30.800000,112.620000,0.000000,0.000000,0.000000,33.690000

56,13:45-14:00,241.67,30.83,48,6.83,12.67,6.61,47,90,30.83,28.88,48.13,0,7,135.278967,30.84,48.33,92.48,12.67,48.13,0,0,96.260000,20.5,94,24.07,210,6.84,0.000000,16.840000,16.430000,153.050000,1.390000,0.000000,52.940000,1.090000,16.430000,1.220000,21.180000,4.970000,48.130000,30.800000,30.800000,112.620000,0.000000,0.000000,0.000000,33.690000

57,14:00-14:15,241.67,30.83,48,6.83,12.67,6.81,47,90,30.83,28.88,48.13,0,7,131.775087,30.84,48.33,92.41,12.67,48.13,0,0,96.260000,20.5,94,24.07,210,6.84,0.000000,16.840000,16.430000,153.050000,1.430000,0.000000,52.940000,1.090000,16.430000,1.260000,21.180000,4.970000,48.130000,30.800000,30.800000,112.620000,0.000000,0.000000,0.000000,33.690000

58,14:15-14:30,241.67,31,48,6.83,12.67,7.21,47,88,31,28.88,48.13,0,7,127.171378,31,48.33,92.29,12.67,48.13,0,0,96.260000,20.5,94,24.07,207,6.84,0.000000,16.390000,16.000000,153.050000,1.430000,0.000000,52.940000,1.090000,16.000000,1.260000,21.180000,4.970000,48.130000,30.800000,30.800000,112.620000,0.000000,0.000000,0.000000,33.690000

59,14:30-14:45,241.67,31,47.8,6.83,12.67,7.61,47,85,31,28.88,48.13,0,7,122.664999,31,48.33,92.82,12.67,48.13,0,0,96.260000,20.5,94,24.07,200,6.84,0.000000,15.800000,15.400000,153.050000,1.430000,0.000000,52.940000,1.090000,15.400000,1.260000,21.180000,4.970000,48.130000,30.800000,30.800000,112.620000,0.000000,0.000000,0.000000,33.690000

60,14:45-15:00,241.67,31,46.2,6.83,12.67,8.01,47,82,31,28.88,48.13,0,7,117.146388,31,48.33,92.78,12.67,48.13,0,0,96.260000,20.5,93,24.07,193,6.84,0.000000,15.020000,14.660000,153.050000,1.430000,0.000000,52.940000,1.090000,14.660000,1.260000,21.180000,4.970000,48.130000,30.800000,30.800000,112.620000,0.000000,0.000000,0.000000,33.690000

61,15:00-15:15,241.67,31,43.6,6.5,12.67,10.01,45,81,31,0,48.13,22.43,7,112.620543,31,48.33,92.78,12.67,48.13,0,0,96.260000,19.5,90,0,189,6.5,0.000000,14.230000,13.890000,153.050000,1.430000,0.000000,52.940000,1.090000,13.890000,1.300000,21.180000,4.970000,48.130000,30.800000,30.800000,112.620000,0.000000,0.000000,0.000000,33.690000

