Block,Time,CHAMERA2,URI2,UNCHAHAR2,UNCHAHAR1,SINGRAULI_HYDRO,TEHRI,SINGRAULI,UNCHAHAR4,TANDA2,UNCHAHAR3,DADRT2,JHAJJAR,KOTESHWR,SEWA2,DULHASTI,RIHAND3,CHAMERA3,PARBATI3,KOLDAM,DHAULIGNGA,RAMPUR,RIHAND2,NJPC,RIHAND1,KISHANGANGA,NAPP,RAPPC,CHAMERA1,BSIUL,TANAKPUR,URI,RAPPB,SALAL,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
1,00:00-00:15,43.635161,35.360464,43.545976,22.193777,1.055067,27.555228,141.894467,1.427606,2.525983,26.963602,689.34632,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,0,4.25586,9.915135,1.950442,120.694688,101.149098,79.966942,1.298934,44.622783,59.301366,42.14808,13.2,3.0744,49.128,0,80.178,0,68.481795,0,0,0,26.824567,18.660568,0,0,89.995196,0,0,3.03,2.38,1.04,0.42,1.65,0.14,2,1.1,1.62,0,1.85,6.05,1.94,0,7.94,0.24,0.87,0.84,20.0018,20.731989,0,147.515625,43.097,2.201201,1.942962,1.959684,2.597809,1.327531,4.258125,1.938103,5.313701,0.935114,3.542468,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.008547,0.014864,0,0,0.010387,0,0.010227

2,00:15-00:30,43.635161,35.360464,43.545976,22.193777,1.055067,27.555228,141.894467,1.427606,2.525983,26.963602,689.34632,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,0,4.25586,9.915135,1.462832,120.694688,75.861824,79.966942,1.298934,44.622783,59.301366,42.14808,13.2,3.0744,49.128,0,80.178,0,68.481795,0,0,0,26.824567,18.660568,0,0,89.995196,0,0,3.03,2.38,1.04,0.42,1.65,0.14,2,1.1,1.62,0,1.85,6.05,1.94,0,7.94,0.24,0.87,0.84,20.0018,20.731989,0,147.515625,43.097,2.201201,1.942962,1.959684,2.597809,1.327531,4.258125,1.938103,5.313701,0.935114,3.542468,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.008547,0.014864,0,0,0.010387,0,0.010227

3,00:30-00:45,43.635161,33.607052,43.545976,22.193777,1.055067,27.555228,141.894467,1.427606,2.525983,26.963602,689.34632,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,0,3.191895,9.915135,0.975221,120.694688,50.57455,79.966942,1.298934,44.622783,59.301366,42.14808,13.2,3.0744,49.128,0,79.3646,0,68.481795,0,0,0,26.824567,18.660568,0,0,89.995196,0,0,3.03,2.38,1.04,0.42,1.52,0.14,2,1.1,1.62,0,1.85,6.05,1.94,0,7.94,0.24,0.87,0.84,20.0018,20.731989,0,147.515625,43.097,2.201201,1.942962,1.959684,2.597809,1.327531,4.258125,1.938103,5.313701,0.935114,3.542468,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.008547,0.014864,0,0,0.010387,0,0.010227

4,00:45-01:00,43.635161,33.607052,43.545976,22.193777,1.055067,27.555228,141.894467,1.427606,2.525983,26.963602,689.34632,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,0,2.12793,9.915135,0.975221,120.694688,50.57455,79.966942,1.298934,44.622783,59.301366,42.14808,13.2,3.0744,49.128,0,79.3646,0,68.481795,0,0,0,26.824567,18.660568,0,0,89.995196,0,0,3.03,2.38,1.04,0.42,1.52,0.14,2,1.1,1.62,0,1.85,6.05,1.94,0,7.94,0.24,0.87,0.84,20.0018,20.731989,0,147.515625,43.097,2.201201,1.942962,1.959684,2.597809,1.327531,4.258125,1.938103,5.313701,0.935114,3.542468,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.008547,0.014864,0,0,0.010387,0,0.010227

5,01:00-01:15,43.635161,33.607052,43.545976,22.193777,1.055067,27.555228,141.894467,1.427606,2.525983,26.963602,689.34632,661.459879,8.712864,17.179061,53.905351,126.520838,31.709733,0,1.063965,9.915135,0.975221,120.694688,50.57455,79.966942,1.298934,44.622783,59.301366,42.14808,13.2,3.0744,49.128,0,79.3646,0,68.481795,0,0,0,26.824567,18.660568,0,0,89.995196,0,0,3.03,2.38,1.04,0.42,1.6,0.14,2,1.1,1.62,0,1.85,6.05,1.94,0,7.94,0.24,0.87,0.84,20.0018,20.731989,0,147.515625,43.097,2.201201,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542468,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.008732,0.014864,0,0,0.010387,0,0.010227

