Block,Time Block,NJPC,NAPP,KHSTPP-I,KGSU3AND4,KKNPPU2,KHSTPP-II,KKNP,KISHANGANGA,MAPS,KUDGI,SEWA2,SIMHST1,RSTPSU7,SALAL,SASAN,KOTESHWR,KOLDAM,RIHAND3,RAPPC,RSTPSU1TO6,RAPPB,RIHAND2,RIHAND1,KGSU1AND2,JHAJJAR,DULHASTI,FSTPP I & II,DHAULIGNGA,RAMPUR,DADRT2,CHAMERA3,CHAMERA2,NTPL,PARBATI3,VALLURNTECL,URI,UNCHAHAR4,UNCHAHAR3,URI2,BRBCL,CHAMERA1,BSIUL,UNCHAHAR2,TelanganaSTPP,UNCHAHAR1,NLCTS2EXP,NNTPP,TANDA2,TEHRI,TANAKPUR,TALA,TALST2,NLCEXP,NLCIIST1,NLCIIST2,DADRI_RF,DADRI_LF,DADRI_GF,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,ANTA_CRF,ANTA_RF,AURY_GF,ANTA_LF,DADRI_CRF,AURY_RF,ANTA_GF,AURY_CRF,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,40.19,394.52,8.53,0,119.45,52.18,0,0,114.09,74.54,0,408.73,15.83,14.69,0,0,371.97,0,0,0,0,0,1.07,0,19.25,4.14,19.22,0,0,30.52,0,14.89,0,0,0,12.11,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,40.19,394.52,8.53,0,119.45,52.18,0,0,114.09,74.54,0,508.03,15.83,14.69,0,0,420.01,0,0,0,0,0,1.07,0,19.25,4.14,19.22,0,0,30.52,0,14.89,0,0,0,14.95,1.23,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,40.19,394.52,8.53,0,119.45,52.18,0,0,114.09,74.54,0,599.5,15.83,14.69,0,0,425.33,0,0,0,0,0,1.07,0,22.2,4.14,19.22,0,0,35.8,0,17.62,0,0,0,15.2,1.23,0,0,0,0,0,0,0,0,0,115.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,40.19,394.52,8.53,0,119.45,52.18,0,0,114.09,74.54,0,599.5,15.83,14.69,0,0,446.5,0,0,0,0,0,1.07,0,22.76,4.14,19.22,0,0,36.15,0,17.62,0,0,0,27.84,1.23,0,0,0,0,0,0,0,0,0,115.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,40.19,394.52,8.53,0,119.45,52.18,0,0,114.09,74.54,0,542.31,15.83,14.69,0,0,448.9,0,0,0,0,0,1.07,0,22.76,4.14,19.22,0,0,36.15,0,17.62,0,0,0,44.85,1.23,0,0,0,0,0,0,0,0,0,115.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,22.47,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,40.19,394.52,8.53,0,119.45,52.18,0,0,114.09,74.54,0,628.65,15.83,14.69,0,0,472.48,0,3.2,0,0,0,1.07,0,24.89,4.14,19.22,13.06,0,40.7,0,19.27,0,0,0,44.85,1.23,0,0,0,0,0,0,0,0,0,115.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,44.96,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,8.93,394.52,17.05,0,119.45,52.18,0,0,114.09,74.54,0,628.65,15.83,14.69,0,0,548.88,0,12.65,0,0,0,1.07,0,25.36,4.14,19.22,26.95,1.06,40.73,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,115.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,67.42,42.58,43.45,0,0,142.49,0,0,0,0,5.06,0,0,1.35,394.52,25.59,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,0,0,656.02,9.29,12.65,0,0,0,1.07,0,25.36,4.14,19.22,40.5,6.26,40.73,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,115.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,88.44,42.58,43.45,0,0,142.49,0,0,0,0,10.12,0,0,1.35,394.52,38.27,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,7.61,0,656.02,18.62,25.31,0,0,0,1.07,0,25.36,4.14,19.22,40.5,12.53,40.73,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,115.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,111.91,42.58,43.45,0,0,142.49,0,0,0,0,14.47,0,0,1.35,394.52,38.27,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,15.35,0,656.02,18.62,25.31,0,0,0,1.07,0,25.36,4.14,19.22,40.5,12.53,40.73,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,115.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,134.85,42.58,43.45,0,0,142.49,0,0,0,0,14.47,0,0,1.35,394.52,38.27,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,26.34,0,656.02,18.62,25.31,0,0,0,1.07,0,25.36,4.14,19.22,40.5,12.53,40.73,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,115.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,134.85,42.58,43.45,0,0,142.49,0,0,0,0,14.47,0,0,1.35,394.52,38.27,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,26.34,0,656.02,18.62,25.31,0,0,0,1.07,0,25.36,7.75,19.22,40.5,12.53,40.73,0,19.75,0,0,0,59.8,1.23,0,0,0,0,0,0,0,0,0,115.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,134.85,42.58,43.45,0,0,142.49,0,0,0,0,10.12,0,0,1.35,375.08,38.27,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,26.34,0,656.02,18.62,25.31,0,0,0,25.45,0,25.36,7.75,19.22,40.5,12.53,40.73,0,19.75,0,0,0,59.8,1.72,0,0,0,0,0,0,0,0,0,120.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,112.38,42.58,43.45,0,0,142.49,0,0,0,0,10.12,0,0,1.35,355.61,18.95,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,26.34,0,656.02,9.29,25.31,0,0,0,25.45,0,25.36,7.75,19.22,26.95,6.26,40.73,0,19.75,0,0,0,59.8,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,89.89,42.58,43.45,0,0,142.49,0,0,0,0,5.06,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,26.34,0,656.02,9.29,12.56,0,3.67,0,4.24,0,25.36,10.34,19.22,13.5,1.06,40.73,0,19.75,0,0,0,59.8,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,67.42,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,15.35,0,656.02,9.29,12.56,0,15.9,0,3.18,0,25.36,10.34,19.22,13.5,0,40.73,0,19.75,0,0,0,59.8,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,44.96,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,7.61,0,652.32,9.29,12.56,0,15.9,0,3.18,0,25.36,10.34,19.22,0,0,40.73,0,19.75,0,0,0,59.8,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,22.39,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,0,0,652.32,9.29,12.56,0,15.9,0,6.37,0,25.36,4.14,19.22,0,0,40.73,0,19.75,0,0,0,59.8,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,0,0,652.32,9.29,12.56,0,15.9,0,25.45,0,25.36,4.14,19.22,0,0,40.73,0,19.75,0,0,0,44.85,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,628.65,31.66,14.69,0,0,609.89,9.29,12.56,0,15.9,0,25.45,0,25.36,4.14,19.22,0,0,40.73,0,19.75,0,0,0,44.85,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,552.26,31.66,14.69,0,0,614.69,9.29,0,0,15.9,0,25.45,0,25.36,4.14,19.22,0,0,40.73,0,19.75,0,0,0,29.9,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,465.79,31.66,14.69,0,0,595.48,9.29,0,0,3.42,0,25.45,0,21.85,4.14,19.22,0,0,35.11,0,17.03,0,0,0,29.9,1.72,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,378.1,15.83,14.69,0,0,566.65,9.29,0,0,0,0,25.45,0,24.88,4.14,19.22,0,0,40.73,0,19.75,0,0,0,29.9,1.1,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,378.1,15.83,14.69,0,0,547.44,9.29,0,0,0,0,14.84,0,25.36,4.14,19.22,0,0,40.73,0,19.75,0,0,0,29.9,1.1,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,348.94,15.83,14.69,0,0,514.77,9.29,0,0,0,0,14.84,0,25.36,4.14,19.22,0,0,40.73,0,19.75,0,0,0,14.95,1.1,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,348.94,15.83,14.69,0,0,514.77,9.29,0,0,0,0,14.84,0,25.36,4.14,19.22,0,0,40.73,0,19.75,0,0,0,14.95,1.1,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,22.47,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,378.1,15.83,13.17,0,0,462.73,0,0,0,0,0,7.43,0,22.98,4.14,19.22,0,0,35.87,0,17.41,0,0,0,14.95,0,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,22.47,42.58,43.45,0,0,142.49,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,378.1,15.83,12.66,0,0,403.61,0,0,0,0,0,7.43,0,21.85,4.14,19.22,0,0,35.11,0,17.03,0,0,0,14.95,0,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,22.47,42.58,37.45,0,0,124.72,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,378.1,15.83,12.66,0,0,348.22,0,0,0,0,0,6.37,0,21.85,4.14,19.22,0,0,35.11,0,17.03,0,0,0,14.95,0,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,22.47,42.58,37.45,0,0,122.81,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,378.1,15.83,12.66,0,0,296.89,0,0,0,0,0,6.37,0,21.85,4.14,19.22,0,0,35.11,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,42.58,37.45,0,0,122.81,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,356.63,15.83,12.66,0,0,296.89,0,0,0,0,0,1.07,0,21.85,4.14,19.22,0,0,35.11,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,42.58,37.45,0,0,122.81,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,348.94,15.83,11.82,0,0,296.89,0,0,0,0,0,1.07,0,19.1,4.14,19.22,0,0,30.29,0,14.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,42.58,37.45,0,0,122.81,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,348.94,15.83,11.82,0,0,296.89,0,0,0,0,0,0.53,0,19.1,4.14,14.41,0,0,30.29,0,14.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,42.58,37.45,0,0,122.81,0,0,0,0,0,0,0,1.35,335.3,8.53,0,119.45,52.18,0,0,114.09,74.54,0,348.94,15.83,11.82,0,0,296.89,0,0,0,0,0,0.53,0,19.1,4.14,14.41,0,0,30.29,0,14.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

