Block,Time,JHAJJAR,NTPL,RAMPUR,UNCHAHAR4,VALLURNTECL,AURY_LF,DADRI_GF,BRBCL,FSTPP I & II,KGSU1AND2,KGSU3AND4,KOLDAM,NAPP,ANTA_CRF,CHAMERA3,DHAULIGNGA,NJPC,SALAL,TALA,ANTA_LF,ANTA_RF,DADRT2,NLCIIST1,NLCTS2EXP,RAPPC,RIHAND2,SASAN,UNCHAHAR1,AURY_RF,KHSTPP-II,MAPS,NLCIIST2,SIMHST1,SIMHST2,URI,AURY_CRF,DADRI_LF,DULHASTI,KHSTPP-I,KKNP,KKNPPU2,KOTESHWR,NNTPP,PARBATI3,RAPPB,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR2,BSIUL,KISHANGANGA,SINGRAULI,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR3,AURY_GF,DADRI_CRF,DADRI_RF,CHAMERA1,CHAMERA2,KUDGI,NLCEXP,RIHAND1,RIHAND3,RSTPSU1TO6,SEWA2,TANDA2,TEHRI,URI2,ANTA_GF
57,14:00-14:15,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,11.9,0,46.370000000000005,686.07,0,0,60.23,121.71,342.56,9.9,61.86,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,72.75,42.15,31.33,0,0,74.07,127.6,0,5.79,2.89,0,29.56,0

58,14:15-14:30,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,11.9,0,46.370000000000005,686.07,0,0,60.23,121.71,342.56,9.9,61.86,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,72.75,42.15,31.33,0,0,74.07,127.6,0,5.79,2.89,0,29.56,0

59,14:30-14:45,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,11.9,0,46.370000000000005,686.07,0,0,60.23,121.71,342.56,9.9,61.86,98.87,0,0,0,0,46.37,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,72.75,42.15,31.33,0,0,74.07,127.6,0,5.79,2.89,0,31.03,0

60,14:45-15:00,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,11.9,0,46.370000000000005,686.07,0,0,60.23,121.71,342.56,9.9,61.86,98.87,0,0,0,0,46.37,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,72.75,42.15,31.33,0,0,74.07,127.6,0,5.79,2.67,0,31.03,0

61,15:00-15:15,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,9.06,0,46.370000000000005,686.07,0,0,60.23,121.71,342.56,9.9,61.5,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,12.43,0,27.05,0,0,72.75,42.15,31.33,0,0,82.31,127.6,0,5.79,2.43,0,31.03,0

62,15:15-15:30,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,9.06,0,46.370000000000005,686.07,0,0,60.23,121.71,342.56,9.9,61.5,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,12.43,0,27.05,0,0,72.75,42.15,31.33,0,0,90.54,127.6,0,5.79,2.25,17,31.03,0

63,15:30-15:45,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,10.69,40.4,167.1,79.01,9.35,0,46.370000000000005,686.07,0,0,60.23,121.71,342.56,9.9,61.5,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,72.75,42.15,31.33,0,0,90.54,127.6,0,8.06,2.25,17,32.51,0

64,15:45-16:00,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,10.69,40.4,167.1,79.01,9.35,0,46.370000000000005,686.07,0,0,60.23,121.71,342.56,9.9,61.5,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,72.75,42.15,31.33,0,0,90.54,127.6,0,8.06,2.25,34.01,32.51,0

65,16:00-16:15,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,10.69,40.4,167.1,79.01,8.37,0,45.19,686.07,0,0,60.23,121.71,342.56,9.9,61.5,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,72.75,42.15,14.74,0,0,90.54,127.6,0,8.06,2.25,34.01,32.51,0

66,16:15-16:30,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,10.69,40.4,167.1,79.01,8.37,0,45.19,686.07,0,0,60.23,121.71,342.56,9.9,61.5,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,72.75,42.15,14.74,0,0,90.54,127.6,0,8.06,2.25,34.01,32.51,0

67,16:30-16:45,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,10.69,40.4,167.1,79.01,8.23,0,45.19,686.07,0,0,60.23,121.71,342.56,9.9,61.5,98.87,0,0,0,0,46.37,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,72.75,42.15,14.74,0,0,90.54,127.6,0,8.06,2.25,34.01,32.51,0

68,16:45-17:00,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,10.69,40.4,167.1,79.01,8.09,0,45.19,686.07,0,0,60.23,121.71,342.56,9.9,61.5,98.87,0,0,0,0,46.37,0,0,53.79,44.31,0,0,9.66,0,17.56,0,0,0,43.71,6.52,1.44,89.59,0,11.53,0,27.05,0,0,72.75999999999999,42.15,14.74,0,0,90.54,127.6,0,8.06,2.25,34.01,32.51,0

69,17:00-17:15,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,7.94,0,45.19,686.07,0,0,60.23,121.71,342.56,9.9,61.5,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,9.66,0,21.08,0,0,0,43.71,6.52,2.88,89.59,0,11.53,0,27.05,0,0,72.75999999999999,42.15,14.74,0,0,90.54,127.6,0,8.06,2.25,34.01,32.51,0

70,17:15-17:30,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,7.94,0,45.19,686.07,0,0,60.23,121.71,342.56,9.9,61.5,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,9.66,0,21.08,0,0,0,43.71,6.52,2.88,89.59,0,11.53,0,27.05,0,0,72.75999999999999,42.15,14.74,0,0,90.54,127.6,0,8.06,2.25,34.01,32.51,0

71,17:30-17:45,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,8.09,0,45.19,686.07,0,0,60.23,121.71,342.56,9.9,61.5,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,9.66,0,21.08,0,0,0,43.71,6.52,2.88,89.59,0,11.53,0,27.05,0,0,72.75999999999999,42.15,29.48,0,0,90.54,127.6,0,8.06,2.25,34.01,32.51,0

72,17:45-18:00,413.81,0,3.54,1.62,0,0,0,20.01,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,7.79,0,45.19,686.07,0,0,60.23,121.71,342.56,9.9,61.5,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,9.66,0,21.08,0,0,0,43.71,6.52,2.88,89.59,0,11.53,0,27.05,0,0,72.75999999999999,42.15,29.48,0,0,90.54,127.6,0,8.06,2.25,51.01,32.51,0

73,18:00-18:15,413.81,0,3.54,1.62,0,0,0,20,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,8.02,0,45.769999999999996,686.07,0,0,60.23,121.71,342.56,9.9,61.5,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,19.32,0,21.08,0,0,0,43.71,13.04,2.88,89.59,0,11.53,0,27.05,0,0,72.75999999999999,42.15,26.85,0,0,90.54,127.6,0,8.06,2.25,51.01,32.51,0

74,18:15-18:30,413.81,0,3.54,1.62,0,0,0,20,20.8,0,0,5.35,45.23,0,21.37,40.4,167.1,79.01,7.88,0,45.769999999999996,686.07,0,0,60.23,121.71,342.56,9.9,60.879999999999995,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,28.98,0,36.54,0,0,0,43.71,13.04,2.88,89.59,0,11.53,0,27.05,0,0,72.75999999999999,42.15,26.85,0,0,90.54,127.6,0,8.06,2.25,53.16,32.51,0

75,18:30-18:45,413.81,0,3.54,1.62,0,0,0,20,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,7.74,0,45.77,686.07,0,0,60.23,121.71,342.56,9.9,60.89,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,38.64,0,36.54,0,0,0,43.71,13.04,2.88,89.59,0,11.53,0,27.05,0,0,72.75999999999999,42.15,26.85,0,0,90.54,127.6,0,8.06,2.25,53.16,32.51,0

76,18:45-19:00,406.41,0,3.62,0,0,0,0,20,20.8,0,0,5.35,45.23,0,33.74,41.42,168.66,79.01,7.88,0,46.13,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,54.53,44.31,0,0,42.51,0,36.54,0,0,0,43.06,20.21,4.32,89.59,0,11.53,0,26.42,0,0,72.75,42.15,45.65,0,0,90.54,127.6,0,11.57,2.25,70.87,32.51,0

77,19:00-19:15,406.41,0,3.62,0,0,0,0,20,20.8,0,0,5.35,45.23,0,33.74,41.42,168.66,79.01,8.29,0,46.37,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,54.53,44.31,0,0,42.51,0,36.54,0,0,0,43.06,20.21,4.32,89.59,0,11.53,0,26.42,0,0,72.75,42.15,45.65,0,0,90.54,127.6,0,11.58,2.43,70.87,32.51,0

78,19:15-19:30,406.41,0,3.62,0,0,0,0,20,20.8,0,0,5.35,45.23,0,33.74,41.42,168.66,79.01,8.29,0,46.37,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,54.53,44.31,0,0,42.51,0,36.54,0,0,0,43.06,20.21,4.32,89.59,0,11.53,0,26.42,0,0,72.75,42.15,45.65,0,0,90.54,127.6,0,11.58,2.66,70.87,32.51,0

79,19:30-19:45,406.41,0,3.62,0,0,0,0,20,20.8,0,0,5.35,45.23,0,33.74,41.42,168.66,79.01,8.29,0,46.37,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,54.53,44.31,0,0,42.51,0,36.54,0,0,0,43.06,20.21,4.32,89.59,0,11.53,0,26.42,0,0,72.75,42.15,45.65,0,0,90.54,127.6,0,11.58,2.89,70.87,32.51,0

80,19:45-20:00,406.41,0,3.62,0,0,0,0,20,20.8,0,0,5.35,45.23,0,33.74,41.42,168.66,79.01,8.49,0,46.37,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,54.53,44.31,0,0,42.51,0,21.08,0,0,0,43.06,20.21,4.32,89.59,0,11.53,0,26.42,0,0,72.75,42.15,45.65,0,0,90.54,127.6,0,11.58,2.89,70.87,32.51,0

81,20:00-20:15,406.41,0,3.62,0,0,0,0,20,20.8,0,0,5.35,45.23,0,33.74,41.42,168.66,79.01,8.49,0,46.37,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,54.53,44.31,0,0,42.51,0,21.08,0,0,0,43.06,20.21,4.32,89.59,0,11.53,0,26.42,0,0,72.75,42.15,45.65,0,0,90.54,127.6,0,11.58,2.89,70.87,32.51,0

82,20:15-20:30,406.41,0,3.62,0,0,0,0,20,20.8,0,0,5.35,45.23,0,33.74,41.42,168.66,79.01,8.44,0,46.37,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,54.53,44.31,0,0,42.51,0,21.08,0,0,0,43.06,20.21,4.32,89.59,0,11.53,0,26.42,0,0,72.75,42.15,45.65,0,0,90.54,127.6,0,11.58,2.89,70.87,32.51,0

83,20:30-20:45,406.41,0,3.62,0,0,0,0,20,20.8,0,0,5.35,45.23,0,33.74,41.42,168.66,79.01,8.44,0,46.37,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,54.53,44.31,0,0,42.51,0,21.08,0,0,0,43.06,20.21,4.32,89.59,0,11.53,0,26.42,0,0,72.75,42.15,45.65,0,0,90.54,127.6,0,5.79,2.89,70.87,32.51,0

84,20:45-21:00,406.41,0,3.54,0,0,0,0,20,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,8.44,0,46.37,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,38.64,0,21.08,0,0,0,43.06,3.3,4.32,89.59,0,11.53,0,26.42,0,0,72.75,42.15,44.22,0,0,90.54,127.6,0,5.79,2.89,70.87,32.51,0

85,21:00-21:15,406.41,0,3.54,0,0,0,0,20,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,8.44,0,46.37,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,38.64,0,21.08,0,0,0,43.06,3.3,4.32,89.59,0,11.53,0,26.42,0,0,72.75,42.15,44.22,0,0,90.54,127.6,0,5.79,2.89,70.87,28.07,0

86,21:15-21:30,406.41,0,3.54,0,0,0,0,20,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,8.61,0,46.37,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,38.64,0,21.08,0,0,0,43.06,3.3,4.32,89.59,0,11.53,0,26.42,0,0,72.75,42.15,44.22,0,0,90.54,127.6,0,5.79,2.89,70.87,28.07,0

87,21:30-21:45,406.41,0,3.54,0,0,0,0,20,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,9.38,0,46.37,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,38.64,0,21.08,0,0,0,43.06,3.3,4.32,89.59,0,11.53,0,26.42,0,0,72.75,42.15,44.22,0,0,90.54,127.6,0,5.79,2.89,70.87,31.03,0

88,21:45-22:00,406.41,0,3.62,0,0,0,0,20,20.8,0,0,5.35,45.23,0,33.74,41.42,168.66,79.01,9.38,0,46.37,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,54.53,44.31,0,0,42.51,0,21.08,0,0,0,43.06,20.21,4.32,89.59,0,11.53,0,26.42,0,0,72.75,42.15,45.65,0,0,90.54,127.6,0,11.57,2.89,70.87,31.03,0

89,22:00-22:15,406.41,0,3.62,0,0,0,0,20,20.8,0,0,5.35,45.23,0,33.74,41.42,168.66,79.01,9.7,0,46.96,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,54.53,44.31,0,0,42.51,0,21.08,0,0,0,43.06,20.21,4.32,89.59,0,11.53,0,26.42,0,0,72.75,42.15,45.65,0,0,90.54,127.6,0,13.33,2.89,70.87,31.03,0

90,22:15-22:30,406.41,0,3.62,0,0,0,0,20,20.8,0,0,5.35,45.23,0,33.74,41.42,168.66,79.01,9.88,0,46.96,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,54.53,44.31,0,0,42.51,0,21.08,0,0,0,43.06,20.21,4.32,89.59,0,11.53,0,26.42,0,0,72.75,42.15,45.65,0,0,90.54,127.6,0,17.37,2.89,70.87,31.03,0

91,22:30-22:45,406.41,0,3.62,0,0,0,0,20,20.8,0,0,5.35,45.23,0,33.74,41.42,168.66,79.01,10.02,0,46.96,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,54.53,44.31,0,0,42.51,0,21.08,0,0,0,43.06,20.21,4.32,89.59,0,11.53,0,26.42,0,0,72.75,42.15,45.65,0,0,90.54,127.6,0,17.37,2.89,70.87,31.03,0

92,22:45-23:00,406.41,0,3.54,0,0,0,0,20,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,10.09,0,46.96,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,38.64,0,21.08,0,0,0,43.06,13.04,2.88,89.59,0,11.53,0,26.42,0,0,72.75,42.15,44.22,0,0,90.54,127.6,0,17.37,2.89,70.87,31.03,0

93,23:00-23:15,406.41,0,3.54,0.02,0,0,0,20,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,10.21,0,48.13,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,28.98,0,30.92,0,0,0,43.06,13.04,1.44,89.59,0,11.53,0,26.42,0,0,72.75,42.15,44.22,0,0,90.54,127.6,0,5.79,2.89,51.01,32.51,0

94,23:15-23:30,406.41,0,3.54,0.02,0,0,0,20,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,10.29,0,48.13,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,28.98,0,30.92,0,0,0,43.06,13.04,1.44,89.59,0,11.53,0,26.42,0,0,72.75,42.15,44.22,0,0,90.54,127.6,0,5.79,2.89,51.01,32.51,0

95,23:30-23:45,406.41,0,3.54,0.02,0,0,0,20,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,10.35,0,48.13,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,28.98,0,30.92,0,0,0,43.06,13.04,1.44,89.59,0,11.53,0,26.42,0,0,72.75,42.15,44.22,0,0,90.54,127.6,0,5.79,2.89,51.01,32.51,0

96,23:45-24:00,406.41,0,3.54,0.02,0,0,0,20,20.8,0,0,5.35,45.23,0,32.08,40.4,167.1,79.01,10.41,0,48.13,682.82,0,0,60.23,121.71,342.56,9.51,60.89,98.87,0,0,0,0,40.85,0,0,53.79,44.31,0,0,28.98,0,30.92,0,0,0,43.06,13.04,1.44,89.59,0,11.53,0,26.42,0,0,72.75,42.15,44.22,0,0,90.54,127.6,0,5.79,2.89,51.01,32.51,0

