Time,Block,NR/2023/17064/A,NR/2023/18003/C,NR/2023/18002/C,WR/2023/20254/A/1003,WR/2023/20256/A/1005,NR/2023/16187/A,NR/2023/17901/A/986,NR/2023/18001/C,NR/2023/17905/A/962,WR/2023/18560/A,WR/2023/18560/A/II,Total
,,GMRETL,SJVNL,TPDDL,APPCPL,MANIKARAN,APPCPL,ITCLH,NVVNL,IEXL,MANIKARAN,MANIKARAN,Total

,,DELHI,NA,HIMACHAL PRADESH,DELHI,DELHI,DELHI,ANDHRA PRADESH,NA,HIMACHAL PRADESH,DELHI,DELHI,
,,BYPL,RSRPL_BKN,CHANJUII,BRPL,BRPL,BYPL,ITCWIND,SOLAPUR_SOLAR,BSHP,BYPL,BYPL,
,,RAJASTHAN,DELHI,DELHI,GOA,GOA,HIMACHAL PRADESH,DELHI,DELHI,DELHI,MAHARASHTRA,MAHARASHTRA,
,,RUVNL,NDMC,TPDDL,GOA_Beneficiary,GOA_Beneficiary,HP,ITCLH,MES (Delhi),MES (Delhi),AEML,AEML,
,,North-North,North-North,North-North,North-West,North-West,North-North,South-West-North,West-North,North-North,North-West,North-East-West,
1,00:00-00:15,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.480000,0,1.930000,100.000000,0.000000,122.71

2,00:15-00:30,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.480000,0,1.930000,100.000000,0.000000,122.71

3,00:30-00:45,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.480000,0,1.930000,100.000000,0.000000,122.71

4,00:45-01:00,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.480000,0,1.930000,100.000000,0.000000,122.71

5,01:00-01:15,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.480000,0,1.930000,100.000000,0.000000,122.71

6,01:15-01:30,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.480000,0,1.930000,100.000000,0.000000,122.71

7,01:30-01:45,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.480000,0,1.930000,100.000000,0.000000,122.71

8,01:45-02:00,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.480000,0,1.930000,100.000000,0.000000,122.71

9,02:00-02:15,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.430000,0,1.930000,100.000000,0.000000,122.66

10,02:15-02:30,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.430000,0,1.930000,100.000000,0.000000,122.66

11,02:30-02:45,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.430000,0,1.930000,100.000000,0.000000,122.66

12,02:45-03:00,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.430000,0,1.930000,100.000000,0.000000,122.66

13,03:00-03:15,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.430000,0,1.930000,100.000000,0.000000,122.66

14,03:15-03:30,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.430000,0,1.930000,100.000000,0.000000,122.66

15,03:30-03:45,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.430000,0,1.930000,100.000000,0.000000,122.66

16,03:45-04:00,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.430000,0,1.930000,100.000000,0.000000,122.66

17,04:00-04:15,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.430000,0,1.930000,100.000000,0.000000,122.66

18,04:15-04:30,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.430000,0,1.930000,100.000000,0.000000,122.66

19,04:30-04:45,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.430000,0,1.930000,100.000000,0.000000,122.66

20,04:45-05:00,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.430000,0,1.930000,100.000000,0.000000,122.66

21,05:00-05:15,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.430000,0,1.930000,100.000000,0.000000,122.66

22,05:15-05:30,0.000000,0,3.220000,0.000000,0.000000,17.080000,0.430000,0,1.930000,100.000000,0.000000,122.66

