Block,Time Block,KGSU1AND2,KGSU3AND4,KOLDAM,DULHASTI,FSTPP I & II,DHAULIGNGA,JHAJJAR,CHAMERA3,CHAMERA2,DADRT2,DADRI_CRF,DADRI_RF,ANTA_CRF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_GF,AURY_GF,NLCEXP,NJPC,NAPP,BSIUL,BRBCL,CHAMERA1,UNCHAHAR3,UNCHAHAR1,URI,TEHRIPSP,UNCHAHAR4,VALLURNTECL,TelanganaSTPP,UNCHAHAR2,URI2,KKNPPU2,SEWA2,SINGRAULI,TEHRI,TALA,SASAN,TALST2,TANAKPUR,TANDA2,SINGRAULI_HYDRO,SIMHST1,SIMHST2,MAPS,RSTPSU1TO6,RIHAND2,SALAL,RAPPD,RIHAND3,RAPPC,RIHAND1,RSTPSU7,NTPL,PARBATI3,PARBATI2,RAPPB,RAMPUR,NNTPP,NLCTS2EXP,NLCIIST1,NLCIIST2,KUDGI,KKNP,KISHANGANGA,KHSTPP-I,KHSTPP-II,KOTESHWR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
73,18:00-18:15,0,0,8.27,36.49,18.27,40.75,389.05,32.58,45.23,462.03,0,0,0,0,0,0,0,0,0,0,0,0,0,168.72,23.26,0,22.96,40.46,25.28,19.97,42.38,0,1.46,0,0,41.86,31.42,0,17.6,108.27,35,19.01,401.94,0,11.43,1.36,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,59.93,10.13,0,5.47,0,0,0,0,0,0,4.41,37.86,93.62,9.73,0,0,0,0,0

74,18:15-18:30,0,0,8.27,36.49,18.27,40.75,447.98,32.58,45.23,563.42,0,0,0,0,0,0,0,0,0,0,0,0,0,168.72,23.26,0,20.35,40.46,25.28,19.97,42.38,0,1.46,0,0,41.86,31.42,0,17.6,108.27,52.4,18.78,401.94,0,11.43,1.36,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,59.93,10.13,0,5.47,0,0,0,0,0,0,4.41,37.86,93.62,19.47,0,0,0,0,0

75,18:30-18:45,0,0,8.27,36.49,18.27,40.75,424.4,32.58,45.23,654.98,0,0,0,0,0,0,0,0,0,0,0,0,0,168.72,23.26,0,21.34,40.46,25.36,19.99,42.38,85.03,1.46,0,0,41.94,31.42,0,17.6,108.27,69.85,18.2,401.94,0,11.43,1.36,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,11.41,10.13,0,5.47,0,0,0,0,0,0,6.68,37.86,93.62,29.21,0,0,0,0,0

76,18:45-19:00,0,0,8.27,36.89,18.27,43.01,424.4,34.26,47.6,654.98,0,0,0,0,0,0,0,0,0,0,0,0,0,170.31,23.26,0,19.32,40.65,25.36,19.99,42.38,170.06,1.46,0,0,41.94,31.42,0,17.6,108.27,71.64,18.05,401.94,0,11.43,1.36,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,59.93,13.5,0,5.61,0,0,0,0,0,0,6.89,37.86,93.62,42.19,0,0,0,0,0

77,19:00-19:15,0,0,8.27,36.89,17.07,43.01,426.24,34.26,47.6,658.13,0,0,0,0,0,0,0,0,0,0,0,0,0,170.31,23.26,0,18.97,40.65,25.91,20.38,42.38,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,71.64,18.08,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,59.93,13.5,0,5.61,0,0,0,0,0,0,6.89,37.86,93.62,42.19,0,0,0,0,0

78,19:15-19:30,0,0,8.27,36.89,17.07,43.01,426.24,34.26,47.6,658.13,0,0,0,0,0,0,0,0,0,0,0,0,0,170.31,23.26,0,20.85,40.65,25.91,20.38,42.38,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,71.64,18.17,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,59.93,27.02,0,5.61,0,0,0,0,0,0,6.89,37.86,93.62,42.19,0,0,0,0,0

79,19:30-19:45,0,0,8.27,36.89,17.07,43.01,426.24,34.26,47.6,658.13,0,0,0,0,0,0,0,0,0,0,0,0,0,170.31,23.26,0,22.1,40.65,25.91,20.38,42.38,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,71.64,18.26,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,59.93,27.02,0,5.61,0,0,0,0,0,0,6.89,37.86,93.62,42.19,0,0,0,0,0

80,19:45-20:00,0,0,8.27,36.89,17.07,43.01,426.24,34.26,47.6,658.13,0,0,0,0,0,0,0,0,0,0,0,0,0,170.31,23.26,0,23.99,40.65,25.91,20.38,42.38,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,71.64,18.37,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,74.2,27.02,0,5.61,0,0,0,0,0,0,6.89,37.86,93.62,42.19,0,0,0,0,0

81,20:00-20:15,0,0,8.27,36.89,17.07,43.01,426.24,34.26,47.6,658.13,0,0,0,0,0,0,0,0,0,0,0,0,0,170.31,23.26,0,23.49,40.65,25.91,20.38,44.51,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,71.64,18.5,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,74.2,27.02,0,5.61,0,0,0,0,0,0,6.89,37.86,93.62,42.19,0,0,0,0,0

82,20:15-20:30,0,0,8.27,36.89,17.07,43.01,426.24,34.26,47.6,658.13,0,0,0,0,0,0,0,0,0,0,0,0,0,170.31,23.26,0,23.99,40.65,25.91,20.38,44.51,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,71.64,18.65,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,74.2,27.02,0,5.61,0,0,0,0,0,0,6.89,37.86,93.62,42.19,0,0,0,0,0

83,20:30-20:45,0,0,8.27,36.89,17.07,43.01,426.24,34.26,47.6,658.13,0,25.84,0,0,19.67,0,0,11.52,0,0,0,0,0,170.31,23.26,0,22.02,40.65,25.91,20.38,44.51,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,71.64,18.73,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,74.2,27.02,0,5.61,0,0,0,0,0,0,6.89,37.86,93.62,42.19,0,0,0,0,0

84,20:45-21:00,0,0,8.27,36.49,17.07,40.75,426.24,32.58,45.23,658.13,0,25.84,0,0,19.67,0,0,11.52,0,0,0,0,0,168.72,23.26,0,22.41,40.46,25.91,20.38,44.51,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,69.85,18.88,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,25.68,23.64,0,5.47,0,0,0,0,0,0,6.68,37.86,93.62,38.94,0,0,0,0,0

85,21:00-21:15,0,0,8.27,36.49,17.07,40.75,425.35,32.58,45.23,658.13,0,25.84,0,0,19.67,0,0,11.52,0,0,0,0,0,168.72,23.26,0,19.02,40.46,25.91,20.38,37.09,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,69.85,18.98,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,49.94,23.64,0,5.47,0,0,0,0,0,0,6.68,37.86,93.62,38.94,0,0,0,0,0

86,21:15-21:30,0,0,8.27,36.49,17.07,40.75,425.35,32.58,45.23,658.13,0,25.84,0,0,19.67,0,0,11.52,0,0,0,0,0,168.72,23.26,0,23.77,40.46,25.91,20.38,37.09,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,69.85,18.98,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,49.94,23.64,0,5.47,0,0,0,0,0,0,6.68,37.86,93.62,38.94,0,0,0,0,0

87,21:30-21:45,0,0,8.27,36.89,17.07,43.01,425.35,34.26,47.6,658.13,0,25.84,0,0,19.67,0,0,11.52,0,0,0,0,0,170.31,23.26,0,21.9,40.65,25.91,20.38,37.09,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,71.64,19.04,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,74.2,27.02,0,5.61,0,0,0,0,0,0,6.89,37.86,93.62,42.85,0,0,0,0,0

88,21:45-22:00,0,0,8.27,36.89,17.07,43.01,425.35,34.26,47.6,658.13,0,25.84,0,0,19.67,0,0,11.52,0,0,0,0,0,170.31,23.26,0,20.3,40.65,25.91,20.38,37.09,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,71.64,19.04,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,74.2,27.02,0,5.61,0,0,0,0,0,0,6.89,37.86,93.62,42.85,0,0,0,0,0

89,22:00-22:15,0,0,8.27,36.89,17.07,43.01,425.35,34.26,47.6,658.13,0,25.84,0,0,19.67,0,0,11.52,0,0,0,0,0,170.31,23.26,0,20.06,40.65,25.91,20.38,37.09,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,71.64,18.9,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,74.2,27.02,0,5.61,0,0,0,0,0,0,6.89,37.86,93.62,42.85,0,0,0,0,0

90,22:15-22:30,0,0,8.27,36.89,17.07,43.01,425.35,34.26,47.6,658.13,0,25.84,0,0,19.67,0,0,11.52,0,0,0,0,0,170.31,23.26,0,20.31,40.65,25.91,20.38,37.09,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,71.64,18.9,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,74.2,27.02,0,5.61,0,0,0,0,0,0,6.89,37.86,93.62,42.85,0,0,0,0,0

91,22:30-22:45,0,0,8.27,36.49,17.07,40.75,425.35,32.58,45.23,658.13,0,25.84,0,0,19.67,0,0,11.52,0,0,0,0,0,168.72,23.26,0,19.68,40.46,25.91,20.38,37.09,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,69.85,19.02,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,54.22,15.53,0,5.47,0,0,0,0,0,0,3.07,37.86,93.62,38.94,0,0,0,0,0

92,22:45-23:00,0,0,8.27,36.49,17.07,40.75,425.35,32.58,45.23,658.13,0,25.84,0,0,19.67,0,0,11.52,0,0,0,0,0,168.72,23.26,0,20.73,40.46,25.91,20.38,37.09,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,69.85,19.02,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,54.22,15.53,0,5.47,0,0,0,0,0,0,3.07,37.86,93.62,38.94,0,0,0,0,0

93,23:00-23:15,0,0,8.27,36.49,17.07,40.75,425.35,32.58,45.23,658.13,0,25.84,0,0,19.67,0,0,11.52,0,0,0,0,0,168.72,23.26,0,18.69,40.46,25.91,20.38,37.09,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,69.85,19.3,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,54.22,15.53,0,5.47,0,0,0,0,0,0,3.07,37.86,93.62,38.94,0,0,0,0,0

94,23:15-23:30,0,0,8.27,36.49,17.07,40.75,425.35,32.58,45.23,658.13,0,25.84,0,0,19.67,0,0,11.52,0,0,0,0,0,168.72,23.26,0,18.81,40.46,25.91,20.38,37.09,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,69.85,19.3,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,54.22,15.53,0,5.47,0,0,0,0,0,0,3.07,37.86,93.62,38.94,0,0,0,0,0

95,23:30-23:45,0,0,8.27,36.49,17.07,40.75,425.35,32.58,45.23,658.13,0,25.84,0,0,19.67,0,0,11.52,0,0,0,0,0,168.72,23.26,0,16.92,40.46,25.91,20.38,40.26,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,69.85,19.44,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,54.22,15.53,0,5.47,0,0,0,0,0,0,3.07,37.86,93.62,38.94,0,0,0,0,0

96,23:45-24:00,0,0,8.27,36.49,17.07,40.75,425.35,32.58,45.23,658.13,0,25.84,0,0,19.67,0,0,11.52,0,0,0,0,0,168.72,23.26,0,16.14,40.46,25.91,20.38,40.26,170.06,1.7,0,0,41.86,31.42,0,17.6,108.27,69.85,19.44,401.94,0,11.43,2.93,0,0,0,0,0,120.23,76.96,23.05,125.58,62.79,94.37,0,0,54.22,15.53,0,5.47,0,0,0,0,0,0,3.07,37.86,93.62,38.94,0,0,0,0,0

