Block,Time,BRBCL,CHAMERA2,KKNP,NJPC,NLCTS2EXP,SINGRAULI,TelanganaSTPP,VALLURNTECL,DHAULIGNGA,KKNPPU2,RAPPB,UNCHAHAR3,ANTA_CRF,KGSU1AND2,KUDGI,NLCEXP,RAPPD,SALAL,SEWA2,TANDA2,TEHRI,URI,ANTA_RF,AURY_GF,DADRI_LF,DADRI_RF,CHAMERA3,DULHASTI,KGSU3AND4,NNTPP,RIHAND2,RIHAND3,AURY_RF,DADRI_CRF,CHAMERA1,KISHANGANGA,MAPS,RAMPUR,RSTPSU1TO6,SASAN,SINGRAULI_HYDRO,TALST2,TANAKPUR,AURY_LF,DADRI_GF,KHSTPP-II,KOTESHWR,NLCIIST1,RSTPSU7,UNCHAHAR1,BSIUL,DADRT2,KHSTPP-I,NAPP,NLCIIST2,NTPL,PARBATI3,SIMHST2,UNCHAHAR4,URI2,AURY_CRF,FSTPP I & II,JHAJJAR,KOLDAM,PARBATI2,RAPPC,RIHAND1,SIMHST1,TALA,UNCHAHAR2,ANTA_GF,ANTA_LF
57,14:00-14:15,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,9.71,0,48.55,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,7.05,0,0,148.3,7.53,0,0,21.64,6.52,688.92,45.53,25.11,0,0,23.02,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,21.03,45,0,0

58,14:15-14:30,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,18.77,0,48.55,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,7.05,0,0,148.3,7.53,0,0,21.64,6.52,688.92,45.53,25.11,0,0,23.02,0,3.2,0,0,20.8,670.67,9.59,37.57,68.56,97.23,0,21.03,45,0,0

59,14:30-14:45,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,0,48.55,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,7.05,0,0,148.3,7.53,0,0,21.64,13.04,688.92,45.53,25.11,0,0,23.02,0,3.2,0,0,20.8,670.67,9.59,26.3,68.56,97.23,0,20.79,45,0,0

60,14:45-15:00,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,0,48.55,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,7.05,0,0,148.3,7.53,0,0,21.64,13.04,688.92,45.53,25.11,0,0,23.02,0,3.2,0,0,20.8,670.67,9.59,26.3,68.56,97.23,0,20.79,45,0,0

61,15:00-15:15,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,0,48.55,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,7.05,0,0,148.3,7.53,0,0,21.64,13.04,688.92,45.53,25.11,0,0,23.02,0,3.2,0,0,20.8,670.67,9.59,26.3,68.56,97.23,0,25.93,45,0,0

62,15:15-15:30,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,0,48.55,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,7.05,0,0,148.3,17.96,0,0,21.64,13.04,688.92,45.53,25.11,0,0,23.02,0,3.2,0,0,20.8,670.67,9.59,26.3,68.56,97.23,0,25.93,45,0,0

63,15:30-15:45,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,0,48.55,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,0,0,0,6.98,0,414,1.11,0,11.53,0,0,148.3,17.96,0,0,21.64,13.04,573.92,45.53,25.11,0,0,23.02,0,3.2,0,0,20.8,670.67,9.59,26.3,68.56,97.23,0,25.93,45,0,0

64,15:45-16:00,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,0,48.55,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,13.8,0,0,6.98,0,414,1.11,0,11.53,0,0,148.3,17.96,0,0,21.64,13.04,573.92,45.53,25.11,0,0,23.02,0,3.2,0,0,20.8,670.67,9.59,26.3,68.56,97.23,0,25.93,45,0,0

65,16:00-16:15,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,0,47.89,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,23.86,0,0,6.98,0,414,1.11,0,6.4,0,0,148.3,17.96,0,0,21.64,13.04,573.92,45.53,25.11,0,0,23.02,0,3.2,0,0,20.8,670.67,9.59,26.3,68.56,97.23,0,25.93,45,0,0

66,16:15-16:30,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,0,47.89,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,28.1,0,0,6.98,0,414,1.11,0,6.4,0,0,148.3,17.96,0,0,21.64,13.04,573.92,45.53,25.11,0,0,23.02,0,3.2,0,0,20.8,670.67,9.59,26.3,68.56,97.23,0,25.93,45,0,0

67,16:30-16:45,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,0,47.24,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,414,1.11,0,6.4,0,0,148.3,17.96,0,0,21.64,13.04,573.92,45.53,25.11,0,0,23.02,0,3.2,0,0,20.8,670.67,9.59,26.3,68.56,97.23,0,25.93,45,0,0

68,16:45-17:00,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,0,47.24,0,0,101.83,35.03,58.69,0,0,124.58,130.79,80.77,0,42.22,0,0,6.98,0,414,1.11,0,6.4,0,0,148.3,17.96,0,0,21.64,13.04,573.92,45.53,25.11,0,0,23.02,0,3.2,0,0,20.8,670.67,9.59,26.3,68.56,97.23,0,25.93,45,0,0

69,17:00-17:15,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,0,47.24,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,414,1.11,0,7.68,0,0,148.3,17.96,0,0,21.64,13.04,573.92,45.53,25.11,0,0,23.02,0,3.2,0,0,20.8,670.67,9.59,26.3,68.56,97.23,0,25.93,45,0,0

70,17:15-17:30,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,0,47.24,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,414,1.11,0,7.68,0,0,148.3,17.96,0,0,21.64,13.04,573.92,45.53,25.11,0,0,23.02,0,3.2,0,0,20.8,670.67,9.59,26.3,68.56,97.23,0,25.93,45,0,0

71,17:30-17:45,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,0,47.24,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,414,1.11,0,7.68,0,0,148.3,17.96,0,0,21.64,6.52,573.92,45.53,25.11,0,0,23.02,0,3.2,0,0,20.8,670.67,9.59,26.3,68.56,97.23,0,25.78,45,0,0

72,17:45-18:00,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,0,47.24,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,414,1.11,0,7.68,0,0,148.3,17.96,0,0,21.64,6.52,573.92,45.53,25.11,0,0,23.02,0,3.2,0,0,20.8,670.67,9.59,26.3,68.56,97.23,0,25.75,45,0,0

73,18:00-18:15,20,48.81,0,180.89,0,135.57,0,0,10.95,0,0,27.68,0,0,0,0,19.57,0,0,5.7,29.61,0,47.24,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,414,1.11,0,7.68,0,0,148.3,20.85,0,0,21.64,6.52,573.92,45.53,25.11,0,0,33.76,0,3.2,0,0,20.8,585.67,9.59,26.3,68.56,97.23,0,25.49,45,0,0

74,18:15-18:30,20,48.81,0,180.89,0,135.57,0,0,21.87,0,0,27.68,0,0,0,0,19.57,0,6.3,5.7,29.61,0,47.24,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,414,1.11,0,7.68,0,0,148.3,20.85,0,0,21.64,6.52,573.92,45.53,25.11,0,0,39.9,0,3.2,0,0,20.8,585.67,9.59,37.57,68.56,97.23,0,24.37,45,0,0

75,18:30-18:45,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,12.61,5.7,29.61,0,47.24,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,414,1.11,0,7.68,0,0,148.3,31.28,0,0,21.64,13.04,573.92,45.53,25.11,0,0,27.62,0,3.2,0,0,20.8,585.67,9.59,45.08,68.56,97.23,0,23.99,45,0,0

76,18:45-19:00,20,51.37,0,182.59,0,135.57,0,0,44.78,0,0,27.68,0,0,0,0,19.57,0,20.09,5.7,29.61,0,47.24,0,0,101.83,36.84,59.5,0,0,124.58,95.79,80.77,0,42.97,0,0,7.15,0,414,1.11,0,7.68,0,0,148.3,34.76,0,0,21.64,20.46,573.92,45.53,25.11,0,0,78.83,0,3.2,0,0,20.8,585.67,9.59,54.1,68.56,97.23,0,23.76,45,0,0

77,19:00-19:15,20,51.37,0,182.59,0,135.57,0,0,44.78,0,0,27.68,0,0,0,0,19.57,0,20.09,5.7,29.61,0,47.5,0,0,101.83,36.84,59.5,0,0,124.58,95.79,80.77,0,42.97,0,0,7.15,0,405,1.11,0,7.68,0,0,148.3,34.76,0,0,21.64,20.46,573.92,45.53,25.11,0,0,78.83,0,2.3,0,0,20.8,585.67,9.59,54.1,68.56,97.23,0,17.35,44.52,0,0

78,19:15-19:30,20,51.37,0,182.59,0,135.57,0,0,44.78,0,0,27.68,0,0,0,0,19.57,0,20.09,5.7,29.61,0,47.5,0,0,101.83,36.84,59.5,0,0,124.58,95.79,80.77,0,42.97,0,0,7.15,0,405,1.11,0,6.66,0,0,148.3,34.76,0,0,21.64,20.46,573.92,45.53,25.11,0,0,78.83,0,2.3,0,0,20.8,585.67,9.59,54.1,68.56,97.23,0,17.35,44.52,0,0

79,19:30-19:45,20,51.37,0,182.59,0,135.57,0,0,44.78,0,0,27.68,0,0,0,0,19.57,0,20.09,5.7,29.61,0,47.89,0,0,101.83,36.84,59.5,0,0,124.58,95.79,80.77,0,42.97,0,0,7.15,0,405,1.11,0,6.66,0,0,148.3,34.76,0,0,21.64,20.46,573.92,45.53,25.11,0,0,78.83,0,2.3,0,0,20.8,585.67,9.59,54.1,68.56,97.23,0,17.4,44.52,0,0

80,19:45-20:00,20,51.37,0,182.59,0,135.57,0,0,44.78,0,0,27.68,0,0,0,0,19.57,0,20.09,5.7,29.61,0,47.89,0,0,101.83,36.84,59.5,0,0,124.58,95.79,80.77,0,42.97,0,0,7.15,0,405,1.11,0,6.66,0,0,148.3,34.76,0,0,21.64,20.46,573.92,45.53,25.11,0,0,78.83,0,2.3,0,0,20.8,585.67,9.59,54.1,68.56,97.23,0,17.85,44.52,0,0

81,20:00-20:15,20,51.37,0,182.59,0,135.57,0,0,44.78,0,0,27.68,0,0,0,0,19.57,0,20.09,5.7,29.61,0,47.89,0,0,101.83,36.84,59.5,0,0,124.58,95.79,80.77,0,42.97,0,0,7.15,0,405,1.11,0,6.66,0,0,148.3,34.76,0,0,21.64,20.46,573.92,45.53,25.11,0,0,78.83,0,2.3,0,0,20.8,605.67,9.59,54.1,68.56,97.23,0,18.09,44.52,0,0

82,20:15-20:30,20,51.37,0,182.59,0,135.57,0,0,44.78,0,0,27.68,0,0,0,0,19.57,0,20.09,5.7,29.61,0,47.89,0,0,101.83,36.84,59.5,0,0,124.58,95.79,80.77,0,42.97,0,0,7.15,0,405,1.11,0,7.68,0,0,148.3,34.76,0,0,21.64,20.46,573.92,45.53,25.11,0,0,78.83,0,2.3,0,0,20.8,605.67,9.59,54.1,68.56,97.23,0,18.11,44.5,0,0

83,20:30-20:45,20,48.81,0,180.89,0,135.57,0,0,43.78,0,0,27.68,0,0,0,0,19.57,0,18.9,5.7,29.61,0,47.89,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,405,1.11,0,6.4,0,0,148.3,34.76,0,0,21.64,13.04,573.92,45.53,25.11,0,0,13.81,0,2.3,0,0,20.8,605.67,9.59,41.33,68.56,97.23,0,18.29,44.5,0,0

84,20:45-21:00,20,48.81,0,180.89,0,135.57,0,0,43.78,0,0,27.68,0,0,0,0,19.57,0,18.9,5.7,29.61,0,47.89,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,405,1.11,0,6.4,0,0,148.3,34.76,0,0,21.64,13.04,573.92,45.53,25.11,0,0,12.28,0,2.3,0,0,20.8,605.67,9.59,41.33,68.56,97.23,0,18.46,44.5,0,0

85,21:00-21:15,20,48.81,0,180.89,0,135.57,0,0,43.78,0,0,27.68,0,0,0,0,19.57,0,18.9,5.7,29.61,0,48.55,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.22,0,0,6.98,0,405,1.11,0,6.4,0,0,148.3,34.76,0,0,21.64,13.04,573.92,45.53,25.11,0,0,15.35,0,2.3,0,0,20.8,605.67,9.59,41.33,68.56,97.23,0,18.56,44.5,0,0

86,21:15-21:30,20,51.37,0,182.59,0,135.57,0,0,44.78,0,0,27.68,0,0,0,0,19.57,0,20.09,5.7,29.61,0,48.55,0,0,101.83,36.84,59.5,0,0,124.58,95.79,80.77,0,42.97,0,0,7.15,0,405,1.11,0,6.4,0,0,148.3,34.76,0,0,21.64,20.46,573.92,45.53,25.11,0,0,78.83,0,2.3,0,0,20.8,605.67,9.59,54.1,68.56,97.23,0,18.72,44.5,0,0

87,21:30-21:45,20,51.37,0,182.59,0,135.57,0,0,44.78,0,0,27.68,0,0,0,0,19.57,0,20.09,5.7,29.61,0,48.55,0,0,101.83,36.84,59.5,0,0,124.58,95.79,80.77,0,42.97,0,0,7.15,0,405,1.15,0,6.4,0,0,148.3,34.76,0,0,21.64,20.46,573.92,45.53,25.11,0,0,78.83,0,2.3,0,0,20.8,605.67,9.59,54.1,68.56,97.23,0,19.11,44.5,0,0

88,21:45-22:00,20,51.37,0,182.59,0,135.57,0,0,44.78,0,0,27.68,0,0,0,0,19.57,0,20.09,5.7,29.61,0,48.55,0,0,101.83,36.84,59.5,0,0,124.58,95.79,80.77,0,42.97,0,0,7.15,0,405,1.15,0,6.4,0,0,148.3,34.76,0,0,21.64,20.46,573.92,45.53,25.11,0,0,78.83,0,2.3,0,0,20.8,605.67,9.59,54.1,68.56,97.23,0,19.11,44.5,0,0

89,22:00-22:15,20,51.37,0,182.59,0,135.57,0,0,44.78,0,0,27.68,0,0,0,0,19.57,0,20.09,5.7,29.61,0,48.81,0,0,101.83,36.84,59.5,0,0,124.58,95.79,80.77,0,42.97,0,0,7.15,0,405,1.15,0,5.13,0,0,148.3,34.76,0,0,21.64,20.46,573.92,45.53,25.11,0,0,78.83,0,2.3,0,0,20.8,605.67,9.59,54.1,68.56,97.23,0,19.29,44.5,0,0

90,22:15-22:30,20,51.37,0,182.59,0,135.57,0,0,44.78,0,0,27.68,0,0,0,0,19.57,0,20.09,5.7,29.61,0,48.81,0,0,101.83,36.84,59.5,0,0,124.58,95.79,80.77,0,42.97,0,0,7.15,0,405,1.15,0,5.13,0,0,148.3,34.76,0,0,21.64,20.46,573.92,45.53,25.11,0,0,78.83,0,2.3,0,0,20.8,605.67,9.59,54.1,68.56,97.23,0,19.4,44.5,0,0

91,22:30-22:45,20,48.81,0,180.89,0,135.57,0,0,43.78,0,0,27.68,0,0,0,0,19.57,0,18.9,5.7,29.61,0,48.81,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.15,0,0,6.98,0,405,1.15,0,5.13,0,0,148.3,20.85,0,0,21.64,6.52,573.92,45.53,25.11,0,0,50.64,0,2.3,0,0,20.8,605.67,9.59,41.33,68.56,97.23,0,19.58,44.5,0,0

92,22:45-23:00,20,48.81,0,180.89,0,135.57,0,0,43.78,0,0,27.68,0,0,0,0,19.57,0,18.9,5.7,29.61,0,48.81,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.15,0,0,6.98,0,405,1.15,0,5.13,0,0,148.3,20.85,0,0,21.64,6.52,573.92,45.53,25.11,0,0,50.64,0,2.3,0,0,20.8,605.67,9.59,41.33,68.56,97.23,0,19.73,44.52,0,0

93,23:00-23:15,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,12.61,5.7,29.61,0,49.2,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.15,0,0,6.98,0,405,1.15,0,5.13,0,0,148.3,20.85,0,0,21.64,6.52,573.92,45.53,25.11,0,0,50.64,0,2.3,0,0,20.8,605.67,9.59,41.33,68.56,97.23,0,19.76,44.5,0,0

94,23:15-23:30,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,12.61,5.7,29.61,0,49.2,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.15,0,0,6.98,0,405,1.15,0,5.13,0,0,148.3,20.85,0,0,21.64,6.52,573.92,45.53,25.11,0,0,50.64,0,2.3,0,0,20.8,605.67,9.59,41.33,68.56,97.23,0,19.78,44.5,0,0

95,23:30-23:45,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,12.61,5.7,29.61,0,49.2,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.15,0,0,6.98,0,405,1.15,0,5.13,0,0,148.3,20.85,0,0,21.64,6.52,573.92,45.53,25.11,0,0,50.64,0,2.3,0,0,20.8,605.67,9.59,41.33,68.56,97.23,0,19.73,44.5,0,0

96,23:45-24:00,20,48.81,0,180.89,0,135.57,0,0,32.83,0,0,27.68,0,0,0,0,19.57,0,12.61,5.7,29.61,0,49.2,0,0,101.83,35.03,58.69,0,0,124.58,95.79,80.77,0,42.15,0,0,6.98,0,405,1.15,0,5.13,0,0,148.3,20.85,0,0,21.64,6.52,573.92,45.53,25.11,0,0,50.64,0,2.3,0,0,20.8,605.67,9.59,41.33,68.56,97.23,0,19.82,44.5,0,0

