Block,Time,DADRI_CRF,AURY_LF,ANTA_LF,ANTA_RF,DADRT2,ANTA_GF,DADRI_LF,RAPPC,RAPPB,NJPC,SINGRAULI_HYDRO,RAMPUR,SEWA2,NAPP,JHAJJAR,CHAMERA3,BSIUL,URI2,RIHAND2,URI,AURY_RF,DULHASTI,TANAKPUR,PARBATI3,AURY_CRF,ANTA_CRF,UNCHAHAR4,UNCHAHAR1,DADRI_RF,KOTESHWR,UNCHAHAR3,TANDA2,CHAMERA1,AURY_GF,DHAULIGNGA,CHAMERA2,TEHRI,SALAL,KISHANGANGA,UNCHAHAR2,DADRI_GF,RIHAND3,SINGRAULI,KOLDAM,RIHAND1,KHSTPP-II,KUDGI,SASAN,BRBCL,TALA,KHSTPP-I,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.676885,0.000000,0.000000,0.000000,663.429439,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,630.942997,27.185307,0.000000,31.317063,114.108750,45.324720,19.311403,15.864038,7.424676,0.000000,2.098152,0.000000,0.000000,19.857096,16.566997,31.431708,25.492837,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,82.503162,0.000000,40.948837,0.000000,119.460993,127.512000,0.000000,88.872000,94.996440,3.47,334.094119,14.490000,25.560360,31.077186,13.091715,0,0,0,0,0

2,00:15-00:30,0.000000,0.000000,0.000000,0.000000,663.429439,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,630.942997,27.185307,0.000000,31.317063,114.108750,45.324720,19.311403,15.864038,12.126971,0.000000,2.098152,0.000000,0.000000,19.857096,16.566997,31.431708,25.492837,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,82.503162,0.000000,40.948837,0.000000,119.460993,127.512000,0.000000,88.872000,94.996440,0.00,334.175625,12.668616,25.560360,31.077186,13.091715,0,0,0,0,0

3,00:30-00:45,0.000000,0.000000,0.000000,0.000000,663.429439,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,630.942997,27.185307,0.000000,30.537385,114.108750,45.324720,19.311403,15.864038,12.126971,0.000000,2.098152,0.000000,0.000000,19.857096,16.566997,31.431708,25.492837,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,82.503162,0.000000,40.948837,0.000000,119.460993,127.512000,0.000000,88.872000,94.996440,0.00,334.175625,14.038169,25.560360,31.077186,13.091715,0,0,0,0,0

4,00:45-01:00,0.000000,0.000000,0.000000,0.000000,663.429439,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,630.942997,27.185307,0.000000,30.537385,114.108750,45.324720,19.311403,15.864038,12.126971,0.000000,2.098152,0.000000,0.000000,19.857096,16.566997,31.431708,25.492837,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,82.503162,0.000000,40.948837,0.000000,119.460993,127.512000,0.000000,88.872000,94.996440,0.00,334.175625,12.723076,25.560360,31.077186,13.091715,0,0,0,0,0

5,01:00-01:15,0.000000,0.000000,0.000000,0.000000,663.429439,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,630.942997,27.185307,0.000000,30.537385,114.108750,45.324720,19.311403,15.864038,12.126971,0.000000,2.098152,0.000000,0.000000,19.857096,16.566997,32.384184,25.492837,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,82.503162,0.000000,40.948837,0.000000,119.460993,127.512000,0.000000,88.872000,94.996440,0.00,334.175625,11.088821,25.560360,31.077186,13.091715,0,0,0,0,0

6,01:15-01:30,0.000000,0.000000,0.000000,0.000000,663.429439,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,630.942997,27.185307,0.000000,30.537385,114.108750,45.324720,19.311403,15.864038,12.126971,0.000000,2.098152,0.000000,0.000000,19.857096,16.566997,32.384184,25.492837,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,82.503162,0.000000,40.948837,0.000000,119.460993,127.512000,0.000000,88.872000,94.996440,0.00,334.175625,11.661083,25.560360,31.077186,13.091715,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,0.000000,0.000000,593.104815,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,586.284720,27.185307,0.000000,30.537385,114.108750,45.324720,19.311403,15.864038,12.126971,0.000000,0.000000,0.000000,0.000000,16.748315,16.566997,32.384184,25.492837,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,82.503162,0.000000,35.377818,0.000000,119.460993,134.573460,0.000000,88.872000,94.996440,0.00,334.175625,11.219430,25.560360,31.077186,13.091715,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,0.000000,581.287409,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,586.284720,27.185307,0.000000,30.537385,114.108750,50.123808,19.311403,15.864038,12.126971,0.000000,0.000000,0.000000,0.000000,16.748315,16.566997,32.384184,25.492837,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,82.503162,0.000000,35.377818,0.000000,119.460993,134.573460,0.000000,88.872000,94.996440,0.00,334.175625,12.473789,25.560360,31.077186,13.091715,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,0.000000,619.927409,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,580.078170,27.185307,0.000000,30.537385,114.108750,50.123808,19.311403,15.864038,12.126971,0.000000,0.000000,0.000000,0.000000,13.300144,16.566997,32.384184,25.492837,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,82.503162,0.000000,35.377818,0.000000,119.460993,134.573460,0.000000,88.872000,94.996440,0.00,334.175625,14.490000,25.560360,31.077186,13.091715,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,0.000000,583.799009,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,524.624940,27.185307,0.000000,30.537385,114.108750,45.324720,0.000000,15.864038,12.126971,0.000000,0.000000,0.000000,0.000000,10.932995,0.000000,32.384184,22.031562,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,82.503162,0.000000,35.377818,0.000000,119.460993,134.573460,0.000000,88.872000,94.996440,0.00,334.175625,13.905370,25.560360,31.077186,13.091715,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,0.000000,572.198411,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,476.324940,27.185307,0.000000,30.537385,114.108750,45.324720,0.000000,15.864038,12.126971,0.000000,0.000000,0.000000,0.000000,4.839660,0.000000,32.384184,14.210343,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,82.503162,0.000000,35.377818,0.000000,119.460993,134.573460,0.000000,88.872000,94.996440,0.00,334.175625,12.607791,25.560360,31.077186,13.091715,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,0.000000,572.198411,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,476.324940,27.185307,0.000000,30.537385,114.108750,45.324720,0.000000,15.864038,12.126971,0.000000,0.000000,0.000000,0.000000,4.839660,0.000000,32.384184,14.210343,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,82.503162,0.000000,35.377818,0.000000,119.460993,134.573460,0.000000,88.872000,94.996440,0.00,334.175625,14.150540,25.560360,31.077186,13.091715,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,0.000000,572.198411,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,408.048060,27.185307,0.000000,30.537385,114.108750,45.324720,0.000000,15.864038,12.126971,0.000000,0.000000,0.000000,0.000000,4.801020,0.000000,33.336660,14.210343,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,35.377818,0.000000,119.460993,120.267000,0.000000,88.872000,94.996440,0.00,334.175625,13.767924,25.560360,31.077186,13.091715,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,0.000000,572.198411,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,388.728060,27.185307,0.000000,30.537385,114.108750,45.324720,0.000000,15.864038,11.384503,0.000000,0.000000,0.000000,0.000000,4.772040,0.000000,33.336660,14.210343,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,35.377818,0.000000,119.460993,120.267000,0.000000,88.872000,94.996440,0.00,334.175625,11.857522,25.560360,31.077186,13.091715,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,0.000000,572.198411,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,383.898060,27.185307,0.000000,30.537385,114.108750,50.123808,0.000000,15.864038,11.384503,0.000000,0.000000,0.000000,0.000000,11.227090,0.000000,33.336660,14.113743,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,35.377818,0.000000,119.460993,120.267000,0.000000,88.872000,94.996440,0.00,332.545500,13.781265,25.560360,31.077186,13.091715,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,0.000000,572.198411,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,369.408060,27.185307,0.000000,30.537385,114.108750,50.123808,0.000000,15.864038,11.384503,0.000000,0.000000,0.000000,0.000000,11.227090,0.000000,33.336660,14.113743,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,35.377818,0.000000,119.460993,120.267000,0.000000,88.872000,94.996440,0.00,332.545500,12.198457,25.560360,31.077186,13.091715,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,0.000000,572.198411,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,359.748060,27.185307,0.000000,31.317063,114.108750,45.324720,0.000000,15.864038,11.384503,0.000000,0.000000,0.000000,0.000000,11.227090,0.000000,33.336660,14.113743,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,35.377818,0.000000,119.460993,120.267000,0.000000,88.872000,94.996440,0.00,332.545500,14.218450,25.560360,31.077186,13.091715,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,0.000000,572.198411,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,329.058240,27.185307,0.000000,31.317063,114.108750,45.324720,0.000000,15.864038,11.384503,0.000000,0.000000,0.000000,0.000000,11.227090,0.000000,33.336660,14.210343,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,35.377818,0.000000,119.460993,120.267000,0.000000,88.872000,94.996440,0.00,332.545500,14.490000,25.560360,31.077186,13.091715,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,0.000000,502.320000,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,329.058240,27.185307,0.000000,30.537385,114.108750,45.324720,0.000000,15.864038,11.384503,0.000000,0.000000,0.000000,0.000000,11.227090,0.000000,33.336660,14.210343,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,35.377818,0.000000,119.460993,120.267000,0.000000,88.872000,94.996440,0.00,332.545500,14.490000,25.560360,31.077186,13.091715,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,0.000000,0.000000,444.360000,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,329.058240,27.185307,0.000000,30.537385,114.108750,45.324720,0.000000,15.864038,11.384503,0.000000,0.000000,0.000000,0.000000,11.227090,0.000000,33.336660,14.210343,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,35.377818,0.000000,119.460993,120.267000,0.000000,88.872000,94.996440,0.00,332.545500,14.490000,25.560360,31.077186,13.091715,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,0.000000,0.000000,461.168400,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,329.261100,27.185307,0.000000,30.537385,114.108750,45.324720,0.000000,15.864038,11.384503,0.000000,0.000000,0.000000,0.000000,10.191969,0.000000,33.336660,14.210343,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,35.377818,0.000000,119.460993,120.267000,0.000000,88.872000,94.996440,0.00,332.545500,14.490000,25.560360,31.077186,13.091715,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,0.000000,0.000000,444.360000,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,329.261100,27.185307,0.000000,30.537385,114.108750,45.324720,0.000000,15.864038,11.384503,0.000000,0.000000,0.000000,0.000000,10.191969,0.000000,33.336660,14.210343,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,35.377818,0.000000,119.460993,120.267000,0.000000,88.872000,94.996440,0.00,332.545500,14.490000,25.560360,31.077186,13.091715,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,0.000000,0.000000,405.720000,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,329.492940,27.185307,0.000000,30.537385,114.108750,45.324720,0.000000,15.864038,11.384503,0.000000,0.000000,0.000000,0.000000,8.932546,0.000000,33.336660,14.210343,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,35.377818,0.000000,119.460993,120.267000,0.000000,88.872000,94.996440,0.00,332.545500,14.490000,25.560360,31.077186,13.091715,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,0.000000,0.000000,386.400000,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,329.492940,27.185307,0.000000,30.537385,114.108750,45.324720,0.000000,15.864038,11.384503,0.000000,0.000000,0.000000,0.000000,7.659829,0.000000,33.336660,14.210343,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,35.377818,0.000000,119.460993,120.267000,0.000000,88.872000,94.996440,0.00,332.545500,14.490000,25.560360,31.077186,13.091715,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,0.000000,0.000000,386.400000,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,329.492940,27.185307,0.000000,30.537385,114.108750,45.324720,0.000000,15.864038,11.384503,0.000000,0.000000,0.000000,0.000000,10.205263,0.000000,33.336660,14.210343,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,35.397138,0.000000,119.460993,120.991500,0.000000,88.872000,94.996440,0.00,332.545500,14.490000,25.560360,31.076317,13.089300,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,0.000000,0.000000,352.590000,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,329.492940,27.185307,0.000000,30.537385,114.108750,50.123808,0.000000,15.864038,11.384503,0.000000,0.000000,0.000000,0.000000,10.205263,0.000000,33.336660,14.210343,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,35.397138,0.000000,119.460993,120.991500,0.000000,88.872000,94.996440,0.00,332.545500,14.490000,25.560360,31.076317,13.089300,0,0,0,0,0

27,06:30-06:45,0.000000,0.000000,0.000000,0.000000,357.226800,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,329.492940,27.185307,0.000000,30.537385,114.108750,50.123808,0.000000,15.864038,11.384503,0.000000,0.000000,0.000000,0.000000,10.420075,0.000000,33.336660,14.210343,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,26.698018,0.000000,119.460993,120.991500,0.000000,88.872000,88.950826,0.00,332.545500,14.490000,25.560360,25.424173,9.764618,0,0,0,0,0

28,06:45-07:00,0.000000,0.000000,0.000000,0.000000,324.566340,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,329.492940,27.185307,0.000000,30.537385,114.108750,45.324720,0.000000,15.864038,11.384503,0.000000,0.000000,0.000000,0.000000,9.191431,0.000000,33.336660,14.210343,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,26.698018,0.000000,119.460993,120.991500,0.000000,88.872000,88.950826,0.00,332.545500,14.490000,25.560360,24.440090,9.764618,0,0,0,0,0

29,07:00-07:15,0.000000,0.000000,0.000000,0.000000,277.908540,0.000000,0.000000,49.034160,0.000000,147.740523,1.034856,0.000000,15.266710,37.243937,329.328720,27.185307,0.000000,30.537385,114.108750,45.324720,0.000000,15.864038,11.384503,0.000000,0.000000,0.000000,0.000000,9.643372,0.000000,33.336660,14.113743,0.000000,41.209560,0.000000,35.347582,0.000000,60.127704,80.819424,0.000000,26.871898,0.000000,119.460993,121.317525,0.000000,88.872000,88.950826,0.00,330.915375,14.490000,25.560360,20.565271,9.764618,0,0,0,0,0

