Block,Time,UNCHAHAR4,KISHANGANGA,SEWA2,KOTESHWR,ANTA_LF,UNCHAHAR3,DADRI_CRF,RIHAND2,DADRI_RF,URI,AURY_LF,RAPPC,RAMPUR,UNCHAHAR2,TANDA2,JHAJJAR,CHAMERA1,SALAL,DHAULIGNGA,NJPC,AURY_GF,TANAKPUR,AURY_RF,NAPP,SINGRAULI_HYDRO,BSIUL,DADRI_GF,KOLDAM,ANTA_CRF,DADRI_LF,DADRT2,TEHRI,DULHASTI,RIHAND1,RAPPB,ANTA_RF,SINGRAULI,CHAMERA2,CHAMERA3,PARBATI3,RIHAND3,KHSTPP-I,KKNP,MOUDA_II,ANTA_GF,AURY_CRF,UNCHAHAR1,TALST2,GANDHAR-ComGas,SOLAPUR,SIPAT II,VALLURNTECL,VSTPS I,NNTPP,SASAN,TAPS-II,SIPAT I,KHSTPP-II,FSTPP I & II,RSTPSU7,VSTPS III,RSTPSU1TO6,KSTPS7,KSTPS I&II,KHARGONE-I,KGSU3AND4,KAWAS-RLNG,NLCEXP,KAWAS-zLIQ,KAWAS-ComGas,VSTPS IV,TALA,KUDGI,VSTPS V,MAPS,KAWAS-NAPM,NLCIIST1,GANDHAR-RLNG,URI2,NLCIIST2,NTPL,GADARWARA-I,SIMHST2,BRBCL,NLCTS2EXP,KGSU1AND2,KAWAS-APM,VSTPS II,GANDHAR-NAPM,KAPS,MOUDA,GANDHAR-APM,LARA-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,1.657536,4.068498,17.436898,8.798246,0.000000,13.775868,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,3.147881,22.486026,2.152809,495.125684,41.077314,76.420173,40.273058,102.334871,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,3.434338,0.000000,0.000000,353.241943,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,16.909776,0.00,3.358207,0.000000,0.000000,12.123007,2.92,0.000000,1.693819,1.788485,3.44,2.259769,0.19,191.737462,1.311170,4.872726,98.668459,10.847454,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,30.390654,0.90,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

28,06:45-07:00,1.657536,4.068498,17.436898,8.798246,0.000000,13.775868,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,3.147881,22.486026,2.152809,398.835684,41.077314,76.420173,40.273058,102.334871,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,3.434338,0.000000,0.000000,353.262909,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,16.909776,0.00,3.358207,0.000000,0.000000,12.123007,2.92,0.000000,1.693819,1.788485,3.44,2.259769,0.19,191.737462,1.311170,4.872726,98.668459,10.847454,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,30.390654,0.90,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

29,07:00-07:15,1.657536,4.068498,17.436898,0.000000,0.000000,10.947815,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,2.235452,22.622387,2.152809,346.224645,41.077314,76.420173,40.273058,72.504463,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,3.434338,0.000000,0.000000,354.084717,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,16.909776,0.00,3.358207,0.000000,0.000000,10.972792,2.92,0.000000,1.693819,1.788485,3.44,2.259769,0.19,191.737462,1.311170,4.925534,141.797521,10.847454,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.89,0.000000,30.390654,0.89,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

30,07:15-07:30,1.657536,4.068498,17.436898,0.000000,0.000000,10.947815,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,1.916102,22.622387,2.152856,346.194484,41.077314,76.420173,30.204793,62.146683,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,3.434338,0.000000,0.000000,353.301887,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,16.909776,0.00,3.358207,0.000000,0.000000,10.972792,2.92,0.000000,1.693819,1.788485,3.44,2.259769,0.19,191.737462,1.311170,4.927475,112.910521,10.847454,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.89,0.000000,30.390654,0.89,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

31,07:30-07:45,1.657536,4.068498,17.436898,0.000000,0.000000,13.161967,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,1.916102,30.477133,2.152856,346.203519,41.077314,76.420173,30.204793,62.146683,0.000000,0.000000,0.000000,44.767769,1.014603,0.000000,0.000000,1.717168,0.000000,0.000000,363.092983,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,11.114594,2.92,0.000000,1.693819,1.788485,3.44,2.269968,0.19,191.737462,1.311170,4.927475,98.668459,15.045698,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.89,0.000000,30.390654,0.89,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

32,07:45:08:00,1.657536,4.068498,17.436898,0.000000,0.000000,13.161967,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,1.916102,30.477133,2.152856,346.203519,41.077314,76.420173,20.136529,62.146683,0.000000,0.123347,0.000000,44.767769,1.014603,0.000000,0.000000,1.717168,0.000000,0.000000,363.097237,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,32.256539,3.956259,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,11.114594,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.927475,98.668459,15.045698,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.89,0.000000,30.390654,0.89,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

33,08:00-08:15,1.657536,4.068498,17.436898,0.000000,0.000000,13.737523,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,1.916102,30.477133,2.152597,343.066825,41.077314,72.727837,10.068264,62.146683,0.000000,0.123347,0.000000,44.767769,1.014603,0.000000,0.000000,0.000000,0.000000,0.000000,363.149961,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,21.503887,3.532374,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,11.091435,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.927475,98.668459,15.045698,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.89,0.000000,30.390654,0.89,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

34,08:15-08:30,1.657536,4.068498,17.436898,0.000000,0.000000,13.737523,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,1.916102,30.477133,2.152597,343.066825,41.077314,72.727837,0.000000,62.146683,0.000000,0.123347,0.000000,44.767769,1.014603,0.000000,0.000000,0.000000,0.000000,0.000000,363.154124,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,21.503887,7.064747,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,11.091435,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.927475,98.668459,15.045698,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.89,0.000000,30.390654,0.89,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

35,08:30-08:45,1.657536,4.068498,17.436898,0.000000,0.000000,13.737523,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,1.916102,30.477133,2.152597,343.066825,41.077314,72.727837,0.000000,62.146683,0.000000,0.123347,0.000000,44.767769,1.014603,0.000000,0.000000,0.000000,0.000000,0.000000,363.113114,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,21.503887,36.736688,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,11.091435,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.927475,98.668459,15.045698,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.89,0.000000,30.390654,0.89,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

36,08:45:09:00,1.657536,4.068498,17.436898,0.000000,0.000000,13.737523,0.000000,117.887847,0.000000,51.025997,0.000000,62.541305,1.916102,30.477133,2.152597,343.066825,41.077314,72.727837,0.000000,62.146683,0.000000,0.123347,0.000000,44.767769,1.014603,0.000000,0.000000,0.000000,0.000000,0.000000,363.118227,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,21.503887,36.736688,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,11.091435,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,4.927475,98.668459,15.045698,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.89,0.000000,30.390654,0.89,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

37,09:00:09:15,1.657536,4.068498,17.436898,0.000000,0.000000,13.737523,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,1.437076,30.477133,2.149921,343.066825,41.077314,72.727837,0.000000,46.610012,0.000000,0.123347,0.000000,44.767769,1.034894,0.000000,0.000000,0.000000,0.000000,0.000000,363.113114,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,21.503887,36.736688,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,11.091435,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,5.066101,98.668459,15.045698,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.89,0.000000,31.131890,0.89,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

38,09:15-09:30,1.657536,4.068498,17.436898,0.000000,0.000000,13.737523,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.638700,22.486026,2.149921,343.066825,41.077314,72.727837,0.000000,20.715561,0.000000,0.123347,0.000000,44.767769,1.034894,0.000000,0.000000,0.000000,0.000000,0.000000,363.118227,0.000000,54.814796,92.331090,0.000000,0.000000,128.970826,44.701835,21.503887,36.736688,123.684601,14.983976,0.00,3.358207,0.000000,0.000000,11.091435,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,191.737462,1.311170,5.081459,68.818559,10.847454,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.89,0.000000,31.131890,0.89,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

39,09:30-09:45,1.657536,4.068498,17.436898,0.000000,0.000000,13.086334,0.000000,117.887847,0.000000,4.252166,0.000000,62.541305,0.000000,22.486026,2.116890,343.066825,41.077314,72.727837,0.000000,0.000000,0.000000,0.123347,0.000000,44.767769,1.034894,0.000000,0.000000,0.000000,0.000000,0.000000,362.705501,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,44.701835,21.503887,36.736688,123.684601,14.983976,0.00,3.358207,0.000000,0.000000,11.083352,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,195.107612,1.311170,5.081459,68.818559,10.847454,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.89,0.000000,31.131890,0.93,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

40,09:45-10:00,1.657536,4.068498,17.436898,0.000000,0.000000,13.086334,0.000000,117.887847,0.000000,4.252166,0.000000,62.541305,0.000000,22.486026,2.116890,343.066825,41.077314,72.727837,0.000000,0.000000,0.000000,0.123347,0.000000,44.767769,1.034894,0.000000,0.000000,0.000000,0.000000,0.000000,362.711392,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,44.701835,21.503887,36.736688,123.684601,14.983976,0.00,3.358207,0.000000,0.000000,11.083352,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,196.070512,1.311170,5.081459,68.818559,10.847454,1.87,1.874035,7.57,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,31.131890,0.95,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

41,10:00-10:15,1.657536,4.068498,17.436898,0.000000,0.000000,13.086334,0.000000,117.887847,0.000000,15.945624,0.000000,62.541305,0.000000,22.486026,2.152344,346.060273,41.077314,72.727837,0.000000,0.000000,0.000000,0.123347,0.000000,44.767769,1.034894,0.000000,0.000000,0.000000,0.000000,0.000000,363.055516,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,44.701835,21.503887,7.064747,123.684601,14.983976,0.00,3.358207,0.000000,0.000000,11.083352,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,196.070512,1.311170,5.081459,68.818559,10.847454,1.87,1.874035,7.60,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.95,0.000000,35.282808,0.95,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

42,10:15-10:30,1.657536,4.068498,17.436898,0.000000,0.000000,13.086334,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,22.486026,2.152344,346.060273,41.077314,72.727837,0.000000,0.000000,0.000000,0.123347,0.000000,44.767769,1.034894,0.000000,0.000000,0.000000,0.000000,0.000000,363.060739,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,44.701835,21.503887,3.532374,123.684601,14.983976,0.00,3.358207,0.000000,0.000000,11.083352,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,196.070512,1.311170,5.081459,68.818559,10.847454,1.87,1.874035,7.60,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,1.00,0.000000,35.282808,0.98,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

43,10:30-10:45,1.657536,4.068498,17.436898,0.000000,0.000000,13.161967,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,22.486026,2.152856,346.060273,41.077314,72.727837,0.000000,0.000000,0.000000,0.123347,0.000000,44.767769,1.034894,0.000000,0.000000,0.000000,0.000000,0.000000,363.054399,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,44.701835,21.503887,0.000000,123.684601,14.983976,0.00,3.358207,0.000000,0.000000,11.114594,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,196.070512,1.311170,5.081459,98.668459,10.847454,1.87,1.874035,7.60,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,1.00,0.000000,35.282808,0.99,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

44,10:45-11:00,1.657536,4.068498,17.436898,0.000000,0.000000,13.161967,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,22.486026,2.152856,346.060273,41.077314,72.727837,0.000000,0.000000,0.000000,0.123347,0.000000,44.767769,1.034894,0.000000,0.000000,0.000000,0.000000,0.000000,363.037716,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,29.710734,21.503887,0.000000,123.684601,14.983976,0.00,3.358207,0.000000,0.000000,11.114594,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,196.070512,1.311170,5.081459,98.668459,15.045698,1.87,1.874035,7.60,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,1.00,0.000000,31.131890,0.99,3.64,4.106229,1.78,14.309364,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

45,11:00-11:15,1.657536,4.068498,17.436898,0.000000,0.000000,13.217533,0.000000,117.887847,0.000000,51.025997,0.000000,62.541305,0.000000,22.486026,2.142512,346.060273,41.077314,50.350041,0.000000,0.000000,0.000000,0.123347,0.000000,44.767769,1.034894,0.000000,0.000000,0.000000,0.000000,0.000000,363.578841,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,29.710734,21.503887,0.000000,123.684601,14.983976,0.00,3.358207,0.000000,0.000000,11.114594,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,212.156961,1.311170,5.081459,98.668459,15.045698,1.87,1.874035,7.60,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,1.00,0.000000,30.390654,0.99,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

46,11:15-11:30,1.657536,4.068498,17.436898,0.000000,0.000000,13.217533,0.000000,117.887847,0.000000,51.025997,0.000000,62.541305,0.000000,22.486026,2.142512,346.060273,41.077314,50.350041,0.000000,0.000000,0.000000,0.123347,0.000000,44.767769,1.034894,0.000000,0.000000,0.000000,0.000000,0.000000,363.562580,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,29.710734,21.503887,0.000000,123.684601,14.983976,0.00,3.358207,0.000000,0.000000,11.114594,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,225.156111,1.311170,5.081459,98.668459,15.045698,1.87,1.874035,7.60,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,1.00,0.000000,30.390654,0.99,3.64,4.106229,1.78,14.443459,0.76,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

47,11:30-11:45,1.657536,4.068498,17.436898,0.000000,0.000000,13.217533,0.000000,117.887847,0.000000,51.025997,0.000000,62.541305,0.000000,33.084955,2.142805,346.060273,41.077314,50.350041,0.000000,0.000000,0.000000,5.797332,0.000000,44.767769,1.034894,0.000000,0.000000,0.000000,0.000000,0.000000,363.578841,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,29.710734,21.503887,0.000000,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,11.734727,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,237.788644,1.311170,5.081459,98.668459,15.045698,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,1.00,0.000000,30.390654,0.98,3.64,4.106229,1.78,14.443459,0.78,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

48,11:45-12:00,1.657536,4.068498,17.436898,0.000000,0.000000,13.217533,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,33.084955,2.142805,346.060273,41.077314,50.350041,0.000000,0.000000,0.000000,5.797332,0.000000,44.767769,1.034894,0.000000,0.000000,0.000000,0.000000,0.000000,363.562580,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,29.710734,21.503887,0.000000,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,11.734727,2.92,0.000000,1.693819,1.788485,3.44,2.270088,0.19,245.855452,1.311170,5.081459,98.668459,15.045698,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,1.00,0.000000,30.390654,0.98,3.64,4.106229,1.78,14.443459,0.79,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

49,12:00-12:15,1.657536,4.068498,17.436898,0.000000,0.000000,13.217533,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,33.084955,2.142805,346.060273,41.077314,50.350041,0.000000,0.000000,0.000000,5.797332,0.000000,44.767769,1.034894,0.000000,0.000000,0.000000,0.000000,0.000000,363.578841,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,29.710734,10.741344,0.000000,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,11.739087,2.92,0.000000,1.693819,1.788485,3.44,2.249451,0.19,251.271764,1.311170,5.081459,98.668459,15.045698,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.94,0.000000,31.873124,0.99,3.64,4.106229,1.78,14.443459,0.79,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

50,12:15-12:30,1.657536,4.068498,17.436898,0.000000,0.000000,13.217533,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,33.084955,2.142805,346.060273,41.077314,50.350041,0.000000,0.000000,0.000000,5.797332,0.000000,44.767769,1.034894,0.000000,0.000000,0.000000,0.000000,0.000000,363.562580,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,29.710734,10.741344,0.000000,123.684601,27.267402,0.00,3.358207,0.000000,0.000000,11.739087,2.92,0.000000,1.693819,1.788485,3.44,2.249451,0.19,257.771339,1.311170,5.081459,98.668459,15.045698,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.94,0.000000,35.282808,0.99,3.64,4.106229,1.78,14.443459,0.79,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

51,12:30-12:45,1.193350,4.068498,17.436898,0.000000,0.000000,13.016782,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,25.245809,2.153103,345.224516,41.077314,68.252278,0.000000,0.000000,0.000000,0.740085,0.000000,44.767769,1.034894,0.000000,0.000000,0.000000,0.000000,0.000000,363.595125,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,29.710734,10.741344,0.000000,123.684601,24.994958,0.00,3.358207,0.000000,0.000000,11.670841,2.73,0.000000,1.693819,1.788485,3.44,2.249451,0.19,264.270914,1.311170,5.081459,98.917947,14.082798,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.94,0.000000,35.282808,0.99,3.64,4.106229,1.78,14.443459,0.79,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

52,12:45-13:00,1.197641,4.068498,17.436898,0.000000,0.000000,13.016782,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,24.641670,2.153103,348.347206,41.077314,72.727837,0.000000,0.000000,0.000000,0.740085,0.000000,44.767769,1.034894,0.000000,0.000000,0.000000,0.000000,0.000000,363.578202,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,14.779958,10.741344,0.000000,123.684601,24.994958,0.00,3.358207,0.000000,0.000000,11.670841,2.73,0.000000,1.693819,1.788485,3.44,2.249451,0.19,265.399312,1.311170,5.081459,98.917947,14.082798,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,35.282808,0.95,3.64,4.106229,1.78,14.443459,0.79,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

53,13:00-13:15,1.197641,4.068498,17.436898,8.798246,0.000000,13.016782,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,19.192139,2.153103,348.347206,41.077314,72.727837,10.068264,0.000000,0.000000,1.356822,0.000000,44.767769,0.994311,0.000000,0.000000,0.000000,0.000000,0.000000,363.595125,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,14.779958,10.741344,0.000000,123.684601,14.801025,0.00,3.358207,0.000000,0.000000,11.670841,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,265.399312,1.311170,5.081459,65.584092,7.958754,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,31.131890,0.95,3.64,4.106229,1.78,14.443459,0.79,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

54,13:15-13:30,1.193350,4.068498,17.436898,8.798246,0.000000,13.016782,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,0.000000,19.192139,2.153103,345.224516,41.077314,72.727837,10.068264,0.000000,0.000000,1.356822,0.000000,44.767769,0.994311,0.000000,0.000000,0.000000,0.000000,0.000000,363.578202,0.000000,36.418010,92.331090,0.000000,0.000000,128.970826,14.779958,10.741344,0.000000,123.684601,14.801025,0.00,3.358207,0.000000,0.000000,11.670841,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,265.399312,1.311170,5.081459,64.966959,7.958754,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,31.131890,0.95,3.64,4.106229,1.78,14.443459,0.79,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

