Block,Time,UNCHAHAR2,TANAKPUR,DADRI_RF,JHAJJAR,AURY_RF,CHAMERA2,KOLDAM,RIHAND3,AURY_CRF,UNCHAHAR1,DADRI_CRF,TANDA2,RIHAND1,RAMPUR,CHAMERA1,DADRI_GF,TEHRI,BSIUL,SINGRAULI,ANTA_CRF,KOTESHWR,NAPP,SINGRAULI_HYDRO,SEWA2,URI2,NJPC,RIHAND2,DULHASTI,SALAL,PARBATI3,ANTA_RF,CHAMERA3,KISHANGANGA,AURY_GF,UNCHAHAR4,ANTA_LF,RAPPB,ANTA_GF,RAPPC,DADRI_LF,URI,DHAULIGNGA,UNCHAHAR3,DADRT2,AURY_LF,TALA,FSTPP I & II,SASAN,KUDGI,BRBCL,KHSTPP-I,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,41.020900,12.768124,61.514754,421.370450,57.800721,38.233943,0.000000,119.671225,0.034585,18.510649,0.000000,0.000000,89.028400,0.000000,41.282082,0.000000,65.354587,12.620356,100.611769,0.000000,34.349479,37.619531,0.944117,15.293577,31.372176,148.642010,114.309562,47.839755,83.210588,0.000000,20.321700,28.124079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.348463,0.000000,40.596950,35.409788,25.537700,664.596964,0.000000,23.187060,13.788691,401.708903,37.74,14.515537,29.369695,121.505480,0,0,0,0,0

2,00:15-00:30,41.020900,12.768124,61.514754,421.370450,57.800721,38.233943,0.000000,119.671225,0.000000,18.510649,0.000000,0.000000,89.028400,0.000000,41.282082,0.000000,65.354587,12.620356,100.611769,0.000000,34.349479,37.619531,0.944117,15.293577,31.372176,148.642010,114.309562,47.839755,83.210588,0.000000,20.321700,28.124079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.348463,0.000000,40.596950,35.409788,25.537700,664.596964,0.000000,23.187060,13.789725,401.716462,34.84,14.515537,29.369695,122.385116,0,0,0,0,0

3,00:30-00:45,41.020900,12.768124,57.272357,421.370450,57.800721,38.233943,0.000000,119.671225,0.000000,18.510649,0.000000,0.000000,89.028400,0.000000,41.282082,0.000000,65.354587,12.620356,100.611769,0.000000,34.349479,37.619531,0.944117,10.190558,30.591126,148.642010,114.309562,47.839755,83.210588,0.000000,20.321700,28.124079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.348463,0.000000,40.596950,35.409788,25.537700,664.596964,0.000000,24.182823,13.789725,401.716462,33.87,14.515537,29.369695,122.385116,0,0,0,0,0

4,00:45-01:00,41.020900,12.768124,57.272357,421.370450,57.800721,38.233943,0.000000,119.671225,0.000000,18.510649,0.000000,0.000000,89.028400,0.000000,41.282082,0.000000,65.354587,12.620356,100.611769,0.000000,34.349479,37.619531,0.944117,10.190558,30.591126,148.642010,114.309562,47.839755,83.210588,0.000000,20.321700,28.124079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.348463,0.000000,40.596950,35.409788,25.537700,664.596964,0.000000,24.182823,13.789725,401.716462,30.97,14.515537,29.369695,122.385116,0,0,0,0,0

5,01:00-01:15,41.020900,12.768124,57.272357,421.370450,57.800721,38.233943,0.000000,119.671225,0.000000,18.510649,0.000000,0.000000,89.028400,0.000000,41.282082,0.000000,65.354587,12.620356,100.611769,0.000000,34.349479,37.619531,0.944117,10.216357,30.591126,148.642010,114.309562,47.839755,83.210588,0.000000,20.321700,28.124079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.348463,0.000000,40.596950,35.409788,25.537700,664.596964,0.000000,24.182823,13.789725,401.716462,28.06,14.469936,29.369695,122.385116,0,0,0,0,0

6,01:15-01:30,41.020900,12.768124,57.272357,421.370450,57.800721,38.233943,0.000000,119.671225,0.000000,18.510649,0.000000,0.000000,89.028400,0.000000,41.282082,0.000000,65.354587,12.620356,100.611769,0.000000,34.349479,37.619531,0.944117,10.216357,30.591126,148.642010,114.309562,47.839755,83.210588,0.000000,20.321700,28.124079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.348463,0.000000,40.596950,35.409788,25.537700,664.596964,0.000000,24.182823,13.789725,401.716462,26.13,14.250606,29.369695,122.385116,0,0,0,0,0

7,01:30-01:45,41.020900,12.768124,57.272357,421.370450,57.800721,38.233943,0.000000,119.671225,0.000000,18.510649,0.000000,0.000000,89.028400,0.000000,41.282082,0.000000,65.354587,12.620356,100.611769,0.000000,34.349479,37.619531,0.944117,10.216357,30.591126,148.642010,114.309562,47.839755,83.210588,0.000000,20.321700,28.124079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.348463,0.000000,40.596950,35.409788,25.537700,664.596964,0.000000,24.182823,13.789725,401.716462,24.19,14.515537,29.923330,122.385116,0,0,0,0,0

8,01:45-02:00,41.020900,12.768124,57.272357,421.370450,57.800721,38.233943,0.000000,119.671225,0.000000,18.510649,0.000000,0.000000,89.028400,0.000000,41.282082,0.000000,65.354587,12.620356,100.611769,0.000000,34.349479,37.619531,0.944117,10.216357,30.591126,148.642010,114.309562,47.839755,83.210588,0.000000,20.321700,28.124079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.348463,0.000000,47.006995,35.409788,25.537700,664.596964,0.000000,24.182823,13.789725,401.716462,22.26,14.515537,29.957089,122.385116,0,0,0,0,0

9,02:00-02:15,41.020900,12.768124,57.272357,421.370450,57.800721,38.233943,0.000000,119.671225,0.000000,18.510649,0.000000,0.000000,89.028400,0.000000,41.282082,0.000000,65.354587,12.620356,117.560551,0.000000,34.349479,37.619531,0.944117,10.216357,31.372176,148.642010,114.309562,47.839755,83.210588,0.000000,35.562975,28.124079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.348463,0.000000,47.006995,35.409788,25.537700,664.596964,0.000000,24.182823,13.789725,401.716462,21.29,14.515537,29.957089,122.385116,0,0,0,0,0

10,02:15-02:30,41.020900,12.768124,57.272357,421.370450,57.800721,38.233943,0.000000,119.671225,0.000000,18.510649,0.000000,0.000000,89.028400,0.000000,41.282082,0.000000,65.354587,12.620356,117.560551,0.000000,34.349479,37.619531,0.944117,10.216357,31.372176,148.642010,114.309562,47.839755,83.210588,0.000000,35.562975,28.124079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.348463,0.000000,40.596950,35.409788,25.537700,664.596964,0.000000,24.182823,13.789725,401.716462,20.32,13.848366,29.957089,122.385116,0,0,0,0,0

11,02:30-02:45,41.020900,12.768124,57.272357,421.370450,57.800721,38.233943,0.000000,119.671225,0.000000,18.510649,0.000000,0.000000,89.028400,0.000000,41.282082,0.000000,65.354587,12.620356,117.560551,0.000000,34.349479,37.619531,0.944117,10.216357,30.591126,148.642010,114.309562,47.839755,83.210588,0.000000,35.562975,28.124079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.348463,0.000000,40.596950,35.409788,25.537700,664.596964,0.000000,23.329312,13.789725,401.716462,19.35,14.515537,29.957089,122.385116,0,0,0,0,0

12,02:45-03:00,41.020900,12.768124,57.272357,421.370450,57.800721,38.233943,0.000000,119.671225,0.000000,18.510649,0.000000,0.000000,89.028400,0.000000,41.282082,0.000000,65.354587,12.620356,117.560551,0.000000,34.349479,37.619531,0.944117,10.216357,30.591126,148.642010,114.309562,47.839755,83.210588,0.000000,35.562975,28.124079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.348463,0.000000,40.596950,35.409788,25.537700,664.596964,0.000000,23.329312,13.789725,401.716462,17.42,14.515537,29.957089,122.385116,0,0,0,0,0

13,03:00-03:15,41.020900,11.652463,17.569948,421.370450,17.733296,38.233943,0.000000,119.671225,0.000000,18.510649,0.000000,0.000000,89.028400,0.000000,41.282082,0.000000,65.354587,12.620356,134.810287,0.000000,34.349479,37.619531,0.944117,10.216357,30.591126,148.642010,114.309562,47.839755,81.861227,0.000000,16.208975,28.124079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.348463,0.000000,40.596950,35.409788,25.537700,664.596964,0.000000,23.329312,13.789725,401.716462,17.42,14.515537,29.957089,122.385116,0,0,0,0,0

14,03:15-03:30,41.020900,11.652463,17.569948,421.370450,17.733296,38.233943,0.000000,119.671225,0.000000,18.510649,0.000000,0.000000,89.028400,0.000000,41.282082,0.000000,65.354587,12.620356,134.810287,0.000000,34.349479,37.619531,0.944117,10.216357,30.591126,148.642010,114.309562,47.839755,81.861227,0.000000,0.000000,28.124079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.348463,0.000000,40.596950,35.409788,25.537700,664.596964,0.000000,23.329312,13.789725,401.716462,16.45,14.515537,29.957089,122.385116,0,0,0,0,0

15,03:30-03:45,41.020900,11.652463,17.569948,421.370450,17.733296,38.233943,0.000000,119.671225,0.000000,18.510649,0.000000,0.000000,89.028400,0.000000,41.282082,0.000000,65.354587,12.620356,134.810287,0.000000,34.349479,37.619531,0.944117,10.216357,30.591126,148.642010,114.309562,47.839755,81.861227,0.000000,0.000000,28.124079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.348463,0.000000,40.596950,35.409788,25.537700,664.596964,0.000000,23.329312,13.789725,401.716462,15.48,14.515537,29.957089,122.385116,0,0,0,0,0

16,03:45-04:00,41.020900,11.652463,17.569948,421.370450,17.733296,38.233943,0.000000,119.671225,0.000000,18.510649,0.000000,0.000000,89.028400,0.000000,41.282082,0.000000,65.354587,12.620356,134.810287,0.000000,34.349479,37.619531,0.944117,5.030782,30.591126,148.642010,114.309562,47.839755,81.861227,3.079705,0.000000,28.124079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.348463,0.000000,40.596950,35.409788,25.537700,664.596964,0.000000,23.329312,13.789725,401.716462,14.52,14.515537,29.957089,122.385116,0,0,0,0,0

