Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,KGSU3AND4,KKNP,MAPS,KGSU1AND2,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,BRBCL,SASAN
6,01:15-01:30,36.432,37.89052,124.384996,130.580717,0,148.982313,12.1695,0,21.01977,27.63898,79.597,1.169503,21.929378,3.094586,5.534085,48.849727,4.272092,6.745515,0,97.055943,28.045,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.224449,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.704,15.00135,275.625

7,01:30-01:45,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,21.01977,27.63898,79.597,1.169503,21.929378,3.094586,5.534085,48.849727,4.272092,6.745515,0,97.055943,28.045,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.224449,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.704,15.00135,275.625

8,01:45-02:00,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,21.01977,27.63898,79.597,1.169503,21.929378,3.094586,5.534085,48.849727,4.272092,6.745515,0,97.055943,28.045,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.224449,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.704,15.00135,275.625

9,02:00-02:15,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,79.597,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,28.045,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.615476,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.704,15.00135,275.625

10,02:15-02:30,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,79.597,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,28.045,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.615476,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.704,15.00135,275.625

11,02:30-02:45,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,79.597,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.615476,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.704,15.00135,275.625

12,02:45-03:00,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,79.597,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.615476,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.704,15.00135,275.625

13,03:00-03:15,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,69.72,1.169503,21.929378,3.094586,5.534085,48.849727,16.783217,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.87616,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.998,15.00135,298.125

14,03:15-03:30,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,69.72,1.169503,21.929378,3.094586,5.534085,48.849727,16.783217,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.87616,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.998,15.00135,309.375

15,03:30-03:45,36.432,37.89052,124.384996,130.580717,0,148.982313,12.1695,0,22.630299,27.63898,69.72,1.169503,21.929378,3.094586,5.534085,48.849727,16.783217,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.87616,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.998,15.00135,315

16,03:45-04:00,36.432,37.89052,124.384996,130.580717,0,148.982313,12.1695,0,22.630299,27.63898,69.72,1.169503,21.929378,3.094586,5.534085,48.849727,16.783217,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.87616,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.998,15.00135,320.625

17,04:00-04:15,36.432,37.89052,124.384996,130.580717,0,148.982313,12.1695,0,22.630299,27.63898,69.72,1.169503,21.929378,3.094586,5.534085,48.849727,16.783217,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,52.136844,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.998,15.00135,326.25

18,04:15-04:30,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,69.72,1.169503,21.929378,3.094586,5.534085,48.849727,16.783217,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,52.136844,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.998,15.00135,331.875

19,04:30-04:45,36.432,37.89052,124.384996,130.580717,0,148.982313,5.7645,0,22.630299,27.63898,69.72,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,52.136844,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.998,15.00135,337.5

20,04:45-05:00,36.432,37.89052,124.384996,130.580717,0,148.982313,5.7645,0,22.630299,27.63898,69.72,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,52.136844,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.998,15.00135,343.125

21,05:00-05:15,36.432,37.89052,124.384996,130.580717,0,148.982313,5.7645,0,22.630299,27.63898,72.044,1.169503,21.929378,3.094586,5.534085,48.849727,22.886205,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,52.136844,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.851,15.00135,343.125

22,05:15-05:30,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,72.044,1.169503,21.929378,3.094586,5.534085,48.849727,22.886205,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,52.136844,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.851,15.00135,343.125

23,05:30-05:45,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,72.044,1.169503,21.929378,3.094586,5.534085,48.849727,27.463446,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,52.136844,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.704,15.00135,343.125

24,05:45-06:00,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,72.044,1.169503,21.929378,3.094586,5.534085,48.849727,79.338844,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,52.136844,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.557,15.00135,343.125

25,06:00-06:15,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,72.044,1.169503,21.929378,3.094586,5.534085,48.849727,79.338844,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.745818,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.41,15.00135,343.125

26,06:15-06:30,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,72.044,1.169503,21.929378,3.094586,5.534085,48.849727,79.338844,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.615476,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,4.263,15.00135,343.125

27,06:30-06:45,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,72.044,1.169503,21.929378,3.094586,5.534085,48.849727,79.338844,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.224449,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,3.969,15.00135,343.125

28,06:45-07:00,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,72.044,1.169503,21.929378,3.094586,5.534085,48.849727,79.338844,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.224449,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,3.675,15.00135,343.125

29,07:00-07:15,36.432,37.89052,124.384996,130.580717,0,148.982313,5.7645,0,22.630299,27.63898,72.044,1.169503,21.929378,3.094586,5.534085,48.849727,79.338844,6.745515,0,97.055943,42.14808,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.224449,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,3.087,15.00135,343.125

30,07:15-07:30,36.432,37.89052,124.384996,130.580717,0,148.982313,5.7645,0,22.630299,27.63898,72.044,1.169503,21.929378,3.094586,5.534085,48.849727,9.154482,6.745515,0,97.055943,42.14808,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.224449,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,3.087,15.00135,343.125

31,07:30-07:45,36.432,37.89052,124.384996,130.580717,0,148.982313,5.7645,0,22.630299,27.63898,72.044,1.169503,21.929378,3.094586,5.534085,48.849727,4.272092,6.745515,0,97.055943,28.045,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,50.833423,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,3.528,15.00135,346.5

32,07:45:08:00,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,72.044,1.169503,21.929378,3.094586,5.534085,48.849727,4.272092,6.745515,0,97.055943,28.045,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,50.833423,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,3.528,15.00135,346.5

33,08:00-08:15,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,60.424,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,28.045,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,50.312054,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,3.528,15.00135,346.5

34,08:15-08:30,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,60.424,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,28.045,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,50.312054,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.334125,3.528,15.00135,346.5

35,08:30-08:45,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,60.424,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,14.04936,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,50.312054,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,3.528,15.00135,346.5

36,08:45:09:00,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,60.424,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,14.04936,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,50.312054,0,0,0,77.397222,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,3.528,15.00135,346.5

37,09:00:09:15,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,60.424,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,14.04936,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,50.312054,0,0,0,76.039376,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,6.027,15.00135,346.5

38,09:15-09:30,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,60.424,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,14.04936,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,50.312054,0,0,0,76.039376,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,6.027,15.00135,346.5

39,09:30-09:45,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,60.424,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,14.04936,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,50.312054,0,0,0,76.039376,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,6.762,15.00135,346.5

40,09:45-10:00,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,60.424,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,14.04936,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,50.312054,0,0,0,76.039376,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,6.762,15.00135,346.5

41,10:00-10:15,38.64,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,60.424,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,14.04936,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,49.790686,0,0,0,76.039376,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,6.762,15.00135,346.5

42,10:15-10:30,38.64,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,60.424,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,14.04936,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,49.790686,0,0,0,76.039376,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,6.762,15.00135,346.5

43,10:30-10:45,38.64,37.89052,124.384996,130.580717,0,148.982313,5.7645,0,22.630299,27.63898,60.424,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,14.04936,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,49.790686,0,0,0,76.039376,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,6.762,15.00135,346.5

44,10:45-11:00,38.64,37.89052,124.384996,130.580717,0,148.982313,5.7645,0,22.630299,27.63898,60.424,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,14.04936,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,49.790686,0,0,0,76.039376,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,6.762,15.00135,346.5

45,11:00-11:15,38.64,37.89052,124.384996,130.580717,0,148.982313,3.843,0,22.630299,27.63898,34.86,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,14.04936,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,49.790686,0,0,0,76.039376,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,8.232,15.00135,346.5

46,11:15-11:30,38.64,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,34.86,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,14.04936,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,49.790686,0,0,0,76.039376,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,8.232,15.00135,346.5

47,11:30-11:45,38.64,37.89052,124.384996,130.580717,0,148.982313,10.8885,0,22.630299,27.63898,40.67,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,14.04936,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,49.790686,0,0,0,76.039376,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,8.232,15.00135,346.5

48,11:45-12:00,38.64,37.89052,124.384996,130.580717,0,148.982313,10.8885,0,22.630299,27.63898,40.67,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,14.04936,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,49.790686,0,0,0,76.039376,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,8.232,15.00135,346.5

49,12:00-12:15,38.64,37.89052,124.384996,130.580717,0,148.982313,7.686,0,22.630299,27.63898,60.424,1.169503,21.929378,3.094586,5.534085,48.849727,19.529562,6.745515,0,97.055943,14.04936,48.499829,204.361722,59.175403,422.443785,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,49.399659,0,0,0,76.039376,0,0,0,58.184191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,8.232,15.00135,346.5

