Block,Time,DHAULIGNGA,JHAJJAR,KISHANGANGA,RAPPB,TEHRI,ANTA_CRF,AURY_CRF,AURY_GF,DADRI_GF,CHAMERA2,DADRT2,KKNPPU2,NAPP,SASAN,UNCHAHAR1,UNCHAHAR3,URI2,DULHASTI,KHSTPP-I,KHSTPP-II,NLCIIST1,SIMHST1,SINGRAULI,TALST2,ANTA_RF,AURY_RF,KUDGI,PARBATI3,RIHAND2,UNCHAHAR2,UNCHAHAR4,CHAMERA3,KKNP,RIHAND1,SEWA2,TANAKPUR,URI,VALLURNTECL,ANTA_GF,AURY_LF,DADRI_LF,DADRI_RF,BSIUL,KGSU1AND2,KOLDAM,MAPS,NJPC,RSTPSU7,TALA,TelanganaSTPP,BRBCL,KOTESHWR,NTPL,RAMPUR,RIHAND3,RSTPSU1TO6,SALAL,SIMHST2,SINGRAULI_HYDRO,ANTA_LF,CHAMERA1,FSTPP I & II,KGSU3AND4,NLCEXP,NLCIIST2,NLCTS2EXP,NNTPP,RAPPC,TANDA2,DADRI_CRF
13,03:00-03:15,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,405,20.56,26.39,4.44,0,45.22,98.87,0,0,123.75,0,29.93,70.59,0,0,118.76,21.19,0,0,0,92,0,0.51,1.33,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

14,03:15-03:30,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,405,20.56,26.39,4.44,0,45.22,98.87,0,0,123.75,0,29.93,70.59,0,0,118.76,21.19,0,0,0,92,0,0.51,1.33,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

15,03:30-03:45,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,405,20.56,26.39,4.44,0,45.22,98.87,0,0,123.75,0,29.93,70.59,0,0,118.76,21.19,0,0,0,92,0,6.27,1.33,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

16,03:45-04:00,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,405,20.56,26.39,4.44,0,45.22,98.87,0,0,123.75,0,29.93,70.59,0,0,118.76,21.19,0,0,0,92,0,6.27,1.33,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

17,04:00-04:15,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,405,20.56,26.39,4.44,0,45.22,98.87,0,0,123.75,0,29.93,70.59,0,0,118.76,21.19,0,0,0,92,0,6.27,1.33,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

18,04:15-04:30,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,405,20.56,26.39,4.44,0,45.22,98.87,0,0,123.75,0,29.93,70.59,0,0,118.76,21.19,0,0,0,92,0,0.51,1.33,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

19,04:30-04:45,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,405,20.56,26.39,4.44,0,45.22,98.87,0,0,123.75,0,29.93,70.59,0,0,118.76,21.19,0,0,0,92,0,0.51,1.33,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

20,04:45-05:00,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,405,20.56,26.39,4.44,0,45.22,98.87,0,0,123.75,0,29.93,70.59,0,0,118.76,21.19,0,0,0,92,0,0.51,1.33,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

21,05:00-05:15,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,405,20.56,26.39,4.44,0,45.22,98.87,0,0,123.75,0,29.93,70.59,0,0,118.76,21.19,0,0,0,92,0,0.51,1.33,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,9.29,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

22,05:15-05:30,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,405,20.56,26.39,4.44,0,45.22,98.87,0,0,123.75,0,29.93,70.59,0,0,118.76,21.19,0,0,0,92,0,0.51,1.33,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,41.83,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

23,05:30-05:45,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,405,20.56,26.39,4.44,16.48,45.22,98.87,0,0,123.75,0,29.93,70.59,0,0,118.76,21.19,0,0,0,92,0,0.51,1.33,0,0,0,22.47,67.95,0,0,0,0,18.94,0,0,0,20,8.87,0,0,124.32,0,41.83,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

24,05:45-06:00,0,654.31,0,0,15.44,0,0,0,0,0,683.14,0,43.57,405,20.56,26.39,4.44,16.48,45.22,98.87,0,0,123.75,0,29.93,70.59,0,0,118.76,21.19,0,0,0,92,0,0.51,1.33,0,0,0,22.47,67.95,0,0,0,0,37.88,0,0,0,20,8.87,0,0,124.32,0,41.83,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

25,06:00-06:15,8.06,654.31,0,0,22.05,0,0,0,0,3.33,683.14,0,43.57,407.81,20.56,26.39,4.44,16.48,45.22,98.87,0,0,123.75,0,30.35,70.59,0,3.82,118.76,21.19,0,0,0,92,0,0.51,1.33,0,0,0,22.47,67.95,1.1,0,0,0,56.82,0,0,0,20,17.75,0,0,124.32,0,41.83,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

26,06:15-06:30,8.06,654.31,0,0,46.69,0,0,0,0,12,683.14,0,43.57,407.81,20.56,26.39,4.44,32.96,45.22,98.87,0,0,123.75,0,30.35,70.59,0,16.55,118.76,10.15,0,9.68,0,92,0,0.51,1.33,0,0,0,22.47,67.95,6.52,0,0,0,94.7,0,0,0,20,26.62,0,0,124.32,0,9.29,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

27,06:30-06:45,16.51,654.31,0,0,62.24,0,0,0,0,26.34,683.14,0,43.57,407.81,20.56,26.39,4.44,49.43,45.22,98.87,0,0,123.75,0,30.35,70.59,0,16.55,118.76,10.15,0,29.06,0,92,5.27,6.27,6.63,0,0,0,22.47,67.95,13.04,0,0,0,140.34,0,0,0,20,39.83,0,0,124.32,0,1.4,0,0,0,12.01,18.2,0,0,0,0,0,54.06,0,0

28,06:45-07:00,36.55,654.31,0,0,62.24,0,0,0,0,26.34,683.14,0,43.57,407.81,20.56,26.39,4.44,49.43,45.22,98.87,0,0,123.75,0,30.35,70.59,0,16.55,118.76,10.14,0,29.06,0,92,5.27,6.27,26.49,0,0,0,22.47,67.95,13.04,0,0,0,140.34,0,0,0,20,39.83,0,0,124.32,0,1.4,0,0,0,28.05,18.2,0,0,0,0,0,54.06,0,0

29,07:00-07:15,36.55,459.81,0,0,62.24,0,0,0,0,26.34,683.14,0,43.57,407.81,20.56,26.39,4.44,49.43,45.22,98.87,0,0,123.75,0,30.35,70.59,0,16.55,118.76,10.19,0,29.06,0,92,5.27,0.51,26.49,0,0,0,22.47,67.95,13.04,0,0,0,140.34,0,0,0,20,39.83,0,0,124.32,0,1.4,0,0,0,42.15,18.2,0,0,0,0,0,54.06,0,0

30,07:15-07:30,36.55,459.81,0,0,62.24,0,0,0,0,26.34,683.14,0,43.57,407.81,20.56,26.39,4.44,49.43,45.22,98.87,0,0,123.75,0,30.35,70.59,0,16.55,118.76,10.19,0,29.06,0,92,5.27,0.51,26.49,0,0,0,22.47,67.95,13.04,0,0,0,140.34,0,0,0,20,39.83,0,0,124.32,0,1.4,0,0,0,42.15,18.2,0,0,0,0,0,54.06,0,0

31,07:30-07:45,36.55,459.81,0,0,62.24,0,0,0,0,26.34,683.14,0,43.57,396.56,20.56,26.39,4.44,49.43,45.22,98.87,0,0,123.75,0,30.35,70.59,0,16.55,118.76,10.19,0,29.06,0,92,5.27,0.51,3.31,0,0,0,22.47,67.95,13.04,0,0,0,140.34,0,0,0,20,39.83,0,0,124.32,0,1.4,0,0,0,28.05,18.2,0,0,0,0,0,54.06,0,0

32,07:45-08:00,36.55,459.81,0,0,62.24,0,0,0,0,26.34,683.14,0,43.57,396.56,20.56,26.39,4.44,49.43,45.22,98.87,0,0,123.75,0,30.35,70.59,0,3.56,118.76,10.19,0,29.06,0,92,5.27,0.51,1.66,0,0,0,22.47,67.95,13.04,0,0,0,140.34,0,0,0,20,39.83,0,0,124.32,0,1.4,0,0,0,14.05,18.2,0,0,0,0,0,54.06,0,0

33,08:00-08:15,16.12,459.81,0,0,46.69,0,0,0,0,26.34,683.14,0,43.57,396.56,20.56,26.39,4.44,32.96,45.22,98.87,0,0,123.75,0,30.03,70.59,0,0,118.76,10.19,0,9.68,0,92,0,0.51,1.66,0,0,0,22.47,67.95,6.52,0,0,0,94.7,0,0,0,20,19.72,0,0,124.32,0,1.4,0,0,0,14.05,18.2,0,0,0,0,0,54.06,0,0

34,08:15-08:30,8.06,459.81,0,0,31.13,0,0,0,0,26.34,683.14,0,43.57,396.56,20.56,26.39,4.44,16.48,45.22,98.87,0,0,123.75,0,30.03,70.59,0,0,118.76,10.19,0,0,0,92,0,0.51,1.66,0,0,0,22.47,67.95,1.1,0,0,0,61.56,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

35,08:30-08:45,0,459.81,0,0,31.13,0,0,0,0,13.17,683.14,0,43.57,396.56,20.56,26.39,4.44,16.48,45.22,98.87,0,0,131.25,0,30.03,70.59,0,0,118.76,10.19,0,0,0,92,0,0.51,1.66,0,0,0,22.47,67.95,0,0,0,0,39.78,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

36,08:45-09:00,0,654.31,0,0,31.13,0,0,0,0,4,683.14,0,43.57,396.56,20.56,26.39,4.44,16.48,45.22,98.87,0,0,132.75,0,30.03,70.59,0,0,118.76,10.19,0,0,0,92,0,0.51,1.66,0,0,0,22.47,67.95,0,0,0,0,23.39,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

37,09:00-09:15,0,654.31,0,0,31.13,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,16.48,45.22,98.87,0,0,132.75,0,30.03,70.59,0,0,118.76,10.19,0,0,0,92,0,0.51,3.31,0,0,0,22.47,67.95,0,0,0,0,18.94,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

38,09:15-09:30,0,654.31,0,0,31.13,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,16.48,45.22,98.87,0,0,134.25,0,30.03,70.59,0,0,118.76,21.19,0,0,0,92,0,0.51,26.49,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

39,09:30-09:45,0,654.31,0,0,31.13,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,16.48,45.22,98.87,0,0,135.75,0,30.03,70.59,0,0,118.76,21.19,0,0,0,92,0,1.41,26.49,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

40,09:45-10:00,0,654.31,0,0,31.13,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,16.48,45.22,98.87,0,0,136.5,0,30.03,70.59,0,0,118.76,21.19,0,0,0,92,0,1.41,26.49,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

41,10:00-10:15,0,654.31,0,0,31.13,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,16.48,45.22,98.87,0,0,138,0,29.09,70.59,0,0,118.76,21.19,0,0,0,92,0,1.41,3.31,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

42,10:15-10:30,0,654.31,0,0,15.44,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,10.76,16.48,45.22,98.87,0,0,138,0,29.09,70.59,0,0,118.76,21.19,0,0,0,92,0,1.41,1.66,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

43,10:30-10:45,0,654.31,0,0,9.76,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,10.76,16.48,45.22,98.87,0,0,138,0,29.09,70.59,0,0,118.76,21.19,0,0,0,92,0,1.41,8.28,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

44,10:45-11:00,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,10.76,16.48,45.22,98.87,0,0,138,0,29.09,70.59,0,0,118.76,21.19,0,0,0,92,0,1.41,8.28,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

45,11:00-11:15,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,10.76,16.48,45.22,98.87,0,0,138,0,29.09,70.59,0,0,118.76,21.19,0,0,0,92,0,1.41,8.28,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,9.29,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

46,11:15-11:30,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,10.76,16.48,45.22,98.87,0,0,138,0,29.09,70.59,0,0,118.76,21.19,0,0,0,92,0,1.41,8.28,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,41.83,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

47,11:30-11:45,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,10.76,16.48,45.22,98.87,0,0,138,0,29.09,70.59,0,0,118.76,21.19,0,0,0,92,0,1.79,1.11,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,41.83,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

48,11:45-12:00,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,16.48,45.22,98.87,0,0,138,0,29.09,70.59,0,0,118.76,21.19,0,0,0,92,0,1.79,1.11,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,41.83,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

49,12:00-12:15,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,138,0,29.09,70.59,0,0,118.76,21.19,0,0,0,92,0,1.79,1.11,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,41.83,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

50,12:15-12:30,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,138,0,29.09,70.59,0,0,118.76,21.19,0,0,0,92,0,1.79,1.11,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,9.29,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

51,12:30-12:45,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,138,0,28.88,70.59,0,0,118.76,21.19,0,0,0,92,0,1.79,1.11,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

52,12:45-13:00,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,138,0,28.88,70.59,0,0,118.76,21.19,0,0,0,92,0,1.79,1.11,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

53,13:00-13:15,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,138,0,28.88,70.59,0,0,118.76,21.19,0,0,0,92,0,6.27,1.11,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

54,13:15-13:30,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,138,0,28.88,70.59,0,0,118.76,21.19,0,0,0,92,0,6.27,8.83,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

55,13:30-13:45,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,28.88,70.59,0,0,118.76,21.19,0,0,0,92,0,1.15,8.83,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

56,13:45-14:00,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,28.88,70.59,0,0,118.76,21.19,0,0,0,92,0,1.15,8.83,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

57,14:00-14:15,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,28.88,70.59,0,0,118.76,21.19,0,0,0,92,0,1.15,1.11,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

58,14:15-14:30,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,28.88,70.59,0,0,118.76,21.19,0,0,0,92,0,1.15,1.11,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

59,14:30-14:45,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,28.88,70.59,0,0,118.76,21.19,0,0,0,92,0,1.15,8.83,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

60,14:45-15:00,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,28.88,70.59,0,0,118.76,21.19,0,0,0,92,0,1.15,8.83,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

61,15:00-15:15,0,654.31,0,0,0,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,28.77,70.59,0,0,118.76,21.19,0,0,0,92,0,1.15,8.83,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

62,15:15-15:30,0,654.31,0,0,15.44,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,28.77,70.59,0,0,118.76,21.19,0,0,0,92,0,1.15,1.11,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

63,15:30-15:45,0,654.31,0,0,15.44,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,28.77,70.59,0,0,118.76,21.19,0,0,0,92,0,1.15,1.11,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

64,15:45-16:00,0,654.31,0,0,30.87,0,0,0,0,0,683.14,0,43.57,396.56,20.56,26.39,4.44,0,45.22,98.87,0,0,139.68,0,28.77,70.59,0,0,118.76,21.19,0,0,0,92,0,1.15,1.11,0,0,0,22.47,67.95,0,0,0,0,0,0,0,0,20,8.87,0,0,124.32,0,1.4,0,0,0,0,18.2,0,0,0,0,0,54.06,0,0

