Block,Time,L_NR_2019_11,L_NR_2012_04,L_NR_2012_07,L_NR_2019_06,L_NR_2019_07,L_NR_2020_02,SH-06,L_NR_2018_61,LT-31,L_NR_2022_09,L_NR_2022_08,L_NR_2023_04,LT-35,L_NR_2012_02,LT-59,LT-05,LT-36,L_NR_2012_01,SH-07,L_NR_2020_06,L_NR_2019_05,L_NR_2022_10,L_NR_2020_05,L_NR_2019_19,L_NR_2020_07,L_NR_2023_07,L_NR_2021_14,L_NR_2021_12,L_NR_2021_17,L_NR_2021_13,L_NR_2023_10,L_NR_2021_16,L_NR_2021_15
8,01:45-02:00,10.780000,272.050000,74.170000,0,0,10.510000,30.950000,17.66,0.000000,51.12,16.74,29.660000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,17.64,0,51.12,52.91,0,17.63,0,0,0,0,0,0,0,0

9,02:00-02:15,10.780000,272.050000,74.170000,0,0,10.370000,30.950000,17.52,0.000000,50.68,13.33,29.660000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,19.29,0,50.68,57.86,0,19.28,0,0,0,0,0,0,0,0

10,02:15-02:30,10.780000,272.050000,74.170000,0,0,10.370000,30.950000,16.98,0.000000,49.82,13.33,29.660000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,19.27,0,49.82,57.81,0,19.27,0,0,0,0,0,0,0,0

11,02:30-02:45,10.780000,272.050000,74.170000,0,0,10.370000,30.950000,16.6,0.000000,49.35,13.33,29.660000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,19.3,0,49.35,57.88,0,19.29,0,0,0,0,0,0,0,0

12,02:45-03:00,10.780000,272.050000,74.170000,0,0,10.370000,30.950000,16.36,0.000000,49.4,13.33,29.660000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,19.33,0,49.4,57.99,0,19.32,0,0,0,0,0,0,0,0

13,03:00-03:15,10.780000,272.050000,74.170000,0,0,10.230000,30.950000,16.53,0.000000,55.68,16.63,29.660000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,19.37,0,55.68,58.11,0,19.37,0,0,0,0,0,0,0,0

14,03:15-03:30,10.780000,272.050000,74.170000,0,0,10.230000,30.950000,8.85,0.000000,55.35,16.66,29.660000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,22.05,0,55.35,66.16,0,22.06,0,0,0,0,0,0,0,0

15,03:30-03:45,10.780000,272.050000,74.170000,0,0,10.230000,30.950000,8.45,0.000000,54.94,16.69,29.660000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,21.89,0,54.94,65.66,0,21.88,0,0,0,0,0,0,0,0

16,03:45-04:00,10.780000,272.050000,74.170000,0,0,10.230000,30.950000,8.05,0.000000,54.3,16.68,29.660000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,21.7,0,54.3,65.11,0,21.72,0,0,0,0,0,0,0,0

17,04:00-04:15,10.780000,272.050000,74.170000,0,0,10.050000,30.950000,7.65,0.000000,53.54,16.81,29.660000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,21.61,0,53.54,64.82,0,21.61,0,0,0,0,0,0,0,0

18,04:15-04:30,10.780000,272.050000,74.170000,0,0,10.050000,30.950000,7.4,0.000000,53.02,16.69,29.660000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,21.57,0,53.02,64.72,0,21.58,0,0,0,0,0,0,0,0

19,04:30-04:45,10.780000,272.050000,74.170000,0,0,10.050000,30.950000,7.4,0.000000,52.53,16.45,29.660000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,21.63,0,52.53,64.9,0,21.64,0,0,0,0,0,0,0,0

20,04:45-05:00,10.780000,272.050000,74.170000,0,0,10.050000,30.950000,7.4,0.000000,51.79,16.12,29.730000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,21.48,0,51.79,64.43,0,21.46,0,0,0,0,0,0,0,0

21,05:00-05:15,10.780000,272.050000,74.170000,0,0,9.860000,30.950000,7.4,0.000000,53.54,19.39,29.730000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,24.05,0,53.54,72.15,0,24.05,0,0,0,0,0,0,0,0

22,05:15-05:30,10.780000,272.050000,74.170000,0,0,9.860000,30.950000,7.4,0.000000,52.09,18.46,29.730000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,23.56,0,52.09,70.68,0,23.56,0,0,0,0,0,0,0,0

23,05:30-05:45,10.780000,272.050000,56.100000,0,0,9.860000,30.950000,7.4,0.000000,50.68,17.62,29.730000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,23.09,0,50.68,69.26,0,23.09,0,0,0,0,0,0,0,0

24,05:45-06:00,10.780000,272.050000,56.100000,0,0,9.860000,30.950000,7.4,0.000000,49.25,17.55,29.730000,0.000000,223.450000,10.390000,116.090000,0.000000,81.700000,30.950000,22.72,0,49.25,68.17,0.078,22.73,0,0.18,0,0.33,0,0,0.67,0

25,06:00-06:15,10.780000,272.050000,56.100000,4.05,1.88,9.720000,30.950000,7.4,0.040000,48.59,17.44,29.730000,0.040000,223.450000,10.390000,116.090000,0.040000,81.700000,30.950000,22.39,4.32,48.59,67.17,2.925,22.38,0.18,1.66,0,1,0,0.08,2,0

26,06:15-06:30,10.780000,272.050000,56.100000,8.8,6.66,9.720000,30.950000,7.4,0.140000,53.01,17.58,29.730000,0.140000,223.450000,10.390000,116.090000,0.150000,81.700000,30.950000,22.07,8.64,53.01,66.21,8.14125,22.06,2.2,3.79,0.7,1.67,0.14,0.94,3.33,0.29

27,06:30-06:45,10.780000,272.050000,56.100000,14.96,10.45,9.720000,30.950000,7.4,0.330000,52.95,17.53,29.730000,0.330000,223.450000,10.390000,116.090000,0.330000,81.700000,30.950000,21.85,15.55,52.95,65.54,13.97175,21.84,6.53,6.53,2.8,2,0.56,2.8,4,0.85

28,06:45-07:00,10.780000,272.050000,56.100000,28.16,20.45,9.720000,30.950000,7.4,0.580000,52.71,17.52,29.730000,0.580000,223.450000,10.390000,116.090000,0.600000,81.700000,30.950000,21.6,24.19,52.71,64.79,20.38725,21.6,12.84,7.23,6.29,3.33,1.26,5.5,6.67,2.05

29,07:00-07:15,10.780000,272.050000,56.100000,29.99,29.98,9.580000,30.950000,7.4,0.920000,53.58,17.69,29.730000,0.920000,223.450000,10.390000,116.090000,0.940000,81.700000,30.950000,21.45,29.98,53.58,64.36,27.34875,21.45,21.54,10.33,11.18,4,2.24,9.23,8,3.88

30,07:15-07:30,10.780000,272.050000,56.100000,29.99,29.98,9.580000,30.950000,7.4,1.320000,55.58,17.94,29.730000,1.320000,223.450000,10.390000,116.090000,1.360000,81.700000,30.950000,21.62,29.98,55.58,64.86,34.91475,21.63,32.33,14.43,17.48,4.33,3.49,13.86,8.67,6.45

31,07:30-07:45,10.780000,272.050000,56.100000,30.66,30.67,9.580000,30.950000,7.4,1.800000,53.44,18.25,29.730000,1.800000,223.450000,10.390000,116.090000,1.840000,81.700000,30.950000,21.84,30.67,53.44,65.52,43.14375,21.84,44.77,16.1,28.39,4.67,5.68,19.19,9.33,9.61

32,07:45:08:00,10.780000,272.050000,56.100000,30.84,30.83,9.580000,30.950000,7.4,2.350000,53.18,18.56,29.730000,2.350000,223.450000,10.390000,116.090000,2.410000,81.700000,30.950000,22.16,30.83,53.18,66.49,51.80175,22.17,52.5,21.6,41.92,6.67,8.38,22.5,13.33,12.65

33,08:00-08:15,10.780000,272.050000,56.100000,32.34,32.33,9.580000,30.950000,6,3.390000,53.36,22,29.730000,3.390000,223.450000,10.390000,116.090000,3.470000,81.700000,30.950000,27.09,32.33,53.36,81.28,59.6115,27.09,63,27.43,56.84,8.33,11.37,27,16.67,16.43

34,08:15-08:30,10.780000,272.050000,56.100000,32.34,32.33,9.580000,30.950000,6,4.250000,53.83,22.16,29.730000,4.250000,223.450000,10.390000,116.090000,4.350000,81.700000,30.950000,27.57,32.33,53.83,82.7,66.56325,27.56,73.5,33.37,78.36,10,15.67,31.5,20,20.22

35,08:30-08:45,10.780000,272.050000,56.100000,32.5,32.5,9.580000,30.950000,6,5.480000,55.29,22.34,29.730000,5.480000,223.450000,10.310000,116.090000,5.620000,81.700000,30.950000,28.13,32.5,55.29,84.39,73.749,28.14,84,39.13,91.73,15.67,18.34,36,31.34,23.83

36,08:45:09:00,10.780000,272.050000,74.170000,32.5,32.5,9.580000,30.950000,6,6.660000,55.95,22.54,29.730000,6.660000,223.450000,10.310000,116.090000,6.820000,81.700000,30.950000,28.71,32.5,55.95,86.13,80.769,28.71,94.5,46.8,104.18,18.33,20.83,40.5,36.67,27.23

37,09:00:09:15,10.780000,272.050000,74.170000,32.74,32.73,9.440000,30.950000,6,7.730000,57.45,22.73,29.730000,7.730000,223.450000,10.310000,116.090000,7.920000,81.700000,30.950000,29.04,32.73,57.45,87.12,87.009,29.05,105,52.78,116.99,21.33,23.4,45,42.67,30.36

38,09:15-09:30,10.780000,272.050000,74.170000,32.74,32.73,9.440000,30.950000,6,8.310000,58.7,22.89,28.640000,8.310000,223.450000,10.310000,116.090000,8.520000,81.700000,30.950000,29.14,32.73,58.7,87.42,92.5665,29.14,119,58.54,148.86,24.33,29.77,51,48.67,32

39,09:30-09:45,10.780000,272.050000,74.170000,32.9,32.9,9.440000,30.950000,6,9.230000,63.47,24.12,28.640000,9.230000,223.450000,10.310000,116.090000,9.450000,81.700000,30.950000,29.15,32.9,63.47,87.46,97.31475,29.15,129.5,63.94,164.79,27.66,32.96,55.5,55.34,34

40,09:45-10:00,10.780000,272.050000,74.170000,32.9,32.9,9.440000,30.950000,6,9.880000,62.8,24.23,28.640000,9.880000,223.450000,10.310000,116.090000,10.130000,81.700000,30.950000,29.01,32.9,62.8,87.02,100.9515,29,140,68.65,179.5,29.66,35.9,60,59.34,36

41,10:00-10:15,10.780000,272.050000,74.170000,32.9,32.9,9.440000,30.950000,6,10.150000,62.35,24.5,28.640000,10.150000,223.450000,10.310000,116.090000,10.400000,81.700000,30.950000,28.76,32.9,62.35,86.26,104.41275,28.75,150.5,73.19,193.71,32,38.74,64.5,64,38

42,10:15-10:30,10.780000,272.050000,74.170000,32.9,32.9,9.440000,30.950000,6,12.620000,62.21,24.53,28.640000,12.620000,223.450000,10.310000,116.090000,12.930000,81.700000,30.950000,28.51,32.9,62.21,85.51,108.03,28.5,157.5,77.58,206.23,33,41.24,67.5,66,40.5

43,10:30-10:45,10.780000,272.050000,56.100000,32.9,32.9,9.440000,30.950000,6,13.010000,73.46,24.98,28.640000,13.010000,223.450000,10.390000,116.090000,13.330000,81.700000,30.950000,31.68,32.9,73.46,95.04,111.2865,31.67,171.5,80.28,217.53,34.33,43.5,73.5,68.67,42.3

44,10:45-11:00,10.780000,272.050000,56.100000,32.9,32.9,9.440000,30.950000,6,13.480000,73.55,29.22,28.640000,13.480000,223.450000,10.390000,116.090000,13.810000,81.700000,30.950000,31.95,32.9,73.55,95.85,113.96775,31.94,178.5,83.52,229.63,37.33,45.93,76.5,74.68,44

45,11:00-11:15,10.780000,272.050000,56.100000,32.9,32.9,9.310000,30.950000,6,13.740000,73.6,29.19,28.640000,13.740000,223.450000,10.390000,116.090000,14.090000,81.700000,30.950000,32.18,32.9,73.6,96.53,115.245,32.17,182,86.4,229.63,39.33,45.93,78,78.67,44.5

46,11:15-11:30,10.780000,272.050000,56.100000,32.9,32.9,9.310000,30.950000,6,13.910000,73.61,29.55,28.640000,13.910000,223.450000,10.390000,116.090000,14.260000,81.700000,30.950000,32.33,32.9,73.61,96.99,114.9525,32.33,186.2,87.48,229.63,40,45.93,79.8,80.01,45

47,11:30-11:45,10.780000,272.050000,56.100000,32.9,32.9,9.310000,30.950000,6,14.050000,73.53,29.56,30.580000,14.050000,223.450000,10.390000,116.090000,14.400000,75.250000,30.950000,32.43,32.9,73.53,97.28,113.40225,32.42,186.2,88.6,229.63,40,45.93,79.8,80,45

48,11:45-12:00,10.780000,272.050000,56.100000,32.9,32.9,9.310000,30.950000,6,14.050000,73.49,29.58,30.580000,14.050000,223.450000,10.390000,116.090000,14.400000,75.250000,30.950000,32.44,32.9,73.49,97.32,112.1055,32.43,186.2,88.78,229.63,39.66,45.93,79.8,79.34,45

49,12:00-12:15,10.780000,272.050000,56.100000,32.9,32.9,9.310000,30.950000,6,14.050000,73.51,29.5,30.580000,14.050000,223.450000,10.390000,116.090000,14.400000,75.250000,30.950000,32.95,32.9,73.51,98.86,112.38825,32.96,186.2,90,229.63,39.33,45.93,79.8,78.67,45

50,12:15-12:30,10.780000,272.050000,56.100000,32.9,32.9,9.310000,30.950000,7.13,14.050000,73.37,29.42,30.580000,14.050000,223.450000,10.390000,116.090000,14.400000,75.250000,30.950000,33.08,32.9,73.37,99.23,113.16825,33.07,186.2,90.36,229.63,39,45.93,79.8,78,45

51,12:30-12:45,10.780000,272.050000,56.100000,32.9,32.9,9.310000,30.950000,7.41,14.050000,65.17,29.88,30.580000,14.050000,223.450000,10.390000,116.090000,14.400000,75.250000,30.950000,25.89,32.9,65.17,77.68,113.2755,25.89,182,93.44,233.33,37.66,46.67,78,75.34,45

52,12:45-13:00,10.780000,272.050000,56.100000,32.9,32.9,9.310000,30.950000,8.12,14.050000,66.17,30,30.580000,14.050000,223.450000,10.390000,116.090000,14.400000,75.250000,30.950000,25.39,32.9,66.17,76.18,112.34925,25.39,182,93.81,233.33,37.66,46.67,78,75.34,45

53,13:00-13:15,10.780000,272.050000,56.100000,32.9,32.9,9.440000,30.950000,9.78,14.050000,66.67,30,30.580000,14.050000,174.110000,10.390000,116.090000,14.400000,75.250000,30.950000,25.54,32.9,66.67,76.62,110.175,25.55,182,93.4,233.33,37.66,46.67,78,75.34,45

54,13:15-13:30,10.780000,272.050000,56.100000,32.9,32.9,9.440000,30.950000,13.65,14.050000,66.67,30,30.580000,14.050000,174.110000,10.390000,116.090000,14.400000,75.250000,30.950000,31.72,32.9,66.67,95.16,107.20125,31.72,182,93.03,233.33,37.66,46.67,78,75.34,45

55,13:30-13:45,10.780000,272.050000,56.100000,32.9,32.9,9.440000,30.950000,12.48,14.010000,66.67,30,30.580000,14.010000,174.110000,10.390000,116.090000,14.360000,75.250000,30.950000,32.11,32.9,66.67,96.33,103.86675,32.1,182,92.55,233.33,37.66,46.67,78,75.34,43.5

56,13:45-14:00,10.780000,272.050000,56.100000,32.9,32.9,9.440000,30.950000,14.08,13.670000,66.67,30,30.580000,13.670000,174.110000,10.390000,116.090000,14.010000,75.250000,30.950000,32.42,32.9,66.67,97.27,100.08375,32.43,182,91.18,233.33,38,46.67,78,76,43

57,14:00-14:15,10.780000,272.050000,74.170000,32.9,32.9,9.580000,30.950000,16.54,13.420000,70,30,30.580000,13.420000,174.110000,10.390000,116.090000,13.750000,75.250000,30.950000,33.41,32.9,70,100.22,96.76875,33.41,171.5,90.48,233.33,32,46.67,73.5,64,39.5

58,14:15-14:30,10.780000,272.050000,74.170000,32.9,32.9,9.580000,30.950000,17.14,12.890000,70,30,30.580000,12.890000,174.110000,10.390000,116.090000,13.220000,75.250000,30.950000,34.6,32.9,70,103.8,93.41475,34.6,164.5,88.77,233.33,31,46.67,70.5,62,39.2

59,14:30-14:45,10.780000,272.050000,74.170000,32.9,32.9,9.580000,33.860000,17.34,12.630000,70,30,30.580000,12.630000,174.110000,10.390000,116.090000,12.950000,75.250000,33.860000,35.78,32.9,70,107.33,87.77925,35.78,157.5,86.4,229.63,30,45.93,67.5,60,38.5

60,14:45-15:00,10.780000,272.050000,74.170000,32.9,32.9,9.580000,33.860000,16.94,12.910000,70,30,30.580000,12.910000,174.110000,10.390000,116.090000,13.230000,75.250000,33.860000,36.59,32.9,70,109.76,87.8865,36.58,150.5,74.47,218.88,29,43.77,64.5,58,37.84

61,15:00-15:15,10.780000,272.050000,74.170000,32.9,32.9,9.720000,33.860000,16.67,12.530000,70,30,30.580000,12.530000,174.110000,10.390000,116.090000,12.840000,75.250000,33.860000,37.41,32.9,70,112.23,82.797,37.41,143.5,71,207.51,28.66,41.5,61.5,57.34,36.51

62,15:15-15:30,10.780000,272.050000,74.170000,32.9,32.9,9.720000,33.860000,26.14,11.890000,70,30,30.580000,11.890000,174.110000,10.390000,116.090000,12.190000,75.250000,33.860000,37.74,32.9,70,113.24,77.26875,37.75,136.5,67.23,195.57,27,39.11,58.5,54,35.09

63,15:30-15:45,10.780000,272.050000,74.170000,32.9,32.9,9.720000,33.860000,24.34,11.250000,70,30,30.580000,11.250000,174.110000,10.390000,116.090000,11.530000,75.250000,33.860000,35.59,32.9,70,106.78,70.48275,35.59,126,63.23,182.67,25.66,36.53,54,51.34,32.81

64,15:45-16:00,10.780000,272.050000,74.170000,32.9,32.9,9.720000,33.860000,22.74,10.570000,70,30,30.580000,10.570000,174.110000,10.390000,116.090000,10.830000,75.250000,33.860000,35.52,32.9,70,106.56,63.07275,35.51,122.5,58.93,168.88,24.33,33.77,52.5,48.67,30.27

65,16:00-16:15,10.780000,272.050000,74.170000,32.9,32.9,9.110000,30.950000,20.94,9.750000,70,30,30.580000,9.750000,174.110000,9.890000,116.090000,9.990000,75.250000,30.950000,35.44,32.9,70,106.32,54.912,35.44,105,53.77,154.38,22,30.87,45,44,27.32

66,16:15-16:30,10.780000,272.050000,74.170000,32.9,32.9,9.110000,30.950000,18.73,8.820000,70,30,30.580000,8.820000,174.110000,10.310000,116.090000,9.040000,75.250000,30.950000,35.25,32.9,70,105.76,46.293,35.26,94.5,33.33,140.04,20,28.01,40.5,40,25.18

67,16:30-16:45,10.780000,272.050000,74.170000,32.9,32.9,9.110000,30.950000,16.53,7.790000,70,30,30.580000,7.790000,174.110000,10.310000,116.090000,7.990000,75.250000,30.950000,35.25,32.9,70,105.75,38.7465,35.24,84,30,112.09,18,22.42,36,36,22

68,16:45-17:00,10.780000,272.050000,74.170000,33,26.62,9.110000,30.950000,14.13,6.820000,70,30,30.580000,6.820000,174.110000,10.310000,116.090000,6.990000,75.250000,30.950000,29.56,33,70,88.67,31.4925,29.55,56,26.67,97.18,12.67,19.43,24,25.33,19

69,17:00-17:15,10.780000,272.050000,74.170000,33,12.24,9.310000,30.950000,18.84,5.970000,70,30,30.580000,5.970000,174.110000,10.310000,116.090000,6.120000,75.250000,30.950000,29.72,31.1,70,89.17,24.414,29.73,49,23.33,82.55,12.33,16.51,21,24.67,16.41

70,17:15-17:30,10.780000,272.050000,74.170000,30.1,4.44,9.310000,30.950000,16.93,4.910000,70,29.72,30.580000,4.910000,174.110000,10.310000,116.090000,5.030000,75.250000,30.950000,29.98,21.6,70,89.93,18.174,29.98,42,20,68.47,12,13.69,18,24,15

71,17:30-17:45,10.780000,272.050000,74.170000,18.62,1.11,9.310000,30.950000,15.42,3.970000,70,28.88,30.580000,3.970000,174.110000,10.310000,116.090000,4.070000,75.250000,30.950000,29.86,12.96,70,89.59,12.792,29.86,37.54,16.67,56.63,11.67,11.32,16.09,23.33,13.5

72,17:45-18:00,10.780000,272.050000,74.170000,9.72,0.05,9.310000,30.950000,13.48,2.920000,70,27.6,30.580000,2.920000,174.110000,10.310000,116.090000,3.000000,75.250000,30.950000,30.33,8.64,70,90.99,8.08275,30.33,27.59,13.33,47.69,10.67,9.54,11.83,21.33,11

73,18:00-18:15,10.780000,272.050000,74.170000,0,0,9.770000,30.950000,12.17,2.140000,70,26.29,30.580000,2.140000,174.110000,10.350000,116.090000,2.200000,75.250000,30.950000,30.48,0,70,91.42,4.55325,30.47,18.76,11.1,32.15,9,6.43,8.04,18,8.33

74,18:15-18:30,10.780000,272.050000,74.170000,0,0,9.770000,30.950000,10,1.520000,70,25.02,30.580000,1.520000,174.110000,10.350000,116.090000,1.560000,75.250000,30.950000,35.44,0,70,106.32,2.028,35.43,11.28,7.13,16.53,8.67,3.3,4.84,17.33,5.69

75,18:30-18:45,10.780000,272.050000,74.170000,0,0,9.770000,30.950000,18.44,0.860000,68.33,30.21,30.580000,0.860000,174.110000,10.350000,116.090000,0.880000,75.250000,30.950000,35.01,0,68.33,105.04,0.75075,35.01,5.81,3.07,10.58,6.33,2.11,2.49,12.67,3.58

76,18:45-19:00,10.780000,272.050000,74.170000,0,0,9.770000,30.950000,17.96,0.370000,66.67,29.51,30.580000,0.370000,174.110000,10.350000,116.090000,0.380000,75.250000,30.950000,34.51,0,66.67,103.54,0.04875,34.53,2.32,0.33,5.95,5.67,1.19,1,11.33,2

77,19:00-19:15,10.780000,272.050000,74.170000,0,0,10.140000,30.950000,17.89,0.140000,65.07,28.78,31.540000,0.140000,174.110000,10.350000,116.090000,0.140000,75.250000,30.950000,33.93,0,65.07,101.79,0,33.93,0.5,0.03,2.64,4.33,0.53,0.21,8.67,0.87

78,19:15-19:30,10.780000,272.050000,74.170000,0,0,10.140000,30.950000,17.4,0.000000,64.56,28.22,31.540000,0.000000,174.110000,10.350000,116.090000,0.000000,75.250000,30.950000,33.04,0,64.56,99.12,0,33.05,0,0,0.66,1.33,0.13,0,2.67,0.19

79,19:30-19:45,10.780000,272.050000,74.170000,0,0,10.140000,30.950000,16.35,0.000000,63.31,27.22,31.540000,0.000000,174.110000,10.350000,116.090000,0.000000,75.250000,30.950000,32.08,0,63.31,96.25,0,32.08,0,0,0,0.33,0,0,0.67,0

80,19:45-20:00,10.780000,272.050000,74.170000,0,0,10.140000,30.950000,11.17,0.000000,62.61,26.33,31.540000,0.000000,174.110000,10.350000,116.090000,0.000000,75.250000,30.950000,31.17,0,62.61,93.53,0,31.18,0,0,0,0,0,0,0,0

81,20:00-20:15,10.780000,272.050000,74.170000,0,0,10.510000,30.950000,10.99,0.000000,62.55,25.55,31.540000,0.000000,174.110000,10.390000,116.090000,0.000000,75.250000,30.950000,30.15,0,62.55,90.46,0,30.15,0,0,0,0,0,0,0,0

82,20:15-20:30,10.780000,272.050000,74.170000,0,0,10.510000,30.950000,10.54,0.000000,61.89,24.85,31.540000,0.000000,174.110000,10.390000,116.090000,0.000000,75.250000,30.950000,29.69,0,61.89,89.06,0,29.68,0,0,0,0,0,0,0,0

83,20:30-20:45,10.780000,272.050000,74.170000,0,0,10.510000,30.950000,10.7,0.000000,60.54,24.22,30.540000,0.000000,174.110000,10.390000,116.090000,0.000000,75.250000,30.950000,29.32,0,60.54,87.97,0,29.33,0,0,0,0,0,0,0,0

84,20:45-21:00,10.780000,272.050000,74.170000,0,0,10.510000,30.950000,11.16,0.000000,58.55,23.21,30.540000,0.000000,174.110000,10.390000,116.090000,0.000000,75.250000,30.950000,29,0,58.55,87,0,29.01,0,0,0,0,0,0,0,0

85,21:00-21:15,10.780000,272.050000,74.170000,0,0,10.700000,30.950000,7.2,0.000000,56.88,21.89,30.540000,0.000000,174.110000,10.390000,116.090000,0.000000,75.250000,30.950000,28.74,0,56.88,86.23,0,28.75,0,0,0,0,0,0,0,0

86,21:15-21:30,10.780000,272.050000,74.170000,0,0,10.700000,30.950000,7.52,0.000000,55.37,21.04,30.540000,0.000000,174.110000,10.390000,116.090000,0.000000,75.250000,30.950000,28.17,0,55.37,84.5,0,28.16,0,0,0,0,0,0,0,0

87,21:30-21:45,10.780000,272.050000,74.170000,0,0,10.700000,30.950000,8.03,0.000000,50.21,17.05,30.540000,0.000000,174.110000,10.390000,116.090000,0.000000,75.250000,30.950000,22.42,0,50.21,67.27,0,22.43,0,0,0,0,0,0,0,0

88,21:45-22:00,10.780000,272.050000,74.170000,0,0,10.700000,30.950000,8.64,0.000000,49.54,16.81,30.540000,0.000000,174.110000,10.390000,116.090000,0.000000,75.250000,30.950000,22.18,0,49.54,66.54,0,22.19,0,0,0,0,0,0,0,0

89,22:00-22:15,10.780000,272.050000,74.170000,0,0,10.880000,30.950000,9.26,0.000000,48.88,16.44,30.540000,0.000000,174.110000,10.390000,116.090000,0.000000,75.250000,30.950000,21.99,0,48.88,65.98,0,22,0,0,0,0,0,0,0,0

90,22:15-22:30,10.780000,272.050000,74.170000,0,0,10.880000,30.950000,9.71,0.000000,48.21,16.1,31.670000,0.000000,174.110000,10.390000,116.090000,0.000000,75.250000,30.950000,21.77,0,48.21,65.3,0,21.76,0,0,0,0,0,0,0,0

91,22:30-22:45,10.780000,272.050000,74.170000,0,0,10.880000,30.950000,10.35,0.000000,47.21,15.96,31.670000,0.000000,174.110000,10.390000,116.090000,0.000000,75.250000,30.950000,21.53,0,47.21,64.58,0,21.53,0,0,0,0,0,0,0,0

92,22:45-23:00,10.780000,272.050000,74.170000,0,0,10.880000,30.950000,7.2,0.000000,55.54,15.7,31.670000,0.000000,174.110000,10.390000,116.090000,0.000000,75.250000,30.950000,21.3,0,55.54,63.9,0,21.31,0,0,0,0,0,0,0,0

93,23:00-23:15,10.780000,272.050000,74.170000,0,0,10.510000,30.950000,7.2,0.000000,54.55,16.21,31.670000,0.000000,174.110000,10.350000,116.090000,0.000000,75.250000,30.950000,21.07,0,54.55,63.21,0,21.06,0,0,0,0,0,0,0,0

