Block,Time Block,BRBCL,CHAMERA1,BSIUL,CHAMERA2,CHAMERA3,NTPL,PARBATI3,PARBATI2,UNCHAHAR3,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_LF,ANTA_GF,ANTA_CRF,DHAULIGNGA,DADRT2,DULHASTI,FSTPP I & II,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,KKNP,KKNPPU2,KISHANGANGA,KOLDAM,KOTESHWR,KUDGI,MAPS,NLCEXP,NJPC,NAPP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,RAPPC,RAPPB,RAPPD,RAMPUR,RSTPSU7,RIHAND3,RIHAND2,RIHAND1,RSTPSU1TO6,SIMHST2,SALAL,SEWA2,SASAN,SIMHST1,AURY_GF,DADRI_CRF,AURY_CRF,AURY_RF,ANTA_RF,AURY_LF,DADRI_RF,DADRI_LF,DADRI_GF,SINGRAULI_HYDRO,SINGRAULI,TALA,TALST2,TANDA2,TANAKPUR,TelanganaSTPP,TEHRI,URI2,URI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,19.3,0,6.29,15.7,11.26,0,4.14,13.05,13.17,23.76,10.37,0.97,0,0,0,0,0,7.36,56.65,10.02,113.87,0,0,96.81,28.1,0,0,8.33,0,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,126.24,119.82,78.82,0,0,77.39,0,399.1,0,0,0,0,0,0,0,0,0,0,1.14,95.96,9.36,0,3.87,4.32,0,0,36.77,50.62,0,0,0,0,0

55,13:30-13:45,19.3,0,6.29,15.7,11.26,0,4.14,13.05,13.17,23.76,10.37,0.97,0,0,0,0,0,7.36,56.65,10.22,113.87,0,0,96.81,28.1,0,0,8.33,0,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,126.24,119.82,78.82,0,0,78.51,0,399.1,0,0,0,0,0,0,0,0,0,0,1.14,107.54,9.36,0,3.87,4.32,0,9.37,36.77,50.62,0,0,0,0,0

56,13:45-14:00,19.3,0,6.29,15.7,11.26,0,4.14,13.05,13.17,23.76,10.37,0.97,0,0,0,0,0,7.36,56.65,10.22,113.87,0,0,96.81,28.1,0,0,8.33,0,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,126.24,119.82,78.82,0,0,78.51,0,399.1,0,0,0,0,0,0,0,0,0,0,1.14,112.37,9.36,0,3.87,4.32,0,19.05,36.77,50.62,0,0,0,0,0

57,14:00-14:15,19.3,0,6.29,15.7,11.26,0,4.14,13.05,13.17,23.76,10.37,0.97,0,0,0,0,10.57,0,56.65,10.22,113.87,0,0,96.75,28.1,0,0,8.33,0,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,87.63,91.15,54.84,0,0,78.51,0,399.1,0,0,0,0,0,0,0,0,0,0,1.14,128.03,10.21,0,3.87,4.32,0,28.12,36.77,50.62,0,0,0,0,0

58,14:15-14:30,19.3,0,6.29,15.7,11.26,0,4.14,13.05,13.17,23.76,10.37,0.97,0,0,0,0,10.57,7.21,56.65,10.22,113.87,0,0,95.82,28.1,0,0,8.33,0,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,87.63,91.15,54.84,0,0,78.51,0,399.1,0,0,0,0,0,0,0,0,0,0,1.14,128.03,10.21,0,3.87,4.32,0,28.12,36.77,50.62,0,0,0,0,0

59,14:30-14:45,19.3,0,6.29,15.7,11.26,0,4.14,13.05,13.17,23.76,10.37,0.97,0,0,0,0,10.57,7.21,56.65,10.22,113.87,0,0,95.55,28.1,0,0,8.33,0,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,87.63,91.15,54.84,0,0,78.51,0,399.1,0,0,0,0,0,0,0,0,0,0,1.14,128.03,10.21,0,3.87,4.32,0,28.12,36.77,50.62,0,0,0,0,0

60,14:45-15:00,19.2,0,6.29,15.7,11.26,0,4.14,13.05,13.17,23.76,10.37,0.97,0,0,0,0,10.57,7.21,56.65,10.22,113.87,0,0,95.55,28.1,0,0,8.33,0,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,87.63,91.15,54.84,0,0,78.51,0,399.1,0,0,0,0,0,0,0,0,0,0,1.14,128.03,10.21,0,3.87,11.13,0,28.12,36.77,50.62,0,0,0,0,0

61,15:00-15:15,19.3,11.74,6.29,15.7,11.26,0,4.14,13.05,16.11,28.73,12.33,0.97,0,0,0,0,10.57,7.21,56.65,10.22,113.87,0,0,95.55,28.1,0,0,8.33,0,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,87.63,91.15,54.84,0,0,78.51,0,399.1,0,0,0,0,0,0,0,0,0,0,1.14,128.03,10.21,0,3.87,11.13,0,28.12,36.77,50.62,0,0,0,0,0

62,15:15-15:30,19.3,11.74,6.29,15.7,11.26,0,4.14,13.05,16.11,28.73,12.33,0.97,0,0,0,0,10.57,7.21,56.65,10.22,113.87,0,0,95.55,28.1,0,0,8.33,0,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,87.63,91.15,54.84,0,0,78.51,0,399.1,0,0,0,0,0,0,0,0,0,0,1.14,128.03,10.21,0,3.87,11.13,0,28.12,36.77,50.62,0,0,0,0,0

63,15:30-15:45,19.3,11.74,6.29,15.7,11.26,0,4.14,13.05,16.11,28.73,12.33,0.97,0,0,0,0,10.57,7.21,56.65,10.22,113.87,0,0,113.58,28.1,0,0,8.33,0,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,87.63,91.15,54.84,0,0,78.51,6.08,399.1,0,0,0,0,0,0,0,0,0,0,1.14,128.03,10.21,0,2.93,11.13,0,28.12,36.77,50.62,0,0,0,0,0

64,15:45-16:00,19.3,11.74,6.29,15.7,11.26,0,4.14,13.05,16.11,28.73,12.33,0.97,0,0,0,0,10.57,7.21,56.65,10.22,113.87,0,0,113.58,28.1,0,0,8.33,1.97,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,87.63,91.15,54.84,0,0,78.51,12.17,399.1,0,0,0,0,0,0,0,0,0,0,1.14,128.03,10.21,0,2.93,4.32,0,28.12,36.77,50.62,0,0,0,0,0

65,16:00-16:15,19.3,11.74,6.29,15.7,11.26,0,4.14,13.05,16.11,28.73,12.33,0.97,0,0,0,0,10.57,7.21,56.65,10.22,113.87,0,0,113.58,28.1,0,0,8.33,1.97,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,87.63,91.15,54.84,0,0,78.51,12.17,399.1,0,0,0,0,0,0,0,0,0,0,1.14,128.03,10.21,0,3.02,4.2,0,28.12,36.77,50.62,0,0,0,0,0

66,16:15-16:30,18.44,11.74,6.29,15.7,11.26,0,4.14,13.05,16.11,28.73,12.33,0.97,0,0,0,0,10.57,7.21,56.65,10.22,113.87,0,0,113.58,28.1,0,0,8.33,1.97,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,87.63,91.15,54.84,0,0,78.51,18.24,399.1,0,0,0,0,0,0,0,0,0,0,1.14,128.03,10.21,0,3.02,4.2,0,28.12,36.77,50.62,0,0,0,0,0

67,16:30-16:45,19.3,24.4,6.29,15.7,11.26,0,4.14,13.05,16.11,28.73,12.33,0.97,0,0,0,0,10.57,7.21,56.65,10.22,113.87,0,0,113.58,28.1,0,0,8.33,1.97,20.12,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,87.63,91.15,54.84,0,0,78.51,18.24,390.91,0,0,0,0,0,0,0,0,0,0,1.14,128.03,11.23,0,2.94,4.2,0,28.12,36.77,50.62,0,0,0,0,0

68,16:45-17:00,19.3,24.4,6.29,15.7,11.26,0,4.14,13.05,16.11,28.73,12.33,0.97,0,0,0,0,10.57,7.21,56.65,10.22,113.87,0,0,113.58,27.99,0,0,8.33,4.62,20.12,0,0,0,97.3,0,0,0,0,0,66.17,0,25.64,3.86,0,87.63,91.15,54.84,0,0,78.51,18.24,390.91,0,0,0,0,0,0,0,0,0,0,1.14,128.03,11.23,0,2.98,4.2,0,28.12,36.77,50.62,0,0,0,0,0

69,17:00-17:15,19.3,24.4,6.29,15.7,11.26,0,4.14,13.05,16.11,28.73,12.33,0.97,0,0,0,0,10.57,7.21,56.65,10.22,113.87,0,0,113.58,27.99,0,0,8.33,6.94,20.12,0,0,0,97.3,0,0,0,0,0,66.17,0,25.64,3.86,0,51.01,66,33.67,0,0,78.51,18.24,390.91,0,0,0,0,0,0,0,0,0,0,1.14,128.03,10.96,0,2.49,4.2,0,28.12,36.77,50.62,0,0,0,0,0

70,17:15-17:30,19.3,24.4,6.29,15.7,11.26,0,4.14,13.05,16.11,28.73,12.33,0.97,0,0,0,0,10.57,7.21,56.65,10.22,113.87,0,0,113.58,27.99,0,0,8.33,6.94,20.12,0,0,0,97.3,0,0,0,0,0,66.17,0,25.64,3.86,0,51.01,66,23.82,0,0,78.51,18.24,390.91,0,0,0,0,0,0,0,0,0,0,1.14,128.03,10.96,0,2.49,4.2,0,28.12,36.77,50.62,0,0,0,0,0

71,17:30-17:45,19.3,24.4,0,15.7,11.26,0,4.14,13.05,16.11,28.73,12.33,0.97,0,0,0,0,21.12,7.21,56.65,10.22,113.87,0,0,113.58,27.99,0,0,7.83,6.94,20.12,0,0,0,97.3,0,0,0,0,0,66.17,0,25.64,3.86,0,51.01,66,23.82,0,0,78.51,18.24,390.91,0,0,0,0,0,0,0,0,0,0,1.14,128.03,9.67,0,2.49,4.32,0,28.12,36.77,50.62,0,0,0,0,0

72,17:45-18:00,19.3,24.4,0,15.7,11.26,0,4.14,25.38,16.11,28.73,12.33,0.97,0,0,0,0,21.12,7.21,56.65,10.22,113.87,0,0,113.58,27.99,0,0,7.83,6.94,20.12,0,0,0,97.3,0,0,0,0,0,66.17,0,25.64,3.86,0,51.01,66,23.82,0,0,78.51,18.24,390.91,0,0,0,0,0,0,0,0,0,0,1.14,128.03,9.51,0,2.49,4.32,0,28.12,36.77,50.62,0,0,0,0,0

73,18:00-18:15,19.3,24.4,0,15.7,11.26,0,4.14,29.01,16.11,28.73,12.33,0.97,0,0,0,0,21.12,7.21,56.65,10.22,113.87,0,0,113.58,27.99,0,0,7.83,6.94,20.12,0,0,0,97.3,0,0,0,0,0,66.17,0,25.64,3.86,0,51.01,66,23.82,0,0,78.51,18.24,390.91,0,0,0,0,0,0,0,0,0,0,1.14,128.03,8.51,0,2.49,2.36,0,28.12,36.77,50.62,0,0,0,0,0

74,18:15-18:30,19.3,24.4,0,15.7,11.26,0,4.14,36.26,16.11,28.73,12.33,0.97,0,0,0,0,21.12,7.21,56.65,10.22,113.87,0,0,113.58,33.43,0,0,7.83,6.94,20.12,0,0,0,97.3,0,0,0,0,0,66.17,0,25.64,3.86,0,51.01,66,23.82,0,0,78.51,18.24,390.91,0,0,0,0,0,0,0,0,0,0,1.14,128.03,7.97,0,2.49,2.36,0,28.12,36.77,50.62,0,0,0,0,0

75,18:30-18:45,19.3,24.4,0,31.4,11.26,0,32.59,43.51,16.11,28.73,12.33,0.97,0,0,0,0,21.12,7.21,56.65,10.22,113.87,0,0,113.58,33.43,0,0,8.33,9.26,20.12,0,0,0,97.3,0,0,0,0,0,66.17,0,25.64,3.86,0,87.63,91.15,54.66,0,0,77.39,18.24,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,7.63,0,2.05,2.36,0,28.12,36.77,50.62,0,0,0,0,0

76,18:45-19:00,19.3,40.68,0,31.4,11.26,0,41.46,50.77,16.11,28.73,12.33,0.97,0,0,0,0,31.69,7.21,56.65,10.22,113.87,0,0,113.58,33.43,0,0,8.33,9.26,20.12,0,0,0,97.3,0,0,0,0,0,66.17,0,25.64,3.86,0,87.63,91.15,54.84,0,0,77.39,18.24,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,7.63,0,2.49,2.36,0,28.12,36.77,50.62,0,0,0,0,0

77,19:00-19:15,18.94,40.68,6.29,31.4,22.52,0,41.46,54.4,16.11,28.26,12.33,0.97,0,0,0,0,42.26,7.21,56.65,13.18,113.87,0,0,109.71,33.43,0,0,8.33,9.26,30.19,0,0,0,129.73,0,0,0,0,0,66.17,0,25.64,5.15,0,87.63,91.15,54.84,0,0,77.39,18.24,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,7.35,0,2.49,2.36,0,28.12,36.77,50.62,0,0,0,0,0

78,19:15-19:30,19.3,41.47,19.75,49.58,35.56,0,76.09,57.44,16.11,28.24,12.33,0.97,0,0,0,0,42.26,7.21,57.43,13.18,113.87,0,0,113.58,33.43,0,0,8.33,9.26,33.55,0,0,0,176.24,0,0,0,0,0,66.17,0,25.64,6.9,0,87.63,91.15,54.84,0,0,77.39,19.39,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,7.4,0,2.49,2.36,0,28.12,38.76,50.62,0,0,0,0,0

79,19:30-19:45,19.3,41.47,19.75,49.58,35.56,0,76.09,57.44,16.11,28.24,12.33,0.97,0,0,0,0,42.26,7.21,57.43,13.18,113.87,0,0,113.58,33.43,0,0,8.33,9.26,33.55,0,0,0,176.24,0,0,0,0,0,66.17,0,25.64,6.9,0,87.63,91.15,54.84,0,0,77.39,19.39,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,5.81,0,2.49,2.36,0,28.12,38.76,50.62,0,0,0,0,0

80,19:45-20:00,19.3,41.47,19.75,49.58,35.56,0,76.09,57.44,16.11,28.26,12.33,0.97,0,0,0,0,42.26,7.21,57.43,13.18,113.87,0,0,113.58,33.43,0,0,8.33,9.26,33.55,0,0,0,176.24,0,0,0,0,0,66.17,0,25.64,6.9,0,87.63,91.15,54.84,0,0,77.39,19.39,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,5.88,0,2.49,2.36,0,28.12,38.76,50.62,0,0,0,0,0

81,20:00-20:15,19.3,41.47,19.75,49.58,35.56,0,76.09,57.44,19.64,33.84,15.47,0.97,0,0,0,0,42.26,7.21,57.43,13.18,113.87,0,0,113.58,33.43,0,0,8.33,9.26,33.55,0,0,0,176.24,0,0,0,0,0,66.17,0,25.64,6.9,0,87.63,91.15,54.84,0,0,77.39,19.39,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,5.99,0,2.49,2.36,0,28.12,38.76,50.62,0,0,0,0,0

82,20:15-20:30,19.3,41.47,19.75,49.58,35.56,0,76.09,57.44,19.64,33.84,15.47,0.97,0,0,0,0,42.26,7.21,57.43,13.18,113.87,0,0,113.58,33.43,0,0,8.33,9.26,33.55,0,0,0,176.24,0,0,0,0,0,66.17,0,25.64,6.9,0,87.63,91.15,54.84,0,0,77.39,19.39,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,6.01,0,2.49,2.36,0,28.12,38.76,50.62,0,0,0,0,0

83,20:30-20:45,19.3,40.68,19.75,49.58,35.56,0,76.09,57.44,19.64,33.84,15.47,0.97,0,0,0,0,42.26,41.68,57.43,13.18,137.04,0,0,113.58,33.43,0,0,8.33,9.26,33.55,0,0,0,176.24,0,0,0,0,0,66.17,0,25.64,6.9,0,87.63,91.15,54.84,0,0,74.02,19.39,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,6.92,0,2.49,1.49,0,28.12,38.76,50.62,0,0,0,0,0

84,20:45-21:00,19.3,40.68,19.75,49.58,35.56,0,76.09,57.44,19.64,33.84,15.47,0.97,0,0,0,0,42.26,67.05,57.43,13.18,137.04,0,0,113.58,33.43,0,0,8.33,9.26,33.55,0,0,0,176.24,0,0,0,0,0,66.17,0,25.64,6.9,0,87.63,91.15,54.84,0,0,74.02,19.39,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,7.07,0,2.49,1.49,0,28.12,38.76,50.62,0,0,0,0,0

85,21:00-21:15,19.3,40.68,19.75,49.58,35.56,0,76.09,57.44,19.64,33.84,15.47,0.97,0,0,0,0,42.26,88.29,57.43,13.18,137.04,0,0,113.58,33.43,0,0,8.33,9.26,33.55,0,0,0,176.24,0,0,0,0,0,66.17,0,25.64,6.9,0,87.63,91.15,54.84,0,0,74.02,19.39,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,7.07,0,2.49,1.49,0,28.12,38.76,50.62,0,0,0,0,0

86,21:15-21:30,19.3,40.68,6.29,47.11,26.67,0,13.33,43.51,19.64,33.84,15.47,0.97,0,0,0,0,42.26,88.29,57.43,13.18,137.04,0,0,113.58,33.43,0,0,8.33,9.26,30.19,0,0,0,174.6,0,0,0,0,0,66.17,0,25.64,6.74,0,87.63,91.15,54.84,0,0,74.02,18.24,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,7.35,0,2.49,1.49,0,28.12,36.77,50.62,0,0,0,0,0

87,21:30-21:45,19.3,40.68,6.29,47.11,26.67,0,14.82,43.51,19.64,33.84,15.47,0.97,0,0,0,0,42.26,88.29,57.43,13.18,136.66,0,0,142.66,44.18,0,0,8.33,9.26,30.19,0,0,0,174.6,0,0,0,0,0,66.17,0,25.64,6.74,0,87.63,91.15,54.84,0,0,74.02,18.24,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,6.7,0,2.49,1.49,0,28.12,36.77,50.62,0,0,0,0,0

88,21:45-22:00,18.51,41.47,19.75,49.58,35.56,0,76.09,57.44,19.38,33.32,15.31,1.2,0,0,0,0,42.26,88.29,57.43,13.18,136.66,0,0,142.66,44.18,0,0,8.33,9.26,33.55,0,0,0,176.24,0,0,0,0,0,66.17,0,25.64,6.9,0,87.63,91.15,54.84,0,0,74.02,19.39,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,6.76,0,0.69,1.49,0,28.12,38.76,50.62,0,0,0,0,0

89,22:00-22:15,19.3,41.47,19.75,49.58,35.56,0,76.09,57.44,26.24,41.5,20.09,1.2,0,0,0,0,42.26,88.29,57.43,20.08,136.66,0,0,142.66,44.18,0,0,8.33,9.26,33.55,0,0,0,176.24,0,0,0,0,0,66.17,0,25.64,6.9,0,87.63,91.15,54.84,0,0,74.02,19.39,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,6.98,0,0.69,1.49,0,28.12,38.76,50.62,0,0,0,0,0

90,22:15-22:30,19.3,41.47,19.75,49.58,35.56,0,76.09,57.44,26.25,41.5,20.58,1.2,0,0,0,0,42.26,88.29,57.43,20.08,163.69,0,0,142.66,44.18,0,0,8.33,9.26,33.55,0,0,0,176.24,0,0,0,0,0,66.17,0,25.64,6.9,0,87.63,91.15,54.84,0,0,74.02,19.39,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,7.17,0,0.69,1.49,0,28.12,38.76,50.62,0,0,0,0,0

91,22:30-22:45,19.3,40.68,19.75,49.58,35.56,0,76.09,57.44,26.25,41.49,20.58,1.2,0,0,0,0,42.26,102.76,57.43,20.08,197.47,0,0,142.66,44.18,0,0,8.33,9.26,33.55,0,0,0,176.24,0,0,0,0,0,66.17,0,25.64,6.9,0,87.63,91.15,54.84,0,0,74.02,19.39,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,7.24,0,0.69,1.36,0,28.12,38.76,50.62,0,0,0,0,0

92,22:45-23:00,19.3,24.4,12.59,47.11,22.52,0,56.28,36.26,26.25,41.51,20.6,1.2,0,0,0,0,42.26,147.2,56.65,20.08,225.84,0,0,142.66,44.18,0,0,5.55,6.94,10.07,0,0,0,174.6,0,0,0,0,0,66.17,0,25.64,6.74,0,87.63,91.15,54.84,0,0,74.02,18.24,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,7.35,0,0.72,1.36,0,28.12,36.77,50.62,0,0,0,0,0

93,23:00-23:15,19.3,24.4,12.59,47.11,22.52,0,48.88,21.76,26.25,41.52,20.6,1.21,0,0,0,0,42.26,207.97,56.65,20.08,225.84,0,0,142.66,44.18,0,0,5.55,6.94,10.07,0,0,0,174.6,0,0,0,0,0,66.17,0,25.64,6.74,0,87.63,91.15,54.84,0,0,74.02,18.24,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,7.43,0,0.85,1.36,0,28.12,36.77,50.62,0,0,0,0,0

94,23:15-23:30,19.3,24.4,12.59,47.11,22.52,0,48.88,21.76,26.25,41.57,20.66,1.21,0,0,0,0,42.26,217.62,56.65,20.08,225.84,0,0,142.66,44.18,0,0,5.55,3.86,10.07,0,0,0,174.6,0,0,0,0,0,66.17,0,25.64,6.74,0,87.63,91.15,54.84,0,0,74.02,12.17,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,7.55,0,0.96,1.36,0,28.12,36.77,50.62,0,0,0,0,0

95,23:30-23:45,18.06,24.4,6.29,47.11,22.52,0,37.77,21.76,26.25,41.57,20.66,1.21,0,0,0,0,42.26,194.14,56.65,20.08,225.84,0,0,142.66,44.18,0,0,5.55,3.86,10.07,0,0,0,174.6,0,0,0,0,0,66.17,0,25.64,6.74,0,87.63,91.15,54.84,0,0,74.02,12.17,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,7.63,0,0.96,5.44,0,28.12,36.77,50.62,0,0,0,0,0

96,23:45-24:00,16.58,24.4,6.29,47.11,22.52,0,37.77,21.76,26.25,41.57,20.66,1.21,0,0,0,0,42.26,184.81,56.65,20.08,225.84,0,0,142.66,44.18,0,0,5.55,3.86,10.07,0,0,0,174.6,0,0,0,0,0,66.17,0,25.64,6.74,0,87.63,91.15,54.84,0,0,74.02,12.17,390.91,0,0,0,0,0,0,0,0,0,0,1.14,145.11,7.69,0,0.96,5.44,0,28.12,36.77,50.62,0,0,0,0,0

