Block,Time,DADRT2,KGSU1AND2,NAPP,NJPC,NLCEXP,NLCTS2EXP,AURY_CRF,AURY_RF,KHSTPP-I,KKNP,KUDGI,MAPS,PARBATI3,SALAL,SEWA2,TANDA2,AURY_LF,DHAULIGNGA,DULHASTI,JHAJJAR,KHSTPP-II,NNTPP,RAPPC,SINGRAULI,UNCHAHAR4,ANTA_CRF,ANTA_RF,KOLDAM,RIHAND2,SIMHST1,SIMHST2,TALA,TALST2,TelanganaSTPP,ANTA_LF,DADRI_RF,CHAMERA3,KGSU3AND4,RAMPUR,RAPPB,UNCHAHAR1,UNCHAHAR2,ANTA_GF,RIHAND1,RSTPSU1TO6,URI2,DADRI_CRF,CHAMERA2,FSTPP I & II,KISHANGANGA,KOTESHWR,NLCIIST1,NLCIIST2,RSTPSU7,SINGRAULI_HYDRO,URI,BRBCL,BSIUL,CHAMERA1,KKNPPU2,NTPL,RIHAND3,SASAN,TANAKPUR,TEHRI,UNCHAHAR3,VALLURNTECL,AURY_GF,DADRI_GF,DADRI_LF
65,16:00-16:15,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.94,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,410.62,0,31.12,26.39,0,0,0,23.57

66,16:15-16:30,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.94,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,418.77,0,31.12,26.39,0,0,0,23.57

67,16:30-16:45,683.14,0,43.68,18.94,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.94,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,418.77,0,44.79,26.39,0,0,0,23.57

68,16:45-17:00,683.14,0,43.68,37.88,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,0,549.78,98.87,0,53.3,125.96,0,0,42.94,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,3.33,20.8,0,8.88,0,0,0,0,1.11,20,0,0,0,0,124.32,418.77,0,44.79,26.39,0,0,0,23.57

69,17:00-17:15,658.72,0,43.68,66.29,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,7.92,16.48,549.78,98.87,0,53.3,125.96,0,0,43.26,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,10.27,42.39,0,92,0,4.31,0,13.17,20.8,0,17.75,0,0,0,0,1.11,20,1.1,0,0,0,124.32,418.77,0,44.79,26.39,0,0,0,23.57

70,17:15-17:30,682.79,0,43.68,85.23,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,15.85,16.48,549.78,98.87,0,53.3,125.96,0,0,43.57,0,118.75,0,0,0,0,0,0,69.05,9.67,0,0,0,10.27,42.39,0,92,0,4.31,0,26.34,20.8,0,26.63,0,0,0,0,1.11,20,6.52,12.04,0,0,124.32,418.77,0,46.18,26.39,0,0,0,23.57

71,17:30-17:45,682.79,0,43.68,116.96,0,0,0,53.76,33.69,0,0,0,0,1.4,7.9,0,0,16.38,32.95,549.78,98.87,0,53.3,125.96,0,0,44.41,0,118.75,0,0,0,0,0,0,69.05,19.38,0,0,0,10.27,42.39,0,92,0,4.31,0,26.34,20.8,0,39.05,0,0,0,0,1.11,20,13.04,27.14,0,0,124.32,418.77,0,62.24,26.39,0,0,0,23.57

72,17:45-18:00,682.79,0,43.68,116.96,0,0,0,53.76,33.69,0,0,0,0,1.4,7.9,0,0,27.41,32.95,549.78,98.87,0,53.3,125.96,0,0,44.41,0,118.75,0,0,0,0,0,0,69.05,19.38,0,0,0,10.27,42.39,0,92,0,4.31,0,26.34,20.8,0,39.05,0,0,0,0,1.11,20,13.04,27.14,0,0,124.32,418.77,0,62.24,26.39,0,0,0,23.57

73,18:00-18:15,682.79,0,43.68,116.96,0,0,0,53.76,33.69,0,0,0,0,1.4,7.9,0,0,27.41,32.95,549.78,98.87,0,53.3,125.96,0,0,44.63,0,118.75,0,0,0,0,0,0,69.05,19.38,0,0,0,10.27,42.39,0,92,0,4.31,0,26.34,20.8,0,39.05,0,0,0,0,1.11,20,13.04,27.14,0,0,124.32,418.77,0,62.24,26.39,0,0,0,23.57

74,18:15-18:30,682.79,0,43.68,116.96,0,0,0,53.76,33.69,0,0,0,0,1.4,7.9,0,0,27.41,32.95,549.78,98.87,0,53.3,125.96,0,0,44.83,0,118.75,0,0,0,0,0,0,69.05,19.38,0,0,0,10.27,42.39,0,92,0,4.31,0,26.34,20.8,0,39.05,0,0,0,0,1.11,20,13.04,27.14,0,0,124.32,418.77,0,62.24,26.39,0,0,0,23.57

75,18:30-18:45,682.79,0,43.68,116.96,0,0,0,53.76,33.69,0,0,0,0,1.4,7.9,0,0,27.41,32.95,549.78,98.87,0,53.3,125.96,0,0,44.83,0,118.75,0,0,0,0,0,0,69.05,19.38,0,0,0,10.27,42.39,0,92,0,4.31,0,26.34,20.8,0,39.05,0,0,0,0,1.11,20,13.04,12.04,0,0,124.32,418.77,0,62.24,26.39,0,0,0,23.57

76,18:45-19:00,682.79,0,43.68,90.16,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,15.85,16.48,549.78,98.87,0,53.3,125.96,0,0,44.83,0,118.75,0,0,0,0,0,0,69.05,9.67,0,0,0,10.27,42.39,0,92,0,4.31,0,26.34,20.8,0,26.63,0,0,0,0,1.11,20,6.52,0,0,0,124.32,418.77,0,62.24,26.39,0,0,0,23.57

77,19:00-19:15,682.79,0,43.68,66.29,0,0,0,53.76,33.69,0,0,0,3.82,1.4,0,0,0,7.92,16.48,549.78,98.87,0,53.3,125.96,0,0,45.05,0,118.75,0,0,0,0,0,0,69.05,9.67,0,0,0,7.99,42.39,0,92,0,10.76,0,13.17,20.8,0,17.75,0,0,0,0,2.21,20,1.1,0,0,0,124.32,418.77,0,46.68,26.39,0,0,0,23.57

78,19:15-19:30,682.79,0,43.68,37.88,0,0,0,53.76,33.69,0,0,0,16.55,1.4,0,0,0,0,16.48,549.78,98.87,0,53.3,125.96,0,0,45.05,0,118.75,0,0,0,0,0,0,69.05,9.67,0,0,0,7.99,42.39,0,92,0,10.76,0,13.17,20.8,0,8.88,0,0,0,0,26.49,20,0,0,0,0,124.32,418.77,0,46.68,26.39,0,0,0,23.57

79,19:30-19:45,682.79,0,43.68,18.94,0,0,0,53.76,33.69,0,0,0,16.55,1.4,0,0,0,0,16.48,549.78,98.87,0,53.3,125.96,0,0,44.41,0,118.75,0,0,0,0,0,0,69.05,9.67,0,0,0,7.99,42.39,0,92,0,10.76,0,0,20.8,0,8.88,0,0,0,0,26.49,20,0,0,0,0,124.32,418.77,0.51,31.12,26.39,0,0,0,23.57

80,19:45-20:00,682.79,0,43.68,18.94,0,0,0,53.76,33.69,0,0,0,16.55,9.29,0,0,0,0,16.48,549.78,98.87,0,53.3,125.96,0,0,44.41,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,42.39,0,92,0,10.76,0,0,20.8,0,8.88,0,0,0,0,26.49,20,0,0,0,0,124.32,418.77,0.51,31.12,26.39,0,0,0,23.57

81,20:00-20:15,682.78,0,43.68,0,0,0,0,53.76,33.69,0,0,0,16.55,41.83,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.41,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,42.39,0,92,0,10.76,0,0,20.8,0,8.88,0,0,0,0,26.49,20,0,0,0,0,124.32,418.77,0.51,31.12,26.39,0,0,0,23.57

82,20:15-20:30,682.78,0,43.68,0,0,0,0,53.76,33.69,0,0,0,16.55,41.83,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.41,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,26.49,20,0,0,0,0,124.32,418.77,0.51,31.12,26.39,0,0,0,23.57

83,20:30-20:45,682.78,0,43.68,0,0,0,0,53.76,33.69,0,0,0,16.55,41.83,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.41,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,12.15,20,0,0,0,0,124.32,418.77,0.51,31.12,26.39,0,0,0,23.57

84,20:45-21:00,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,3.56,41.83,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.41,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,12.15,20,0,0,0,0,124.32,418.77,0.51,15.56,26.39,0,0,0,23.57

85,21:00-21:15,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,41.83,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.41,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,12.15,20,0,0,0,0,124.32,418.77,0.51,15.56,26.39,0,0,0,23.57

86,21:15-21:30,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,41.83,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.41,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,42.39,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,12.15,20,0,0,0,0,124.32,418.77,0.51,0,26.39,0,0,0,23.57

87,21:30-21:45,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,9.29,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.41,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,20.7,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,12.15,20,0,0,0,0,124.32,418.77,0.51,0,26.39,0,0,0,23.57

88,21:45-22:00,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.41,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,20.7,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,3.31,20,0,0,0,0,124.32,418.77,0.51,0,26.39,0,0,0,23.57

89,22:00-22:15,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.63,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,20.7,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,3.31,20,0,0,0,0,124.32,418.77,0,0,26.39,0,0,0,23.57

90,22:15-22:30,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.83,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,20.7,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,3.31,20,0,0,0,0,124.32,418.77,0,0,26.39,0,0,0,23.57

91,22:30-22:45,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.83,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,20.7,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,3.31,20,0,0,0,0,124.32,418.77,0,0,26.39,0,0,0,23.57

92,22:45-23:00,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.83,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,20.7,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,3.31,20,0,0,0,0,124.32,418.77,0,0,26.39,0,0,0,23.57

93,23:00-23:15,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,44.83,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,20.7,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,3.31,20,0,0,0,0,124.32,418.77,0,0,26.39,0,0,0,23.57

94,23:15-23:30,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.05,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,20.7,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,2.21,20,0,0,0,0,124.32,418.77,0,0,26.39,0,0,0,23.57

95,23:30-23:45,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.05,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,24.05,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,3.31,20,0,0,0,0,124.32,418.77,0,0,26.39,0,0,0,23.57

96,23:45-24:00,683.14,0,43.68,0,0,0,0,53.76,33.69,0,0,0,0,1.4,0,0,0,0,16.48,654.3,98.87,0,53.3,125.96,0,0,45.05,0,118.75,0,0,0,0,0,0,69.05,0,0,0,0,7.99,27.42,0,92,0,4.31,0,0,20.8,0,8.88,0,0,0,0,3.31,20,0,0,0,0,124.32,418.77,0,0,26.39,0,0,0,23.57

