Column1,Time,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/6957,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/9154,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/5800,GNA/NR/2025/04/01/8964,GNA/ER/2025/05/14/4547,GNA/NR/2025/05/01/9320,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,GNA/NR/2025/05/01/6160,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/8954,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/2069,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8510,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/6363,GNA/NR/2025/04/01/8456,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/9395,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08
64,15:45-16:00,0,192.6,8.11,0,0,144.45,66.07,28.89,13.48,0,6.64,0,192.6,4.19,26.7,14.44,9.12,11.79,26.7,0,11.79,3.92,100.33,0,29.28,169.18,272.29,11.58,56.73,0,9.69,4.83,28.94,10.59,0,183.02,0,32,63,74.85,68,57,36.61,32,13.41,55.33,33,21.67,21.67,63.29,64.99,55.33,33,33,24.92

65,16:00-16:15,0,192.6,8.29,0,0,144.45,66.07,28.89,13.48,0,6.64,0,192.6,4.35,26.7,14.44,8.35,10.8,26.7,0,10.8,4.2,100.33,0,29.28,169.18,272.29,11.58,56.73,0,9.69,5.22,28.94,10.59,0,167.92,0,29,57,68.59,63,51,33.58,28,27.01,55.67,33,23.17,23.17,59.12,69.49,55.67,33,33,26.52

66,16:15-16:30,0,192.6,8.29,0,0,144.45,66.07,28.89,13.48,0,6.64,0,192.6,4.35,26.7,14.44,7.56,9.78,26.7,0,9.78,4.2,100.33,0,29.28,169.18,272.29,11.58,56.73,0,9.69,5.22,28.94,10.59,0,152.19,0,25,50,60.62,57,45,30.44,25,26.01,55.67,33,24.17,24.17,53.99,72.49,55.67,33,33,28.23

67,16:30-16:45,0,192.6,8.29,0,0,144.45,66.07,28.89,13.48,0,6.64,0,192.6,4.35,26.7,14.44,6.78,8.77,26.7,0,8.77,4.2,100.33,0,29.78,169.18,272.29,11.58,56.73,0,9.69,5.22,28.94,10.59,0,132.22,0,23,45,53.67,48,40,26.45,23,30.26,56,33,25,25,46.56,75,56,33,33,29.71

68,16:45-17:00,0,192.6,8.29,0,0,144.45,66.07,28.89,13.48,0,6.64,0,192.6,4.35,26.7,14.44,6,7.76,26.7,0,7.76,4.2,100.33,0,30.28,169.18,272.29,11.58,56.73,0,9.69,5.22,28.94,10.59,0,115.55,0,20,40,46.56,42,36,23.11,20,29.05,56.33,33,26,26,39.23,78,56.33,33,33,31.02

69,17:00-17:15,0,192.6,8.57,0,0,144.45,66.07,28.89,13.48,0,6.64,0,192.6,4.35,26.7,14.44,5.17,6.69,26.7,0,6.69,4.39,100.33,0,29.27,260.59,272.29,13.21,74.66,0,9.69,5.37,28.94,10.59,0,97.99,0,17,30,39.59,35,27,19.6,15,19.01,56.33,33,26.17,26.17,31.98,78.49,56.33,33,27.44,21.35

70,17:15-17:30,0,192.6,8.57,0,0,144.45,66.07,28.89,13.48,0,6.64,0,192.6,4.35,26.7,14.44,4.32,5.58,26.7,0,5.58,4.39,100.33,0,29.27,260.59,272.29,15.49,74.66,0,9.69,5.37,28.94,10.59,0,81.52,0,13,24,31.9,28,21,16.31,12,18.21,57,31.13,26.5,26.5,25.1,79.5,57,33,9.8,22.59

71,17:30-17:45,0,192.6,8.57,0,0,144.45,66.07,28.89,13.48,0,6.64,0,192.6,4.35,26.7,14.44,3.5,4.53,26.7,0,4.53,4.39,100.33,0,29.27,260.59,272.29,15.49,74.66,0,9.69,5.37,28.94,10.59,0,65.07,0,11,17,25.09,20,15,13.02,8,7,57.67,22.07,23.67,23.67,18.6,70.99,57.67,23.68,4.9,23.61

72,17:45-18:00,0,192.6,8.57,0,0,144.45,66.07,28.89,13.48,0,6.64,0,192.6,4.35,26.7,14.44,2.69,3.49,26.7,0,3.49,4.39,100.33,0,28.76,260.59,272.29,15.49,74.66,0,9.69,5.37,28.94,10.59,0,49.4,0,8,10,18.61,13,9,9.88,5,7,58.33,15.3,23.83,23.83,12.84,71.51,58.33,14.12,0.98,25.08

73,18:00-18:15,28.89,192.6,8.85,0,19.26,144.45,115.16,28.89,13.48,67.41,6.64,0,0,4.51,26.61,14.44,1.93,2.5,26.61,5.78,2.5,4.57,100.33,0,28.26,260.59,272.29,15.49,86.86,14.44,9.69,5.37,28.94,10.59,5.78,35.51,0,5,6,13.41,8,3,7.1,3,7,61.67,0,23.83,23.83,7.88,71.51,61.67,0,0,23.11

74,18:15-18:30,28.89,192.6,8.85,0,19.26,144.45,115.16,28.89,13.48,67.41,6.64,0,0,4.51,26.61,14.44,1.25,1.61,26.61,5.78,1.61,4.57,100.33,0,28.26,260.59,272.29,15.49,86.86,14.44,9.69,5.37,28.94,10.59,5.78,23.78,0,3,3,9.26,5,1,4.76,2,7,59.33,0,22.83,22.83,4.27,68.51,59.33,0,0,23.11

75,18:30-18:45,28.89,192.6,8.85,0,19.26,144.45,115.16,28.89,13.48,67.41,6.64,100,0,5.05,29.5,14.44,0.72,0.93,29.5,5.78,0.93,4.57,100.33,0,28.26,260.59,272.29,15.49,86.86,14.44,9.69,5.37,28.94,10.59,5.78,14.88,0,1,2,0.79,2,0,2.98,1,7,56.67,0,25.22,25.22,1.28,75.68,56.67,0,0,22.99

76,18:45-19:00,28.89,192.6,8.85,0,19.26,144.45,115.16,28.89,13.48,67.41,6.64,100,0,5.05,29.5,14.44,0.32,0.42,29.5,5.78,0.42,4.57,100.33,0,28.26,260.59,272.29,15.49,86.86,14.44,9.69,5.37,28.94,10.59,5.78,8.22,0,1,0,0.3,1,0,1.64,0,7,53.67,0,24.28,24.28,0,72.85,53.67,0,0,22.75

77,19:00-19:15,28.89,192.6,9.03,0,19.26,144.45,115.16,28.89,13.48,67.41,6.64,100,0,5.05,29.5,14.44,0,0,29.5,5.78,0,4.67,100.33,0,28.26,260.59,272.29,15.49,86.86,14.44,9.69,5.37,28.94,10.59,5.78,3.09,0,0,0,0.2,0,0,0.62,0,7,54.33,0,24.65,24.65,0,73.96,54.33,0,0,23.75

78,19:15-19:30,28.89,192.6,9.03,0,19.26,144.45,115.16,28.89,13.48,67.41,6.64,100,0,5.05,29.5,14.44,0,0,29.5,5.78,0,4.67,100.33,0,28.76,260.59,272.29,15.49,86.86,14.44,9.69,5.37,28.94,10.59,5.78,0.37,0,0,0,0,0,0,0.07,0,7,54.67,0,25.03,25.03,0,75.06,54.67,0,0,24.79

79,19:30-19:45,28.89,192.6,9.03,0,19.26,144.45,115.16,28.89,13.48,67.41,6.93,100,0,5.05,29.5,14.44,0,0,29.5,5.78,0,4.67,100.33,0,28.76,260.59,272.29,15.49,86.86,14.44,9.69,5.37,28.94,10.59,5.78,0.05,0,0,0,0,0,0,0.01,0,7,60.5,0,25.3,25.3,0,75.88,60.5,0,0,24.96

80,19:45-20:00,28.89,192.6,9.03,0,19.26,144.45,115.16,28.89,13.48,67.41,6.93,100,0,5.05,29.5,14.44,0,0,29.5,5.78,0,4.67,100.33,0,28.76,260.59,272.29,15.49,86.86,14.44,9.69,5.37,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,7.6,61.6,0,25.49,25.49,0,76.45,61.6,0,0,25.19

81,20:00-20:15,28.89,192.6,9.22,0,19.26,144.45,115.16,28.89,13.48,67.41,6.93,100,0,5.28,29.5,14.44,0,0,29.5,5.78,0,4.48,100.33,0,29.78,260.59,272.29,15.49,86.86,14.44,9.69,5.37,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,8.4,59.4,0,21.84,21.84,0,65.51,59.4,0,0,20.55

82,20:15-20:30,28.89,192.6,9.22,0,19.26,144.45,115.16,28.89,13.48,67.41,6.93,100,0,5.28,29.5,14.44,0,0,29.5,5.78,0,4.48,100.33,0,29.28,260.59,272.29,15.49,86.86,14.44,9.69,5.37,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,9,59.03,0,21.18,21.18,0,63.53,59.03,0,0,19.75

83,20:30-20:45,28.89,192.6,10.41,0,19.26,144.45,115.16,28.89,13.48,67.41,6.93,100,0,3.88,29.5,14.44,0,0,29.5,5.78,0,4.48,100.33,0,28.76,260.59,272.29,15.49,86.86,14.44,10.43,5.37,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,5.59,58.67,0,21.15,21.15,0,63.45,58.67,0,0,19.29

84,20:45-21:00,28.89,192.6,10.41,0,19.26,144.45,115.16,28.89,13.48,67.41,6.93,100,0,4.58,29.5,14.44,0,0,29.5,5.78,0,4.48,100.33,0,28.26,260.59,272.29,15.49,86.86,14.44,10.43,5.37,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,6.29,56.1,0,21.03,21.03,0,63.08,56.1,0,0,19.14

85,21:00-21:15,28.89,192.6,10.87,0,19.26,144.45,115.16,28.89,13.48,67.41,6.93,100,0,4.58,29.5,14.44,0,0,29.5,5.78,0,4.29,100.33,0,28.26,260.59,272.29,15.49,86.86,14.44,10.43,5.22,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,11,52.8,0,20.91,20.91,0,62.72,52.8,0,0,19.14

86,21:15-21:30,28.89,192.6,10.87,0,19.26,144.45,115.16,28.89,13.48,67.41,6.93,100,0,4.58,29.5,14.44,0,0,29.5,5.78,0,4.29,100.33,0,27.75,260.59,272.29,15.49,86.86,14.44,10.43,5.22,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,11.21,48.77,0,20.57,20.57,0,61.69,48.77,0,0,19.14

87,21:30-21:45,28.89,192.6,10.87,0,19.26,144.45,115.16,28.89,13.48,67.41,7.23,100,0,4.97,29.5,14.44,0,0,29.5,5.78,0,4.29,100.33,0,27.25,260.59,272.29,15.49,86.86,14.44,10.43,5.37,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,17.01,53.67,0,20.2,20.2,0,60.58,53.67,0,0,18.78

88,21:45-22:00,28.89,192.6,10.87,0,19.26,144.45,115.16,28.89,13.48,67.41,7.23,100,0,4.97,29.5,14.44,0,0,29.5,5.78,0,4.29,100.33,0,27.25,260.59,272.29,15.49,86.86,14.44,10.43,5.37,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,17.21,52.67,0,19.62,19.62,0,58.88,52.67,0,0,18.42

89,22:00-22:15,28.89,192.6,10.87,0,19.26,144.45,115.16,28.89,13.48,67.41,7.23,100,0,4.97,29.5,14.44,0,0,29.5,5.78,0,4.29,100.33,0,27.76,260.59,272.29,15.49,86.86,14.44,10.43,5.37,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,17.61,51.67,0,17.22,17.22,0,51.67,51.67,0,0,13.87

90,22:15-22:30,28.89,192.6,10.87,0,19.26,144.45,115.16,28.89,13.48,67.41,7.23,100,0,4.97,29.5,14.44,0,0,29.5,5.78,0,4.29,100.33,0,27.76,260.59,272.29,15.49,86.86,14.44,10.43,5.37,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,18.01,50,0,16.68,16.68,0,50.04,50,0,0,13.29

91,22:30-22:45,28.89,192.6,10.87,0,19.26,144.45,115.16,28.89,13.48,67.41,7.23,0,0,4.97,29.5,14.44,0,0,29.5,5.78,0,4.29,100.33,0,27.76,260.59,272.29,15.49,86.86,14.44,10.43,5.37,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,23.01,48.33,0,16.08,16.08,0,48.21,48.33,0,0,12.77

92,22:45-23:00,28.89,192.6,10.87,0,19.26,144.45,115.16,28.89,13.48,67.41,7.23,0,0,4.97,29.5,14.44,0,0,29.5,5.78,0,4.29,100.33,0,27.76,260.59,272.29,15.49,86.86,14.44,10.43,5.37,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,22.81,49.33,0,15.62,15.62,0,46.86,49.33,0,0,12.25

93,23:00-23:15,28.89,192.6,10.87,0,19.26,144.45,115.16,28.89,13.48,67.41,7.23,0,0,4.97,29.5,14.44,0,0,29.5,5.78,0,4.11,100.33,0,28.25,260.59,272.29,15.49,86.86,14.44,10.43,5.22,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,22.61,50,0,16.4,16.4,0,49.21,50,0,0,12.82

94,23:15-23:30,28.89,192.6,10.87,0,19.26,144.45,115.16,28.89,13.48,67.41,7.23,0,0,4.97,29.5,14.44,0,0,29.5,5.78,0,4.11,100.33,0,28.25,260.59,272.29,15.49,86.86,14.44,10.43,5.22,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,22.41,50.33,0,17.34,17.34,0,52.04,50.33,0,0,13.55

95,23:30-23:45,28.89,192.6,10.87,0,19.26,144.45,115.16,28.89,13.48,67.41,7.23,0,0,4.97,29.5,14.44,0,0,29.5,5.78,0,4.11,100.33,0,28.25,260.59,272.29,15.49,86.86,14.44,10.43,5.22,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,22.21,50.97,0,18.53,18.53,0,55.61,50.97,0,0,14.3

96,23:45-24:00,28.89,192.6,10.87,0,19.26,144.45,115.16,28.89,13.48,67.41,7.23,0,0,4.97,29.5,14.44,0,0,29.5,5.78,0,4.11,100.33,0,28.25,260.59,272.29,15.49,86.86,14.44,10.43,5.22,28.94,10.59,5.78,0,0,0,0,0,0,0,0,0,22.01,50.23,0,19.35,19.35,0,58.04,50.23,0,0,14.98

