Block,Time Block,NLCEXP,NLCIIST1,KUDGI,NJPC,MAPS,NLCIIST2,NAPP,KOTESHWR,KHSTPP-II,KKNP,KGSU3AND4,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,JHAJJAR,KGSU1AND2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,BRBCL,BSIUL,CHAMERA3,CHAMERA2,CHAMERA1,ANTA_GF,AURY_CRF,VALLURNTECL,AURY_RF,UNCHAHAR4,ANTA_CRF,ANTA_RF,URI2,AURY_LF,DADRI_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,URI,DADRI_RF,TEHRI,SEWA2,SINGRAULI,UNCHAHAR1,UNCHAHAR3,TANDA2,TALST2,TANAKPUR,TelanganaSTPP,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR2,SIMHST2,TALA,SALAL,RAPPB,RIHAND3,RIHAND2,SASAN,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,NTPL,RSTPSU1TO6,PARBATI3,RSTPSU7,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
64,15:45-16:00,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,29.02,376.09,0,0,9.76,15.75,359.16,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,2.11,0,14.87,0,120.41,17.53,22.65,0,0,2.45,0,0,0,35.96,0,0,1.34,0,64.65,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,29.02,395.21,0,0,9.73,15.75,359.16,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,1.06,0,14.87,0,120.41,17.53,22.65,0,0,1.96,0,0,0,35.96,0,0,1.34,0,73.47,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,29.02,414.33,0,0,9.68,15.75,396.84,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,1.06,0,29.75,0,120.41,17.53,22.65,0,0,1.96,0,0,0,35.96,0,0,1.34,0,82.29,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,18.1,0,0,42.37,8.49,141.76,0,0,0,0,0,32.15,509.92,0,0,10.63,15.75,406.4,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,1.06,0,44.62,0,120.41,17.53,22.65,0,0,1.96,0,0,0,35.96,0,0,1.34,0,88.81,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,36.21,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,595.49,0,0,10.63,15.75,415.96,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,1.06,0,44.62,0,120.41,17.53,22.65,0,0,1.96,0,0,0,35.96,0,0,1.34,0,89.53,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,0,67.08,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,595.49,0,0,10.63,15.75,537.32,19.12,1.05,0,2.05,13.52,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,1.06,0,44.62,0,120.41,17.53,22.65,0,0,0,0,0,0,35.96,0,0,1.34,0,96.17,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,0,72.42,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,595.49,0,7.57,10.63,15.75,563.37,19.12,6.23,9.24,3.82,26.86,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,1.06,0,44.62,7.55,120.41,17.53,22.65,0,0,0,0,0,0,35.96,0,0,1.34,0,105,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,0,111.8,0,0,42.37,9.43,141.76,0,0,0,0,0,32.49,595.49,0,15.4,10.63,31.5,582.12,19.12,12.46,27.79,25.18,26.86,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,1.59,0,59.5,7.55,120.41,17.53,22.65,0,0,0,0,0,0,35.96,0,0,1.34,0,113.82,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,0,111.8,0,0,42.37,9.43,141.76,0,0,0,0,0,32.49,595.49,0,25.53,10.63,31.5,582.12,19.12,12.46,27.79,25.18,26.86,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,1.59,0,59.5,7.55,120.41,19.65,24.97,0,0,0,0,0,0,40.52,0,0,1.34,0,118.62,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,0,111.8,0,0,42.37,9.43,141.76,0,0,0,0,0,32.49,609.83,0,26.2,10.63,31.5,579.99,19.12,12.46,27.79,25.18,26.86,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,8.44,0,59.5,7.55,120.41,19.65,25.23,0,0,0,0,0,0,40.52,0,0,1.34,0,118.84,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,0,111.8,0,0,42.37,9.43,141.76,0,0,0,0,0,32.49,624.24,0,26.2,10.63,31.5,581.9,19.12,12.46,27.79,25.18,26.86,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,8.44,0,59.5,7.55,120.41,19.65,25.23,0,0,0,0,0,0,40.52,0,0,1.34,0,118.84,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,0,111.8,0,0,42.37,9.43,141.76,0,0,0,0,0,32.49,625.45,0,26.2,10.63,31.5,610.58,19.12,12.46,27.79,25.18,26.86,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,8.44,0,59.5,7.55,120.41,18.55,25.23,0,0,0,0,0,0,40.52,0,0,8.88,0,118.84,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,0,111.8,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,625.45,0,26.2,10.63,15.75,649.94,19.12,6.23,1.21,12.59,26.86,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,8.44,0,59.5,0,120.41,18.55,25.23,0,0,0,0,0,0,40.52,0,0,8.88,0,118.84,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,0,72.42,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,625.45,0,10.1,10.63,15.75,652.73,19.12,1.05,0,12.59,26.86,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,10.55,0,44.62,0,120.41,18.55,25.23,0,0,0,0,0,0,40.52,0,0,3.34,0,118.84,113.51,392.51,87.94,0,0,0,51.44,0,0,3.65,0,0,0,0,0,0

78,19:15-19:30,0,0,0,54.31,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,625.45,0,7.57,10.63,15.75,652.73,19.12,0,0,3.18,26.86,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,25.32,0,44.62,0,120.41,18.55,25.23,0,0,0,0,0,0,40.52,0,0,3.34,0,118.84,113.51,392.51,87.94,0,0,0,51.44,0,0,15.82,0,0,0,0,0,0

79,19:30-19:45,0,0,0,36.21,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,625.45,0,0,10.63,15.75,652.73,19.12,0,0,0,26.86,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,25.32,0,29.75,0,120.41,18.55,25.23,0,0,0.49,0,0,0,40.52,0,0,3.34,0,118.84,113.51,392.51,87.94,0,0,0,51.44,0,0,15.82,0,0,0,0,0,0

80,19:45-20:00,0,0,0,18.1,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,625.45,0,0,10.63,15.75,652.73,19.12,0,0,0,26.86,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,25.32,0,28.54,0,120.41,18.55,25.23,0,0,0.49,0,0,0,40.52,0,0,3.34,0,118.84,113.51,392.51,87.94,0,0,0,51.44,0,0,15.82,0,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,625.45,0,0,10.63,15.75,648.99,19.12,0,0,0,13.59,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,22.17,0,28.54,0,120.41,18.55,25.23,0,0,0.49,0,0,0,40.52,0,0,2.23,0,118.84,113.51,392.51,87.94,0,0,0,51.44,0,0,15.82,0,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,625.45,0,0,10.63,15.75,648.99,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,22.17,0,14.87,0,120.41,18.55,25.23,0,0,0.49,0,0,0,40.52,0,0,2.23,0,118.84,113.51,392.51,87.94,0,0,0,51.44,0,0,15.82,0,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,606.8,0,0,10.63,15.75,572.88,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,22.17,0,0,0,120.41,18.55,25.23,0,0,0.49,0,0,0,40.52,0,0,2.23,0,97.09,113.51,392.51,87.94,0,0,0,51.44,0,0,15.82,0,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,578.12,0,0,10.63,15.75,444.64,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,22.17,0,0,0,120.41,18.55,25.23,0,0,0.49,0,0,0,40.52,0,0,2.23,0,97.09,113.51,392.51,87.94,0,0,0,51.44,0,0,3.4,0,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,490.89,0,0,10.63,15.75,387.28,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,22.17,0,0,0,120.41,18.55,25.23,0,0,3.06,0,0,0,40.52,0,0,2.23,0,97.09,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,372.8,0,0,10.63,15.75,359.16,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,22.17,0,0,0,120.41,16.71,22.65,0,0,3.06,0,0,0,27.72,0,0,2.23,0,97.09,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,372.8,0,0,9.85,15.75,359.16,19.12,0,0,0,0,0,0,0,0,0,0,0,6.82,0,0,0,0,0,0,18.99,0,0,0,120.41,13.34,17.3,0,0,3.06,0,0,0,27.72,0,0,1.34,0,97.09,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,42.37,8.49,141.76,0,0,0,0,0,32.49,372.8,0,0,9.85,15.75,356.7,19.12,0,0,0,0,0,0,0,0,0,0,0,6.82,0,0,0,0,0,0,18.99,0,0,0,120.41,13.34,17.3,0,0,3.06,0,0,0,27.72,0,0,1.34,0,97.09,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,42.37,8.49,122.96,0,0,0,0,0,29.02,344.12,0,0,9.85,15.75,315.45,19.12,0,0,0,0,0,0,0,0,0,0,0,6.82,0,0,0,0,0,0,18.99,0,0,0,120.41,13.34,17.3,0,0,3.06,0,0,0,27.72,0,0,1.34,0,97.09,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,42.37,8.49,122.96,0,0,0,0,0,29.02,344.12,0,0,9.85,15.75,282.13,19.12,0,0,0,0,0,0,0,0,0,0,0,6.82,0,0,0,0,0,0,18.99,0,0,0,120.41,13.34,17.3,0,0,3.06,0,0,0,27.72,0,0,1.34,0,97.09,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,42.37,8.49,122.96,0,0,0,0,0,29.02,344.12,0,0,9.85,15.75,282.13,19.12,0,0,0,0,0,0,0,0,0,0,0,6.82,0,0,0,0,0,0,1.06,0,0,0,120.41,13.34,17.3,0,0,2.45,0,0,0,27.72,0,0,1.34,0,112.43,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,42.37,8.49,122.96,0,0,0,0,0,29.02,344.12,0,0,8.37,15.75,282.13,19.12,0,0,0,0,0,0,0,0,0,0,0,6.82,0,0,0,0,0,0,1.06,0,0,0,120.41,11.47,13.87,0,0,2.45,0,0,0,22.28,0,0,1.34,0,118.84,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,42.37,8.49,122.96,0,0,0,0,0,29.02,344.12,0,0,8.37,15.75,282.13,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,1.06,0,0,0,120.41,11.47,13.87,0,0,1.96,0,0,0,22.28,0,0,1.34,0,118.84,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,42.37,8.49,103.38,0,0,0,0,0,24.54,344.12,0,0,8.37,15.75,282.13,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,1.06,0,0,0,120.41,11.47,13.87,0,0,1.96,0,0,0,22.28,0,0,1.34,0,118.84,113.51,392.51,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,42.37,8.49,103.38,0,0,0,0,0,24.54,344.12,0,0,8.37,15.75,282.13,19.12,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,1.06,0,0,0,120.41,11.47,13.87,0,0,1.96,0,0,0,22.28,0,0,13.33,0,118.84,113.51,333.59,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,42.37,8.49,103.38,0,0,0,0,0,24.54,344.12,0,0,8.37,15.75,282.13,17.37,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,1.06,0,0,0,120.41,11.47,13.87,0,0,1.96,0,0,0,22.28,0,0,13.33,0,118.84,113.51,333.59,87.94,0,0,0,51.44,0,0,0,0,0,0,0,0,0

