Column1,Time,GNA/NR/2025/04/01/8964,NR/01102023/22052037/LT-59,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,GNARE/SR/2025/01/13/4532,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/9257,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7782,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/20/3628,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/7663,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/16/6051,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/01/4973,NR/01102023/31052040/LT-31,GNA/NR/2025/06/01/2868,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/07/5932,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/01/5280
62,15:15-15:30,5.28,10.56,0,38.33,33,40.98,38.33,33,115.01,31,33,0,148.22,0,33,68,80,29.64,34,75.81,61,30.41,9.77,52.94,52.94,15.26,20.45,12.64,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,5.11,53.18,20.45,40.91,26.97,26.97,20.45,19.25,6.06,22.49,12.64,14.18,26.24,14.74,-86.42,10.66,11.67

63,15:30-15:45,5.28,10.56,0,39.17,33,40,39.17,33,117.49,32,33,0,137.18,0,33,63,71,27.44,32,72.34,57,32.41,9.11,52.94,52.94,15.26,20.45,11.78,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,7.74,53.18,20.45,40.91,26.97,26.97,20.45,19.25,6.06,22.49,11.78,14.18,26.24,14.74,-86.42,10.66,11.67

64,15:45-16:00,5.28,10.56,0,40,33,39.77,40,33,120,33.33,33,0,118.42,0,31,57,66,23.68,28,67.76,52,34.61,8.45,52.94,52.94,15.26,20.45,10.94,70.18,40.91,11.86,149.68,163.62,20.76,38.5,10.15,7.74,53.18,20.45,40.91,26.97,26.97,20.45,19.25,6.06,22.49,10.94,14.18,26.24,14.74,-86.42,10.66,11.67

65,16:00-16:15,2.17,10.56,0,37.5,30,36.23,37.5,33,112.5,33.67,33,0,129.63,0,28,50,59,25.93,25,61.89,48,35.81,7.73,52.94,52.94,15.26,20.45,9.99,70.18,40.91,11.86,149.68,163.62,20.76,38.5,11.03,3.22,53.18,20.45,40.91,26.97,26.97,20.45,19.25,6.34,22.49,9.99,14.18,25.23,15.29,-86.42,10.66,11.67

66,16:15-16:30,2.17,10.56,0,37.5,20,34.73,37.5,33,112.5,34.33,33,0,117.13,0,26,43,56,23.43,22,54.62,42,36.82,6.99,52.94,52.94,15.26,20.45,9.05,70.18,40.91,11.86,149.68,163.62,20.76,38.5,11.03,3.22,53.18,20.45,40.91,26.97,26.97,20.45,19.25,6.34,22.49,9.05,14.18,25.23,15.29,-86.42,10.66,11.67

67,16:30-16:45,2.17,10.56,0,37.5,10,25.43,37.5,33,112.5,36.49,33,0,102.32,0,22,40,47,20.46,20,47.63,37,37.02,6.26,52.94,52.94,15.26,20.45,8.1,70.18,40.91,11.86,149.68,163.62,20.76,38.5,11.03,3.22,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.41,22.49,8.1,14.18,25.23,15.29,-86.42,10.66,11.67

68,16:45-17:00,2.17,10.56,0,37.5,5,21.62,37.5,33,112.5,37.53,33,0,86.37,0,18,32,41,17.27,16,41.39,33,37.02,5.53,52.94,52.94,15.26,20.45,7.16,70.18,40.91,11.86,192.5,163.62,20.76,38.5,11.03,3.22,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.41,22.49,7.16,14.18,25.23,15.29,-86.42,10.66,11.67

69,17:00-17:15,2.17,10.56,0,37.5,2,17.37,37.5,28.45,112.5,39.52,31.14,0,96.72,0,14,27,37,19.35,13,45.91,28,40.02,4.82,52.94,52.94,15.26,20.45,6.24,70.18,40.91,11.86,192.5,163.62,20.76,38.5,11.03,5.49,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.6,22.49,6.24,14.18,25.23,15.94,-0,10.66,11.67

70,17:15-17:30,2.17,10.56,0,37.5,0,15.61,37.5,23.13,112.5,39.07,24.97,0,84.22,0,10,23,31,16.84,12,40.48,24,40.02,4.11,52.94,52.94,15.26,20.45,5.31,70.18,40.91,11.86,192.5,163.62,20.76,38.5,11.03,5.49,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.6,22.49,5.31,14.18,25.23,15.94,-0,10.66,11.67

71,17:30-17:45,2.17,10.56,0,37.5,0,14.34,37.5,18.05,112.5,38.96,19.29,0,71.69,0,8,17,22,14.34,8,35.88,19,40.02,3.39,52.94,52.94,15.26,20.45,4.39,70.18,40.91,11.86,192.5,163.62,20.76,38.5,11.03,3.22,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.6,22.49,4.39,14.18,25.23,15.94,-0,10.66,11.67

72,17:45-18:00,2.17,10.56,0,37.5,0,10.93,37.5,13.21,112.5,38.41,14.1,0,59.17,0,5,9,14,11.84,4,30.07,15,40.02,2.67,52.94,52.94,15.26,20.45,3.47,70.18,40.91,11.86,192.5,163.62,20.76,38.5,11.03,3.22,53.18,20.45,40.91,26.97,26.97,20.45,19.25,5.6,22.49,3.47,14.18,25.23,15.94,-0,10.66,11.67

73,18:00-18:15,3.95,10.56,0,37.5,0,8.06,37.5,0,112.5,37.69,0,0,48.72,0,4,3,8,9.75,2,22.86,12,43.02,2.18,52.94,52.94,0,20.45,2.83,70.18,40.91,11.86,192.5,163.62,20.76,38.5,11.03,4.72,53.18,20.45,40.91,26.56,29,20.45,0,5.69,22.49,2.83,14.18,25.23,16.4,-0,10.66,11.67

74,18:15-18:30,3.95,10.56,0,37.5,0,5.97,37.5,0,112.5,36.67,0,0,38.29,0,3,2,5,7.66,1,15.17,9,43.02,1.69,52.94,52.94,0,20.45,2.19,70.18,40.91,11.86,192.5,163.62,20.76,38.5,11.03,4.72,53.18,20.45,40.91,26.56,29,20.45,0,5.69,22.49,2.19,14.18,25.23,16.4,-0,10.66,11.67

75,18:30-18:45,3.92,10.56,0,37.5,0,4.42,37.5,0,112.5,35.44,0,0,26.94,0,1,1,2,5.39,0,8.74,6,43.02,0.29,52.94,52.94,0,20.45,0.36,70.18,40.91,11.86,192.5,163.62,20.76,38.5,11.03,3.22,53.18,20.45,40.91,26.56,29,20.45,0,5.69,22.49,0.36,14.18,26.24,16.4,-0,10.66,11.67

76,18:45-19:00,3.92,10.56,0,37.5,0,2.68,37.5,0,112.5,34.47,0,0,11.12,0,1,0,1,2.23,0,0,4,43.02,0.09,52.94,52.94,0,20.45,0.11,70.18,40.91,11.86,192.5,163.62,20.76,38.5,11.03,3.22,53.18,20.45,40.91,26.56,29,20.45,0,5.69,22.49,0.11,14.18,26.24,16.4,-0,10.66,11.67

77,19:00-19:15,5.28,10.56,0,37.5,0,0.82,37.5,0,112.5,40,0,0,1.64,0,0,0,0,0.33,0,0,2,44.02,0,51.98,52.94,0,20.45,0,70.18,40.91,11.86,192.5,163.62,20.76,38.5,11.03,7.74,53.18,20.45,40.91,29,29,20.45,0,5.78,21.56,0,14.18,27.25,16.85,-0,10.74,11.67

78,19:15-19:30,5.28,10.56,0,36.83,0,0,36.83,0,110.51,39.33,0,0,0.01,0,0,0,0,0,0,0,1,44.02,0,51.98,52.94,0,20.45,0,70.18,40.91,11.86,192.5,163.62,20.76,38.5,11.03,7.74,53.18,20.45,40.91,29,29,20.45,0,5.78,21.56,0,14.18,27.25,16.85,-0,10.74,11.67

79,19:30-19:45,5.28,10.56,0,36.5,0,0,36.5,0,109.5,38.33,0,0,0,0,0,0,0,0,0,0,0,44.02,0,51.98,52.94,0,20.45,0,70.18,40.91,11.86,192.5,163.62,20.76,38.5,11.03,7.74,53.18,20.45,40.91,29,29,20.45,0,6.06,21.56,0,14.18,27.25,16.85,-0,10.74,11.67

80,19:45-20:00,5.28,10.56,0,35.33,0,0,35.33,0,106.01,37.33,0,0,0,0,0,0,0,0,0,0,0,44.02,0,51.98,52.94,0,20.45,0,70.18,40.91,11.86,231,163.62,20.76,38.5,11.03,7.74,53.18,20.45,40.91,29,29,20.45,0,6.06,21.56,0,14.18,27.25,16.85,-0,10.74,11.67

81,20:00-20:15,5.28,10.56,0,34.5,0,0,34.5,0,103.5,36.67,0,0,0,0,0,0,0,0,0,0,0,40.02,0,51.98,52.94,0,20.45,0,70.18,40.91,11.86,272.15,0,20.76,38.5,15.27,10.3,53.18,20.45,40.91,29,29,20.45,0,6.06,21.56,0,14.18,27.25,16.85,-0,10.74,11.67

82,20:15-20:30,5.28,10.56,0,34.33,0,0,34.33,0,103.01,36,0,0,0,0,0,0,0,0,0,0,0,40.02,0,51.98,52.94,0,20.45,0,70.18,40.91,11.86,272.15,0,20.76,38.5,15.27,10.3,53.18,20.45,40.91,29,29,20.45,0,6.06,21.56,0,14.18,27.25,16.85,-0,10.74,11.67

83,20:30-20:45,5.28,10.56,0,34,0,0,34,0,102,35,0,0,0,0,0,0,0,0,0,0,0,40.02,0,83.85,52.94,0,20.45,0,70.18,40.91,11.86,272.15,0,20.76,56.42,15.27,10.3,53.18,20.45,40.91,29,29,20.45,0,6.06,21.56,0,0,26.24,16.85,-0,10.74,11.67

84,20:45-21:00,5.28,10.56,0,34,0,0,34,0,102,33.33,0,0,0,0,0,0,0,0,0,0,0,40.02,0,83.85,52.94,0,20.45,0,70.18,40.91,11.86,272.15,0,20.76,56.42,15.27,10.3,53.18,20.45,40.91,29,29,20.45,0,6.06,21.56,0,0,26.24,16.85,-0,10.74,11.67

85,21:00-21:15,5.28,10.56,0,33.83,0,0,33.83,0,101.51,33,0,0,0,0,0,0,0,0,0,0,0,40.02,0,102.47,100.27,0,20.45,0,70.18,40.91,11.86,272.15,0,20.76,66.92,15.27,10.3,53.18,20.45,40.91,29,25.55,20.45,0,6.06,21.56,0,0,26.24,16.85,-0,10.74,11.67

86,21:15-21:30,5.28,10.56,0,33.67,0,0,33.67,0,100.99,33,0,0,0,0,0,0,0,0,0,0,0,41.63,0,130.23,100.27,0,20.45,0,70.18,40.91,11.86,272.15,0,20.76,78.62,15.27,10.3,53.18,20.45,40.91,29,25.55,20.45,0,6.06,21.56,0,0,26.24,16.85,-0,10.74,11.67

87,21:30-21:45,5.28,10.56,0,30,0,0,30,0,90,33,0,0,0,0,0,0,0,0,0,0,0,40.02,0,130.23,100.27,0,20.45,0,70.18,40.91,11.86,272.15,0,20.76,86.82,15.27,10.3,53.18,20.45,40.91,29,25.55,20.45,0,6.06,21.56,0,0,26.24,16.85,-0,10.66,11.67

88,21:45-22:00,5.28,10.56,0,30,0,0,30,0,90,33.33,0,0,0,0,0,0,0,0,0,0,0,40.02,0,130.23,100.27,0,20.45,0,115.45,40.91,11.86,272.15,0,20.76,86.82,15.27,10.3,53.18,20.45,40.91,29,25.55,20.45,0,6.06,21.56,0,0,26.24,16.85,-0,10.66,11.67

89,22:00-22:15,5.28,10.56,0,30.5,0,0,30.5,0,91.5,28.67,0,0,0,0,0,0,0,0,0,0,0,40.02,0,130.23,100.27,0,20.45,0,70.18,40.91,11.86,272.15,0,20.76,86.82,15.27,10.3,53.18,20.45,40.91,29,25.55,20.45,0,5.88,21.56,0,0,24.23,16.85,-0,10.66,11.67

90,22:15-22:30,5.28,10.56,0,30.83,0,0,30.83,0,92.51,29,0,0,0,0,0,0,0,0,0,0,0,40.02,0,130.23,100.27,0,20.45,0,70.18,40.91,11.86,272.15,0,20.76,86.82,15.27,10.3,53.18,20.45,40.91,29,25.55,20.45,0,5.88,21.56,0,0,24.23,16.85,-0,10.66,11.67

91,22:30-22:45,5.28,10.56,0,31.17,0,0,31.17,0,93.49,28.67,0,0,0,0,0,0,0,0,0,0,0,39.62,0,130.23,100.27,0,20.45,0,70.18,40.91,11.86,272.15,0,20.76,86.82,15.27,10.3,53.18,20.45,40.91,29,25.55,20.45,0,5.88,21.56,0,0,24.23,16.85,-0,10.66,11.67

92,22:45-23:00,5.28,10.56,0,31.67,0,0,31.67,0,94.99,29,0,0,0,0,0,0,0,0,0,0,0,39.42,0,130.23,100.27,0,20.45,0,70.18,40.91,11.86,272.15,0,20.76,86.82,15.27,10.3,53.18,20.45,40.91,29,25.55,20.45,0,5.88,21.56,0,0,23.22,16.85,-0,10.66,11.67

93,23:00-23:15,5.28,10.56,0,29.17,0,0,29.17,0,87.49,27,0,0,0,0,0,0,0,0,0,0,0,39.22,0,130.23,100.27,0,20.45,0,70.18,40.91,11.86,272.15,0,20.76,86.82,15.27,10.3,53.18,20.45,40.91,29,25.55,20.45,0,5.88,21.56,0,0,22.71,16.85,-0,10.66,11.61

94,23:15-23:30,5.28,10.56,0,29.17,0,0,29.17,0,87.49,26.33,0,0,0,0,0,0,0,0,0,0,0,39.02,0,130.23,100.27,0,20.45,0,70.18,40.91,11.86,272.15,0,20.76,86.82,15.27,10.3,53.18,20.45,40.91,29,25.55,20.45,0,5.88,21.56,0,0,22.71,16.85,-0,10.66,11.61

95,23:30-23:45,5.28,10.56,0,29.17,0,0,29.17,0,87.49,26.67,0,0,0,0,0,0,0,0,0,0,0,38.42,0,130.23,100.27,0,20.45,0,70.18,40.91,11.86,272.15,0,20.76,86.82,15.27,10.3,53.18,20.45,40.91,29,25.55,20.45,0,5.88,21.56,0,0,22.2,16.85,-0,10.66,11.61

96,23:45-24:00,5.28,10.56,0,29.17,0,0,29.17,0,87.49,27,0,0,0,0,0,0,0,0,0,0,0,38.02,0,130.23,100.27,0,20.45,0,70.18,40.91,12.13,272.15,0,20.76,86.82,15.27,10.3,53.18,20.45,40.91,29,25.55,20.45,0,5.88,21.56,0,0,22.2,16.85,-0,10.66,11.61

