Block,Time Block,RAMPUR,RAPPB,SASAN,RIHAND1,SIMHST1,RSTPSU1TO6,RAPPC,RSTPSU7,SALAL,SEWA2,RIHAND3,SIMHST2,RIHAND2,NTPL,PARBATI3,NLCTS2EXP,NNTPP,NJPC,NAPP,NLCIIST1,MAPS,NLCIIST2,NLCEXP,KOLDAM,KUDGI,KOTESHWR,KGSU1AND2,KGSU3AND4,KKNP,KHSTPP-I,KISHANGANGA,KHSTPP-II,KKNPPU2,DULHASTI,DHAULIGNGA,DADRT2,FSTPP I & II,JHAJJAR,CHAMERA2,BRBCL,CHAMERA1,BSIUL,CHAMERA3,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,SINGRAULI,TelanganaSTPP,TEHRI,TANDA2,TALST2,SINGRAULI_HYDRO,TANAKPUR,TALA,URI2,UNCHAHAR2,UNCHAHAR1,URI,VALLURNTECL,UNCHAHAR4,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,0,320.49,88.25,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,28.94,0,94.66,0,0,0,360.8,15.39,228.71,0,19.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,23.82,0,0,0.72,0,0,23.22,22.36,12.34,34.94,0,0,20.6,0,0,0,0,0

62,15:15-15:30,0,0,320.49,88.25,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,29.01,0,94.66,0,0,0,360.8,15.39,228.71,0,19.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,23.82,0,0,0.72,0,0,23.22,22.36,12.34,34.94,0,0,20.6,0,0,0,0,0

63,15:30-15:45,0,0,320.49,88.25,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,35.04,0,114.31,0,0,0,360.8,15.39,228.71,0,19.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,23.82,0,0,0.72,0,0,23.22,22.36,12.34,34.94,0,0,20.6,0,0,0,0,0

64,15:45-16:00,0,0,320.49,88.25,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,35.04,0,114.31,0,0,0,360.8,15.39,228.71,0,19.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,23.82,0,0,0.72,0,0,23.22,22.36,12.34,34.94,0,0,20.6,0,0,0,0,0

65,16:00-16:15,0,0,320.49,88.25,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,35.04,0,114.31,0,0,0,360.8,15.39,228.71,12.63,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,34.44,0,0,0.72,0,0,23.22,22.36,11.39,34.94,0,0,13.93,0,0,0,0,0

66,16:15-16:30,0,0,320.49,88.25,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,35.04,0,114.31,0,0,0,360.8,15.39,229.31,25.27,19.18,0,6.25,9.29,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,34.44,0,0,0.72,0,0,23.22,22.36,11.39,34.94,0,0,13.93,0,0,0,0,0

67,16:30-16:45,0,0,320.49,88.25,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.34,0,140.37,0,0,0,360.8,17.43,231.43,25.27,19.18,0,6.25,9.29,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,34.44,0,0,0.72,1.23,0,23.22,33.21,15.66,34.94,0,0,20.81,0,0,0,0,0

68,16:45-17:00,0,0,320.49,88.25,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,22.44,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,0,0,379.59,17.46,231.43,25.27,19.18,0,6.25,9.29,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,34.44,0,0,0.72,1.23,0,23.22,33.21,15.66,34.94,0,0,20.81,0,0,0,0,0

69,17:00-17:15,0,0,320.49,66.97,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,44.87,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,1.27,415.06,17.46,231.43,25.27,19.18,13.42,6.25,9.29,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,45.93,0,0,0.72,1.23,0,23.22,33.09,15.63,38.13,0,0,20.73,0,0,0,0,0

70,17:15-17:30,0,0,320.49,66.97,0,0,24.47,0,12.81,15.16,59.62,0,113.91,0,0,0,0,67.31,22.84,0,0,0,0,0,0,17.03,0,0,0,43.67,0,142.25,0,31.62,7.6,423.63,17.46,231.43,25.27,19.18,26.91,6.25,18.56,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,1.23,0,23.22,33.09,15.63,38.13,0,0,20.73,0,0,0,0,0

71,17:30-17:45,0,0,320.49,66.97,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,89.74,22.84,0,0,0,0,0,0,37.46,0,0,0,43.67,0,142.25,0,47.41,15.33,435.98,17.46,236.4,37.9,19.18,40.43,18.76,27.87,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,1.23,0,23.22,40.66,19.71,38.13,0,0,25.32,0,0,0,0,0

72,17:45-18:00,0,0,320.49,66.97,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,112.18,22.84,0,0,0,0,0,0,37.46,0,0,0,43.67,0,142.25,0,47.41,26.29,492.02,17.46,308.34,37.9,19.18,40.43,18.76,27.87,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,1.23,0,23.22,40.66,19.71,38.13,0,0,25.32,0,0,0,0,0

73,18:00-18:15,0,0,320.49,66.97,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,134.62,22.84,0,0,0,0,0,0,37.46,0,0,0,43.67,0,142.25,0,47.41,26.29,653.77,17.46,397.23,37.9,19.18,40.43,18.76,27.87,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,1.23,0,23.22,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

74,18:15-18:30,0,0,320.49,66.97,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,134.62,22.84,0,0,0,0,0,0,37.46,0,0,0,43.67,0,142.25,0,47.41,26.29,654.92,17.46,416.92,37.9,19.18,40.43,18.76,27.87,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,1.23,0,23.22,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

75,18:30-18:45,0,0,331.28,66.97,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,134.62,22.84,0,0,0,0,0,0,37.46,0,0,0,43.67,0,142.25,0,47.41,26.29,654.92,17.46,416.92,37.9,19.18,40.43,18.76,27.87,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,1.23,0,23.22,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

76,18:45-19:00,0,0,346.12,66.97,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,112.18,22.84,0,0,0,0,0,0,37.46,0,0,0,43.67,0,142.25,0,47.41,17.49,654.92,17.46,416.92,37.9,19.18,40.43,18.76,27.87,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,1.23,0,23.22,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

77,19:00-19:15,0,0,357.51,66.97,0,0,24.47,0,12.26,15.16,59.62,0,113.91,0,0,0,0,89.74,22.84,0,0,0,0,0,0,17.03,0,0,0,43.67,0,142.25,0,31.62,17.49,654.92,17.46,416.92,37.9,19.18,26.94,6.25,18.56,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,47.14,0,0,0.72,1.23,0,23.22,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

78,19:15-19:30,0,0,362.9,66.97,0,0,24.47,0,12.26,15.16,59.62,0,113.91,0,0,0,0,67.31,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,17.49,654.92,17.46,416.92,25.27,19.18,26.94,6.25,9.29,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,34.44,0,0,0.72,1.23,0,23.22,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

79,19:30-19:45,0,0,368.29,88.25,0,0,24.47,0,12.26,15.16,59.62,0,113.91,0,3.66,0,0,44.87,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,17.49,654.92,17.46,416.92,25.27,19.18,13.42,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,34.44,0,0,0.72,1.23,0,23.22,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

80,19:45-20:00,0,0,373.69,88.25,0,0,24.47,0,12.26,15.16,59.62,0,113.91,0,15.87,0,0,22.44,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,8.74,654.92,17.46,416.92,12.63,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,11.9,0,0,0.72,1.23,0,23.22,40.66,19.71,34.94,0,0,25.32,0,0,0,0,0

81,20:00-20:15,0,0,379.09,88.25,0,0,24.47,0,66.88,15.16,59.62,0,113.91,0,15.87,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,654.92,17.46,416.92,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,11.9,0,0,0.72,0,0,23.22,40.66,19.97,34.94,0,0,25.32,0,0,0,0,0

82,20:15-20:30,0,0,379.84,88.25,0,0,24.47,0,66.88,15.16,59.62,0,113.91,0,15.87,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,654.92,17.46,416.92,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,11.9,0,0,0.72,0,0,23.22,40.66,20,34.94,0,0,25.32,0,0,0,0,0

83,20:30-20:45,0,0,366.89,88.25,0,0,24.47,0,66.88,15.16,59.62,0,113.91,0,3.42,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,654.92,17.46,416.92,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,9.25,0,0,0.72,0,0,23.22,40.66,20,34.94,0,0,25.32,0,0,0,0,0

84,20:45-21:00,0,0,366.89,88.25,0,0,24.47,0,66.88,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,654.92,17.46,416.92,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,40.66,20,34.94,0,0,25.32,0,0,0,0,0

85,21:00-21:15,0,0,366.89,88.25,0,0,24.47,0,8.91,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,654.92,17.46,416.92,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,40.66,20,34.94,0,0,25.32,0,0,0,0,0

86,21:15-21:30,0,0,366.89,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,654.92,17.46,416.92,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,40.66,20,34.94,0,0,25.32,0,0,0,0,0

87,21:30-21:45,0,0,366.89,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,589.36,17.46,416.92,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,40.66,19.84,34.94,0,0,25.32,0,0,0,0,0

88,21:45-22:00,0,0,366.89,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,566.34,17.46,416.92,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,40.66,19.84,34.94,0,0,25.32,0,0,0,0,0

89,22:00-22:15,0,0,366.89,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,610.46,17.46,416.92,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,40.66,19.84,34.94,0,0,25.32,0,0,0,0,0

90,22:15-22:30,0,0,366.89,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,583.61,17.46,416.92,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,7.31,0,0,0.72,0,0,23.22,40.66,19.84,34.94,0,0,25.32,0,0,0,0,0

91,22:30-22:45,0,0,366.89,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,485.5,17.46,397.34,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,11.17,0,0,0.72,0,0,23.22,40.66,19.84,34.94,0,0,25.32,0,0,0,0,0

92,22:45-23:00,0,0,366.89,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,456.72,17.46,397.34,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,11.17,0,0,0.72,0,0,23.22,40.66,19.84,34.94,0,0,25.32,0,0,0,0,0

93,23:00-23:15,0,0,366.89,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,456.72,17.46,397.34,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,40.66,19.91,34.94,0,0,25.32,0,0,0,0,0

94,23:15-23:30,0,0,366.89,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,456.72,17.46,397.34,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,40.66,19.91,34.94,0,0,25.32,0,0,0,0,0

95,23:30-23:45,0,0,366.89,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,427.95,17.46,342.69,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,40.66,19.91,34.94,0,0,25.32,0,0,0,0,0

96,23:45-24:00,0,0,366.89,88.25,0,0,24.47,0,2.23,15.16,59.62,0,113.91,0,0,0,0,0,22.84,0,0,0,0,0,0,8.51,0,0,0,43.67,0,142.25,0,15.81,0,408.76,17.46,287.06,0,19.18,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.99,0,0,0,0,0.72,0,0,23.22,40.66,19.91,34.94,0,0,25.32,0,0,0,0,0

