Block,Time Block,KOTESHWR,KOLDAM,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,BSIUL,BRBCL,CHAMERA2,CHAMERA1,KKNPPU2,KKNP,VALLURNTECL,ANTA_LF,ANTA_GF,ANTA_CRF,TALST2,TANAKPUR,TALA,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,SASAN,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SALAL,SEWA2,SINGRAULI,KHSTPP-II,KGSU3AND4,KISHANGANGA,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KHSTPP-I,JHAJJAR,KGSU1AND2,RSTPSU7,CHAMERA3,RAMPUR,RIHAND2,RAPPC,RIHAND3,PARBATI3,RAPPB,RSTPSU1TO6,RIHAND1,NAPP,NNTPP,NTPL,NLCEXP,NLCIIST1,KUDGI,NJPC,NLCIIST2,MAPS,NLCTS2EXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.48,0,22.79,0,36.19,1.28,59.86,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,10.32,0,393.38,43.49,283.32,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.48,0,22.79,0,36.19,1.28,59.86,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,10.32,0,412.61,43.49,350.1,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.48,0,22.79,0,36.19,1.28,59.86,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,10.32,0,485.72,43.49,402.03,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.48,0,22.79,0,36.19,1.28,59.86,17.64,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,10.32,0,571.74,43.49,402.03,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.48,0,25.38,0,40.78,1.48,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,614.78,43.49,423.19,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0

68,16:45-17:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,3.2,0,0,0,0,0,0,0,0,1.48,0,25.38,0,40.78,1.48,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,652.85,43.49,397.06,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,44.99,0,0,0,0,0,0,0,0

69,17:00-17:15,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,12.67,0,0,0,0,0,0,0,0,1.48,0,25.38,0,40.78,1.48,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,7.75,11.25,15.85,652.85,43.49,422.85,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,59.21,0,0,0,0,0,0,0,0

70,17:15-17:30,8.53,0,0,0,0,0,0,0,0,0,0,1.06,19.24,12.67,11.55,0,0,0,0,0,0,0,1.48,0,25.38,0,40.78,1.48,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,7.75,11.25,15.85,652.85,43.49,422.85,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,59.21,0,0,0,0,0,0,0,0

71,17:30-17:45,25.6,0,0,0,0,0,0,0,0,0,0,6.27,19.24,25.33,13.14,0,0,0,0,0,0,0,1.48,0,25.38,0,40.78,1.48,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,5.07,121.16,95.09,0,0,15.37,11.25,31.7,652.85,43.49,422.85,0,0,9.31,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,89.99,0,0,0,0,0,0,0,0

72,17:45-18:00,38.31,0,0,0,0,0,0,0,0,0,0,12.54,19.24,25.33,26.98,0,0,0,0,0,0,0,1.48,0,25.38,0,40.78,1.48,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,10.14,121.16,95.09,0,0,35.15,11.25,47.54,652.85,43.49,422.85,0,0,27.95,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,112.48,0,0,0,0,0,0,0,0

73,18:00-18:15,38.31,0,0,0,0,0,0,0,0,0,0,12.54,19.24,25.33,26.98,0,0,0,0,0,0,0,1.72,0,25.38,0,40.78,1.48,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,10.14,121.16,95.09,0,0,35.15,11.25,47.54,652.85,43.49,442.05,0,0,27.95,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,134.98,0,0,0,0,0,0,0,0

74,18:15-18:30,38.31,0,0,0,0,0,0,0,0,0,0,12.54,19.24,25.33,26.98,0,0,0,0,0,0,0,1.72,0,25.38,0,40.78,1.48,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,10.14,121.16,95.09,0,0,35.15,11.25,47.54,652.85,43.49,442.08,0,0,27.95,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,134.98,0,0,0,0,0,0,0,0

75,18:30-18:45,38.31,0,0,0,0,0,0,0,0,0,0,12.54,19.24,25.33,26.98,0,0,0,0,0,0,0,1.72,0,25.38,0,40.78,1.48,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,10.14,121.16,95.09,0,0,35.15,11.25,47.54,652.85,43.49,442.08,0,0,27.95,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,134.98,0,0,0,0,0,0,0,0

76,18:45-19:00,38.31,0,0,0,0,0,0,0,0,0,0,12.54,19.24,25.33,26.98,0,0,0,0,0,0,0,1.72,0,25.38,0,40.78,4.24,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,10.14,121.16,95.09,0,0,35.15,11.25,47.54,652.85,43.49,442.08,0,0,27.95,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,134.98,0,0,0,0,0,0,0,0

77,19:00-19:15,38.31,0,0,0,0,0,0,0,0,0,0,12.54,19.24,25.33,23.55,0,0,0,0,0,0,0,1.72,0,25.38,0,40.78,25.48,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,5.07,121.16,95.09,0,0,23.63,10.7,47.54,652.85,43.49,442.08,0,0,27.95,0,114.22,51.99,119.57,3.67,0,0,88.49,42.22,0,0,0,0,0,112.48,0,0,0,0,0,0,0,0

78,19:15-19:30,18.97,0,0,0,0,0,0,0,0,0,0,6.27,19.24,25.33,23.55,0,0,0,0,0,0,0,1.72,0,25.38,0,40.78,25.48,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,5.07,121.16,95.09,0,0,7.75,10.7,31.7,652.85,43.49,442.08,0,0,9.31,0,114.22,51.99,119.57,15.92,0,0,88.49,42.22,0,0,0,0,0,89.99,0,0,0,0,0,0,0,0

79,19:30-19:45,8.53,0,0,0,0,0,0,0,0,0,0,1.06,19.24,25.33,11.55,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,25.48,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,5.07,121.16,95.09,0,0,7.75,10.7,15.85,652.85,43.49,442.08,0,0,0,0,114.22,51.99,119.57,15.92,0,0,88.49,42.22,0,0,0,0,0,67.49,0,0,0,0,0,0,0,0

80,19:45-20:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,25.33,0,0,0,0,0,0,0,0,1.11,0,25.38,0,40.78,6.38,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,10.7,15.85,652.85,43.49,442.43,0,0,0,0,114.22,51.99,119.57,15.92,0,0,88.49,42.22,0,0,0,0,0,41.9,0,0,0,0,0,0,0,0

81,20:00-20:15,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,25.33,0,0,0,0,0,0,0,0,0.49,0,25.38,0,40.78,4.24,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.17,15.85,657.04,43.49,442.43,0,0,0,0,114.22,51.99,119.57,15.92,0,0,88.49,42.22,0,0,0,0,0,22.23,0,0,0,0,0,0,0,0

82,20:15-20:30,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,12.67,0,0,0,0,0,0,0,0,0.49,0,25.38,0,40.78,4.24,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,652.85,43.49,383.76,0,0,0,0,114.22,51.99,119.57,15.92,0,0,88.49,42.22,0,0,0,0,0,16.4,0,0,0,0,0,0,0,0

83,20:30-20:45,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0.49,0,25.38,0,40.78,4.24,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,652.85,43.49,305.85,0,0,0,0,114.22,51.99,119.57,15.92,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0.49,0,25.38,0,40.78,10.62,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,652.85,43.49,305.85,0,0,0,0,114.22,51.99,119.57,3.06,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0.49,0,25.38,0,40.78,10.62,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,652.85,43.49,364.52,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0.49,0,25.38,0,40.78,10.62,59.86,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,652.85,43.49,364.52,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,25.38,0,40.78,10.62,44.91,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,652.85,43.49,305.85,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,25.38,0,40.78,10.62,44.91,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,652.85,43.49,253.92,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,25.38,0,40.78,10.62,44.91,19.77,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,11.25,15.85,652.85,43.49,253.92,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,21.44,0,34.04,10.62,44.91,17.55,0,0,4.27,346.25,0,0,0,1.35,0,121.16,95.09,0,0,0,9.72,15.85,652.85,43.49,253.92,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,21.44,0,34.04,10.62,29.94,17.55,0,0,4.27,346.25,0,0,0,8.94,0,121.16,95.09,0,0,0,9.72,15.85,624.36,43.49,253.92,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.97,0,21.44,0,34.04,10.62,29.94,17.55,0,0,4.27,346.25,0,0,0,40.23,0,121.16,95.09,0,0,0,9.72,15.85,576.27,43.49,253.92,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.97,0,21.44,0,34.04,7.43,29.94,17.55,0,0,4.27,346.25,0,0,0,40.23,0,121.16,95.09,0,0,0,9.72,15.85,557.84,43.49,253.92,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.97,0,21.44,0,34.04,7.43,29.94,17.55,0,0,4.27,346.25,0,0,0,40.23,0,121.16,95.09,0,0,0,9.72,15.85,517.45,43.49,253.92,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.97,0,21.44,0,34.04,4.24,9.99,17.55,0,0,4.27,346.25,0,0,0,40.23,0,121.16,95.09,0,0,0,9.72,15.85,447.07,43.49,253.92,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,8.53,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,1.97,0,21.44,0,34.04,4.24,0,17.55,0,0,4.27,346.25,0,0,0,8.94,0,121.16,95.09,0,0,0,9.72,15.85,382.8,43.49,253.92,0,0,0,0,114.22,51.99,119.57,0,0,0,88.49,42.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0

