Block,Time,BRBCL,KHSTPP-I,KISHANGANGA,RIHAND1,SINGRAULI,TALA,TALST2,TANAKPUR,DADRT2,FSTPP I & II,JHAJJAR,KGSU3AND4,KOTESHWR,NLCIIST1,NLCIIST2,PARBATI3,SEWA2,SIMHST1,TANDA2,CHAMERA2,KGSU1AND2,KHSTPP-II,KKNP,NNTPP,RAPPB,RIHAND3,RSTPSU1TO6,SALAL,SASAN,UNCHAHAR3,URI2,VALLURNTECL,CHAMERA1,KOLDAM,KUDGI,NJPC,NLCEXP,RAMPUR,UNCHAHAR1,ANTA_CRF,AURY_CRF,KKNPPU2,MAPS,NLCTS2EXP,UNCHAHAR4,ANTA_LF,AURY_GF,RAPPC,SINGRAULI_HYDRO,URI,ANTA_GF,AURY_RF,DADRI_RF,BSIUL,CHAMERA3,DULHASTI,RSTPSU7,TEHRI,ANTA_RF,AURY_LF,DADRI_CRF,DADRI_GF,DHAULIGNGA,NAPP,NTPL,RIHAND2,SIMHST2,TelanganaSTPP,UNCHAHAR2,DADRI_LF
10,02:15-02:30,20,45.22,0,92,139.68,0,0,8.33,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,0,0,16.48,0,0,29.09,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

11,02:30-02:45,20,45.22,0,92,139.68,0,0,8.33,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,0,0,16.48,0,0,29.09,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

12,02:45-03:00,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,0,0,16.48,0,0,29.09,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

13,03:00-03:15,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,0,0,16.48,0,0,29.09,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

14,03:15-03:30,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,0,0,16.48,0,0,29.09,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

15,03:30-03:45,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,0,0,16.48,0,0,29.09,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

16,03:45-04:00,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,0,0,16.48,0,0,29.09,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

17,04:00-04:15,20,45.22,0,92,139.68,0,0,8.33,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,0,0,16.48,0,0,29.09,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

18,04:15-04:30,20,45.22,0,92,139.68,0,0,8.33,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,0,0,16.48,0,0,29.09,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

19,04:30-04:45,20,45.22,0,92,139.68,0,0,8.33,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,12.78,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,0,0,16.48,0,0,29.09,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

20,04:45-05:00,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,55.77,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,0,0,16.48,0,0,29.09,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

21,05:00-05:15,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,55.77,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,0,0,16.48,0,15.56,29.09,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

22,05:15-05:30,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,55.77,418.77,26.39,4.57,0,0,0,0,18.94,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,0,0,16.48,0,31.13,29.09,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

23,05:30-05:45,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,55.77,418.77,26.39,4.57,0,0,0,0,39.78,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,0,0,16.48,0,31.13,29.09,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

24,05:45-06:00,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,12.78,418.77,26.39,4.57,0,0,0,0,62.22,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,0,0,16.48,0,46.69,29.09,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

25,06:00-06:15,20,45.22,0,92,139.68,0,0,8.33,683.14,14.87,436.2,0,8.87,0,0,3.82,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,82.96,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,1.1,9.68,16.48,0,62.24,28.88,0,0,0,9.13,43.04,0,118.76,0,0,21.19,22.47

26,06:15-06:30,20,45.22,0,92,139.68,0,0,8.33,683.14,14.87,436.2,0,8.87,0,0,16.55,0,0,0,4,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,116.95,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,2.21,0,70.59,66.85,6.52,19.36,16.48,0,62.24,28.88,0,0,0,18.27,43.04,0,118.76,0,0,21.19,22.47

27,06:30-06:45,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,19.72,0,0,16.55,5.27,0,0,26.34,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,10.76,0,11.85,0,0,116.95,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,39.75,0,70.59,66.85,13.04,29.06,32.96,0,62.24,28.88,0,0,0,36.55,43.04,0,118.76,0,0,21.19,22.47

28,06:45-07:00,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,19.72,0,0,16.55,10.54,0,0,26.34,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,10.76,0,28.05,0,0,140.34,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,39.75,0,70.59,66.85,13.04,29.06,32.96,0,62.24,28.88,0,0,0,36.55,43.04,0,118.76,0,0,21.19,22.47

29,07:00-07:15,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,19.72,0,0,16.55,10.54,0,0,26.34,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,28.05,0,0,140.34,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,2.76,0,70.59,66.85,13.04,29.06,32.96,0,62.24,28.88,0,0,0,36.55,43.04,0,118.76,0,0,21.19,22.47

30,07:15-07:30,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,19.72,0,0,16.55,10.54,0,0,26.34,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,28.05,0,0,140.34,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,13.04,29.06,32.96,0,62.24,28.88,0,0,0,36.55,43.04,0,118.76,0,0,21.19,22.47

31,07:30-07:45,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,19.72,0,0,16.55,5.27,0,0,26.34,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,28.05,0,0,116.95,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,13.04,29.06,32.96,0,62.24,28.88,0,0,0,36.55,43.04,0,118.76,0,0,21.19,22.47

32,07:45-08:00,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,19.72,0,0,3.56,0,0,0,26.34,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,28.05,0,0,93.56,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,13.04,29.06,32.96,0,62.24,28.88,0,0,0,36.55,43.04,0,118.76,0,0,21.19,22.47

33,08:00-08:15,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,4,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,12.56,0,0,92.99,0,0,20.56,0,0,0,0,0,0,0,0,52.41,0,1.44,0,70.59,66.85,6.52,9.68,16.48,0,46.69,28.77,0,0,0,18.23,43.04,0,118.76,0,0,21.19,22.47

34,08:15-08:30,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,12.56,0,0,82.96,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.44,0,70.59,66.85,1.1,0,16.48,0,46.69,28.77,0,0,0,9.11,43.04,0,118.76,0,0,21.19,22.47

35,08:30-08:45,20,45.22,0,92,139.68,0,0,3.2,679.98,14.87,434.9,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,62.22,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.44,0,70.59,66.85,0,0,16.48,0,31.13,28.77,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

36,08:45-09:00,20,45.22,0,92,139.68,0,0,3.2,680.51,14.87,434.9,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,37.88,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,2.21,0,70.59,66.85,0,0,16.48,0,15.56,28.77,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

37,09:00-09:15,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,18.94,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,39.75,0,70.59,66.85,0,0,16.48,0,0,28.77,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

38,09:15-09:30,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,39.75,0,70.59,66.85,0,0,16.48,0,0,28.77,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

39,09:30-09:45,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,2.76,0,70.59,66.85,0,0,16.48,0,0,28.77,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

40,09:45-10:00,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.44,0,70.59,66.85,0,0,16.48,0,0,28.77,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

41,10:00-10:15,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.44,0,70.59,66.85,0,0,0,0,0,28.46,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

42,10:15-10:30,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.44,0,70.59,66.85,0,0,0,0,0,28.46,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

43,10:30-10:45,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.44,0,70.59,66.85,0,0,0,0,0,28.46,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

44,10:45-11:00,20,45.22,0,92,139.68,0,0,3.2,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.44,0,70.59,66.85,0,0,0,0,0,28.46,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

45,11:00-11:15,20,45.22,0,92,139.68,0,0,8.33,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,18.83,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,2.21,0,70.59,66.85,0,0,0,0,0,28.46,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

46,11:15-11:30,20,45.22,0,92,139.68,0,0,8.33,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,18.83,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,39.75,0,70.59,66.85,0,0,0,0,0,28.46,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

47,11:30-11:45,20,45.22,0,92,139.68,0,0,3.85,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,18.83,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,39.75,0,70.59,66.85,0,0,0,0,0,28.35,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

48,11:45-12:00,20,45.22,0,92,139.68,0,0,3.85,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,18.83,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,2.76,0,70.59,66.85,0,0,0,0,0,28.35,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

49,12:00-12:15,20,45.22,0,92,139.68,0,0,3.85,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,13.95,418.77,26.39,18.83,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,28.04,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

50,12:15-12:30,20,45.22,0,92,139.68,0,0,3.85,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,55.77,418.77,26.39,18.83,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,28.04,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

51,12:30-12:45,20,45.22,0,92,139.68,0,0,3.85,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,55.77,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,28.04,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

52,12:45-13:00,20,45.22,0,92,139.68,0,0,3.85,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,55.77,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,28.04,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

53,13:00-13:15,20,45.22,0,92,139.68,0,0,3.85,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,55.77,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,28.04,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

54,13:15-13:30,20,45.22,0,92,139.68,0,0,3.85,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,13.36,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,28.04,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

55,13:30-13:45,20,45.22,0,92,139.68,0,0,3.85,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,28.04,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

56,13:45-14:00,20,45.22,0,92,139.68,0,0,3.85,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,28.04,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

57,14:00-14:15,20,45.22,0,92,139.68,0,0,3.85,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,27.93,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

58,14:15-14:30,20,45.22,0,92,139.68,0,0,3.85,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,27.93,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

59,14:30-14:45,20,45.22,0,92,139.68,0,0,5.13,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,27.93,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

60,14:45-15:00,20,45.22,0,92,139.68,0,0,5.13,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,0,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,27.93,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

61,15:00-15:15,20,45.22,0,92,139.68,0,0,5.13,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,27.93,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

62,15:15-15:30,20,45.22,0,92,139.68,0,0,5.13,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,27.93,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

63,15:30-15:45,20,45.22,0,92,139.68,0,0,5.13,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,27.93,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

64,15:45-16:00,20,45.22,0,92,139.68,0,0,5.13,683.14,14.87,436.2,0,8.87,0,0,0,0,0,0,1.87,0,98.87,0,0,0,124.32,0,1.4,418.77,26.39,4.57,0,0,0,0,0,0,0,20.56,0,0,0,0,0,0,0,0,51.14,0,1.66,0,70.59,66.85,0,0,0,0,0,27.93,0,0,0,0,43.04,0,118.76,0,0,21.19,22.47

