Block,Time,L_NR_2019_19,LT-35,LT-05,LT-59,L_NR_2012_07,LT-31,L_NR_2020_02,L_NR_2012_04,SH-06,L_NR_2012_02,LT_MEJA_Delhi,LT-36,L_NR_2019_11,SH-07,L_NR_2012_01,L_NR_2022_10,L_NR_2020_05,L_NR_2022_09,L_NR_2019_07,L_NR_2019_06,L_NR_2020_07,L_NR_2022_08,L_NR_2020_06,L_NR_2019_05,L_NR_2018_61,L_NR_2021_17,L_NR_2021_14,L_NR_2021_16,L_NR_2021_15,L_NR_2021_12,L_NR_2021_13
11,02:30-02:45,0.000000,0.000000,115.290000,6.200000,86.890000,0.000000,7.220000,270.930000,7.310000,130.330000,6.450000,0.000000,6.510000,7.310000,100.910000,73.27,112.92,73.27,0,0,37.64,23.78,37.64,0,6.82,0,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,115.290000,6.200000,86.890000,0.000000,7.220000,270.930000,7.310000,130.330000,6.450000,0.000000,6.510000,7.310000,100.910000,73.14,114.68,73.14,0,0,38.21,23.82,38.23,0,6.9,0,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,115.290000,5.960000,63.170000,0.000000,7.130000,270.930000,22.940000,106.250000,5.940000,0.000000,6.280000,22.940000,100.910000,73.03,115.82,73.03,0,0,38.61,23.8,38.61,0,6.85,0,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,115.290000,5.960000,63.170000,0.000000,7.130000,270.930000,24.370000,90.730000,5.620000,0.000000,6.280000,24.370000,100.910000,73.26,115.71,73.26,0,0,38.56,23.72,38.57,0,6.82,0,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,115.290000,5.960000,63.170000,0.000000,7.130000,270.930000,24.370000,90.730000,5.290000,0.000000,6.280000,24.370000,100.910000,73.03,115.74,73.03,0,0,38.58,23.21,38.58,0,6.87,0,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,115.290000,5.960000,63.170000,0.000000,7.130000,270.930000,24.370000,90.730000,4.960000,0.000000,6.280000,24.370000,100.910000,73.08,115.47,73.08,0,0,38.49,22.54,38.49,0,6.92,0,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,115.290000,5.960000,63.170000,0.000000,7.130000,270.930000,24.370000,90.730000,4.630000,0.000000,6.280000,24.370000,100.910000,73.01,115.73,73.01,0,0,38.57,22.11,38.58,0,6.94,0,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,115.290000,5.960000,63.170000,0.000000,7.130000,270.930000,24.370000,90.730000,4.310000,0.000000,6.280000,24.370000,100.910000,73.03,115.89,73.03,0,0,38.62,21.59,38.63,0,6.98,0,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,115.290000,5.960000,63.170000,0.000000,7.130000,270.930000,24.370000,90.730000,3.970000,0.000000,6.280000,24.370000,100.910000,71.31,115.51,71.31,0,0,38.51,20.79,38.5,0,6.93,0,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,115.290000,5.960000,63.170000,0.000000,7.130000,270.930000,24.370000,90.730000,3.790000,0.000000,6.280000,24.370000,100.910000,68.92,115.79,68.92,0,0,38.59,20.31,38.6,0,6.93,0,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,115.290000,5.960000,63.170000,0.000000,6.950000,270.930000,24.370000,90.730000,3.760000,0.000000,6.130000,24.370000,100.910000,63.45,108.33,63.45,0,0,36.11,17.11,36.11,0,6.9,0,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,115.290000,5.960000,63.170000,0.000000,6.950000,270.930000,24.370000,90.730000,3.760000,0.000000,6.130000,24.370000,100.910000,63,101.78,63,0,0,33.92,16.93,33.93,0,6.88,0,0,0,0,0,0

23,05:30-05:45,0.620000,0.000000,115.290000,5.960000,63.170000,0.000000,6.950000,270.930000,24.370000,90.730000,3.760000,0.000000,6.130000,24.370000,100.910000,62.51,95.22,62.51,0,0,31.75,16.67,31.74,0,6.9,0,0,0,0,0,0

24,05:45-06:00,4.590000,0.000000,115.290000,5.960000,63.170000,0.000000,6.950000,270.930000,24.370000,90.730000,3.760000,0.000000,6.130000,24.370000,100.910000,62.84,91.79,62.84,0,0,30.59,16.45,30.6,0,6.91,0.46,0,0.92,0,0,0

25,06:00-06:15,9.310000,0.110000,115.290000,5.810000,63.170000,0.110000,6.950000,270.930000,24.900000,90.730000,3.760000,0.110000,6.130000,24.900000,100.910000,62.69,93.9,62.69,1.45,15.69,31.3,16.09,31.3,15.29,6.83,1.55,0.03,3.09,0.65,2.15,0.43

26,06:15-06:30,14.340000,0.400000,115.290000,5.810000,63.170000,0.400000,6.950000,270.930000,24.900000,90.730000,3.760000,0.410000,6.130000,24.900000,100.910000,62.59,94.86,62.59,4.02,26.2,31.63,15.83,31.62,24.62,6.94,3,0.03,6,1.76,6.89,1.38

27,06:30-06:45,20.060000,0.960000,115.290000,5.810000,63.170000,0.960000,6.950000,270.930000,24.900000,90.730000,3.760000,0.990000,6.130000,24.900000,100.910000,58.33,87.82,58.33,11.64,33,29.29,12.53,29.27,33,6.9,4.83,1.24,9.67,3.15,13.08,2.61

28,06:45-07:00,27.080000,1.580000,115.290000,5.810000,63.170000,1.580000,6.950000,270.930000,24.900000,90.730000,3.760000,1.620000,6.130000,24.900000,100.910000,58.65,88.47,58.65,18,30.72,29.5,12.66,29.49,30.73,6.99,4.67,3.66,9.33,5.03,21.06,4.21

29,07:00-07:15,35.010000,2.390000,115.290000,5.660000,50.740000,2.390000,6.760000,270.930000,26.000000,73.060000,3.770000,2.440000,6.130000,26.000000,52.980000,59.8,89.93,59.8,26.48,26.49,29.96,12.88,29.98,26.48,6.86,4.67,7.16,9.33,7.4,31.57,6.31

30,07:15-07:30,43.580000,3.350000,115.290000,5.660000,50.740000,3.350000,6.760000,270.930000,26.000000,73.060000,3.770000,3.420000,6.130000,26.000000,52.980000,61.89,91,61.89,26.48,26.49,30.33,13.67,30.34,26.48,6.8,12.67,11.93,25.33,10.21,43.62,8.72

31,07:30-07:45,51.730000,4.380000,115.290000,5.660000,50.740000,4.380000,6.760000,270.930000,26.000000,73.060000,3.770000,4.480000,6.130000,26.000000,52.980000,53.45,93.47,53.45,26.48,26.49,31.16,14.55,31.16,26.48,6.99,16.66,17.83,33.34,13.2,57.5,11.5

32,07:45:08:00,59.590000,5.470000,70.310000,5.660000,31.790000,5.470000,6.760000,270.930000,26.000000,49.390000,3.770000,5.610000,6.130000,26.000000,52.980000,55.99,75.78,55.99,26.48,26.49,25.26,15.33,25.26,26.48,6.82,19.33,24.55,38.67,16.39,74.2,14.84

33,08:00-08:15,66.920000,6.640000,70.310000,5.430000,31.790000,6.640000,6.400000,231.190000,26.000000,49.390000,3.770000,6.800000,6.130000,26.000000,52.980000,59.78,77.67,59.78,32,32,25.88,15.98,25.89,32,6.81,22,31.99,44,21.38,91.58,18.32

34,08:15-08:30,74.650000,7.830000,70.310000,5.430000,31.260000,7.830000,6.400000,192.660000,26.000000,49.390000,3.770000,8.020000,6.130000,26.000000,52.980000,65.61,83.35,65.61,32,32,27.79,17.45,27.78,32,7,25.33,40.11,50.67,24.96,107.36,21.47

35,08:30-08:45,82.820000,9.000000,70.310000,5.430000,31.260000,9.000000,6.400000,149.000000,26.000000,49.390000,3.770000,9.230000,6.130000,26.000000,52.980000,69.52,91.42,69.52,32,32,30.48,20.05,30.47,32,6.86,31,46.04,62,28.18,125.29,25.06

36,08:45:09:00,91.130000,10.130000,70.310000,5.430000,31.260000,10.130000,6.400000,149.000000,26.000000,49.390000,3.770000,10.380000,6.130000,26.000000,52.980000,72.88,98.5,72.88,32,32,32.84,22.14,32.83,32,6.98,34.66,53.16,69.34,31.09,143.86,28.77

37,09:00:09:15,99.280000,11.150000,70.310000,5.430000,31.260000,11.150000,6.400000,149.000000,26.000000,49.390000,3.770000,11.430000,6.130000,26.000000,52.980000,73.16,106.35,73.16,32,32,35.45,23,35.45,32,6.99,37,58.92,74,33.72,161.86,32.37

38,09:15-09:30,106.320000,12.030000,70.310000,5.430000,31.260000,12.030000,6.400000,192.660000,26.000000,49.390000,3.770000,12.330000,6.130000,26.000000,52.980000,73.04,112.51,73.04,32,32,37.5,23.74,37.51,32,6.85,39.33,65.02,78.67,35.98,179.92,35.98

39,09:30-09:45,112.510000,12.880000,70.310000,5.430000,31.260000,12.880000,6.400000,231.190000,26.000000,49.390000,3.770000,13.210000,6.130000,26.000000,52.980000,73.28,112.18,73.28,32,32,37.39,24.56,37.39,32,6.94,41.66,70.44,83.34,38.16,185.93,37.18

40,09:45-10:00,118.460000,13.620000,70.310000,5.430000,30.980000,13.620000,6.400000,270.930000,26.000000,70.680000,3.770000,13.970000,6.130000,26.000000,52.980000,73.09,112.34,73.09,32,32,37.44,24.98,37.45,32,6.9,44.33,75.16,88.67,40.31,199.31,39.86

41,10:00-10:15,123.130000,14.300000,70.310000,5.280000,31.260000,14.300000,5.840000,270.930000,26.000000,47.830000,3.740000,14.670000,0.000000,26.000000,52.980000,73.03,112.07,73.03,32,32,37.35,25.19,37.36,32,6.96,46,79.71,92,42.05,212.38,42.48

42,10:15-10:30,126.290000,14.900000,70.310000,5.280000,31.260000,14.900000,5.840000,270.930000,26.000000,47.830000,3.740000,15.280000,0.000000,26.000000,52.980000,73.21,111.82,73.21,32,32,37.29,24.91,37.27,32,6.98,47.33,83.98,94.67,43.32,222.3,44.46

43,10:30-10:45,129.360000,15.420000,70.310000,1.940000,31.260000,15.420000,5.840000,270.930000,26.000000,48.430000,3.730000,15.810000,0.000000,26.000000,52.980000,73.16,111.88,73.16,32,32,37.3,21.87,37.29,32,6.85,49,78.19,98,44.37,191.88,38.37

44,10:45-11:00,132.520000,15.860000,70.310000,1.940000,31.260000,15.860000,5.840000,270.930000,26.000000,48.430000,3.730000,16.260000,0.000000,26.000000,52.980000,73.12,111.73,73.12,32,32,37.25,22.06,37.24,32,6.91,49.33,80.11,98.67,45.22,200.21,40.04

45,11:00-11:15,133.880000,16.240000,70.310000,1.550000,31.260000,16.240000,5.690000,270.930000,26.000000,48.430000,3.730000,16.640000,0.000000,26.000000,52.980000,73.13,111.79,73.13,32,32,37.27,22,37.26,32,6.98,49.33,82.18,98.67,44.43,208.54,41.71

46,11:15-11:30,132.770000,16.540000,70.310000,3.870000,31.260000,16.540000,5.690000,270.930000,26.000000,48.430000,3.730000,16.950000,0.000000,26.000000,52.980000,73.15,112.06,73.15,32,32,37.35,22.09,37.35,32,6.81,49.33,84.85,98.67,45.14,241.67,48.33

47,11:30-11:45,131.070000,16.780000,70.310000,5.270000,50.210000,16.780000,5.690000,270.930000,26.000000,72.350000,3.730000,17.190000,0.000000,26.000000,52.980000,73.01,112.1,73.01,32,32,37.35,21.99,37.37,32,6.96,49.66,86.85,99.34,45.7,250,50

48,11:45-12:00,128.220000,15.600000,70.310000,5.270000,50.210000,15.600000,5.690000,270.930000,26.000000,72.350000,3.730000,16.000000,0.000000,26.000000,52.980000,73.33,111.86,73.33,32,32,37.28,24.26,37.29,32,6.99,49.66,86.85,99.34,46.2,250,50

49,12:00-12:15,130.210000,15.710000,70.310000,5.270000,50.210000,15.710000,5.560000,270.930000,26.000000,72.350000,3.730000,16.100000,0.000000,26.000000,52.980000,73.23,111.76,73.23,32,32,37.26,24.3,37.25,32,6.98,49.33,86.85,98.67,46.57,250,50

50,12:15-12:30,122.700000,15.790000,70.310000,5.270000,50.210000,15.790000,5.560000,270.930000,26.000000,72.350000,3.730000,16.180000,0.000000,26.000000,52.980000,73.25,111.96,73.25,32,32,37.33,24.28,37.32,32,7.04,49.33,86.85,98.67,46.76,250,50

51,12:30-12:45,121.540000,15.830000,70.310000,5.270000,50.210000,15.830000,5.560000,270.930000,26.000000,72.350000,3.730000,16.230000,0.000000,26.000000,52.980000,73.33,120.3,73.33,32,32,40.1,24.48,40.1,32,7.26,49.66,86.85,99.34,45.82,250,50

52,12:45-13:00,120.920000,15.720000,70.310000,5.270000,50.210000,15.720000,5.560000,270.930000,26.000000,72.350000,3.740000,16.110000,0.000000,26.000000,52.980000,73.3,120.17,73.3,32,32,40.04,24.41,40.06,32,8.16,50,86.85,100,45.76,241.67,48.33

53,13:00-13:15,120.320000,15.660000,70.310000,5.270000,50.230000,15.660000,5.460000,270.930000,26.000000,72.390000,3.740000,16.060000,0.000000,26.000000,50.090000,73.2,120.61,73.2,32,32,40.21,24.45,40.2,32,9.14,50,86.85,100,45.55,241.67,48.33

54,13:15-13:30,120.390000,15.510000,70.310000,5.270000,50.590000,15.510000,5.460000,270.930000,26.000000,72.010000,3.740000,15.890000,0.000000,26.000000,50.090000,73.05,120.39,73.05,32,32,40.14,24.48,40.13,32,10.17,50,86.85,100,45.22,241.67,48.33

55,13:30-13:45,122.050000,15.280000,70.310000,5.270000,50.590000,15.280000,5.460000,270.930000,26.000000,90.030000,3.730000,15.660000,0.000000,26.000000,50.090000,73.31,120.33,73.31,32,32,40.12,24.34,40.11,32,11.67,49.33,86.85,98.67,44.74,241.67,48.33

56,13:45-14:00,117.740000,15.020000,115.290000,5.270000,50.590000,15.020000,5.460000,270.930000,26.000000,81.020000,3.730000,15.390000,0.000000,26.000000,60.110000,73.11,120.45,73.11,32,32,40.15,24.45,40.15,32,13.28,48,84.82,96,44.12,241.67,48.33

57,14:00-14:15,112.590000,14.620000,115.290000,5.580000,62.610000,14.620000,5.560000,270.930000,25.730000,90.030000,3.730000,14.990000,0.000000,25.730000,100.910000,73.13,120.29,73.13,32,32,40.08,24.49,40.1,32,14.83,47,82.86,94,42.94,241.67,48.33

58,14:15-14:30,106.780000,14.070000,115.290000,5.580000,62.610000,14.070000,5.560000,270.930000,25.730000,96.520000,3.730000,14.430000,0.000000,25.730000,100.910000,73.01,120.52,73.01,32,32,40.17,24.52,40.17,32,16.81,46,80.83,92,41.84,241.67,48.33

59,14:30-14:45,99.660000,13.610000,115.290000,5.580000,71.890000,13.610000,5.560000,270.930000,25.730000,127.910000,4.220000,13.960000,0.000000,25.730000,100.910000,73.2,120.6,73.2,32,32,40.19,24.47,40.2,32,19.34,45.33,78.34,90.67,40.67,241.67,48.33

60,14:45-15:00,92.190000,13.240000,115.290000,5.580000,86.890000,13.240000,5.560000,270.930000,25.730000,130.330000,4.560000,13.560000,0.000000,25.730000,100.910000,73.02,120.31,73.02,32,32,40.11,24.48,40.1,32,21.8,44.33,76.75,88.67,39.43,237.44,47.49

61,15:00-15:15,90.720000,12.530000,115.290000,3.100000,86.890000,12.530000,5.740000,270.930000,24.820000,130.330000,4.890000,12.830000,0.000000,24.820000,100.910000,73.01,120.29,73.01,32,32,40.08,24.47,40.1,32,24.19,42,73.11,84,38,228.35,45.67

62,15:15-15:30,83.820000,11.910000,115.290000,5.280000,86.890000,11.910000,5.740000,270.930000,24.820000,130.330000,5.230000,12.210000,0.000000,24.820000,100.910000,73.15,120.26,73.15,32,32,40.09,24.5,40.09,32,26.46,39.33,68.92,78.67,36.34,217.66,43.53

63,15:30-15:45,76.420000,11.210000,115.290000,5.280000,86.890000,11.210000,5.740000,270.930000,22.400000,130.330000,5.560000,11.490000,0.000000,22.400000,100.910000,73.01,106.06,73.01,32,32,35.36,24.22,35.35,32,27.51,36.66,61.13,73.34,32.29,203.83,40.76

64,15:45-16:00,68.810000,9.270000,115.290000,5.280000,86.890000,9.270000,5.740000,270.930000,22.400000,130.330000,5.890000,9.500000,0.000000,22.400000,100.910000,73.3,106.16,73.3,32,32,35.38,24.3,35.39,32,28.27,34.33,56.38,68.67,30.06,187.6,37.52

65,16:00-16:15,61.420000,8.470000,115.290000,5.280000,86.890000,8.470000,6.020000,270.930000,22.400000,130.330000,6.200000,8.680000,0.000000,22.400000,100.910000,73.31,106.66,73.31,32,32,35.56,24.25,35.55,32,29.09,32,51.62,64,27.63,172.2,34.44

66,16:15-16:30,53.480000,7.680000,115.290000,5.280000,86.890000,7.680000,6.020000,270.930000,22.400000,130.330000,6.490000,7.870000,0.000000,22.400000,100.910000,73.25,107.03,73.25,32,32,35.66,21.56,35.68,32,29.49,29.66,46.82,59.34,25.01,157.05,31.41

67,16:30-16:45,44.470000,6.840000,115.290000,5.280000,86.890000,6.840000,6.020000,270.930000,22.400000,130.330000,6.540000,7.010000,0.000000,22.400000,100.910000,58.54,90.13,58.54,32,32,30.05,21.59,30.04,32,28.68,26,41.54,52,22.48,139.01,27.8

68,16:45-17:00,35.610000,6.010000,115.290000,5.280000,86.890000,6.010000,6.020000,270.930000,22.400000,130.330000,6.540000,6.160000,0.000000,22.400000,100.910000,59.17,90.49,59.17,32,32,30.16,21.63,30.16,32,28.24,24,35.86,48,19.8,122.33,24.46

69,17:00-17:15,27.850000,5.140000,115.290000,5.040000,86.890000,5.140000,6.300000,270.930000,22.400000,130.330000,6.540000,5.260000,0.000000,22.400000,100.910000,59.88,92.04,59.88,25,33,30.69,21.66,30.68,33,28.88,20.33,29.9,40.67,16.7,103.94,20.79

70,17:15-17:30,21.370000,4.180000,115.290000,5.040000,86.890000,4.180000,6.300000,270.930000,22.400000,130.330000,6.540000,4.290000,0.000000,22.400000,100.910000,60.42,93.69,60.42,15,33,31.24,21.67,31.23,33,28.98,16.67,24.22,33.34,13.86,87.59,17.52

71,17:30-17:45,15.870000,3.320000,115.290000,5.040000,86.890000,3.320000,6.300000,270.930000,22.400000,130.330000,6.540000,3.410000,0.000000,22.400000,100.910000,60.88,95.15,60.88,8.74,27.8,31.72,21.7,31.72,21.96,28.66,14.67,18.46,29.33,11.12,69.73,13.95

72,17:45-18:00,10.980000,2.580000,115.290000,5.040000,86.890000,2.580000,6.300000,270.930000,22.400000,130.330000,6.540000,2.650000,0.000000,22.400000,100.910000,60.28,96.5,60.28,2.7,17.04,32.15,18.72,32.17,13.44,28.32,10.67,12.99,21.33,8.46,51.63,10.33

73,18:00-18:15,6.790000,1.760000,115.290000,5.270000,86.890000,1.760000,6.670000,270.930000,22.400000,130.330000,6.540000,1.810000,0.000000,22.400000,100.910000,60.59,95.64,60.59,0,0,31.87,18.71,31.88,0,27.49,8.33,8.33,16.67,6.14,37.07,7.41

74,18:15-18:30,3.620000,1.200000,115.290000,5.270000,86.890000,1.200000,6.670000,270.930000,22.400000,130.330000,6.540000,1.230000,0.000000,22.400000,100.910000,60.18,94.43,60.18,0,0,31.46,18.66,31.48,0,27.64,5.67,4.81,11.33,4.19,24.76,4.95

75,18:30-18:45,1.790000,0.000000,115.290000,6.040000,86.890000,0.000000,5.560000,270.930000,22.400000,130.330000,6.540000,0.000000,0.000000,22.400000,100.910000,60.73,75.74,60.73,0,0,25.25,18.84,25.24,0,31.03,2.67,2.4,5.33,2.13,15.7,3.14

76,18:45-19:00,0.610000,0.000000,115.290000,6.040000,86.890000,0.000000,5.560000,270.930000,22.400000,130.330000,6.540000,0.000000,0.000000,22.400000,100.910000,61.43,74.26,61.43,0,0,24.76,19.43,24.75,0,31.01,1.67,0.74,3.33,0.76,8.76,1.75

77,19:00-19:15,0.000000,0.000000,115.290000,6.200000,86.890000,0.000000,5.920000,270.930000,22.130000,130.330000,6.540000,0.000000,6.900000,22.130000,100.910000,60.38,72.09,60.38,0,0,24.03,19.75,24.03,0,30.2,0.67,0.03,1.33,0.03,3.68,0.73

78,19:15-19:30,0.000000,0.000000,115.290000,6.200000,86.890000,0.000000,5.920000,270.930000,22.130000,130.330000,6.540000,0.000000,6.900000,22.130000,100.910000,60.1,71.95,60.1,0,0,23.99,19.95,23.98,0,29.88,0,0,0,0,0.1,0.02

79,19:30-19:45,0.000000,0.000000,115.290000,6.200000,86.890000,0.000000,5.920000,270.930000,20.950000,130.330000,6.540000,0.000000,6.900000,20.950000,100.910000,58.93,72.89,58.93,0,0,24.28,19.55,24.3,0,29.51,0,0,0,0,0,0

80,19:45-20:00,0.000000,0.000000,115.290000,5.810000,86.890000,0.000000,5.920000,270.930000,20.950000,130.330000,6.540000,0.000000,6.900000,20.950000,100.910000,58.51,73.33,58.51,0,0,24.46,19.22,24.44,0,27.86,0,0,0,0,0,0

81,20:00-20:15,0.000000,0.000000,115.290000,5.810000,86.890000,0.000000,5.920000,270.930000,9.770000,130.330000,6.540000,0.000000,6.670000,29.860000,100.910000,58.62,85.16,58.62,0,0,28.38,18.85,28.39,0,26.57,0,0,0,0,0,0

82,20:15-20:30,0.000000,0.000000,115.290000,5.810000,86.890000,0.000000,5.920000,270.930000,9.770000,130.330000,6.540000,0.000000,6.670000,29.860000,100.910000,58.8,84.82,58.8,0,0,28.29,18.37,28.27,0,24.8,0,0,0,0,0,0

83,20:30-20:45,0.000000,0.000000,115.290000,5.810000,86.890000,0.000000,5.920000,270.930000,9.770000,130.330000,6.540000,0.000000,6.670000,29.860000,100.910000,59.03,82.82,59.03,0,0,27.61,18.06,27.61,0,20.87,0,0,0,0,0,0

84,20:45-21:00,0.000000,0.000000,115.290000,5.810000,86.890000,0.000000,5.920000,270.930000,9.770000,130.330000,6.540000,0.000000,6.670000,29.860000,100.910000,58.49,80.66,58.49,0,0,26.88,17.97,26.89,0,12.07,0,0,0,0,0,0

85,21:00-21:15,0.000000,0.000000,115.290000,5.290000,86.890000,0.000000,5.740000,270.930000,7.840000,130.330000,6.540000,0.000000,6.670000,29.860000,100.910000,59.73,79.82,59.73,0,0,26.61,18.3,26.61,0,11.63,0,0,0,0,0,0

86,21:15-21:30,0.000000,0.000000,115.290000,5.290000,86.890000,0.000000,5.740000,270.930000,7.840000,130.330000,6.540000,0.000000,6.670000,29.860000,100.910000,54.22,79.75,54.22,0,0,26.59,15.89,26.58,0,10.74,0,0,0,0,0,0

87,21:30-21:45,0.000000,0.000000,115.290000,5.290000,86.890000,0.000000,5.740000,270.930000,7.840000,130.330000,6.540000,0.000000,5.520000,29.860000,100.910000,53.5,80.19,53.5,0,0,26.73,15.46,26.73,0,10.04,0,0,0,0,0,0

88,21:45-22:00,0.000000,0.000000,115.290000,5.290000,86.890000,0.000000,5.740000,270.930000,7.840000,130.330000,6.540000,0.000000,5.520000,29.860000,100.910000,52.99,80.32,52.99,0,0,26.79,14.88,26.77,0,9.46,0,0,0,0,0,0

89,22:00-22:15,0.000000,0.000000,115.290000,5.290000,86.890000,0.000000,5.560000,270.930000,5.100000,130.330000,6.540000,0.000000,5.520000,30.340000,100.910000,53.56,79.99,53.56,0,0,26.67,13.91,26.66,0,9.66,0,0,0,0,0,0

90,22:15-22:30,0.000000,0.000000,115.290000,5.290000,86.890000,0.000000,5.560000,270.930000,5.100000,130.330000,6.540000,0.000000,5.520000,30.340000,100.910000,53.5,69.11,53.5,0,0,23.02,13.36,23.04,0,9.04,0,0,0,0,0,0

91,22:30-22:45,0.000000,0.000000,115.290000,5.290000,86.890000,0.000000,5.560000,270.930000,5.100000,130.330000,6.540000,0.000000,5.520000,30.340000,100.910000,52.59,68.17,52.59,0,0,22.73,10.11,22.72,0,13.41,0,0,0,0,0,0

92,22:45-23:00,0.000000,0.000000,115.290000,5.290000,86.890000,0.000000,5.560000,270.930000,5.100000,130.330000,6.540000,0.000000,5.520000,30.340000,100.910000,48.16,68.14,48.16,0,0,22.71,10.11,22.71,0,13.19,0,0,0,0,0,0

93,23:00-23:15,0.000000,0.000000,115.290000,5.290000,86.890000,0.000000,5.560000,270.930000,5.100000,130.330000,6.540000,0.000000,5.370000,30.340000,100.910000,48.39,68.04,48.39,0,0,22.67,10.01,22.68,0,12.77,0,0,0,0,0,0

94,23:15-23:30,0.000000,0.000000,115.290000,5.290000,86.890000,0.000000,5.560000,270.930000,5.100000,130.330000,6.540000,0.000000,5.370000,30.340000,100.910000,48.7,65.21,48.7,0,0,21.72,9.95,21.74,0,12.25,0,0,0,0,0,0

95,23:30-23:45,0.000000,0.000000,115.290000,5.290000,86.890000,0.000000,5.560000,270.930000,5.100000,130.330000,6.540000,0.000000,5.370000,30.340000,100.910000,49.11,62.21,49.11,0,0,20.72,9.95,20.74,0,11.41,0,0,0,0,0,0

96,23:45-24:00,0.000000,0.000000,115.290000,5.290000,86.890000,0.000000,5.560000,270.930000,5.100000,130.330000,6.540000,0.000000,5.370000,30.340000,100.910000,48.92,61.99,48.92,0,0,20.66,9.44,20.66,0,10.38,0,0,0,0,0,0

