Block,Time,L_NR_2012_02,L_NR_2019_11,LT-59,LT-36,L_NR_2012_04,LT-05,SH-07,SH-06,LT_MEJA_Delhi,L_NR_2012_07,LT-31,L_NR_2020_02,L_NR_2019_19,LT-35,L_NR_2012_01,L_NR_2021_17,L_NR_2020_07,L_NR_2021_13,L_NR_2022_10,L_NR_2021_14,L_NR_2019_06,L_NR_2019_05,L_NR_2019_07,L_NR_2021_16,L_NR_2020_06,L_NR_2018_61,L_NR_2021_15,L_NR_2022_09,L_NR_2022_08,L_NR_2021_12,L_NR_2020_05
8,01:45-02:00,260.720000,5.600000,4.740000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,86.910000,0.000000,4.820000,0.000000,0.000000,100.930000,0,30.8,0,63.99,0,0,0,0,0,30.8,7.3,0,63.99,17.74,0,92.4

9,02:00-02:15,260.720000,5.520000,4.740000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,86.910000,0.000000,4.720000,0.000000,0.000000,100.930000,0,32.52,0,64.08,0,0,0,0,0,32.51,7.36,0,64.08,18.24,0,97.53

10,02:15-02:30,260.720000,5.520000,4.740000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,86.910000,0.000000,4.720000,0.000000,0.000000,100.930000,0,32.34,0,64.08,0,0,0,0,0,32.34,7.37,0,64.08,17.71,0,97.02

11,02:30-02:45,260.720000,5.520000,5.010000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,86.910000,0.000000,4.720000,0.000000,0.000000,100.930000,0,32.17,0,64.11,0,0,0,0,0,32.19,7.31,0,64.11,17.97,0,96.56

12,02:45-03:00,260.720000,5.520000,5.010000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,86.910000,0.000000,4.720000,0.000000,0.000000,100.930000,0,32.03,0,63.88,0,0,0,0,0,32.03,7.25,0,63.88,18.2,0,96.1

13,03:00-03:15,260.720000,5.520000,5.010000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,81.490000,0.000000,4.630000,0.000000,0.000000,100.930000,0,31.08,0,63.99,0,0,0,0,0,31.1,7.33,0,63.99,18.38,0,93.29

14,03:15-03:30,260.720000,5.520000,5.010000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,66.080000,0.000000,4.630000,0.000000,0.000000,100.930000,0,31.06,0,63.82,0,0,0,0,0,31.05,7.24,0,63.82,14.55,0,93.16

15,03:30-03:45,260.720000,5.520000,5.010000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,63.190000,0.000000,4.630000,0.000000,0.000000,100.930000,0,25.98,0,63.96,0,0,0,0,0,25.97,9.47,0,63.96,14.47,0,77.92

16,03:45-04:00,260.720000,5.520000,5.010000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,63.190000,0.000000,4.630000,0.000000,0.000000,100.930000,0,25.84,0,64.07,0,0,0,0,0,25.83,9.24,0,64.07,14.41,0,77.5

17,04:00-04:15,260.720000,5.520000,5.010000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,63.190000,0.000000,4.490000,0.000000,0.000000,100.930000,0,25.74,0,63.52,0,0,0,0,0,25.73,9,0,63.52,10.13,0,77.2

18,04:15-04:30,238.340000,5.520000,5.010000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,63.190000,0.000000,4.490000,0.000000,0.000000,100.930000,0,25.71,0,62.71,0,0,0,0,0,25.7,14.74,0,62.71,9.87,0,77.11

19,04:30-04:45,233.520000,5.520000,5.010000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,63.190000,0.000000,4.490000,0.000000,0.000000,100.930000,0,25.73,0,61.78,0,0,0,0,0,25.73,14.36,0,61.78,9.66,0,77.2

20,04:45-05:00,225.820000,5.520000,5.010000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,63.190000,0.000000,4.490000,0.000000,0.000000,100.930000,0,25.84,0,61.05,0,0,0,0,0,25.83,13.98,0,61.05,9.33,0,77.5

21,05:00-05:15,198.840000,5.440000,5.010000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,63.190000,0.000000,4.360000,0.000000,0.000000,100.930000,0,27.71,0,59.7,0,0,0,0,0,27.73,13.57,0,59.7,9.23,0,83.18

22,05:15-05:30,198.840000,5.440000,5.010000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,63.190000,0.000000,4.360000,0.000000,0.000000,100.930000,0,27.53,0,58.62,0,0,0,0,0,27.53,13.21,0,58.62,9.13,0,82.59

23,05:30-05:45,198.840000,5.440000,5.010000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,63.190000,0.000000,4.360000,0.470000,0.000000,100.930000,0,26.68,0,57.05,0,0,0,0,0,26.7,12.23,0,57.05,9.11,0,80.09

24,05:45-06:00,208.470000,5.440000,5.010000,0.000000,270.980000,33.090000,30.830000,30.830000,6.370000,63.190000,0.000000,4.360000,3.800000,0.000000,100.930000,0.31,25.94,0,55.65,0,0,0,0,0.62,25.95,11.26,0,55.65,13.35,0,77.85

25,06:00-06:15,260.720000,5.440000,5.010000,0.050000,270.980000,33.090000,30.830000,30.830000,6.370000,63.190000,0.110000,4.220000,8.170000,0.100000,100.930000,1.3,25.62,0.36,54.6,0.03,6.17,2.58,4.31,2.6,25.62,7.25,0.52,54.6,13.27,1.81,76.86

26,06:15-06:30,260.720000,5.440000,5.010000,0.230000,270.980000,57.850000,30.830000,30.830000,6.370000,63.190000,0.360000,4.220000,13.510000,0.410000,100.930000,2.74,25.39,1.27,58.63,0.03,13.08,7.45,10.17,5.48,25.39,7.21,1.44,58.63,13.06,6.36,76.18

27,06:30-06:45,260.720000,5.440000,5.010000,0.650000,270.980000,33.090000,30.830000,30.830000,6.370000,50.750000,0.960000,4.220000,19.890000,1.040000,72.020000,4.63,28.39,2.41,56.59,1.29,21.56,14.44,20.88,9.25,28.39,7.19,2.72,56.59,12.7,12.08,85.18

28,06:45-07:00,257.610000,5.440000,5.010000,1.110000,270.980000,33.090000,30.830000,30.830000,6.370000,50.750000,1.090000,4.220000,27.940000,1.090000,100.930000,7.09,28.05,3.98,54.93,3.81,32.12,26.2,32.13,14.19,28.04,7.25,4.56,54.93,12.56,19.88,84.13

29,07:00-07:15,199.150000,5.440000,4.820000,1.910000,270.980000,33.090000,30.830000,30.830000,6.370000,50.750000,1.870000,4.220000,37.160000,1.870000,46.250000,11,27.51,6.32,51.47,7.46,30.15,30.15,30.15,22,27.51,7.25,7.07,51.47,12.19,31.63,82.53

30,07:15-07:30,178.910000,5.440000,4.820000,2.930000,270.980000,33.090000,30.830000,30.830000,6.370000,50.750000,2.860000,4.220000,47.230000,2.860000,46.250000,14.33,25.9,9.36,48.54,12.43,30.15,30.15,30.15,28.67,25.91,7.19,10.22,48.54,12.12,46.79,77.72

31,07:30-07:45,178.910000,4.900000,4.820000,4.260000,270.980000,33.090000,30.830000,30.830000,5.920000,50.750000,4.160000,4.220000,57.630000,4.160000,46.250000,19.33,23.82,12.97,56.18,18.58,30.15,30.15,30.15,38.67,23.81,7.22,13.47,56.18,11.51,64.84,71.44

32,07:45:08:00,178.910000,4.900000,4.820000,5.570000,270.980000,33.090000,30.830000,30.830000,6.370000,50.750000,5.440000,4.220000,67.320000,5.440000,46.250000,24.33,22.18,16.81,54.18,25.57,30.15,30.15,30.15,48.67,22.17,7.26,16.86,54.18,10.96,84.08,66.52

33,08:00-08:15,163.500000,4.750000,4.820000,6.820000,270.980000,33.090000,30.830000,30.830000,5.290000,50.750000,6.660000,4.080000,75.570000,6.660000,46.250000,25.66,20.44,20.9,50.84,33.32,32,32,32,51.34,20.44,7.14,23.82,50.84,9.72,104.53,61.31

34,08:15-08:30,163.500000,4.750000,4.820000,8.090000,270.980000,33.090000,30.830000,30.830000,3.770000,50.750000,7.890000,4.080000,83.960000,7.890000,46.250000,27.66,18.6,24.88,48.84,41.78,32,32,32,55.34,18.6,7.1,27.87,48.84,8.76,124.38,55.8

35,08:30-08:45,163.500000,4.750000,4.820000,9.180000,270.980000,33.090000,30.830000,30.830000,3.730000,50.750000,8.960000,4.080000,93.050000,8.960000,46.250000,31,17.12,28.71,47.61,47.96,32,32,32,62,17.1,7.29,31.66,47.61,7.96,143.57,51.31

36,08:45:09:00,198.840000,4.750000,4.820000,10.500000,270.980000,33.090000,30.830000,30.830000,3.720000,50.750000,10.240000,4.080000,102.250000,10.240000,46.250000,34.66,16.85,32.4,46.18,55.38,32,32,32,69.34,16.85,7.21,34.95,46.18,7.2,162.03,50.54

37,09:00:09:15,157.710000,4.750000,4.820000,11.600000,270.980000,33.090000,29.870000,29.870000,3.280000,32.760000,11.320000,4.630000,111.010000,11.320000,46.250000,37,17.87,35.89,44.82,61.37,32,32,32,74,17.86,7.15,37.55,44.82,7.33,179.47,53.58

38,09:15-09:30,157.710000,4.750000,4.820000,12.410000,270.980000,33.090000,29.870000,29.870000,3.280000,32.760000,12.100000,4.630000,118.470000,12.100000,46.250000,39.33,20.68,39.2,51.77,67.73,32,32,32,78.67,20.69,7.18,39.67,51.77,10.04,195.98,62.06

39,09:30-09:45,198.840000,4.750000,4.820000,13.290000,270.980000,33.090000,29.870000,29.870000,3.280000,50.750000,12.970000,4.630000,124.660000,12.970000,46.250000,41.66,20.9,42.2,52.3,73.37,32,32,32,83.34,20.9,7.07,42.59,52.3,10.18,211.03,62.69

40,09:45-10:00,172.160000,4.750000,4.820000,14.190000,270.980000,33.090000,29.870000,29.870000,3.280000,32.760000,13.840000,4.630000,129.860000,13.840000,46.250000,44.33,21.31,44.94,52.71,78.29,32,32,32,88.67,21.31,7.11,44.88,52.71,10.49,224.71,63.93

41,10:00-10:15,183.730000,4.750000,4.660000,14.990000,270.980000,33.090000,29.870000,29.870000,3.280000,32.760000,14.620000,4.490000,134.260000,14.620000,46.250000,46,21.95,47.49,54.78,83.03,32,32,32,92,21.95,7.11,46.81,54.78,11.22,237.47,65.86

42,10:15-10:30,183.730000,4.750000,4.660000,15.670000,270.980000,33.090000,29.870000,29.870000,3.280000,32.760000,15.290000,4.490000,137.620000,15.290000,46.250000,45.66,22.36,47.67,57.76,87.48,32,32,32,91.34,22.36,7.08,48.06,57.76,11.91,238.33,67.07

43,10:30-10:45,183.730000,4.750000,4.660000,16.250000,270.980000,33.090000,29.870000,29.870000,3.280000,50.750000,15.850000,4.490000,140.980000,15.850000,46.250000,45.66,23.05,47.67,60.45,90.51,32,32,32,91.34,23.06,7.04,48.7,60.45,12.8,238.33,69.18

44,10:45-11:00,183.730000,4.750000,4.660000,16.760000,270.980000,57.850000,29.870000,29.870000,3.280000,50.750000,16.340000,4.490000,143.690000,16.340000,46.250000,45.33,23.82,47.67,62.75,91.99,32,32,32,90.67,23.83,7.16,49.12,62.75,13.41,238.33,71.47

45,11:00-11:15,198.840000,4.830000,4.660000,17.190000,270.980000,57.850000,29.870000,29.870000,3.280000,50.750000,16.780000,4.490000,145.440000,16.780000,46.250000,45,27.65,47.67,64.15,93.05,32,32,32,90,27.64,7.07,49.61,64.15,15.51,238.33,82.93

46,11:15-11:30,198.840000,4.830000,4.660000,17.550000,270.980000,57.850000,29.870000,29.870000,3.280000,50.750000,17.110000,4.490000,145.970000,17.110000,46.250000,45,28.01,47.67,65.65,93.6,32,32,32,90,28,7.18,50,65.65,16.12,238.33,84.01

47,11:30-11:45,198.840000,4.830000,4.660000,17.790000,270.980000,57.850000,29.870000,29.870000,3.280000,50.750000,17.350000,4.490000,145.310000,17.350000,46.250000,44.66,28.27,47.67,66.89,93.67,32,32,32,89.34,28.28,7.03,50,66.89,16.45,238.33,84.83

48,11:45-12:00,198.840000,4.830000,4.660000,18.160000,270.980000,57.850000,29.870000,29.870000,3.280000,50.750000,17.720000,4.490000,143.910000,17.720000,46.250000,44.66,28.39,47.67,68.63,93.65,32,32,32,89.34,28.39,7.12,50,68.63,16.78,238.33,85.18

49,12:00-12:15,180.840000,4.900000,4.420000,18.190000,270.980000,57.850000,29.390000,29.390000,3.280000,50.780000,17.750000,4.590000,146.040000,17.750000,46.340000,44.33,28.87,47.67,69.43,93.64,32,32,32,88.67,28.88,7.05,50,69.43,18.16,238.33,86.63

50,12:15-12:30,180.840000,4.900000,4.420000,18.230000,270.980000,57.850000,29.390000,29.390000,3.280000,50.780000,17.790000,4.590000,140.680000,17.790000,46.340000,44.33,29.31,47.67,70.13,93.67,32,32,32,88.67,29.31,7.01,50,70.13,23.09,238.33,87.93

51,12:30-12:45,180.840000,4.900000,4.420000,18.200000,270.980000,57.850000,29.390000,29.390000,3.280000,50.780000,17.760000,4.590000,139.900000,17.760000,46.340000,44.66,35.05,47.67,71,93.65,32,32,32,89.34,35.06,7.1,49.22,71,23.51,238.33,105.18

52,12:45-13:00,180.840000,4.900000,4.420000,18.260000,270.980000,57.850000,29.390000,29.390000,3.280000,50.780000,17.820000,4.590000,139.440000,17.820000,46.340000,45,35.37,47.67,72.26,93.62,32,32,32,90,35.38,7.02,49.18,72.26,24,238.33,106.13

53,13:00-13:15,139.710000,4.980000,4.420000,18.170000,270.980000,33.090000,29.390000,29.390000,3.280000,32.790000,17.730000,4.590000,138.700000,17.730000,46.340000,45.33,35.82,47.67,72.97,93.52,32,32,32,90.67,35.83,7.11,48.93,72.97,24.61,238.33,107.47

54,13:15-13:30,139.710000,4.980000,4.420000,18.060000,270.980000,33.090000,29.390000,29.390000,3.280000,32.790000,17.610000,4.590000,139.570000,17.610000,46.340000,45.33,35.86,47.67,72.68,93.47,32,32,32,90.67,35.87,7.03,48.38,72.68,25.13,238.33,107.6

55,13:30-13:45,139.710000,4.980000,4.580000,17.850000,270.980000,33.090000,29.390000,29.390000,3.280000,32.790000,17.400000,4.590000,137.600000,17.400000,46.340000,45.66,35.87,47.67,72.89,93.51,32,32,32,91.34,35.88,7.95,47.59,72.89,25.17,238.33,107.62

56,13:45-14:00,180.840000,4.980000,4.580000,17.390000,270.980000,33.090000,29.390000,29.390000,3.280000,32.790000,16.970000,4.590000,133.010000,16.970000,46.340000,46.33,35.97,47.67,72.72,93.27,32,32,32,92.67,35.97,9.1,46.64,72.72,25.19,238.33,107.91

57,14:00-14:15,163.630000,5.210000,4.580000,17.110000,270.980000,41.580000,29.390000,29.390000,3.280000,50.780000,16.700000,4.720000,128.080000,16.700000,46.340000,47,34.21,47.67,72.95,92.35,32,32,32,94,34.2,9.05,44.38,72.95,26.43,238.33,102.61

58,14:15-14:30,163.630000,5.210000,4.580000,16.800000,270.980000,57.850000,29.390000,29.390000,6.370000,50.780000,16.380000,4.720000,123.070000,16.380000,46.340000,47.66,34.2,47.67,72.74,91.78,32,32,32,95.34,34.2,10.05,43.31,72.74,26.49,238.33,102.61

59,14:30-14:45,163.630000,5.210000,4.580000,16.030000,270.980000,57.850000,29.390000,29.390000,6.370000,50.780000,15.630000,4.720000,116.640000,15.630000,46.340000,48.66,34.27,47.67,72.7,90.67,32,32,32,97.34,34.26,11.1,41.08,72.7,26.86,238.33,102.79

60,14:45-15:00,204.100000,5.210000,4.580000,15.460000,270.980000,57.850000,29.390000,29.390000,6.370000,50.780000,15.080000,4.720000,109.460000,15.080000,75.250000,47.66,34.32,47.67,72.86,88.83,32,32,32,95.34,34.33,12.86,38.6,72.86,26.64,238.33,102.99

61,15:00-15:15,252.750000,5.210000,4.650000,14.770000,270.980000,57.850000,29.390000,29.390000,6.370000,50.780000,14.410000,4.870000,102.070000,14.410000,46.430000,45.33,34.19,47.67,72.95,84.62,32,32,32,90.67,34.18,15.06,35.84,72.95,26.55,238.33,102.54

62,15:15-15:30,252.750000,5.210000,4.650000,13.890000,270.980000,57.850000,29.390000,29.390000,6.370000,50.780000,13.550000,4.870000,94.720000,13.550000,46.430000,42.66,34.22,46.78,72.74,79.77,32,32,32,85.34,34.22,17.75,32.76,72.74,26.57,233.93,102.67

63,15:30-15:45,252.750000,5.210000,4.650000,13.180000,270.980000,57.850000,29.390000,29.390000,6.370000,70.050000,12.860000,4.870000,86.750000,12.860000,60.240000,40,34.33,43.69,72.77,75.26,32,32,32,80,34.33,12.53,31.59,72.77,26.7,218.47,103

64,15:45-16:00,260.720000,5.210000,4.650000,12.240000,270.980000,57.850000,29.390000,29.390000,6.370000,74.500000,11.940000,4.870000,78.450000,11.940000,80.160000,37.66,34.22,40.97,72.8,69.42,32,32,32,75.34,34.21,12.91,29.95,72.8,26.74,204.84,102.64

65,16:00-16:15,260.720000,5.440000,4.810000,11.060000,270.980000,57.850000,29.390000,29.390000,6.370000,74.500000,10.790000,5.100000,69.830000,10.790000,90.180000,33.66,34.18,37.53,72.77,63.56,32,32,32,67.34,34.19,13.5,27.95,72.77,26.74,187.67,102.57

66,16:15-16:30,260.720000,5.440000,4.810000,10.260000,270.980000,57.850000,29.390000,29.390000,6.370000,74.850000,10.010000,5.100000,60.110000,10.010000,100.930000,29.66,34.28,34.06,72.92,57.65,32,32,32,59.34,34.26,14.11,25.6,72.92,26.76,170.32,102.79

67,16:30-16:45,260.720000,5.440000,4.810000,8.930000,270.980000,57.850000,29.390000,29.390000,6.370000,74.850000,8.710000,5.930000,49.160000,8.710000,100.930000,26,34.06,30.94,72.75,51.15,32,32,32,52,34.05,15.14,22.79,72.75,26.86,154.69,102.15

68,16:45-17:00,260.720000,5.440000,4.810000,7.700000,270.980000,57.850000,29.390000,29.390000,6.370000,74.850000,7.510000,5.930000,38.470000,7.510000,100.930000,24,32.14,27.3,72.2,44.15,32,32,32,48,32.13,16.11,19.93,72.2,26.88,136.52,96.4

69,17:00-17:15,260.720000,5.440000,5.000000,6.470000,270.980000,57.850000,29.390000,29.390000,6.370000,86.910000,6.320000,5.930000,29.570000,6.320000,100.930000,18.66,32.16,23.25,70.88,36.82,33,33,25.05,37.34,32.16,24.07,19.68,70.88,25.88,116.28,96.47

70,17:15-17:30,260.720000,5.440000,5.000000,5.240000,270.980000,57.850000,29.390000,29.390000,6.370000,86.910000,5.120000,5.930000,22.200000,5.120000,100.930000,15,32,19.48,70.66,29.82,33,22.85,14.2,30,31.99,23.31,16.29,70.66,25.67,97.43,95.97

71,17:30-17:45,260.720000,5.440000,5.660000,4.060000,270.980000,57.850000,29.390000,0.000000,6.370000,86.910000,3.960000,5.930000,15.920000,3.960000,100.930000,11.33,31.98,15.47,70.33,22.73,19.92,10.07,8.27,22.67,31.99,22.92,12.61,70.33,25.56,77.35,95.96

72,17:45-18:00,260.720000,5.440000,5.660000,2.990000,270.980000,57.850000,29.390000,14.930000,6.370000,86.910000,2.910000,5.930000,10.440000,2.910000,100.930000,7.33,31.5,11.49,70.3,15.99,12.63,5.03,2.56,14.67,31.49,21.05,9.16,70.3,25.19,57.48,94.47

73,18:00-18:15,260.720000,6.360000,5.660000,2.010000,270.980000,57.850000,29.870000,29.870000,6.370000,86.910000,1.960000,5.930000,5.930000,1.960000,100.930000,5,31.32,7.98,70.17,10.26,0,0,0,10,31.33,19.28,6.29,70.17,24.68,39.92,93.97

74,18:15-18:30,260.720000,6.360000,5.660000,1.410000,270.980000,57.850000,29.870000,29.870000,6.370000,86.910000,1.380000,5.930000,2.990000,1.380000,100.930000,2.33,31.28,5.13,69.92,5.93,0,0,0,4.67,31.3,18.13,4.1,69.92,23.69,25.66,93.89

75,18:30-18:45,260.720000,6.360000,5.660000,0.000000,270.980000,57.850000,29.870000,29.870000,6.370000,86.910000,0.000000,5.930000,1.460000,0.000000,100.930000,1,32.61,3.08,67.92,2.95,0,0,0,2,32.6,16.95,1.98,67.92,22.65,15.4,97.81

76,18:45-19:00,260.720000,6.360000,5.660000,0.000000,270.980000,57.850000,29.870000,29.870000,6.370000,86.910000,0.000000,5.930000,0.470000,0.000000,100.930000,0.67,31.82,1.72,65.55,0.91,0,0,0,1.33,31.81,15.76,0.6,65.55,21.75,8.63,95.44

77,19:00-19:15,260.720000,6.510000,5.890000,0.000000,270.980000,57.850000,28.930000,28.930000,6.370000,86.910000,0.000000,5.930000,0.000000,0.000000,100.930000,0.25,31.06,0.72,64.29,0.03,0,0,0,0.5,31.07,24.17,0.01,64.29,21.18,3.6,93.2

78,19:15-19:30,260.720000,6.510000,5.890000,0.000000,270.980000,57.850000,28.930000,28.930000,6.370000,86.910000,0.000000,5.930000,0.000000,0.000000,100.930000,0,29.77,0.04,50.09,0,0,0,0,0,29.77,23.1,0,50.09,20.6,0.19,89.31

79,19:30-19:45,260.720000,6.510000,5.890000,0.000000,270.980000,57.850000,28.930000,28.930000,6.370000,86.910000,0.000000,5.930000,0.000000,0.000000,100.930000,0,23.85,0,48.9,0,0,0,0,0,23.83,22,0,48.9,19.94,0,71.5

80,19:45-20:00,260.720000,6.510000,5.890000,0.000000,270.980000,57.850000,28.930000,28.930000,6.370000,86.910000,0.000000,5.930000,0.000000,0.000000,100.930000,0,23.02,0,47.53,0,0,0,0,0,23.02,21.03,0,47.53,13.44,0,69.06

81,20:00-20:15,260.720000,6.900000,6.510000,0.000000,270.980000,57.850000,29.880000,29.880000,6.370000,86.910000,0.000000,5.930000,0.000000,0.000000,100.930000,0,22.17,0,45.92,0,0,0,0,0,22.19,20.03,0,45.92,12.44,0,66.56

82,20:15-20:30,260.720000,6.900000,6.510000,0.000000,270.980000,57.850000,29.880000,29.880000,6.370000,86.910000,0.000000,5.930000,0.000000,0.000000,100.930000,0,21.93,0,44.71,0,0,0,0,0,21.94,17.03,0,44.71,11.86,0,65.81

83,20:30-20:45,260.720000,6.900000,6.510000,0.000000,270.980000,57.850000,29.880000,29.880000,6.370000,86.910000,0.000000,5.930000,0.000000,0.000000,100.930000,0,21.81,0,44.48,0,0,0,0,0,21.8,13.73,0,44.48,11.08,0,65.4

84,20:45-21:00,260.720000,6.900000,6.510000,0.000000,270.980000,57.850000,29.880000,29.880000,6.370000,86.910000,0.000000,5.930000,0.000000,0.000000,100.930000,0,21.25,0,44.17,0,0,0,0,0,21.25,11.54,0,44.17,10.19,0,63.76

85,21:00-21:15,260.720000,6.900000,6.510000,0.000000,270.980000,57.850000,29.880000,29.880000,6.370000,86.910000,0.000000,5.740000,0.000000,0.000000,100.930000,0,21.4,0,43.62,0,0,0,0,0,21.39,9.58,0,43.62,9.71,0,64.18

86,21:15-21:30,260.720000,6.900000,6.510000,0.000000,270.980000,57.850000,29.880000,29.880000,6.370000,86.910000,0.000000,5.740000,0.000000,0.000000,100.930000,0,21.55,0,43.78,0,0,0,0,0,21.56,16.13,0,43.78,9.66,0,64.68

87,21:30-21:45,260.720000,6.900000,6.510000,0.000000,270.980000,57.850000,29.880000,29.880000,6.370000,86.910000,0.000000,7.130000,0.000000,0.000000,100.930000,0,21.55,0,40.43,0,0,0,0,0,21.56,15.23,0,40.43,9.58,0,64.68

88,21:45-22:00,260.720000,6.900000,6.510000,0.000000,270.980000,57.850000,29.880000,29.880000,6.370000,86.910000,0.000000,7.130000,0.000000,0.000000,100.930000,0,21.78,0,39.9,0,0,0,0,0,21.78,14.5,0,39.9,9.59,0,65.34

89,22:00-22:15,260.720000,6.740000,6.360000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,86.910000,0.000000,6.950000,0.000000,0.000000,100.930000,0,22.64,0,40.02,0,0,0,0,0,22.64,12.97,0,40.02,9.68,0,67.92

90,22:15-22:30,260.720000,6.740000,6.360000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,86.910000,0.000000,6.950000,0.000000,0.000000,100.930000,0,23.3,0,40.32,0,0,0,0,0,23.3,12.01,0,40.32,10.03,0,69.89

91,22:30-22:45,260.720000,6.740000,6.360000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,86.910000,0.000000,6.950000,0.000000,0.000000,100.930000,0,22.61,0,40.44,0,0,0,0,0,22.6,22.39,0,40.44,10.7,0,67.82

92,22:45-23:00,260.720000,6.740000,6.360000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,86.910000,0.000000,6.950000,0.000000,0.000000,100.930000,0,22.8,0,40.78,0,0,0,0,0,22.79,21.73,0,40.78,7.82,0,68.38

93,23:00-23:15,260.720000,6.740000,6.360000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,86.910000,0.000000,6.760000,0.000000,0.000000,100.930000,0,23.08,0,42.12,0,0,0,0,0,23.07,21.69,0,42.12,8.07,0,69.22

94,23:15-23:30,260.720000,6.740000,6.360000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,86.910000,0.000000,6.760000,0.000000,0.000000,100.930000,0,23.54,0,43.75,0,0,0,0,0,23.56,20.84,0,43.75,8.33,0,70.67

95,23:30-23:45,260.720000,6.740000,6.360000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,86.910000,0.000000,6.760000,0.000000,0.000000,100.930000,0,24.16,0,45.09,0,0,0,0,0,24.16,20.54,0,45.09,8.51,0,72.48

96,23:45-24:00,260.720000,6.740000,6.360000,0.000000,270.980000,57.850000,30.830000,30.830000,6.370000,86.910000,0.000000,6.760000,0.000000,0.000000,100.930000,0,24.53,0,46.55,0,0,0,0,0,24.51,19.56,0,46.55,8.88,0,73.54

