Block,Time,CHAMERA2,DADRT2,DULHASTI,CHAMERA3,DHAULIGNGA,UNCHAHAR4,URI2,NAPP,SEWA2,JHAJJAR,RIHAND2,UNCHAHAR1,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,TEHRI,UNCHAHAR3,SINGRAULI_HYDRO,KOLDAM,RAPPC,NJPC,TANDA2,RIHAND3,SINGRAULI,UNCHAHAR2,KISHANGANGA,CHAMERA1,BSIUL,URI,RAPPB,TANAKPUR,SALAL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,RSTPSU1TO6,RSTPSU7,SIMHST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,48.499828,688.715947,59.175403,34.831253,43.536137,1.327436,37.890519,47.405245,12.527402,422.443799,124.384996,22.630299,0,0,6.745516,97.055943,0,27.638981,1.147846,9.274803,67.487245,179.962454,5.534073,130.580717,143.345144,44.306625,8.340651,42.14808,6.5208,36.432,0,6.405,83.664,0,0,0,50.181709,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,19.877,0,20.0018,416.25

2,00:15-00:30,48.499828,688.715947,59.175403,34.831253,43.536137,1.327436,37.890519,47.405245,12.527402,422.443799,124.384996,22.630299,0,0,6.745516,97.055943,0,27.638981,1.147846,9.274803,67.487245,179.962454,5.534073,130.580717,143.345144,44.306625,8.340651,42.14808,6.5208,36.432,0,6.405,83.664,0,0,0,50.181709,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,19.877,0,20.0018,416.25

3,00:30-00:45,48.499828,688.715947,59.175403,34.831253,43.536137,1.725667,37.890519,47.405245,12.527402,422.443799,124.384996,22.630299,0,0,6.745516,97.055943,0,27.638981,1.147846,9.274803,67.487245,179.962454,5.534073,130.580717,143.345144,44.306625,8.340651,42.14808,6.5208,36.432,0,6.405,83.664,0,0,0,50.181709,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,19.877,0,20.0018,416.25

4,00:45-01:00,48.499828,688.715947,59.175403,34.831253,43.536137,1.725667,37.890519,47.405245,12.527402,422.443799,124.384996,22.630299,0,0,6.745516,97.055943,0,27.638981,1.147846,9.274803,67.487245,179.962454,5.534073,130.580717,143.345144,44.306625,8.340651,28.09872,6.5208,36.432,0,6.405,83.664,0,0,0,50.181709,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,19.877,0,20.0018,416.25

5,01:00-01:15,48.499828,688.715947,59.175403,34.831253,43.536137,2.19027,37.890519,47.405245,12.527402,422.443799,124.384996,22.630299,0,4.272091,6.745516,97.055943,0,27.638981,1.104531,9.274803,67.487245,179.962454,5.534073,130.580717,143.345144,44.306625,8.340651,28.09872,6.5208,36.432,0,6.405,83.664,0,0,0,50.833419,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,19.877,0,20.0018,416.25

6,01:15-01:30,48.499828,688.715947,59.175403,34.831253,43.536137,2.19027,37.890519,47.405245,12.527402,422.443799,124.384996,22.630299,0,19.071838,6.745516,97.055943,0,27.638981,1.104531,9.274803,67.487245,179.962454,5.534073,130.580717,143.345144,44.306625,8.340651,28.09872,6.5208,36.432,0,6.405,83.664,0,0,0,50.833419,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,19.877,0,20.0018,416.25

7,01:30-01:45,48.499828,688.715947,59.175403,34.831253,43.536137,2.654872,37.890519,47.405245,12.527402,422.443799,124.384996,22.630299,0,19.529561,6.745516,97.055943,0,27.638981,1.104531,9.274803,67.487245,179.962454,5.534073,130.580717,143.345144,44.306625,8.340651,28.09872,6.5208,36.432,0,6.405,83.664,0,0,0,50.833419,0,74.68153,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,19.877,0,20.0018,416.25

8,01:45-02:00,48.499828,688.715947,59.175403,34.831253,43.536137,2.654872,37.890519,47.405245,12.527402,422.443799,124.384996,22.630299,0,19.529561,6.745516,97.055943,0,27.638981,1.104531,9.274803,67.487245,179.962454,5.534073,130.580717,143.345144,44.306625,8.340651,28.09872,6.5208,36.432,0,6.405,83.664,0,0,0,50.833419,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,19.877,0,20.0018,416.25

9,02:00-02:15,48.499828,688.715947,59.175403,34.831253,32.652103,3.094586,37.890519,47.405245,12.527402,422.443799,124.384996,22.630299,0,19.529561,6.745516,97.055943,0,27.638981,1.104531,9.274803,67.487245,179.962454,5.534073,130.580717,143.345144,44.306625,8.340651,28.09872,6.5208,36.432,0,6.405,83.664,0,0,0,51.224445,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,19.877,0,20.0018,416.25

10,02:15-02:30,48.499828,688.715947,59.175403,34.831253,32.652103,3.094586,37.890519,47.405245,12.527402,422.443799,124.384996,22.630299,0,19.529561,6.745516,97.055943,0,27.638981,1.104531,9.274803,67.487245,179.962454,5.534073,130.580717,143.345144,44.306625,8.340651,28.09872,6.5208,36.432,0,6.405,83.664,0,0,0,51.224445,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,19.877,0,20.0018,416.25

11,02:30-02:45,48.499828,688.715947,59.175403,34.831253,32.652103,3.094586,37.890519,47.405245,6.184413,422.443799,124.384996,22.630299,0,19.529561,6.745516,97.055943,0,27.638981,1.104531,9.274803,67.487245,179.962454,5.534073,130.580717,143.345144,44.306625,8.340651,28.09872,6.5208,36.432,0,6.405,83.664,0,0,0,51.224445,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,19.877,0,20.0018,416.25

12,02:45-03:00,48.499828,688.715947,59.175403,34.831253,32.652103,3.094586,37.890519,47.405245,5.867264,422.443799,124.384996,22.630299,0,19.529561,6.745516,97.055943,0,27.638981,1.104531,9.274803,67.487245,179.962454,5.534073,130.580717,143.345144,44.306625,8.340651,14.04936,6.5208,36.432,0,6.405,83.664,0,0,0,51.354787,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.202375,44.311,19.877,0,20.0018,416.25

