Block,Time Block,FSTPP I & II,DHAULIGNGA,CHAMERA2,KGSU3AND4,BRBCL,DULHASTI,DADRT2,CHAMERA1,JHAJJAR,KGSU1AND2,BSIUL,CHAMERA3,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,URI,TANAKPUR,TALA,TelanganaSTPP,TEHRI,TANDA2,TALST2,SASAN,SIMHST1,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI_HYDRO,SINGRAULI,PARBATI3,RSTPSU1TO6,RAPPB,NLCTS2EXP,RIHAND3,RIHAND1,NNTPP,RAMPUR,RIHAND2,RAPPC,NTPL,NAPP,KOTESHWR,NLCEXP,NLCIIST1,NJPC,KUDGI,KOLDAM,MAPS,NLCIIST2,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
66,16:15-16:30,19.98,0,0,0,19.21,3.7,431.49,0,306.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,0,4.39,25.35,20.36,3.82,3.7,0,0,14.83,0,0,335.27,0,0,0,12.28,0,0,134.19,0,0,0,0,119.43,71.09,0,0,114.09,50.59,0,41.14,8.52,0,0,22.47,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

67,16:30-16:45,19.98,0,0,0,19.21,3.7,463.19,0,385.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,0,4.39,25.35,20.36,3.82,3.7,0,0,29.66,0,0,335.27,0,0,0,12.28,0,0,134.19,0,0,0,0,119.43,71.09,0,0,114.09,50.59,0,41.14,8.52,0,0,22.47,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

68,16:45-17:00,19.98,0,0,0,19.21,3.7,547.73,0,419.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.01,0,4.39,25.35,20.36,3.82,3.7,0,0,29.66,0,0,335.27,0,0,0,12.28,0,0,134.19,0,0,0,0,119.43,71.09,0,0,114.09,50.59,0,41.14,8.52,0,0,44.94,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

69,17:00-17:15,19.98,8.77,0,0,19.21,3.7,516.9,0,336.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.74,0,4.39,25.35,20.36,3.82,3.7,0,0,44.49,0,0,335.27,0,0,0,12.28,0,0,128.25,0,0,0,0,119.43,74.38,0,0,114.09,50.59,0,41.14,8.52,0,0,67.41,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

70,17:15-17:30,19.98,17.55,3.84,0,19.21,3.7,516.9,11.81,418.02,0,1.06,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,4.39,25.35,20.36,3.82,3.7,0,0,44.49,0,0,335.27,0,0,0,12.28,0,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,89.88,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

71,17:30-17:45,19.98,26.32,7.69,0,19.21,31.66,516.9,27,418.02,0,2.11,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,4.39,25.35,20.36,3.82,3.7,0,0,59.79,0,0,335.27,0,0,0,2.24,5.06,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,112.35,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

72,17:45-18:00,19.98,35.11,25.3,0,19.21,47.49,516.9,40.49,418.02,0,12.53,27.92,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,4.39,25.35,20.36,3.82,3.7,0,0,59.79,0,0,335.27,0,0,0,2.24,10.13,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,18.95,0,0,134.82,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

73,18:00-18:15,19.98,35.11,25.3,0,19.21,47.49,516.9,40.49,418.02,0,12.53,27.92,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,4.39,25.35,20.36,33.94,9.85,0,0,59.79,0,0,335.27,0,0,0,13.4,10.13,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,18.95,0,0,134.82,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

74,18:15-18:30,19.98,35.11,25.3,0,19.21,47.49,516.89,40.49,418.02,0,12.53,27.92,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,4.39,25.35,20.36,33.94,9.85,0,0,59.79,0,0,335.27,0,0,0,66.98,10.13,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,18.95,0,0,134.82,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

75,18:30-18:45,19.98,35.11,25.3,0,19.21,47.49,563.23,40.49,418.02,0,12.53,27.92,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,4.39,25.35,20.36,3.82,3.7,0,0,59.79,0,0,335.27,0,0,0,66.98,10.13,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,18.95,0,0,134.82,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

76,18:45-19:00,19.98,35.11,25.3,0,19.21,47.49,574.15,40.49,418.02,0,12.53,27.92,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,4.39,25.35,20.36,1.59,3.7,0,0,59.79,0,0,335.27,0,0,0,66.98,10.13,0,128.25,2.45,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,18.95,0,0,134.82,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

77,19:00-19:15,19.98,35.11,25.3,0,19.21,47.49,610.46,40.49,517.26,0,12.53,27.92,0,0,0,0,0,0,0,0,0,0,0,0,0,17.01,0,4.39,25.35,20.36,1.59,3.7,0,0,59.79,0,0,335.27,0,0,0,66.98,10.13,0,128.25,6.11,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,18.95,0,0,134.82,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

78,19:15-19:30,19.98,35.11,25.3,0,19.21,47.49,575.23,26.99,387.58,0,12.53,27.92,0,0,0,0,0,0,0,0,0,0,0,0,0,17.01,0,4.39,25.35,20.36,1.59,3.7,0,0,59.79,0,0,335.27,0,0,0,13.4,10.13,0,128.25,31.8,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,18.95,0,0,134.82,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

79,19:30-19:45,19.98,26.32,3.84,0,19.21,31.66,575.23,11.92,368.37,0,6.26,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,17.01,0,4.39,25.35,20.36,1.59,3.7,0,0,59.79,0,0,335.27,0,0,0,2.24,5.06,0,128.25,31.8,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,112.35,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

80,19:45-20:00,19.98,17.55,0,0,19.21,13.57,575.23,0,358.76,0,6.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.01,0,4.39,25.35,20.36,1.59,3.7,0,0,59.79,0,0,335.27,0,0,0,2.24,0,0,128.25,31.8,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,89.88,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

81,20:00-20:15,19.98,8.77,0,0,19.21,13.57,575.23,0,320.34,0,6.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.01,0,4.39,25.35,20.36,1.59,3.7,0,0,59.13,0,0,335.27,0,0,0,2.24,0,0,128.25,31.8,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,67.41,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

82,20:15-20:30,19.98,8.77,0,0,19.21,13.57,575.23,0,272.3,0,6.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.01,0,4.39,21.85,17.54,2.65,3.7,0,0,44.49,0,0,335.27,0,0,0,2.24,0,0,128.25,31.8,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,44.94,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

83,20:30-20:45,19.98,8.77,0,0,19.21,13.57,556.98,0,255.01,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.01,0,4.39,21.85,17.54,33.94,3.7,0,0,44.49,0,0,335.27,0,0,0,2.24,0,0,128.25,31.8,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,44.94,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

84,20:45-21:00,17.22,8.77,0,0,19.21,13.57,544.49,0,255.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.01,0,4.39,21.85,17.54,33.94,3.7,0,0,44.49,0,0,335.27,0,0,0,2.24,0,0,128.25,4.89,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,44.94,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

85,21:00-21:15,19.98,8.77,0,0,19.21,13.57,536.8,0,295.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.36,0,4.39,25.35,20.36,3.18,3.7,0,0,29.66,0,0,335.27,0,0,0,2.24,0,0,128.25,2.45,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,22.47,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

86,21:15-21:30,19.98,8.77,0,0,19.21,13.57,536.8,0,284.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,0,4.39,25.35,20.36,3.18,3.7,0,0,29.66,0,0,335.27,0,0,0,2.24,0,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,22.47,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

87,21:30-21:45,19.98,8.77,0,0,19.21,13.57,536.8,0,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,0,4.39,19.25,15.26,3.18,3.7,0,0,29.66,0,0,335.27,0,0,0,2.24,0,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,22.47,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

88,21:45-22:00,19.98,8.77,0,0,19.21,13.57,536.8,0,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,0,4.39,19.25,15.26,3.18,3.7,0,0,14.83,0,0,335.27,0,0,0,2.24,0,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,0,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

89,22:00-22:15,19.98,8.77,0,0,19.21,13.57,536.8,0,256.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,0,4.39,21.85,17.54,3.18,3.7,0,0,14.83,0,0,335.27,0,0,0,2.24,0,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,0,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

90,22:15-22:30,17.22,8.77,0,0,19.21,13.57,536.8,0,248.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,0,4.39,21.85,17.54,3.18,3.7,0,0,14.83,0,0,335.27,0,0,0,2.24,0,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,0,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

91,22:30-22:45,17.22,8.77,0,0,19.21,13.57,536.8,0,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,0,4.39,21.85,17.54,3.18,3.7,0,0,0,0,0,335.27,0,0,0,2.24,0,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,0,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

92,22:45-23:00,17.22,8.77,0,0,19.21,13.57,536.8,0,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,0,4.39,19.25,15.26,3.18,3.7,0,0,0,0,0,335.27,0,0,0,2.24,0,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,0,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

93,23:00-23:15,17.22,0,0,0,19.21,13.57,536.8,0,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,0,4.39,19.25,15.26,3.18,3.7,0,0,0,0,0,335.27,0,0,0,2.24,0,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,0,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

94,23:15-23:30,17.22,0,0,0,19.21,13.57,536.8,0,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,0,4.39,19.25,15.26,3.18,3.7,0,0,0,0,0,335.27,0,0,0,2.24,0,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,0,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

95,23:30-23:45,17.22,0,0,0,19.21,13.57,479.52,0,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,0,4.39,19.25,15.26,4.24,3.7,0,0,0,0,0,335.27,0,0,0,2.24,0,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,0,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

96,23:45-24:00,17.22,0,0,0,19.21,13.57,431.49,0,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,0,4.39,19.25,15.26,4.24,3.7,0,0,0,0,0,335.27,0,0,0,2.24,0,0,128.25,0,0,0,0,119.43,74.93,0,0,114.09,50.59,0,41.14,8.52,0,0,0,0,0,0,0,94.98,0,0,0,43.44,0,0,0,0,0

