Block,Time,KOLDAM,ANTA_LF,KISHANGANGA,JHAJJAR,TANAKPUR,TANDA2,SINGRAULI,RIHAND2,UNCHAHAR2,NJPC,DADRI_CRF,TEHRI,RIHAND3,CHAMERA3,DULHASTI,CHAMERA1,RIHAND1,ANTA_RF,UNCHAHAR1,RAPPB,AURY_RF,AURY_LF,AURY_CRF,AURY_GF,UNCHAHAR4,SINGRAULI_HYDRO,CHAMERA2,DADRI_LF,KHSTPP-II,URI2,URI,SASAN,DHAULIGNGA,RAPPC,FSTPP I & II,DADRI_RF,SEWA2,TALA,KHSTPP-I,BSIUL,PARBATI3,ANTA_CRF,BRBCL,RAMPUR,UNCHAHAR3,NAPP,DADRT2,DADRI_GF,ANTA_GF,KOTESHWR,SALAL,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,0.000000,0.000000,449.422500,12.628482,0.000000,134.643115,114.167812,22.826507,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,24.162500,0.000000,11.431278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.961436,38.186531,0.000000,116.232160,30.553191,45.348180,402.305625,35.365878,49.182189,9.547184,0.000000,15.274612,26.994345,23.486240,0.000000,3.075886,0.000000,14.497500,0.000000,13.927811,36.850325,483.250000,0.000000,0.000000,35.259853,83.107402,9.66,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,0.000000,331.509500,12.628482,0.000000,134.643115,114.167812,22.826507,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,24.162500,0.000000,11.431278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.924457,38.186531,0.000000,116.232160,30.553191,45.348180,402.305625,35.365878,49.182189,9.547184,0.000000,15.274612,26.994345,23.486240,0.000000,3.075886,0.000000,12.973668,0.000000,13.927811,36.850325,435.224235,0.000000,0.000000,35.259853,83.107402,9.66,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,331.509500,12.628482,0.000000,134.643115,114.167812,22.826507,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,24.162500,0.000000,11.431278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.924457,38.186531,0.000000,116.232160,30.553191,50.149752,402.305625,35.365878,49.182189,9.547184,0.000000,15.274612,26.994345,23.486240,0.000000,3.075886,0.000000,12.913726,0.000000,13.927811,36.850325,386.600000,0.000000,0.000000,35.259853,83.107402,9.66,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,331.509500,12.628482,0.000000,134.643115,114.167812,22.826507,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,24.162500,0.000000,11.431278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.887479,38.186531,0.000000,116.232160,31.333273,50.149752,404.589658,35.365878,49.182189,9.547184,0.000000,15.274612,26.994345,23.486240,0.000000,3.075886,0.000000,13.831444,0.000000,13.927811,36.850325,363.859679,0.000000,0.000000,35.259853,83.107402,9.66,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,331.509500,12.628482,0.000000,134.643115,114.167812,22.826507,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,24.162500,0.000000,11.431278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.887479,38.186531,0.000000,116.232160,31.333273,45.348180,404.741205,35.365878,49.182189,9.547184,0.000000,15.274612,26.994345,23.486240,0.000000,3.075886,0.000000,13.878476,0.000000,13.927811,36.850325,363.859679,0.000000,0.000000,35.259853,83.107402,9.66,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,331.509500,12.628482,0.000000,134.643115,114.167812,22.826507,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,24.162500,0.000000,11.431278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.887479,38.186531,0.000000,116.232160,30.553191,45.348180,404.741205,35.365878,49.182189,5.722067,0.000000,15.274612,26.994345,20.421275,0.000000,15.379431,0.000000,13.341591,0.000000,13.927811,36.850325,363.859679,0.000000,0.000000,35.259853,83.107402,9.66,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,331.509500,12.628482,0.000000,134.643115,114.167812,22.826507,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,24.162500,0.000000,11.431278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.887479,38.186531,0.000000,116.232160,30.553191,45.348180,404.741205,35.365878,49.182189,5.722067,0.000000,15.274612,26.994345,20.421275,0.000000,15.379431,0.000000,14.497500,0.000000,13.927811,36.850325,363.859679,0.000000,0.000000,35.259853,83.107402,9.66,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,22.826507,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,24.162500,0.000000,11.431278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.887479,38.186531,0.000000,116.232160,30.553191,45.348180,404.741205,35.365878,49.182189,5.722067,0.000000,15.274612,26.994345,20.421275,0.000000,15.379431,0.000000,14.497500,0.000000,13.927811,36.850325,363.859679,0.000000,0.000000,35.259853,81.422792,9.66,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,22.826507,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,24.162500,0.000000,11.431278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.887479,38.186531,0.000000,116.232160,30.553191,45.348180,404.741205,35.365878,49.182189,5.722067,0.000000,15.274612,26.994345,20.421275,0.000000,15.379431,0.000000,14.497500,0.000000,13.927811,36.850325,363.859679,0.000000,0.000000,35.259853,81.422792,9.66,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.774847,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,24.162500,0.000000,11.434496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.887479,38.186531,0.000000,116.232160,30.553191,50.149752,404.741205,35.365878,49.182189,5.722067,0.000000,15.274612,26.994345,20.421275,0.000000,15.379431,0.000000,14.497500,0.000000,13.468315,36.850325,363.964589,0.000000,0.000000,35.259853,81.422792,9.66,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.774847,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,24.162500,0.000000,11.434496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.887479,38.186531,0.000000,82.606852,30.553191,50.149752,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,15.379431,0.000000,14.497500,0.000000,13.468315,36.850325,363.964589,0.000000,0.000000,35.259853,81.422792,9.66,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.774847,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,24.162500,0.000000,11.434496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.887479,38.186531,0.000000,82.606852,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.468315,36.850325,363.964589,0.000000,0.000000,35.259853,81.422792,9.66,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.774847,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,24.162500,0.000000,11.434496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.887479,38.186531,0.000000,82.606852,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.468315,36.850325,363.964589,0.000000,0.000000,35.259853,81.422792,9.66,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.774847,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,24.162500,0.000000,11.434496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.832012,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.468315,36.850325,363.964589,0.000000,0.000000,35.259853,81.422792,9.66,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.774847,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,24.162500,0.000000,11.434496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.832012,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,6.151772,0.000000,14.497500,0.000000,13.468315,36.850325,363.964589,0.000000,0.000000,35.259853,81.422792,9.66,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.587124,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,11.431278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.832012,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,8.612482,0.000000,14.497500,0.000000,13.085331,36.850325,363.859679,0.000000,0.000000,35.259853,81.422792,9.66,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.587124,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,11.431278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.832012,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,31.605346,0.000000,14.497500,0.000000,13.085331,36.850325,363.859679,0.000000,0.000000,35.259853,81.422792,9.66,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.577900,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,11.431278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.832012,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,31.605346,0.000000,14.497500,0.000000,13.085331,36.850325,363.859679,0.000000,0.000000,35.259853,81.422792,9.66,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,19.619495,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,11.431278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.832012,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,31.605346,0.000000,14.497500,0.000000,13.085331,36.850325,363.859679,0.000000,0.000000,35.259853,81.422792,9.66,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,19.619495,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,11.433265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.776544,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,31.605346,0.000000,14.497500,0.000000,13.085331,36.850325,363.864533,0.000000,0.000000,35.259853,81.422792,9.66,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,19.619495,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,11.433265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.776544,38.186531,0.000000,63.789000,30.553191,50.149752,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,31.605346,0.000000,14.497500,0.000000,13.085331,36.850325,363.864533,0.000000,0.000000,35.259853,81.422792,9.66,0,0,0,0,0

27,06:30-06:45,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,19.619495,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,11.433265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.776544,38.186531,0.000000,63.789000,30.553191,50.149752,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,31.605346,0.000000,14.497500,0.000000,13.085331,36.850325,363.864533,0.000000,0.000000,35.259853,81.422792,9.66,0,0,0,0,0

28,06:45-07:00,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,19.619495,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,11.433265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.776544,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,4.921418,0.000000,14.497500,0.000000,13.085331,36.850325,363.864533,0.000000,0.000000,35.259853,81.422792,9.66,0,0,0,0,0

29,07:00-07:15,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,19.619495,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,10.691492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.776544,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.864533,0.000000,0.000000,34.306884,81.422792,9.66,0,0,0,0,0

30,07:15-07:30,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,19.619495,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,10.691492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.776544,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.864533,0.000000,0.000000,34.306884,81.422792,9.66,0,0,0,0,0

31,07:30-07:45,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,19.619495,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,10.691492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.776544,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.864533,0.000000,0.000000,34.306884,81.422792,9.66,0,0,0,0,0

32,07:45:08:00,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,19.619495,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,10.691492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.776544,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.864533,0.000000,0.000000,34.306884,81.422792,9.66,0,0,0,0,0

33,08:00-08:15,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,19.633563,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,10.691492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.776544,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.864533,0.000000,0.000000,34.306884,81.422792,44.46,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,19.633563,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,10.691492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.776544,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.864533,0.000000,0.000000,34.306884,81.422792,58.96,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,19.633563,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,10.691492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.739566,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.864533,0.000000,0.000000,34.306884,81.422792,90.85,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,19.633563,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,10.691492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.739566,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.864533,0.000000,0.000000,34.306884,81.422792,106.32,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.587124,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,10.691492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.739566,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.864533,0.000000,0.000000,34.306884,81.422792,65.72,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.587124,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,10.691492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.739566,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,26.994345,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.864533,0.000000,0.000000,34.306884,81.422792,75.39,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.587124,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,10.691492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.739566,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,25.573590,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.860735,0.000000,0.000000,34.306884,81.422792,82.15,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.587124,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,10.691492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.739566,38.186531,0.000000,63.789000,30.553191,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,25.573590,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.860735,0.000000,0.000000,34.306884,81.422792,89.88,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.587124,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,10.691492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.739566,38.186531,0.000000,63.789000,31.333273,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,25.573590,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.860735,0.000000,0.000000,34.306884,81.422792,111.15,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.587124,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,10.691492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.739566,38.186531,0.000000,63.789000,31.333273,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,25.573590,11.598000,0.000000,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.860735,0.000000,0.000000,34.306884,81.422792,110.18,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.587124,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,10.691492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.702588,38.186531,0.000000,63.789000,31.333273,45.348180,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,25.573590,11.598000,6.378900,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.860735,0.000000,0.000000,34.306884,81.422792,119.85,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,21.587124,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,10.691492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.702588,38.186531,0.000000,63.789000,31.333273,50.149752,404.741205,35.365878,49.182189,1.933000,0.000000,15.274612,25.573590,11.598000,6.378900,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.860735,0.000000,0.000000,34.306884,81.422792,123.71,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,26.100622,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,11.455411,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.702588,38.186531,0.000000,90.134920,30.553191,50.149752,404.741205,35.365878,49.182189,6.158441,0.000000,15.274612,25.573590,19.983934,6.378900,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.860735,0.000000,0.000000,34.306884,81.422792,118.88,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.000000,331.509500,11.390396,0.000000,134.643115,114.167812,26.100622,148.457686,0.000000,65.029986,119.522827,28.089204,47.780431,41.230890,0.000000,0.000000,11.455411,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.702588,38.186531,0.000000,90.134920,30.553191,45.348180,404.741205,35.365878,49.182189,6.158441,0.000000,15.274612,25.573590,19.983934,6.378900,3.075886,0.000000,14.497500,0.000000,13.085331,36.850325,363.860735,0.000000,0.000000,34.306884,81.422792,122.75,0,0,0,0,0

